"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident"	"mismatch"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"	"pdb_length"	"locus"
"Q12339"	""	254	"5a9b0baa75daaa3285be8548"	"PDB"	1	159	"4mj7"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12339.pdb?from=1&to=159&template=4mj7&provider=pdb"	"1_159_4mj7_5a9b0baa75daaa3285be8548"	"Q12339@4mj7"	"A;B"	"A"	"Q12339@4mj7@A"	100	0	1	157	3	159	2.51	0.614173228346457	156	"YOR004W"
"P09938"	""	399	"5a9b08c675daaa054ca0b107"	"PDB"	1	399	"1jk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P09938.pdb?from=1&to=399&template=1jk0&provider=pdb"	"1_399_1jk0_5a9b08c675daaa054ca0b107"	"P09938@1jk0"	"A"	"A"	"P09938@1jk0@A"	100	0	1	334	26	359	2.8	0.834586466165414	333	"YJL026W"
"Q08649"	""	445	"5a9b0c1975daaa36fdfa7857"	"PDB"	160	435	"1fy7"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08649.pdb?from=160&to=435&template=1fy7&provider=pdb"	"160_435_1fy7_5a9b0c1975daaa36fdfa7857"	"Q08649@1fy7"	"A"	"A"	"Q08649@1fy7@A"	100	0	1	273	162	434	2	0.61123595505618	272	"YOR244W"
"P22216"	""	821	"5a9b183f75daaa5ae86591ee"	"PDB"	22	162	"5t2f"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?from=22&to=162&template=5t2f&provider=pdb"	"22_162_5t2f_5a9b183f75daaa5ae86591ee"	"P22216@5t2f"	"A;B;C;D"	"B"	"P22216@5t2f@B"	100	0	115	244	28	157	2.66	0.157125456760049	129	"YPL153C"
"P22216"	""	821	"5a9afe9f75daaa769dc8aaf4"	"PDB"	800	821	"2ygv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?from=800&to=821&template=2ygv&provider=pdb"	"800_821_2ygv_5a9afe9f75daaa769dc8aaf4"	"P22216@2ygv"	"E;F;G;H"	"E"	"P22216@2ygv@E"	100	0	1	19	803	821	2.94	0.0219244823386114	18	"YPL153C"
"P07276"	""	1031	"5b20b2b702efd01d611a12ed"	"PDB"	730	986	"4q0z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07276.pdb?from=730&to=986&template=4q0z&provider=pdb"	"730_986_4q0z_5b20b2b702efd01d611a12ed"	"P07276@4q0z"	"A;B;E;F"	"A"	"P07276@4q0z@A"	100	0	1	103	2	104	2.398	0.0989330746847721	102	"YGR258C"
"P28519"	""	371	"5a9b14ba75daaa2fcea1ec6a"	"PDB"	188	302	"5a3d"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P28519.pdb?from=188&to=302&template=5a3d&provider=pdb"	"188_302_5a3d_5a9b14ba75daaa2fcea1ec6a"	"P28519@5a3d"	"A;B"	"B"	"P28519@5a3d@B"	100	0	1	115	188	302	1.8	0.307277628032345	114	"YMR201C"
"P38230"	""	334	"5a9b112375daaa7a26c72c3d"	"PDB"	1	334	"3qwa"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38230.pdb?from=1&to=334&template=3qwa&provider=pdb"	"1_334_3qwa_5a9b112375daaa7a26c72c3d"	"P38230@3qwa"	"A;B"	"B"	"P38230@3qwa@B"	100	0	1	332	3	334	2	0.991017964071856	331	"YBR046C"
"Q01590"	""	340	"5a9afa6b75daaa3e674793d3"	"PDB"	1	45	"1mqs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q01590.pdb?from=1&to=45&template=1mqs&provider=pdb"	"1_45_1mqs_5a9afa6b75daaa3e674793d3"	"Q01590@1mqs"	"B"	"B"	"Q01590@1mqs@B"	100	0	6	26	1	21	3	0.0588235294117647	20	"YLR026C"
"P04650"	""	51	"5a9b284a75daaa3e7a40c7dc"	"PDB"	1	51	"5h4p-l-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P04650.pdb?from=1&to=51&template=5h4p&provider=pdb"	"1_51_5h4p_5a9b284a75daaa3e7a40c7dc"	"P04650@5h4p"	"l"	"l"	"P04650@5h4p@l"	100	0	1	50	2	51	3.07	0.96078431372549	49	"YJL189W"
"P08525"	""	94	"5a9b098f75daaa0f820f9cc6"	"PDB"	2	94	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P08525.pdb?from=2&to=94&template=3cx5&provider=pdb"	"2_94_3cx5_5a9b098f75daaa0f820f9cc6"	"P08525@3cx5"	"H;S"	"H"	"P08525@3cx5@H"	100	0	1	93	2	94	1.9	0.978723404255319	92	"YJL166W"
"P08525"	""	94	"5a9b098f75daaa0f820f9cc6"	"PDB"	2	94	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P08525.pdb?from=2&to=94&template=3cx5&provider=pdb"	"2_94_3cx5_5a9b098f75daaa0f820f9cc6"	"P08525@3cx5"	"H;S"	"S"	"P08525@3cx5@S"	100	0	1	93	2	94	1.9	0.978723404255319	92	"YJL166W"
"P07257"	""	368	"5a9b098f75daaa0f820f9cc6"	"PDB"	17	368	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07257.pdb?from=17&to=368&template=3cx5&provider=pdb"	"17_368_3cx5_5a9b098f75daaa0f820f9cc6"	"P07257@3cx5"	"B;M"	"B"	"P07257@3cx5@B"	100	0	1	352	17	368	1.9	0.953804347826087	351	"YPR191W"
"P07257"	""	368	"5a9b098f75daaa0f820f9cc6"	"PDB"	17	368	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07257.pdb?from=17&to=368&template=3cx5&provider=pdb"	"17_368_3cx5_5a9b098f75daaa0f820f9cc6"	"P07257@3cx5"	"B;M"	"M"	"P07257@3cx5@M"	100	0	1	352	17	368	1.9	0.953804347826087	351	"YPR191W"
"P13298"	""	226	"5a9b1a8c75daaa7bcbf7373d"	"PDB"	1	226	"2ps1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P13298.pdb?from=1&to=226&template=2ps1&provider=pdb"	"1_226_2ps1_5a9b1a8c75daaa7bcbf7373d"	"P13298@2ps1"	"A;B"	"A"	"P13298@2ps1@A"	100	0	1	224	3	226	1.75	0.986725663716814	223	"YML106W"
"P13298"	""	226	"5a9b1a8c75daaa7bcbf7373d"	"PDB"	1	226	"2ps1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P13298.pdb?from=1&to=226&template=2ps1&provider=pdb"	"1_226_2ps1_5a9b1a8c75daaa7bcbf7373d"	"P13298@2ps1"	"A;B"	"B"	"P13298@2ps1@B"	100	0	1	224	3	226	1.75	0.986725663716814	223	"YML106W"
"P48510"	""	373	"5a9afcd375daaa5bbfc956be"	"PDB"	1	75	"3m63"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48510.pdb?from=1&to=75&template=3m63&provider=pdb"	"1_75_3m63_5a9afcd375daaa5bbfc956be"	"P48510@3m63"	"B"	"B"	"P48510@3m63@B"	100	0	1	72	3	74	2.4	0.190348525469169	71	"YMR276W"
"P48510"	""	373	"5a9b278f75daaa31c57d15c7"	"PDB"	328	373	"4un2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48510.pdb?from=328&to=373&template=4un2&provider=pdb"	"328_373_4un2_5a9b278f75daaa31c57d15c7"	"P48510@4un2"	"B"	"B"	"P48510@4un2@B"	100	0	2	43	328	369	1.51	0.109919571045576	41	"YMR276W"
"P25502"	""	979	"5a9b17f075daaa559c422814"	"PDB"	31	100	"1zme"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25502.pdb?from=31&to=100&template=1zme&provider=pdb"	"31_100_1zme_5a9b17f075daaa559c422814"	"P25502@1zme"	"C;D"	"C"	"P25502@1zme@C"	100	0	1	70	31	100	2.5	0.0704800817160368	69	"YKL015W"
"P25502"	""	979	"5a9b17f075daaa559c422814"	"PDB"	31	100	"1zme"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25502.pdb?from=31&to=100&template=1zme&provider=pdb"	"31_100_1zme_5a9b17f075daaa559c422814"	"P25502@1zme"	"C;D"	"D"	"P25502@1zme@D"	100	0	1	70	31	100	2.5	0.0704800817160368	69	"YKL015W"
"P38822"	""	633	"5a9b0c8f75daaa3ccf7d08ae"	"PDB"	581	633	"2a28"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38822.pdb?from=581&to=633&template=2a28&provider=pdb"	"581_633_2a28_5a9b0c8f75daaa3ccf7d08ae"	"P38822@2a28"	"A;B;C;D"	"A"	"P38822@2a28@A"	100	0	3	54	582	633	1.07	0.0805687203791469	51	"YHR114W"
"P38822"	""	633	"5a9b0c8f75daaa3ccf7d08ae"	"PDB"	581	633	"2a28"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38822.pdb?from=581&to=633&template=2a28&provider=pdb"	"581_633_2a28_5a9b0c8f75daaa3ccf7d08ae"	"P38822@2a28"	"A;B;C;D"	"B"	"P38822@2a28@B"	100	0	3	54	582	633	1.07	0.0805687203791469	51	"YHR114W"
"P38822"	""	633	"5a9b0c8f75daaa3ccf7d08ae"	"PDB"	581	633	"2a28"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38822.pdb?from=581&to=633&template=2a28&provider=pdb"	"581_633_2a28_5a9b0c8f75daaa3ccf7d08ae"	"P38822@2a28"	"A;B;C;D"	"C"	"P38822@2a28@C"	100	0	3	54	582	633	1.07	0.0805687203791469	51	"YHR114W"
"P38822"	""	633	"5a9b0c8f75daaa3ccf7d08ae"	"PDB"	581	633	"2a28"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38822.pdb?from=581&to=633&template=2a28&provider=pdb"	"581_633_2a28_5a9b0c8f75daaa3ccf7d08ae"	"P38822@2a28"	"A;B;C;D"	"D"	"P38822@2a28@D"	100	0	3	54	582	633	1.07	0.0805687203791469	51	"YHR114W"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"A"	"Q07914@2guz@A"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"C"	"Q07914@2guz@C"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"E"	"Q07914@2guz@E"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"G"	"Q07914@2guz@G"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"I"	"Q07914@2guz@I"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"K"	"Q07914@2guz@K"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"M"	"Q07914@2guz@M"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"Q07914"	""	168	"5b20b3e902efd022dbedb86e"	"PDB"	99	168	"2guz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q07914.pdb?from=99&to=168&template=2guz&provider=pdb"	"99_168_2guz_5b20b3e902efd022dbedb86e"	"Q07914@2guz"	"A;C;E;G;I;K;M;O"	"O"	"Q07914@2guz@O"	100	0	2	71	99	168	2	0.410714285714286	69	"YLR008C"
"P02829"	""	709	"5a9b173b75daaa4fb82f643d"	"PDB"	273	677	"2cge"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02829.pdb?from=273&to=677&template=2cge&provider=pdb"	"273_677_2cge_5a9b173b75daaa4fb82f643d"	"P02829@2cge"	"A;B;D"	"A"	"P02829@2cge@A"	100	0	1	405	273	677	3	0.569816643159379	404	"YPL240C"
"P02829"	""	709	"5a9b173b75daaa4fb82f643d"	"PDB"	273	677	"2cge"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02829.pdb?from=273&to=677&template=2cge&provider=pdb"	"273_677_2cge_5a9b173b75daaa4fb82f643d"	"P02829@2cge"	"A;B;D"	"B"	"P02829@2cge@B"	100	0	1	405	273	677	3	0.569816643159379	404	"YPL240C"
"P02829"	""	709	"5a9b173b75daaa4fb82f643d"	"PDB"	273	677	"2cge"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02829.pdb?from=273&to=677&template=2cge&provider=pdb"	"273_677_2cge_5a9b173b75daaa4fb82f643d"	"P02829@2cge"	"A;B;D"	"D"	"P02829@2cge@D"	100	0	1	405	273	677	3	0.569816643159379	404	"YPL240C"
"P02829"	""	709	"5a9b0d6375daaa47c2729732"	"PDB"	1	220	"1ah8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02829.pdb?from=1&to=220&template=1ah8&provider=pdb"	"1_220_1ah8_5a9b0d6375daaa47c2729732"	"P02829@1ah8"	"A;B"	"B"	"P02829@1ah8@B"	100	0	1	218	2	219	2.1	0.306064880112835	217	"YPL240C"
"P25339"	""	888	"5a9afbeb75daaa51666aca81"	"PDB"	554	886	"3bwt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25339.pdb?from=554&to=886&template=3bwt&provider=pdb"	"554_886_3bwt_5a9afbeb75daaa51666aca81"	"P25339@3bwt"	"A"	"A"	"P25339@3bwt@A"	100	0	1	333	554	886	2.69	0.373873873873874	332	"YGL014W"
"P05744"	""	107	"5a9b284a75daaa3e7a40c7dc"	"PDB"	1	107	"5h4p-f-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P05744.pdb?from=1&to=107&template=5h4p&provider=pdb"	"1_107_5h4p_5a9b284a75daaa3e7a40c7dc"	"P05744@5h4p"	"f"	"f"	"P05744@5h4p@f"	100	0	1	106	2	107	3.07	0.981308411214953	105	"YPL143W"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"A"	"Q12335@5mp4@A"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"B"	"Q12335@5mp4@B"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"C"	"Q12335@5mp4@C"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"D"	"Q12335@5mp4@D"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"E"	"Q12335@5mp4@E"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"F"	"Q12335@5mp4@F"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"G"	"Q12335@5mp4@G"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q12335"	""	198	"5a9b076275daaa73c58d621d"	"PDB"	1	198	"5mp4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12335.pdb?from=1&to=198&template=5mp4&provider=pdb"	"1_198_5mp4_5a9b076275daaa73c58d621d"	"Q12335@5mp4"	"A;B;C;D;E;F;G;H"	"H"	"Q12335@5mp4@H"	100	0	1	197	2	198	2.79	0.98989898989899	196	"YDR032C"
"Q04673"	""	461	"5a9b2abd75daaa5d6c2bbebb"	"PDB"	119	310	"4wfq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04673.pdb?from=119&to=310&template=4wfq&provider=pdb"	"119_310_4wfq_5a9b2abd75daaa5d6c2bbebb"	"Q04673@4wfq"	"A"	"A"	"Q04673@4wfq@A"	100	0	1	192	119	310	2.4	0.414316702819957	191	"YLR005W"
"P40555"	""	220	"5a9b095975daaa0f820f9504"	"PDB"	126	220	"4o06"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40555.pdb?from=126&to=220&template=4o06&provider=pdb"	"126_220_4o06_5a9b095975daaa0f820f9504"	"P40555@4o06"	"A"	"A"	"P40555@4o06@A"	100	0	11	102	129	220	1.15	0.413636363636364	91	"YIL007C"
"P50086"	""	228	"5a9af85575daaa20e6f35727"	"PDB"	1	228	"1wg0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P50086.pdb?from=1&to=228&template=1wg0&provider=pdb"	"1_228_1wg0_5a9af85575daaa20e6f35727"	"P50086@1wg0"	"A"	"A"	"P50086@1wg0@A"	100	0	1	228	1	228	2.53	0.995614035087719	227	"YGR232W"
"P23724"	""	241	"5a9b29df75daaa509398c44b"	"PDB"	20	241	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23724.pdb?from=20&to=241&template=1ryp&provider=pdb"	"20_241_1ryp_5a9b29df75daaa509398c44b"	"P23724@1ryp"	"1;M"	"1"	"P23724@1ryp@1"	100	0	1	222	20	241	1.9	0.91701244813278	221	"YBL041W"
"P23724"	""	241	"5a9b29df75daaa509398c44b"	"PDB"	20	241	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23724.pdb?from=20&to=241&template=1ryp&provider=pdb"	"20_241_1ryp_5a9b29df75daaa509398c44b"	"P23724@1ryp"	"1;M"	"M"	"P23724@1ryp@M"	100	0	1	222	20	241	1.9	0.91701244813278	221	"YBL041W"
"P30657"	""	266	"5a9b29df75daaa509398c44b"	"PDB"	34	266	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P30657.pdb?from=34&to=266&template=1ryp&provider=pdb"	"34_266_1ryp_5a9b29df75daaa509398c44b"	"P30657@1ryp"	"2;N"	"2"	"P30657@1ryp@2"	100	0	1	233	34	266	1.9	0.87218045112782	232	"YFR050C"
"P30657"	""	266	"5a9b29df75daaa509398c44b"	"PDB"	34	266	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P30657.pdb?from=34&to=266&template=1ryp&provider=pdb"	"34_266_1ryp_5a9b29df75daaa509398c44b"	"P30657@1ryp"	"2;N"	"N"	"P30657@1ryp@N"	100	0	1	233	34	266	1.9	0.87218045112782	232	"YFR050C"
"P30656"	""	287	"5a9b079375daaa73c58d68ed"	"PDB"	76	287	"5cz4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P30656.pdb?from=76&to=287&template=5cz4&provider=pdb"	"76_287_5cz4_5a9b079375daaa73c58d68ed"	"P30656@5cz4"	"K;Y"	"K"	"P30656@5cz4@K"	100	0	1	212	76	287	2.3	0.735191637630662	211	"YPR103W"
"P30656"	""	287	"5a9b079375daaa73c58d68ed"	"PDB"	76	287	"5cz4"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P30656.pdb?from=76&to=287&template=5cz4&provider=pdb"	"76_287_5cz4_5a9b079375daaa73c58d68ed"	"P30656@5cz4"	"K;Y"	"Y"	"P30656@5cz4@Y"	100	0	1	212	76	287	2.3	0.735191637630662	211	"YPR103W"
"P22141"	""	198	"5a9b29df75daaa509398c44b"	"PDB"	1	198	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P22141.pdb?from=1&to=198&template=1ryp&provider=pdb"	"1_198_1ryp_5a9b29df75daaa509398c44b"	"P22141@1ryp"	"K;Y"	"K"	"P22141@1ryp@K"	100	0	1	198	1	198	1.9	0.994949494949495	197	"YER012W"
"P22141"	""	198	"5a9b29df75daaa509398c44b"	"PDB"	1	198	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P22141.pdb?from=1&to=198&template=1ryp&provider=pdb"	"1_198_1ryp_5a9b29df75daaa509398c44b"	"P22141@1ryp"	"K;Y"	"Y"	"P22141@1ryp@Y"	100	0	1	198	1	198	1.9	0.994949494949495	197	"YER012W"
"P25451"	""	205	"5a9b29df75daaa509398c44b"	"PDB"	2	205	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25451.pdb?from=2&to=205&template=1ryp&provider=pdb"	"2_205_1ryp_5a9b29df75daaa509398c44b"	"P25451@1ryp"	"J;X"	"J"	"P25451@1ryp@J"	100	0	1	204	2	205	1.9	0.990243902439024	203	"YER094C"
"P25451"	""	205	"5a9b29df75daaa509398c44b"	"PDB"	2	205	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25451.pdb?from=2&to=205&template=1ryp&provider=pdb"	"2_205_1ryp_5a9b29df75daaa509398c44b"	"P25451@1ryp"	"J;X"	"X"	"P25451@1ryp@X"	100	0	1	204	2	205	1.9	0.990243902439024	203	"YER094C"
"P25043"	""	261	"5a9b0b0875daaa254161f16b"	"PDB"	30	261	"4r17"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25043.pdb?from=30&to=261&template=4r17&provider=pdb"	"30_261_4r17_5a9b0b0875daaa254161f16b"	"P25043@4r17"	"H;V"	"H"	"P25043@4r17@H"	100	0	1	226	30	255	2.1	0.862068965517241	225	"YOR157C"
"P25043"	""	261	"5a9b0b0875daaa254161f16b"	"PDB"	30	261	"4r17"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25043.pdb?from=30&to=261&template=4r17&provider=pdb"	"30_261_4r17_5a9b0b0875daaa254161f16b"	"P25043@4r17"	"H;V"	"V"	"P25043@4r17@V"	100	0	1	226	30	255	2.1	0.862068965517241	225	"YOR157C"
"P47074"	""	515	"5a9afaf975daaa432978b8b2"	"PDB"	353	400	"2i3t"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47074.pdb?from=353&to=400&template=2i3t&provider=pdb"	"353_400_2i3t_5a9afaf975daaa432978b8b2"	"P47074@2i3t"	"B;D;F;H"	"D"	"P47074@2i3t@D"	100	0	2	43	354	395	2.8	0.0796116504854369	41	"YJL013C"
"P40303"	""	254	"5a9f8ced02efd0ade4233ab7"	"PDB"	1	254	"5wvi-D-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40303.pdb?from=1&to=254&template=5wvi&provider=pdb"	"1_254_5wvi_5a9f8ced02efd0ade4233ab7"	"P40303@5wvi"	"D;n"	"D"	"P40303@5wvi@D"	100	0	1	242	3	244	6.3	0.948818897637795	241	"YOL038W"
"P40303"	""	254	"5a9f8ced02efd0ade4233ab7"	"PDB"	1	254	"5wvi-n-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40303.pdb?from=1&to=254&template=5wvi&provider=pdb"	"1_254_5wvi_5a9f8ced02efd0ade4233ab7"	"P40303@5wvi"	"D;n"	"n"	"P40303@5wvi@n"	100	0	1	242	3	244	6.3	0.948818897637795	241	"YOL038W"
"P23639"	""	250	"5a9b29df75daaa509398c44b"	"PDB"	1	250	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=1ryp&provider=pdb"	"1_250_1ryp_5a9b29df75daaa509398c44b"	"P23639@1ryp"	"B;P"	"B"	"P23639@1ryp@B"	100	0	1	250	1	250	1.9	0.996	249	"YML092C"
"P23639"	""	250	"5a9b29df75daaa509398c44b"	"PDB"	1	250	"1ryp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=1ryp&provider=pdb"	"1_250_1ryp_5a9b29df75daaa509398c44b"	"P23639@1ryp"	"B;P"	"P"	"P23639@1ryp@P"	100	0	1	250	1	250	1.9	0.996	249	"YML092C"
"Q08457"	""	257	"5a9b0cb475daaa3ccf7d0da5"	"PDB"	178	257	"3x38"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08457.pdb?from=178&to=257&template=3x38&provider=pdb"	"178_257_3x38_5a9b0cb475daaa3ccf7d0da5"	"Q08457@3x38"	"A;B;C;D"	"A"	"Q08457@3x38@A"	100	0	1	78	180	257	1.801	0.299610894941634	77	"YOR060C"
