"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"
"Q06506"	""	573	"591ecae18a13d2a736e80bf76337c14a"	"5cd730a708cc8f1bb7b0e18c"	"SWISSMODEL"	130	570	"4j0x.1.A"	-2.9379178778	0.6734570628	100	"https://swissmodel.expasy.org/repository/uniprot/Q06506.pdb?provider=swissmodel&from=130&to=570&template=4j0x.1.A&provider=swissmodel"	"130_570_4j0x.1.A_5cd730a708cc8f1bb7b0e18c"	"    0.61"	"    100.00"	"4j0x"	NA
"Q12149"	""	733	"930e211bc305ccf1d0d0c10d8cc33325"	"5cd86df4732c1e301644fe3b"	"SWISSMODEL"	5	615	"5c0w.1.K"	-1.6409759036	0.7085268398	99.7114028931	"https://swissmodel.expasy.org/repository/uniprot/Q12149.pdb?provider=swissmodel&from=5&to=615&template=5c0w.1.K&provider=swissmodel"	"5_615_5c0w.1.K_5cd86df4732c1e301644fe3b"	"    0.60"	"    99.71"	"5c0w"	NA
"Q12149"	""	733	"930e211bc305ccf1d0d0c10d8cc33325"	"5cd86df4732c1e301644fe37"	"SWISSMODEL"	148	620	"5c0x.1.K"	-4.2771674924	0.6375107545	99.7114028931	"https://swissmodel.expasy.org/repository/uniprot/Q12149.pdb?provider=swissmodel&from=148&to=620&template=5c0x.1.K&provider=swissmodel"	"148_620_5c0x.1.K_5cd86df4732c1e301644fe37"	"    0.60"	"    99.71"	"5c0x"	NA
"P25368"	""	297	"ccb7bab09e8ee784a597f32b85b48d42"	"5cd579ff3b85d1fc89988b82"	"SWISSMODEL"	35	141	"2g4b.1.A"	-4.9926836776	0.5291852103	16.6666660309	"https://swissmodel.expasy.org/repository/uniprot/P25368.pdb?provider=swissmodel&from=35&to=141&template=2g4b.1.A&provider=swissmodel"	"35_141_2g4b.1.A_5cd579ff3b85d1fc89988b82"	"    0.28"	"    16.67"	"2g4b"	NA
"P25368"	""	297	"ccb7bab09e8ee784a597f32b85b48d42"	"5cd579ff3b85d1fc89988b7e"	"SWISSMODEL"	3	189	"4m5d.1.B"	-0.9609497622	0.7452016328	100	"https://swissmodel.expasy.org/repository/uniprot/P25368.pdb?provider=swissmodel&from=3&to=189&template=4m5d.1.B&provider=swissmodel"	"3_189_4m5d.1.B_5cd579ff3b85d1fc89988b7e"	"    0.61"	"    100.00"	"4m5d"	NA
"P25368"	""	297	"ccb7bab09e8ee784a597f32b85b48d42"	"5cd579ff3b85d1fc89988b7a"	"SWISSMODEL"	35	142	"4qqb.2.B"	-4.3920864509	0.5584395044	16.455696106	"https://swissmodel.expasy.org/repository/uniprot/P25368.pdb?provider=swissmodel&from=35&to=142&template=4qqb.2.B&provider=swissmodel"	"35_142_4qqb.2.B_5cd579ff3b85d1fc89988b7a"	"    0.29"	"    16.46"	"4qqb"	NA
"P14020"	""	267	"1ff903d8dfdccd906278a19e58e3e3a6"	"5cd601468fd6f97f3794af0f"	"SWISSMODEL"	3	234	"5mlz.1.A"	-2.1893344147	0.6904733556	45.2054786682	"https://swissmodel.expasy.org/repository/uniprot/P14020.pdb?provider=swissmodel&from=3&to=234&template=5mlz.1.A&provider=swissmodel"	"3_234_5mlz.1.A_5cd601468fd6f97f3794af0f"	"    0.42"	"    45.21"	"5mlz"	NA
"P38792"	""	359	"f87d3ed5b7a8605891d73a1f43a37e1c"	"5cdd4212732c1e3318b16fe8"	"SWISSMODEL"	2	357	"4ifd.1.H"	-2.1206085184	0.7006923321	100	"https://swissmodel.expasy.org/repository/uniprot/P38792.pdb?provider=swissmodel&from=2&to=357&template=4ifd.1.H&provider=swissmodel"	"2_357_4ifd.1.H_5cdd4212732c1e3318b16fe8"	"    0.60"	"    100.00"	"4ifd"	NA
"P0CH08"	""	128	"885d51857bd1031bbb3d10946aba2348"	"5cd935a09ffd12bb7ab1b045"	"SWISSMODEL"	2	83	"2kdi.1.A"	-2.0603191237	0.6611835336	87.8048782349	"https://swissmodel.expasy.org/repository/uniprot/P0CH08.pdb?provider=swissmodel&from=2&to=83&template=2kdi.1.A&provider=swissmodel"	"2_83_2kdi.1.A_5cd935a09ffd12bb7ab1b045"	"    0.55"	"    87.80"	"2kdi"	NA
"P0CH08"	""	128	"885d51857bd1031bbb3d10946aba2348"	"5cd935a09ffd12bb7ab1b041"	"SWISSMODEL"	77	128	"4v88.72.A"	-0.3800820957	0.7461272336	100	"https://swissmodel.expasy.org/repository/uniprot/P0CH08.pdb?provider=swissmodel&from=77&to=128&template=4v88.72.A&provider=swissmodel"	"77_128_4v88.72.A_5cd935a09ffd12bb7ab1b041"	"    0.61"	"    100.00"	"4v88"	NA
"Q12277"	""	265	"eb409958aac3cf83ee4c36864795597c"	"5cd60901732c1eed1bf30bb3"	"SWISSMODEL"	1	265	"5g06.1.E"	-0.8140257224	0.7440112068	99.6226425171	"https://swissmodel.expasy.org/repository/uniprot/Q12277.pdb?provider=swissmodel&from=1&to=265&template=5g06.1.E&provider=swissmodel"	"1_265_5g06.1.E_5cd60901732c1eed1bf30bb3"	"    0.59"	"    99.62"	"5g06"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677e1a200b41dcb44dbe"	"SWISSMODEL"	77	440	"6qw6.1.X"	-2.1972557405	0.6957523107	38.8429756165	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=440&template=6qw6.1.X&provider=swissmodel"	"77_440_6qw6.1.X_5cd6677e1a200b41dcb44dbe"	"    0.39"	"    38.84"	"6qw6"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44dba"	"SWISSMODEL"	77	441	"4nho.1.A"	-2.103779055	0.699094146	38.7362632751	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=441&template=4nho.1.A&provider=swissmodel"	"77_441_4nho.1.A_5cd6677d1a200b41dcb44dba"	"    0.39"	"    38.74"	"4nho"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44db6"	"SWISSMODEL"	77	441	"5dtu.1.A"	-2.790239663	0.6733519067	36.8131866455	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=441&template=5dtu.1.A&provider=swissmodel"	"77_441_5dtu.1.A_5cd6677d1a200b41dcb44db6"	"    0.38"	"    36.81"	"5dtu"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44dae"	"SWISSMODEL"	77	440	"6ah0.1.s"	-2.2990700645	0.6919450842	38.8429756165	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=440&template=6ah0.1.s&provider=swissmodel"	"77_440_6ah0.1.s_5cd6677d1a200b41dcb44dae"	"    0.39"	"    38.84"	"6ah0"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44db2"	"SWISSMODEL"	77	443	"2i4i.1.A"	-2.250107153	0.6937198877	38.2513656616	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=443&template=2i4i.1.A&provider=swissmodel"	"77_443_2i4i.1.A_5cd6677d1a200b41dcb44db2"	"    0.38"	"    38.25"	"2i4i"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44daa"	"SWISSMODEL"	77	443	"5e7m.1.A"	-2.9612105254	0.6671096684	38.2513656616	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=443&template=5e7m.1.A&provider=swissmodel"	"77_443_5e7m.1.A_5cd6677d1a200b41dcb44daa"	"    0.38"	"    38.25"	"5e7m"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44da6"	"SWISSMODEL"	72	444	"4c9b.1.A"	-2.6858885639	0.6760651335	32.0754699707	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=72&to=444&template=4c9b.1.A&provider=swissmodel"	"72_444_4c9b.1.A_5cd6677d1a200b41dcb44da6"	"    0.37"	"    32.08"	"4c9b"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44d9e"	"SWISSMODEL"	77	448	"4w7s.1.B"	-2.1221787026	0.6975401898	35.9459457397	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=448&template=4w7s.1.B&provider=swissmodel"	"77_448_4w7s.1.B_5cd6677d1a200b41dcb44d9e"	"    0.37"	"    35.95"	"4w7s"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44d9a"	"SWISSMODEL"	77	448	"4w7s.1.A"	-2.7591025956	0.6736935811	35.9459457397	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=448&template=4w7s.1.A&provider=swissmodel"	"77_448_4w7s.1.A_5cd6677d1a200b41dcb44d9a"	"    0.37"	"    35.95"	"4w7s"	NA
"P38712"	""	501	"9b5541c909fb0408c1b2ecca643bde35"	"5cd6677d1a200b41dcb44da2"	"SWISSMODEL"	77	449	"3eiq.1.C"	-4.4096632003	0.611480159	33.2439689636	"https://swissmodel.expasy.org/repository/uniprot/P38712.pdb?provider=swissmodel&from=77&to=449&template=3eiq.1.C&provider=swissmodel"	"77_449_3eiq.1.C_5cd6677d1a200b41dcb44da2"	"    0.37"	"    33.24"	"3eiq"	NA
"Q12176"	""	1025	"3232b4fc3074557985cf745b308e5437"	"5ab2b83d140550470ae76d56"	"SWISSMODEL"	591	764	"5wlc.63.A"	-4.7894164581	0.5682661883	25.2941169739	"https://swissmodel.expasy.org/repository/uniprot/Q12176.pdb?provider=swissmodel&from=591&to=764&template=5wlc.63.A&provider=swissmodel"	"591_764_5wlc.63.A_5ab2b83d140550470ae76d56"	"    0.34"	"    25.29"	"5wlc"	NA
"P43555"	""	445	"b21d5836bac9b6906145f172b2428959"	"5cd5ab6ea03a1b4483f5d865"	"SWISSMODEL"	303	421	"2iub.1.A"	-2.6599272649	0.6437968963	14.2857141495	"https://swissmodel.expasy.org/repository/uniprot/P43555.pdb?provider=swissmodel&from=303&to=421&template=2iub.1.A&provider=swissmodel"	"303_421_2iub.1.A_5cd5ab6ea03a1b4483f5d865"	"    0.28"	"    14.29"	"2iub"	NA
"P43555"	""	445	"b21d5836bac9b6906145f172b2428959"	"5cd5ab6ea03a1b4483f5d861"	"SWISSMODEL"	36	277	"2a6y.1.A"	-2.1887731609	0.6877226919	98.818901062	"https://swissmodel.expasy.org/repository/uniprot/P43555.pdb?provider=swissmodel&from=36&to=277&template=2a6y.1.A&provider=swissmodel"	"36_277_2a6y.1.A_5cd5ab6ea03a1b4483f5d861"	"    0.61"	"    98.82"	"2a6y"	NA
"Q06511"	""	250	"f07d18b1b26a933a139faf659ae82aa5"	"5cd653b63b85d1c1bb7f2318"	"SWISSMODEL"	174	243	"6c0f.1.e"	-0.0230308156	0.797445346	100	"https://swissmodel.expasy.org/repository/uniprot/Q06511.pdb?provider=swissmodel&from=174&to=243&template=6c0f.1.e&provider=swissmodel"	"174_243_6c0f.1.e_5cd653b63b85d1c1bb7f2318"	"    0.59"	"    100.00"	"6c0f"	NA
"Q07500"	""	545	"71dd1a6d5f11d48d79664b5b29bd4262"	"5cd6eb483b85d1952921a35b"	"SWISSMODEL"	97	542	"5yjw.1.A"	-2.2660116783	0.68571177	48.0549201965	"https://swissmodel.expasy.org/repository/uniprot/Q07500.pdb?provider=swissmodel&from=97&to=542&template=5yjw.1.A&provider=swissmodel"	"97_542_5yjw.1.A_5cd6eb483b85d1952921a35b"	"    0.43"	"    48.05"	"5yjw"	NA
"P26364"	""	225	"61b3dcab89302f16ed24324ba8962c0a"	"5cd6d11e08cc8f512a325268"	"SWISSMODEL"	12	224	"2ak3.2.A"	0.4838016256	0.8038328557	46.7980308533	"https://swissmodel.expasy.org/repository/uniprot/P26364.pdb?provider=swissmodel&from=12&to=224&template=2ak3.2.A&provider=swissmodel"	"12_224_2ak3.2.A_5cd6d11e08cc8f512a325268"	"    0.43"	"    46.80"	"2ak3"	NA
"P38710"	""	295	"df2ee2f84285eb5751a8b5e0752f590a"	"5cd5873ea03a1b1cff225c63"	"SWISSMODEL"	5	286	"2hhm.1.B"	-3.0731323007	0.6606472923	34.3396224976	"https://swissmodel.expasy.org/repository/uniprot/P38710.pdb?provider=swissmodel&from=5&to=286&template=2hhm.1.B&provider=swissmodel"	"5_286_2hhm.1.B_5cd5873ea03a1b1cff225c63"	"    0.37"	"    34.34"	"2hhm"	NA
"P36080"	""	434	"30ba91ac59abf581192a480b30aa5318"	"5cd582d11a200b5e447d17bf"	"SWISSMODEL"	296	393	"6c0f.1.X"	1.9772284844	0.9078873911	100	"https://swissmodel.expasy.org/repository/uniprot/P36080.pdb?provider=swissmodel&from=296&to=393&template=6c0f.1.X&provider=swissmodel"	"296_393_6c0f.1.X_5cd582d11a200b5e447d17bf"	"    0.60"	"    100.00"	"6c0f"	NA
"Q04712"	""	507	"bb2bc54e646f57f2cc996ab0351d3145"	"58e102d1b4c268bfecbc982b"	"SWISSMODEL"	214	376	"3ieg.1.A"	-3.9397440586	0.599032746	9.9337749481	"https://swissmodel.expasy.org/repository/uniprot/Q04712.pdb?provider=swissmodel&from=214&to=376&template=3ieg.1.A&provider=swissmodel"	"214_376_3ieg.1.A_58e102d1b4c268bfecbc982b"	"    0.24"	"    9.93"	"3ieg"	NA
"P32191"	""	649	"1717dcace553703b7233684f0dd50a80"	"5cd7cb989ffd1234d1082f49"	"SWISSMODEL"	54	644	"2rgo.1.A"	-4.2223105366	0.6143029052	31.7669181824	"https://swissmodel.expasy.org/repository/uniprot/P32191.pdb?provider=swissmodel&from=54&to=644&template=2rgo.1.A&provider=swissmodel"	"54_644_2rgo.1.A_5cd7cb989ffd1234d1082f49"	"    0.37"	"    31.77"	"2rgo"	NA
"P40036"	""	548	"92314b6537996d0ae20ec3c42e255783"	"5cd6f07f9ffd1248ce8019ae"	"SWISSMODEL"	389	546	"2eef.1.A"	-4.7725935732	0.5484462926	27.6119403839	"https://swissmodel.expasy.org/repository/uniprot/P40036.pdb?provider=swissmodel&from=389&to=546&template=2eef.1.A&provider=swissmodel"	"389_546_2eef.1.A_5cd6f07f9ffd1248ce8019ae"	"    0.36"	"    27.61"	"2eef"	NA
"Q05468"	""	723	"527a615a89a279c6f49b4ee359b40924"	"5cd8567d08cc8ff847a9684d"	"SWISSMODEL"	345	532	"6bcx.1.A"	-4.6220294654	0.5901264219	11.1111106873	"https://swissmodel.expasy.org/repository/uniprot/Q05468.pdb?provider=swissmodel&from=345&to=532&template=6bcx.1.A&provider=swissmodel"	"345_532_6bcx.1.A_5cd8567d08cc8ff847a9684d"	"    0.24"	"    11.11"	"6bcx"	NA
"Q05468"	""	723	"527a615a89a279c6f49b4ee359b40924"	"5cd8567d08cc8ff847a96849"	"SWISSMODEL"	360	538	"4hoq.1.A"	-3.6334708822	0.6259862888	14.2045450211	"https://swissmodel.expasy.org/repository/uniprot/Q05468.pdb?provider=swissmodel&from=360&to=538&template=4hoq.1.A&provider=swissmodel"	"360_538_4hoq.1.A_5cd8567d08cc8ff847a96849"	"    0.25"	"    14.20"	"4hoq"	NA
"Q05468"	""	723	"527a615a89a279c6f49b4ee359b40924"	"5cd8567d08cc8ff847a96845"	"SWISSMODEL"	351	533	"6af0.1.A"	-4.1365906419	0.6059066992	10.7954549789	"https://swissmodel.expasy.org/repository/uniprot/Q05468.pdb?provider=swissmodel&from=351&to=533&template=6af0.1.A&provider=swissmodel"	"351_533_6af0.1.A_5cd8567d08cc8ff847a96845"	"    0.24"	"    10.80"	"6af0"	NA
"P38126"	""	564	"683f98de4eb6b10cab820904d1ec3663"	"5cd71a1008cc8f6e0e2b6fd4"	"SWISSMODEL"	249	562	"4xgu.1.F"	-2.5733423074	0.6811917932	35.7142868042	"https://swissmodel.expasy.org/repository/uniprot/P38126.pdb?provider=swissmodel&from=249&to=562&template=4xgu.1.F&provider=swissmodel"	"249_562_4xgu.1.F_5cd71a1008cc8f6e0e2b6fd4"	"    0.37"	"    35.71"	"4xgu"	NA
"P38126"	""	564	"683f98de4eb6b10cab820904d1ec3663"	"5cd71a1008cc8f6e0e2b6fd0"	"SWISSMODEL"	241	564	"6f0x.1.C"	-4.3322477036	0.6167798882	39.0728492737	"https://swissmodel.expasy.org/repository/uniprot/P38126.pdb?provider=swissmodel&from=241&to=564&template=6f0x.1.C&provider=swissmodel"	"241_564_6f0x.1.C_5cd71a1008cc8f6e0e2b6fd0"	"    0.39"	"    39.07"	"6f0x"	NA
"P13433"	""	1351	"0974f4adae6bd46157ddef6689f573e4"	"5cdb388bd60c59d6285505d4"	"SWISSMODEL"	401	1230	"1msw.1.D"	-3.7541282139	0.6313925068	26.8292675018	"https://swissmodel.expasy.org/repository/uniprot/P13433.pdb?provider=swissmodel&from=401&to=1230&template=1msw.1.D&provider=swissmodel"	"401_1230_1msw.1.D_5cdb388bd60c59d6285505d4"	"    0.34"	"    26.83"	"1msw"	NA
"P13433"	""	1351	"0974f4adae6bd46157ddef6689f573e4"	"5cdb388bd60c59d6285505d0"	"SWISSMODEL"	416	1225	"1h38.3.A"	-4.2738192728	0.6124227321	33.7856178284	"https://swissmodel.expasy.org/repository/uniprot/P13433.pdb?provider=swissmodel&from=416&to=1225&template=1h38.3.A&provider=swissmodel"	"416_1225_1h38.3.A_5cdb388bd60c59d6285505d0"	"    0.38"	"    33.79"	"1h38"	NA
"P25300"	""	642	"746e9bb5c67d9c9eb8bde000f399099a"	"5cd7bee63b85d1d1c777e4a9"	"SWISSMODEL"	227	642	"4nym.1.C"	-4.74724664	0.6030390021	16.8937320709	"https://swissmodel.expasy.org/repository/uniprot/P25300.pdb?provider=swissmodel&from=227&to=642&template=4nym.1.C&provider=swissmodel"	"227_642_4nym.1.C_5cd7bee63b85d1d1c777e4a9"	"    0.30"	"    16.89"	"4nym"	NA
"Q04062"	""	393	"e27b840d8b0f749077debf0c8a76055f"	"5cd4e287d60c595c2ac495cb"	"SWISSMODEL"	6	393	"5mpd.1.M"	-1.872789251	0.7053540427	100	"https://swissmodel.expasy.org/repository/uniprot/Q04062.pdb?provider=swissmodel&from=6&to=393&template=5mpd.1.M&provider=swissmodel"	"6_393_5mpd.1.M_5cd4e287d60c595c2ac495cb"	"    0.60"	"    100.00"	"5mpd"	NA
"P36151"	""	352	"80a532beb32035b0498da538fbdbc503"	"5cdd3f5e3b85d19ee06ede43"	"SWISSMODEL"	1	352	"3rf6.1.A"	1.0297311885	0.7996027794	99.7159118652	"https://swissmodel.expasy.org/repository/uniprot/P36151.pdb?provider=swissmodel&from=1&to=352&template=3rf6.1.A&provider=swissmodel"	"1_352_3rf6.1.A_5cdd3f5e3b85d19ee06ede43"	"    0.61"	"    99.72"	"3rf6"	NA
"Q08723"	""	338	"732c3e712ecad5ec75ab0db4254f031f"	"5cd495fb9ffd124b715f83a8"	"SWISSMODEL"	5	308	"5wvi.1.S"	-4.1676085844	0.619116723	100	"https://swissmodel.expasy.org/repository/uniprot/Q08723.pdb?provider=swissmodel&from=5&to=308&template=5wvi.1.S&provider=swissmodel"	"5_308_5wvi.1.S_5cd495fb9ffd124b715f83a8"	"    0.60"	"    100.00"	"5wvi"	NA
"Q08723"	""	338	"732c3e712ecad5ec75ab0db4254f031f"	"5cd495fb9ffd124b715f83a4"	"SWISSMODEL"	1	298	"5mpd.1.L"	-1.6044618403	0.716356895	100	"https://swissmodel.expasy.org/repository/uniprot/Q08723.pdb?provider=swissmodel&from=1&to=298&template=5mpd.1.L&provider=swissmodel"	"1_298_5mpd.1.L_5cd495fb9ffd124b715f83a4"	"    0.60"	"    100.00"	"5mpd"	NA
"Q06103"	""	429	"d0488932b48c162e5c763191fb74f63c"	"5cd5701d9ffd129ecbc19053"	"SWISSMODEL"	23	422	"5wvk.1.c"	-3.4071854476	0.6503621011	100	"https://swissmodel.expasy.org/repository/uniprot/Q06103.pdb?provider=swissmodel&from=23&to=422&template=5wvk.1.c&provider=swissmodel"	"23_422_5wvk.1.c_5cd5701d9ffd129ecbc19053"	"    0.60"	"    100.00"	"5wvk"	NA
"Q12377"	""	434	"d390ecafe838da95929ba44d380e4752"	"5cd5824e1a200b4ab75ec8f4"	"SWISSMODEL"	1	434	"5mpb.1.h"	-3.4518556308	0.6494385252	100	"https://swissmodel.expasy.org/repository/uniprot/Q12377.pdb?provider=swissmodel&from=1&to=434&template=5mpb.1.h&provider=swissmodel"	"1_434_5mpb.1.h_5cd5824e1a200b4ab75ec8f4"	"    0.60"	"    100.00"	"5mpb"	NA
"Q12377"	""	434	"d390ecafe838da95929ba44d380e4752"	"5cd5824e1a200b4ab75ec8f0"	"SWISSMODEL"	1	434	"5mpd.1.J"	-3.1944315599	0.6587592647	100	"https://swissmodel.expasy.org/repository/uniprot/Q12377.pdb?provider=swissmodel&from=1&to=434&template=5mpd.1.J&provider=swissmodel"	"1_434_5mpd.1.J_5cd5824e1a200b4ab75ec8f0"	"    0.60"	"    100.00"	"5mpd"	NA
"P40573"	""	187	"0f77c85382ba1281b891a9c95929a587"	"5cd79dbe1a200b12f3462a60"	"SWISSMODEL"	58	162	"3kin.1.B"	-4.0682617178	0.5800768434	19	"https://swissmodel.expasy.org/repository/uniprot/P40573.pdb?provider=swissmodel&from=58&to=162&template=3kin.1.B&provider=swissmodel"	"58_162_3kin.1.B_5cd79dbe1a200b12f3462a60"	"    0.29"	"    19.00"	"3kin"	NA
"P32565"	""	945	"fac4ccadcef789fb3e9c6f44fcea6196"	"5cd9b0f9d60c5906d8eaa3c2"	"SWISSMODEL"	3	939	"6epc.1.T"	-4.2485621323	0.6133446688	44.0223464966	"https://swissmodel.expasy.org/repository/uniprot/P32565.pdb?provider=swissmodel&from=3&to=939&template=6epc.1.T&provider=swissmodel"	"3_939_6epc.1.T_5cd9b0f9d60c5906d8eaa3c2"	"    0.41"	"    44.02"	"6epc"	NA
"P32565"	""	945	"fac4ccadcef789fb3e9c6f44fcea6196"	"5cd9b0f9d60c5906d8eaa3be"	"SWISSMODEL"	4	925	"5mpb.1.e"	-2.7781504899	0.6670176676	100	"https://swissmodel.expasy.org/repository/uniprot/P32565.pdb?provider=swissmodel&from=4&to=925&template=5mpb.1.e&provider=swissmodel"	"4_925_5mpb.1.e_5cd9b0f9d60c5906d8eaa3be"	"    0.60"	"    100.00"	"5mpb"	NA
"P40016"	""	523	"1431588760cab7d87b4dd2dac10d9755"	"5cd6aad88fd6f9a7c916f0fb"	"SWISSMODEL"	18	492	"5mpb.1.f"	-4.4516382859	0.6327522689	100	"https://swissmodel.expasy.org/repository/uniprot/P40016.pdb?provider=swissmodel&from=18&to=492&template=5mpb.1.f&provider=swissmodel"	"18_492_5mpb.1.f_5cd6aad88fd6f9a7c916f0fb"	"    0.60"	"    100.00"	"5mpb"	NA
"P35728"	""	441	"db1d68827de04c2517c4fd04fd1e012a"	"5cd59d03732c1ec0bfa92950"	"SWISSMODEL"	250	354	"4s3o.1.B"	-2.731734525	0.6513054111	22.772277832	"https://swissmodel.expasy.org/repository/uniprot/P35728.pdb?provider=swissmodel&from=250&to=354&template=4s3o.1.B&provider=swissmodel"	"250_354_4s3o.1.B_5cd59d03732c1ec0bfa92950"	"    0.31"	"    22.77"	"4s3o"	NA
"P35728"	""	441	"db1d68827de04c2517c4fd04fd1e012a"	"5cd59d03732c1ec0bfa9294c"	"SWISSMODEL"	2	106	"6i1d.1.B"	-1.7439220352	0.7039496589	99.375	"https://swissmodel.expasy.org/repository/uniprot/P35728.pdb?provider=swissmodel&from=2&to=106&template=6i1d.1.B&provider=swissmodel"	"2_106_6i1d.1.B_5cd59d03732c1ec0bfa9294c"	"    0.60"	"    99.38"	"6i1d"	NA
"P38764"	""	993	"e765821bd761bbee1c9970e536dd7799"	"5a80c2367aaa0d34463e2fce"	"SWISSMODEL"	1	970	"5mpc.1.d"	-4.9956953794	0.5860727943	100	"https://swissmodel.expasy.org/repository/uniprot/P38764.pdb?provider=swissmodel&from=1&to=970&template=5mpc.1.d&provider=swissmodel"	"1_970_5mpc.1.d_5a80c2367aaa0d34463e2fce"	"    0.60"	"    100.00"	"5mpc"	NA
"Q3E833"	""	88	"b8c6f84c51f2975fb52004439e844aca"	"5cdadacdd60c59e632435f83"	"SWISSMODEL"	8	88	"4wx8.1.B"	-0.2465584046	0.7810736328	100	"https://swissmodel.expasy.org/repository/uniprot/Q3E833.pdb?provider=swissmodel&from=8&to=88&template=4wx8.1.B&provider=swissmodel"	"8_88_4wx8.1.B_5cdadacdd60c59e632435f83"	"    0.58"	"    100.00"	"4wx8"	NA
"P53196"	""	417	"4b22b7b57c8a92a347990089d3b19327"	"5cd542443b85d19df7870d90"	"SWISSMODEL"	1	416	"3vl1.1.A"	-1.1410027936	0.7340512543	99.7601928711	"https://swissmodel.expasy.org/repository/uniprot/P53196.pdb?provider=swissmodel&from=1&to=416&template=3vl1.1.A&provider=swissmodel"	"1_416_3vl1.1.A_5cd542443b85d19df7870d90"	"    0.61"	"    99.76"	"3vl1"	NA
"P53196"	""	417	"4b22b7b57c8a92a347990089d3b19327"	"5cd542443b85d19df7870d8c"	"SWISSMODEL"	56	416	"5jpq.1.I"	-4.8482902401	0.599851787	14.7928991318	"https://swissmodel.expasy.org/repository/uniprot/P53196.pdb?provider=swissmodel&from=56&to=416&template=5jpq.1.I&provider=swissmodel"	"56_416_5jpq.1.I_5cd542443b85d19df7870d8c"	"    0.27"	"    14.79"	"5jpq"	NA
"P32855"	""	1065	"ee575e7cefb5917a8ffd4743fc82b754"	"5cda34548fd6f983abe7acb6"	"SWISSMODEL"	28	149	"4fzs.1.A"	-2.9484736877	0.6291761129	14.2857141495	"https://swissmodel.expasy.org/repository/uniprot/P32855.pdb?provider=swissmodel&from=28&to=149&template=4fzs.1.A&provider=swissmodel"	"28_149_4fzs.1.A_5cda34548fd6f983abe7acb6"	"    0.28"	"    14.29"	"4fzs"	NA
"P43588"	""	306	"f248108515ab49bda2ac09f847cca21d"	"5cd548b1a03a1b8e582a3fdf"	"SWISSMODEL"	23	298	"5a5b.1.4"	-3.9358469832	0.614832398	100	"https://swissmodel.expasy.org/repository/uniprot/P43588.pdb?provider=swissmodel&from=23&to=298&template=5a5b.1.4&provider=swissmodel"	"23_298_5a5b.1.4_5cd548b1a03a1b8e582a3fdf"	"    0.60"	"    100.00"	"5a5b"	NA
"P43588"	""	306	"f248108515ab49bda2ac09f847cca21d"	"5cd548b1a03a1b8e582a3fdb"	"SWISSMODEL"	18	306	"5mpd.1.B"	-3.4597789388	0.6345561104	100	"https://swissmodel.expasy.org/repository/uniprot/P43588.pdb?provider=swissmodel&from=18&to=306&template=5mpd.1.B&provider=swissmodel"	"18_306_5mpd.1.B_5cd548b1a03a1b8e582a3fdb"	"    0.60"	"    100.00"	"5mpd"	NA
"Q12378"	""	196	"a6559ef4d9f1ec112e4bbdf181a62a27"	"5cd76af408cc8f954605ae26"	"SWISSMODEL"	6	42	"5xpy.1.A"	0.0714916421	0.7786630266	32.432434082	"https://swissmodel.expasy.org/repository/uniprot/Q12378.pdb?provider=swissmodel&from=6&to=42&template=5xpy.1.A&provider=swissmodel"	"6_42_5xpy.1.A_5cd76af408cc8f954605ae26"	"    0.32"	"    32.43"	"5xpy"	NA
