	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041743_Candida_hawaiiana
55	OG0000055	YDR326C, YFL042C, YHR080C	genemark-flattened_line_20-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.75&CDS=1-2439, genemark-flattened_line_6-processed-gene-5.5-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.5&CDS=1-2448
56	OG0000056	YDR368W, YJR096W, YOR120W	augustus_masked-flattened_line_0-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.63&CDS=1-915, augustus_masked-flattened_line_62-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.77&CDS=1-957
57	OG0000057	YDR385W, YKL173W, YOR133W	augustus_masked-flattened_line_2-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.82&CDS=1-2772, augustus_masked-flattened_line_6-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.15&CDS=1-2526
58	OG0000058	YDR523C, YHR102W	augustus_masked-flattened_line_12-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.128&CDS=1-2484, augustus_masked-flattened_line_20-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.78&CDS=1-1158, augustus_masked-flattened_line_36-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.136&CDS=1-1587
59	OG0000059	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-flattened_line_16-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.35&CDS=1-687
60	OG0000060	YEL006W, YIL006W, YIL134W	augustus_masked-flattened_line_18-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.51&CDS=1-900, augustus_masked-flattened_line_46-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.56&CDS=1-1032
61	OG0000061	YEL015W, YEL061C	augustus_masked-flattened_line_0-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.69&CDS=1-2502, augustus_masked-flattened_line_14-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.30&CDS=1-1896, maker-flattened_line_12-augustus-gene-5.59-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-5.59&CDS=1-2958
62	OG0000062	YER015W, YPL235W	augustus_masked-flattened_line_10-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.71&CDS=1-3609, augustus_masked-flattened_line_6-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.37&CDS=1-2169, genemark-flattened_line_0-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.131&CDS=1-2076
63	OG0000063	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_70-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.28&CDS=1-3024, genemark-flattened_line_30-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.68&CDS=1-1548
64	OG0000064	YER133W, YML016C	augustus_masked-flattened_line_0-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.72&CDS=1-1497, augustus_masked-flattened_line_8-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.67&CDS=1-1638, genemark-flattened_line_38-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.6&CDS=1-1209
65	OG0000065	YFL050C, YKL064W, YOL130W	augustus_masked-flattened_line_14-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.91&CDS=1-2211, augustus_masked-flattened_line_50-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.80&CDS=1-2568
66	OG0000066	YFR012W, YMR063W, YOL019W	augustus_masked-flattened_line_16-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.144&CDS=1-1632, augustus_masked-flattened_line_8-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.85&CDS=1-978
67	OG0000067	YGL076C, YNL002C, YPL198W	augustus_masked-flattened_line_34-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.180&CDS=1-723, genemark-flattened_line_4-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.70&CDS=1-807
68	OG0000068	YGL257C, YNR059W	augustus_masked-flattened_line_0-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.8&CDS=1-1944, augustus_masked-flattened_line_6-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.13&CDS=1-2163, genemark-flattened_line_6-processed-gene-6.111-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.111&CDS=1-1554
69	OG0000069	YGR197C, YJR015W	augustus_masked-flattened_line_20-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.35&CDS=1-1596, augustus_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.54&CDS=1-1887, augustus_masked-flattened_line_44-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.9&CDS=1-1569
70	OG0000070	YHR032W	augustus_masked-flattened_line_0-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.52&CDS=1-1740, augustus_masked-flattened_line_10-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.65&CDS=1-1686, augustus_masked-flattened_line_18-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.25&CDS=1-1455, maker-flattened_line_16-augustus-gene-2.81-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.81&CDS=1-3171
71	OG0000071	YHR135C, YPL204W	augustus_masked-flattened_line_10-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.55&CDS=1-1437, augustus_masked-flattened_line_32-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.133&CDS=1-1272, snap_masked-flattened_line_16-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.94&CDS=1-1410
72	OG0000072	YHR206W, YOR140W	augustus_masked-flattened_line_6-processed-gene-6.182-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.182&CDS=1-840, augustus_masked-flattened_line_68-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.14&CDS=1-1344, snap_masked-flattened_line_2-processed-gene-7.147-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.147&CDS=1-1995
73	OG0000073	YIL002C, YNL106C, YOR109W	augustus_masked-flattened_line_62-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.71&CDS=1-3063, maker-flattened_line_18-augustus-gene-3.4-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-3.4&CDS=1-3495
74	OG0000074	YJL042W, YOR227W, YPL137C	augustus_masked-flattened_line_26-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.68&CDS=1-3672, augustus_masked-flattened_line_32-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.120&CDS=1-3600
75	OG0000075	YJL079C, YKR013W	augustus_masked-flattened_line_14-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.54&CDS=1-867, augustus_masked-flattened_line_28-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.7&CDS=1-765, genemark-flattened_line_2-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.24&CDS=1-1062
76	OG0000076	YJL105W, YKL005C, YKR029C	augustus_masked-flattened_line_0-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.77&CDS=1-1971, augustus_masked-flattened_line_14-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.70&CDS=1-3714
77	OG0000077	YJL158C, YJL160C, YKL163W, YKL164C	augustus_masked-flattened_line_4-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.60&CDS=1-954
78	OG0000078	YKL106W, YLR027C	augustus_masked-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.75&CDS=1-1194, augustus_masked-flattened_line_18-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.33&CDS=1-1272, augustus_masked-flattened_line_38-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.117&CDS=1-1260
79	OG0000079	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
80	OG0000080	YLR098C, YOR337W	augustus_masked-flattened_line_10-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.62&CDS=1-2343, snap_masked-flattened_line_16-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.57&CDS=1-3753, snap_masked-flattened_line_18-processed-gene-3.155-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.155&CDS=1-1500
81	OG0000081	YML072C, YNL087W, YOR086C	genemark-flattened_line_2-processed-gene-5.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.117&CDS=1-3543, maker-flattened_line_10-augustus-gene-1.79-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.79&CDS=1-4728
82	OG0000082	YML076C, YPL170W	augustus_masked-flattened_line_14-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.80&CDS=1-2961, augustus_masked-flattened_line_14-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.89&CDS=1-426, augustus_masked-flattened_line_2-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.111&CDS=1-435
83	OG0000083	YMR008C, YOL011W	augustus_masked-flattened_line_24-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.154&CDS=1-1926, augustus_masked-flattened_line_26-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.82&CDS=1-2127, augustus_masked-flattened_line_36-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.130&CDS=1-1908
84	OG0000084	YMR169C, YMR170C, YOR374W	augustus_masked-flattened_line_12-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.160&CDS=1-1503, maker-flattened_line_14-snap-gene-4.9-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-4.9&CDS=1-1917
85	OG0000085	YAL012W, YGL184C	augustus_masked-flattened_line_48-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.92&CDS=1-1209, augustus_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.61&CDS=1-1176
86	OG0000086	YAL023C, YGR199W	augustus_masked-flattened_line_32-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.79&CDS=1-2277, augustus_masked-flattened_line_44-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.34&CDS=1-2358
87	OG0000087	YAL036C, YGR173W	augustus_masked-flattened_line_22-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.109&CDS=1-1101, augustus_masked-flattened_line_6-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.149&CDS=1-1104
88	OG0000088	YAL046C, YGL220W	augustus_masked-flattened_line_12-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.67&CDS=1-261, augustus_masked-flattened_line_34-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.163&CDS=1-312
89	OG0000089	YAL054C, YLR153C	augustus_masked-flattened_line_0-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.39&CDS=1-2016, augustus_masked-flattened_line_10-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.92&CDS=1-2037
90	OG0000090	YAR035W, YER024W	augustus_masked-flattened_line_14-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.79&CDS=1-2244, augustus_masked-flattened_line_38-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.83&CDS=1-2487
91	OG0000091	YBL032W, YBR233W	augustus_masked-flattened_line_4-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.84&CDS=1-1452, snap_masked-flattened_line_26-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.5&CDS=1-993
92	OG0000092	YBL052C, YOR244W	augustus_masked-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.11&CDS=1-1524, augustus_masked-flattened_line_4-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.70&CDS=1-1848
93	OG0000093	YBR002C, YMR101C	augustus_masked-flattened_line_24-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.66&CDS=1-1029, genemark-flattened_line_8-processed-gene-3.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.67&CDS=1-852
94	OG0000094	YBR009C, YNL030W	augustus_masked-flattened_line_10-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.89&CDS=1-309, augustus_masked-flattened_line_20-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.94&CDS=1-309
95	OG0000095	YBR025C, YHL014C	augustus_masked-flattened_line_4-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.26&CDS=1-1197, augustus_masked-flattened_line_6-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.27&CDS=1-1188
96	OG0000096	YBR061C, YGL136C	augustus_masked-flattened_line_2-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.70&CDS=1-903, augustus_masked-flattened_line_8-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.109&CDS=1-789
97	OG0000097	YBR073W, YGL163C	augustus_masked-flattened_line_48-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.105&CDS=1-2520, augustus_masked-flattened_line_8-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.98&CDS=1-2682
98	OG0000098	YBR082C, YGR133W	augustus_masked-flattened_line_28-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.38&CDS=1-441, maker-flattened_line_10-snap-gene-4.5-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-4.5&CDS=1-942
99	OG0000099	YBR091C, YHR005C-A	augustus_masked-flattened_line_24-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.42&CDS=1-315, augustus_masked-flattened_line_4-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.71&CDS=1-267
100	OG0000100	YBR104W, YPR058W	augustus_masked-flattened_line_14-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.84&CDS=1-864, maker-flattened_line_6-augustus-gene-4.5-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.5&CDS=1-2295
101	OG0000101	YBR151W, YML050W	augustus_masked-flattened_line_30-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.90&CDS=1-1230, augustus_masked-flattened_line_50-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.58&CDS=1-924
102	OG0000102	YBR212W, YHR086W	genemark-flattened_line_4-processed-gene-3.96-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.96&CDS=1-1854, snap_masked-flattened_line_8-processed-gene-5.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.43&CDS=1-1539
103	OG0000103	YBR241C, YGL104C	augustus_masked-flattened_line_10-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.40&CDS=1-1542, maker-flattened_line_14-augustus-gene-1.88-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.88&CDS=1-1836
104	OG0000104	YBR263W, YLR058C	augustus_masked-flattened_line_0-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.20&CDS=1-1467, genemark-flattened_line_52-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.61&CDS=1-1410
105	OG0000105	YBR283C, YLR378C	augustus_masked-flattened_line_2-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.99&CDS=1-1434, augustus_masked-flattened_line_24-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.156&CDS=1-1476
106	OG0000106	YCL029C, YER007W	augustus_masked-flattened_line_10-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.60&CDS=1-1497, maker-flattened_line_0-snap-gene-8.47-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.47&CDS=1-1584
107	OG0000107	YCL036W, YDR514C	augustus_masked-flattened_line_32-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.169&CDS=1-843, augustus_masked-flattened_line_32-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.170&CDS=1-816
108	OG0000108	YCL039W, YKL021C	augustus_masked-flattened_line_14-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.113&CDS=1-1218, augustus_masked-flattened_line_4-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.87&CDS=1-2070
109	OG0000109	YCL064C, YIL167W	augustus_masked-flattened_line_26-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.99&CDS=1-1005, augustus_masked-flattened_line_54-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.24&CDS=1-1080
110	OG0000110	YCR034W, YLR372W	augustus_masked-flattened_line_12-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.58&CDS=1-990, augustus_masked-flattened_line_8-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.59&CDS=1-993
111	OG0000111	YDL091C, YML013W	augustus_masked-flattened_line_14-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.18&CDS=1-1245, augustus_masked-flattened_line_2-processed-gene-9.169-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.169&CDS=1-1593
112	OG0000112	YDL113C, YDR425W	augustus_masked-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.25&CDS=1-1779, augustus_masked-flattened_line_14-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.13&CDS=1-2082
113	OG0000113	YDL132W, YGR003W	augustus_masked-flattened_line_16-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.25&CDS=1-2337, augustus_masked-flattened_line_4-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.78&CDS=1-2652
114	OG0000114	YDL138W, YDL194W	augustus_masked-flattened_line_16-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.6&CDS=1-2196, augustus_masked-flattened_line_4-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.82&CDS=1-1581
115	OG0000115	YDL159W, YJL128C	augustus_masked-flattened_line_2-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.123&CDS=1-1770, genemark-flattened_line_10-processed-gene-5.74-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.74&CDS=1-1488
116	OG0000116	YDL174C, YGR286C	augustus_masked-flattened_line_2-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.67&CDS=1-2664, genemark-flattened_line_4-processed-gene-6.88-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.88&CDS=1-1833
117	OG0000117	YDL225W, YLR314C	augustus_masked-flattened_line_0-processed-gene-9.249-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.249&CDS=1-1734, augustus_masked-flattened_line_10-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.95&CDS=1-1245
118	OG0000118	YDL236W, YGL141W	augustus_masked-flattened_line_22-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.123&CDS=1-933, augustus_masked-flattened_line_6-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.168&CDS=1-6063
