	OrthologID	Saccharomyces_cerevisiae	yHAB147_Kazachstania_taianensis
32	OG0000032	YER123W, YHR135C	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.9&CDS=1-1353, augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.3&CDS=1-1686, augustus_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-1.120&CDS=1-1656
33	OG0000033	YGR003W, YGR004W, YLR324W	augustus_masked-NODE_101_length_17258_cov_49.9702_ID_201-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_101_length_17258_cov_49.9702_ID_201-processed-gene-0.4&CDS=1-1554, augustus_masked-NODE_60_length_73919_cov_48.7455_ID_119-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_60_length_73919_cov_48.7455_ID_119-processed-gene-0.32&CDS=1-3822
34	OG0000034	YHR179W, YPL171C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-0.68&CDS=1-1200, augustus_masked-NODE_22_length_183421_cov_47.7453_ID_43-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_22_length_183421_cov_47.7453_ID_43-processed-gene-0.26&CDS=1-1191, augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.5&CDS=1-1203
35	OG0000035	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_38_length_118917_cov_51.7881_ID_75-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_38_length_118917_cov_51.7881_ID_75-processed-gene-0.30&CDS=1-1128, augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-1.5&CDS=1-1308
36	OG0000036	YKL121W, YMR101C, YMR102C	genemark-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-2.120&CDS=1-2541, genemark-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-2.95&CDS=1-3711
37	OG0000037	YOL151W	augustus_masked-NODE_123_length_7588_cov_51.5998_ID_245-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_123_length_7588_cov_51.5998_ID_245-processed-gene-0.1&CDS=1-1032, augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.126&CDS=1-1032, augustus_masked-NODE_40_length_112464_cov_54.5919_ID_79-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_40_length_112464_cov_54.5919_ID_79-processed-gene-0.45&CDS=1-1032, augustus_masked-NODE_45_length_86809_cov_48.3845_ID_89-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_45_length_86809_cov_48.3845_ID_89-processed-gene-0.68&CDS=1-1032
38	OG0000038	YOR231W, YPL140C, YPL141C	genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-4.2-mRNA-1_1&gene=genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-4.2&CDS=1-2493, maker-NODE_3_length_493441_cov_51.2922_ID_5-snap-gene-2.79-mRNA-1_1&gene=maker-NODE_3_length_493441_cov_51.2922_ID_5-snap-gene-2.79&CDS=1-3129
39	OG0000039	YAL054C, YLR153C	augustus_masked-NODE_18_length_202460_cov_51.6658_ID_35-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_18_length_202460_cov_51.6658_ID_35-processed-gene-1.39&CDS=1-2052, augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.93&CDS=1-2199
40	OG0000040	YAL056W, YOR371C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.64&CDS=1-2445, snap_masked-NODE_22_length_183421_cov_47.7453_ID_43-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_22_length_183421_cov_47.7453_ID_43-processed-gene-0.208&CDS=1-2310
41	OG0000041	YAR066W, YHR214W, YIL169C, YOL155C	
42	OG0000042	YBL003C, YDR225W	augustus_masked-NODE_108_length_12893_cov_56.0894_ID_215-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_108_length_12893_cov_56.0894_ID_215-processed-gene-0.1&CDS=1-396, augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-0.43&CDS=1-396
43	OG0000043	YBL052C, YOR244W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-2.21&CDS=1-1353, genemark-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.220-mRNA-1_1&gene=genemark-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.220&CDS=1-2010
44	OG0000044	YBL054W, YER088C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.33&CDS=1-2166, augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.25&CDS=1-1773
45	OG0000045	YBL056W, YER089C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.34&CDS=1-1449, augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.24&CDS=1-1440
46	OG0000046	YBL067C, YER098W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.2&CDS=1-2346, augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.57&CDS=1-2901
47	OG0000047	YBL082C, YER109C	maker-NODE_9_length_388119_cov_51.2998_ID_17-snap-gene-2.140-mRNA-1_1&gene=maker-NODE_9_length_388119_cov_51.2998_ID_17-snap-gene-2.140&CDS=1-3603, snap_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.78&CDS=1-2685
48	OG0000048	YBL085W, YER114C	augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.15&CDS=1-2700, genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.134&CDS=1-2976
49	OG0000049	YBR015C, YJL186W	augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.22&CDS=1-1881, maker-NODE_67_length_66380_cov_53.6886_ID_133-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_67_length_66380_cov_53.6886_ID_133-augustus-gene-0.0&CDS=1-2115
50	OG0000050	YBR020W, YDR009W	augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.7&CDS=1-1563, genemark-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.16&CDS=1-1548
51	OG0000051	YBR021W, YIR028W	augustus_masked-NODE_81_length_40021_cov_54.0374_ID_161-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_81_length_40021_cov_54.0374_ID_161-processed-gene-0.14&CDS=1-1902, genemark-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.17&CDS=1-1932
52	OG0000052	YBR024W, YBR037C	augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.49&CDS=1-960, augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.9&CDS=1-882
53	OG0000053	YBR068C, YDR046C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.14&CDS=1-2118, maker-NODE_2_length_509446_cov_49.8933_ID_3-augustus-gene-2.62-mRNA-1_1&gene=maker-NODE_2_length_509446_cov_49.8933_ID_3-augustus-gene-2.62&CDS=1-3582
54	OG0000054	YBR084W, YGR204W	augustus_masked-NODE_29_length_141942_cov_48.375_ID_57-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_29_length_141942_cov_48.375_ID_57-processed-gene-0.34&CDS=1-2871, genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-2.84&CDS=1-2868
55	OG0000055	YBR118W, YPR080W	augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-1.61&CDS=1-1371, maker-NODE_10_length_328113_cov_49.6167_ID_19-snap-gene-1.83-mRNA-1_1&gene=maker-NODE_10_length_328113_cov_49.6167_ID_19-snap-gene-1.83&CDS=1-2406
56	OG0000056	YBR140C, YOL081W	augustus_masked-NODE_13_length_277020_cov_51.601_ID_25-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_13_length_277020_cov_51.601_ID_25-processed-gene-1.152&CDS=1-9171, augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-1.163&CDS=1-9126
57	OG0000057	YBR161W, YPL057C	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.111&CDS=1-1110, genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-1.9&CDS=1-1131
58	OG0000058	YBR181C, YPL090C	genemark-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.27&CDS=1-708, snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-1.69&CDS=1-708
59	OG0000059	YBR189W, YPL081W	maker-NODE_1_length_513399_cov_49.1939_ID_1-snap-gene-1.83-mRNA-1_1&gene=maker-NODE_1_length_513399_cov_49.1939_ID_1-snap-gene-1.83&CDS=1-1023, maker-NODE_3_length_493441_cov_51.2922_ID_5-snap-gene-1.51-mRNA-1_1&gene=maker-NODE_3_length_493441_cov_51.2922_ID_5-snap-gene-1.51&CDS=1-1035
60	OG0000060	YBR218C, YGL062W	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-1.54&CDS=1-3540, snap_masked-NODE_30_length_140960_cov_48.4642_ID_59-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_30_length_140960_cov_48.4642_ID_59-processed-gene-0.52&CDS=1-3510
61	OG0000061	YBR263W, YLR058C	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.182&CDS=1-1512, augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.58&CDS=1-1407
62	OG0000062	YCL040W, YDR516C	augustus_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.157&CDS=1-1485, augustus_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-3.37&CDS=1-1503
63	OG0000063	YCL067C, YCR039C, YCR096C	snap_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.53&CDS=1-354
64	OG0000064	YCR010C, YNR002C	augustus_masked-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-1.66&CDS=1-804, augustus_masked-NODE_74_length_46542_cov_59.5212_ID_147-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_74_length_46542_cov_59.5212_ID_147-processed-gene-0.10&CDS=1-819
65	OG0000065	YCR037C, YJL198W	augustus_masked-NODE_67_length_66380_cov_53.6886_ID_133-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_67_length_66380_cov_53.6886_ID_133-processed-gene-0.54&CDS=1-5988, snap_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.134&CDS=1-2661
66	OG0000066	YCR102C, YLR460C, YNL134C	snap_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.121&CDS=1-1125
67	OG0000067	YDL022W, YOL059W	augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-1.156&CDS=1-1170, augustus_masked-NODE_76_length_42030_cov_43.6002_ID_151-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_76_length_42030_cov_43.6002_ID_151-processed-gene-0.48&CDS=1-1170
68	OG0000068	YDL082W, YMR142C	augustus_masked-NODE_35_length_125469_cov_53.12_ID_69-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_35_length_125469_cov_53.12_ID_69-processed-gene-0.115&CDS=1-594, augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-1.15&CDS=1-594
69	OG0000069	YDR011W, YPL058C	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.110&CDS=1-4524, augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.8&CDS=1-4500
70	OG0000070	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.15&CDS=1-3345
71	OG0000071	YDR090C	augustus_masked-NODE_18_length_202460_cov_51.6658_ID_35-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_18_length_202460_cov_51.6658_ID_35-processed-gene-1.56&CDS=1-672, augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.30&CDS=1-714, genemark-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-1.113&CDS=1-612
72	OG0000072	YDR135C, YLL015W	augustus_masked-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-1.84&CDS=1-4542, genemark-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.17&CDS=1-3255
73	OG0000073	YDR326C, YHR079C	augustus_masked-NODE_54_length_79159_cov_49.0404_ID_107-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_54_length_79159_cov_49.0404_ID_107-processed-gene-0.61&CDS=1-4578, augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-2.30&CDS=1-6054
74	OG0000074	YDR332W, YHR084W	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-2.70&CDS=1-2199, maker-NODE_83_length_39234_cov_52.5968_ID_165-augustus-gene-0.26-mRNA-1_1&gene=maker-NODE_83_length_39234_cov_52.5968_ID_165-augustus-gene-0.26&CDS=1-3828
75	OG0000075	YDR379W, YOR127W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-1.25&CDS=1-2253, genemark-NODE_43_length_91591_cov_49.4799_ID_85-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_43_length_91591_cov_49.4799_ID_85-processed-gene-0.95&CDS=1-3024
76	OG0000076	YDR385W, YOR133W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-1.23&CDS=1-2526, maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-0.113-mRNA-1_1&gene=maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-0.113&CDS=1-4383
77	OG0000077	YDR418W, YEL054C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-0.43&CDS=1-495, genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.98&CDS=1-495
78	OG0000078	YDR450W, YML026C	augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.142&CDS=1-438, maker-NODE_23_length_178365_cov_50.7268_ID_45-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_23_length_178365_cov_50.7268_ID_45-augustus-gene-0.97&CDS=1-438
79	OG0000079	YDR459C, YML034W	augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_27_length_167687_cov_50.5639_ID_53-processed-gene-0.173&CDS=1-3081, genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.46&CDS=1-2616
80	OG0000080	YEL006W, YIL005W, YIL006W	maker-NODE_44_length_89130_cov_53.0913_ID_87-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_44_length_89130_cov_53.0913_ID_87-augustus-gene-0.37&CDS=1-3303
81	OG0000081	YEL047C, YGL236C	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.58&CDS=1-1428, augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-3.72&CDS=1-3498
82	OG0000082	YEL063C, YNL268W	augustus_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_32_length_132203_cov_49.8991_ID_63-processed-gene-0.140&CDS=1-1725, snap_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_8_length_405330_cov_49.6528_ID_15-processed-gene-3.72&CDS=1-1869
83	OG0000083	YER017C, YMR089C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.138&CDS=1-2130, maker-NODE_5_length_452406_cov_49.1731_ID_9-augustus-gene-2.85-mRNA-1_1&gene=maker-NODE_5_length_452406_cov_49.1731_ID_9-augustus-gene-2.85&CDS=1-4212
84	OG0000084	YER025W, YLR451W	augustus_masked-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.89&CDS=1-4356, genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-0.67&CDS=1-2409
85	OG0000085	YER027C, YGL208W	augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-0.52&CDS=1-2208, snap_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-4.59&CDS=1-1176
86	OG0000086	YER047C, YPL074W	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-1.96&CDS=1-2250, augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.130&CDS=1-2667
87	OG0000087	YER060W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.142&CDS=1-1584, maker-NODE_12_length_288332_cov_50.4411_ID_23-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_12_length_288332_cov_50.4411_ID_23-snap-gene-1.87&CDS=1-2355, maker-NODE_6_length_412999_cov_51.6042_ID_11-snap-gene-3.57-mRNA-1_1&gene=maker-NODE_6_length_412999_cov_51.6042_ID_11-snap-gene-3.57&CDS=1-3192
88	OG0000088	YER070W, YIL066C	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-0.14&CDS=1-2523, maker-NODE_6_length_412999_cov_51.6042_ID_11-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_6_length_412999_cov_51.6042_ID_11-augustus-gene-3.3&CDS=1-5112
89	OG0000089	YER133W, YPL179W	augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.145&CDS=1-1671, maker-NODE_99_length_19948_cov_52.8898_ID_197-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_99_length_19948_cov_52.8898_ID_197-snap-gene-0.9&CDS=1-990
90	OG0000090	YER176W, YER177W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.68&CDS=1-777, maker-NODE_37_length_119349_cov_51.1943_ID_73-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_37_length_119349_cov_51.1943_ID_73-augustus-gene-0.1&CDS=1-4350
91	OG0000091	YFR024C-A, YHR016C	augustus_masked-NODE_28_length_166888_cov_52.9802_ID_55-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_28_length_166888_cov_52.9802_ID_55-processed-gene-0.83&CDS=1-1485, maker-NODE_21_length_190094_cov_51.4208_ID_41-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_21_length_190094_cov_51.4208_ID_41-augustus-gene-0.0&CDS=1-2415
