	OrthologID	Ascoidea_rubescens	Saccharomyces_cerevisiae
52	OG0000052	genemark-scaffold_6-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.52&CDS=1-2706, genemark-scaffold_7-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.79&CDS=1-3333, maker-scaffold_7-snap-gene-0.2-mRNA-1_1&gene=maker-scaffold_7-snap-gene-0.2&CDS=1-1950	YDL046W, YER069W
53	OG0000053		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
54	OG0000054	augustus_masked-scaffold_1-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.27&CDS=1-3627, genemark-scaffold_1-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.20&CDS=1-2808, genemark-scaffold_6-processed-gene-6.93-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.93&CDS=1-3024	YDR207C
55	OG0000055	genemark-scaffold_1-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.24&CDS=1-1080, genemark-scaffold_2-processed-gene-11.82-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.82&CDS=1-1092, genemark-scaffold_29-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_29-processed-gene-0.23&CDS=1-1053	YDL144C
56	OG0000056	genemark-scaffold_10-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.90&CDS=1-3669, snap_masked-scaffold_1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.66&CDS=1-5028	YBR245C, YOR304W
57	OG0000057	augustus_masked-scaffold_4-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.47&CDS=1-6774, genemark-scaffold_1-processed-gene-9.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.9&CDS=1-3009	YGR240C, YMR205C
58	OG0000058	genemark-scaffold_1-processed-gene-9.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.32&CDS=1-1701, genemark-scaffold_10-processed-gene-2.11-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.11&CDS=1-1545	YMR177W, YPL224C
59	OG0000059	genemark-scaffold_1-processed-gene-10.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.93&CDS=1-1713, genemark-scaffold_7-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.20&CDS=1-1731	YBR021W, YIR028W
60	OG0000060	genemark-scaffold_1-processed-gene-16.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-16.17&CDS=1-4638, genemark-scaffold_1-processed-gene-17.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.43&CDS=1-1332	YBR074W, YDR036C
61	OG0000061	augustus_masked-scaffold_1-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.34&CDS=1-2778	YLL062C, YMR321C, YPL273W
62	OG0000062	genemark-scaffold_1-processed-gene-21.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-21.93&CDS=1-651, genemark-scaffold_3-processed-gene-12.141-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.141&CDS=1-570	YGR038W, YLR350W
63	OG0000063	genemark-scaffold_1-processed-gene-22.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.17&CDS=1-2310, genemark-scaffold_17-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-2.26&CDS=1-2223, snap_masked-scaffold_19-processed-gene-1.178-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-1.178&CDS=1-2460	YPR159W
64	OG0000064	genemark-scaffold_1-processed-gene-22.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.33&CDS=1-6690, maker-scaffold_11-snap-gene-3.41-mRNA-1_1&gene=maker-scaffold_11-snap-gene-3.41&CDS=1-6426	YGR184C, YLR024C
65	OG0000065	genemark-scaffold_1-processed-gene-24.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.44&CDS=1-8802, snap_masked-scaffold_9-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-4.14&CDS=1-8337	YBR140C, YOL081W
66	OG0000066	genemark-scaffold_1-processed-gene-26.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.13&CDS=1-3735, maker-scaffold_4-snap-gene-9.39-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.39&CDS=1-2481	YDR466W, YDR490C
67	OG0000067	genemark-scaffold_1-processed-gene-26.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.32&CDS=1-4857, snap_masked-scaffold_14-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.32&CDS=1-4536	YCL068C, YCR038C
68	OG0000068	augustus_masked-scaffold_16-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-0.0&CDS=1-2631, genemark-scaffold_1-processed-gene-27.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.121&CDS=1-1122, genemark-scaffold_5-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.103&CDS=1-1200	YOR176W
69	OG0000069	genemark-scaffold_1-processed-gene-28.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.7&CDS=1-1110, genemark-scaffold_15-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-3.10&CDS=1-1137, maker-scaffold_6-snap-gene-8.81-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.81&CDS=1-1140	YPL113C
70	OG0000070	genemark-scaffold_1-processed-gene-28.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.28&CDS=1-2139, genemark-scaffold_16-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.66&CDS=1-1449	YMR199W, YPL256C
71	OG0000071	genemark-scaffold_1-processed-gene-28.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.29&CDS=1-1875, genemark-scaffold_11-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.84&CDS=1-2016	YFL041W, YMR058W
72	OG0000072	genemark-scaffold_1-processed-gene-29.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.11&CDS=1-5784, genemark-scaffold_21-processed-gene-1.184-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-1.184&CDS=1-738	YGR232W, YIL112W
73	OG0000073	augustus_masked-scaffold_1-processed-gene-30.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-30.36&CDS=1-3453	YDR144C, YLR120C, YLR121C
74	OG0000074	genemark-scaffold_1-processed-gene-30.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.16&CDS=1-1671	YML116W, YMR279C, YOR378W
75	OG0000075	genemark-scaffold_10-processed-gene-3.101-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-3.101&CDS=1-1569, genemark-scaffold_2-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.104&CDS=1-1806, genemark-scaffold_9-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-5.31&CDS=1-1503	YML054C
76	OG0000076	genemark-scaffold_10-processed-gene-4.141-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.141&CDS=1-1071, genemark-scaffold_30-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_30-processed-gene-0.14&CDS=1-1071, genemark-scaffold_9-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.66&CDS=1-1071	YJR154W
77	OG0000077	genemark-scaffold_11-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.80&CDS=1-939, snap_masked-scaffold_19-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.10&CDS=1-822	YGL096W, YPL177C
78	OG0000078	genemark-scaffold_11-processed-gene-2.82-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.82&CDS=1-5424, genemark-scaffold_13-processed-gene-2.107-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.107&CDS=1-6366	YNL326C, YPL242C
79	OG0000079	augustus_masked-scaffold_16-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-2.84&CDS=1-4149, genemark-scaffold_11-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.59&CDS=1-7638, genemark-scaffold_7-processed-gene-7.65-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.65&CDS=1-4644	YOR153W
80	OG0000080	genemark-scaffold_12-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.9&CDS=1-1788	YOL055C, YPL258C, YPR121W
81	OG0000081	genemark-scaffold_12-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.17&CDS=1-1200, snap_masked-scaffold_17-processed-gene-1.62-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.62&CDS=1-918	YGR279C, YMR305C
82	OG0000082	genemark-scaffold_12-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.18&CDS=1-1809, genemark-scaffold_9-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.89&CDS=1-1626	YLR343W, YMR307W
83	OG0000083	genemark-scaffold_14-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.63&CDS=1-2331, snap_masked-scaffold_12-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-4.109&CDS=1-2208	YGL120C, YNR011C
84	OG0000084	genemark-scaffold_13-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.16&CDS=1-519	YDL123W, YDR525W-A, YJL151C
85	OG0000085	genemark-scaffold_13-processed-gene-3.150-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.150&CDS=1-447, genemark-scaffold_2-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.35&CDS=1-498	YBR109C, YOR257W
86	OG0000086	genemark-scaffold_13-processed-gene-3.136-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.136&CDS=1-1470, genemark-scaffold_9-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-5.60&CDS=1-1956, snap_masked-scaffold_4-processed-gene-2.100-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.100&CDS=1-1581	YNL125C
87	OG0000087	genemark-scaffold_5-processed-gene-6.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.50&CDS=1-2826, maker-scaffold_14-snap-gene-0.41-mRNA-1_1&gene=maker-scaffold_14-snap-gene-0.41&CDS=1-2325	YDL132W, YGR003W
88	OG0000088	augustus_masked-scaffold_15-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-3.69&CDS=1-8349, genemark-scaffold_2-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.48&CDS=1-5271, snap_masked-scaffold_14-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.26&CDS=1-1638	YDL238C
89	OG0000089	genemark-scaffold_14-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.85&CDS=1-1593, genemark-scaffold_21-processed-gene-1.181-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-1.181&CDS=1-2556	YDL138W, YDL194W
90	OG0000090	genemark-scaffold_14-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.41&CDS=1-2424, genemark-scaffold_18-processed-gene-2.51-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-2.51&CDS=1-2262	YCL037C, YDR515W
91	OG0000091	maker-scaffold_14-snap-gene-1.29-mRNA-1_1&gene=maker-scaffold_14-snap-gene-1.29&CDS=1-4971, snap_masked-scaffold_6-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.44&CDS=1-4524	YIL126W, YOR290C
92	OG0000092	genemark-scaffold_5-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.80&CDS=1-1227, snap_masked-scaffold_14-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-1.92&CDS=1-1326, snap_masked-scaffold_5-processed-gene-1.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.39&CDS=1-2031	YOR008C
93	OG0000093	genemark-scaffold_14-processed-gene-1.48-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.48&CDS=1-1944, snap_masked-scaffold_16-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-2.54&CDS=1-2718	YGL139W, YPL221W
94	OG0000094	genemark-scaffold_14-processed-gene-2.82-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.82&CDS=1-1827, genemark-scaffold_17-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-2.4&CDS=1-2457	YDL037C, YIR019C
95	OG0000095	genemark-scaffold_15-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-3.39&CDS=1-1890, genemark-scaffold_2-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.30&CDS=1-1890, genemark-scaffold_28-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_28-processed-gene-0.28&CDS=1-2598	YBL084C
96	OG0000096	genemark-scaffold_16-processed-gene-2.143-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-2.143&CDS=1-1782, genemark-scaffold_8-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.85&CDS=1-1650, genemark-scaffold_8-processed-gene-8.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-8.17&CDS=1-1743	YDL174C
97	OG0000097	genemark-scaffold_18-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.108&CDS=1-1077, genemark-scaffold_2-processed-gene-10.56-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.56&CDS=1-1074, maker-scaffold_6-snap-gene-0.38-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.38&CDS=1-2070	YLR130C
98	OG0000098	snap_masked-scaffold_18-processed-gene-2.81-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-2.81&CDS=1-4551, snap_masked-scaffold_2-processed-gene-9.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.39&CDS=1-5229	YJL089W, YMR280C
99	OG0000099	genemark-scaffold_19-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.92&CDS=1-585, genemark-scaffold_4-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.18&CDS=1-519	YDR178W, YLR164W
100	OG0000100	maker-scaffold_7-snap-gene-3.72-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.72&CDS=1-3297, snap_masked-scaffold_2-processed-gene-1.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.35&CDS=1-2169	YGL071W, YPL202C
101	OG0000101	snap_masked-scaffold_2-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.36&CDS=1-1380	YBL068W-A, YBL069W, YER101C
102	OG0000102	augustus_masked-scaffold_2-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.41&CDS=1-1935, snap_masked-scaffold_5-processed-gene-7.20-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.20&CDS=1-4107, snap_masked-scaffold_5-processed-gene-7.21-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.21&CDS=1-2463	YOL116W
103	OG0000103	maker-scaffold_2-snap-gene-11.39-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.39&CDS=1-1986	YOR389W, YPL277C, YPL278C
104	OG0000104	genemark-scaffold_2-processed-gene-13.153-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.153&CDS=1-1587, genemark-scaffold_4-processed-gene-10.19-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.19&CDS=1-1599	YKL050C, YMR031C
105	OG0000105	genemark-scaffold_2-processed-gene-13.149-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.149&CDS=1-3261, genemark-scaffold_8-processed-gene-7.43-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-7.43&CDS=1-2682	YJR059W, YKL198C
106	OG0000106	genemark-scaffold_20-processed-gene-1.156-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-1.156&CDS=1-1791, genemark-scaffold_4-processed-gene-3.53-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.53&CDS=1-1917	YNL095C, YOR092W
107	OG0000107	genemark-scaffold_21-processed-gene-1.158-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-1.158&CDS=1-888, genemark-scaffold_4-processed-gene-2.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.66&CDS=1-948	YGR010W, YLR328W
108	OG0000108	maker-scaffold_3-snap-gene-1.39-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.39&CDS=1-4164	YCR106W, YLL054C, YOR363C
109	OG0000109	genemark-scaffold_3-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.21&CDS=1-1710, genemark-scaffold_6-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.23&CDS=1-1968	YHR050W, YLR034C
110	OG0000110	augustus_masked-scaffold_3-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.15&CDS=1-1566, genemark-scaffold_3-processed-gene-12.182-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.182&CDS=1-1719	YGR197C, YJR015W
111	OG0000111	genemark-scaffold_3-processed-gene-9.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.121&CDS=1-2823, genemark-scaffold_7-processed-gene-9.136-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-9.136&CDS=1-1509	YDR389W, YOR134W
112	OG0000112	genemark-scaffold_3-processed-gene-12.160-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.160&CDS=1-408, genemark-scaffold_3-processed-gene-9.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.108&CDS=1-408	YBR010W, YNL031C
113	OG0000113	genemark-scaffold_5-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.109&CDS=1-3078, maker-scaffold_4-augustus-gene-0.71-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-0.71&CDS=1-1614	YKL068W, YMR047C
114	OG0000114	genemark-scaffold_4-processed-gene-2.49-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.49&CDS=1-1290, genemark-scaffold_6-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.103&CDS=1-1290, genemark-scaffold_6-processed-gene-6.120-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.120&CDS=1-1380	YLR027C
115	OG0000115	genemark-scaffold_4-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.24&CDS=1-2196	YGR087C, YLR044C, YLR134W
116	OG0000116	genemark-scaffold_4-processed-gene-9.59-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.59&CDS=1-3234	YDR038C, YDR039C, YDR040C
117	OG0000117	genemark-scaffold_4-processed-gene-10.33-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.33&CDS=1-1128	YCR102C, YLR460C, YNL134C
118	OG0000118	genemark-scaffold_9-processed-gene-1.47-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.47&CDS=1-1398, maker-scaffold_5-snap-gene-1.83-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.83&CDS=1-1563, maker-scaffold_6-augustus-gene-3.35-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.35&CDS=1-2757	YIL088C
119	OG0000119	augustus_masked-scaffold_5-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.41&CDS=1-4398, augustus_masked-scaffold_5-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.53&CDS=1-4458, snap_masked-scaffold_5-processed-gene-9.1-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.1&CDS=1-4197	YGR281W
120	OG0000120	genemark-scaffold_5-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.104&CDS=1-1902, genemark-scaffold_8-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.81&CDS=1-1902	YMR008C, YOL011W
121	OG0000121	maker-scaffold_51-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_51-snap-gene-0.3&CDS=1-249	Q0045, Q0065, Q0070
122	OG0000122	genemark-scaffold_6-processed-gene-4.101-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.101&CDS=1-1698, genemark-scaffold_6-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.105&CDS=1-2067	YER123W, YHR135C
123	OG0000123	genemark-scaffold_6-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.51&CDS=1-1275, genemark-scaffold_7-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.74&CDS=1-1182, snap_masked-scaffold_6-processed-gene-6.21-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.21&CDS=1-1353	YOR049C
124	OG0000124	genemark-scaffold_7-processed-gene-5.7-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.7&CDS=1-2808, genemark-scaffold_8-processed-gene-2.55-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.55&CDS=1-2772	YHR028C, YOR219C
125	OG0000125	genemark-scaffold_1-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.105&CDS=1-1263, genemark-scaffold_8-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.77&CDS=1-1338	YLR300W
126	OG0000126	genemark-scaffold_1-processed-gene-0.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.94&CDS=1-651	YGL135W, YPL220W
127	OG0000127	genemark-scaffold_1-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.19&CDS=1-1680, genemark-scaffold_12-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.15&CDS=1-1353	YDL210W
128	OG0000128	genemark-scaffold_1-processed-gene-17.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.48&CDS=1-1737, snap_masked-scaffold_1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.61&CDS=1-1725	YKR039W
129	OG0000129	genemark-scaffold_1-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.5&CDS=1-555	YOR226C, YPL135W
130	OG0000130	genemark-scaffold_1-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.34&CDS=1-879, genemark-scaffold_3-processed-gene-6.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.49&CDS=1-885	YCR021C
131	OG0000131	genemark-scaffold_1-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.25&CDS=1-711, genemark-scaffold_1-processed-gene-2.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.40&CDS=1-684	YLR411W
132	OG0000132	snap_masked-scaffold_1-processed-gene-3.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.7&CDS=1-1641	YIL131C, YNL068C
133	OG0000133	augustus_masked-scaffold_1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.53&CDS=1-4041, genemark-scaffold_3-processed-gene-5.47-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.47&CDS=1-3084	YFR034C
134	OG0000134	genemark-scaffold_1-processed-gene-3.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.123&CDS=1-3372	YDR069C, YER144C
135	OG0000135	genemark-scaffold_1-processed-gene-4.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.89&CDS=1-396	YBL002W, YDR224C
136	OG0000136	genemark-scaffold_1-processed-gene-4.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.94&CDS=1-1635	YDR132C, YLR108C
137	OG0000137	genemark-scaffold_1-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.119&CDS=1-3567	YBL085W, YER114C
138	OG0000138	genemark-scaffold_1-processed-gene-4.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.105&CDS=1-1779	YDL042C, YOL068C
139	OG0000139	genemark-scaffold_1-processed-gene-4.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.106&CDS=1-2526, snap_masked-scaffold_10-processed-gene-1.114-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-1.114&CDS=1-2439	YDL126C
140	OG0000140	genemark-scaffold_11-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.97&CDS=1-1497, snap_masked-scaffold_1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.34&CDS=1-1509	YBR056W
141	OG0000141	genemark-scaffold_1-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.14&CDS=1-1113	YDL048C, YLR375W
142	OG0000142	snap_masked-scaffold_1-processed-gene-6.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.70&CDS=1-5337, snap_masked-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.71&CDS=1-4806	YER166W
143	OG0000143	genemark-scaffold_1-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.9&CDS=1-3264	YBR033W, YKL038W
