	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
57	OG0000057	genemark-scaffold_1-processed-gene-8.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.116&CDS=1-1329, maker-scaffold_1-snap-gene-43.75-mRNA-1_1&gene=maker-scaffold_1-snap-gene-43.75&CDS=1-1881	YHL019C, YPL259C
58	OG0000058	genemark-scaffold_1-processed-gene-13.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.37&CDS=1-981, genemark-scaffold_1-processed-gene-48.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.95&CDS=1-981	YIL035C, YOR061W
59	OG0000059	snap_masked-scaffold_1-processed-gene-13.14-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.14&CDS=1-1938, snap_masked-scaffold_2-processed-gene-6.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.35&CDS=1-2154	YLR098C, YOR337W
60	OG0000060	genemark-scaffold_1-processed-gene-15.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.52&CDS=1-1350, genemark-scaffold_3-processed-gene-18.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-18.4&CDS=1-1053	YNL274C, YPL113C
61	OG0000061	genemark-scaffold_1-processed-gene-17.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.75&CDS=1-675, genemark-scaffold_21-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.1&CDS=1-429, snap_masked-scaffold_21-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scaffold_21-processed-gene-0.3&CDS=1-213	YDR167W
62	OG0000062	genemark-scaffold_1-processed-gene-18.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.89&CDS=1-786, maker-scaffold_1-snap-gene-28.92-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.92&CDS=1-810	YHR090C, YOR064C
63	OG0000063	genemark-scaffold_1-processed-gene-18.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.92&CDS=1-1731	YOL055C, YPL258C, YPR121W
64	OG0000064	augustus_masked-scaffold_24-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.1&CDS=1-771, genemark-scaffold_1-processed-gene-19.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.54&CDS=1-1008, genemark-scaffold_39-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_39-processed-gene-0.0&CDS=1-396	YOR311C
65	OG0000065	genemark-scaffold_1-processed-gene-20.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-20.87&CDS=1-825, genemark-scaffold_2-processed-gene-14.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.10&CDS=1-990	YAL014C, YGL212W
66	OG0000066	genemark-scaffold_1-processed-gene-21.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-21.84&CDS=1-1770, genemark-scaffold_6-processed-gene-1.94-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.94&CDS=1-2571	YDL230W, YER075C
67	OG0000067	augustus_masked-scaffold_1-processed-gene-52.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.111&CDS=1-1509, genemark-scaffold_1-processed-gene-21.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-21.85&CDS=1-843	YDL091C, YML013W
68	OG0000068	augustus_masked-scaffold_6-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.81&CDS=1-3600, genemark-scaffold_1-processed-gene-22.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.3&CDS=1-2262	YAR035W, YER024W
69	OG0000069	genemark-scaffold_1-processed-gene-24.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.76&CDS=1-4560, snap_masked-scaffold_1-processed-gene-37.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-37.35&CDS=1-4707	YDR093W, YER166W
70	OG0000070	augustus_masked-scaffold_3-processed-gene-19.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.44&CDS=1-999, genemark-scaffold_1-processed-gene-24.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.87&CDS=1-900	YDL002C, YDR174W
71	OG0000071	genemark-scaffold_1-processed-gene-25.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.67&CDS=1-3837, snap_masked-scaffold_10-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.45&CDS=1-4620	YIL126W, YOR290C
72	OG0000072	genemark-scaffold_1-processed-gene-26.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.4&CDS=1-1545	YER056C, YER060W, YER060W-A
73	OG0000073	genemark-scaffold_6-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.107&CDS=1-2574, snap_masked-scaffold_1-processed-gene-28.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.34&CDS=1-1707	YHR031C, YML061C
74	OG0000074	snap_masked-scaffold_1-processed-gene-28.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.53&CDS=1-4539, snap_masked-scaffold_8-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.88&CDS=1-4422	YDR011W, YOR153W
75	OG0000075	genemark-scaffold_1-processed-gene-29.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-29.78&CDS=1-1221, genemark-scaffold_3-processed-gene-6.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.64&CDS=1-1389	YLR090W, YNL064C
76	OG0000076	snap_masked-scaffold_1-processed-gene-29.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.10&CDS=1-5391, snap_masked-scaffold_1-processed-gene-49.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.75&CDS=1-8151	YLR454W, YPR117W
77	OG0000077	genemark-scaffold_1-processed-gene-30.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.23&CDS=1-531, genemark-scaffold_3-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.72&CDS=1-546	YGL089C, YPL187W
78	OG0000078	snap_masked-scaffold_1-processed-gene-31.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.83&CDS=1-4830, snap_masked-scaffold_5-processed-gene-7.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.58&CDS=1-1467	YJL095W, YLR362W
79	OG0000079	genemark-scaffold_1-processed-gene-33.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-33.15&CDS=1-987, genemark-scaffold_8-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.75&CDS=1-975	YCR034W, YLR372W
80	OG0000080	augustus_masked-scaffold_1-processed-gene-34.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-34.28&CDS=1-699	YFL060C, YMR095C, YNL334C
81	OG0000081	augustus_masked-scaffold_1-processed-gene-35.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-35.44&CDS=1-1095, genemark-scaffold_2-processed-gene-20.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-20.65&CDS=1-999	YCL064C, YIL167W
82	OG0000082	genemark-scaffold_1-processed-gene-40.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-40.2&CDS=1-1110, genemark-scaffold_4-processed-gene-16.97-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-16.97&CDS=1-1149	YDL022W, YOL059W
83	OG0000083	genemark-scaffold_2-processed-gene-23.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-23.13&CDS=1-1293, snap_masked-scaffold_1-processed-gene-44.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-44.5&CDS=1-1479	YER028C, YGL209W
84	OG0000084	genemark-scaffold_1-processed-gene-46.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.69&CDS=1-2166, genemark-scaffold_7-processed-gene-1.68-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.68&CDS=1-1578	YDL138W, YDL194W
85	OG0000085	genemark-scaffold_1-processed-gene-46.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.68&CDS=1-381, snap_masked-scaffold_2-processed-gene-20.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.8&CDS=1-384	YDL136W, YDL191W
86	OG0000086	genemark-scaffold_1-processed-gene-47.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.74&CDS=1-2355, genemark-scaffold_4-processed-gene-8.38-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.38&CDS=1-2817	YDL132W, YGR003W
87	OG0000087	augustus_masked-scaffold_1-processed-gene-47.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-47.5&CDS=1-744, genemark-scaffold_5-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.21&CDS=1-2241	YER066W, YFL009W
88	OG0000088	maker-scaffold_1-snap-gene-47.3-mRNA-1_1&gene=maker-scaffold_1-snap-gene-47.3&CDS=1-2949	YBR205W, YDR483W, YOR099W
89	OG0000089	augustus_masked-scaffold_6-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.69&CDS=1-3762, genemark-scaffold_1-processed-gene-47.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.103&CDS=1-1722, genemark-scaffold_2-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.31&CDS=1-1671	YDR242W
90	OG0000090	genemark-scaffold_1-processed-gene-50.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.22&CDS=1-1281, genemark-scaffold_6-processed-gene-2.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.19&CDS=1-1260	YKL106W, YLR027C
91	OG0000091	genemark-scaffold_2-processed-gene-20.79-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-20.79&CDS=1-3168, snap_masked-scaffold_1-processed-gene-52.148-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.148&CDS=1-2874	YBR245C, YOR304W
92	OG0000092	augustus_masked-scaffold_1-processed-gene-52.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.91&CDS=1-4371	YGR154C, YKR076W, YMR251W
93	OG0000093	augustus_masked-scaffold_2-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.30&CDS=1-4779, genemark-scaffold_3-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.26&CDS=1-1371	YBR150C, YOL089C
94	OG0000094	maker-scaffold_2-snap-gene-3.32-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.32&CDS=1-501	Q0045, Q0065, Q0070
95	OG0000095	genemark-scaffold_2-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.17&CDS=1-1644, genemark-scaffold_3-processed-gene-23.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-23.0&CDS=1-1635, genemark-scaffold_4-processed-gene-11.68-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.68&CDS=1-1635	YMR297W
96	OG0000096	genemark-scaffold_2-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.38&CDS=1-2028, genemark-scaffold_5-processed-gene-2.7-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.7&CDS=1-2016	YAL054C, YLR153C
97	OG0000097	genemark-scaffold_2-processed-gene-4.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.42&CDS=1-408, genemark-scaffold_9-processed-gene-2.55-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.55&CDS=1-408	YBR010W, YNL031C
98	OG0000098	genemark-scaffold_2-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.41&CDS=1-309, genemark-scaffold_9-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.31&CDS=1-309	YBR009C, YNL030W
99	OG0000099	genemark-scaffold_2-processed-gene-4.44-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.44&CDS=1-1497, genemark-scaffold_3-processed-gene-5.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.67&CDS=1-2118, maker-scaffold_3-snap-gene-5.48-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.48&CDS=1-2532	YDL020C
100	OG0000100	genemark-scaffold_3-processed-gene-8.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.16&CDS=1-1680, maker-scaffold_2-snap-gene-7.55-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.55&CDS=1-2259	YGR119C, YNR052C
101	OG0000101	genemark-scaffold_2-processed-gene-8.61-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.61&CDS=1-2337, genemark-scaffold_4-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.40&CDS=1-6663	YJL200C, YLR304C
102	OG0000102	genemark-scaffold_7-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.35&CDS=1-2937, snap_masked-scaffold_2-processed-gene-9.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.38&CDS=1-2838	YGR240C, YMR205C
103	OG0000103	genemark-scaffold_2-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.21&CDS=1-1431, genemark-scaffold_3-processed-gene-2.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.28&CDS=1-1281	YER123W, YHR135C
104	OG0000104	genemark-scaffold_6-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.108&CDS=1-4650, snap_masked-scaffold_2-processed-gene-12.51-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.51&CDS=1-5781	YHR023W, YOR326W
105	OG0000105	genemark-scaffold_2-processed-gene-14.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.9&CDS=1-1725	YBR298C, YDL247W, YJR160C
106	OG0000106	genemark-scaffold_4-processed-gene-16.103-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-16.103&CDS=1-1503, snap_masked-scaffold_2-processed-gene-15.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.36&CDS=1-2529	YBL052C, YOR244W
107	OG0000107	genemark-scaffold_2-processed-gene-19.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-19.22&CDS=1-2241, snap_masked-scaffold_2-processed-gene-21.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.90&CDS=1-2283	YLR188W, YPL270W
108	OG0000108	augustus_masked-scaffold_7-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.167&CDS=1-3495, genemark-scaffold_2-processed-gene-20.66-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-20.66&CDS=1-2778	YDL106C, YML020W
109	OG0000109	genemark-scaffold_2-processed-gene-23.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-23.16&CDS=1-2361, genemark-scaffold_4-processed-gene-17.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-17.52&CDS=1-2049	YNL183C, YOR267C
110	OG0000110	genemark-scaffold_2-processed-gene-23.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-23.20&CDS=1-1584, snap_masked-scaffold_3-processed-gene-10.72-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.72&CDS=1-939	YDL216C, YFR004W
111	OG0000111	genemark-scaffold_3-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.13&CDS=1-2556, genemark-scaffold_6-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.34&CDS=1-2688	YMR266W, YOL084W
112	OG0000112	maker-scaffold_3-augustus-gene-2.36-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.36&CDS=1-2784, maker-scaffold_3-snap-gene-2.109-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.109&CDS=1-1791, snap_masked-scaffold_3-processed-gene-5.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.19&CDS=1-2718	YPR194C
113	OG0000113	augustus_masked-scaffold_5-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.55&CDS=1-4878, genemark-scaffold_3-processed-gene-15.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.53&CDS=1-1890	YJL141C, YML067C
114	OG0000114	genemark-scaffold_3-processed-gene-18.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-18.18&CDS=1-786, genemark-scaffold_7-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.55&CDS=1-795	YHL033C, YLL045C
115	OG0000115	genemark-scaffold_3-processed-gene-18.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-18.34&CDS=1-762, snap_masked-scaffold_7-processed-gene-5.141-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.141&CDS=1-762	YFR031C-A, YIL018W
116	OG0000116	genemark-scaffold_3-processed-gene-20.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-20.15&CDS=1-999	YGR192C, YJL052W, YJR009C
117	OG0000117	genemark-scaffold_4-processed-gene-4.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.60&CDS=1-3399, genemark-scaffold_5-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.2&CDS=1-2292	YHL007C, YNL298W
118	OG0000118	genemark-scaffold_5-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.3&CDS=1-1533, maker-scaffold_6-snap-gene-2.86-mRNA-1_1&gene=maker-scaffold_6-snap-gene-2.86&CDS=1-1191	YDR436W, YER133W
119	OG0000119	genemark-scaffold_6-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.20&CDS=1-1032	YCR102C, YLR460C, YNL134C
120	OG0000120	genemark-scaffold_6-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.35&CDS=1-588, genemark-scaffold_6-processed-gene-3.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.36&CDS=1-591	YBR005W, YDR003W
121	OG0000121	augustus_masked-scaffold_7-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.44&CDS=1-1041	YLL062C, YMR321C, YPL273W
122	OG0000122	augustus_masked-scaffold_7-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.64&CDS=1-2130, augustus_masked-scaffold_8-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.108&CDS=1-3366	YDR466W, YDR490C
123	OG0000123	snap_masked-scaffold_7-processed-gene-5.153-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.153&CDS=1-1317	YOR389W, YPL277C, YPL278C
124	OG0000124	snap_masked-scaffold_8-processed-gene-3.0-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.0&CDS=1-1554, snap_masked-scaffold_8-processed-gene-3.30-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.30&CDS=1-1227	YDR463W, YHR006W
125	OG0000125		YAR066W, YHR214W, YIL169C, YOL155C
126	OG0000126		YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
127	OG0000127	genemark-scaffold_1-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.54&CDS=1-573, genemark-scaffold_4-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.62&CDS=1-570	YLR109W
128	OG0000128	genemark-scaffold_1-processed-gene-0.65-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.65&CDS=1-591	YBL072C, YER102W
129	OG0000129	genemark-scaffold_1-processed-gene-0.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.61&CDS=1-2466, genemark-scaffold_5-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.80&CDS=1-1719	YJL163C
130	OG0000130	genemark-scaffold_1-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.15&CDS=1-1809	YGR092W, YPR111W
131	OG0000131	genemark-scaffold_1-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.23&CDS=1-2157	YKL050C, YMR031C
132	OG0000132	genemark-scaffold_1-processed-gene-24.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.94&CDS=1-870, maker-scaffold_1-snap-gene-1.92-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.92&CDS=1-1266	YIL124W
133	OG0000133	maker-scaffold_1-snap-gene-2.23-mRNA-1_1&gene=maker-scaffold_1-snap-gene-2.23&CDS=1-1845	YIL131C, YNL068C
134	OG0000134	snap_masked-scaffold_1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.28&CDS=1-258	YGR008C, YLR327C
135	OG0000135	genemark-scaffold_1-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.7&CDS=1-705	YLR178C, YLR179C
136	OG0000136	genemark-scaffold_1-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.19&CDS=1-996, genemark-scaffold_3-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.13&CDS=1-927	YKL128C
137	OG0000137	snap_masked-scaffold_1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.58&CDS=1-1221	YAL015C, YOL043C
138	OG0000138	genemark-scaffold_36-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_36-processed-gene-0.1&CDS=1-1221, snap_masked-scaffold_1-processed-gene-3.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.59&CDS=1-1221	YLR085C
139	OG0000139	snap_masked-scaffold_1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.24&CDS=1-3426	YAL017W, YOL045W
140	OG0000140	genemark-scaffold_1-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.67&CDS=1-1884	YBR238C, YGL107C
141	OG0000141	genemark-scaffold_1-processed-gene-4.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.73&CDS=1-1674	YDL042C, YOL068C
142	OG0000142	genemark-scaffold_1-processed-gene-5.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.4&CDS=1-1653	YIR031C, YNL117W
143	OG0000143	genemark-scaffold_1-processed-gene-5.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.5&CDS=1-633	YBR014C, YDL010W
144	OG0000144	snap_masked-scaffold_1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.67&CDS=1-465	YBR048W, YDR025W
145	OG0000145	genemark-scaffold_1-processed-gene-6.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.77&CDS=1-2016	YBR216C, YGL060W
146	OG0000146	augustus_masked-scaffold_1-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.35&CDS=1-1107	YBR273C, YJL048C
147	OG0000147	genemark-scaffold_1-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.90&CDS=1-1290, genemark-scaffold_4-processed-gene-4.62-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.62&CDS=1-1227	YLR174W
148	OG0000148	snap_masked-scaffold_1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.56&CDS=1-582	YGR038W, YLR350W
149	OG0000149	snap_masked-scaffold_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.58&CDS=1-1431	YCL040W, YDR516C
150	OG0000150	snap_masked-scaffold_1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.75&CDS=1-516	YMR242C, YOR312C
151	OG0000151	snap_masked-scaffold_1-processed-gene-8.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.82&CDS=1-267	YBR089C-A, YPR052C
152	OG0000152	genemark-scaffold_1-processed-gene-9.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.5&CDS=1-3927	YCL024W, YDR507C
153	OG0000153	snap_masked-scaffold_1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.81&CDS=1-240	YDR500C, YLR185W
154	OG0000154	genemark-scaffold_1-processed-gene-9.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.8&CDS=1-1671	YDR501W, YLR183C
155	OG0000155	genemark-scaffold_1-processed-gene-9.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.11&CDS=1-1974	YDR505C, YLR177W
156	OG0000156	genemark-scaffold_1-processed-gene-11.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.6&CDS=1-1878	YNL299W, YOL115W
157	OG0000157	snap_masked-scaffold_1-processed-gene-11.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.65&CDS=1-3573	YHR155W, YNL257C
158	OG0000158	genemark-scaffold_1-processed-gene-11.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.27&CDS=1-390	YHL001W, YKL006W
159	OG0000159	maker-scaffold_1-snap-gene-12.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.0&CDS=1-192, maker-scaffold_1-snap-gene-12.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.1&CDS=1-834	YGL161C
160	OG0000160	genemark-scaffold_1-processed-gene-13.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.28&CDS=1-3231, genemark-scaffold_1-processed-gene-19.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.55&CDS=1-3120	YGR281W
161	OG0000161	genemark-scaffold_1-processed-gene-13.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.30&CDS=1-1272	YDR300C, YHR033W
162	OG0000162	genemark-scaffold_1-processed-gene-13.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.41&CDS=1-1545	YBR020W, YDR009W
