	OrthologID	Saccharomyces_cerevisiae	yHAB143_Kazachstania_siamensis
42	OG0000042	YAL054C, YLR153C	augustus_masked-NODE_112_length_27208_cov_15.3386_ID_223-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_112_length_27208_cov_15.3386_ID_223-processed-gene-0.17&CDS=1-2166, augustus_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.78&CDS=1-2046
43	OG0000043	YAR042W, YDL019C	genemark-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.63&CDS=1-3909, maker-NODE_14_length_164049_cov_14.7284_ID_27-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_14_length_164049_cov_14.7284_ID_27-augustus-gene-0.157&CDS=1-5358
44	OG0000044	YBL002W, YDR224C	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.31&CDS=1-384, augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.21&CDS=1-384
45	OG0000045	YBL003C, YDR225W	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.15&CDS=1-396, augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_80_length_44818_cov_15.4622_ID_159-processed-gene-0.29&CDS=1-396
46	OG0000046	YBL052C, YOR244W	augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-0.74&CDS=1-1350, genemark-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.148&CDS=1-2259
47	OG0000047	YBL067C, YER098W	augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.91&CDS=1-2169, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.170&CDS=1-2382
48	OG0000048	YBL069W, YER101C	augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.65&CDS=1-1500, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.119&CDS=1-1284
49	OG0000049	YBL082C, YER111C	augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.61&CDS=1-4659, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.115&CDS=1-2907
50	OG0000050	YBL085W, YER114C	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.113&CDS=1-3084, genemark-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_31_length_110164_cov_15.3372_ID_61-processed-gene-0.113&CDS=1-2667
51	OG0000051	YBR009C, YNL030W	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.2&CDS=1-309, genemark-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.92&CDS=1-309
52	OG0000052	YBR010W, YNL031C	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.6&CDS=1-408, augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.26&CDS=1-408
53	OG0000053	YBR021W, YIR028W	augustus_masked-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.8&CDS=1-1953, augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.61&CDS=1-1914
54	OG0000054	YBR024W, YBR037C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.132&CDS=1-888, genemark-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.70&CDS=1-906
55	OG0000055	YBR068C, YDR046C	augustus_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.70&CDS=1-1845, maker-NODE_35_length_106034_cov_15.4799_ID_69-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_35_length_106034_cov_15.4799_ID_69-snap-gene-0.71&CDS=1-3342
56	OG0000056	YBR140C, YOL081W	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.194&CDS=1-9102, snap_masked-NODE_102_length_32508_cov_14.8504_ID_203-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_102_length_32508_cov_14.8504_ID_203-processed-gene-0.21&CDS=1-9003
57	OG0000057	YBR189W, YPL081W	augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.88&CDS=1-573, maker-NODE_119_length_24691_cov_13.0786_ID_237-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_119_length_24691_cov_13.0786_ID_237-augustus-gene-0.9&CDS=1-573
58	OG0000058	YBR197C, YPL077C	snap_masked-NODE_119_length_24691_cov_13.0786_ID_237-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_119_length_24691_cov_13.0786_ID_237-processed-gene-0.21&CDS=1-1203, snap_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.3&CDS=1-906
59	OG0000059	YBR216C, YGL060W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.93&CDS=1-1962, snap_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.115&CDS=1-2094
60	OG0000060	YBR257W, YJL047C	genemark-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.222&CDS=1-3165, snap_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.73&CDS=1-2475
61	OG0000061	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.88&CDS=1-1122
62	OG0000062	YDL022W, YOL059W	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.91&CDS=1-1197, augustus_masked-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_51_length_75264_cov_14.8651_ID_101-processed-gene-0.8&CDS=1-1173
63	OG0000063	YDL066W, YLR174W	augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.7&CDS=1-1257, augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.40&CDS=1-1395
64	OG0000064	YDL138W, YDL194W	augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_49_length_79513_cov_15.0536_ID_97-processed-gene-0.27&CDS=1-2778, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.143&CDS=1-2667
65	OG0000065	YDR011W, YPL058C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.133&CDS=1-4533, snap_masked-NODE_84_length_42391_cov_15.2762_ID_167-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_84_length_42391_cov_15.2762_ID_167-processed-gene-0.29&CDS=1-4524
66	OG0000066	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_99_length_34340_cov_13.8826_ID_197-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_99_length_34340_cov_13.8826_ID_197-processed-gene-0.22&CDS=1-3288
67	OG0000067	YDR085C, YER158C	augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_29_length_113440_cov_15.7999_ID_57-processed-gene-0.149&CDS=1-1215, snap_masked-NODE_115_length_25468_cov_19.3477_ID_229-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_115_length_25468_cov_19.3477_ID_229-processed-gene-0.14&CDS=1-1191
68	OG0000068	YDR125C, YLR099C	augustus_masked-NODE_98_length_34572_cov_15.0998_ID_195-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_98_length_34572_cov_15.0998_ID_195-processed-gene-0.23&CDS=1-1227, genemark-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_65_length_56463_cov_18.0842_ID_129-processed-gene-0.33&CDS=1-1344
69	OG0000069	YDR135C, YLL015W	augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.24&CDS=1-4569, genemark-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.23&CDS=1-4587
70	OG0000070	YDR247W, YPL026C	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.94&CDS=1-1350, augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_57_length_68970_cov_14.69_ID_113-processed-gene-0.66&CDS=1-1473
71	OG0000071	YDR379W, YOR127W	augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.124&CDS=1-3405, genemark-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.159&CDS=1-2340
72	OG0000072	YDR385W, YOR133W	augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_48_length_80378_cov_15.0046_ID_95-processed-gene-0.120&CDS=1-2526, augustus_masked-NODE_59_length_65206_cov_15.0703_ID_117-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_59_length_65206_cov_15.0703_ID_117-processed-gene-0.51&CDS=1-2526
73	OG0000073	YDR420W, YGR014W	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.157&CDS=1-4146, snap_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_32_length_109869_cov_15.2831_ID_63-processed-gene-0.46&CDS=1-3063
74	OG0000074	YDR450W, YML026C	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.141&CDS=1-438, augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-0.39&CDS=1-438
75	OG0000075	YDR507C, YKL101W	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.20&CDS=1-3489, augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.83&CDS=1-4476
76	OG0000076	YEL034W, YJR047C	augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_106_length_30532_cov_16.5942_ID_211-processed-gene-0.23&CDS=1-471, augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.52&CDS=1-471
77	OG0000077	YER011W, YOR010C	augustus_masked-NODE_104_length_31332_cov_14.0861_ID_207-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_104_length_31332_cov_14.0861_ID_207-processed-gene-0.24&CDS=1-558, maker-NODE_151_length_11387_cov_17.7465_ID_301-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_151_length_11387_cov_17.7465_ID_301-snap-gene-0.8&CDS=1-1218
78	OG0000078	YER017C, YMR089C	augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.104&CDS=1-2427, snap_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.91&CDS=1-2157
79	OG0000079	YER047C, YPL075W	augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.20&CDS=1-3072, snap_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.86&CDS=1-5781
80	OG0000080	YER057C, YIL051C	augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.11&CDS=1-384, augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.67&CDS=1-426
81	OG0000081	YER064C, YIL056W	augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.8&CDS=1-1332, augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.28&CDS=1-1401
82	OG0000082	YER070W, YIL066C	augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_25_length_123220_cov_14.2946_ID_49-processed-gene-0.37&CDS=1-2700, augustus_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.11&CDS=1-2514
83	OG0000083	YER129W, YGL179C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.71&CDS=1-2823, augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.118&CDS=1-1881
84	OG0000084	YER133W, YPL179W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.73&CDS=1-936, augustus_masked-NODE_61_length_63804_cov_14.6622_ID_121-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_61_length_63804_cov_14.6622_ID_121-processed-gene-0.89&CDS=1-1596
85	OG0000085	YFL041W, YMR058W	augustus_masked-NODE_53_length_73159_cov_14.7966_ID_105-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_53_length_73159_cov_14.7966_ID_105-processed-gene-0.39&CDS=1-1968, augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.1&CDS=1-1923
86	OG0000086	YFL042C, YFL044C	augustus_masked-NODE_30_length_113000_cov_14.8357_ID_59-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_30_length_113000_cov_14.8357_ID_59-processed-gene-0.141&CDS=1-2382, augustus_masked-NODE_53_length_73159_cov_14.7966_ID_105-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_53_length_73159_cov_14.7966_ID_105-processed-gene-0.54&CDS=1-2217
87	OG0000087	YFR024C-A, YHR016C	augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.10&CDS=1-1614, genemark-NODE_36_length_105216_cov_15.8546_ID_71-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_36_length_105216_cov_15.8546_ID_71-processed-gene-0.31&CDS=1-2283
88	OG0000088	YFR053C, YGL253W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.120&CDS=1-1461, augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.44&CDS=1-1458
89	OG0000089	YGL071W, YPL202C	augustus_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.75&CDS=1-1341, snap_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.1&CDS=1-2169
90	OG0000090	YGL077C, YNR056C	genemark-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.98&CDS=1-4989, maker-NODE_241_length_2739_cov_27.4025_ID_481-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_241_length_2739_cov_27.4025_ID_481-snap-gene-0.3&CDS=1-723
91	OG0000091	YGL082W, YPL191C	genemark-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-0.93&CDS=1-1293, snap_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.32&CDS=1-1077
92	OG0000092	YGL133W, YPL215W	augustus_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.24&CDS=1-3669, genemark-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.108&CDS=1-4272
93	OG0000093	YGL134W, YPL219W	augustus_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_95_length_35176_cov_14.5835_ID_189-processed-gene-0.25&CDS=1-1473, snap_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-2.53&CDS=1-1278
94	OG0000094	YGL162W, YPR009W	augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.126&CDS=1-987, snap_masked-NODE_93_length_36939_cov_16.8779_ID_185-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_93_length_36939_cov_16.8779_ID_185-processed-gene-0.2&CDS=1-1032
95	OG0000095	YGR027C, YLR333C	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.100&CDS=1-321, augustus_masked-NODE_61_length_63804_cov_14.6622_ID_121-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_61_length_63804_cov_14.6622_ID_121-processed-gene-0.103&CDS=1-321
96	OG0000096	YGR118W, YPR132W	augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_23_length_126268_cov_16.0242_ID_45-processed-gene-0.68&CDS=1-435, snap_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_52_length_74187_cov_16.7218_ID_103-processed-gene-0.47&CDS=1-435
97	OG0000097	YGR241C, YHR161C	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.180&CDS=1-1536, augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.127&CDS=1-1695
98	OG0000098	YHL003C, YKL008C	maker-NODE_87_length_40760_cov_15.2921_ID_173-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_87_length_40760_cov_15.2921_ID_173-augustus-gene-0.50&CDS=1-2526, snap_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.23&CDS=1-1332
99	OG0000099	YHL007C, YKL010C	augustus_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.41&CDS=1-2235, genemark-NODE_87_length_40760_cov_15.2921_ID_173-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_87_length_40760_cov_15.2921_ID_173-processed-gene-0.60&CDS=1-6831
100	OG0000100	YHR123W, YNL130C	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.86&CDS=1-1173, augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.23&CDS=1-1170
