	OrthologID	Saccharomyces_cerevisiae	Tortispora_caseinolytica
53	OG0000053	YFL039C, YJL081C	augustus_masked-scaffold_1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.27&CDS=1-3309, genemark-scaffold_1-processed-gene-10.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.27&CDS=1-1320, snap_masked-scaffold_1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.114&CDS=1-1125
54	OG0000054	YFL050C, YKL064W, YOL130W	maker-scaffold_1-augustus-gene-3.67-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.67&CDS=1-3234, snap_masked-scaffold_3-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.52&CDS=1-2151
55	OG0000055	YGL216W, YPL155C	snap_masked-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.30&CDS=1-2775, snap_masked-scaffold_2-processed-gene-12.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.73&CDS=1-1794, snap_masked-scaffold_2-processed-gene-4.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.61&CDS=1-1530
56	OG0000056	YGR056W, YKR008W, YLR357W	augustus_masked-scaffold_1-processed-gene-6.161-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.161&CDS=1-2082, snap_masked-scaffold_1-processed-gene-19.11-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.11&CDS=1-1575
57	OG0000057	YGR070W, YLR371W, YLR425W	snap_masked-scaffold_2-processed-gene-6.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.1&CDS=1-3549, snap_masked-scaffold_3-processed-gene-24.56-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.56&CDS=1-4080
58	OG0000058	YGR100W, YMR192W, YPL249C	snap_masked-scaffold_1-processed-gene-29.3-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.3&CDS=1-2724, snap_masked-scaffold_2-processed-gene-8.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.93&CDS=1-1875
59	OG0000059	YHL007C, YNL298W, YOL113W	snap_masked-scaffold_2-processed-gene-29.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.45&CDS=1-3327, snap_masked-scaffold_4-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.23&CDS=1-2982
60	OG0000060	YHR098C, YIL109C, YNL049C	snap_masked-scaffold_2-processed-gene-20.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.89&CDS=1-2877, snap_masked-scaffold_3-processed-gene-14.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.95&CDS=1-2562
61	OG0000061	YHR135C, YNL154C, YPL204W	maker-scaffold_2-snap-gene-1.105-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.105&CDS=1-1458, maker-scaffold_3-snap-gene-25.208-mRNA-1_1&gene=maker-scaffold_3-snap-gene-25.208&CDS=1-1308
62	OG0000062	YIL065C, YNL274C	snap_masked-scaffold_1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.107&CDS=1-990, snap_masked-scaffold_3-processed-gene-0.134-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.134&CDS=1-1416, snap_masked-scaffold_3-processed-gene-4.121-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.121&CDS=1-996
63	OG0000063	YJL105W, YKR029C, YPL181W	augustus_masked-scaffold_3-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.134&CDS=1-2406, snap_masked-scaffold_2-processed-gene-3.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.3&CDS=1-1386
64	OG0000064	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
65	OG0000065	YMR006C, YMR008C, YOL011W	maker-scaffold_2-snap-gene-28.172-mRNA-1_1&gene=maker-scaffold_2-snap-gene-28.172&CDS=1-4755, snap_masked-scaffold_2-processed-gene-28.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.124&CDS=1-1878
66	OG0000066	YMR127C, YOR244W	snap_masked-scaffold_3-processed-gene-16.63-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.63&CDS=1-1401, snap_masked-scaffold_3-processed-gene-25.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.90&CDS=1-870, snap_masked-scaffold_4-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.43&CDS=1-1839
67	OG0000067	YNL106C, YOL065C, YOR109W	maker-scaffold_1-augustus-gene-27.2-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-27.2&CDS=1-3765, snap_masked-scaffold_2-processed-gene-13.151-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.151&CDS=1-1188
68	OG0000068	YAL019W, YPR010C-A	maker-scaffold_3-snap-gene-3.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.1&CDS=1-3468, snap_masked-scaffold_2-processed-gene-4.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.97&CDS=1-2892
69	OG0000069	YAL036C, YGR173W	snap_masked-scaffold_1-processed-gene-22.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.78&CDS=1-1101, snap_masked-scaffold_1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.17&CDS=1-1101
70	OG0000070	YAL060W, YAL061W	snap_masked-scaffold_1-processed-gene-11.162-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.162&CDS=1-1107, snap_masked-scaffold_2-processed-gene-21.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.31&CDS=1-1107
71	OG0000071	YBL037W, YPR029C	genemark-scaffold_1-processed-gene-11.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.101&CDS=1-2726, snap_masked-scaffold_2-processed-gene-11.0-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.0&CDS=1-2421
72	OG0000072	YBL078C, YLR170C	augustus_masked-scaffold_1-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.82&CDS=1-471, augustus_masked-scaffold_2-processed-gene-25.121-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.121&CDS=1-828
73	OG0000073	YBL095W, YER182W	augustus_masked-scaffold_2-processed-gene-25.131-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.131&CDS=1-801, snap_masked-scaffold_3-processed-gene-19.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.11&CDS=1-687
74	OG0000074	YBR038W, YNL192W	snap_masked-scaffold_2-processed-gene-23.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.113&CDS=1-2760, snap_masked-scaffold_3-processed-gene-14.86-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.86&CDS=1-2931
75	OG0000075	YBR073W, YGL163C	maker-scaffold_3-augustus-gene-13.2-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-13.2&CDS=1-2979, snap_masked-scaffold_3-processed-gene-21.99-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.99&CDS=1-2745
76	OG0000076	YBR078W, YDR055W	snap_masked-scaffold_1-processed-gene-14.121-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.121&CDS=1-1272, snap_masked-scaffold_1-processed-gene-14.142-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.142&CDS=1-1212
77	OG0000077	YBR249C, YDR035W	snap_masked-scaffold_2-processed-gene-5.127-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.127&CDS=1-1143, snap_masked-scaffold_2-processed-gene-9.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.86&CDS=1-1125
78	OG0000078	YBR260C	snap_masked-scaffold_1-processed-gene-19.41-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.41&CDS=1-1836, snap_masked-scaffold_2-processed-gene-15.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.29&CDS=1-3147, snap_masked-scaffold_3-processed-gene-8.112-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.112&CDS=1-1608
79	OG0000079	YBR288C, YPL259C	snap_masked-scaffold_2-processed-gene-17.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.19&CDS=1-1287, snap_masked-scaffold_2-processed-gene-24.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.86&CDS=1-1305
80	OG0000080	YCL043C, YOR288C	snap_masked-scaffold_2-processed-gene-28.147-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.147&CDS=1-723, snap_masked-scaffold_3-processed-gene-12.123-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.123&CDS=1-1518
81	OG0000081	YCL067C, YCR039C, YCR096C	snap_masked-scaffold_3-processed-gene-14.70-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.70&CDS=1-918
82	OG0000082	YCL069W, YGR224W, YKR105C, YPR198W	
83	OG0000083	YCR083W, YGR209C, YLR043C	augustus_masked-scaffold_2-processed-gene-30.105-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-30.105&CDS=1-1353
84	OG0000084	YCR105W, YMR318C	snap_masked-scaffold_1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.16&CDS=1-1059, snap_masked-scaffold_3-processed-gene-19.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.25&CDS=1-1077
85	OG0000085	YDL001W, YFR048W	snap_masked-scaffold_1-processed-gene-18.167-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.167&CDS=1-1338, snap_masked-scaffold_4-processed-gene-2.103-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.103&CDS=1-2022
86	OG0000086	YDL056W, YLR182W	snap_masked-scaffold_1-processed-gene-7.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.106&CDS=1-2313, snap_masked-scaffold_2-processed-gene-13.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.116&CDS=1-2280
87	OG0000087	YDL132W, YDL142C	augustus_masked-scaffold_1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.10&CDS=1-2973, maker-scaffold_1-snap-gene-8.170-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.170&CDS=1-2454
88	OG0000088	YDL159W, YJL128C	snap_masked-scaffold_2-processed-gene-24.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.59&CDS=1-1134, snap_masked-scaffold_3-processed-gene-18.28-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.28&CDS=1-1956
89	OG0000089	YDL208W, YEL026W	snap_masked-scaffold_1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.83&CDS=1-498, snap_masked-scaffold_3-processed-gene-14.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.93&CDS=1-378
90	OG0000090	YDR002W, YLR335W	augustus_masked-scaffold_1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.124&CDS=1-3903, snap_masked-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.57&CDS=1-2091
91	OG0000091	YDR004W, YER095W	snap_masked-scaffold_1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.77&CDS=1-1044, snap_masked-scaffold_2-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.28&CDS=1-996
92	OG0000092	YDR037W, YNL073W	snap_masked-scaffold_2-processed-gene-24.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.88&CDS=1-1770, snap_masked-scaffold_3-processed-gene-19.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.31&CDS=1-1542
93	OG0000093	YDR038C, YDR039C, YDR040C	snap_masked-scaffold_1-processed-gene-19.32-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.32&CDS=1-3414
94	OG0000094	YDR135C, YGR281W	genemark-scaffold_1-processed-gene-30.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.29&CDS=1-5568, snap_masked-scaffold_2-processed-gene-1.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.16&CDS=1-4173
95	OG0000095	YDR155C, YLR216C	snap_masked-scaffold_1-processed-gene-19.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.35&CDS=1-1092, snap_masked-scaffold_3-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.21&CDS=1-489
96	OG0000096	YDR170C, YPR095C	snap_masked-scaffold_1-processed-gene-13.134-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.134&CDS=1-2934, snap_masked-scaffold_3-processed-gene-18.5-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.5&CDS=1-5418
97	OG0000097	YDR178W, YLR164W, YOR297C	snap_masked-scaffold_3-processed-gene-15.136-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.136&CDS=1-498
98	OG0000098	YDR191W, YOR025W	snap_masked-scaffold_1-processed-gene-16.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.29&CDS=1-1188, snap_masked-scaffold_1-processed-gene-29.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.24&CDS=1-1350
99	OG0000099	YDR256C, YGR088W	maker-scaffold_2-snap-gene-5.122-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.122&CDS=1-2790, snap_masked-scaffold_2-processed-gene-27.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.119&CDS=1-1557
100	OG0000100	YDR258C, YLL026W	snap_masked-scaffold_1-processed-gene-19.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.38&CDS=1-2670, snap_masked-scaffold_2-processed-gene-28.160-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.160&CDS=1-2373
101	OG0000101	YDR284C	augustus_masked-scaffold_1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.62&CDS=1-951, snap_masked-scaffold_2-processed-gene-30.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.120&CDS=1-906, snap_masked-scaffold_3-processed-gene-16.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.85&CDS=1-891
102	OG0000102	YDR313C, YGL023C	snap_masked-scaffold_2-processed-gene-19.69-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.69&CDS=1-768, snap_masked-scaffold_2-processed-gene-27.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.136&CDS=1-672
103	OG0000103	YDR457W, YER125W	snap_masked-scaffold_1-processed-gene-12.64-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.64&CDS=1-10653, snap_masked-scaffold_3-processed-gene-25.73-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.73&CDS=1-2922
104	OG0000104	YER028C, YGL209W	snap_masked-scaffold_1-processed-gene-23.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.12&CDS=1-1335, snap_masked-scaffold_3-processed-gene-22.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.135&CDS=1-1401
105	OG0000105	YER041W, YGR258C	augustus_masked-scaffold_2-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.153&CDS=1-1425, maker-scaffold_2-snap-gene-15.120-mRNA-1_1&gene=maker-scaffold_2-snap-gene-15.120&CDS=1-2154
106	OG0000106	YER047C, YPR173C	snap_masked-scaffold_1-processed-gene-14.130-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.130&CDS=1-1272, snap_masked-scaffold_2-processed-gene-20.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.72&CDS=1-2901
107	OG0000107	YER056C, YER060W, YER060W-A	augustus_masked-scaffold_2-processed-gene-24.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.9&CDS=1-1506
108	OG0000108	YER057C, YIL051C	augustus_masked-scaffold_3-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.31&CDS=1-387, snap_masked-scaffold_3-processed-gene-12.132-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.132&CDS=1-372
109	OG0000109	YER065C, YPR006C	snap_masked-scaffold_2-processed-gene-23.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.136&CDS=1-1635, snap_masked-scaffold_2-processed-gene-27.140-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.140&CDS=1-1704
110	OG0000110	YER172C, YGR271W	maker-scaffold_1-augustus-gene-13.85-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.85&CDS=1-6072, snap_masked-scaffold_3-processed-gene-21.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.98&CDS=1-6393
111	OG0000111	YFL017W-A, YNL147W	maker-scaffold_1-snap-gene-19.92-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.92&CDS=1-228, snap_masked-scaffold_3-processed-gene-23.127-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.127&CDS=1-294
112	OG0000112	YFL033C, YNL161W	maker-scaffold_2-augustus-gene-10.60-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.60&CDS=1-5298, snap_masked-scaffold_3-processed-gene-4.125-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.125&CDS=1-1875
113	OG0000113	YFL034C-B, YIL106W	snap_masked-scaffold_1-processed-gene-5.14-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.14&CDS=1-786, snap_masked-scaffold_3-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.19&CDS=1-648
114	OG0000114	YFL059W, YMR096W, YNL333W	snap_masked-scaffold_1-processed-gene-30.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.91&CDS=1-930
115	OG0000115	YFL060C, YMR095C, YNL334C	augustus_masked-scaffold_2-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.35&CDS=1-675
116	OG0000116	YFR038W, YOR304W	maker-scaffold_1-augustus-gene-8.7-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.7&CDS=1-3027, snap_masked-scaffold_1-processed-gene-14.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.143&CDS=1-3054
117	OG0000117	YGL003C, YGL116W	augustus_masked-scaffold_1-processed-gene-20.149-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.149&CDS=1-2694, snap_masked-scaffold_2-processed-gene-6.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.10&CDS=1-1620
118	OG0000118	YGL019W, YOR039W	augustus_masked-scaffold_3-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.1&CDS=1-1395, snap_masked-scaffold_3-processed-gene-11.155-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.155&CDS=1-675
119	OG0000119	YGL073W, YOR140W	snap_masked-scaffold_1-processed-gene-13.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.101&CDS=1-2697, snap_masked-scaffold_2-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.27&CDS=1-1473
120	OG0000120	YGL080W	augustus_masked-scaffold_3-processed-gene-23.190-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-23.190&CDS=1-4137, maker-scaffold_2-snap-gene-11.113-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.113&CDS=1-1647, snap_masked-scaffold_1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.3&CDS=1-1746
121	OG0000121	YGL155W, YPR176C	augustus_masked-scaffold_3-processed-gene-22.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-22.86&CDS=1-1188, snap_masked-scaffold_2-processed-gene-26.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.41&CDS=1-996
122	OG0000122	YGL173C, YOR374W	maker-scaffold_1-augustus-gene-22.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-22.1&CDS=1-5970, snap_masked-scaffold_2-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.15&CDS=1-1476
123	OG0000123	YGL194C, YNL330C	snap_masked-scaffold_1-processed-gene-25.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.81&CDS=1-1365, snap_masked-scaffold_4-processed-gene-2.130-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.130&CDS=1-1554
124	OG0000124	YGL203C, YMR297W	maker-scaffold_2-augustus-gene-12.163-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.163&CDS=1-4491, snap_masked-scaffold_2-processed-gene-20.82-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.82&CDS=1-1650
125	OG0000125	YGR087C, YLR044C, YLR134W	maker-scaffold_1-snap-gene-22.147-mRNA-1_1&gene=maker-scaffold_1-snap-gene-22.147&CDS=1-1692
126	OG0000126	YGR132C, YLR240W	maker-scaffold_3-augustus-gene-10.64-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.64&CDS=1-3477, snap_masked-scaffold_3-processed-gene-4.136-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.136&CDS=1-837
127	OG0000127	YGR189C	augustus_masked-scaffold_2-processed-gene-26.139-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-26.139&CDS=1-2061, genemark-scaffold_1-processed-gene-23.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-23.97&CDS=1-1203, snap_masked-scaffold_2-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.58&CDS=1-1137
128	OG0000128	YGR192C, YJL052W, YJR009C	snap_masked-scaffold_2-processed-gene-16.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.15&CDS=1-1011
129	OG0000129	YGR273C, YMR295C	snap_masked-scaffold_1-processed-gene-27.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.67&CDS=1-624, snap_masked-scaffold_3-processed-gene-6.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.135&CDS=1-897
130	OG0000130	YHR023W, YOR326W	augustus_masked-scaffold_2-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.38&CDS=1-7074, snap_masked-scaffold_3-processed-gene-14.62-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.62&CDS=1-4713
131	OG0000131	YHR065C, YNR038W	snap_masked-scaffold_1-processed-gene-18.128-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.128&CDS=1-1545, snap_masked-scaffold_3-processed-gene-3.50-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.50&CDS=1-1263
132	OG0000132	YHR113W, YKL103C	maker-scaffold_4-augustus-gene-2.195-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.195&CDS=1-2094, snap_masked-scaffold_1-processed-gene-10.157-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.157&CDS=1-1434
133	OG0000133	YHR123W, YNL130C	maker-scaffold_2-augustus-gene-17.99-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.99&CDS=1-1782, snap_masked-scaffold_1-processed-gene-26.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.68&CDS=1-1182
134	OG0000134	YHR146W, YNL173C	snap_masked-scaffold_2-processed-gene-16.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.30&CDS=1-369, snap_masked-scaffold_2-processed-gene-29.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.14&CDS=1-1182
135	OG0000135	YHR172W, YNL126W	snap_masked-scaffold_2-processed-gene-23.133-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.133&CDS=1-1740, snap_masked-scaffold_3-processed-gene-5.129-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.129&CDS=1-2187
136	OG0000136	YHR178W	augustus_masked-scaffold_1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.25&CDS=1-1932, snap_masked-scaffold_1-processed-gene-11.140-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.140&CDS=1-2352, snap_masked-scaffold_1-processed-gene-12.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.65&CDS=1-2226
137	OG0000137	YIL078W, YKL194C	snap_masked-scaffold_2-processed-gene-5.153-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.153&CDS=1-1233, snap_masked-scaffold_4-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.49&CDS=1-2127
138	OG0000138	YIL120W, YIL121W	snap_masked-scaffold_3-processed-gene-3.22-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.22&CDS=1-1569, snap_masked-scaffold_3-processed-gene-3.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.24&CDS=1-1569
139	OG0000139	YIR013C, YLR013W, YPL021W	snap_masked-scaffold_1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.58&CDS=1-1509
140	OG0000140	YJL049W, YMR077C	maker-scaffold_3-augustus-gene-13.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-13.0&CDS=1-3108, snap_masked-scaffold_1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.18&CDS=1-609
