	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
76	OG0000076	genemark-AE016816-processed-gene-4.139-mRNA-1_1&gene=genemark-AE016816-processed-gene-4.139&CDS=1-1650, maker-AE016818-augustus-gene-13.36-mRNA-1_1&gene=maker-AE016818-augustus-gene-13.36&CDS=1-2691	YKL146W, YNL101W
77	OG0000077	augustus_masked-AE016816-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-4.23&CDS=1-5415, augustus_masked-AE016817-processed-gene-13.186-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.186&CDS=1-4674	YHR023W, YOR326W
78	OG0000078	augustus_masked-AE016816-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-5.166&CDS=1-2634, maker-AE016816-augustus-gene-5.62-mRNA-1_1&gene=maker-AE016816-augustus-gene-5.62&CDS=1-5466	YHR027C, YOR219C
79	OG0000079	augustus_masked-AE016816-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-5.146&CDS=1-2373	YOR229W, YOR230W, YPL139C
80	OG0000080	augustus_masked-AE016816-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-6.2&CDS=1-2454, augustus_masked-AE016816-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-7.131&CDS=1-2061	YBL052C, YOR244W
81	OG0000081	augustus_masked-AE016818-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.39&CDS=1-1908, maker-AE016817-snap-gene-2.58-mRNA-1_1&gene=maker-AE016817-snap-gene-2.58&CDS=1-3012	YDR444W, YGL144C
82	OG0000082	augustus_masked-AE016817-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-2.154&CDS=1-1230, augustus_masked-AE016818-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-14.15&CDS=1-1410	YNL064C, YNL077W
83	OG0000083	augustus_masked-AE016817-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-3.165&CDS=1-1404, augustus_masked-AE016820-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.103&CDS=1-1320	YER119C, YIL088C
84	OG0000084	augustus_masked-AE016817-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-3.142&CDS=1-309, augustus_masked-AE016818-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-6.96&CDS=1-309	YBR009C, YNL030W
85	OG0000085	augustus_masked-AE016817-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-3.154&CDS=1-2232, augustus_masked-AE016818-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.30&CDS=1-1467	YMR215W, YOL132W
86	OG0000086	augustus_masked-AE016817-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-4.97&CDS=1-3303, genemark-AE016817-processed-gene-5.118-mRNA-1_1&gene=genemark-AE016817-processed-gene-5.118&CDS=1-1485	YNL301C, YOL120C
87	OG0000087	augustus_masked-AE016817-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-4.85&CDS=1-1989, augustus_masked-AE016820-processed-gene-15.60-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-15.60&CDS=1-282	YGR221C, YHR149C
88	OG0000088	genemark-AE016817-processed-gene-5.129-mRNA-1_1&gene=genemark-AE016817-processed-gene-5.129&CDS=1-2136	YER056C, YER060W, YER060W-A
89	OG0000089	augustus_masked-AE016817-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-5.40&CDS=1-1680, genemark-AE016820-processed-gene-9.110-mRNA-1_1&gene=genemark-AE016820-processed-gene-9.110&CDS=1-1671	YER065C, YPR006C
90	OG0000090	augustus_masked-AE016817-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-6.93&CDS=1-1413, augustus_masked-AE016819-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-5.67&CDS=1-1641	YER123W, YHR135C
91	OG0000091	augustus_masked-AE016817-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-6.102&CDS=1-2328, augustus_masked-AE016819-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.65&CDS=1-2355	YJL200C, YLR304C
92	OG0000092	snap_masked-AE016817-processed-gene-6.68-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-6.68&CDS=1-1008, snap_masked-AE016817-processed-gene-9.88-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-9.88&CDS=1-1125	YAL018C, YOL048C
93	OG0000093	augustus_masked-AE016817-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-10.90&CDS=1-2517, augustus_masked-AE016817-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-9.17&CDS=1-2631	YMR054W, YOR270C
94	OG0000094	augustus_masked-AE016817-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.146&CDS=1-1407, augustus_masked-AE016817-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-9.46&CDS=1-1299	YDL078C, YKL085W
95	OG0000095	genemark-AE016817-processed-gene-10.34-mRNA-1_1&gene=genemark-AE016817-processed-gene-10.34&CDS=1-1974, snap_masked-AE016819-processed-gene-14.103-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-14.103&CDS=1-1542	YGR068C, YOR018W
96	OG0000096	augustus_masked-AE016817-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.67&CDS=1-1359, maker-AE016817-snap-gene-10.56-mRNA-1_1&gene=maker-AE016817-snap-gene-10.56&CDS=1-1662	YDL025C, YOR267C
97	OG0000097	snap_masked-AE016817-processed-gene-10.157-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-10.157&CDS=1-2373, snap_masked-AE016820-processed-gene-10.46-mRNA-1_1&gene=snap_masked-AE016820-processed-gene-10.46&CDS=1-1410	YDR420W, YGR014W
98	OG0000098	augustus_masked-AE016817-processed-gene-11.176-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.176&CDS=1-1599, augustus_masked-AE016819-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.145&CDS=1-1557	YML120C, YMR145C
99	OG0000099	augustus_masked-AE016817-processed-gene-13.185-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.185&CDS=1-3933, augustus_masked-AE016820-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-13.1&CDS=1-4641	YAL026C, YER166W
100	OG0000100	genemark-AE016817-processed-gene-13.17-mRNA-1_1&gene=genemark-AE016817-processed-gene-13.17&CDS=1-2103, genemark-AE016820-processed-gene-11.34-mRNA-1_1&gene=genemark-AE016820-processed-gene-11.34&CDS=1-1836	YLR098C, YOR337W
101	OG0000101	augustus_masked-AE016817-processed-gene-13.241-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.241&CDS=1-2913, augustus_masked-AE016817-processed-gene-13.243-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.243&CDS=1-2421	YAL051W, YOR363C
102	OG0000102	augustus_masked-AE016820-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-4.39&CDS=1-2061, maker-AE016817-augustus-gene-13.254-mRNA-1_1&gene=maker-AE016817-augustus-gene-13.254&CDS=1-2652	YAL054C, YLR153C
103	OG0000103	augustus_masked-AE016818-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.9&CDS=1-906, augustus_masked-AE016820-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-10.86&CDS=1-915	YGR086C, YPL004C
104	OG0000104	augustus_masked-AE016818-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.130&CDS=1-2187, augustus_masked-AE016820-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-9.38&CDS=1-2712	YDR258C, YLL026W
105	OG0000105	augustus_masked-AE016818-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.114&CDS=1-2961, augustus_masked-AE016819-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-1.55&CDS=1-2874	YGR240C, YMR205C
106	OG0000106	augustus_masked-AE016818-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-7.87&CDS=1-3846, snap_masked-AE016818-processed-gene-3.125-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-3.125&CDS=1-3213	YJL050W, YLR398C
107	OG0000107	augustus_masked-AE016818-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.81&CDS=1-1719, genemark-AE016818-processed-gene-6.148-mRNA-1_1&gene=genemark-AE016818-processed-gene-6.148&CDS=1-1818	YBR015C, YJL186W
108	OG0000108	augustus_masked-AE016818-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.89&CDS=1-840, augustus_masked-AE016819-processed-gene-15.50-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.50&CDS=1-840	YDL049C, YJL174W
109	OG0000109	augustus_masked-AE016818-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.140&CDS=1-1512, snap_masked-AE016818-processed-gene-4.67-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-4.67&CDS=1-2049	YCR008W, YKL168C
110	OG0000110	augustus_masked-AE016818-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.129&CDS=1-2001, genemark-AE016818-processed-gene-10.22-mRNA-1_1&gene=genemark-AE016818-processed-gene-10.22&CDS=1-1836	YDR338C, YHR032W
111	OG0000111	augustus_masked-AE016818-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-6.88&CDS=1-393, genemark-AE016820-processed-gene-14.119-mRNA-1_1&gene=genemark-AE016820-processed-gene-14.119&CDS=1-393	YBL003C, YDR225W
112	OG0000112	augustus_masked-AE016818-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-6.79&CDS=1-1572, augustus_masked-AE016820-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-1.66&CDS=1-1689	YBR139W, YMR297W
113	OG0000113	augustus_masked-AE016818-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.118&CDS=1-2727, genemark-AE016818-processed-gene-7.7-mRNA-1_1&gene=genemark-AE016818-processed-gene-7.7&CDS=1-2625	YMR266W, YOL084W
114	OG0000114	augustus_masked-AE016818-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-7.86&CDS=1-2322, augustus_masked-AE016819-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-7.67&CDS=1-2901	YDL126C, YLR397C
115	OG0000115	augustus_masked-AE016818-processed-gene-10.160-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.160&CDS=1-2073, augustus_masked-AE016818-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-8.28&CDS=1-2319	YHR031C, YML061C
116	OG0000116	augustus_masked-AE016818-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-14.8&CDS=1-3837, augustus_masked-AE016818-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.66&CDS=1-4506	YML072C, YOR086C
117	OG0000117	augustus_masked-AE016818-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.133&CDS=1-948	YOL055C, YPL258C, YPR121W
118	OG0000118	augustus_masked-AE016818-processed-gene-10.163-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.163&CDS=1-1170, augustus_masked-AE016819-processed-gene-14.128-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.128&CDS=1-1659	YGR059W, YHR107C
119	OG0000119	augustus_masked-AE016818-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.8&CDS=1-2310, genemark-AE016820-processed-gene-11.6-mRNA-1_1&gene=genemark-AE016820-processed-gene-11.6&CDS=1-1767	YDR037W, YNL072W
120	OG0000120	augustus_masked-AE016818-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.24&CDS=1-3864, snap_masked-AE016819-processed-gene-14.93-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-14.93&CDS=1-4323	YIL126W, YOR290C
121	OG0000121	augustus_masked-AE016819-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-0.10&CDS=1-546, genemark-AE016820-processed-gene-9.101-mRNA-1_1&gene=genemark-AE016820-processed-gene-9.101&CDS=1-1122	YKL032C, YMR072W
122	OG0000122	augustus_masked-AE016819-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-2.43&CDS=1-1818, snap_masked-AE016819-processed-gene-6.154-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-6.154&CDS=1-855	YGL073W, YOR140W
123	OG0000123	augustus_masked-AE016819-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-3.27&CDS=1-3258, snap_masked-AE016819-processed-gene-14.58-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-14.58&CDS=1-3072	YBR245C, YOR304W
124	OG0000124	augustus_masked-AE016819-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-5.103&CDS=1-1110	YCR102C, YLR460C, YNL134C
125	OG0000125	augustus_masked-AE016819-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-6.61&CDS=1-3093, augustus_masked-AE016819-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.28&CDS=1-2697	YFR040W, YKR028W
126	OG0000126	augustus_masked-AE016819-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.36&CDS=1-3009, genemark-AE016819-processed-gene-11.163-mRNA-1_1&gene=genemark-AE016819-processed-gene-11.163&CDS=1-2178	YDR466W, YDR490C
127	OG0000127	augustus_masked-AE016819-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.70&CDS=1-2181, augustus_masked-AE016820-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-16.34&CDS=1-2061	YBL011W, YKR067W
128	OG0000128	augustus_masked-AE016819-processed-gene-14.138-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.138&CDS=1-1491, augustus_masked-AE016820-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-13.19&CDS=1-6219	YGL009C, YGL202W
129	OG0000129	augustus_masked-AE016820-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.44&CDS=1-1608	YLR237W, YOR071C, YOR192C
130	OG0000130	augustus_masked-AE016820-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-0.38&CDS=1-4200, augustus_masked-AE016820-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-11.58&CDS=1-4476	YDR135C, YGR281W
131	OG0000131	augustus_masked-AE016820-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.150&CDS=1-921	YLL052C, YLL053C, YPR192W
132	OG0000132	augustus_masked-AE016820-processed-gene-16.36-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-16.36&CDS=1-2769, augustus_masked-AE016820-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-2.161&CDS=1-1668	YCR088W, YJL020C
133	OG0000133	augustus_masked-AE016820-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-4.28&CDS=1-4164, genemark-AE016820-processed-gene-3.132-mRNA-1_1&gene=genemark-AE016820-processed-gene-3.132&CDS=1-2583	YDR164C, YNR067C
134	OG0000134	augustus_masked-AE016820-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-AE016820-processed-gene-8.148&CDS=1-3288	YDR038C, YDR039C, YDR040C
135	OG0000135	augustus_masked-AE016814-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.65&CDS=1-867	YHR043C, YHR044C
136	OG0000136	augustus_masked-AE016814-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-1.71&CDS=1-2388	YOR256C, YPL176C
137	OG0000137	augustus_masked-AE016814-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.11&CDS=1-1689, augustus_masked-AE016816-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-1.33&CDS=1-1758	YLR044C
138	OG0000138	augustus_masked-AE016814-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-2.21&CDS=1-1320	YDR312W, YHR066W
139	OG0000139	augustus_masked-AE016814-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-3.57&CDS=1-1542	YCL011C, YNL004W
140	OG0000140	augustus_masked-AE016814-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-4.109&CDS=1-1008, augustus_masked-AE016817-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-1.36&CDS=1-1248	YPR065W
141	OG0000141	snap_masked-AE016814-processed-gene-4.104-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-4.104&CDS=1-549	YMR206W, YNR014W
142	OG0000142	augustus_masked-AE016814-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.162&CDS=1-1212	YGR109C, YPR120C
143	OG0000143	augustus_masked-AE016814-processed-gene-5.165-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.165&CDS=1-435	YGR118W, YPR132W
144	OG0000144	genemark-AE016814-processed-gene-5.25-mRNA-1_1&gene=genemark-AE016814-processed-gene-5.25&CDS=1-495	YDR418W, YEL054C
145	OG0000145	augustus_masked-AE016814-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.143&CDS=1-2094	YBR214W, YGL056C
146	OG0000146	augustus_masked-AE016814-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.186&CDS=1-1839	YBR216C, YGL060W
147	OG0000147	snap_masked-AE016814-processed-gene-5.297-mRNA-1_1&gene=snap_masked-AE016814-processed-gene-5.297&CDS=1-288	YGL089C, YPL187W
148	OG0000148	augustus_masked-AE016814-processed-gene-5.201-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.201&CDS=1-1089	YBR031W, YDR012W
149	OG0000149	augustus_masked-AE016814-processed-gene-5.202-mRNA-1_1&gene=augustus_masked-AE016814-processed-gene-5.202&CDS=1-1500, augustus_masked-AE016819-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.16&CDS=1-1500	YKL217W
150	OG0000150	augustus_masked-AE016815-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-1.72&CDS=1-1287	YDL222C, YNL194C
151	OG0000151	snap_masked-AE016815-processed-gene-1.131-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-1.131&CDS=1-5733	YHR146W, YNL173C
152	OG0000152	augustus_masked-AE016815-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-2.34&CDS=1-468	YBR048W, YDR025W
153	OG0000153	augustus_masked-AE016815-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-2.47&CDS=1-1218	YBR078W, YDR055W
154	OG0000154	augustus_masked-AE016815-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-3.20&CDS=1-1704	YKL127W, YMR105C
155	OG0000155	snap_masked-AE016815-processed-gene-3.73-mRNA-1_1&gene=snap_masked-AE016815-processed-gene-3.73&CDS=1-2202	YKL121W, YMR102C
156	OG0000156	augustus_masked-AE016815-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-4.148&CDS=1-438	YHL001W, YKL006W
157	OG0000157	augustus_masked-AE016815-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-4.128&CDS=1-1239	YHL003C, YKL008C
158	OG0000158	augustus_masked-AE016815-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-4.163&CDS=1-324	YGR027C, YLR333C
159	OG0000159	augustus_masked-AE016815-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-4.166&CDS=1-1389	YHL017W, YKL039W
160	OG0000160	augustus_masked-AE016815-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-5.154&CDS=1-564	YKL065C, YMR040W
161	OG0000161	maker-AE016815-augustus-gene-5.114-mRNA-1_1&gene=maker-AE016815-augustus-gene-5.114&CDS=1-4056	YMR042W, YMR043W
162	OG0000162	augustus_masked-AE016815-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-6.23&CDS=1-891	YFL059W, YNL333W
163	OG0000163	augustus_masked-AE016815-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-7.62&CDS=1-1350	YBR177C, YPL095C
164	OG0000164	augustus_masked-AE016815-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-AE016815-processed-gene-7.78&CDS=1-1059	YDL246C, YJR159W
165	OG0000165	maker-AE016815-augustus-gene-7.5-mRNA-1_1&gene=maker-AE016815-augustus-gene-7.5&CDS=1-1761	YFL048C, YLR080W
166	OG0000166	genemark-AE016816-processed-gene-0.141-mRNA-1_1&gene=genemark-AE016816-processed-gene-0.141&CDS=1-372	YGR034W, YLR344W
167	OG0000167	augustus_masked-AE016816-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-0.98&CDS=1-1545	YDL161W, YLR206W
168	OG0000168	augustus_masked-AE016816-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-1.30&CDS=1-1107	YGR214W, YLR048W
169	OG0000169	augustus_masked-AE016816-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-1.13&CDS=1-309	YGR209C, YLR043C
170	OG0000170	maker-AE016816-snap-gene-1.182-mRNA-1_1&gene=maker-AE016816-snap-gene-1.182&CDS=1-1515	YDR353W, YHR106W
171	OG0000171	maker-AE016816-augustus-gene-1.120-mRNA-1_1&gene=maker-AE016816-augustus-gene-1.120&CDS=1-3303	YDR351W, YHR103W
172	OG0000172	augustus_masked-AE016816-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-2.10&CDS=1-1635	YNL095C, YOR092W
173	OG0000173	augustus_masked-AE016816-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-2.29&CDS=1-768	YHL033C, YLL045C
174	OG0000174	genemark-AE016816-processed-gene-3.28-mRNA-1_1&gene=genemark-AE016816-processed-gene-3.28&CDS=1-1410	YER081W, YIL074C
175	OG0000175	augustus_masked-AE016816-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-4.18&CDS=1-2994	YJL045W, YKL148C
176	OG0000176	snap_masked-AE016816-processed-gene-4.94-mRNA-1_1&gene=snap_masked-AE016816-processed-gene-4.94&CDS=1-255	YHR021C, YKL156W
177	OG0000177	augustus_masked-AE016816-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-AE016816-processed-gene-5.159&CDS=1-837	YDR272W, YOR040W
