	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
74	OG0000074	genemark-NC_026173.1-processed-gene-0.55-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-0.55&CDS=1-3081, genemark-NC_026183.1-processed-gene-11.74-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.74&CDS=1-3402	YCL024W, YDR507C
75	OG0000075	genemark-NC_026173.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-1.64&CDS=1-1380, genemark-NC_026184.1-processed-gene-6.64-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.64&CDS=1-1437	YCR005C, YNR001C
76	OG0000076	genemark-NC_026173.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-1.66&CDS=1-849, genemark-NC_026184.1-processed-gene-6.65-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.65&CDS=1-846	YCR010C, YNR002C
77	OG0000077	augustus_masked-NC_026180.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-0.54&CDS=1-6444, snap_masked-NC_026173.1-processed-gene-1.232-mRNA-1_1&gene=snap_masked-NC_026173.1-processed-gene-1.232&CDS=1-2859	YCR037C, YJL197W
78	OG0000078	genemark-NC_026173.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-1.92&CDS=1-3993, genemark-NC_026184.1-processed-gene-6.75-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.75&CDS=1-4737	YCR073C, YNR031C
79	OG0000079	genemark-NC_026173.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-1.49&CDS=1-942, genemark-NC_026184.1-processed-gene-6.43-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.43&CDS=1-963	YCR073W-A, YNR034W
80	OG0000080	genemark-NC_026173.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_026173.1-processed-gene-1.57&CDS=1-2100, genemark-NC_026184.1-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.50&CDS=1-2682	YCR091W, YNR047W
81	OG0000081	genemark-NC_026174.1-processed-gene-1.56-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-1.56&CDS=1-2613, genemark-NC_026174.1-processed-gene-2.109-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-2.109&CDS=1-2289	YDL138W, YDL194W
82	OG0000082	genemark-NC_026174.1-processed-gene-2.110-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-2.110&CDS=1-543, snap_masked-NC_026174.1-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-1.106&CDS=1-543	YDL137W, YDL192W
83	OG0000083	augustus_masked-NC_026174.1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-2.86&CDS=1-1704, genemark-NC_026174.1-processed-gene-1.81-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-1.81&CDS=1-1131	YDL134C, YDL188C
84	OG0000084	genemark-NC_026184.1-processed-gene-6.92-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.92&CDS=1-1488, maker-NC_026174.1-augustus-gene-1.40-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-1.40&CDS=1-2460	YDL178W, YEL071W
85	OG0000085	genemark-NC_026174.1-processed-gene-2.94-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-2.94&CDS=1-1377, genemark-NC_026182.1-processed-gene-5.25-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-5.25&CDS=1-1899	YDL161W, YLR206W
86	OG0000086	genemark-NC_026174.1-processed-gene-7.46-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.46&CDS=1-597, snap_masked-NC_026174.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-3.17&CDS=1-597	YDL082W, YMR142C
87	OG0000087	genemark-NC_026174.1-processed-gene-4.60-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.60&CDS=1-933, maker-NC_026174.1-augustus-gene-6.4-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-6.4&CDS=1-2130	YDL047W, YDR075W
88	OG0000088	genemark-NC_026185.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.37&CDS=1-1437, maker-NC_026174.1-augustus-gene-4.54-mRNA-1_1&gene=maker-NC_026174.1-augustus-gene-4.54&CDS=1-2496	YDL042C, YOL068C
89	OG0000089	maker-NC_026185.1-snap-gene-1.50-mRNA-1_1&gene=maker-NC_026185.1-snap-gene-1.50&CDS=1-2205, snap_masked-NC_026174.1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-4.31&CDS=1-1338	YDL036C, YOL066C
90	OG0000090	genemark-NC_026174.1-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-4.68&CDS=1-1173, genemark-NC_026185.1-processed-gene-1.20-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.20&CDS=1-1176	YDL022W, YOL059W
91	OG0000091	genemark-NC_026174.1-processed-gene-5.38-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-5.38&CDS=1-3273	YDR038C, YDR039C, YDR040C
92	OG0000092	genemark-NC_026175.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-4.75&CDS=1-4719, snap_masked-NC_026174.1-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-6.111&CDS=1-4851	YDR093W, YER166W
93	OG0000093	genemark-NC_026174.1-processed-gene-6.30-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.30&CDS=1-801, genemark-NC_026175.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-4.82&CDS=1-801	YDR099W, YER177W
94	OG0000094	genemark-NC_026174.1-processed-gene-6.53-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-6.53&CDS=1-2016, genemark-NC_026182.1-processed-gene-2.115-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.115&CDS=1-2007	YDR107C, YLR083C
95	OG0000095	augustus_masked-NC_026174.1-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NC_026174.1-processed-gene-7.69&CDS=1-1521, genemark-NC_026182.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.92&CDS=1-1674	YDR111C, YLR089C
96	OG0000096	genemark-NC_026174.1-processed-gene-7.7-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.7&CDS=1-3660, genemark-NC_026181.1-processed-gene-1.86-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.86&CDS=1-3786	YKL129C, YMR109W
97	OG0000097	genemark-NC_026174.1-processed-gene-7.38-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.38&CDS=1-1776, genemark-NC_026182.1-processed-gene-2.71-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.71&CDS=1-1773	YLR028C, YMR120C
98	OG0000098	genemark-NC_026174.1-processed-gene-7.39-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-7.39&CDS=1-612, genemark-NC_026182.1-processed-gene-2.72-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.72&CDS=1-612	YLR029C, YMR121C
99	OG0000099	genemark-NC_026184.1-processed-gene-6.70-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.70&CDS=1-6699, snap_masked-NC_026174.1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-NC_026174.1-processed-gene-9.88&CDS=1-6528	YMR207C, YNR016C
100	OG0000100	genemark-NC_026174.1-processed-gene-9.54-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-9.54&CDS=1-2169, genemark-NC_026185.1-processed-gene-8.66-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-8.66&CDS=1-2241	YMR237W, YOR299W
101	OG0000101	genemark-NC_026174.1-processed-gene-10.114-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-10.114&CDS=1-3165, genemark-NC_026183.1-processed-gene-0.23-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-0.23&CDS=1-3297	YML100W, YMR261C
102	OG0000102	genemark-NC_026174.1-processed-gene-10.122-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-10.122&CDS=1-2922, genemark-NC_026183.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-0.18&CDS=1-2760	YML111W, YMR275C
103	OG0000103	genemark-NC_026174.1-processed-gene-10.123-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-10.123&CDS=1-1626, genemark-NC_026183.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-0.15&CDS=1-1656	YML116W, YMR279C
104	OG0000104	genemark-NC_026174.1-processed-gene-10.138-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-10.138&CDS=1-1194, snap_masked-NC_026177.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-NC_026177.1-processed-gene-9.58&CDS=1-1155	YGR279C, YMR305C
105	OG0000105	genemark-NC_026174.1-processed-gene-10.146-mRNA-1_1&gene=genemark-NC_026174.1-processed-gene-10.146&CDS=1-1314, genemark-NC_026186.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.47&CDS=1-1284	YLL061W, YPL274W
106	OG0000106	genemark-NC_026175.1-processed-gene-0.70-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-0.70&CDS=1-1764, genemark-NC_026184.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.51&CDS=1-1836	YEL063C, YNL268W
107	OG0000107	genemark-NC_026175.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-0.72&CDS=1-1977, genemark-NC_026185.1-processed-gene-3.3-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-3.3&CDS=1-1431	YEL060C, YOR003W
108	OG0000108	genemark-NC_026175.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-0.75&CDS=1-495, genemark-NC_026183.1-processed-gene-10.73-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-10.73&CDS=1-495	YDR418W, YEL054C
109	OG0000109	genemark-NC_026175.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-0.79&CDS=1-1410, genemark-NC_026180.1-processed-gene-5.56-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.56&CDS=1-1503	YEL047C, YJR051W
110	OG0000110	genemark-NC_026175.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-0.62&CDS=1-471, genemark-NC_026180.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.80&CDS=1-471	YEL034W, YJR047C
111	OG0000111	genemark-NC_026175.1-processed-gene-1.13-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-1.13&CDS=1-5448, genemark-NC_026180.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-4.53&CDS=1-4263	YEL022W, YJR031C
112	OG0000112	genemark-NC_026175.1-processed-gene-1.32-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-1.32&CDS=1-768, genemark-NC_026185.1-processed-gene-3.29-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-3.29&CDS=1-762	YER011W, YOR010C
113	OG0000113	genemark-NC_026183.1-processed-gene-4.23-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-4.23&CDS=1-2460, snap_masked-NC_026175.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NC_026175.1-processed-gene-1.133&CDS=1-2853	YER017C, YMR089C
114	OG0000114	augustus_masked-NC_026175.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NC_026175.1-processed-gene-2.87&CDS=1-1023, genemark-NC_026177.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-0.103&CDS=1-1011	YER039C, YGL225W
115	OG0000115	genemark-NC_026175.1-processed-gene-2.57-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-2.57&CDS=1-750, genemark-NC_026179.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_026179.1-processed-gene-2.9&CDS=1-750	YER062C, YIL053W
116	OG0000116	genemark-NC_026175.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-2.37&CDS=1-2661, snap_masked-NC_026179.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NC_026179.1-processed-gene-2.115&CDS=1-2607	YER070W, YIL066C
117	OG0000117	augustus_masked-NC_026175.1-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NC_026175.1-processed-gene-2.84&CDS=1-1932, genemark-NC_026185.1-processed-gene-9.62-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-9.62&CDS=1-1557	YER073W, YOR374W
118	OG0000118	genemark-NC_026175.1-processed-gene-3.49-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-3.49&CDS=1-1407, genemark-NC_026179.1-processed-gene-2.4-mRNA-1_1&gene=genemark-NC_026179.1-processed-gene-2.4&CDS=1-1407	YER081W, YIL074C
119	OG0000119	genemark-NC_026175.1-processed-gene-4.60-mRNA-1_1&gene=genemark-NC_026175.1-processed-gene-4.60&CDS=1-357, genemark-NC_026177.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-1.59&CDS=1-357	YER131W, YGL189C
120	OG0000120	genemark-NC_026176.1-processed-gene-1.108-mRNA-1_1&gene=genemark-NC_026176.1-processed-gene-1.108&CDS=1-2484, genemark-NC_026186.1-processed-gene-5.91-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-5.91&CDS=1-2517	YFL004W, YPL019C
121	OG0000121	genemark-NC_026176.1-processed-gene-1.117-mRNA-1_1&gene=genemark-NC_026176.1-processed-gene-1.117&CDS=1-2121, genemark-NC_026182.1-processed-gene-6.54-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-6.54&CDS=1-2115	YFR015C, YLR258W
122	OG0000122	augustus_masked-NC_026176.1-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NC_026176.1-processed-gene-1.221&CDS=1-2346, snap_masked-NC_026178.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NC_026178.1-processed-gene-1.134&CDS=1-1380	YFR025C, YHR016C
123	OG0000123	genemark-NC_026176.1-processed-gene-1.167-mRNA-1_1&gene=genemark-NC_026176.1-processed-gene-1.167&CDS=1-1455, genemark-NC_026177.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-0.86&CDS=1-1458	YFR053C, YGL253W
124	OG0000124	genemark-NC_026176.1-processed-gene-1.136-mRNA-1_1&gene=genemark-NC_026176.1-processed-gene-1.136&CDS=1-1857, genemark-NC_026178.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-0.30&CDS=1-1896	YHL040C, YHL047C
125	OG0000125	genemark-NC_026177.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-0.107&CDS=1-1689, genemark-NC_026184.1-processed-gene-6.54-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.54&CDS=1-1740	YGL257C, YNR059W
126	OG0000126	genemark-NC_026177.1-processed-gene-2.52-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-2.52&CDS=1-1044, genemark-NC_026177.1-processed-gene-4.107-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-4.107&CDS=1-1044	YGL039W, YGL157W
127	OG0000127	genemark-NC_026177.1-processed-gene-2.71-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-2.71&CDS=1-573, genemark-NC_026184.1-processed-gene-5.53-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.53&CDS=1-573	YGL147C, YNL067W
128	OG0000128	genemark-NC_026177.1-processed-gene-2.60-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-2.60&CDS=1-2406, snap_masked-NC_026186.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-1.7&CDS=1-2355	YGL139W, YPL221W
129	OG0000129	genemark-NC_026177.1-processed-gene-3.51-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-3.51&CDS=1-1680, genemark-NC_026186.1-processed-gene-1.100-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.100&CDS=1-1845	YGL084C, YPL189W
130	OG0000130	genemark-NC_026177.1-processed-gene-4.102-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-4.102&CDS=1-2853, snap_masked-NC_026177.1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NC_026177.1-processed-gene-8.102&CDS=1-2898	YGL049C, YGR162W
131	OG0000131	genemark-NC_026177.1-processed-gene-4.128-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-4.128&CDS=1-465, genemark-NC_026177.1-processed-gene-7.51-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-7.51&CDS=1-465	YGL031C, YGR148C
132	OG0000132	genemark-NC_026177.1-processed-gene-4.140-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-4.140&CDS=1-2751, genemark-NC_026186.1-processed-gene-4.72-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.72&CDS=1-2829	YGL008C, YPL036W
133	OG0000133	genemark-NC_026177.1-processed-gene-5.100-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-5.100&CDS=1-324, genemark-NC_026182.1-processed-gene-7.67-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-7.67&CDS=1-324	YGR027C, YLR333C
134	OG0000134	augustus_masked-NC_026182.1-processed-gene-8.185-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-8.185&CDS=1-5169, genemark-NC_026177.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-5.94&CDS=1-2766	YGR056W, YLR357W
135	OG0000135	genemark-NC_026177.1-processed-gene-6.51-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-6.51&CDS=1-3450, genemark-NC_026182.1-processed-gene-8.112-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-8.112&CDS=1-4068	YGR070W, YLR371W
136	OG0000136	genemark-NC_026177.1-processed-gene-6.82-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-6.82&CDS=1-522, genemark-NC_026186.1-processed-gene-7.156-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-7.156&CDS=1-522	YGR085C, YPR102C
137	OG0000137	genemark-NC_026177.1-processed-gene-6.83-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-6.83&CDS=1-1017, genemark-NC_026186.1-processed-gene-5.112-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-5.112&CDS=1-1032	YGR086C, YPL004C
138	OG0000138	augustus_masked-NC_026177.1-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-NC_026177.1-processed-gene-6.111&CDS=1-1719, genemark-NC_026186.1-processed-gene-7.114-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-7.114&CDS=1-1677	YGR092W, YPR111W
139	OG0000139	augustus_masked-NC_026177.1-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NC_026177.1-processed-gene-7.62&CDS=1-435, snap_masked-NC_026186.1-processed-gene-7.213-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-7.213&CDS=1-435	YGR118W, YPR132W
140	OG0000140	augustus_masked-NC_026186.1-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-7.56&CDS=1-1698, genemark-NC_026177.1-processed-gene-7.43-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-7.43&CDS=1-1473	YGR121C, YPR138C
141	OG0000141	genemark-NC_026177.1-processed-gene-7.20-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-7.20&CDS=1-1716, genemark-NC_026186.1-processed-gene-7.132-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-7.132&CDS=1-1716	YGR124W, YPR145W
142	OG0000142	genemark-NC_026177.1-processed-gene-7.48-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-7.48&CDS=1-1839, genemark-NC_026186.1-processed-gene-7.174-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-7.174&CDS=1-1866	YGR138C, YPR156C
143	OG0000143	augustus_masked-NC_026186.1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-7.27&CDS=1-1290, snap_masked-NC_026177.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NC_026177.1-processed-gene-7.110&CDS=1-1257	YGR141W, YPR157W
144	OG0000144	genemark-NC_026177.1-processed-gene-7.31-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-7.31&CDS=1-2304, genemark-NC_026186.1-processed-gene-7.137-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-7.137&CDS=1-2160	YGR143W, YPR159W
145	OG0000145	genemark-NC_026177.1-processed-gene-9.86-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-9.86&CDS=1-1311, maker-NC_026178.1-augustus-gene-4.77-mRNA-1_1&gene=maker-NC_026178.1-augustus-gene-4.77&CDS=1-1812	YGR254W, YHR174W
146	OG0000146	genemark-NC_026177.1-processed-gene-9.87-mRNA-1_1&gene=genemark-NC_026177.1-processed-gene-9.87&CDS=1-1476, maker-NC_026178.1-augustus-gene-4.78-mRNA-1_1&gene=maker-NC_026178.1-augustus-gene-4.78&CDS=1-3171	YGR256W, YHR183W
147	OG0000147	augustus_masked-NC_026178.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NC_026178.1-processed-gene-0.67&CDS=1-252, snap_masked-NC_026182.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-0.19&CDS=1-252	YHL033C, YLL045C
148	OG0000148	augustus_masked-NC_026178.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NC_026178.1-processed-gene-0.57&CDS=1-1845, genemark-NC_026181.1-processed-gene-3.101-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.101&CDS=1-1446	YHL017W, YKL039W
149	OG0000149	genemark-NC_026178.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-1.61&CDS=1-1233, genemark-NC_026181.1-processed-gene-4.84-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.84&CDS=1-1269	YHL003C, YKL008C
150	OG0000150	genemark-NC_026181.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.69&CDS=1-1341, snap_masked-NC_026178.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NC_026178.1-processed-gene-1.107&CDS=1-1311	YHR001W, YKR003W
151	OG0000151	augustus_masked-NC_026178.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NC_026178.1-processed-gene-1.16&CDS=1-3045, genemark-NC_026183.1-processed-gene-8.68-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-8.68&CDS=1-1284	YDR300C, YHR032W
152	OG0000152	genemark-NC_026178.1-processed-gene-2.146-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-2.146&CDS=1-2568, maker-NC_026181.1-augustus-gene-1.104-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-1.104&CDS=1-2895	YHR047C, YKL157W
153	OG0000153	genemark-NC_026178.1-processed-gene-3.109-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-3.109&CDS=1-957, genemark-NC_026183.1-processed-gene-9.64-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-9.64&CDS=1-957	YDR353W, YHR106W
154	OG0000154	augustus_masked-NC_026178.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NC_026178.1-processed-gene-3.58&CDS=1-1755, genemark-NC_026183.1-processed-gene-9.67-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-9.67&CDS=1-1671	YDR358W, YHR108W
155	OG0000155	genemark-NC_026178.1-processed-gene-3.143-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-3.143&CDS=1-1617, genemark-NC_026184.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.82&CDS=1-1698	YHR135C, YNL154C
156	OG0000156	genemark-NC_026178.1-processed-gene-4.26-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-4.26&CDS=1-1200, genemark-NC_026186.1-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.34&CDS=1-1200	YHR179W, YPL171C
157	OG0000157	augustus_masked-NC_026180.1-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.43&CDS=1-783, genemark-NC_026178.1-processed-gene-4.63-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-4.63&CDS=1-783	YHR203C, YJR145C
158	OG0000158	genemark-NC_026178.1-processed-gene-4.44-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-4.44&CDS=1-1179, genemark-NC_026180.1-processed-gene-6.70-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.70&CDS=1-1128	YHR208W, YJR148W
159	OG0000159	genemark-NC_026178.1-processed-gene-4.65-mRNA-1_1&gene=genemark-NC_026178.1-processed-gene-4.65&CDS=1-1029, genemark-NC_026184.1-processed-gene-6.90-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.90&CDS=1-1026	YHR210C, YNR071C
160	OG0000160	augustus_masked-NC_026179.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NC_026179.1-processed-gene-0.53&CDS=1-5091, genemark-NC_026181.1-processed-gene-5.173-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.173&CDS=1-3630	YIL151C, YKR096W
161	OG0000161	augustus_masked-NC_026179.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NC_026179.1-processed-gene-0.62&CDS=1-597, genemark-NC_026184.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.87&CDS=1-594	YIL133C, YNL069C
162	OG0000162	genemark-NC_026179.1-processed-gene-1.6-mRNA-1_1&gene=genemark-NC_026179.1-processed-gene-1.6&CDS=1-1464, genemark-NC_026184.1-processed-gene-5.54-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.54&CDS=1-1254	YIL123W, YNL066W
163	OG0000163	genemark-NC_026179.1-processed-gene-1.28-mRNA-1_1&gene=genemark-NC_026179.1-processed-gene-1.28&CDS=1-2793, snap_masked-NC_026184.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-5.29&CDS=1-2649	YIL109C, YNL049C
