	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041863_Candida_gorgasii
227	OG0000227	YDL210W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.120&CDS=1-1692, genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-16.116-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-16.116&CDS=1-1686
228	OG0000228	YDL222C, YNL194C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.128&CDS=1-864
229	OG0000229	YDL224C, YNL197C	genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.6&CDS=1-1773
230	OG0000230	YDL229W, YNL209W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-16.8&CDS=1-1839
231	OG0000231	YDR066C, YER139C	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-1.81&CDS=1-774
232	OG0000232	YDR087C	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.21&CDS=1-990, genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.114&CDS=1-360
233	OG0000233	YDR098C, YER174C	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.11&CDS=1-732
234	OG0000234	YDR099W, YER177W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.110&CDS=1-762
235	OG0000235	YDR107C, YLR083C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.89&CDS=1-1881
236	OG0000236	YDR122W, YLR096W	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.95-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.95&CDS=1-3495
237	OG0000237	YDR143C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.94&CDS=1-2022, genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.42-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.42&CDS=1-1233
238	OG0000238	YDR146C, YLR131C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.22&CDS=1-1779
239	OG0000239	YDR151C, YLR136C	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.118&CDS=1-507
240	OG0000240	YDR178W, YLR164W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.82&CDS=1-486
241	OG0000241	YDR200C, YLR238W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.111&CDS=1-1746
242	OG0000242	YDR206W, YLR233C	genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.76-mRNA-1_1&gene=genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.76&CDS=1-2958
243	OG0000243	YDR247W, YPL026C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-15.11-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-15.11&CDS=1-2451
244	OG0000244	YDR251W, YPL032C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.78&CDS=1-2745
245	OG0000245	YDR252W, YPL037C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.38&CDS=1-459
246	OG0000246	YDR253C, YPL038W	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.52-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.52&CDS=1-867
247	OG0000247	YDR256C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.64&CDS=1-1452, augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.35&CDS=1-1455
248	OG0000248	YDR263C, YOR033C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.112&CDS=1-1953
249	OG0000249	YDR272W, YOR040W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.74&CDS=1-801
250	OG0000250	YDR273W, YOR042W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.53&CDS=1-897
251	OG0000251	YDR300C, YHR033W	maker-NODE_5_length_1279566_cov_24.6861_ID_1815-augustus-gene-11.230-mRNA-1_1&gene=maker-NODE_5_length_1279566_cov_24.6861_ID_1815-augustus-gene-11.230&CDS=1-3786
252	OG0000252	YDR312W, YHR066W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.47&CDS=1-1146
253	OG0000253	YDR379W, YOR127W	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.99&CDS=1-3222
254	OG0000254	YDR382W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.160&CDS=1-330, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.40&CDS=1-327
255	OG0000255	YDR385W, YOR133W	snap_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.79&CDS=1-2526
256	OG0000256	YDR409W, YOR156C	snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.126&CDS=1-4047
257	OG0000257	YDR418W, YEL054C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.58&CDS=1-495
258	OG0000258	YDR447C, YML024W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.41&CDS=1-411
259	OG0000259	YDR450W, YML026C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-3.108-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-3.108&CDS=1-435
260	OG0000260	YDR451C, YML027W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.148&CDS=1-1209
261	OG0000261	YDR453C, YML028W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.142&CDS=1-591
262	OG0000262	YDR458C, YML034W	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-12.151-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-12.151&CDS=1-2418
263	OG0000263	YDR475C, YOR019W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.46&CDS=1-2172
264	OG0000264	YDR500C, YLR185W	genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.118&CDS=1-240
265	OG0000265	YDR501W, YLR183C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.9&CDS=1-1440
266	OG0000266	YDR505C, YLR177W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.83&CDS=1-1839
267	OG0000267	YEL006W, YIL006W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.21&CDS=1-3198
268	OG0000268	YEL022W, YJR031C	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-17.1-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-17.1&CDS=1-5337
269	OG0000269	YEL034W, YJR047C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.16&CDS=1-471
270	OG0000270	YEL039C, YJR048W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.96&CDS=1-1770
271	OG0000271	YEL046C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.3&CDS=1-1101, genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.34&CDS=1-1092
272	OG0000272	YEL047C, YJR051W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-0.103&CDS=1-1398
273	OG0000273	YEL066W, YPR193C	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.81&CDS=1-876
274	OG0000274	YER031C, YGL210W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-8.37&CDS=1-654
275	OG0000275	YER054C, YIL045W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.200-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.200&CDS=1-1602
276	OG0000276	YER056C-A, YIL052C	maker-NODE_12_length_253780_cov_35.5173_ID_1944-augustus-gene-1.97-mRNA-1_1&gene=maker-NODE_12_length_253780_cov_35.5173_ID_1944-augustus-gene-1.97&CDS=1-366
277	OG0000277	YER057C, YIL051C	genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.175&CDS=1-411
278	OG0000278	YER059W, YIL050W	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.52&CDS=1-1542
279	OG0000279	YER062C, YIL053W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.202&CDS=1-756
280	OG0000280	YER066W, YFL009W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.269-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.269&CDS=1-2160
281	OG0000281	YER067W, YIL057C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.135&CDS=1-591
282	OG0000282	YER131W, YGL189C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.127&CDS=1-408
283	OG0000283	YER132C, YGL197W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.94&CDS=1-4626
284	OG0000284	YER166W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.125&CDS=1-4473, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.83&CDS=1-5058
285	OG0000285	YFL004W, YPL019C	genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.135&CDS=1-2256
286	OG0000286	YFL034C-A, YLR061W	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-4.114&CDS=1-357
287	OG0000287	YFL048C, YLR080W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.101&CDS=1-1407
288	OG0000288	YFL050C, YOL130W	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.110&CDS=1-2343
289	OG0000289	YFL061W, YNL335W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.29&CDS=1-681
290	OG0000290	YFR007W	augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.55&CDS=1-639, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.150&CDS=1-648
291	OG0000291	YFR013W, YOL017W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.5&CDS=1-2559
292	OG0000292	YFR031C-A, YIL018W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.83&CDS=1-762
293	OG0000293	YGL031C, YGR148C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.77&CDS=1-513
294	OG0000294	YGL049C, YGR162W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.47&CDS=1-3168
295	OG0000295	YGL071W, YPL202C	snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.49&CDS=1-957
296	OG0000296	YGL076C, YPL198W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.71&CDS=1-723
297	OG0000297	YGL096W, YPL177C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.149&CDS=1-651
298	OG0000298	YGL135W, YPL220W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.2&CDS=1-651
299	OG0000299	YGL139W, YPL221W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.133&CDS=1-2253
300	OG0000300	YGL147C, YNL067W	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.86&CDS=1-573
301	OG0000301	YGL162W, YPR009W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.147&CDS=1-825
302	OG0000302	YGL205W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.73&CDS=1-2127, maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-0.1&CDS=1-4185
303	OG0000303	YGL257C, YIL014W, YNR059W	
304	OG0000304	YGR008C, YLR327C	snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.125&CDS=1-243
305	OG0000305	YGR027C, YLR333C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.27&CDS=1-315
306	OG0000306	YGR034W, YLR344W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.17&CDS=1-381
307	OG0000307	YGR038W, YLR350W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.50&CDS=1-561
308	OG0000308	YGR056W, YLR357W	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-15.7-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-15.7&CDS=1-3045
309	OG0000309	YGR067C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.17&CDS=1-2100, maker-NODE_7_length_555756_cov_23.0099_ID_1080-snap-gene-4.169-mRNA-1_1&gene=maker-NODE_7_length_555756_cov_23.0099_ID_1080-snap-gene-4.169&CDS=1-2187
310	OG0000310	YGR070W, YLR371W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.81&CDS=1-3996
311	OG0000311	YGR085C, YPR102C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.98&CDS=1-522
312	OG0000312	YGR092W, YPR111W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.83&CDS=1-1572
313	OG0000313	YGR108W, YPR119W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.26&CDS=1-1119
314	OG0000314	YGR111W	snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.23&CDS=1-1173, snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.24&CDS=1-1122
315	OG0000315	YGR118W, YPR132W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.127&CDS=1-435
316	OG0000316	YGR121C, YPR138C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.124&CDS=1-1503
317	OG0000317	YGR131W, YPR149W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.84&CDS=1-507
318	OG0000318	YGR136W, YPR154W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.78&CDS=1-963
319	OG0000319	YGR138C, YPR156C	genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.35&CDS=1-1815
320	OG0000320	YGR192C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.71&CDS=1-996, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.148&CDS=1-1005
321	OG0000321	YGR197C, YJR015W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.92&CDS=1-1509
322	OG0000322	YGR209C, YLR043C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.152&CDS=1-309
