	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034877_Tetrapisispora_namnaonensis
42	OG0000042	YBL085W, YER114C	augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.76&CDS=1-3117, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.37&CDS=1-2790
43	OG0000043	YBR001C, YDR001C	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.49&CDS=1-2583, augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.56&CDS=1-2406
44	OG0000044	YBR023C, YBR038W	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.99&CDS=1-3657, maker-NODE_10_length_456291_cov_78.5413_ID_19-snap-gene-1.84-mRNA-1_1&gene=maker-NODE_10_length_456291_cov_78.5413_ID_19-snap-gene-1.84&CDS=1-5937
45	OG0000045	YBR025C, YHL014C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.9&CDS=1-1179, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.59&CDS=1-1260
46	OG0000046	YBR054W, YDR033W	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-2.42&CDS=1-951, augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.105&CDS=1-999
47	OG0000047	YBR089C-A, YPR052C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-3.39&CDS=1-279, augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-0.50&CDS=1-279
48	OG0000048	YBR140C, YOL081W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.151&CDS=1-9597, snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.57&CDS=1-8622
49	OG0000049	YBR161W, YPL057C	augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-2.1&CDS=1-1065, genemark-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.7&CDS=1-1158
50	OG0000050	YBR181C, YPL090C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-2.58&CDS=1-708, augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.55&CDS=1-708
51	OG0000051	YBR189W, YPL081W	maker-NODE_18_length_357073_cov_76.1135_ID_35-snap-gene-1.137-mRNA-1_1&gene=maker-NODE_18_length_357073_cov_76.1135_ID_35-snap-gene-1.137&CDS=1-987, maker-NODE_9_length_466427_cov_73.6239_ID_17-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_9_length_466427_cov_73.6239_ID_17-snap-gene-0.0&CDS=1-987
52	OG0000052	YBR218C, YGL062W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.42&CDS=1-3534, snap_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.91&CDS=1-3531
53	OG0000053	YBR245C, YOR304W	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-1.114&CDS=1-3336, snap_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-1.66&CDS=1-3291
54	OG0000054	YBR293W, YMR088C	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.154&CDS=1-1797, augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.98&CDS=1-1893
55	OG0000055	YBR294W, YLR092W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.192&CDS=1-2769, augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.97&CDS=1-2646
56	OG0000056	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.5&CDS=1-681
57	OG0000057	YCR010C, YNR002C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.112&CDS=1-846, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.35&CDS=1-813
58	OG0000058	YCR031C, YJL191W	augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.47&CDS=1-396, augustus_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.37&CDS=1-402
59	OG0000059	YCR037C, YJL198W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.2&CDS=1-2880, snap_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.61&CDS=1-2679
60	OG0000060	YCR105W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-4.67&CDS=1-1080, augustus_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.4&CDS=1-1086, augustus_masked-NODE_81_length_3236_cov_134.445_ID_161-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_81_length_3236_cov_134.445_ID_161-processed-gene-0.2&CDS=1-1083
61	OG0000061	YDL025C, YNL183C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.52&CDS=1-2448, augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.146&CDS=1-1770
62	OG0000062	YDL083C, YMR143W	genemark-NODE_62_length_5942_cov_72.8565_ID_123-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_62_length_5942_cov_72.8565_ID_123-processed-gene-0.2&CDS=1-405, genemark-NODE_68_length_4575_cov_70.2213_ID_135-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_68_length_4575_cov_70.2213_ID_135-processed-gene-0.6&CDS=1-423
63	OG0000063	YDL134C, YDL188C	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.140&CDS=1-1065, augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-0.51&CDS=1-1065
64	OG0000064	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-1.89&CDS=1-6450
65	OG0000065	YDR200C, YLR238W	augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-2.15&CDS=1-1584, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-5.108&CDS=1-1785
66	OG0000066	YDR287W, YHR046C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-3.164&CDS=1-882, augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-1.34&CDS=1-885
67	OG0000067	YDR368W, YOR120W	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-0.25&CDS=1-930, augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.168&CDS=1-933
68	OG0000068	YDR379W, YOR127W	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-0.21&CDS=1-3300, augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-0.106&CDS=1-2919
69	OG0000069	YDR418W, YEL054C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-1.5&CDS=1-495, augustus_masked-NODE_25_length_103201_cov_78.4145_ID_49-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_25_length_103201_cov_78.4145_ID_49-processed-gene-0.137&CDS=1-495
70	OG0000070	YDR447C, YML024W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.116&CDS=1-405, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.91&CDS=1-408
71	OG0000071	YDR450W, YML026C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.101&CDS=1-438, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.69&CDS=1-438
72	OG0000072	YDR483W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-4.124&CDS=1-1215, augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.143&CDS=1-1254, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.7&CDS=1-2316
73	OG0000073	YDR492W, YOL002C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.83&CDS=1-984, augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.121&CDS=1-981
74	OG0000074	YEL034W, YJR047C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.72&CDS=1-474, augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.94&CDS=1-474
75	OG0000075	YEL041W, YJR049C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.71&CDS=1-1152, snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.44-mRNA-1_1&gene=snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.44&CDS=1-1677
76	OG0000076	YEL063C, YNL268W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-1.41&CDS=1-1797, augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-1.55&CDS=1-1803
77	OG0000077	YER001W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.70&CDS=1-2778, augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.4&CDS=1-2277, augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.10&CDS=1-2652
78	OG0000078	YER017C, YMR089C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.62&CDS=1-2355, genemark-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.69&CDS=1-2388
79	OG0000079	YER040W, YJL110C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.41&CDS=1-1188, augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.73&CDS=1-2418
80	OG0000080	YER047C, YPL074W	augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-0.72&CDS=1-2154, snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.8&CDS=1-2565
81	OG0000081	YER054C, YIL045W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.44&CDS=1-1455, snap_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.65&CDS=1-1188
82	OG0000082	YER062C, YIL053W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.156&CDS=1-732, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.28&CDS=1-744
83	OG0000083	YER070W, YIL066C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.125&CDS=1-2637, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.15&CDS=1-2634
84	OG0000084	YER123W, YHR135C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.50&CDS=1-1518, augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.86&CDS=1-1599
85	OG0000085	YFL041W, YMR058W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.169&CDS=1-1869, augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-1.69&CDS=1-1833
86	OG0000086	YFL059W, YMR096W, YNL333W	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.126&CDS=1-897
87	OG0000087	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.158&CDS=1-687
88	OG0000088	YFR015C, YLR258W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.77&CDS=1-2133, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.18&CDS=1-2175
89	OG0000089	YFR031C-A, YIL018W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.59&CDS=1-780, snap_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.209&CDS=1-762
90	OG0000090	YGL147C, YNL067W	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.96&CDS=1-573, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-7.1&CDS=1-573
91	OG0000091	YGL162W, YPR009W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.17&CDS=1-1125, snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.32&CDS=1-882
92	OG0000092	YGL262W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.74&CDS=1-1128, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.104&CDS=1-516, genemark-NODE_32_length_30028_cov_85.8901_ID_63-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_32_length_30028_cov_85.8901_ID_63-processed-gene-0.7&CDS=1-1143
93	OG0000093	YGR027C, YLR333C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.25&CDS=1-324, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.83&CDS=1-324
94	OG0000094	YGR086C, YPL004C	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.120&CDS=1-957, augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.100&CDS=1-990
95	OG0000095	YGR088W	augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.22&CDS=1-1650, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.27&CDS=1-1677, augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.111&CDS=1-1686
96	OG0000096	YGR097W, YPR115W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.6&CDS=1-3462, snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.14&CDS=1-2697
97	OG0000097	YGR109C, YPR120C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.68&CDS=1-1125, snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.80&CDS=1-1353
98	OG0000098	YGR118W, YPR132W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.16&CDS=1-435, augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-4.62&CDS=1-435
99	OG0000099	YGR143W, YPR159W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-2.26&CDS=1-2229, augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.66&CDS=1-2088
