	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_anomalus
51	OG0000051		augustus_masked-scaffold_2-processed-gene-21.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.67&CDS=1-3096, augustus_masked-scaffold_31-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_31-processed-gene-0.4&CDS=1-1557, augustus_masked-scaffold_31-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_31-processed-gene-0.5&CDS=1-417, augustus_masked-scaffold_32-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_32-processed-gene-0.2&CDS=1-2079, snap_masked-scaffold_3-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.106&CDS=1-2070
52	OG0000052		augustus_masked-scaffold_3-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.72&CDS=1-2745, augustus_masked-scaffold_3-processed-gene-20.215-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.215&CDS=1-5415, maker-scaffold_5-snap-gene-2.46-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.46&CDS=1-2475, maker-scaffold_5-snap-gene-2.47-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.47&CDS=1-2577, maker-scaffold_5-snap-gene-3.87-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.87&CDS=1-2781
53	OG0000053	YAL054C, YLR153C	snap_masked-scaffold_1-processed-gene-20.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.106&CDS=1-2010, snap_masked-scaffold_1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.147&CDS=1-2055
54	OG0000054	YAL060W, YAL061W	maker-scaffold_3-augustus-gene-2.47-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.47&CDS=1-1341, snap_masked-scaffold_5-processed-gene-7.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.71&CDS=1-1329
55	OG0000055	YAL067C	maker-scaffold_1-snap-gene-0.40-mRNA-1_1&gene=maker-scaffold_1-snap-gene-0.40&CDS=1-1776, maker-scaffold_3-snap-gene-20.9-mRNA-1_1&gene=maker-scaffold_3-snap-gene-20.9&CDS=1-1773, snap_masked-scaffold_7-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.91&CDS=1-1704
56	OG0000056	YBL002W, YDR224C	snap_masked-scaffold_1-processed-gene-15.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.80&CDS=1-396, snap_masked-scaffold_5-processed-gene-6.79-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.79&CDS=1-396
57	OG0000057	YBL011W, YKR067W	snap_masked-scaffold_1-processed-gene-30.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.87&CDS=1-2037, snap_masked-scaffold_4-processed-gene-12.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.55&CDS=1-2004
58	OG0000058	YBL016W, YGR040W	snap_masked-scaffold_2-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.24&CDS=1-1068, snap_masked-scaffold_22-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_22-processed-gene-0.5&CDS=1-1056
59	OG0000059	YBL030C, YBR085W	snap_masked-scaffold_1-processed-gene-29.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.51&CDS=1-942, snap_masked-scaffold_7-processed-gene-8.25-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.25&CDS=1-909
60	OG0000060	YBL032W, YBR233W	snap_masked-scaffold_3-processed-gene-5.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.66&CDS=1-1272, snap_masked-scaffold_7-processed-gene-8.29-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.29&CDS=1-978
61	OG0000061	YBL042C, YBR021W, YIR028W	maker-scaffold_5-snap-gene-12.0-mRNA-1_1&gene=maker-scaffold_5-snap-gene-12.0&CDS=1-5241
62	OG0000062	YBR002C, YMR101C	snap_masked-scaffold_4-processed-gene-19.223-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-19.223&CDS=1-921, snap_masked-scaffold_5-processed-gene-8.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.90&CDS=1-810
63	OG0000063	YBR009C, YNL030W	snap_masked-scaffold_4-processed-gene-12.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.36&CDS=1-309, snap_masked-scaffold_5-processed-gene-6.61-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.61&CDS=1-309
64	OG0000064	YBR010W, YNL031C	snap_masked-scaffold_4-processed-gene-12.10-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.10&CDS=1-408, snap_masked-scaffold_5-processed-gene-6.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.88&CDS=1-408
65	OG0000065	YBR038W, YNL192W	augustus_masked-scaffold_8-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.105&CDS=1-3408, snap_masked-scaffold_1-processed-gene-19.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.86&CDS=1-3054
66	OG0000066	YBR067C	maker-scaffold_2-augustus-gene-9.37-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.37&CDS=1-1335, maker-scaffold_2-snap-gene-11.87-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.87&CDS=1-285, snap_masked-scaffold_2-processed-gene-11.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.10&CDS=1-702
67	OG0000067	YBR118W, YPR080W	augustus_masked-scaffold_3-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.51&CDS=1-1374, snap_masked-scaffold_1-processed-gene-21.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.91&CDS=1-1422
68	OG0000068	YBR139W, YMR297W	snap_masked-scaffold_4-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.83&CDS=1-1548, snap_masked-scaffold_7-processed-gene-3.99-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.99&CDS=1-1605
69	OG0000069	YBR181C, YPL090C	augustus_masked-scaffold_4-processed-gene-15.71-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.71&CDS=1-732, snap_masked-scaffold_3-processed-gene-20.332-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.332&CDS=1-708
70	OG0000070	YBR212W, YHR086W	snap_masked-scaffold_2-processed-gene-20.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.32&CDS=1-1413, snap_masked-scaffold_5-processed-gene-8.106-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.106&CDS=1-1923
71	OG0000071	YCL064C, YIL167W	snap_masked-scaffold_1-processed-gene-31.147-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.147&CDS=1-1020, snap_masked-scaffold_1-processed-gene-9.136-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.136&CDS=1-1026
72	OG0000072	YCR010C, YNR002C	augustus_masked-scaffold_7-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.28&CDS=1-822, augustus_masked-scaffold_7-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.29&CDS=1-831
73	OG0000073	YCR037C, YNR013C	snap_masked-scaffold_1-processed-gene-10.94-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.94&CDS=1-2658, snap_masked-scaffold_7-processed-gene-4.79-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.79&CDS=1-2457
74	OG0000074	YCR102C, YLR460C, YNL134C	snap_masked-scaffold_2-processed-gene-19.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.97&CDS=1-1101
75	OG0000075	YDL066W, YLR174W	snap_masked-scaffold_1-processed-gene-25.134-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.134&CDS=1-1314, snap_masked-scaffold_5-processed-gene-3.1-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.1&CDS=1-1230
76	OG0000076	YDL082W, YMR142C	snap_masked-scaffold_1-processed-gene-20.93-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.93&CDS=1-594, snap_masked-scaffold_3-processed-gene-6.147-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.147&CDS=1-597
77	OG0000077	YDL113C, YDR425W	snap_masked-scaffold_1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.27&CDS=1-1845, snap_masked-scaffold_1-processed-gene-14.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.61&CDS=1-1689
78	OG0000078	YDL114W, YLR426W	maker-scaffold_1-snap-gene-20.110-mRNA-1_1&gene=maker-scaffold_1-snap-gene-20.110&CDS=1-939, maker-scaffold_6-snap-gene-4.120-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.120&CDS=1-966
79	OG0000079	YDL138W	snap_masked-scaffold_1-processed-gene-9.130-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.130&CDS=1-1638, snap_masked-scaffold_2-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.35&CDS=1-1644, snap_masked-scaffold_4-processed-gene-11.46-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.46&CDS=1-2097
80	OG0000080	YDL206W, YER022W	augustus_masked-scaffold_3-processed-gene-13.135-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.135&CDS=1-3822, snap_masked-scaffold_1-processed-gene-27.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.143&CDS=1-1980
81	OG0000081	YDL216C, YFR004W	snap_masked-scaffold_1-processed-gene-12.47-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.47&CDS=1-1545, snap_masked-scaffold_1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.69&CDS=1-930
82	OG0000082	YDR002W, YLR335W	augustus_masked-scaffold_5-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.38&CDS=1-636, snap_masked-scaffold_1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.50&CDS=1-2160
83	OG0000083	YDR144C, YLR120C, YLR121C	snap_masked-scaffold_4-processed-gene-13.110-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.110&CDS=1-1824
84	OG0000084	YDR178W, YLR164W	snap_masked-scaffold_1-processed-gene-14.72-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.72&CDS=1-504, snap_masked-scaffold_7-processed-gene-5.13-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.13&CDS=1-537
85	OG0000085	YDR197W, YHR063C	snap_masked-scaffold_2-processed-gene-3.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.31&CDS=1-1143, snap_masked-scaffold_4-processed-gene-14.15-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.15&CDS=1-1053
86	OG0000086	YDR218C, YJR076C	maker-scaffold_7-snap-gene-1.106-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.106&CDS=1-1143, snap_masked-scaffold_8-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.59&CDS=1-1212
87	OG0000087	YDR444W, YGL144C	maker-scaffold_4-snap-gene-5.50-mRNA-1_1&gene=maker-scaffold_4-snap-gene-5.50&CDS=1-2586, snap_masked-scaffold_4-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.13&CDS=1-2187
88	OG0000088	YDR507C, YKL101W	snap_masked-scaffold_2-processed-gene-20.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.42&CDS=1-3132, snap_masked-scaffold_4-processed-gene-7.35-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.35&CDS=1-3477
89	OG0000089	YER015W	snap_masked-scaffold_3-processed-gene-10.104-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.104&CDS=1-2082, snap_masked-scaffold_3-processed-gene-12.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.4&CDS=1-2055, snap_masked-scaffold_7-processed-gene-8.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.22&CDS=1-2130
90	OG0000090	YER017C, YMR089C	snap_masked-scaffold_4-processed-gene-14.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.17&CDS=1-2235, snap_masked-scaffold_5-processed-gene-7.76-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.76&CDS=1-2733
91	OG0000091	YER047C, YPL074W	augustus_masked-scaffold_8-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.146&CDS=1-1908, snap_masked-scaffold_2-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.18&CDS=1-2496
92	OG0000092	YER056C, YER060W, YER060W-A	maker-scaffold_1-augustus-gene-3.116-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.116&CDS=1-1359
93	OG0000093	YER056C-A, YIL052C	augustus_masked-scaffold_1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.41&CDS=1-372, snap_masked-scaffold_2-processed-gene-15.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.31&CDS=1-372
94	OG0000094	YER073W, YOR374W	maker-scaffold_3-snap-gene-12.134-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.134&CDS=1-1941, snap_masked-scaffold_7-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.92&CDS=1-1569
95	OG0000095	YER075C, YOR208W	genemark-scaffold_8-processed-gene-3.183-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.183&CDS=1-1926, snap_masked-scaffold_3-processed-gene-12.7-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.7&CDS=1-2277
96	OG0000096	YER119C, YIL088C	snap_masked-scaffold_4-processed-gene-12.12-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.12&CDS=1-1224, snap_masked-scaffold_6-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.29&CDS=1-1407
97	OG0000097	YER129W, YGL179C	augustus_masked-scaffold_3-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.37&CDS=1-1539, snap_masked-scaffold_2-processed-gene-6.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.7&CDS=1-3498
98	OG0000098	YFL059W, YMR096W, YNL333W	snap_masked-scaffold_3-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.122&CDS=1-882
99	OG0000099	YFL060C, YMR095C, YNL334C	snap_masked-scaffold_3-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.97&CDS=1-783
100	OG0000100	YGL038C, YJR075W	snap_masked-scaffold_1-processed-gene-30.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.91&CDS=1-1146, snap_masked-scaffold_7-processed-gene-6.96-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.96&CDS=1-1242
101	OG0000101	YGL057C, YGL226W	genemark-scaffold_3-processed-gene-11.116-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.116&CDS=1-408, snap_masked-scaffold_1-processed-gene-18.168-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.168&CDS=1-792
102	OG0000102	YGL147C, YNL067W	snap_masked-scaffold_2-processed-gene-7.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.26&CDS=1-573, snap_masked-scaffold_6-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.18&CDS=1-573
103	OG0000103	YGL185C, YPL113C	maker-scaffold_4-snap-gene-12.112-mRNA-1_1&gene=maker-scaffold_4-snap-gene-12.112&CDS=1-1095, maker-scaffold_4-snap-gene-14.99-mRNA-1_1&gene=maker-scaffold_4-snap-gene-14.99&CDS=1-2160
104	OG0000104	YGR108W, YPR119W	snap_masked-scaffold_7-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.96&CDS=1-1188, snap_masked-scaffold_7-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.97&CDS=1-1236
105	OG0000105	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
106	OG0000106	YGR177C, YOR377W	augustus_masked-scaffold_3-processed-gene-17.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.58&CDS=1-1428, maker-scaffold_4-snap-gene-3.6-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.6&CDS=1-5835
107	OG0000107	YGR184C, YLR024C	snap_masked-scaffold_7-processed-gene-7.14-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.14&CDS=1-5541, snap_masked-scaffold_7-processed-gene-7.29-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.29&CDS=1-5523
108	OG0000108	YGR249W, YOR140W	snap_masked-scaffold_1-processed-gene-13.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.82&CDS=1-2226, snap_masked-scaffold_3-processed-gene-16.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.85&CDS=1-2103
109	OG0000109	YHL003C, YNL025C	maker-scaffold_4-augustus-gene-12.108-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-12.108&CDS=1-1563, snap_masked-scaffold_6-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.61&CDS=1-1167
110	OG0000110	YHL019C, YPL259C	snap_masked-scaffold_2-processed-gene-1.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.91&CDS=1-1272, snap_masked-scaffold_4-processed-gene-19.221-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-19.221&CDS=1-1398
111	OG0000111	YHL033C, YLL045C	maker-scaffold_1-snap-gene-3.182-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.182&CDS=1-771, snap_masked-scaffold_3-processed-gene-18.18-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.18&CDS=1-774
112	OG0000112	YHL039W, YPL208W	snap_masked-scaffold_4-processed-gene-3.65-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.65&CDS=1-1701, snap_masked-scaffold_5-processed-gene-4.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.104&CDS=1-1758
113	OG0000113	YHR050W, YLR034C	snap_masked-scaffold_1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.80&CDS=1-1653, snap_masked-scaffold_2-processed-gene-21.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.125&CDS=1-1464
114	OG0000114	YHR090C, YOR064C	snap_masked-scaffold_1-processed-gene-17.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.68&CDS=1-759, snap_masked-scaffold_2-processed-gene-19.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.101&CDS=1-939
115	OG0000115	YHR179W, YPL171C	augustus_masked-scaffold_2-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.55&CDS=1-1179, augustus_masked-scaffold_26-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.1&CDS=1-1179
116	OG0000116	YHR203C, YJR145C	maker-scaffold_3-snap-gene-13.104-mRNA-1_1&gene=maker-scaffold_3-snap-gene-13.104&CDS=1-783, snap_masked-scaffold_5-processed-gene-14.141-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.141&CDS=1-783
117	OG0000117	YIL035C, YOR061W	genemark-scaffold_1-processed-gene-18.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.20&CDS=1-999, snap_masked-scaffold_4-processed-gene-15.23-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.23&CDS=1-1020
118	OG0000118	YIL126W, YOR290C	genemark-scaffold_3-processed-gene-20.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-20.109&CDS=1-4746, snap_masked-scaffold_4-processed-gene-9.54-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.54&CDS=1-3744
119	OG0000119	YIL130W, YJL206C	snap_masked-scaffold_1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.102&CDS=1-2184, snap_masked-scaffold_1-processed-gene-28.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.17&CDS=1-2631
120	OG0000120	YIL159W, YNL271C	snap_masked-scaffold_1-processed-gene-17.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.96&CDS=1-4236, snap_masked-scaffold_2-processed-gene-20.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.14&CDS=1-5067
121	OG0000121	YIL162W	augustus_masked-scaffold_6-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.86&CDS=1-1644, augustus_masked-scaffold_6-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.87&CDS=1-1152, maker-scaffold_6-augustus-gene-1.15-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.15&CDS=1-1497
122	OG0000122	YIR013C, YLR013W	maker-scaffold_3-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.1&CDS=1-1131, snap_masked-scaffold_4-processed-gene-13.89-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.89&CDS=1-1614
123	OG0000123	YIR017C, YNL103W	snap_masked-scaffold_1-processed-gene-19.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.96&CDS=1-1101, snap_masked-scaffold_2-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.71&CDS=1-639
124	OG0000124	YJL137C, YKR058W	maker-scaffold_6-snap-gene-5.12-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.12&CDS=1-4446, snap_masked-scaffold_1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.75&CDS=1-1023
125	OG0000125	YJL190C, YLR367W	maker-scaffold_5-snap-gene-13.58-mRNA-1_1&gene=maker-scaffold_5-snap-gene-13.58&CDS=1-390, snap_masked-scaffold_1-processed-gene-27.136-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.136&CDS=1-390
126	OG0000126	YJR039W	snap_masked-scaffold_3-processed-gene-7.58-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.58&CDS=1-2028, snap_masked-scaffold_3-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.59&CDS=1-2058, snap_masked-scaffold_6-processed-gene-8.67-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.67&CDS=1-3390
127	OG0000127	YJR045C, YLR369W	augustus_masked-scaffold_7-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.11&CDS=1-2145, snap_masked-scaffold_3-processed-gene-8.134-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.134&CDS=1-1947
128	OG0000128	YJR046W	snap_masked-scaffold_17-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-0.2&CDS=1-1185, snap_masked-scaffold_2-processed-gene-11.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.21&CDS=1-1185, snap_masked-scaffold_3-processed-gene-8.116-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.116&CDS=1-1896
129	OG0000129	YJR116W, YPR114W	genemark-scaffold_3-processed-gene-13.45-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.45&CDS=1-804, snap_masked-scaffold_1-processed-gene-27.124-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.124&CDS=1-882
130	OG0000130	YLL028W	augustus_masked-scaffold_4-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.75&CDS=1-1746, snap_masked-scaffold_4-processed-gene-11.57-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.57&CDS=1-1794, snap_masked-scaffold_4-processed-gene-11.64-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.64&CDS=1-1863
131	OG0000131	YLL062C, YMR321C, YPL273W	augustus_masked-scaffold_7-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.45&CDS=1-900
132	OG0000132	YLR146C, YPR069C	maker-scaffold_2-snap-gene-2.55-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.55&CDS=1-891, snap_masked-scaffold_1-processed-gene-21.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.58&CDS=1-879
133	OG0000133	YLR237W, YOR071C, YOR192C	snap_masked-scaffold_2-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.30&CDS=1-1665
134	OG0000134	YML020W, YMR160W	snap_masked-scaffold_1-processed-gene-18.180-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.180&CDS=1-1914, snap_masked-scaffold_4-processed-gene-5.13-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.13&CDS=1-2031
135	OG0000135	YMR006C, YMR008C, YOL011W	snap_masked-scaffold_5-processed-gene-13.110-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.110&CDS=1-1977
136	OG0000136	YMR054W, YOR270C	maker-scaffold_2-snap-gene-19.57-mRNA-1_1&gene=maker-scaffold_2-snap-gene-19.57&CDS=1-2478, maker-scaffold_3-snap-gene-3.6-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.6&CDS=1-2412
137	OG0000137	YMR135C	augustus_masked-scaffold_2-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.2&CDS=1-522, augustus_masked-scaffold_26-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.0&CDS=1-768, maker-scaffold_2-snap-gene-11.86-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.86&CDS=1-1218
138	OG0000138	YMR152W	snap_masked-scaffold_4-processed-gene-1.93-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.93&CDS=1-1050, snap_masked-scaffold_6-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.37&CDS=1-1056, snap_masked-scaffold_6-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.38&CDS=1-1068
