	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
70	OG0000070	maker-AZAH01000001.1-augustus-gene-10.168-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-10.168&CDS=1-1914, snap_masked-AZAH01000007.1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-4.123&CDS=1-1017	YIL035C, YOR061W
71	OG0000071	augustus_masked-AZAH01000001.1-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-12.58&CDS=1-1716, snap_masked-AZAH01000002.1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-5.20&CDS=1-1458	YER123W, YHR135C
72	OG0000072	snap_masked-AZAH01000001.1-processed-gene-12.117-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-12.117&CDS=1-1137, snap_masked-AZAH01000017.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AZAH01000017.1-processed-gene-0.2&CDS=1-1128	YFL039C, YHR129C
73	OG0000073	augustus_masked-AZAH01000001.1-processed-gene-16.156-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-16.156&CDS=1-2820, snap_masked-AZAH01000001.1-processed-gene-12.118-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-12.118&CDS=1-735	YNL148C, YPL174C
74	OG0000074	snap_masked-AZAH01000001.1-processed-gene-13.46-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-13.46&CDS=1-3849, snap_masked-AZAH01000011.1-processed-gene-1.247-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.247&CDS=1-3213	YJL050W, YLR398C
75	OG0000075	augustus_masked-AZAH01000001.1-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-13.1&CDS=1-2325, augustus_masked-AZAH01000009.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.60&CDS=1-4521	YDL126C, YLR397C
76	OG0000076	snap_masked-AZAH01000001.1-processed-gene-13.66-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-13.66&CDS=1-2661, snap_masked-AZAH01000006.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-0.86&CDS=1-2748	YMR266W, YOL084W
77	OG0000077	snap_masked-AZAH01000001.1-processed-gene-14.0-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-14.0&CDS=1-1779, snap_masked-AZAH01000003.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.110&CDS=1-1560	YBR015C, YJL186W
78	OG0000078	snap_masked-AZAH01000001.1-processed-gene-14.3-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-14.3&CDS=1-861, snap_masked-AZAH01000006.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-0.87&CDS=1-822	YBR011C, YMR267W
79	OG0000079	snap_masked-AZAH01000001.1-processed-gene-14.14-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-14.14&CDS=1-393, snap_masked-AZAH01000007.1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-2.22&CDS=1-393	YBL003C, YDR225W
80	OG0000080	snap_masked-AZAH01000001.1-processed-gene-15.102-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-15.102&CDS=1-2643, snap_masked-AZAH01000002.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-1.2&CDS=1-2472	YHR028C, YOR219C
81	OG0000081	augustus_masked-AZAH01000001.1-processed-gene-16.161-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-16.161&CDS=1-2508, snap_masked-AZAH01000002.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-0.140&CDS=1-2604	YMR054W, YOR270C
82	OG0000082	snap_masked-AZAH01000001.1-processed-gene-17.26-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-17.26&CDS=1-1683, snap_masked-AZAH01000002.1-processed-gene-9.89-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-9.89&CDS=1-1173	YGR059W, YHR107C
83	OG0000083	snap_masked-AZAH01000001.1-processed-gene-17.34-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-17.34&CDS=1-1035, snap_masked-AZAH01000003.1-processed-gene-7.128-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.128&CDS=1-1047	YCR034W, YLR372W
84	OG0000084	snap_masked-AZAH01000002.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-0.138&CDS=1-1887, snap_masked-AZAH01000017.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AZAH01000017.1-processed-gene-0.22&CDS=1-1806	YFL041W, YMR058W
85	OG0000085	snap_masked-AZAH01000002.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-0.147&CDS=1-1134, snap_masked-AZAH01000002.1-processed-gene-7.18-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-7.18&CDS=1-1761	YGR169C, YOL066C
86	OG0000086	augustus_masked-AZAH01000002.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-AZAH01000002.1-processed-gene-1.110&CDS=1-5556, snap_masked-AZAH01000008.1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.109&CDS=1-4674	YHR023W, YOR326W
87	OG0000087	snap_masked-AZAH01000002.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-1.48&CDS=1-2310, snap_masked-AZAH01000012.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.20&CDS=1-2052	YKR001C, YLL001W
88	OG0000088	maker-AZAH01000002.1-snap-gene-2.94-mRNA-1_1&gene=maker-AZAH01000002.1-snap-gene-2.94&CDS=1-2814, snap_masked-AZAH01000008.1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.35&CDS=1-1104	YAL036C, YGR173W
89	OG0000089	snap_masked-AZAH01000002.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-5.30&CDS=1-2328, snap_masked-AZAH01000003.1-processed-gene-7.104-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.104&CDS=1-2394	YJL200C, YLR304C
90	OG0000090	snap_masked-AZAH01000002.1-processed-gene-6.6-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-6.6&CDS=1-3600, snap_masked-AZAH01000008.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-1.5&CDS=1-1620	YER129W, YKL048C
91	OG0000091	snap_masked-AZAH01000002.1-processed-gene-6.18-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-6.18&CDS=1-5121, snap_masked-AZAH01000007.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-1.58&CDS=1-4509	YDR135C, YLL048C
92	OG0000092	augustus_masked-AZAH01000002.1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-AZAH01000002.1-processed-gene-6.75&CDS=1-3132, snap_masked-AZAH01000008.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.23&CDS=1-2184	YDR466W, YDR490C
93	OG0000093	augustus_masked-AZAH01000002.1-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-AZAH01000002.1-processed-gene-6.62&CDS=1-1773, maker-AZAH01000016.1-snap-gene-0.89-mRNA-1_1&gene=maker-AZAH01000016.1-snap-gene-0.89&CDS=1-3243	YOL102C, YOR001W
94	OG0000094	snap_masked-AZAH01000002.1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-7.50&CDS=1-2367, snap_masked-AZAH01000005.1-processed-gene-4.238-mRNA-1_1&gene=snap_masked-AZAH01000005.1-processed-gene-4.238&CDS=1-2715	YDR258C, YLL026W
95	OG0000095	snap_masked-AZAH01000002.1-processed-gene-8.93-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-8.93&CDS=1-2967, snap_masked-AZAH01000003.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-1.96&CDS=1-2877	YGR240C, YMR205C
96	OG0000096	maker-AZAH01000002.1-snap-gene-8.84-mRNA-1_1&gene=maker-AZAH01000002.1-snap-gene-8.84&CDS=1-2265, snap_masked-AZAH01000012.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.10&CDS=1-2865	YHL007C, YNL298W
97	OG0000097	snap_masked-AZAH01000002.1-processed-gene-8.106-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-8.106&CDS=1-1179, snap_masked-AZAH01000008.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-0.8&CDS=1-1245	YBR025C, YHL014C
98	OG0000098	genemark-AZAH01000002.1-processed-gene-9.29-mRNA-1_1&gene=genemark-AZAH01000002.1-processed-gene-9.29&CDS=1-2088, maker-AZAH01000010.1-augustus-gene-2.103-mRNA-1_1&gene=maker-AZAH01000010.1-augustus-gene-2.103&CDS=1-3363	YBL011W, YKR067W
99	OG0000099	snap_masked-AZAH01000002.1-processed-gene-9.62-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-9.62&CDS=1-3000, snap_masked-AZAH01000003.1-processed-gene-9.206-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.206&CDS=1-1320	YDR523C, YHR102W
100	OG0000100	snap_masked-AZAH01000002.1-processed-gene-10.184-mRNA-1_1&gene=snap_masked-AZAH01000002.1-processed-gene-10.184&CDS=1-1260, snap_masked-AZAH01000007.1-processed-gene-2.36-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-2.36&CDS=1-1398	YDR218C, YJR076C
101	OG0000101	augustus_masked-AZAH01000003.1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-2.62&CDS=1-1680, snap_masked-AZAH01000016.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AZAH01000016.1-processed-gene-0.66&CDS=1-1794	YCR045C, YEL060C
102	OG0000102	augustus_masked-AZAH01000010.1-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.171&CDS=1-3111, snap_masked-AZAH01000003.1-processed-gene-3.53-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-3.53&CDS=1-903	YKL139W, YPL031C
103	OG0000103	snap_masked-AZAH01000003.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-3.67&CDS=1-849	YLL052C, YLL053C, YPR192W
104	OG0000104	augustus_masked-AZAH01000003.1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-5.10&CDS=1-357, augustus_masked-AZAH01000004.1-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.134&CDS=1-2091	YGR221C, YHR149C
105	OG0000105	snap_masked-AZAH01000003.1-processed-gene-5.127-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-5.127&CDS=1-1647	YOL055C, YPL258C, YPR121W
106	OG0000106	snap_masked-AZAH01000003.1-processed-gene-8.29-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.29&CDS=1-786, snap_masked-AZAH01000003.1-processed-gene-9.219-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.219&CDS=1-786	YCL066W, YCR040W
107	OG0000107	snap_masked-AZAH01000003.1-processed-gene-9.182-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.182&CDS=1-1731, snap_masked-AZAH01000016.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-AZAH01000016.1-processed-gene-0.78&CDS=1-2328	YLR188W, YPL270W
108	OG0000108	snap_masked-AZAH01000003.1-processed-gene-9.221-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.221&CDS=1-1080, snap_masked-AZAH01000004.1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.88&CDS=1-954, snap_masked-AZAH01000006.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-0.110&CDS=1-1014	YMR244W
109	OG0000109	snap_masked-AZAH01000004.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.5&CDS=1-1407, snap_masked-AZAH01000011.1-processed-gene-1.208-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.208&CDS=1-1479	YBR263W, YLR058C
110	OG0000110	snap_masked-AZAH01000004.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.23&CDS=1-2310, snap_masked-AZAH01000008.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.13&CDS=1-915	YOR032C, YOR344C
111	OG0000111	augustus_masked-AZAH01000010.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-0.89&CDS=1-2142, snap_masked-AZAH01000004.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.19&CDS=1-2007	YHR178W, YLR014C
112	OG0000112	snap_masked-AZAH01000004.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.44&CDS=1-1344, snap_masked-AZAH01000006.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-2.115&CDS=1-1368	YEL036C, YML115C
113	OG0000113	snap_masked-AZAH01000004.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.105&CDS=1-1080, snap_masked-AZAH01000018.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AZAH01000018.1-processed-gene-0.31&CDS=1-1095	YBL016W, YGR040W
114	OG0000114	snap_masked-AZAH01000004.1-processed-gene-4.151-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.151&CDS=1-2823, snap_masked-AZAH01000004.1-processed-gene-7.40-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.40&CDS=1-2889	YBR084W, YGR204W
115	OG0000115	augustus_masked-AZAH01000004.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.48&CDS=1-2232, snap_masked-AZAH01000004.1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.3&CDS=1-2247	YAL023C, YGR199W
116	OG0000116	snap_masked-AZAH01000004.1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.138&CDS=1-2142, snap_masked-AZAH01000006.1-processed-gene-4.29-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-4.29&CDS=1-2499	YHR031C, YML061C
117	OG0000117	snap_masked-AZAH01000004.1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.21&CDS=1-930, snap_masked-AZAH01000005.1-processed-gene-4.249-mRNA-1_1&gene=snap_masked-AZAH01000005.1-processed-gene-4.249&CDS=1-933	YGR086C, YPL004C
118	OG0000118	snap_masked-AZAH01000004.1-processed-gene-6.145-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.145&CDS=1-2394, snap_masked-AZAH01000013.1-processed-gene-0.285-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.285&CDS=1-4731	YBR114W, YOR191W
119	OG0000119	snap_masked-AZAH01000004.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.107&CDS=1-2559, snap_masked-AZAH01000011.1-processed-gene-1.230-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.230&CDS=1-2106	YER017C, YMR089C
120	OG0000120	augustus_masked-AZAH01000004.1-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.126&CDS=1-4335, snap_masked-AZAH01000004.1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.127&CDS=1-1347	YGL194C, YNL330C
121	OG0000121	augustus_masked-AZAH01000005.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-AZAH01000005.1-processed-gene-0.90&CDS=1-1947, snap_masked-AZAH01000008.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.10&CDS=1-2202	YLR098C, YOR337W
122	OG0000122	snap_masked-AZAH01000005.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-AZAH01000005.1-processed-gene-1.18&CDS=1-6435, snap_masked-AZAH01000010.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-1.107&CDS=1-5868	YER172C, YGR271W
123	OG0000123	snap_masked-AZAH01000005.1-processed-gene-4.210-mRNA-1_1&gene=snap_masked-AZAH01000005.1-processed-gene-4.210&CDS=1-1449, snap_masked-AZAH01000011.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.51&CDS=1-1440	YNR001C, YPR001W
124	OG0000124	snap_masked-AZAH01000005.1-processed-gene-4.233-mRNA-1_1&gene=snap_masked-AZAH01000005.1-processed-gene-4.233&CDS=1-3108, snap_masked-AZAH01000007.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-0.90&CDS=1-2352	YLR144C, YNR067C
125	OG0000125	snap_masked-AZAH01000006.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-1.66&CDS=1-2793, snap_masked-AZAH01000006.1-processed-gene-3.122-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-3.122&CDS=1-3171	YFR040W, YKR028W
126	OG0000126	augustus_masked-AZAH01000006.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-AZAH01000006.1-processed-gene-2.89&CDS=1-3189, snap_masked-AZAH01000015.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-AZAH01000015.1-processed-gene-0.87&CDS=1-1671	YML117W, YPL184C
127	OG0000127	snap_masked-AZAH01000006.1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-4.4&CDS=1-1941, snap_masked-AZAH01000006.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-AZAH01000006.1-processed-gene-4.5&CDS=1-2013	YKL187C, YLR413W
128	OG0000128	maker-AZAH01000006.1-augustus-gene-4.162-mRNA-1_1&gene=maker-AZAH01000006.1-augustus-gene-4.162&CDS=1-2355, snap_masked-AZAH01000009.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.19&CDS=1-2172	YIL078W, YKL194C
129	OG0000129	maker-AZAH01000006.1-snap-gene-4.82-mRNA-1_1&gene=maker-AZAH01000006.1-snap-gene-4.82&CDS=1-1566	YHR216W, YLR432W, YML056C
130	OG0000130	augustus_masked-AZAH01000008.1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.127&CDS=1-2139, snap_masked-AZAH01000007.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-0.82&CDS=1-2019	YAL054C, YLR153C
131	OG0000131	augustus_masked-AZAH01000013.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.13&CDS=1-1266, snap_masked-AZAH01000007.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-2.31&CDS=1-2349	YBR240C, YDR207C
132	OG0000132	augustus_masked-AZAH01000008.1-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.170&CDS=1-1473, augustus_masked-AZAH01000016.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-AZAH01000016.1-processed-gene-0.29&CDS=1-975, augustus_masked-AZAH01000017.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-AZAH01000017.1-processed-gene-0.91&CDS=1-1563, snap_masked-AZAH01000007.1-processed-gene-4.181-mRNA-1_1&gene=snap_masked-AZAH01000007.1-processed-gene-4.181&CDS=1-1560	
133	OG0000133	snap_masked-AZAH01000008.1-processed-gene-4.47-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.47&CDS=1-705	YFL060C, YMR095C, YNL334C
134	OG0000134	maker-AZAH01000013.1-augustus-gene-0.0-mRNA-1_1&gene=maker-AZAH01000013.1-augustus-gene-0.0&CDS=1-2718, snap_masked-AZAH01000009.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.17&CDS=1-1116	YBR248C, YDR035W
135	OG0000135	snap_masked-AZAH01000010.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-0.39&CDS=1-1641	YLR237W, YOR071C, YOR192C
136	OG0000136	maker-AZAH01000010.1-snap-gene-0.78-mRNA-1_1&gene=maker-AZAH01000010.1-snap-gene-0.78&CDS=1-3267, snap_masked-AZAH01000019.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AZAH01000019.1-processed-gene-0.19&CDS=1-1608	YLR343W, YMR307W
137	OG0000137	augustus_masked-AZAH01000011.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.76&CDS=1-1695, snap_masked-AZAH01000011.1-processed-gene-1.190-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.190&CDS=1-1224	YOL027C, YPR125W
138	OG0000138	snap_masked-AZAH01000012.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.61&CDS=1-699, snap_masked-AZAH01000012.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.62&CDS=1-696, snap_masked-AZAH01000012.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.63&CDS=1-699	YMR090W
139	OG0000139	snap_masked-AZAH01000001.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-0.20&CDS=1-1128	YHR208W, YJR148W
140	OG0000140	snap_masked-AZAH01000001.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-0.4&CDS=1-783	YHR203C, YJR145C
141	OG0000141	snap_masked-AZAH01000001.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-0.32&CDS=1-2526	YDR385W, YOR133W
142	OG0000142	snap_masked-AZAH01000001.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-1.3&CDS=1-2985	YBL106C, YPR032W
143	OG0000143	snap_masked-AZAH01000001.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-1.41&CDS=1-600	YBL072C, YER102W
144	OG0000144	snap_masked-AZAH01000001.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-1.17&CDS=1-1398	YBL069W, YER101C
145	OG0000145	snap_masked-AZAH01000001.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-1.42&CDS=1-2316	YBL067C, YER098W
146	OG0000146	snap_masked-AZAH01000001.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-2.115&CDS=1-270	YER019C-A, YER087C-B
147	OG0000147	snap_masked-AZAH01000001.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-2.129&CDS=1-1533	YDL161W, YLR206W
148	OG0000148	snap_masked-AZAH01000001.1-processed-gene-2.139-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-2.139&CDS=1-1089	YBR031W, YDR012W
149	OG0000149	augustus_masked-AZAH01000001.1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-2.108&CDS=1-1026	YOR390W, YPL279C
150	OG0000150	snap_masked-AZAH01000001.1-processed-gene-2.144-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-2.144&CDS=1-3438	YHR146W, YNL173C
151	OG0000151	snap_masked-AZAH01000001.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-3.69&CDS=1-1350	YDL222C, YNL194C
152	OG0000152	augustus_masked-AZAH01000001.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.49&CDS=1-1167, augustus_masked-AZAH01000001.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-3.50&CDS=1-1212	YDL237W
153	OG0000153	snap_masked-AZAH01000001.1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-4.96&CDS=1-2043, snap_masked-AZAH01000003.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.18&CDS=1-1047	YNL264C
154	OG0000154	snap_masked-AZAH01000001.1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-6.29&CDS=1-1473	YIL113W, YNL053W
155	OG0000155	augustus_masked-AZAH01000001.1-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-6.137&CDS=1-1734	YNL098C, YOR101W
156	OG0000156	maker-AZAH01000001.1-snap-gene-7.91-mRNA-1_1&gene=maker-AZAH01000001.1-snap-gene-7.91&CDS=1-600	YIL133C, YNL069C
157	OG0000157	snap_masked-AZAH01000001.1-processed-gene-7.117-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-7.117&CDS=1-2448, snap_masked-AZAH01000004.1-processed-gene-7.17-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.17&CDS=1-2595	YIL130W
158	OG0000158	snap_masked-AZAH01000001.1-processed-gene-7.135-mRNA-1_1&gene=snap_masked-AZAH01000001.1-processed-gene-7.135&CDS=1-1293	YIL123W, YNL066W
159	OG0000159	augustus_masked-AZAH01000001.1-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-8.2&CDS=1-1809	YNL104C, YOR108W
160	OG0000160	maker-AZAH01000001.1-augustus-gene-8.47-mRNA-1_1&gene=maker-AZAH01000001.1-augustus-gene-8.47&CDS=1-2640	YIR031C, YNL117W
161	OG0000161	augustus_masked-AZAH01000001.1-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-8.17&CDS=1-1788	YHR123W, YNL130C
162	OG0000162	augustus_masked-AZAH01000001.1-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-AZAH01000001.1-processed-gene-9.159&CDS=1-429	YDL083C, YMR143W
