	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
20	OG0000020	-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-gi|1002318342|dbj|BCKZ01000041.1|-processed-gene-0.69&CDS=1-1542, -processed-gene-14.124-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-14.124&CDS=1-1533, -processed-gene-14.125-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-14.125&CDS=1-1533, -processed-gene-7.100-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.100&CDS=1-1581, -processed-gene-8.33-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-8.33&CDS=1-1527, -snap-gene-6.51-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-6.51&CDS=1-3393	YJR152W
21	OG0000021	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002318346|dbj|BCKZ01000037.1|-processed-gene-0.69&CDS=1-504, -processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-1.72&CDS=1-1452, -processed-gene-3.130-mRNA-1_1&gene=snap_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.130&CDS=1-1101, -processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.14&CDS=1-1428, -processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.15&CDS=1-1596, -processed-gene-6.102-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.102&CDS=1-1464	YAL040C
22	OG0000022	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002318349|dbj|BCKZ01000034.1|-processed-gene-0.115&CDS=1-930, -processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-0.24&CDS=1-705, -processed-gene-1.116-mRNA-1_1&gene=snap_masked-gi|1002318362|dbj|BCKZ01000021.1|-processed-gene-1.116&CDS=1-861, -processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-1.6&CDS=1-1011, -processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002318362|dbj|BCKZ01000021.1|-processed-gene-2.49&CDS=1-918, -processed-gene-4.92-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.92&CDS=1-960	YDL237W
23	OG0000023	-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-gi|1002318355|dbj|BCKZ01000028.1|-processed-gene-0.80&CDS=1-1707, -processed-gene-1.127-mRNA-1_1&gene=snap_masked-gi|1002318355|dbj|BCKZ01000028.1|-processed-gene-1.127&CDS=1-1371, -processed-gene-1.13-mRNA-1_1&gene=augustus_masked-gi|1002318355|dbj|BCKZ01000028.1|-processed-gene-1.13&CDS=1-1713, -processed-gene-10.34-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-10.34&CDS=1-1605, -processed-gene-13.146-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-13.146&CDS=1-1701, -processed-gene-4.59-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.59&CDS=1-1572	YMR036C
24	OG0000024	-augustus-gene-1.141-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.141&CDS=1-354, -augustus-gene-2.42-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-2.42&CDS=1-324, -augustus-gene-6.122-mRNA-1_1&gene=maker-gi|1002318374|dbj|BCKZ01000009.1|-augustus-gene-6.122&CDS=1-516, -processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002318356|dbj|BCKZ01000027.1|-processed-gene-0.25&CDS=1-525, -snap-gene-7.109-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-snap-gene-7.109&CDS=1-576	YMR073C, YNL111C
25	OG0000025	-augustus-gene-0.92-mRNA-1_1&gene=maker-gi|1002318357|dbj|BCKZ01000026.1|-augustus-gene-0.92&CDS=1-2451, -augustus-gene-7.67-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-7.67&CDS=1-4440	YBR298C, YDL247W, YGR289C, YHR204W, YJR160C
26	OG0000026	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002318365|dbj|BCKZ01000018.1|-processed-gene-0.32&CDS=1-912, -processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-0.91&CDS=1-903, -processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002318365|dbj|BCKZ01000018.1|-processed-gene-1.14&CDS=1-945, -processed-gene-2.70-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-2.70&CDS=1-912, -processed-gene-7.54-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-7.54&CDS=1-1074, -processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.5&CDS=1-903	YKL094W
27	OG0000027	-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.20&CDS=1-555, -processed-gene-10.38-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.38&CDS=1-555, -processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002318360|dbj|BCKZ01000023.1|-processed-gene-2.111&CDS=1-549, -processed-gene-2.55-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-2.55&CDS=1-552, -processed-gene-3.35-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.35&CDS=1-483, -snap-gene-2.117-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-2.117&CDS=1-951	YBR072W
28	OG0000028	-processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-2.3&CDS=1-2337, -processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002318362|dbj|BCKZ01000021.1|-processed-gene-2.37&CDS=1-3378, -processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-2.37&CDS=1-2649, -snap-gene-7.72-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-snap-gene-7.72&CDS=1-3906, -snap-gene-9.80-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-9.80&CDS=1-3171	YDR379W, YOR127W
29	OG0000029	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-0.85&CDS=1-1590, -processed-gene-14.17-mRNA-1_1&gene=snap_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-14.17&CDS=1-1296, -processed-gene-3.86-mRNA-1_1&gene=snap_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-3.86&CDS=1-924, -processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-4.32&CDS=1-783, -processed-gene-4.76-mRNA-1_1&gene=augustus_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-4.76&CDS=1-1758, -processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-6.50&CDS=1-1695	YKR017C
30	OG0000030	-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.103&CDS=1-1020, -processed-gene-0.60-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-0.60&CDS=1-1020, -processed-gene-11.63-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-11.63&CDS=1-1020	YDL244W, YFL058W, YJR156C, YNL332W
31	OG0000031	-processed-gene-0.17-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.17&CDS=1-420, -processed-gene-13.25-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-13.25&CDS=1-501, -processed-gene-3.65-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.65&CDS=1-588, -processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.66&CDS=1-588, -processed-gene-4.91-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.91&CDS=1-588	YCL026C-A, YCL026C-B
32	OG0000032	-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-1.44&CDS=1-939, -processed-gene-3.84-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.84&CDS=1-930, -processed-gene-7.62-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-7.62&CDS=1-939, -processed-gene-7.63-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-7.63&CDS=1-912, -processed-gene-7.76-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-7.76&CDS=1-930	YFL054C, YLL043W
33	OG0000033	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.40&CDS=1-975, -processed-gene-15.79-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-15.79&CDS=1-987, -processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-2.6&CDS=1-972, -processed-gene-4.47-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-4.47&CDS=1-987, -processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-5.39&CDS=1-978, -processed-gene-5.41-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-5.41&CDS=1-975	YHR104W
34	OG0000034	-processed-gene-0.0-mRNA-1_1&gene=snap_masked-gi|1002318266|dbj|BCKZ01000117.1|-processed-gene-0.0&CDS=1-276, -snap-gene-0.0-mRNA-1_1&gene=maker-gi|1002318330|dbj|BCKZ01000053.1|-snap-gene-0.0&CDS=1-984	Q0045, Q0060, Q0065, Q0070
35	OG0000035	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|1002318277|dbj|BCKZ01000106.1|-augustus-gene-0.0&CDS=1-1356, -augustus-gene-0.142-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.142&CDS=1-1668, -augustus-gene-0.143-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.143&CDS=1-1560, -augustus-gene-0.144-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.144&CDS=1-1767, -augustus-gene-3.70-mRNA-1_1&gene=maker-gi|1002318364|dbj|BCKZ01000019.1|-augustus-gene-3.70&CDS=1-1416	YEL023C
36	OG0000036	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002318283|dbj|BCKZ01000100.1|-processed-gene-0.1&CDS=1-1683, -processed-gene-2.20-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-2.20&CDS=1-1725, -processed-gene-4.216-mRNA-1_1&gene=augustus_masked-gi|1002318365|dbj|BCKZ01000018.1|-processed-gene-4.216&CDS=1-1665, -processed-gene-4.53-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-4.53&CDS=1-1656, -processed-gene-7.114-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-7.114&CDS=1-1680	YOR348C
37	OG0000037	-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-gi|1002318295|dbj|BCKZ01000088.1|-processed-gene-0.0&CDS=1-336, -processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|1002318342|dbj|BCKZ01000041.1|-processed-gene-0.21&CDS=1-222, -processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002318342|dbj|BCKZ01000041.1|-processed-gene-0.94&CDS=1-1128, -processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.65&CDS=1-1395, -processed-gene-1.91-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.91&CDS=1-261	YDL089W
38	OG0000038	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002318318|dbj|BCKZ01000065.1|-processed-gene-0.1&CDS=1-777, -processed-gene-0.3-mRNA-1_1&gene=genemark-gi|1002318316|dbj|BCKZ01000067.1|-processed-gene-0.3&CDS=1-1605, -processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002318320|dbj|BCKZ01000063.1|-processed-gene-0.5&CDS=1-1425, -processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|1002318311|dbj|BCKZ01000072.1|-processed-gene-0.7&CDS=1-276	Q0050, Q0055
39	OG0000039	-augustus-gene-5.182-mRNA-1_1&gene=maker-gi|1002318367|dbj|BCKZ01000016.1|-augustus-gene-5.182&CDS=1-1872, -processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|1002318339|dbj|BCKZ01000044.1|-processed-gene-0.37&CDS=1-2241, -processed-gene-16.13-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-16.13&CDS=1-1752, -processed-gene-6.195-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.195&CDS=1-2367	YGR249W, YOR140W
40	OG0000040	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002318346|dbj|BCKZ01000037.1|-processed-gene-0.12&CDS=1-1482, -processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002318345|dbj|BCKZ01000038.1|-processed-gene-0.22&CDS=1-1455, -processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.42&CDS=1-1695, -processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002318363|dbj|BCKZ01000020.1|-processed-gene-1.88&CDS=1-1389	YDR505C, YLR177W
41	OG0000041	-augustus-gene-0.4-mRNA-1_1&gene=maker-gi|1002318368|dbj|BCKZ01000015.1|-augustus-gene-0.4&CDS=1-3735, -augustus-gene-0.67-mRNA-1_1&gene=maker-gi|1002318346|dbj|BCKZ01000037.1|-augustus-gene-0.67&CDS=1-4074, -processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002318346|dbj|BCKZ01000037.1|-processed-gene-0.17&CDS=1-1032, -processed-gene-9.23-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.23&CDS=1-5544	YBL047C, YJR112W-A
42	OG0000042	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.34&CDS=1-3336, -processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002318351|dbj|BCKZ01000032.1|-processed-gene-0.91&CDS=1-3561, -processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.95&CDS=1-3672, -processed-gene-16.147-mRNA-1_1&gene=snap_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-16.147&CDS=1-3681, -processed-gene-3.51-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-3.51&CDS=1-3894	YLR425W
43	OG0000043	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002318357|dbj|BCKZ01000026.1|-processed-gene-1.104&CDS=1-933, -processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.66&CDS=1-1197, -processed-gene-7.48-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.48&CDS=1-1500, -processed-gene-8.96-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.96&CDS=1-2271	YHR131C, YNL144C
44	OG0000044	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-0.65&CDS=1-1854, -processed-gene-13.14-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-13.14&CDS=1-1599, -processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-2.8&CDS=1-1851	YML116W, YMR279C, YOR378W
45	OG0000045	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.115&CDS=1-1542, -processed-gene-1.209-mRNA-1_1&gene=snap_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.209&CDS=1-1545, -processed-gene-1.210-mRNA-1_1&gene=snap_masked-gi|1002318358|dbj|BCKZ01000025.1|-processed-gene-1.210&CDS=1-1548, -processed-gene-5.142-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-5.142&CDS=1-1479	YGR197C, YJR015W
46	OG0000046	-processed-gene-0.76-mRNA-1_1&gene=genemark-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-0.76&CDS=1-5508, -processed-gene-1.27-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-1.27&CDS=1-5835, -processed-gene-12.7-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-12.7&CDS=1-5943, -processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.80&CDS=1-5811	YGR184C, YLR024C
47	OG0000047	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002318359|dbj|BCKZ01000024.1|-processed-gene-1.31&CDS=1-1620, -processed-gene-12.17-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-12.17&CDS=1-1674, -processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-2.37&CDS=1-1623, -processed-gene-5.128-mRNA-1_1&gene=genemark-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.128&CDS=1-1731	YNL095C, YOR092W
48	OG0000048	-augustus-gene-12.84-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-12.84&CDS=1-1374, -augustus-gene-13.107-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-13.107&CDS=1-1350, -processed-gene-12.89-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.89&CDS=1-1344, -processed-gene-13.37-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-13.37&CDS=1-1461, -processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-2.77&CDS=1-1635	YNR074C
49	OG0000049	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-10.81&CDS=1-1569, -processed-gene-3.49-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-3.49&CDS=1-1827, -processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002318361|dbj|BCKZ01000022.1|-processed-gene-3.50&CDS=1-1695, -processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-3.8&CDS=1-1698, -processed-gene-4.89-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.89&CDS=1-1782	YIL166C
50	OG0000050	-processed-gene-14.24-mRNA-1_1&gene=snap_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-14.24&CDS=1-813, -processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-2.67&CDS=1-1014, -processed-gene-21.11-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-21.11&CDS=1-1890, -processed-gene-8.64-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-8.64&CDS=1-450, -processed-gene-8.96-mRNA-1_1&gene=snap_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-8.96&CDS=1-825	YMR239C
51	OG0000051	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-4.2&CDS=1-1167, -processed-gene-4.70-mRNA-1_1&gene=augustus_masked-gi|1002318364|dbj|BCKZ01000019.1|-processed-gene-4.70&CDS=1-1149, -processed-gene-8.27-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-8.27&CDS=1-1176	YBL068W-A, YBL069W, YER101C
52	OG0000052	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-1.6&CDS=1-1707, -processed-gene-10.44-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.44&CDS=1-1707, -processed-gene-10.70-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-10.70&CDS=1-1692, -processed-gene-11.71-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-11.71&CDS=1-1857, -processed-gene-7.56-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-7.56&CDS=1-1839	YMR008C
53	OG0000053	-augustus-gene-10.46-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-10.46&CDS=1-981, -processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-1.74&CDS=1-942, -processed-gene-2.74-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-2.74&CDS=1-2469, -processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-3.4&CDS=1-942, -snap-gene-12.105-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-snap-gene-12.105&CDS=1-1842	YKL107W
54	OG0000054	-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.39&CDS=1-2160, -processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-3.20&CDS=1-2226, -processed-gene-6.216-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.216&CDS=1-1890	YIL117C, YNL058C, YNL152W
55	OG0000055	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.62&CDS=1-306, -processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.24&CDS=1-3972, -snap-gene-0.41-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-0.41&CDS=1-381, -snap-gene-0.42-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-0.42&CDS=1-4059	YGL133W, YPL216W
56	OG0000056	-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-1.30&CDS=1-1272, -processed-gene-14.72-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-14.72&CDS=1-1140, -processed-gene-3.17-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.17&CDS=1-1188, -processed-gene-9.99-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.99&CDS=1-1176	YBR207W, YER145C
57	OG0000057	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-2.44&CDS=1-1125, -processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-3.66&CDS=1-1158, -processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.94&CDS=1-1182, -processed-gene-9.15-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.15&CDS=1-1362, -processed-gene-9.16-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.16&CDS=1-1257	YJR107W
58	OG0000058	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-6.52&CDS=1-1650, -processed-gene-6.53-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.53&CDS=1-1608, -processed-gene-8.36-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-8.36&CDS=1-1659, -processed-gene-8.38-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-8.38&CDS=1-1644	YFL011W, YMR011W
59	OG0000059	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.51&CDS=1-2382, -processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.66&CDS=1-2247, -processed-gene-7.91-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.91&CDS=1-2625	YGL257C, YIL014W, YNR059W
