	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
44	OG0000044	YCL024W, YDR507C, YKL101W	snap_masked-flattened_line_12-processed-gene-3.81-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.81&CDS=1-3627, snap_masked-flattened_line_32-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.50&CDS=1-3327
45	OG0000045	YCL069W, YGR224W, YKR105C, YPR198W	snap_masked-flattened_line_10-processed-gene-5.174-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.174&CDS=1-1782
46	OG0000046	YCR037C, YJL198W, YNR013C	snap_masked-flattened_line_28-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.32&CDS=1-2604, snap_masked-flattened_line_38-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.10&CDS=1-2502
47	OG0000047	YCR094W, YNL323W, YNR048W	maker-flattened_line_2-snap-gene-5.4-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.4&CDS=1-1272, snap_masked-flattened_line_6-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.22&CDS=1-1245
48	OG0000048	YCR102C, YLR460C, YNL134C	snap_masked-flattened_line_32-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.19&CDS=1-1104, snap_masked-flattened_line_40-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.90&CDS=1-1107
49	OG0000049	YDL037C, YIR019C	augustus_masked-flattened_line_84-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.2&CDS=1-2319, genemark-flattened_line_146-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.1&CDS=1-1020, genemark-flattened_line_2-processed-gene-9.103-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.103&CDS=1-957
50	OG0000050	YDR131C, YJL149W	augustus_masked-flattened_line_4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.13&CDS=1-1581, snap_masked-flattened_line_14-processed-gene-5.139-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.139&CDS=1-1575, snap_masked-flattened_line_58-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.24&CDS=1-1773
51	OG0000051	YDR134C, YLR110C	genemark-flattened_line_278-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_278-processed-gene-0.0&CDS=1-357, genemark-flattened_line_308-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_308-processed-gene-0.0&CDS=1-309, snap_masked-flattened_line_26-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.99&CDS=1-1335
52	OG0000052	YDR475C, YGR237C, YOR019W	augustus_masked-flattened_line_6-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.121&CDS=1-2232, augustus_masked-flattened_line_6-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.109&CDS=1-2043
53	OG0000053	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-flattened_line_2-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.56&CDS=1-726
54	OG0000054	YER045C, YIL036W, YNL167C	snap_masked-flattened_line_0-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.101&CDS=1-1371, snap_masked-flattened_line_44-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.100&CDS=1-1344
55	OG0000055	YGL092W, YKL068W, YMR047C	snap_masked-flattened_line_0-processed-gene-9.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.85&CDS=1-4044, snap_masked-flattened_line_8-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.94&CDS=1-3393
56	OG0000056	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_30-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.118&CDS=1-999, snap_masked-flattened_line_44-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.169&CDS=1-1002
57	OG0000057	YGR197C, YJR015W	snap_masked-flattened_line_10-processed-gene-4.32-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.32&CDS=1-1638, snap_masked-flattened_line_16-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.79&CDS=1-1623, snap_masked-flattened_line_30-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.103&CDS=1-1794
58	OG0000058	YGR211W, YKR039W	augustus_masked-flattened_line_14-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.139&CDS=1-3336, snap_masked-flattened_line_0-processed-gene-9.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.60&CDS=1-1776, snap_masked-flattened_line_2-processed-gene-7.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.48&CDS=1-1749
59	OG0000059	YHR206W, YOR140W	genemark-flattened_line_28-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.58&CDS=1-1530, snap_masked-flattened_line_10-processed-gene-3.49-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.49&CDS=1-2778, snap_masked-flattened_line_16-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.59&CDS=1-2277
60	OG0000060	YIR013C, YLR013W	snap_masked-flattened_line_24-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.15&CDS=1-966, snap_masked-flattened_line_38-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.92&CDS=1-1614, snap_masked-flattened_line_6-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.142&CDS=1-987
61	OG0000061	YJL042W, YOR227W, YPL137C	snap_masked-flattened_line_10-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.39&CDS=1-3819, snap_masked-flattened_line_16-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.55&CDS=1-3765
62	OG0000062	YKL034W, YMR020W	augustus_masked-flattened_line_26-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-3.10&CDS=1-4509, snap_masked-flattened_line_18-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.73&CDS=1-1470, snap_masked-flattened_line_8-processed-gene-3.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.42&CDS=1-1458
63	OG0000063	YKL215C	maker-flattened_line_20-snap-gene-1.132-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.132&CDS=1-6918, snap_masked-flattened_line_16-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.114&CDS=1-3003, snap_masked-flattened_line_34-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.139&CDS=1-3936, snap_masked-flattened_line_4-processed-gene-4.53-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.53&CDS=1-3954
64	OG0000064	YKL217W	maker-flattened_line_2-augustus-gene-6.135-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-6.135&CDS=1-1665, snap_masked-flattened_line_10-processed-gene-5.136-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.136&CDS=1-1587, snap_masked-flattened_line_46-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.19&CDS=1-1575, snap_masked-flattened_line_6-processed-gene-5.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.38&CDS=1-1581
65	OG0000065	YLR144C, YNR067C	augustus_masked-flattened_line_6-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.130&CDS=1-4014, snap_masked-flattened_line_18-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.61&CDS=1-3111, snap_masked-flattened_line_36-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.90&CDS=1-2127
66	OG0000066	YLR152C, YNL095C, YOR092W	snap_masked-flattened_line_14-processed-gene-5.177-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.177&CDS=1-1695, snap_masked-flattened_line_18-processed-gene-4.128-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.128&CDS=1-1545
67	OG0000067	YMR169C, YMR170C	augustus_masked-flattened_line_10-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.14&CDS=1-1542, snap_masked-flattened_line_18-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.93&CDS=1-1500, snap_masked-flattened_line_8-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.27&CDS=1-1503
68	OG0000068	YNR063W, YOL124C	maker-flattened_line_16-snap-gene-4.2-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-4.2&CDS=1-1836, maker-flattened_line_4-augustus-gene-7.132-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.132&CDS=1-4125, snap_masked-flattened_line_4-processed-gene-7.13-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.13&CDS=1-1878
69	OG0000069	YAL021C, YOL042W	augustus_masked-flattened_line_14-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.93&CDS=1-1146, snap_masked-flattened_line_30-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.114&CDS=1-2292
70	OG0000070	YAL023C, YGR199W	snap_masked-flattened_line_22-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.59&CDS=1-2322, snap_masked-flattened_line_44-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.127&CDS=1-2319
71	OG0000071	YAL054C, YLR153C	snap_masked-flattened_line_0-processed-gene-9.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.70&CDS=1-2001, snap_masked-flattened_line_12-processed-gene-5.118-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.118&CDS=1-2010
72	OG0000072	YAR035W, YER024W	snap_masked-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.54&CDS=1-2340, snap_masked-flattened_line_40-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.91&CDS=1-2187
73	OG0000073	YBL002W, YDR224C	snap_masked-flattened_line_2-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.13&CDS=1-393, snap_masked-flattened_line_20-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.56&CDS=1-393
74	OG0000074	YBL011W, YKR067W	snap_masked-flattened_line_18-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.112&CDS=1-2256, snap_masked-flattened_line_32-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.134&CDS=1-2154
75	OG0000075	YBL016W, YGR040W	snap_masked-flattened_line_14-processed-gene-5.165-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.165&CDS=1-1071, snap_masked-flattened_line_26-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.54&CDS=1-1227
76	OG0000076	YBL052C, YOR244W	snap_masked-flattened_line_2-processed-gene-9.20-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.20&CDS=1-2673, snap_masked-flattened_line_48-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.120&CDS=1-1416
77	OG0000077	YBL063W, YEL061C	snap_masked-flattened_line_4-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.140&CDS=1-3102, snap_masked-flattened_line_44-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.152&CDS=1-3321
78	OG0000078	YBL091C-A, YER120W	augustus_masked-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.111&CDS=1-615, maker-flattened_line_26-snap-gene-0.138-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.138&CDS=1-723
79	OG0000079	YBR002C, YMR101C	snap_masked-flattened_line_26-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.82&CDS=1-885, snap_masked-flattened_line_42-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.65&CDS=1-834
80	OG0000080	YBR009C, YNL030W	snap_masked-flattened_line_2-processed-gene-5.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.51&CDS=1-309, snap_masked-flattened_line_24-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.51&CDS=1-309
81	OG0000081	YBR010W, YNL031C	snap_masked-flattened_line_2-processed-gene-4.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.58&CDS=1-408, snap_masked-flattened_line_24-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.80&CDS=1-408
82	OG0000082	YBR038W, YNL192W	snap_masked-flattened_line_14-processed-gene-4.72-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.72&CDS=1-3126, snap_masked-flattened_line_18-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.90&CDS=1-3264
83	OG0000083	YBR118W, YPR080W	snap_masked-flattened_line_10-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.66&CDS=1-1380, snap_masked-flattened_line_6-processed-gene-7.186-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.186&CDS=1-1383
84	OG0000084	YBR139W, YMR297W	snap_masked-flattened_line_24-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.115&CDS=1-1650, snap_masked-flattened_line_6-processed-gene-6.28-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.28&CDS=1-1623
85	OG0000085	YBR151W, YML050W	snap_masked-flattened_line_18-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.53&CDS=1-858, snap_masked-flattened_line_24-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.114&CDS=1-891
86	OG0000086	YBR212W, YHR086W	snap_masked-flattened_line_12-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.59&CDS=1-1416, snap_masked-flattened_line_30-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.134&CDS=1-1497
87	OG0000087	YBR240C, YDR207C	augustus_masked-flattened_line_4-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-8.32&CDS=1-873, snap_masked-flattened_line_12-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.63&CDS=1-1554
88	OG0000088	YBR245C, YOR304W	snap_masked-flattened_line_0-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.59&CDS=1-3105, snap_masked-flattened_line_26-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.40&CDS=1-3108
89	OG0000089	YBR263W, YLR058C	snap_masked-flattened_line_10-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.75&CDS=1-1407, snap_masked-flattened_line_28-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.57&CDS=1-1476
90	OG0000090	YBR283C, YLR378C	augustus_masked-flattened_line_8-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.98&CDS=1-1437, genemark-flattened_line_8-processed-gene-5.137-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.137&CDS=1-1458
91	OG0000091	YCL037C, YDR515W	snap_masked-flattened_line_10-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.63&CDS=1-1623, snap_masked-flattened_line_64-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.7&CDS=1-1335
92	OG0000092	YCR010C, YNR002C	maker-flattened_line_2-snap-gene-9.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-9.1&CDS=1-753, snap_masked-flattened_line_12-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.162&CDS=1-891
93	OG0000093	YCR023C	augustus_masked-flattened_line_6-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.168&CDS=1-1863, maker-flattened_line_14-augustus-gene-5.68-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-5.68&CDS=1-3384, snap_masked-flattened_line_6-processed-gene-3.120-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.120&CDS=1-1794
94	OG0000094	YCR034W, YLR372W	snap_masked-flattened_line_0-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.62&CDS=1-972, snap_masked-flattened_line_4-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.52&CDS=1-1008
95	OG0000095	YCR065W, YIL131C	snap_masked-flattened_line_20-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.49&CDS=1-1752, snap_masked-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.9&CDS=1-1644
96	OG0000096	YCR105W, YMR318C	snap_masked-flattened_line_32-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.38&CDS=1-1140, snap_masked-flattened_line_4-processed-gene-5.108-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.108&CDS=1-1089
97	OG0000097	YDL025C, YOR267C	snap_masked-flattened_line_22-processed-gene-4.87-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.87&CDS=1-1788, snap_masked-flattened_line_50-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.85&CDS=1-1920
98	OG0000098	YDL035C	snap_masked-flattened_line_12-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.146&CDS=1-2652, snap_masked-flattened_line_8-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.130&CDS=1-1962, snap_masked-flattened_line_8-processed-gene-7.8-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-7.8&CDS=1-1788
99	OG0000099	YDL066W, YLR174W	snap_masked-flattened_line_34-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.111&CDS=1-1326, snap_masked-flattened_line_4-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.46&CDS=1-1245
100	OG0000100	YDL124W	genemark-flattened_line_0-processed-gene-9.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.161&CDS=1-909, snap_masked-flattened_line_16-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.62&CDS=1-969, snap_masked-flattened_line_42-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.37&CDS=1-966
101	OG0000101	YDR028C	augustus_masked-flattened_line_48-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.39&CDS=1-2061, snap_masked-flattened_line_16-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.80&CDS=1-2250, snap_masked-flattened_line_30-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.104&CDS=1-909
102	OG0000102	YDR034C, YJL039C	augustus_masked-flattened_line_32-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.150&CDS=1-7440, maker-flattened_line_22-snap-gene-4.160-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-4.160&CDS=1-2133
103	OG0000103	YDR125C, YLR099C	snap_masked-flattened_line_38-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.16&CDS=1-1284, snap_masked-flattened_line_4-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.63&CDS=1-1533
104	OG0000104	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_48-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.127&CDS=1-1836
105	OG0000105	YDR155C, YDR304C	augustus_masked-flattened_line_16-processed-gene-4.226-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.226&CDS=1-651, genemark-flattened_line_14-processed-gene-4.26-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.26&CDS=1-486
106	OG0000106	YDR178W, YLR164W	snap_masked-flattened_line_10-processed-gene-4.12-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.12&CDS=1-513, snap_masked-flattened_line_22-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.41&CDS=1-510
107	OG0000107	YDR295C, YPR179C	augustus_masked-flattened_line_6-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.115&CDS=1-1953, snap_masked-flattened_line_2-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.20&CDS=1-2064
108	OG0000108	YDR319C, YGL126W	genemark-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.61&CDS=1-798, snap_masked-flattened_line_10-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.44&CDS=1-945
