	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034897_Ogataea_glucozyma
76	OG0000076	YAL003W	genemark-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.56&CDS=1-630, genemark-flattened_line_0-processed-gene-7.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.161&CDS=1-630
77	OG0000077	YAL007C, YOR016C	genemark-flattened_line_68-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.32&CDS=1-618
78	OG0000078	YAL017W, YOL045W	genemark-flattened_line_42-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.114&CDS=1-3789
79	OG0000079	YAL034C, YOR338W	snap_masked-flattened_line_17-processed-gene-2.199-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.199&CDS=1-1248
80	OG0000080	YAL038W, YOR347C	maker-flattened_line_3-augustus-gene-4.6-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.6&CDS=1-3711
81	OG0000081	YAL056W, YOR371C	augustus_masked-flattened_line_17-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.118&CDS=1-2457
82	OG0000082	YAR042W, YDL019C	maker-flattened_line_36-snap-gene-0.142-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.142&CDS=1-3873
83	OG0000083	YBL003C, YDR225W	genemark-flattened_line_26-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.119&CDS=1-393
84	OG0000084	YBL009W, YGL021W	genemark-flattened_line_7-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.53&CDS=1-2031
85	OG0000085	YBL018C	genemark-flattened_line_0-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.70&CDS=1-402, genemark-flattened_line_0-processed-gene-7.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.127&CDS=1-402
86	OG0000086	YBL027W, YBR084C-A	genemark-flattened_line_62-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.170&CDS=1-597
87	OG0000087	YBL054W, YER088C	augustus_masked-flattened_line_28-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.11&CDS=1-1053
88	OG0000088	YBL056W, YER089C	genemark-flattened_line_68-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.19&CDS=1-1302
89	OG0000089	YBL061C	genemark-flattened_line_23-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.88&CDS=1-1794, genemark-flattened_line_23-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.43&CDS=1-1794
90	OG0000090	YBL063W	genemark-flattened_line_23-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.108&CDS=1-3195, genemark-flattened_line_23-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.7&CDS=1-3195
91	OG0000091	YBL071W-A	snap_masked-flattened_line_23-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.68&CDS=1-228, snap_masked-flattened_line_23-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.76&CDS=1-228
92	OG0000092	YBL087C, YER117W	snap_masked-flattened_line_78-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.22&CDS=1-411
93	OG0000093	YBL089W, YER119C	genemark-flattened_line_1-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.124&CDS=1-1452
94	OG0000094	YBL106C, YPR032W	genemark-flattened_line_58-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.202&CDS=1-3210
95	OG0000095	YBR002C	genemark-flattened_line_23-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.47&CDS=1-816, genemark-flattened_line_23-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.63&CDS=1-816
96	OG0000096	YBR003W	genemark-flattened_line_23-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.72&CDS=1-1518, genemark-flattened_line_23-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.33&CDS=1-1518
97	OG0000097	YBR005W, YDR003W	genemark-flattened_line_52-processed-gene-0.186-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.186&CDS=1-684
98	OG0000098	YBR014C, YDL010W	genemark-flattened_line_48-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.10&CDS=1-1020
99	OG0000099	YBR024W, YBR037C	maker-flattened_line_74-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.0&CDS=1-4626
100	OG0000100	YBR031W, YDR012W	genemark-flattened_line_21-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.14&CDS=1-1092
101	OG0000101	YBR033W, YKL038W	genemark-flattened_line_9-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.37&CDS=1-2673
102	OG0000102	YBR042C, YDR018C	genemark-flattened_line_74-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.81&CDS=1-1170
103	OG0000103	YBR048W, YDR025W	genemark-flattened_line_48-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.12&CDS=1-465
104	OG0000104	YBR074W	genemark-flattened_line_0-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.132&CDS=1-2976, genemark-flattened_line_0-processed-gene-6.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.101&CDS=1-2976
105	OG0000105	YBR078W, YDR055W	genemark-flattened_line_17-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.124&CDS=1-1284
106	OG0000106	YBR089C-A, YPR052C	genemark-flattened_line_9-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.20&CDS=1-294
107	OG0000107	YBR104W, YPR058W	augustus_masked-flattened_line_21-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.99&CDS=1-909
108	OG0000108	YBR140C, YOL081W	genemark-flattened_line_76-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.61&CDS=1-8376
109	OG0000109	YBR150C, YOL089C	genemark-flattened_line_7-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.64&CDS=1-2880
110	OG0000110	YBR172C, YPL105C	maker-flattened_line_3-snap-gene-1.158-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-1.158&CDS=1-2166
111	OG0000111	YBR177C, YPL095C	genemark-flattened_line_7-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.110&CDS=1-1377
112	OG0000112	YBR182C	genemark-flattened_line_0-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.106&CDS=1-1905, genemark-flattened_line_0-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.79&CDS=1-1905
113	OG0000113	YBR183W, YPL087W	genemark-flattened_line_76-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.54&CDS=1-891
114	OG0000114	YBR185C	genemark-flattened_line_0-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.113&CDS=1-858, genemark-flattened_line_0-processed-gene-5.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.72&CDS=1-858
115	OG0000115	YBR189W, YPL081W	maker-flattened_line_1-snap-gene-3.1-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-3.1&CDS=1-1065
116	OG0000116	YBR199W	genemark-flattened_line_13-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.53&CDS=1-1437, genemark-flattened_line_15-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.0&CDS=1-1365
117	OG0000117	YBR214W, YGL056C	genemark-flattened_line_11-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.114&CDS=1-1512
118	OG0000118	YBR216C, YGL060W	genemark-flattened_line_30-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.42&CDS=1-1980
119	OG0000119	YBR241C, YGL104C	snap_masked-flattened_line_84-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.96&CDS=1-1404
120	OG0000120	YBR242W, YGL101W	genemark-flattened_line_84-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.54&CDS=1-663
121	OG0000121	YBR270C, YJL058C	genemark-flattened_line_44-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.95&CDS=1-1953
122	OG0000122	YBR271W	genemark-flattened_line_0-processed-gene-3.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.132&CDS=1-1209, genemark-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.53&CDS=1-1209
123	OG0000123	YBR273C, YJL048C	snap_masked-flattened_line_13-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.40&CDS=1-1647
124	OG0000124	YBR278W, YJL065C	genemark-flattened_line_26-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.149&CDS=1-573
125	OG0000125	YCL011C, YNL004W	genemark-flattened_line_7-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.81&CDS=1-1404
126	OG0000126	YCL024W, YDR507C	snap_masked-flattened_line_44-processed-gene-0.234-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.234&CDS=1-3858
127	OG0000127	YCL029C	genemark-flattened_line_72-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.24&CDS=1-2508, genemark-flattened_line_92-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.9&CDS=1-795
128	OG0000128	YCL035C, YDR513W	genemark-flattened_line_1-processed-gene-6.2-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.2&CDS=1-396
129	OG0000129	YCL037C	augustus_masked-flattened_line_150-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.3&CDS=1-228, genemark-flattened_line_24-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.68&CDS=1-1728
130	OG0000130	YCL040W, YDR516C	genemark-flattened_line_1-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.59&CDS=1-1425
131	OG0000131	YCL048W, YDR522C	genemark-flattened_line_26-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.131&CDS=1-1371
132	OG0000132	YCL050C, YDR530C	genemark-flattened_line_9-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.5&CDS=1-1035
133	OG0000133	YCL068C, YCR038C	genemark-flattened_line_38-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.121&CDS=1-5322
134	OG0000134	YCR010C, YNR002C	genemark-flattened_line_94-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.82&CDS=1-819
135	OG0000135	YCR012W	genemark-flattened_line_0-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.49&CDS=1-1248, genemark-flattened_line_0-processed-gene-7.168-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.168&CDS=1-1248
136	OG0000136	YCR014C	genemark-flattened_line_0-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.114&CDS=1-1449, genemark-flattened_line_0-processed-gene-5.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.71&CDS=1-1449
137	OG0000137	YCR020C-A	snap_masked-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.89&CDS=1-261, snap_masked-flattened_line_0-processed-gene-7.186-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.186&CDS=1-261
138	OG0000138	YCR031C, YJL191W	genemark-flattened_line_19-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.161&CDS=1-426
139	OG0000139	YCR037C, YJL198W	genemark-flattened_line_80-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.47&CDS=1-2610
140	OG0000140	YCR047C	augustus_masked-flattened_line_0-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.128&CDS=1-1566, augustus_masked-flattened_line_0-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.15&CDS=1-1566
141	OG0000141	YCR051W	genemark-flattened_line_0-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.16&CDS=1-672, genemark-flattened_line_0-processed-gene-7.149-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.149&CDS=1-672
142	OG0000142	YCR053W	maker-flattened_line_0-snap-gene-1.147-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.147&CDS=1-3030, maker-flattened_line_0-snap-gene-7.82-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.82&CDS=1-3030
143	OG0000143	YCR073C, YNR031C	genemark-flattened_line_19-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.26&CDS=1-4848
144	OG0000144	YCR073W-A, YNR034W	genemark-flattened_line_19-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.143&CDS=1-954
145	OG0000145	YCR077C	genemark-flattened_line_23-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.101&CDS=1-2559, genemark-flattened_line_23-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.115&CDS=1-2559
146	OG0000146	YCR098C	genemark-flattened_line_23-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.118&CDS=1-1527, genemark-flattened_line_23-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.98&CDS=1-1527
147	OG0000147	YCR105W, YMR318C	genemark-flattened_line_15-processed-gene-2.232-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.232&CDS=1-1119
148	OG0000148	YDL022W, YOL059W	augustus_masked-flattened_line_78-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.98&CDS=1-2316
149	OG0000149	YDL033C	augustus_masked-flattened_line_0-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.97&CDS=1-1263, augustus_masked-flattened_line_0-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.70&CDS=1-1263
150	OG0000150	YDL040C	genemark-flattened_line_0-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.114&CDS=1-2448, genemark-flattened_line_0-processed-gene-6.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.121&CDS=1-2448
151	OG0000151	YDL044C	genemark-flattened_line_0-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.106&CDS=1-1092, genemark-flattened_line_0-processed-gene-6.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.129&CDS=1-1092
152	OG0000152	YDL045W-A	snap_masked-flattened_line_0-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.59&CDS=1-270, snap_masked-flattened_line_0-processed-gene-6.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.87&CDS=1-270
153	OG0000153	YDL061C, YLR388W	genemark-flattened_line_30-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.64&CDS=1-240
154	OG0000154	YDL075W, YLR406C	genemark-flattened_line_15-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.7&CDS=1-345
155	OG0000155	YDL082W, YMR142C	genemark-flattened_line_32-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.119&CDS=1-591
156	OG0000156	YDL083C, YMR143W	genemark-flattened_line_32-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.163&CDS=1-426
157	OG0000157	YDL086W	genemark-flattened_line_0-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.133&CDS=1-816, genemark-flattened_line_0-processed-gene-5.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.52&CDS=1-816
158	OG0000158	YDL088C, YMR153W	maker-flattened_line_54-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.69&CDS=1-2097
159	OG0000159	YDL109C, YGL144C	genemark-flattened_line_5-processed-gene-5.67-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.67&CDS=1-2457
160	OG0000160	YDL124W	genemark-flattened_line_3-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.79&CDS=1-915, genemark-flattened_line_36-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.99&CDS=1-813
161	OG0000161	YDL127W, YDL179W	genemark-flattened_line_5-processed-gene-5.106-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.106&CDS=1-1125
162	OG0000162	YDL136W, YDL191W	genemark-flattened_line_32-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.71&CDS=1-360
163	OG0000163	YDL137W, YDL192W	snap_masked-flattened_line_32-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.107&CDS=1-621
164	OG0000164	YDL138W, YDL194W	genemark-flattened_line_32-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.73&CDS=1-2244
165	OG0000165	YDL144C	genemark-flattened_line_40-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.136&CDS=1-1032, genemark-flattened_line_56-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.95&CDS=1-1017
166	OG0000166	YDL177C	snap_masked-flattened_line_0-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.86&CDS=1-348, snap_masked-flattened_line_0-processed-gene-6.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.61&CDS=1-348
167	OG0000167	YDL204W, YDR233C	genemark-flattened_line_13-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.14&CDS=1-828
168	OG0000168	YDL206W	genemark-flattened_line_11-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.65&CDS=1-1851, genemark-flattened_line_24-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.81&CDS=1-2028
169	OG0000169	YDL210W	genemark-flattened_line_0-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.9&CDS=1-1782, genemark-flattened_line_0-processed-gene-7.117-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.117&CDS=1-1782
170	OG0000170	YDL215C	genemark-flattened_line_23-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.66&CDS=1-3117, genemark-flattened_line_23-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.44&CDS=1-3117
171	OG0000171	YDL224C, YNL197C	augustus_masked-flattened_line_46-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.209&CDS=1-2091
172	OG0000172	YDL238C	augustus_masked-flattened_line_0-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.48&CDS=1-1437, augustus_masked-flattened_line_0-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.27&CDS=1-1437
173	OG0000173	YDL246C, YJR159W	genemark-flattened_line_19-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.24&CDS=1-1056
174	OG0000174	YDR002W	genemark-flattened_line_23-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.73&CDS=1-651, genemark-flattened_line_23-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.32&CDS=1-651
175	OG0000175	YDR011W	augustus_masked-flattened_line_66-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.28&CDS=1-4395, genemark-flattened_line_80-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.55&CDS=1-4482
176	OG0000176	YDR047W	genemark-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.113&CDS=1-1098, genemark-flattened_line_0-processed-gene-6.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.122&CDS=1-1098
177	OG0000177	YDR069C, YER144C	genemark-flattened_line_1-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.58&CDS=1-2568
178	OG0000178	YDR098C, YER174C	genemark-flattened_line_92-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.3&CDS=1-798
179	OG0000179	YDR107C, YLR083C	genemark-flattened_line_19-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.66&CDS=1-1860
180	OG0000180	YDR122W, YLR096W	genemark-flattened_line_80-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.75&CDS=1-3726
181	OG0000181	YDR125C, YLR099C	augustus_masked-flattened_line_17-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.65&CDS=1-3168
182	OG0000182	YDR132C, YLR108C	genemark-flattened_line_15-processed-gene-2.183-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.183&CDS=1-1284
