	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
82	OG0000082		maker-flattened_line_15-snap-gene-1.121-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.121&CDS=1-183, maker-flattened_line_15-snap-gene-1.122-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.122&CDS=1-2592, maker-flattened_line_15-snap-gene-1.123-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.123&CDS=1-2574, snap_masked-flattened_line_15-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.167&CDS=1-2460
83	OG0000083		snap_masked-flattened_line_23-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.109&CDS=1-1044, snap_masked-flattened_line_3-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.35&CDS=1-1032, snap_masked-flattened_line_3-processed-gene-12.139-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-12.139&CDS=1-1029, snap_masked-flattened_line_9-processed-gene-5.270-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.270&CDS=1-471
84	OG0000084	YAL001C	snap_masked-flattened_line_0-processed-gene-22.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.82&CDS=1-3501, snap_masked-flattened_line_0-processed-gene-9.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.150&CDS=1-3501
85	OG0000085	YAL003W	maker-flattened_line_0-snap-gene-28.57-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-28.57&CDS=1-621, maker-flattened_line_0-snap-gene-3.63-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.63&CDS=1-621
86	OG0000086	YAL017W, YOL045W	snap_masked-flattened_line_3-processed-gene-7.172-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.172&CDS=1-3093
87	OG0000087	YAL018C, YOL048C	genemark-flattened_line_7-processed-gene-4.44-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.44&CDS=1-579
88	OG0000088	YAL025C	maker-flattened_line_0-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.3&CDS=1-870, maker-flattened_line_0-snap-gene-31.71-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-31.71&CDS=1-870
89	OG0000089	YAL034C, YOR338W	snap_masked-flattened_line_5-processed-gene-3.0-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.0&CDS=1-1119
90	OG0000090	YAL038W, YOR347C	snap_masked-flattened_line_7-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.86&CDS=1-3576
91	OG0000091	YAL046C	genemark-flattened_line_0-processed-gene-28.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-28.167&CDS=1-297, genemark-flattened_line_0-processed-gene-3.181-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.181&CDS=1-297
92	OG0000092	YAL051W, YCR106W, YLL054C	
93	OG0000093	YAL056W, YOR371C	snap_masked-flattened_line_13-processed-gene-3.306-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.306&CDS=1-2268
94	OG0000094	YAL060W	snap_masked-flattened_line_0-processed-gene-23.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.60&CDS=1-1137, snap_masked-flattened_line_0-processed-gene-9.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.136&CDS=1-1137
95	OG0000095	YBL003C, YDR225W	genemark-flattened_line_1-processed-gene-8.62-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-8.62&CDS=1-393
96	OG0000096	YBL009W, YGL021W	snap_masked-flattened_line_1-processed-gene-6.157-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.157&CDS=1-1902
97	OG0000097	YBL011W	snap_masked-flattened_line_0-processed-gene-13.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.113&CDS=1-2130, snap_masked-flattened_line_0-processed-gene-19.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.13&CDS=1-2130
98	OG0000098	YBL016W	snap_masked-flattened_line_0-processed-gene-10.176-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.176&CDS=1-1056, snap_masked-flattened_line_0-processed-gene-21.179-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.179&CDS=1-1056
99	OG0000099	YBL019W	snap_masked-flattened_line_0-processed-gene-27.178-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.178&CDS=1-1653, snap_masked-flattened_line_0-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.90&CDS=1-1653
100	OG0000100	YBL022C	snap_masked-flattened_line_0-processed-gene-15.164-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.164&CDS=1-3342, snap_masked-flattened_line_0-processed-gene-17.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.2&CDS=1-3342
101	OG0000101	YBL027W, YBR084C-A	maker-flattened_line_23-snap-gene-0.281-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.281&CDS=1-1551
102	OG0000102	YBL029W	snap_masked-flattened_line_0-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.32&CDS=1-936, snap_masked-flattened_line_0-processed-gene-29.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.91&CDS=1-936
103	OG0000103	YBL038W	snap_masked-flattened_line_0-processed-gene-26.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.15&CDS=1-675, snap_masked-flattened_line_0-processed-gene-5.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.64&CDS=1-675
104	OG0000104	YBL050W	snap_masked-flattened_line_0-processed-gene-11.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.87&CDS=1-894, snap_masked-flattened_line_0-processed-gene-21.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.136&CDS=1-894
105	OG0000105	YBL056W, YER089C	snap_masked-flattened_line_3-processed-gene-12.153-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-12.153&CDS=1-1278
106	OG0000106	YBL067C, YER098W	snap_masked-flattened_line_1-processed-gene-11.59-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.59&CDS=1-1797
107	OG0000107	YBL068W, YER099C	genemark-flattened_line_1-processed-gene-11.208-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-11.208&CDS=1-975
108	OG0000108	YBL072C, YER102W	genemark-flattened_line_1-processed-gene-11.179-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-11.179&CDS=1-597
109	OG0000109	YBL076C	snap_masked-flattened_line_0-processed-gene-27.183-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.183&CDS=1-3222, snap_masked-flattened_line_0-processed-gene-4.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.85&CDS=1-3222
110	OG0000110	YBL082C	snap_masked-flattened_line_0-processed-gene-27.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.150&CDS=1-1362, snap_masked-flattened_line_0-processed-gene-4.112-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.112&CDS=1-1362
111	OG0000111	YBL087C, YER117W	snap_masked-flattened_line_3-processed-gene-11.78-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.78&CDS=1-411
112	OG0000112	YBL089W, YER119C	snap_masked-flattened_line_1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.66&CDS=1-1422
113	OG0000113	YBL095W	snap_masked-flattened_line_0-processed-gene-28.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.95&CDS=1-684, snap_masked-flattened_line_0-processed-gene-3.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.108&CDS=1-684
114	OG0000114	YBL106C, YPR032W	maker-flattened_line_1-snap-gene-9.115-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-9.115&CDS=1-7656
115	OG0000115	YBR001C, YDR001C	snap_masked-flattened_line_1-processed-gene-11.13-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.13&CDS=1-2433
116	OG0000116	YBR010W, YNL031C	snap_masked-flattened_line_17-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.71&CDS=1-408
117	OG0000117	YBR015C	snap_masked-flattened_line_0-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.170&CDS=1-1845, snap_masked-flattened_line_0-processed-gene-31.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-31.85&CDS=1-1845
118	OG0000118	YBR021W, YIR028W	snap_masked-flattened_line_21-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.27&CDS=1-1704
119	OG0000119	YBR024W, YBR037C	genemark-flattened_line_17-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.88&CDS=1-4473
120	OG0000120	YBR031W, YDR012W	maker-flattened_line_9-snap-gene-2.186-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.186&CDS=1-2250
121	OG0000121	YBR033W, YKL038W	snap_masked-flattened_line_1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.8&CDS=1-2352
122	OG0000122	YBR042C, YDR018C	snap_masked-flattened_line_17-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.47&CDS=1-1923
123	OG0000123	YBR053C	snap_masked-flattened_line_0-processed-gene-25.192-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-25.192&CDS=1-954, snap_masked-flattened_line_0-processed-gene-7.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.70&CDS=1-954
124	OG0000124	YBR073W	snap_masked-flattened_line_0-processed-gene-22.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.114&CDS=1-2352, snap_masked-flattened_line_0-processed-gene-9.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.122&CDS=1-2352
125	OG0000125	YBR074W	maker-flattened_line_0-snap-gene-12.12-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-12.12&CDS=1-5244, maker-flattened_line_0-snap-gene-19.127-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-19.127&CDS=1-5244
126	OG0000126	YBR078W, YDR055W	augustus_masked-flattened_line_5-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.69&CDS=1-1260
127	OG0000127	YBR087W	snap_masked-flattened_line_0-processed-gene-26.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.37&CDS=1-1146, snap_masked-flattened_line_0-processed-gene-5.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.41&CDS=1-1146
128	OG0000128	YBR089C-A, YPR052C	snap_masked-flattened_line_3-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.137&CDS=1-267
129	OG0000129	YBR114W	maker-flattened_line_0-snap-gene-23.6-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-23.6&CDS=1-5328, maker-flattened_line_0-snap-gene-9.99-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-9.99&CDS=1-5328
130	OG0000130	YBR115C	snap_masked-flattened_line_0-processed-gene-23.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.69&CDS=1-4134, snap_masked-flattened_line_0-processed-gene-9.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.131&CDS=1-4134
131	OG0000131	YBR123C	snap_masked-flattened_line_0-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.15&CDS=1-1656, snap_masked-flattened_line_0-processed-gene-29.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.108&CDS=1-1656
132	OG0000132	YBR132C	snap_masked-flattened_line_0-processed-gene-22.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.120&CDS=1-1776, snap_masked-flattened_line_0-processed-gene-9.116-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.116&CDS=1-1776
133	OG0000133	YBR139W	snap_masked-flattened_line_0-processed-gene-26.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.2&CDS=1-1608, snap_masked-flattened_line_0-processed-gene-6.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.32&CDS=1-1608
134	OG0000134	YBR140C, YOL081W	snap_masked-flattened_line_25-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.156&CDS=1-8292
135	OG0000135	YBR147W, YOL092W	snap_masked-flattened_line_3-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.117&CDS=1-957
136	OG0000136	YBR164C	snap_masked-flattened_line_0-processed-gene-11.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.94&CDS=1-549, snap_masked-flattened_line_0-processed-gene-21.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.128&CDS=1-549
137	OG0000137	YBR166C	snap_masked-flattened_line_0-processed-gene-11.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.95&CDS=1-1329, snap_masked-flattened_line_0-processed-gene-21.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.127&CDS=1-1329
138	OG0000138	YBR169C, YPL106C	augustus_masked-flattened_line_25-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.11&CDS=1-5487
139	OG0000139	YBR183W, YPL087W	augustus_masked-flattened_line_25-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.38&CDS=1-1680
140	OG0000140	YBR185C	snap_masked-flattened_line_0-processed-gene-12.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.158&CDS=1-813, snap_masked-flattened_line_0-processed-gene-20.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.119&CDS=1-813
141	OG0000141	YBR192W	snap_masked-flattened_line_0-processed-gene-24.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-24.81&CDS=1-1068, snap_masked-flattened_line_0-processed-gene-7.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.123&CDS=1-1068
142	OG0000142	YBR193C	snap_masked-flattened_line_0-processed-gene-24.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-24.98&CDS=1-510, snap_masked-flattened_line_0-processed-gene-7.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.99&CDS=1-510
143	OG0000143	YBR199W	snap_masked-flattened_line_0-processed-gene-14.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.16&CDS=1-1434, snap_masked-flattened_line_0-processed-gene-17.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.52&CDS=1-1434
144	OG0000144	YBR203W	snap_masked-flattened_line_0-processed-gene-10.192-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.192&CDS=1-1800, snap_masked-flattened_line_0-processed-gene-21.163-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.163&CDS=1-1800
145	OG0000145	YBR205W, YOR099W	snap_masked-flattened_line_21-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.120&CDS=1-1068
146	OG0000146	YBR208C	snap_masked-flattened_line_0-processed-gene-29.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.71&CDS=1-5490, snap_masked-flattened_line_0-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.66&CDS=1-5490
147	OG0000147	YBR218C, YGL062W	snap_masked-flattened_line_1-processed-gene-12.89-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.89&CDS=1-3525
148	OG0000148	YBR235W	snap_masked-flattened_line_0-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.24&CDS=1-3249, snap_masked-flattened_line_0-processed-gene-30.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.125&CDS=1-3249
149	OG0000149	YBR236C	snap_masked-flattened_line_0-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.25&CDS=1-1158, snap_masked-flattened_line_0-processed-gene-30.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.124&CDS=1-1158
150	OG0000150	YBR237W	snap_masked-flattened_line_0-processed-gene-2.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.7&CDS=1-2247, snap_masked-flattened_line_0-processed-gene-30.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.153&CDS=1-2247
151	OG0000151	YBR242W, YGL101W	snap_masked-flattened_line_19-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.119&CDS=1-654
152	OG0000152	YBR256C	snap_masked-flattened_line_0-processed-gene-28.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.96&CDS=1-684, snap_masked-flattened_line_0-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.107&CDS=1-684
153	OG0000153	YBR267W	snap_masked-flattened_line_0-processed-gene-15.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.158&CDS=1-1224, snap_masked-flattened_line_0-processed-gene-16.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.28&CDS=1-1224
154	OG0000154	YBR270C, YJL058C	snap_masked-flattened_line_11-processed-gene-4.180-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.180&CDS=1-1716
155	OG0000155	YBR271W	snap_masked-flattened_line_0-processed-gene-12.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.133&CDS=1-1074, snap_masked-flattened_line_0-processed-gene-20.139-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.139&CDS=1-1074
156	OG0000156	YBR281C	snap_masked-flattened_line_0-processed-gene-10.160-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.160&CDS=1-2550, snap_masked-flattened_line_0-processed-gene-22.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.77&CDS=1-2550
157	OG0000157	YBR287W	augustus_masked-flattened_line_0-processed-gene-13.160-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.160&CDS=1-4095, augustus_masked-flattened_line_0-processed-gene-18.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.28&CDS=1-4095
158	OG0000158	YBR293W	snap_masked-flattened_line_0-processed-gene-23.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.93&CDS=1-1719, snap_masked-flattened_line_0-processed-gene-8.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.90&CDS=1-1719
159	OG0000159	YBR294W, YLR092W	maker-flattened_line_5-augustus-gene-1.64-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-1.64&CDS=1-3624
160	OG0000160	YBR296C	snap_masked-flattened_line_34-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.33&CDS=1-1746, snap_masked-flattened_line_58-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.7&CDS=1-1746
161	OG0000161	YCL011C, YNL004W	snap_masked-flattened_line_1-processed-gene-6.123-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.123&CDS=1-1383
162	OG0000162	YCL024W, YDR507C	genemark-flattened_line_11-processed-gene-4.113-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.113&CDS=1-3519
163	OG0000163	YCL030C	snap_masked-flattened_line_0-processed-gene-23.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.65&CDS=1-2484, snap_masked-flattened_line_0-processed-gene-9.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.113&CDS=1-2484
164	OG0000164	YCL035C, YDR513W	snap_masked-flattened_line_7-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.75&CDS=1-315
165	OG0000165	YCL036W, YDR514C	genemark-flattened_line_1-processed-gene-11.184-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-11.184&CDS=1-927
166	OG0000166	YCL037C, YDR515W	snap_masked-flattened_line_5-processed-gene-6.105-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.105&CDS=1-1416
167	OG0000167	YCL040W, YDR516C	maker-flattened_line_7-augustus-gene-4.6-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-4.6&CDS=1-4194
168	OG0000168	YCL048W, YDR522C	snap_masked-flattened_line_1-processed-gene-8.177-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.177&CDS=1-1290
169	OG0000169	YCL050C, YDR530C	genemark-flattened_line_3-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.31&CDS=1-1023
170	OG0000170	YCL051W, YDR528W	snap_masked-flattened_line_1-processed-gene-8.148-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.148&CDS=1-1608
171	OG0000171	YCL068C, YCR038C	maker-flattened_line_11-augustus-gene-4.124-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-4.124&CDS=1-4929
172	OG0000172	YCR010C, YNR002C	snap_masked-flattened_line_3-processed-gene-10.80-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.80&CDS=1-816
173	OG0000173	YCR012W	snap_masked-flattened_line_0-processed-gene-28.80-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.80&CDS=1-1248, snap_masked-flattened_line_0-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.93&CDS=1-1248
174	OG0000174	YCR016W	genemark-flattened_line_0-processed-gene-22.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-22.55&CDS=1-4449, snap_masked-flattened_line_0-processed-gene-9.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.124&CDS=1-921
175	OG0000175	YCR017C	maker-flattened_line_0-augustus-gene-28.132-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-28.132&CDS=1-3930, maker-flattened_line_0-augustus-gene-4.178-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.178&CDS=1-3930
176	OG0000176	YCR037C, YJL198W	snap_masked-flattened_line_5-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.46&CDS=1-2523
177	OG0000177	YCR044C	snap_masked-flattened_line_0-processed-gene-25.205-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-25.205&CDS=1-1080, snap_masked-flattened_line_0-processed-gene-6.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.13&CDS=1-1080
