	OrthologID	Candida_apicola	Saccharomyces_cerevisiae
54	OG0000054	augustus_masked-LBNK01000003.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-LBNK01000003.1-processed-gene-7.18&CDS=1-792, snap_masked-LBNK01000019.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-LBNK01000019.1-processed-gene-0.140&CDS=1-873	YBR002C, YMR101C
55	OG0000055	augustus_masked-LBNK01000003.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-LBNK01000003.1-processed-gene-7.44&CDS=1-1005	YGR192C, YJL052W, YJR009C
56	OG0000056	augustus_masked-LBNK01000005.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.132&CDS=1-2022, maker-LBNK01000003.1-snap-gene-8.171-mRNA-1_1&gene=maker-LBNK01000003.1-snap-gene-8.171&CDS=1-3177	YLR248W, YLR362W
57	OG0000057	augustus_masked-LBNK01000003.1-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-LBNK01000003.1-processed-gene-8.165&CDS=1-951, augustus_masked-LBNK01000007.1-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-LBNK01000007.1-processed-gene-6.38&CDS=1-672	YJR129C, YNL024C
58	OG0000058	augustus_masked-LBNK01000004.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.22&CDS=1-480, augustus_masked-LBNK01000006.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-0.74&CDS=1-531	YBR005W, YDR003W
59	OG0000059	genemark-LBNK01000004.1-processed-gene-2.111-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-2.111&CDS=1-816	YOL055C, YPL258C, YPR121W
60	OG0000060	augustus_masked-LBNK01000004.1-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.64&CDS=1-1023, genemark-LBNK01000004.1-processed-gene-2.119-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-2.119&CDS=1-1008	YMR253C, YPL264C
61	OG0000061	augustus_masked-LBNK01000004.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.6&CDS=1-1329, augustus_masked-LBNK01000007.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LBNK01000007.1-processed-gene-0.102&CDS=1-1347, augustus_masked-LBNK01000008.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.74&CDS=1-1404	YOL119C
62	OG0000062	augustus_masked-LBNK01000004.1-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.72&CDS=1-936	YLL062C, YMR321C, YPL273W
63	OG0000063	augustus_masked-LBNK01000010.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-1.11&CDS=1-1119, maker-LBNK01000005.1-snap-gene-0.38-mRNA-1_1&gene=maker-LBNK01000005.1-snap-gene-0.38&CDS=1-3042	YCR105W, YMR318C
64	OG0000064	augustus_masked-LBNK01000005.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-0.56&CDS=1-4359, genemark-LBNK01000006.1-processed-gene-2.84-mRNA-1_1&gene=genemark-LBNK01000006.1-processed-gene-2.84&CDS=1-993	YBR161W, YPL057C
65	OG0000065	augustus_masked-LBNK01000005.1-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.150&CDS=1-1110, augustus_masked-LBNK01000006.1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-5.41&CDS=1-1116, augustus_masked-LBNK01000006.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-5.7&CDS=1-1116	YHR112C
66	OG0000066	augustus_masked-LBNK01000005.1-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.105&CDS=1-2784, augustus_masked-LBNK01000011.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.5&CDS=1-2742	YBR240C, YNR063W
67	OG0000067	augustus_masked-LBNK01000005.1-processed-gene-6.255-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.255&CDS=1-459, augustus_masked-LBNK01000012.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.75&CDS=1-459	YBR010W, YNL031C
68	OG0000068	augustus_masked-LBNK01000006.1-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-6.184&CDS=1-537, maker-LBNK01000006.1-snap-gene-2.141-mRNA-1_1&gene=maker-LBNK01000006.1-snap-gene-2.141&CDS=1-747	YHR090C, YOR064C
69	OG0000069	augustus_masked-LBNK01000006.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-2.33&CDS=1-483, augustus_masked-LBNK01000008.1-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.125&CDS=1-1743	YML007W, YOR028C
70	OG0000070	augustus_masked-LBNK01000006.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-4.112&CDS=1-252, augustus_masked-LBNK01000008.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-0.106&CDS=1-273	YER029C, YLR438C-A
71	OG0000071	augustus_masked-LBNK01000006.1-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-4.116&CDS=1-2049	YIL009W, YMR246W, YOR317W
72	OG0000072	augustus_masked-LBNK01000006.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-5.17&CDS=1-1419, augustus_masked-LBNK01000010.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.71&CDS=1-1080	YJL073W, YMR214W
73	OG0000073	augustus_masked-LBNK01000007.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-LBNK01000007.1-processed-gene-2.134&CDS=1-1146, augustus_masked-LBNK01000007.1-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-LBNK01000007.1-processed-gene-5.85&CDS=1-1095	YHR208W, YJR148W
74	OG0000074	augustus_masked-LBNK01000008.1-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.102&CDS=1-1320, snap_masked-LBNK01000016.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-LBNK01000016.1-processed-gene-0.135&CDS=1-1341, snap_masked-LBNK01000016.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-LBNK01000016.1-processed-gene-0.136&CDS=1-1266	YJR117W
75	OG0000075	augustus_masked-LBNK01000008.1-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.135&CDS=1-630	YFL060C, YMR095C, YNL334C
76	OG0000076	augustus_masked-LBNK01000009.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.46&CDS=1-1596, augustus_masked-LBNK01000009.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.47&CDS=1-1593, augustus_masked-LBNK01000016.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LBNK01000016.1-processed-gene-0.3&CDS=1-1728	YLL028W
77	OG0000077	augustus_masked-LBNK01000009.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.34&CDS=1-1827	YER056C, YER060W, YER060W-A
78	OG0000078	augustus_masked-LBNK01000010.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-0.70&CDS=1-1011	YGR154C, YKR076W, YMR251W
79	OG0000079	augustus_masked-LBNK01000011.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.0&CDS=1-834, augustus_masked-LBNK01000021.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LBNK01000021.1-processed-gene-0.12&CDS=1-957	YMR183C, YPL232W
80	OG0000080	maker-LBNK01000022.1-snap-gene-0.24-mRNA-1_1&gene=maker-LBNK01000022.1-snap-gene-0.24&CDS=1-186	Q0045, Q0065, Q0070
81	OG0000081		YCL069W, YGR224W, YKR105C, YPR198W
82	OG0000082	maker-LBNK01000001.1-snap-gene-0.52-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-0.52&CDS=1-4053	YCR073C, YNR031C
83	OG0000083	genemark-LBNK01000001.1-processed-gene-1.60-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-1.60&CDS=1-963, genemark-LBNK01000013.1-processed-gene-0.60-mRNA-1_1&gene=genemark-LBNK01000013.1-processed-gene-0.60&CDS=1-621	YNL322C
84	OG0000084	augustus_masked-LBNK01000001.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.11&CDS=1-1473	YJL134W, YKR053C
85	OG0000085	augustus_masked-LBNK01000001.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.18&CDS=1-3729	YDR122W, YLR096W
86	OG0000086	augustus_masked-LBNK01000001.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.44&CDS=1-651	YGL135W, YPL220W
87	OG0000087	augustus_masked-LBNK01000001.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.20&CDS=1-582	YBL072C, YER102W
88	OG0000088	augustus_masked-LBNK01000001.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.27&CDS=1-888	YMR177W, YPL224C
89	OG0000089	augustus_masked-LBNK01000001.1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.52&CDS=1-783	YGR214W, YLR048W
90	OG0000090	snap_masked-LBNK01000001.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-3.2&CDS=1-987	YJL137C, YKR058W
91	OG0000091	augustus_masked-LBNK01000001.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.108&CDS=1-2364, genemark-LBNK01000005.1-processed-gene-6.142-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-6.142&CDS=1-2220	YJL212C
92	OG0000092	augustus_masked-LBNK01000001.1-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.136&CDS=1-723	YBR181C, YPL090C
93	OG0000093	augustus_masked-LBNK01000001.1-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.139&CDS=1-924	YCL011C, YNL004W
94	OG0000094	augustus_masked-LBNK01000001.1-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.125&CDS=1-810, augustus_masked-LBNK01000009.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.50&CDS=1-816	YJR096W
95	OG0000095	augustus_masked-LBNK01000001.1-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.151&CDS=1-1644	YIR031C, YNL117W
96	OG0000096	augustus_masked-LBNK01000001.1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.50&CDS=1-840	YAL018C, YOL048C
97	OG0000097	augustus_masked-LBNK01000001.1-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.28&CDS=1-324	YDR382W, YOL039W
98	OG0000098	augustus_masked-LBNK01000001.1-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.30&CDS=1-771	YDR272W, YOR040W
99	OG0000099	augustus_masked-LBNK01000001.1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.31&CDS=1-1272	YDR273W, YOR042W
100	OG0000100	augustus_masked-LBNK01000001.1-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-5.146&CDS=1-411	YHL001W, YKL006W
101	OG0000101	augustus_masked-LBNK01000001.1-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-5.147&CDS=1-1347	YLL012W, YLR020C
102	OG0000102	augustus_masked-LBNK01000001.1-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-5.133&CDS=1-1698	YDR146C, YLR131C
103	OG0000103	augustus_masked-LBNK01000001.1-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-5.134&CDS=1-204	YLR264W, YOR167C
104	OG0000104	augustus_masked-LBNK01000001.1-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-5.158&CDS=1-990	YER059W, YIL050W
105	OG0000105	augustus_masked-LBNK01000001.1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.42&CDS=1-375	YER056C-A, YIL052C
106	OG0000106	augustus_masked-LBNK01000001.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.65&CDS=1-399	YBL002W, YDR224C
107	OG0000107	augustus_masked-LBNK01000001.1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.49&CDS=1-399	YBL003C, YDR225W
108	OG0000108	augustus_masked-LBNK01000001.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.68&CDS=1-1794, maker-LBNK01000002.1-augustus-gene-9.78-mRNA-1_1&gene=maker-LBNK01000002.1-augustus-gene-9.78&CDS=1-3540	YDR536W
109	OG0000109	augustus_masked-LBNK01000001.1-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.51&CDS=1-4053	YEL022W, YJR031C
110	OG0000110	augustus_masked-LBNK01000001.1-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-6.62&CDS=1-885, augustus_masked-LBNK01000002.1-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-9.44&CDS=1-771	YJR100C
111	OG0000111	augustus_masked-LBNK01000001.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-7.46&CDS=1-1140, maker-LBNK01000001.1-augustus-gene-7.1-mRNA-1_1&gene=maker-LBNK01000001.1-augustus-gene-7.1&CDS=1-1359	YOR099W
112	OG0000112	augustus_masked-LBNK01000001.1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-7.57&CDS=1-651, augustus_masked-LBNK01000008.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-0.94&CDS=1-762	YBL064C
113	OG0000113	augustus_masked-LBNK01000001.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-7.74&CDS=1-774	YGL082W, YPL191C
114	OG0000114	augustus_masked-LBNK01000001.1-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-8.140&CDS=1-1326	YFR024C-A, YHR016C
115	OG0000115	augustus_masked-LBNK01000001.1-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-8.123&CDS=1-1743, genemark-LBNK01000013.1-processed-gene-1.183-mRNA-1_1&gene=genemark-LBNK01000013.1-processed-gene-1.183&CDS=1-1758	YNR055C
116	OG0000116	augustus_masked-LBNK01000001.1-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-8.128&CDS=1-720	YER062C, YIL053W
117	OG0000117	augustus_masked-LBNK01000001.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.77&CDS=1-1668	YJR130C, YML082W
118	OG0000118	augustus_masked-LBNK01000001.1-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.80&CDS=1-1779	YLR028C, YMR120C
119	OG0000119	augustus_masked-LBNK01000001.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.81&CDS=1-609	YLR029C, YMR121C
120	OG0000120	augustus_masked-LBNK01000001.1-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.82&CDS=1-1932	YGR009C, YMR017W
121	OG0000121	augustus_masked-LBNK01000001.1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.70&CDS=1-3177, augustus_masked-LBNK01000005.1-processed-gene-6.311-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.311&CDS=1-2961	YLR389C
122	OG0000122	augustus_masked-LBNK01000001.1-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-9.93&CDS=1-1788, augustus_masked-LBNK01000014.1-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-LBNK01000014.1-processed-gene-0.157&CDS=1-1941	YLL029W
123	OG0000123	augustus_masked-LBNK01000001.1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-10.58&CDS=1-1887	YDR107C, YLR083C
124	OG0000124	snap_masked-LBNK01000001.1-processed-gene-10.123-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-10.123&CDS=1-1803	YJR061W, YKL201C
125	OG0000125	augustus_masked-LBNK01000001.1-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-11.114&CDS=1-285	YHR146W, YNL173C
126	OG0000126	augustus_masked-LBNK01000001.1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-11.98&CDS=1-1200	YFR014C, YOL016C
127	OG0000127	augustus_masked-LBNK01000001.1-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-11.129&CDS=1-1197	YDR300C, YHR033W
128	OG0000128	augustus_masked-LBNK01000001.1-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-11.107&CDS=1-1095	YHR123W, YNL130C
129	OG0000129	augustus_masked-LBNK01000006.1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-LBNK01000006.1-processed-gene-5.6&CDS=1-768, snap_masked-LBNK01000001.1-processed-gene-11.44-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-11.44&CDS=1-474	YMR234W
130	OG0000130	snap_masked-LBNK01000001.1-processed-gene-12.10-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-12.10&CDS=1-978	YGR283C, YMR310C
131	OG0000131	augustus_masked-LBNK01000001.1-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-12.122&CDS=1-597	YCL026C-A, YCL026C-B
132	OG0000132	augustus_masked-LBNK01000001.1-processed-gene-12.154-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-12.154&CDS=1-1707	YDL042C, YOL068C
133	OG0000133	snap_masked-LBNK01000001.1-processed-gene-13.111-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-13.111&CDS=1-195	YLR287C-A, YOR182C
134	OG0000134	augustus_masked-LBNK01000001.1-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.27&CDS=1-519	YLR448W, YML073C
135	OG0000135	augustus_masked-LBNK01000001.1-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.8&CDS=1-3468	YML109W, YMR273C
136	OG0000136	augustus_masked-LBNK01000001.1-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.12&CDS=1-1449	YDL155W, YLR210W
137	OG0000137	maker-LBNK01000001.1-augustus-gene-13.106-mRNA-1_1&gene=maker-LBNK01000001.1-augustus-gene-13.106&CDS=1-1845	YOR390W, YPL279C
138	OG0000138	augustus_masked-LBNK01000001.1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.41&CDS=1-2529	YDR385W, YOR133W
139	OG0000139	augustus_masked-LBNK01000001.1-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.42&CDS=1-603, augustus_masked-LBNK01000003.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-LBNK01000003.1-processed-gene-0.139&CDS=1-603	YDR032C
140	OG0000140	maker-LBNK01000001.1-snap-gene-13.161-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-13.161&CDS=1-1617	YEL041W, YJR049C
141	OG0000141	augustus_masked-LBNK01000001.1-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-13.25&CDS=1-1281	YBR241C, YGL104C
142	OG0000142	augustus_masked-LBNK01000001.1-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.103&CDS=1-3519	YIR033W, YKL020C
143	OG0000143	snap_masked-LBNK01000001.1-processed-gene-14.5-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-14.5&CDS=1-3318	YNL106C, YOR109W
144	OG0000144	augustus_masked-LBNK01000001.1-processed-gene-14.159-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.159&CDS=1-897	YJL133W, YKR052C
145	OG0000145	augustus_masked-LBNK01000001.1-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.121&CDS=1-318	YHR141C, YNL162W
146	OG0000146	augustus_masked-LBNK01000001.1-processed-gene-14.172-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.172&CDS=1-1125	YDL204W, YDR233C
147	OG0000147	snap_masked-LBNK01000001.1-processed-gene-14.32-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-14.32&CDS=1-1215, snap_masked-LBNK01000004.1-processed-gene-3.146-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-3.146&CDS=1-1290	YMR028W
148	OG0000148	genemark-LBNK01000001.1-processed-gene-14.277-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-14.277&CDS=1-1017	YGR141W, YPR157W
149	OG0000149	augustus_masked-LBNK01000001.1-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.135&CDS=1-4158	YGR070W, YLR371W
150	OG0000150	augustus_masked-LBNK01000001.1-processed-gene-14.146-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.146&CDS=1-1185	YJL139C, YKR061W
151	OG0000151	augustus_masked-LBNK01000001.1-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-14.149&CDS=1-468	YBR048W, YDR025W
152	OG0000152	augustus_masked-LBNK01000007.1-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-LBNK01000007.1-processed-gene-4.8&CDS=1-630, snap_masked-LBNK01000002.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-LBNK01000002.1-processed-gene-0.107&CDS=1-378	YOR283W
153	OG0000153	augustus_masked-LBNK01000002.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-0.50&CDS=1-2787	YJR091C, YPR042C
154	OG0000154	augustus_masked-LBNK01000002.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-0.75&CDS=1-1362	YMR243C, YOR316C
155	OG0000155	augustus_masked-LBNK01000002.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-0.83&CDS=1-1455, snap_masked-LBNK01000017.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-LBNK01000017.1-processed-gene-0.132&CDS=1-588	YMR239C
156	OG0000156	augustus_masked-LBNK01000002.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-1.85&CDS=1-408	YDR471W, YHR010W
157	OG0000157	genemark-LBNK01000002.1-processed-gene-1.118-mRNA-1_1&gene=genemark-LBNK01000002.1-processed-gene-1.118&CDS=1-1572	YBL067C, YER098W
158	OG0000158	augustus_masked-LBNK01000002.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-2.87&CDS=1-1938	YDR409W, YOR156C
159	OG0000159	augustus_masked-LBNK01000002.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-2.70&CDS=1-2049	YNL299W, YOL115W
160	OG0000160	augustus_masked-LBNK01000002.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-2.72&CDS=1-1050	YBR031W, YDR012W
161	OG0000161	augustus_masked-LBNK01000002.1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-3.103&CDS=1-993, augustus_masked-LBNK01000018.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LBNK01000018.1-processed-gene-0.76&CDS=1-1011	YNL274C
162	OG0000162	augustus_masked-LBNK01000002.1-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-4.64&CDS=1-1386	YBL056W, YER089C
163	OG0000163	snap_masked-LBNK01000002.1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-LBNK01000002.1-processed-gene-4.137&CDS=1-5265	YLL016W, YLR310C
164	OG0000164	augustus_masked-LBNK01000002.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-LBNK01000002.1-processed-gene-4.69&CDS=1-528	YKL141W, YMR118C
