	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
80	OG0000080	YDL075W, YLR406C	augustus_masked-Smik_4-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-3.0&CDS=1-339, snap_masked-Smik_12-processed-gene-8.249-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-8.249&CDS=1-339
81	OG0000081	YDL082W, YMR142C	snap_masked-Smik_13-processed-gene-5.132-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-5.132&CDS=1-597, snap_masked-Smik_4-processed-gene-2.143-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.143&CDS=1-597
82	OG0000082	YDL083C, YMR143W	augustus_masked-Smik_13-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-5.9&CDS=1-429, snap_masked-Smik_4-processed-gene-2.164-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.164&CDS=1-429
83	OG0000083	YDL085W, YMR145C	augustus_masked-Smik_4-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-2.32&CDS=1-2895, snap_masked-Smik_13-processed-gene-5.133-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-5.133&CDS=1-1680
84	OG0000084	YDL131W, YDL182W	snap_masked-Smik_4-processed-gene-1.99-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.99&CDS=1-1284, snap_masked-Smik_4-processed-gene-2.119-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.119&CDS=1-1320
85	OG0000085	YDL134C, YDL188C	snap_masked-Smik_4-processed-gene-1.119-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.119&CDS=1-1131, snap_masked-Smik_4-processed-gene-2.117-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.117&CDS=1-1107
86	OG0000086	YDL137W, YDL192W	snap_masked-Smik_4-processed-gene-1.93-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.93&CDS=1-543, snap_masked-Smik_4-processed-gene-2.113-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.113&CDS=1-543
87	OG0000087	YDL138W, YDL194W	snap_masked-Smik_4-processed-gene-1.91-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-1.91&CDS=1-2643, snap_masked-Smik_4-processed-gene-2.112-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-2.112&CDS=1-2301
88	OG0000088	YDL222C, YNL194C	snap_masked-Smik_14-processed-gene-2.44-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.44&CDS=1-903, snap_masked-Smik_4-processed-gene-0.26-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.26&CDS=1-4170
89	OG0000089	YDL229W, YNL209W	snap_masked-Smik_14-processed-gene-2.20-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.20&CDS=1-1839, snap_masked-Smik_4-processed-gene-0.5-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-0.5&CDS=1-1839
90	OG0000090	YDL246C, YJR159W, YLR070C	maker-Smik_2-snap-gene-0.41-mRNA-1_1&gene=maker-Smik_2-snap-gene-0.41&CDS=1-819
91	OG0000091	YDR038C, YDR039C, YDR040C	snap_masked-Smik_4-processed-gene-5.126-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-5.126&CDS=1-3273
92	OG0000092	YDR093W, YER166W	snap_masked-Smik_4-processed-gene-6.77-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.77&CDS=1-4857, snap_masked-Smik_5-processed-gene-4.29-mRNA-1_1&gene=snap_masked-Smik_5-processed-gene-4.29&CDS=1-4713
93	OG0000093	YDR099W, YER177W	snap_masked-Smik_4-processed-gene-6.82-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.82&CDS=1-795, snap_masked-Smik_5-processed-gene-4.37-mRNA-1_1&gene=snap_masked-Smik_5-processed-gene-4.37&CDS=1-801
94	OG0000094	YDR107C, YLR083C	genemark-Smik_12-processed-gene-2.96-mRNA-1_1&gene=genemark-Smik_12-processed-gene-2.96&CDS=1-1989, snap_masked-Smik_4-processed-gene-6.103-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.103&CDS=1-2070
95	OG0000095	YDR111C, YLR089C	genemark-Smik_12-processed-gene-3.42-mRNA-1_1&gene=genemark-Smik_12-processed-gene-3.42&CDS=1-1776, snap_masked-Smik_4-processed-gene-6.105-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.105&CDS=1-1521
96	OG0000096	YDR122W, YLR096W	snap_masked-Smik_12-processed-gene-3.7-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-3.7&CDS=1-3486, snap_masked-Smik_4-processed-gene-6.92-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.92&CDS=1-3198
97	OG0000097	YDR135C, YLL015W	augustus_masked-Smik_12-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-Smik_12-processed-gene-1.91&CDS=1-8679, snap_masked-Smik_4-processed-gene-6.117-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-6.117&CDS=1-4548
98	OG0000098	YDR300C, YHR032W	maker-Smik_8-augustus-gene-1.148-mRNA-1_1&gene=maker-Smik_8-augustus-gene-1.148&CDS=1-3093, snap_masked-Smik_4-processed-gene-10.78-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-10.78&CDS=1-1284
99	OG0000099	YDR341C, YHR091C	snap_masked-Smik_4-processed-gene-10.116-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-10.116&CDS=1-1821, snap_masked-Smik_8-processed-gene-2.36-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.36&CDS=1-1929
100	OG0000100	YDR353W, YHR106W	snap_masked-Smik_4-processed-gene-11.17-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-11.17&CDS=1-957, snap_masked-Smik_8-processed-gene-3.113-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.113&CDS=1-1032
101	OG0000101	YDR358W, YHR108W	augustus_masked-Smik_8-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.67&CDS=1-5370, snap_masked-Smik_4-processed-gene-11.20-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-11.20&CDS=1-1668
102	OG0000102	YDR385W, YOR133W	snap_masked-Smik_15-processed-gene-5.94-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-5.94&CDS=1-2526, snap_masked-Smik_4-processed-gene-11.35-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-11.35&CDS=1-2526
103	OG0000103	YDR436W, YML016C	augustus_masked-Smik_4-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-12.71&CDS=1-2466, snap_masked-Smik_13-processed-gene-2.39-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-2.39&CDS=1-2085
104	OG0000104	YDR497C, YOL103W	augustus_masked-Smik_4-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-Smik_4-processed-gene-13.41&CDS=1-2892, snap_masked-Smik_15-processed-gene-0.30-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-0.30&CDS=1-1833
105	OG0000105	YDR502C, YLR180W	snap_masked-Smik_12-processed-gene-4.109-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-4.109&CDS=1-1146, snap_masked-Smik_4-processed-gene-13.199-mRNA-1_1&gene=snap_masked-Smik_4-processed-gene-13.199&CDS=1-1152
106	OG0000106	YEL022W, YJR031C	genemark-Smik_10-processed-gene-4.89-mRNA-1_1&gene=genemark-Smik_10-processed-gene-4.89&CDS=1-6777, maker-Smik_5-augustus-gene-1.88-mRNA-1_1&gene=maker-Smik_5-augustus-gene-1.88&CDS=1-5283
107	OG0000107	YEL047C, YJR051W	augustus_masked-Smik_5-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-Smik_5-processed-gene-0.70&CDS=1-1794, snap_masked-Smik_10-processed-gene-5.103-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-5.103&CDS=1-1413
108	OG0000108	YEL070W, YNR073C	snap_masked-Smik_14-processed-gene-6.204-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.204&CDS=1-1506, snap_masked-Smik_5-processed-gene-0.77-mRNA-1_1&gene=snap_masked-Smik_5-processed-gene-0.77&CDS=1-1506
109	OG0000109	YER011W, YOR010C	snap_masked-Smik_15-processed-gene-3.117-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-3.117&CDS=1-843, snap_masked-Smik_5-processed-gene-1.117-mRNA-1_1&gene=snap_masked-Smik_5-processed-gene-1.117&CDS=1-723
110	OG0000110	YER017C, YMR089C	augustus_masked-Smik_5-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-Smik_5-processed-gene-2.66&CDS=1-2808, snap_masked-Smik_13-processed-gene-4.118-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-4.118&CDS=1-2481
111	OG0000111	YER056C, YER060W-A	genemark-Smik_5-processed-gene-2.161-mRNA-1_1&gene=genemark-Smik_5-processed-gene-2.161&CDS=1-1644, maker-Smik_5-snap-gene-2.109-mRNA-1_1&gene=maker-Smik_5-snap-gene-2.109&CDS=1-3213
112	OG0000112	YER070W, YIL066C	snap_masked-Smik_5-processed-gene-3.11-mRNA-1_1&gene=snap_masked-Smik_5-processed-gene-3.11&CDS=1-2661, snap_masked-Smik_9-processed-gene-2.121-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.121&CDS=1-2607
113	OG0000113	YER073W, YOR374W	augustus_masked-Smik_15-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-9.68&CDS=1-1557, maker-Smik_5-snap-gene-3.87-mRNA-1_1&gene=maker-Smik_5-snap-gene-3.87&CDS=1-1956
114	OG0000114	YER081W, YIL074C	augustus_masked-Smik_5-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-Smik_5-processed-gene-3.59&CDS=1-1407, augustus_masked-Smik_9-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.60&CDS=1-1434
115	OG0000115	YER131W, YGL189C	augustus_masked-Smik_5-processed-gene-4.174-mRNA-1_1&gene=augustus_masked-Smik_5-processed-gene-4.174&CDS=1-357, snap_masked-Smik_7-processed-gene-1.26-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-1.26&CDS=1-357
116	OG0000116	YFL004W, YPL019C	snap_masked-Smik_16-processed-gene-4.3-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-4.3&CDS=1-2502, snap_masked-Smik_6-processed-gene-1.21-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-1.21&CDS=1-2484
117	OG0000117	YFR015C, YLR258W	snap_masked-Smik_12-processed-gene-6.1-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-6.1&CDS=1-2115, snap_masked-Smik_7-processed-gene-5.52-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-5.52&CDS=1-2121
118	OG0000118	YFR053C, YGL253W	snap_masked-Smik_7-processed-gene-0.92-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-0.92&CDS=1-1458, snap_masked-Smik_7-processed-gene-5.75-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-5.75&CDS=1-1455
119	OG0000119	YGL008C, YPL036W	snap_masked-Smik_16-processed-gene-3.29-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-3.29&CDS=1-2841, snap_masked-Smik_7-processed-gene-4.137-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-4.137&CDS=1-2757
120	OG0000120	YGL031C, YGR148C	snap_masked-Smik_6-processed-gene-4.112-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-4.112&CDS=1-465, snap_masked-Smik_7-processed-gene-4.125-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-4.125&CDS=1-465
121	OG0000121	YGL039W, YGL157W	snap_masked-Smik_7-processed-gene-2.93-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-2.93&CDS=1-1047, snap_masked-Smik_7-processed-gene-4.104-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-4.104&CDS=1-1038
122	OG0000122	YGL049C, YGR162W	snap_masked-Smik_6-processed-gene-4.99-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-4.99&CDS=1-2844, snap_masked-Smik_7-processed-gene-4.99-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-4.99&CDS=1-2814
123	OG0000123	YGL076C, YPL198W	genemark-Smik_6-processed-gene-6.71-mRNA-1_1&gene=genemark-Smik_6-processed-gene-6.71&CDS=1-642, maker-Smik_7-snap-gene-3.44-mRNA-1_1&gene=maker-Smik_7-snap-gene-3.44&CDS=1-720
124	OG0000124	YGL084C, YPL189W	snap_masked-Smik_6-processed-gene-6.121-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-6.121&CDS=1-1830, snap_masked-Smik_7-processed-gene-3.141-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-3.141&CDS=1-1680
125	OG0000125	YGL135W, YPL220W	snap_masked-Smik_6-processed-gene-7.4-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-7.4&CDS=1-651, snap_masked-Smik_7-processed-gene-2.103-mRNA-1_1&gene=snap_masked-Smik_7-processed-gene-2.103&CDS=1-651
126	OG0000126	YGL139W, YPL221W	augustus_masked-Smik_7-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-Smik_7-processed-gene-2.62&CDS=1-2406, snap_masked-Smik_6-processed-gene-7.5-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-7.5&CDS=1-2379
127	OG0000127	YGR027C, YLR333C	snap_masked-Smik_12-processed-gene-7.126-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-7.126&CDS=1-324, snap_masked-Smik_6-processed-gene-1.29-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-1.29&CDS=1-324
128	OG0000128	YGR034W, YLR344W	maker-Smik_12-snap-gene-7.42-mRNA-1_1&gene=maker-Smik_12-snap-gene-7.42&CDS=1-381, snap_masked-Smik_6-processed-gene-2.98-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-2.98&CDS=1-381
129	OG0000129	YGR070W, YLR371W	augustus_masked-Smik_6-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Smik_6-processed-gene-2.19&CDS=1-3459, snap_masked-Smik_12-processed-gene-8.188-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-8.188&CDS=1-4053
130	OG0000130	YGR121C, YPR138C	snap_masked-Smik_16-processed-gene-6.43-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-6.43&CDS=1-1455, snap_masked-Smik_6-processed-gene-3.120-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-3.120&CDS=1-1476
131	OG0000131	YGR124W, YPR145W	snap_masked-Smik_16-processed-gene-7.102-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-7.102&CDS=1-1716, snap_masked-Smik_6-processed-gene-3.102-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-3.102&CDS=1-1716
132	OG0000132	YGR131W, YPR149W	snap_masked-Smik_16-processed-gene-7.107-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-7.107&CDS=1-519, snap_masked-Smik_6-processed-gene-3.107-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-3.107&CDS=1-399
133	OG0000133	YGR138C, YPR156C	snap_masked-Smik_16-processed-gene-7.133-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-7.133&CDS=1-1866, snap_masked-Smik_6-processed-gene-3.125-mRNA-1_1&gene=snap_masked-Smik_6-processed-gene-3.125&CDS=1-1842
134	OG0000134	YGR143W, YPR159W	augustus_masked-Smik_6-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-Smik_6-processed-gene-4.49&CDS=1-2316, snap_masked-Smik_16-processed-gene-7.110-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-7.110&CDS=1-2160
135	OG0000135	YGR254W, YHR174W	maker-Smik_8-augustus-gene-4.161-mRNA-1_1&gene=maker-Smik_8-augustus-gene-4.161&CDS=1-1818, snap_masked-Smik_16-processed-gene-1.5-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-1.5&CDS=1-1311
136	OG0000136	YGR279C, YMR305C	augustus_masked-Smik_16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.14&CDS=1-1164, snap_masked-Smik_13-processed-gene-7.93-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.93&CDS=1-1245
137	OG0000137	YHL003C, YKL008C	snap_masked-Smik_11-processed-gene-4.122-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-4.122&CDS=1-1254, snap_masked-Smik_8-processed-gene-0.36-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.36&CDS=1-1233
138	OG0000138	YHL033C, YLL045C	snap_masked-Smik_12-processed-gene-0.22-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-0.22&CDS=1-768, snap_masked-Smik_8-processed-gene-0.20-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.20&CDS=1-768
139	OG0000139	YHR001W, YKR003W	genemark-Smik_11-processed-gene-4.59-mRNA-1_1&gene=genemark-Smik_11-processed-gene-4.59&CDS=1-1341, snap_masked-Smik_8-processed-gene-0.13-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.13&CDS=1-1311
140	OG0000140	YHR047C, YKL157W	maker-Smik_11-snap-gene-1.57-mRNA-1_1&gene=maker-Smik_11-snap-gene-1.57&CDS=1-2865, snap_masked-Smik_8-processed-gene-1.144-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.144&CDS=1-2568
141	OG0000141	YHR135C, YNL154C	snap_masked-Smik_14-processed-gene-3.136-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.136&CDS=1-1653, snap_masked-Smik_8-processed-gene-3.149-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.149&CDS=1-1665
142	OG0000142	YHR203C, YJR145C	snap_masked-Smik_10-processed-gene-6.53-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-6.53&CDS=1-783, snap_masked-Smik_8-processed-gene-4.156-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.156&CDS=1-783
143	OG0000143	YHR208W, YJR148W	snap_masked-Smik_10-processed-gene-6.28-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-6.28&CDS=1-1128, snap_masked-Smik_8-processed-gene-4.141-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.141&CDS=1-1179
144	OG0000144	YIL013C, YOR011W	augustus_masked-Smik_9-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.98&CDS=1-4227, snap_masked-Smik_15-processed-gene-3.93-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-3.93&CDS=1-4179
145	OG0000145	YIL085C, YNL029C	augustus_masked-Smik_14-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.31&CDS=1-1503, augustus_masked-Smik_9-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.87&CDS=1-3654
146	OG0000146	YIL109C, YNL049C	augustus_masked-Smik_9-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.75&CDS=1-2784, snap_masked-Smik_14-processed-gene-5.131-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.131&CDS=1-2637
147	OG0000147	YIL123W, YNL066W	augustus_masked-Smik_14-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.76&CDS=1-1251, snap_masked-Smik_9-processed-gene-1.94-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.94&CDS=1-1440
148	OG0000148	YIL133C, YNL069C	snap_masked-Smik_14-processed-gene-4.48-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.48&CDS=1-594, snap_masked-Smik_9-processed-gene-0.63-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.63&CDS=1-597
149	OG0000149	YIL151C, YKR096W	snap_masked-Smik_11-processed-gene-5.38-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-5.38&CDS=1-3540, snap_masked-Smik_9-processed-gene-0.52-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.52&CDS=1-3354
150	OG0000150	YIR031C, YNL117W	augustus_masked-Smik_14-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.23&CDS=1-3300, maker-Smik_9-augustus-gene-3.4-mRNA-1_1&gene=maker-Smik_9-augustus-gene-3.4&CDS=1-2982
151	OG0000151	YJL045W, YKL148C	maker-Smik_11-augustus-gene-1.51-mRNA-1_1&gene=maker-Smik_11-augustus-gene-1.51&CDS=1-3141, snap_masked-Smik_10-processed-gene-3.124-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-3.124&CDS=1-1893
152	OG0000152	YJL098W, YKR028W	snap_masked-Smik_10-processed-gene-2.84-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-2.84&CDS=1-3174, snap_masked-Smik_11-processed-gene-4.118-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-4.118&CDS=1-3114
153	OG0000153	YJL116C, YKR042W	snap_masked-Smik_10-processed-gene-2.77-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-2.77&CDS=1-1014, snap_masked-Smik_11-processed-gene-5.7-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-5.7&CDS=1-1086
154	OG0000154	YJL139C, YKR061W	augustus_masked-Smik_11-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-Smik_11-processed-gene-5.161&CDS=1-1932, snap_masked-Smik_10-processed-gene-1.40-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-1.40&CDS=1-1284
155	OG0000155	YJL165C, YKL166C	genemark-Smik_11-processed-gene-1.90-mRNA-1_1&gene=genemark-Smik_11-processed-gene-1.90&CDS=1-1191, maker-Smik_10-snap-gene-1.139-mRNA-1_1&gene=maker-Smik_10-snap-gene-1.139&CDS=1-3705
156	OG0000156	YJL172W, YOL153C	snap_masked-Smik_10-processed-gene-1.7-mRNA-1_1&gene=snap_masked-Smik_10-processed-gene-1.7&CDS=1-1725, snap_masked-Smik_15-processed-gene-0.33-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-0.33&CDS=1-1743
157	OG0000157	YJL177W, YKL180W	maker-Smik_10-snap-gene-0.3-mRNA-1_1&gene=maker-Smik_10-snap-gene-0.3&CDS=1-552, maker-Smik_11-augustus-gene-1.46-mRNA-1_1&gene=maker-Smik_11-augustus-gene-1.46&CDS=1-558
158	OG0000158	YJR066W, YKL203C	augustus_masked-Smik_10-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-Smik_10-processed-gene-5.69&CDS=1-7416, snap_masked-Smik_11-processed-gene-0.26-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-0.26&CDS=1-7422
159	OG0000159	YJR127C, YML082W	augustus_masked-Smik_10-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-Smik_10-processed-gene-6.153&CDS=1-10170, snap_masked-Smik_13-processed-gene-1.80-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-1.80&CDS=1-1947
160	OG0000160	YKL127W, YMR105C	snap_masked-Smik_11-processed-gene-2.92-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-2.92&CDS=1-1710, snap_masked-Smik_13-processed-gene-4.127-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-4.127&CDS=1-1707
161	OG0000161	YKL129C, YMR109W	snap_masked-Smik_11-processed-gene-1.44-mRNA-1_1&gene=snap_masked-Smik_11-processed-gene-1.44&CDS=1-3801, snap_masked-Smik_13-processed-gene-4.108-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-4.108&CDS=1-3624
162	OG0000162	YLL010C, YLR019W	snap_masked-Smik_12-processed-gene-1.19-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-1.19&CDS=1-1176, snap_masked-Smik_12-processed-gene-1.22-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-1.22&CDS=1-1242
163	OG0000163	YLL061W, YPL274W	augustus_masked-Smik_6-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-Smik_6-processed-gene-7.136&CDS=1-2745, snap_masked-Smik_12-processed-gene-0.0-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-0.0&CDS=1-1749
164	OG0000164	YLR028C, YMR120C	snap_masked-Smik_12-processed-gene-1.40-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-1.40&CDS=1-1773, snap_masked-Smik_13-processed-gene-5.103-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-5.103&CDS=1-1776
165	OG0000165	YLR249W, YNL014W	augustus_masked-Smik_14-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.18&CDS=1-5172, snap_masked-Smik_12-processed-gene-5.26-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-5.26&CDS=1-3132
166	OG0000166	YLR260W, YOR171C	augustus_masked-Smik_15-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-6.76&CDS=1-1875, snap_masked-Smik_12-processed-gene-6.4-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-6.4&CDS=1-2034
167	OG0000167	YLR267W, YOR173W	augustus_masked-Smik_12-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-Smik_12-processed-gene-6.107&CDS=1-4179, augustus_masked-Smik_15-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-6.58&CDS=1-1062
168	OG0000168	YLR293C, YOR185C	snap_masked-Smik_12-processed-gene-6.43-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-6.43&CDS=1-657, snap_masked-Smik_15-processed-gene-6.124-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-6.124&CDS=1-660
169	OG0000169	YLR300W, YOR190W	snap_masked-Smik_12-processed-gene-6.18-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-6.18&CDS=1-1344, snap_masked-Smik_15-processed-gene-6.106-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-6.106&CDS=1-1335
170	OG0000170	YLR433C, YML057W	augustus_masked-Smik_12-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-Smik_12-processed-gene-8.65&CDS=1-1650, snap_masked-Smik_13-processed-gene-1.96-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-1.96&CDS=1-1812
171	OG0000171	YLR441C, YML063W	augustus_masked-Smik_13-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-1.55&CDS=1-765, snap_masked-Smik_12-processed-gene-8.260-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-8.260&CDS=1-765
172	OG0000172	YLR449W, YML074C	snap_masked-Smik_12-processed-gene-8.223-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-8.223&CDS=1-1176, snap_masked-Smik_13-processed-gene-1.107-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-1.107&CDS=1-1236
173	OG0000173	YLR450W, YML075C	augustus_masked-Smik_13-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-1.64&CDS=1-5991, snap_masked-Smik_12-processed-gene-8.224-mRNA-1_1&gene=snap_masked-Smik_12-processed-gene-8.224&CDS=1-3114
