	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034643_Candida_schatavii
64	OG0000064	YLR237W, YOR071C, YOR192C	maker-flattened_line_94-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_94-snap-gene-0.57&CDS=1-4299
65	OG0000065	YML116W, YMR279C	augustus_masked-flattened_line_36-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-2.53&CDS=1-1563, snap_masked-flattened_line_74-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.129&CDS=1-1533
66	OG0000066	YMR083W, YMR303C, YOL086C	augustus_masked-flattened_line_25-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.163&CDS=1-1044
67	OG0000067	YMR152W	augustus_masked-flattened_line_114-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.28&CDS=1-1140, augustus_masked-flattened_line_132-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.10&CDS=1-1113, augustus_masked-flattened_line_52-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.154&CDS=1-1128
68	OG0000068	YMR316W, YNL165W, YOR385W	augustus_masked-flattened_line_27-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.28&CDS=1-1149
69	OG0000069	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_38-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.92&CDS=1-1710
70	OG0000070	YPL265W	augustus_masked-flattened_line_12-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.62&CDS=1-1728, maker-flattened_line_82-snap-gene-0.75-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.75&CDS=1-2580, snap_masked-flattened_line_12-processed-gene-3.153-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.153&CDS=1-1728
71	OG0000071	YPR127W	augustus_masked-flattened_line_21-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.31&CDS=1-1035, maker-flattened_line_31-augustus-gene-1.79-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.79&CDS=1-2070, maker-flattened_line_31-augustus-gene-2.163-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-2.163&CDS=1-2070
72	OG0000072	YAL015C, YOL043C	maker-flattened_line_25-augustus-gene-2.4-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-2.4&CDS=1-1164
73	OG0000073	YAL017W, YOL045W	augustus_masked-flattened_line_25-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.138&CDS=1-4020
74	OG0000074	YAL024C	augustus_masked-flattened_line_12-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.51&CDS=1-4644, augustus_masked-flattened_line_12-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.49&CDS=1-4644
75	OG0000075	YAL025C	augustus_masked-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.60&CDS=1-915, augustus_masked-flattened_line_12-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.31&CDS=1-915
76	OG0000076	YAL034C, YOR338W	augustus_masked-flattened_line_66-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.172&CDS=1-1029
77	OG0000077	YAL049C	augustus_masked-flattened_line_130-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.67&CDS=1-714, snap_masked-flattened_line_104-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.26&CDS=1-684
78	OG0000078	YAL056W, YOR371C	snap_masked-flattened_line_130-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.7&CDS=1-3624
79	OG0000079	YBL003C, YDR225W	augustus_masked-flattened_line_48-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.106&CDS=1-393
80	OG0000080	YBL027W, YBR084C-A	augustus_masked-flattened_line_8-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.126&CDS=1-621
81	OG0000081	YBL029C-A	augustus_masked-flattened_line_31-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.83&CDS=1-258, augustus_masked-flattened_line_31-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-2.42&CDS=1-258
82	OG0000082	YBL054W, YER088C	augustus_masked-flattened_line_90-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.59&CDS=1-1815
83	OG0000083	YBL056W, YER089C	augustus_masked-flattened_line_90-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.40&CDS=1-1509
84	OG0000084	YBL067C, YER098W	augustus_masked-flattened_line_23-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.120&CDS=1-2490
85	OG0000085	YBL072C, YER102W	snap_masked-flattened_line_42-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.191&CDS=1-594
86	OG0000086	YBL079W, YER105C	augustus_masked-flattened_line_2-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.54&CDS=1-4614
87	OG0000087	YBL085W, YER114C	augustus_masked-flattened_line_56-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.80&CDS=1-5784
88	OG0000088	YBL087C, YER117W	augustus_masked-flattened_line_17-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.65&CDS=1-411
89	OG0000089	YBL101C, YPR030W	augustus_masked-flattened_line_13-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.84&CDS=1-3552
90	OG0000090	YBL106C, YPR032W	augustus_masked-flattened_line_78-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.36&CDS=1-3507
91	OG0000091	YBR001C, YDR001C	augustus_masked-flattened_line_50-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.153&CDS=1-2805
92	OG0000092	YBR005W, YDR003W	augustus_masked-flattened_line_13-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.90&CDS=1-672
93	OG0000093	YBR008C	augustus_masked-flattened_line_2-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.77&CDS=1-1749, augustus_masked-flattened_line_86-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.30&CDS=1-1677
94	OG0000094	YBR014C, YDL010W	augustus_masked-flattened_line_10-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.99&CDS=1-708
95	OG0000095	YBR015C	augustus_masked-flattened_line_68-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.127&CDS=1-1692, augustus_masked-flattened_line_94-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.35&CDS=1-1707
96	OG0000096	YBR016W, YDL012C	augustus_masked-flattened_line_29-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.54&CDS=1-345
97	OG0000097	YBR020W, YDR009W	augustus_masked-flattened_line_66-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.148&CDS=1-1524
98	OG0000098	YBR031W, YDR012W	augustus_masked-flattened_line_98-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.57&CDS=1-1092
99	OG0000099	YBR033W, YKL038W	augustus_masked-flattened_line_32-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.134&CDS=1-2928
100	OG0000100	YBR042C, YDR018C	augustus_masked-flattened_line_15-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.157&CDS=1-1431
101	OG0000101	YBR043C	augustus_masked-flattened_line_15-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.125&CDS=1-2304, augustus_masked-flattened_line_27-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.6&CDS=1-2253
102	OG0000102	YBR048W, YDR025W	augustus_masked-flattened_line_10-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.73&CDS=1-465
103	OG0000103	YBR049C, YDR026C	augustus_masked-flattened_line_0-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.95&CDS=1-5691
104	OG0000104	YBR078W, YDR055W	augustus_masked-flattened_line_80-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.56&CDS=1-1251
105	OG0000105	YBR082C, YDR059C	augustus_masked-flattened_line_8-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.74&CDS=1-441
106	OG0000106	YBR089C-A, YPR052C	augustus_masked-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.165&CDS=1-270
107	OG0000107	YBR104W, YPR058W	augustus_masked-flattened_line_40-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.240&CDS=1-897
108	OG0000108	YBR105C, YGR066C	augustus_masked-flattened_line_27-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.143&CDS=1-1245
109	OG0000109	YBR115C	augustus_masked-flattened_line_31-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.88&CDS=1-4146, maker-flattened_line_31-augustus-gene-2.161-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-2.161&CDS=1-6672
110	OG0000110	YBR118W, YPR080W	augustus_masked-flattened_line_234-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.1&CDS=1-1026
111	OG0000111	YBR140C, YOL081W	snap_masked-flattened_line_48-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.207&CDS=1-8994
112	OG0000112	YBR147W, YOL092W	augustus_masked-flattened_line_118-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.30&CDS=1-936
113	OG0000113	YBR163W	augustus_masked-flattened_line_12-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.34&CDS=1-1953, snap_masked-flattened_line_12-processed-gene-3.124-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.124&CDS=1-1953
114	OG0000114	YBR172C, YPL105C	augustus_masked-flattened_line_29-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.53&CDS=1-2667
115	OG0000115	YBR177C, YPL095C	augustus_masked-flattened_line_40-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.96&CDS=1-1272
116	OG0000116	YBR181C, YPL090C	augustus_masked-flattened_line_128-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.24&CDS=1-708
117	OG0000117	YBR183W, YPL087W	augustus_masked-flattened_line_13-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.80&CDS=1-912
118	OG0000118	YBR189W, YPL081W	maker-flattened_line_66-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.66&CDS=1-1032
119	OG0000119	YBR191W, YPL079W	augustus_masked-flattened_line_82-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.80&CDS=1-480
120	OG0000120	YBR210W, YGL054C	augustus_masked-flattened_line_76-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.25&CDS=1-5271
121	OG0000121	YBR214W, YGL056C	augustus_masked-flattened_line_25-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.187&CDS=1-1623
122	OG0000122	YBR216C, YGL060W	augustus_masked-flattened_line_23-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.60&CDS=1-2142
123	OG0000123	YBR238C, YGL107C	snap_masked-flattened_line_25-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-2.59&CDS=1-2118
124	OG0000124	YBR242W, YGL101W	augustus_masked-flattened_line_96-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.78&CDS=1-648
125	OG0000125	YBR244W, YIR037W	augustus_masked-flattened_line_40-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.266&CDS=1-474
126	OG0000126	YBR273C, YJL048C	augustus_masked-flattened_line_42-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.69&CDS=1-1821
127	OG0000127	YBR294W, YLR092W	augustus_masked-flattened_line_32-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.130&CDS=1-2541
128	OG0000128	YCL011C, YNL004W	augustus_masked-flattened_line_68-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.119&CDS=1-1656
129	OG0000129	YCL024W, YDR507C	augustus_masked-flattened_line_10-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.109&CDS=1-4200
130	OG0000130	YCL025C, YDR508C	augustus_masked-flattened_line_78-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.35&CDS=1-1698
131	OG0000131	YCL035C, YDR513W	snap_masked-flattened_line_8-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.44&CDS=1-312
132	OG0000132	YCL036W, YDR514C	snap_masked-flattened_line_124-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.3&CDS=1-1011
133	OG0000133	YCL037C, YDR515W	augustus_masked-flattened_line_36-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.66&CDS=1-1599
134	OG0000134	YCL040W, YDR516C	augustus_masked-flattened_line_17-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.80&CDS=1-1419
135	OG0000135	YCL050C, YDR530C	snap_masked-flattened_line_0-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.92&CDS=1-1002
136	OG0000136	YCL051W, YDR528W	snap_masked-flattened_line_0-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.91&CDS=1-2664
137	OG0000137	YCL064C, YIL167W	augustus_masked-flattened_line_104-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.22&CDS=1-1005
138	OG0000138	YCL068C, YCR038C	augustus_masked-flattened_line_0-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.198&CDS=1-4986
139	OG0000139	YCR010C, YNR002C	augustus_masked-flattened_line_32-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.6&CDS=1-795
140	OG0000140	YCR021C	augustus_masked-flattened_line_31-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.84&CDS=1-987, augustus_masked-flattened_line_31-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-2.41&CDS=1-987
141	OG0000141	YCR026C, YEL016C	augustus_masked-flattened_line_42-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.170&CDS=1-2301
142	OG0000142	YCR031C, YJL191W	snap_masked-flattened_line_72-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.89&CDS=1-402
143	OG0000143	YCR037C, YJL198W	augustus_masked-flattened_line_17-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.75&CDS=1-2916
144	OG0000144	YCR048W, YNR019W	snap_masked-flattened_line_40-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.30&CDS=1-2028
145	OG0000145	YCR067C, YNR026C	augustus_masked-flattened_line_27-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.4&CDS=1-3261
146	OG0000146	YCR073C, YNR031C	maker-flattened_line_50-snap-gene-0.157-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.157&CDS=1-5091
147	OG0000147	YCR073W-A, YNR034W	augustus_masked-flattened_line_15-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.70&CDS=1-954
148	OG0000148	YCR091W, YNR047W	augustus_masked-flattened_line_19-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.47&CDS=1-2838
149	OG0000149	YCR094W, YNR048W	augustus_masked-flattened_line_70-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.12&CDS=1-1194
150	OG0000150	YCR105W, YMR318C	augustus_masked-flattened_line_17-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.69&CDS=1-1104
151	OG0000151	YDL042C, YOL068C	augustus_masked-flattened_line_10-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.77&CDS=1-1725
152	OG0000152	YDL048C, YLR375W	augustus_masked-flattened_line_8-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.45&CDS=1-1203
153	OG0000153	YDL049C, YJL174W	snap_masked-flattened_line_13-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.71&CDS=1-807
154	OG0000154	YDL054C	snap_masked-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.62&CDS=1-1659, snap_masked-flattened_line_12-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.85&CDS=1-1659
155	OG0000155	YDL055C	augustus_masked-flattened_line_12-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.20&CDS=1-1086, augustus_masked-flattened_line_12-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.131&CDS=1-1086
156	OG0000156	YDL056W	augustus_masked-flattened_line_31-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.50&CDS=1-3297, augustus_masked-flattened_line_31-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-2.10&CDS=1-3297
157	OG0000157	YDL057W	augustus_masked-flattened_line_31-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.59&CDS=1-2025, augustus_masked-flattened_line_31-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.68&CDS=1-2025
158	OG0000158	YDL075W, YLR406C	augustus_masked-flattened_line_74-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.68&CDS=1-339
159	OG0000159	YDL082W, YMR142C	augustus_masked-flattened_line_6-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.101&CDS=1-606
160	OG0000160	YDL083C, YMR143W	snap_masked-flattened_line_6-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.73&CDS=1-426
161	OG0000161	YDL086W	augustus_masked-flattened_line_31-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.91&CDS=1-807, augustus_masked-flattened_line_31-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-2.30&CDS=1-807
162	OG0000162	YDL088C, YMR153W	augustus_masked-flattened_line_21-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.13&CDS=1-1431
163	OG0000163	YDL095W	augustus_masked-flattened_line_31-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.75&CDS=1-2538, augustus_masked-flattened_line_31-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-2.50&CDS=1-2538
164	OG0000164	YDL100C	maker-flattened_line_31-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.2&CDS=1-1308, maker-flattened_line_31-augustus-gene-2.160-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-2.160&CDS=1-1308
165	OG0000165	YDL127W, YDL179W	augustus_masked-flattened_line_8-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.93&CDS=1-945
166	OG0000166	YDL136W, YDL191W	snap_masked-flattened_line_29-processed-gene-2.186-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-2.186&CDS=1-384
167	OG0000167	YDL137W, YDL192W	augustus_masked-flattened_line_70-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.15&CDS=1-543
