	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026274_Komagataella_populi
41	OG0000041	YCR105W, YMR318C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.26-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.26&CDS=1-1077, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.118&CDS=1-1071, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.5&CDS=1-1074
42	OG0000042	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.116&CDS=1-552, snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.13&CDS=1-579
43	OG0000043	YDL093W, YDL095W, YER070W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-7.6-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-7.6&CDS=1-7932, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.178&CDS=1-2604
44	OG0000044	YDL137W, YDL192W, YHR114W	maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-3.0&CDS=1-2319, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.119&CDS=1-543
45	OG0000045	YDL161W, YLL036C, YLR206W	augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.225-mRNA-1_1&gene=augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.225&CDS=1-2100, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.130-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.130&CDS=1-1545
46	OG0000046	YDL222C, YML052W, YNL194C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.26&CDS=1-858, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.123&CDS=1-837
47	OG0000047	YDL230W, YER075C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.148-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.148&CDS=1-2301, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.0&CDS=1-2388, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.124&CDS=1-876
48	OG0000048	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.89&CDS=1-1020
49	OG0000049	YDR021W, YJL138C, YKR059W	maker-NODE_6_length_753317_cov_13.1204_ID_11-snap-gene-2.5-mRNA-1_1&gene=maker-NODE_6_length_753317_cov_13.1204_ID_11-snap-gene-2.5&CDS=1-1458, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.59-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.59&CDS=1-1188
50	OG0000050	YDR034C, YMR214W	maker-NODE_6_length_753317_cov_13.1204_ID_11-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_6_length_753317_cov_13.1204_ID_11-snap-gene-0.4&CDS=1-3879, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.36&CDS=1-1062, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.118&CDS=1-603
51	OG0000051	YDR216W, YJR127C, YML081W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.16&CDS=1-3480, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.132&CDS=1-2787
52	OG0000052	YDR247W, YHR082C, YPL026C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.46&CDS=1-1266, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.111&CDS=1-2322
53	OG0000053	YDR251W, YLR054C, YPL032C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.11&CDS=1-2445, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.26&CDS=1-1572
54	OG0000054	YDR313C, YGL023C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.86&CDS=1-1302, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.183&CDS=1-669, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.37&CDS=1-1326
55	OG0000055	YDR338C, YHR032W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.12&CDS=1-1995, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.134&CDS=1-1737, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.117&CDS=1-1458
56	OG0000056	YDR385W, YKL173W, YOR133W	maker-NODE_10_length_178938_cov_14.5517_ID_19-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_10_length_178938_cov_14.5517_ID_19-snap-gene-0.4&CDS=1-2526, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.43&CDS=1-2901
57	OG0000057	YDR475C, YGR237C, YOR019W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.182-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.182&CDS=1-1974, augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.266-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.266&CDS=1-2169
58	OG0000058	YDR523C, YHR102W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.124&CDS=1-1476, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.57&CDS=1-2130, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.34&CDS=1-1284
59	OG0000059	YER045C, YIL036W, YNL167C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.46&CDS=1-1254, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.53&CDS=1-1173
60	OG0000060	YGL027C, YHL033C, YLL045C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.278-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.278&CDS=1-1026, maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-0.103&CDS=1-3129
61	OG0000061	YGL076C, YNL002C, YPL198W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.67&CDS=1-822, snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.6&CDS=1-729
62	OG0000062	YGL092W, YKL068W, YMR047C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.18&CDS=1-3090, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.57-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.57&CDS=1-3717
63	OG0000063	YHR176W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.90&CDS=1-1503, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.152-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.152&CDS=1-1545, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-5.39&CDS=1-1383, snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.66&CDS=1-1509
64	OG0000064	YIL123W, YKR042W, YNL066W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.57-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.57&CDS=1-1041, snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.128&CDS=1-1284
65	OG0000065	YJL042W, YOR227W, YPL137C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.152&CDS=1-3480, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.41&CDS=1-3720
66	OG0000066	YKR039W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-3.167-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-3.167&CDS=1-2448, maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-6.2&CDS=1-3096, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.49-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.49&CDS=1-1725, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.156-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.156&CDS=1-1758
67	OG0000067	YLR034C, YOL122C	maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-17.164-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-17.164&CDS=1-1830, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.11&CDS=1-1404, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.129&CDS=1-1464
68	OG0000068	YLR144C, YNR067C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.44-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.44&CDS=1-2127, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.5-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.5&CDS=1-3045, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.95&CDS=1-2298
69	OG0000069	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-2.160-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-2.160&CDS=1-204
70	OG0000070	YML072C, YNL087W, YOR086C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.93&CDS=1-4026, maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-4.194-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-4.194&CDS=1-4965
71	OG0000071	YOL055C, YPL258C, YPR121W	maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-5.7-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-5.7&CDS=1-4335, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-19.36-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-19.36&CDS=1-1671
72	OG0000072	YOR389W, YPL277C, YPL278C	maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-6.5-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-6.5&CDS=1-2670, snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.124&CDS=1-1560
73	OG0000073	YAL012W, YGL184C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.16&CDS=1-1182, snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.51&CDS=1-1170
74	OG0000074	YAL014C, YGL212W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.80&CDS=1-759, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-14.29-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-14.29&CDS=1-951
75	OG0000075	YAL023C, YGR199W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.21&CDS=1-2250, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.70-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.70&CDS=1-2253
76	OG0000076	YAL036C, YGR173W	maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-0.161-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-0.161&CDS=1-3087, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.161&CDS=1-1101
77	OG0000077	YAL051W, YLL054C, YOR363C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.147&CDS=1-2124
78	OG0000078	YAL054C, YLR153C	snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.53&CDS=1-2016, snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.18&CDS=1-2004
79	OG0000079	YAL067C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.3&CDS=1-1908, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.96&CDS=1-1737, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.122&CDS=1-1779
80	OG0000080	YAR035W, YER024W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.41-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.41&CDS=1-2262, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.12&CDS=1-2391
81	OG0000081	YBL011W, YKR067W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.51&CDS=1-2205, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.36&CDS=1-2013
82	OG0000082	YBL052C, YOR244W	genemark-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.99&CDS=1-2103, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.32-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.32&CDS=1-1392
83	OG0000083	YBR009C, YNL030W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.0-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.0&CDS=1-309, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.104&CDS=1-309
84	OG0000084	YBR010W, YNL031C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.59&CDS=1-411, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.131&CDS=1-411
85	OG0000085	YBR015C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.133-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.133&CDS=1-2052, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.35&CDS=1-1737, snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.0&CDS=1-1977
86	OG0000086	YBR021W, YIR028W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.70&CDS=1-1803, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.30&CDS=1-1779
87	OG0000087	YBR038W, YNL192W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.17&CDS=1-3144, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.24&CDS=1-2865
88	OG0000088	YBR073W, YGL163C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.113&CDS=1-2520, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.48&CDS=1-2514
89	OG0000089	YBR139W, YMR297W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.26&CDS=1-1572, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.28&CDS=1-1602
90	OG0000090	YBR164C, YMR138W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.144-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.144&CDS=1-549, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.110&CDS=1-564
91	OG0000091	YBR181C, YPL090C	snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.118&CDS=1-714, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.26-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.26&CDS=1-708
92	OG0000092	YBR183W, YPL087W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.30&CDS=1-849, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.133&CDS=1-882
93	OG0000093	YBR195C, YGL004C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.109&CDS=1-1227, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.22&CDS=1-1146
94	OG0000094	YBR212W, YHR086W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.9&CDS=1-1533, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.41-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.41&CDS=1-1131
95	OG0000095	YBR263W, YLR058C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.36-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.36&CDS=1-1410, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-4.14&CDS=1-1491
96	OG0000096	YBR283C, YLR378C	maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-3.170-mRNA-1_1&gene=maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-3.170&CDS=1-1869, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.115&CDS=1-1437
97	OG0000097	YBR298C, YDL247W, YGR289C, YJR160C	
