	OrthologID	Lachancea_cidri	Saccharomyces_cerevisiae
67	OG0000067	augustus_masked-LACI0E-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-0.57&CDS=1-2823, genemark-LACI0H-processed-gene-1.10-mRNA-1_1&gene=genemark-LACI0H-processed-gene-1.10&CDS=1-3309	YBL063W, YEL061C
68	OG0000068	genemark-LACI0E-processed-gene-1.86-mRNA-1_1&gene=genemark-LACI0E-processed-gene-1.86&CDS=1-2469, snap_masked-LACI0E-processed-gene-10.125-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.125&CDS=1-2112	YLR188W, YPL270W
69	OG0000069	genemark-LACI0E-processed-gene-2.31-mRNA-1_1&gene=genemark-LACI0E-processed-gene-2.31&CDS=1-957, snap_masked-LACI0E-processed-gene-1.50-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.50&CDS=1-948	YDR492W, YOL002C
70	OG0000070	snap_masked-LACI0E-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.39&CDS=1-2679, snap_masked-LACI0F-processed-gene-13.111-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-13.111&CDS=1-2382	YBR059C, YIL095W
71	OG0000071	snap_masked-LACI0E-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.69&CDS=1-3327, snap_masked-LACI0H-processed-gene-9.52-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-9.52&CDS=1-4386	YDR164C, YNR067C
72	OG0000072	snap_masked-LACI0E-processed-gene-6.85-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-6.85&CDS=1-1704	YOL055C, YPL258C, YPR121W
73	OG0000073	augustus_masked-LACI0E-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-6.60&CDS=1-5139	YJL128C, YJL129C, YKR050W
74	OG0000074	snap_masked-LACI0E-processed-gene-6.106-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-6.106&CDS=1-6654, snap_masked-LACI0F-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.101&CDS=1-3363	YJL130C, YJR109C
75	OG0000075	snap_masked-LACI0E-processed-gene-7.103-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-7.103&CDS=1-1749, snap_masked-LACI0H-processed-gene-10.50-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-10.50&CDS=1-1593	YDR131C, YJL149W
76	OG0000076	snap_masked-LACI0E-processed-gene-7.106-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-7.106&CDS=1-1053, snap_masked-LACI0E-processed-gene-7.82-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-7.82&CDS=1-1191	YJL158C, YJL160C
77	OG0000077	maker-LACI0G-snap-gene-21.118-mRNA-1_1&gene=maker-LACI0G-snap-gene-21.118&CDS=1-3012, snap_masked-LACI0E-processed-gene-8.24-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-8.24&CDS=1-1461	YCR028C, YNR053C
78	OG0000078	maker-LACI0G-snap-gene-4.90-mRNA-1_1&gene=maker-LACI0G-snap-gene-4.90&CDS=1-390, snap_masked-LACI0E-processed-gene-8.8-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-8.8&CDS=1-390	YJL190C, YLR367W
79	OG0000079	snap_masked-LACI0E-processed-gene-8.34-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-8.34&CDS=1-2649, snap_masked-LACI0G-processed-gene-20.77-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-20.77&CDS=1-2436	YCR037C, YNR013C
80	OG0000080	snap_masked-LACI0E-processed-gene-8.16-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-8.16&CDS=1-2217, snap_masked-LACI0F-processed-gene-14.41-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-14.41&CDS=1-2277	YIL130W, YJL206C
81	OG0000081	snap_masked-LACI0E-processed-gene-9.60-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-9.60&CDS=1-6078, snap_masked-LACI0H-processed-gene-21.100-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-21.100&CDS=1-4002	YIL159W, YNL271C
82	OG0000082	maker-LACI0E-augustus-gene-10.250-mRNA-1_1&gene=maker-LACI0E-augustus-gene-10.250&CDS=1-5238, snap_masked-LACI0H-processed-gene-20.59-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-20.59&CDS=1-2544	YDR523C, YHR102W
83	OG0000083	snap_masked-LACI0E-processed-gene-10.161-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.161&CDS=1-366	YCL067C, YCR039C, YCR096C
84	OG0000084	snap_masked-LACI0F-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.30&CDS=1-1536, snap_masked-LACI0F-processed-gene-11.59-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-11.59&CDS=1-1548	YHR050W, YOL122C
85	OG0000085	snap_masked-LACI0F-processed-gene-1.36-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.36&CDS=1-7875, snap_masked-LACI0F-processed-gene-5.106-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.106&CDS=1-7335	YLR454W, YPR117W
86	OG0000086	snap_masked-LACI0F-processed-gene-6.123-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.123&CDS=1-1263, snap_masked-LACI0H-processed-gene-6.21-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.21&CDS=1-1473	YER123W, YNL154C
87	OG0000087	snap_masked-LACI0F-processed-gene-9.28-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.28&CDS=1-4629, snap_masked-LACI0H-processed-gene-10.48-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-10.48&CDS=1-4488	YDR135C, YLL015W
88	OG0000088	genemark-LACI0F-processed-gene-10.108-mRNA-1_1&gene=genemark-LACI0F-processed-gene-10.108&CDS=1-5601, snap_masked-LACI0G-processed-gene-14.67-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-14.67&CDS=1-4659	YHR023W, YOR326W
89	OG0000089	snap_masked-LACI0F-processed-gene-10.42-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-10.42&CDS=1-2091, snap_masked-LACI0G-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.124&CDS=1-2775	YHR031C, YML061C
90	OG0000090	snap_masked-LACI0F-processed-gene-11.78-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-11.78&CDS=1-3099, snap_masked-LACI0G-processed-gene-17.82-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-17.82&CDS=1-3162	YBR245C, YOR304W
91	OG0000091	maker-LACI0F-augustus-gene-14.42-mRNA-1_1&gene=maker-LACI0F-augustus-gene-14.42&CDS=1-7425, snap_masked-LACI0G-processed-gene-19.78-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-19.78&CDS=1-5652	YNL059C, YPL231W
92	OG0000092	augustus_masked-LACI0F-processed-gene-14.122-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-14.122&CDS=1-4401, maker-LACI0G-snap-gene-5.64-mRNA-1_1&gene=maker-LACI0G-snap-gene-5.64&CDS=1-4824	YIL126W, YOR290C
93	OG0000093	augustus_masked-LACI0H-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-9.5&CDS=1-2655, snap_masked-LACI0F-processed-gene-15.97-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-15.97&CDS=1-1635	YLR152C, YOR092W
94	OG0000094	snap_masked-LACI0F-processed-gene-15.75-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-15.75&CDS=1-1167, snap_masked-LACI0G-processed-gene-10.7-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-10.7&CDS=1-1218	YBR205W, YOR099W
95	OG0000095	snap_masked-LACI0F-processed-gene-16.159-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-16.159&CDS=1-5856, snap_masked-LACI0H-processed-gene-11.106-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-11.106&CDS=1-6492	YER172C, YGR271W
96	OG0000096	maker-LACI0G-augustus-gene-2.45-mRNA-1_1&gene=maker-LACI0G-augustus-gene-2.45&CDS=1-4614, snap_masked-LACI0G-processed-gene-0.106-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-0.106&CDS=1-1773	YFL053W, YML070W
97	OG0000097	augustus_masked-LACI0G-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-1.20&CDS=1-2139, maker-LACI0H-augustus-gene-9.135-mRNA-1_1&gene=maker-LACI0H-augustus-gene-9.135&CDS=1-1746	YDR155C, YML078W
98	OG0000098	snap_masked-LACI0G-processed-gene-2.130-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.130&CDS=1-1566	YHR216W, YLR432W, YML056C
99	OG0000099	augustus_masked-LACI0G-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.85&CDS=1-2409, snap_masked-LACI0H-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.77&CDS=1-2592	YMR054W, YOR270C
100	OG0000100	snap_masked-LACI0G-processed-gene-5.140-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.140&CDS=1-2607, snap_masked-LACI0G-processed-gene-8.165-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-8.165&CDS=1-738	YNL148C, YPL174C
101	OG0000101	augustus_masked-LACI0H-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.83&CDS=1-2346, maker-LACI0G-augustus-gene-6.1-mRNA-1_1&gene=maker-LACI0G-augustus-gene-6.1&CDS=1-2568	YBL052C, YOR244W
102	OG0000102	snap_masked-LACI0G-processed-gene-8.132-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-8.132&CDS=1-1116	YCR102C, YLR460C, YNL134C
103	OG0000103	snap_masked-LACI0G-processed-gene-9.96-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-9.96&CDS=1-1143, snap_masked-LACI0H-processed-gene-0.122-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.122&CDS=1-1125	YFL039C, YHR129C
104	OG0000104	augustus_masked-LACI0H-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-9.29&CDS=1-10554, snap_masked-LACI0G-processed-gene-9.119-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-9.119&CDS=1-2415	YDR160W, YLR138W
105	OG0000105	augustus_masked-LACI0G-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-15.131&CDS=1-2688, snap_masked-LACI0H-processed-gene-9.42-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-9.42&CDS=1-2049	YAL054C, YLR153C
106	OG0000106	snap_masked-LACI0G-processed-gene-20.74-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-20.74&CDS=1-2880, snap_masked-LACI0H-processed-gene-4.48-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.48&CDS=1-2922	YGR240C, YMR205C
107	OG0000107	maker-LACI0H-augustus-gene-0.41-mRNA-1_1&gene=maker-LACI0H-augustus-gene-0.41&CDS=1-3996, snap_masked-LACI0H-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.74&CDS=1-1854	YLR069C, YMR058W
108	OG0000108	snap_masked-LACI0H-processed-gene-8.99-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-8.99&CDS=1-3303	YDR038C, YDR039C, YDR040C
109	OG0000109	snap_masked-LACI0H-processed-gene-8.104-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-8.104&CDS=1-1752	YLR237W, YOR071C, YOR192C
110	OG0000110	maker-LACI0H-snap-gene-16.130-mRNA-1_1&gene=maker-LACI0H-snap-gene-16.130&CDS=1-1764, snap_masked-LACI0H-processed-gene-16.101-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-16.101&CDS=1-573, snap_masked-LACI0H-processed-gene-16.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-16.103&CDS=1-1077	YKL060C
111	OG0000111	snap_masked-LACI0H-processed-gene-17.84-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-17.84&CDS=1-3366, snap_masked-LACI0H-processed-gene-21.56-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-21.56&CDS=1-3342	YER013W, YKR086W
112	OG0000112		YBR297W, YFL052W, YGR288W, YPR196W
113	OG0000113	snap_masked-LACI0A-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LACI0A-processed-gene-0.81&CDS=1-3852, snap_masked-LACI0H-processed-gene-2.3-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.3&CDS=1-3825	YKL215C
114	OG0000114	augustus_masked-LACI0B-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-0.4&CDS=1-1605, snap_masked-LACI0A-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LACI0A-processed-gene-0.82&CDS=1-1605	YBR008C
115	OG0000115	snap_masked-LACI0A-processed-gene-1.19-mRNA-1_1&gene=snap_masked-LACI0A-processed-gene-1.19&CDS=1-309	YGR209C, YLR043C
116	OG0000116	snap_masked-LACI0A-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LACI0A-processed-gene-1.46&CDS=1-2835, snap_masked-LACI0G-processed-gene-11.80-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-11.80&CDS=1-2925	YBR084W
117	OG0000117	snap_masked-LACI0A-processed-gene-2.81-mRNA-1_1&gene=snap_masked-LACI0A-processed-gene-2.81&CDS=1-1158, snap_masked-LACI0C-processed-gene-7.133-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-7.133&CDS=1-1155	YLL057C
118	OG0000118	maker-LACI0F-snap-gene-16.145-mRNA-1_1&gene=maker-LACI0F-snap-gene-16.145&CDS=1-729, snap_masked-LACI0B-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-0.41&CDS=1-765	YKL071W
119	OG0000119	augustus_masked-LACI0B-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-1.9&CDS=1-1089	YBR031W, YDR012W
120	OG0000120	snap_masked-LACI0B-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-1.79&CDS=1-1380, snap_masked-LACI0D-processed-gene-2.48-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-2.48&CDS=1-2139	YJL110C
121	OG0000121	snap_masked-LACI0B-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-2.66&CDS=1-612	YLR029C, YMR121C
122	OG0000122	snap_masked-LACI0B-processed-gene-3.29-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.29&CDS=1-396	YBL003C, YDR225W
123	OG0000123	snap_masked-LACI0B-processed-gene-3.4-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.4&CDS=1-393	YBL002W, YDR224C
124	OG0000124	snap_masked-LACI0B-processed-gene-3.7-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.7&CDS=1-1725, snap_masked-LACI0E-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-2.123&CDS=1-1689	YDR497C
125	OG0000125	snap_masked-LACI0B-processed-gene-3.8-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.8&CDS=1-687	YBR005W, YDR003W
126	OG0000126	snap_masked-LACI0B-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.34&CDS=1-408	YBR010W, YNL031C
127	OG0000127	snap_masked-LACI0B-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.44&CDS=1-8622	YBR140C, YOL081W
128	OG0000128	snap_masked-LACI0B-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-3.47&CDS=1-1557	YOL082W, YOL083W
129	OG0000129	augustus_masked-LACI0B-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-3.131&CDS=1-1662	YLR270W, YOR173W
130	OG0000130	snap_masked-LACI0B-processed-gene-4.41-mRNA-1_1&gene=snap_masked-LACI0B-processed-gene-4.41&CDS=1-216	YLR287C-A, YOR182C
131	OG0000131	augustus_masked-LACI0B-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-LACI0B-processed-gene-4.108&CDS=1-867, augustus_masked-LACI0H-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-6.71&CDS=1-1128	YNL165W
132	OG0000132	augustus_masked-LACI0H-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-13.47&CDS=1-2739, snap_masked-LACI0C-processed-gene-0.92-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-0.92&CDS=1-1506	YGR019W
133	OG0000133	snap_masked-LACI0C-processed-gene-1.33-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.33&CDS=1-1470	YCL011C, YNL004W
134	OG0000134	maker-LACI0D-augustus-gene-2.98-mRNA-1_1&gene=maker-LACI0D-augustus-gene-2.98&CDS=1-2004, snap_masked-LACI0C-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-1.25&CDS=1-1101	YFL010C
135	OG0000135	augustus_masked-LACI0C-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-2.124&CDS=1-2121	YCR026C, YEL016C
136	OG0000136	snap_masked-LACI0C-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.85&CDS=1-1719, snap_masked-LACI0F-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.44&CDS=1-1695	YHR037W
137	OG0000137	snap_masked-LACI0C-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-3.70&CDS=1-447	YJR094W-A, YPR043W
138	OG0000138	augustus_masked-LACI0C-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-4.16&CDS=1-1155	YDR451C, YML027W
139	OG0000139	snap_masked-LACI0C-processed-gene-4.92-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.92&CDS=1-843	YDR450W, YML026C
140	OG0000140	snap_masked-LACI0C-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-4.73&CDS=1-414	YDR447C, YML024W
141	OG0000141	snap_masked-LACI0C-processed-gene-5.66-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-5.66&CDS=1-495	YDR418W, YEL054C
142	OG0000142	augustus_masked-LACI0E-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-0.48&CDS=1-1197, snap_masked-LACI0C-processed-gene-6.95-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-6.95&CDS=1-1443	YKL221W
143	OG0000143	augustus_masked-LACI0C-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-LACI0C-processed-gene-6.68&CDS=1-708	YGR136W, YPR154W
144	OG0000144	snap_masked-LACI0C-processed-gene-6.133-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-6.133&CDS=1-1854	YGR138C, YPR156C
145	OG0000145	snap_masked-LACI0C-processed-gene-6.111-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-6.111&CDS=1-1371	YGR141W, YPR157W
146	OG0000146	snap_masked-LACI0C-processed-gene-6.114-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-6.114&CDS=1-2121	YGR143W, YPR159W
147	OG0000147	maker-LACI0C-snap-gene-7.142-mRNA-1_1&gene=maker-LACI0C-snap-gene-7.142&CDS=1-198	YGL258W, YOR387C
148	OG0000148	snap_masked-LACI0C-processed-gene-7.99-mRNA-1_1&gene=snap_masked-LACI0C-processed-gene-7.99&CDS=1-885, snap_masked-LACI0F-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.23&CDS=1-888	YLL056C
149	OG0000149	genemark-LACI0E-processed-gene-2.7-mRNA-1_1&gene=genemark-LACI0E-processed-gene-2.7&CDS=1-1443, snap_masked-LACI0D-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-0.21&CDS=1-1464	YOL119C
150	OG0000150	augustus_masked-LACI0G-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-7.136&CDS=1-5511, snap_masked-LACI0D-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-0.32&CDS=1-2640	YER070W
151	OG0000151	maker-LACI0D-augustus-gene-1.154-mRNA-1_1&gene=maker-LACI0D-augustus-gene-1.154&CDS=1-1983	YER062C, YIL053W
152	OG0000152	snap_masked-LACI0D-processed-gene-1.12-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-1.12&CDS=1-1359	YER054C, YIL045W
153	OG0000153	augustus_masked-LACI0D-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-3.58&CDS=1-975	YGL162W, YPR009W
154	OG0000154	snap_masked-LACI0D-processed-gene-3.107-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-3.107&CDS=1-1143	YGR023W, YLR332W
155	OG0000155	snap_masked-LACI0D-processed-gene-3.125-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-3.125&CDS=1-324	YGR027C, YLR333C
156	OG0000156	snap_masked-LACI0D-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-4.55&CDS=1-411	YBL087C, YER117W
157	OG0000157	maker-LACI0D-augustus-gene-4.138-mRNA-1_1&gene=maker-LACI0D-augustus-gene-4.138&CDS=1-2358	YBL089W, YER119C
158	OG0000158	snap_masked-LACI0D-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-5.72&CDS=1-1308	YDR312W, YHR066W
159	OG0000159	snap_masked-LACI0D-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-5.105&CDS=1-471	YEL034W, YJR047C
160	OG0000160	maker-LACI0D-augustus-gene-6.94-mRNA-1_1&gene=maker-LACI0D-augustus-gene-6.94&CDS=1-2862	YEL041W, YJR049C
161	OG0000161	snap_masked-LACI0D-processed-gene-6.60-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-6.60&CDS=1-738, snap_masked-LACI0G-processed-gene-15.78-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-15.78&CDS=1-738	YAL049C
162	OG0000162	snap_masked-LACI0D-processed-gene-6.65-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-6.65&CDS=1-2331	YJR059W, YKL198C
163	OG0000163	augustus_masked-LACI0D-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-7.10&CDS=1-1101	YGR214W, YLR048W
164	OG0000164	snap_masked-LACI0D-processed-gene-9.63-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-9.63&CDS=1-885	YFL059W, YNL333W
165	OG0000165	snap_masked-LACI0D-processed-gene-9.70-mRNA-1_1&gene=snap_masked-LACI0D-processed-gene-9.70&CDS=1-2346	YKL121W, YMR102C
166	OG0000166	augustus_masked-LACI0D-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-LACI0D-processed-gene-9.42&CDS=1-4533	YKL127W, YMR105C
167	OG0000167	genemark-LACI0D-processed-gene-10.19-mRNA-1_1&gene=genemark-LACI0D-processed-gene-10.19&CDS=1-969	YNL301C, YOL120C
168	OG0000168	snap_masked-LACI0E-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-0.3&CDS=1-4326, snap_masked-LACI0F-processed-gene-16.206-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-16.206&CDS=1-4332	YGR281W
169	OG0000169	maker-LACI0E-augustus-gene-0.68-mRNA-1_1&gene=maker-LACI0E-augustus-gene-0.68&CDS=1-2787, snap_masked-LACI0F-processed-gene-16.180-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-16.180&CDS=1-1311	YNR058W
170	OG0000170	augustus_masked-LACI0E-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-1.20&CDS=1-4773	YLR260W, YOR171C
171	OG0000171	snap_masked-LACI0E-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-1.66&CDS=1-201	YLR264W, YOR167C
172	OG0000172	augustus_masked-LACI0E-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-2.167&CDS=1-10791	YDL036C, YOL066C
173	OG0000173	augustus_masked-LACI0E-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-3.139&CDS=1-468	YBR048W, YDR025W
174	OG0000174	snap_masked-LACI0E-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-3.86&CDS=1-933	YBR054W, YDR033W
175	OG0000175	augustus_masked-LACI0E-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-4.12&CDS=1-753	YPR013C, YPR015C
176	OG0000176	snap_masked-LACI0E-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-4.74&CDS=1-1128	YMR253C, YPL264C
177	OG0000177	maker-LACI0E-snap-gene-5.112-mRNA-1_1&gene=maker-LACI0E-snap-gene-5.112&CDS=1-285	YOL013W-A, YOR072W-B
178	OG0000178	augustus_masked-LACI0E-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-5.126&CDS=1-2421	YLL062C, YPL273W
179	OG0000179	snap_masked-LACI0E-processed-gene-6.130-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-6.130&CDS=1-912	YJL133W, YKR052C
180	OG0000180	snap_masked-LACI0E-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-7.69&CDS=1-1227	YJL134W, YKR053C
181	OG0000181	snap_masked-LACI0E-processed-gene-7.66-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-7.66&CDS=1-1191	YJL138C, YKR059W
182	OG0000182	maker-LACI0E-augustus-gene-8.136-mRNA-1_1&gene=maker-LACI0E-augustus-gene-8.136&CDS=1-552	YJL177W, YKL180W
183	OG0000183	snap_masked-LACI0E-processed-gene-8.29-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-8.29&CDS=1-414	YCR031C, YJL191W
184	OG0000184	augustus_masked-LACI0E-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-8.85&CDS=1-4230	YCL068C, YCR038C
185	OG0000185	augustus_masked-LACI0E-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.70&CDS=1-810, maker-LACI0E-snap-gene-8.49-mRNA-1_1&gene=maker-LACI0E-snap-gene-8.49&CDS=1-2541	YNL243W
186	OG0000186	maker-LACI0E-snap-gene-9.33-mRNA-1_1&gene=maker-LACI0E-snap-gene-9.33&CDS=1-3366, snap_masked-LACI0E-processed-gene-9.73-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-9.73&CDS=1-1692	YNL268W
187	OG0000187	snap_masked-LACI0E-processed-gene-10.129-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.129&CDS=1-264	YDR500C, YLR185W
188	OG0000188	augustus_masked-LACI0E-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.49&CDS=1-3705	YDR505C, YLR177W
