	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
39	OG0000039	YNL095C, YOR092W	augustus_masked-scf7180000053663-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000053663-processed-gene-0.17&CDS=1-1482, augustus_masked-scf7180000054709-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000054709-processed-gene-0.9&CDS=1-957, augustus_masked-scf7180000059816-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059816-processed-gene-0.3&CDS=1-1449, augustus_masked-scf7180000061719-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061719-processed-gene-0.6&CDS=1-1320
40	OG0000040	YAL001C	augustus_masked-scf7180000055066-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055066-processed-gene-0.2&CDS=1-870, augustus_masked-scf7180000055733-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055733-processed-gene-0.4&CDS=1-1071, augustus_masked-scf7180000055933-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055933-processed-gene-0.1&CDS=1-255, augustus_masked-scf7180000059832-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000059832-processed-gene-0.21&CDS=1-3816
41	OG0000041	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	
42	OG0000042	YBL003C, YDR225W	augustus_masked-scf7180000057673-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000057673-processed-gene-0.3&CDS=1-393, augustus_masked-scf7180000057993-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000057993-processed-gene-0.41&CDS=1-393, genemark-scf7180000057641-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000057641-processed-gene-0.2&CDS=1-321
43	OG0000043	YBL067C, YER098W	augustus_masked-scf7180000057319-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000057319-processed-gene-0.3&CDS=1-744, augustus_masked-scf7180000060408-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000060408-processed-gene-0.11&CDS=1-1770, snap_masked-scf7180000056105-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000056105-processed-gene-0.0&CDS=1-363
44	OG0000044	YBR010W, YNL031C	augustus_masked-scf7180000053802-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053802-processed-gene-0.3&CDS=1-408, augustus_masked-scf7180000059643-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059643-processed-gene-0.13&CDS=1-408, snap_masked-scf7180000061219-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000061219-processed-gene-0.5&CDS=1-408
45	OG0000045	YBR238C, YGL107C	augustus_masked-scf7180000053932-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053932-processed-gene-0.1&CDS=1-840, snap_masked-scf7180000057287-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000057287-processed-gene-0.2&CDS=1-225, snap_masked-scf7180000059724-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000059724-processed-gene-0.20&CDS=1-1749
46	OG0000046	YBR293W	augustus_masked-scf7180000055940-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055940-processed-gene-0.1&CDS=1-1305, augustus_masked-scf7180000059818-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059818-processed-gene-0.9&CDS=1-1542, augustus_masked-scf7180000059944-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059944-processed-gene-0.3&CDS=1-1701, maker-scf7180000060970-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000060970-augustus-gene-0.4&CDS=1-555
47	OG0000047	YCL050C, YDR530C	augustus_masked-scf7180000058179-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058179-processed-gene-0.1&CDS=1-234, augustus_masked-scf7180000061011-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061011-processed-gene-0.0&CDS=1-921, maker-scf7180000058039-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000058039-snap-gene-0.18&CDS=1-1863
48	OG0000048	YCL068C, YCR038C	augustus_masked-scf7180000053658-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000053658-processed-gene-0.25&CDS=1-3462, augustus_masked-scf7180000061041-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061041-processed-gene-0.2&CDS=1-1266, snap_masked-scf7180000054210-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054210-processed-gene-0.0&CDS=1-1320
49	OG0000049	YCR077C, YNR035C	augustus_masked-scf7180000056567-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056567-processed-gene-0.2&CDS=1-1779, augustus_masked-scf7180000057697-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057697-processed-gene-0.2&CDS=1-981, augustus_masked-scf7180000059907-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059907-processed-gene-0.9&CDS=1-3072
50	OG0000050	YDL015C, YGR074W	genemark-scf7180000053615-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000053615-processed-gene-0.12&CDS=1-360, genemark-scf7180000056558-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000056558-processed-gene-0.12&CDS=1-1353, snap_masked-scf7180000053615-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053615-processed-gene-0.1&CDS=1-1059
51	OG0000051	YDL037C, YIR019C	snap_masked-scf7180000053704-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000053704-processed-gene-0.6&CDS=1-2499, snap_masked-scf7180000059768-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000059768-processed-gene-0.6&CDS=1-510, snap_masked-scf7180000059861-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000059861-processed-gene-0.3&CDS=1-1443
52	OG0000052	YDL056W	augustus_masked-scf7180000053848-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053848-processed-gene-0.2&CDS=1-3699, maker-scf7180000057420-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000057420-augustus-gene-0.1&CDS=1-1272, snap_masked-scf7180000054013-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000054013-processed-gene-0.2&CDS=1-855, snap_masked-scf7180000062091-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000062091-processed-gene-0.0&CDS=1-300
53	OG0000053	YDL114W, YKL055C, YLR426W	augustus_masked-scf7180000060059-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000060059-processed-gene-0.6&CDS=1-807, snap_masked-scf7180000055846-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055846-processed-gene-0.3&CDS=1-492
54	OG0000054	YDL120W, YLR026C	augustus_masked-scf7180000055426-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000055426-processed-gene-0.26&CDS=1-909, genemark-scf7180000055599-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055599-processed-gene-0.0&CDS=1-1140, snap_masked-scf7180000055426-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000055426-processed-gene-0.12&CDS=1-495
55	OG0000055	YDL167C, YLR241W	augustus_masked-scf7180000060093-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000060093-processed-gene-0.23&CDS=1-1539, maker-scf7180000056496-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000056496-augustus-gene-0.6&CDS=1-3933, maker-scf7180000060093-snap-gene-0.13-mRNA-1_1&gene=maker-scf7180000060093-snap-gene-0.13&CDS=1-2364
56	OG0000056	YDR103W, YJL157C	augustus_masked-scf7180000056060-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000056060-processed-gene-0.5&CDS=1-2391, augustus_masked-scf7180000058888-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058888-processed-gene-0.1&CDS=1-819, snap_masked-scf7180000055215-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055215-processed-gene-0.1&CDS=1-915
57	OG0000057	YDR144C, YLR120C, YLR121C	augustus_masked-scf7180000054714-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054714-processed-gene-0.2&CDS=1-600, augustus_masked-scf7180000060199-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000060199-processed-gene-0.19&CDS=1-1620
58	OG0000058	YDR171W, YLR260W, YOR171C	augustus_masked-scf7180000054640-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054640-processed-gene-0.3&CDS=1-906, genemark-scf7180000054449-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000054449-processed-gene-0.33&CDS=1-2355
59	OG0000059	YDR277C, YOR047C	augustus_masked-scf7180000055464-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000055464-processed-gene-0.44&CDS=1-1311, augustus_masked-scf7180000057114-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057114-processed-gene-0.2&CDS=1-507, genemark-scf7180000062075-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000062075-processed-gene-0.0&CDS=1-309
60	OG0000060	YDR411C, YML042W	augustus_masked-scf7180000061666-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000061666-processed-gene-0.26&CDS=1-1851, genemark-scf7180000061666-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000061666-processed-gene-0.1&CDS=1-855, maker-scf7180000058564-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000058564-augustus-gene-0.5&CDS=1-2586
61	OG0000061	YDR451C, YML027W	augustus_masked-scf7180000060956-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060956-processed-gene-0.2&CDS=1-210, augustus_masked-scf7180000061675-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000061675-processed-gene-0.1&CDS=1-858, genemark-scf7180000056831-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000056831-processed-gene-0.0&CDS=1-222
62	OG0000062	YDR473C, YHR012W	maker-scf7180000053602-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000053602-augustus-gene-0.5&CDS=1-2025, maker-scf7180000059736-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000059736-snap-gene-0.18&CDS=1-855, snap_masked-scf7180000059736-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000059736-processed-gene-0.10&CDS=1-1287
63	OG0000063	YDR498C, YMR285C	augustus_masked-scf7180000054001-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000054001-processed-gene-0.9&CDS=1-2079, augustus_masked-scf7180000057841-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000057841-processed-gene-0.0&CDS=1-843, snap_masked-scf7180000057841-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000057841-processed-gene-0.3&CDS=1-588
64	OG0000064	YEL061C, YEL062W	augustus_masked-scf7180000054654-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054654-processed-gene-0.2&CDS=1-870, genemark-scf7180000060067-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000060067-processed-gene-0.6&CDS=1-4314, snap_masked-scf7180000054626-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054626-processed-gene-0.1&CDS=1-1134
65	OG0000065	YER008C	augustus_masked-scf7180000056993-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056993-processed-gene-0.1&CDS=1-885, genemark-scf7180000059716-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000059716-processed-gene-0.8&CDS=1-3648, snap_masked-scf7180000056175-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000056175-processed-gene-0.4&CDS=1-756, snap_masked-scf7180000058119-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058119-processed-gene-0.1&CDS=1-720
66	OG0000066	YER024W	augustus_masked-scf7180000056811-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056811-processed-gene-0.1&CDS=1-435, augustus_masked-scf7180000058800-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000058800-processed-gene-0.7&CDS=1-546, augustus_masked-scf7180000061708-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000061708-processed-gene-0.93&CDS=1-2205, genemark-scf7180000058125-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000058125-processed-gene-0.2&CDS=1-693
67	OG0000067	YER045C, YIL036W	snap_masked-scf7180000054434-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000054434-processed-gene-0.16&CDS=1-588, snap_masked-scf7180000059055-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059055-processed-gene-0.0&CDS=1-387, snap_masked-scf7180000060725-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000060725-processed-gene-0.1&CDS=1-369
68	OG0000068	YFL018C, YGR031W	augustus_masked-scf7180000060912-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060912-processed-gene-0.1&CDS=1-648, maker-scf7180000058612-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000058612-snap-gene-0.3&CDS=1-780, maker-scf7180000061793-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000061793-augustus-gene-0.13&CDS=1-2421
69	OG0000069	YFL059W, YMR096W, YNL333W	augustus_masked-scf7180000057818-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000057818-processed-gene-0.35&CDS=1-732, augustus_masked-scf7180000059274-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059274-processed-gene-0.0&CDS=1-885
70	OG0000070	YFR039C, YGL228W	augustus_masked-scf7180000056301-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056301-processed-gene-0.2&CDS=1-732, augustus_masked-scf7180000059692-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000059692-processed-gene-0.14&CDS=1-1983, snap_masked-scf7180000058583-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058583-processed-gene-0.2&CDS=1-492
71	OG0000071	YGL027C, YHL033C, YLL045C	augustus_masked-scf7180000059419-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059419-processed-gene-0.2&CDS=1-2055, augustus_masked-scf7180000061765-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000061765-processed-gene-0.28&CDS=1-3078
72	OG0000072	YGL089C, YPL187W	augustus_masked-scf7180000054453-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054453-processed-gene-0.3&CDS=1-450, augustus_masked-scf7180000055036-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055036-processed-gene-0.3&CDS=1-387, augustus_masked-scf7180000061764-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000061764-processed-gene-0.8&CDS=1-519
73	OG0000073	YGL093W	augustus_masked-scf7180000053839-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053839-processed-gene-0.8&CDS=1-3342, augustus_masked-scf7180000055525-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055525-processed-gene-0.1&CDS=1-567, snap_masked-scf7180000055079-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000055079-processed-gene-0.2&CDS=1-273, snap_masked-scf7180000058046-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058046-processed-gene-0.1&CDS=1-2304
74	OG0000074	YGL113W	augustus_masked-scf7180000062137-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000062137-processed-gene-0.1&CDS=1-291, snap_masked-scf7180000057942-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057942-processed-gene-0.0&CDS=1-396, snap_masked-scf7180000058670-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058670-processed-gene-0.1&CDS=1-372, snap_masked-scf7180000059617-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000059617-processed-gene-0.2&CDS=1-1638
75	OG0000075	YGL233W	augustus_masked-scf7180000054230-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054230-processed-gene-0.2&CDS=1-528, augustus_masked-scf7180000057439-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057439-processed-gene-0.2&CDS=1-456, augustus_masked-scf7180000059778-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059778-processed-gene-0.9&CDS=1-2301, augustus_masked-scf7180000060781-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060781-processed-gene-0.0&CDS=1-783
76	OG0000076	YGR027C, YLR333C	augustus_masked-scf7180000057665-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057665-processed-gene-0.1&CDS=1-321, augustus_masked-scf7180000061088-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061088-processed-gene-0.10&CDS=1-321, snap_masked-scf7180000055667-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055667-processed-gene-0.0&CDS=1-321
77	OG0000077	YGR056W, YLR357W	augustus_masked-scf7180000059896-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059896-processed-gene-0.5&CDS=1-1428, genemark-scf7180000053667-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000053667-processed-gene-0.6&CDS=1-1176, maker-scf7180000060600-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000060600-snap-gene-0.4&CDS=1-1797
78	OG0000078	YGR127W, YIR029W	augustus_masked-scf7180000055916-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055916-processed-gene-0.0&CDS=1-1914, maker-scf7180000059831-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000059831-augustus-gene-0.2&CDS=1-978, snap_masked-scf7180000059831-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000059831-processed-gene-0.12&CDS=1-1545
79	OG0000079	YGR184C	augustus_masked-scf7180000054914-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054914-processed-gene-0.1&CDS=1-1947, augustus_masked-scf7180000055718-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055718-processed-gene-0.2&CDS=1-1473, augustus_masked-scf7180000059593-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059593-processed-gene-0.0&CDS=1-1980, genemark-scf7180000059849-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000059849-processed-gene-0.1&CDS=1-10623
80	OG0000080	YGR221C, YHR149C	augustus_masked-scf7180000057596-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057596-processed-gene-0.1&CDS=1-342, augustus_masked-scf7180000060501-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060501-processed-gene-0.1&CDS=1-969, snap_masked-scf7180000053570-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000053570-processed-gene-0.9&CDS=1-1788
81	OG0000081	YGR225W, YLR047C	augustus_masked-scf7180000059689-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059689-processed-gene-0.1&CDS=1-3300, augustus_masked-scf7180000061227-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000061227-processed-gene-0.1&CDS=1-1632, maker-scf7180000058171-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000058171-snap-gene-0.2&CDS=1-819
82	OG0000082	YGR271C-A, YMR292W	genemark-scf7180000053741-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000053741-processed-gene-0.11&CDS=1-573, maker-scf7180000055623-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000055623-snap-gene-0.2&CDS=1-1017, maker-scf7180000061713-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000061713-augustus-gene-0.1&CDS=1-294
83	OG0000083	YHL028W, YHR146W	augustus_masked-scf7180000055328-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055328-processed-gene-0.11&CDS=1-1674, snap_masked-scf7180000055305-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055305-processed-gene-0.3&CDS=1-1413, snap_masked-scf7180000060239-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000060239-processed-gene-0.3&CDS=1-735
84	OG0000084	YHR117W, YNL121C	augustus_masked-scf7180000057906-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057906-processed-gene-0.1&CDS=1-1008, augustus_masked-scf7180000061717-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000061717-processed-gene-0.17&CDS=1-1824, snap_masked-scf7180000059995-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059995-processed-gene-0.0&CDS=1-570
85	OG0000085	YHR119W, YHR120W	augustus_masked-scf7180000057813-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057813-processed-gene-0.1&CDS=1-1143, genemark-scf7180000061717-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000061717-processed-gene-0.4&CDS=1-5595, snap_masked-scf7180000056908-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000056908-processed-gene-0.0&CDS=1-456
86	OG0000086	YHR121W, YNL127W	augustus_masked-scf7180000058729-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000058729-processed-gene-0.3&CDS=1-945, snap_masked-scf7180000055901-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055901-processed-gene-0.1&CDS=1-1278, snap_masked-scf7180000059776-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000059776-processed-gene-0.2&CDS=1-2835
87	OG0000087	YHR179W, YPL171C	augustus_masked-scf7180000053583-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000053583-processed-gene-0.10&CDS=1-1221, augustus_masked-scf7180000059710-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059710-processed-gene-0.1&CDS=1-1221, maker-scf7180000058146-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000058146-augustus-gene-0.2&CDS=1-1170
88	OG0000088	YHR202W, YHR203C, YJR145C	maker-scf7180000059292-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000059292-augustus-gene-0.6&CDS=1-2892, snap_masked-scf7180000054642-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000054642-processed-gene-0.7&CDS=1-1860
89	OG0000089	YIL046W, YPR155C	genemark-scf7180000055516-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055516-processed-gene-0.3&CDS=1-1863, snap_masked-scf7180000057863-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000057863-processed-gene-0.1&CDS=1-999, snap_masked-scf7180000059686-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000059686-processed-gene-0.5&CDS=1-3891
90	OG0000090	YIL062C, YML108W	augustus_masked-scf7180000053753-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053753-processed-gene-0.2&CDS=1-273, augustus_masked-scf7180000060445-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060445-processed-gene-0.4&CDS=1-807, snap_masked-scf7180000059422-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059422-processed-gene-0.1&CDS=1-267
