	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035688_Cyberlindnera_xylosilytica
61	OG0000061	YER176W	maker-flattened_line_50-augustus-gene-0.93-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.93&CDS=1-2100, maker-flattened_line_50-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.0&CDS=1-7548, snap_masked-flattened_line_50-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.154&CDS=1-2901
62	OG0000062	YFL047W, YHR182W	augustus_masked-flattened_line_122-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.3&CDS=1-2439, maker-flattened_line_5-snap-gene-1.102-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.102&CDS=1-2229
63	OG0000063	YFR032C-A, YFR033C	maker-flattened_line_24-augustus-gene-1.98-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.98&CDS=1-531, snap_masked-flattened_line_0-processed-gene-4.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.154&CDS=1-558
64	OG0000064	YGL096W, YPL177C	snap_masked-flattened_line_104-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.22&CDS=1-1017, snap_masked-flattened_line_90-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.107&CDS=1-804
65	OG0000065	YGL147C, YNL067W	snap_masked-flattened_line_18-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.95&CDS=1-573, snap_masked-flattened_line_46-processed-gene-0.246-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.246&CDS=1-573
66	OG0000066	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_36-processed-gene-1.258-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.258&CDS=1-999
67	OG0000067	YHL019C, YPL259C	augustus_masked-flattened_line_42-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.76&CDS=1-1335, snap_masked-flattened_line_20-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.97&CDS=1-1278
68	OG0000068	YHL033C, YLL045C	snap_masked-flattened_line_0-processed-gene-4.155-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.155&CDS=1-792, snap_masked-flattened_line_24-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.153&CDS=1-792
69	OG0000069	YIL149C, YKR095W	augustus_masked-flattened_line_2-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.111&CDS=1-5619, snap_masked-flattened_line_2-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.82&CDS=1-5619
70	OG0000070	YIL151C, YKR096W	augustus_masked-flattened_line_2-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.113&CDS=1-3420, snap_masked-flattened_line_2-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.56&CDS=1-3282
71	OG0000071	YIL159W, YNL271C	maker-flattened_line_114-snap-gene-0.129-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.129&CDS=1-4041, snap_masked-flattened_line_108-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.79&CDS=1-4899
72	OG0000072	YIR013C, YLR013W	maker-flattened_line_7-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-1.97&CDS=1-1335, maker-flattened_line_7-snap-gene-2.212-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-2.212&CDS=1-1335
73	OG0000073	YJL133W, YKR052C	snap_masked-flattened_line_7-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.35&CDS=1-957, snap_masked-flattened_line_7-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.144&CDS=1-957
74	OG0000074	YJL190C, YLR367W	maker-flattened_line_186-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_186-snap-gene-0.2&CDS=1-390, snap_masked-flattened_line_16-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.86&CDS=1-390
75	OG0000075	YJR116W, YPR114W	snap_masked-flattened_line_3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.21&CDS=1-807, snap_masked-flattened_line_88-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.102&CDS=1-870
76	OG0000076	YKL094W	augustus_masked-flattened_line_14-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.121&CDS=1-861, snap_masked-flattened_line_14-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.88&CDS=1-909, snap_masked-flattened_line_14-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.60&CDS=1-906
77	OG0000077	YLL062C, YMR321C, YPL273W	snap_masked-flattened_line_8-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.100&CDS=1-903
78	OG0000078	YLR237W, YOR071C, YOR192C	snap_masked-flattened_line_46-processed-gene-0.276-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.276&CDS=1-1593
79	OG0000079	YLR260W, YOR171C	snap_masked-flattened_line_42-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.89&CDS=1-1446, snap_masked-flattened_line_5-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.13&CDS=1-1494
80	OG0000080	YML111W, YMR275C, YNR069C	augustus_masked-flattened_line_28-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.244&CDS=1-6660
81	OG0000081	YML116W, YMR279C	augustus_masked-flattened_line_38-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.66&CDS=1-1383, maker-flattened_line_28-snap-gene-1.98-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.98&CDS=1-6177
82	OG0000082	YMR316W, YNL165W, YOR385W	snap_masked-flattened_line_12-processed-gene-2.180-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.180&CDS=1-930
83	OG0000083	YOL027C, YPR125W	augustus_masked-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.35&CDS=1-1503, snap_masked-flattened_line_22-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.21&CDS=1-1413
84	OG0000084	YOL055C, YPL258C, YPR121W	snap_masked-flattened_line_22-processed-gene-1.242-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.242&CDS=1-1560
85	OG0000085	YOL137W	snap_masked-flattened_line_104-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.23&CDS=1-1386, snap_masked-flattened_line_104-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.32&CDS=1-1464, snap_masked-flattened_line_64-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.109&CDS=1-1371
86	OG0000086	YOR032C	snap_masked-flattened_line_2-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.76&CDS=1-2532, snap_masked-flattened_line_2-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.92&CDS=1-2532, snap_masked-flattened_line_44-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.178&CDS=1-2016
87	OG0000087	YOR107W	snap_masked-flattened_line_142-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.37&CDS=1-372, snap_masked-flattened_line_7-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.14&CDS=1-906, snap_masked-flattened_line_7-processed-gene-2.192-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.192&CDS=1-906
88	OG0000088	YOR389W, YPL277C, YPL278C	augustus_masked-flattened_line_158-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.16&CDS=1-1806
89	OG0000089	YPR013C, YPR015C	snap_masked-flattened_line_32-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.128&CDS=1-696, snap_masked-flattened_line_50-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.131&CDS=1-999
90	OG0000090	YPR127W	maker-flattened_line_92-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.91&CDS=1-2013, snap_masked-flattened_line_50-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.123&CDS=1-1002, snap_masked-flattened_line_92-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.77&CDS=1-999
91	OG0000091	YAL007C, YOR016C	maker-flattened_line_70-augustus-gene-0.149-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.149&CDS=1-1764
92	OG0000092	YAL015C, YOL043C	snap_masked-flattened_line_86-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.77&CDS=1-1083
93	OG0000093	YAL017W, YOL045W	snap_masked-flattened_line_0-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.38&CDS=1-3474
94	OG0000094	YAL018C, YOL048C	snap_masked-flattened_line_10-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.74&CDS=1-777
95	OG0000095	YAL034C, YOR338W	snap_masked-flattened_line_96-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.59&CDS=1-975
96	OG0000096	YAL056W, YOR371C	snap_masked-flattened_line_72-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.101&CDS=1-1653
97	OG0000097	YAL062W, YOR375C	snap_masked-flattened_line_112-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.88&CDS=1-1380
98	OG0000098	YAR035W	snap_masked-flattened_line_7-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.109&CDS=1-2142, snap_masked-flattened_line_7-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.112&CDS=1-2142
99	OG0000099	YBL009W, YGL021W	snap_masked-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.139&CDS=1-2805
100	OG0000100	YBL027W, YBR084C-A	snap_masked-flattened_line_3-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.142&CDS=1-588
101	OG0000101	YBL043W, YJR115W	snap_masked-flattened_line_180-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.25&CDS=1-789
102	OG0000102	YBL056W, YER089C	snap_masked-flattened_line_68-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.100&CDS=1-1266
103	OG0000103	YBL067C, YER098W	snap_masked-flattened_line_0-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.157&CDS=1-2070
104	OG0000104	YBL072C, YER102W	snap_masked-flattened_line_18-processed-gene-2.196-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.196&CDS=1-600
105	OG0000105	YBL087C, YER117W	snap_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.143&CDS=1-405
106	OG0000106	YBL101C, YPR030W	snap_masked-flattened_line_46-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.197&CDS=1-2586
107	OG0000107	YBL106C, YPR032W	maker-flattened_line_138-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_138-snap-gene-0.46&CDS=1-2985
108	OG0000108	YBR001C, YDR001C	augustus_masked-flattened_line_34-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.249&CDS=1-1350
109	OG0000109	YBR005W, YDR003W	snap_masked-flattened_line_82-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.156&CDS=1-600
110	OG0000110	YBR010W, YNL031C	snap_masked-flattened_line_68-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.146&CDS=1-408
111	OG0000111	YBR014C, YDL010W	snap_masked-flattened_line_3-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.68&CDS=1-732
112	OG0000112	YBR016W, YDL012C	snap_masked-flattened_line_34-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.91&CDS=1-342
113	OG0000113	YBR031W, YDR012W	snap_masked-flattened_line_94-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.125&CDS=1-1089
114	OG0000114	YBR033W, YKL038W	augustus_masked-flattened_line_110-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.116&CDS=1-2037
115	OG0000115	YBR037C	augustus_masked-flattened_line_7-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.21&CDS=1-888, augustus_masked-flattened_line_7-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.51&CDS=1-888
116	OG0000116	YBR038W	snap_masked-flattened_line_7-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.141&CDS=1-3027, snap_masked-flattened_line_7-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.131&CDS=1-3027
117	OG0000117	YBR048W, YDR025W	snap_masked-flattened_line_3-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.66&CDS=1-468
118	OG0000118	YBR054W, YDR033W	snap_masked-flattened_line_54-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.138&CDS=1-945
119	OG0000119	YBR078W, YDR055W	snap_masked-flattened_line_3-processed-gene-4.5-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.5&CDS=1-1290
120	OG0000120	YBR080C	maker-flattened_line_2-snap-gene-2.158-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.158&CDS=1-3171, maker-flattened_line_2-snap-gene-2.159-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.159&CDS=1-3171
121	OG0000121	YBR082C, YDR059C	maker-flattened_line_3-snap-gene-3.105-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.105&CDS=1-441
122	OG0000122	YBR089C-A, YPR052C	snap_masked-flattened_line_60-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.207&CDS=1-276
123	OG0000123	YBR106W	snap_masked-flattened_line_2-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.82&CDS=1-567, snap_masked-flattened_line_2-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.84&CDS=1-567
124	OG0000124	YBR118W, YPR080W	augustus_masked-flattened_line_80-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.31&CDS=1-1374
125	OG0000125	YBR140C, YOL081W	snap_masked-flattened_line_66-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.91&CDS=1-8007
126	OG0000126	YBR142W	snap_masked-flattened_line_2-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.100&CDS=1-2373, snap_masked-flattened_line_2-processed-gene-3.69-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.69&CDS=1-2373
127	OG0000127	YBR147W, YOL092W	maker-flattened_line_38-snap-gene-1.72-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.72&CDS=1-900
128	OG0000128	YBR150C, YOL089C	snap_masked-flattened_line_66-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.94&CDS=1-2637
129	OG0000129	YBR161W, YPL057C	snap_masked-flattened_line_34-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.74&CDS=1-1017
130	OG0000130	YBR169C, YPL106C	snap_masked-flattened_line_5-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.79&CDS=1-2076
131	OG0000131	YBR172C, YPL105C	snap_masked-flattened_line_5-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.78&CDS=1-2433
132	OG0000132	YBR177C, YPL095C	snap_masked-flattened_line_58-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.105&CDS=1-1305
133	OG0000133	YBR181C, YPL090C	maker-flattened_line_32-snap-gene-1.174-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.174&CDS=1-717
134	OG0000134	YBR183W, YPL087W	snap_masked-flattened_line_32-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.102&CDS=1-855
135	OG0000135	YBR189W, YPL081W	maker-flattened_line_26-snap-gene-1.205-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.205&CDS=1-1041
136	OG0000136	YBR191W, YPL079W	snap_masked-flattened_line_12-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.141&CDS=1-480
137	OG0000137	YBR197C, YPL077C	snap_masked-flattened_line_26-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.191&CDS=1-654
138	OG0000138	YBR214W, YGL056C	snap_masked-flattened_line_42-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.9&CDS=1-1374
139	OG0000139	YBR216C, YGL060W	snap_masked-flattened_line_66-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.119&CDS=1-2001
140	OG0000140	YBR238C, YGL107C	snap_masked-flattened_line_130-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.54&CDS=1-1782
141	OG0000141	YBR242W, YGL101W	snap_masked-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.77&CDS=1-651
142	OG0000142	YBR273C, YJL048C	snap_masked-flattened_line_12-processed-gene-2.105-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.105&CDS=1-1500
143	OG0000143	YCL011C, YNL004W	snap_masked-flattened_line_126-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.57&CDS=1-1239
144	OG0000144	YCL025C, YDR508C	snap_masked-flattened_line_66-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.109&CDS=1-1776
145	OG0000145	YCL026C-A, YCL026C-B	snap_masked-flattened_line_54-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.141&CDS=1-582
146	OG0000146	YCL035C, YDR513W	augustus_masked-flattened_line_52-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.174&CDS=1-387
147	OG0000147	YCL040W, YDR516C	snap_masked-flattened_line_170-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.20&CDS=1-1434
148	OG0000148	YCL050C, YDR530C	snap_masked-flattened_line_78-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.110&CDS=1-957
149	OG0000149	YCL064C, YIL167W	snap_masked-flattened_line_66-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.128&CDS=1-1056
150	OG0000150	YCL068C, YCR038C	snap_masked-flattened_line_120-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.4&CDS=1-4272
151	OG0000151	YCR010C, YNR002C	snap_masked-flattened_line_14-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.68&CDS=1-822
152	OG0000152	YCR012W	snap_masked-flattened_line_38-processed-gene-1.177-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.177&CDS=1-1245, snap_masked-flattened_line_54-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.139&CDS=1-1245
153	OG0000153	YCR026C, YEL016C	snap_masked-flattened_line_42-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.24&CDS=1-2181
154	OG0000154	YCR028C	snap_masked-flattened_line_48-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.110&CDS=1-1452, snap_masked-flattened_line_54-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.171&CDS=1-1512
155	OG0000155	YCR031C, YJL191W	snap_masked-flattened_line_16-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.85&CDS=1-423
156	OG0000156	YCR037C, YJL198W	snap_masked-flattened_line_160-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.22&CDS=1-2544
157	OG0000157	YCR053W	snap_masked-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.91&CDS=1-1512, snap_masked-flattened_line_2-processed-gene-4.60-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.60&CDS=1-1512
158	OG0000158	YCR054C	snap_masked-flattened_line_2-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.69&CDS=1-1473, snap_masked-flattened_line_2-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.63&CDS=1-1473
159	OG0000159	YCR057C	snap_masked-flattened_line_2-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.68&CDS=1-2742, snap_masked-flattened_line_2-processed-gene-4.64-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.64&CDS=1-2742
160	OG0000160	YCR059C	snap_masked-flattened_line_2-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.67&CDS=1-774, snap_masked-flattened_line_2-processed-gene-4.95-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.95&CDS=1-774
