	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
42	OG0000042	YMR183C, YPL232W	genemark-YALI0B-processed-gene-14.31-mRNA-1_1&gene=genemark-YALI0B-processed-gene-14.31&CDS=1-972, genemark-YALI0D-processed-gene-34.55-mRNA-1_1&gene=genemark-YALI0D-processed-gene-34.55&CDS=1-972, genemark-YALI0E-processed-gene-27.89-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.89&CDS=1-1185
43	OG0000043	YBL068W-A, YBL069W, YER101C	snap_masked-YALI0F-processed-gene-32.15-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-32.15&CDS=1-1239
44	OG0000044	YBR008C	genemark-YALI0C-processed-gene-10.42-mRNA-1_1&gene=genemark-YALI0C-processed-gene-10.42&CDS=1-1686, genemark-YALI0F-processed-gene-33.39-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.39&CDS=1-1674, maker-YALI0C-snap-gene-6.7-mRNA-1_1&gene=maker-YALI0C-snap-gene-6.7&CDS=1-3186
45	OG0000045	YBR009C, YNL030W	genemark-YALI0C-processed-gene-15.81-mRNA-1_1&gene=genemark-YALI0C-processed-gene-15.81&CDS=1-309, genemark-YALI0F-processed-gene-33.66-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.66&CDS=1-309
46	OG0000046	YBR072W	augustus_masked-YALI0E-processed-gene-22.45-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-22.45&CDS=1-399, genemark-YALI0C-processed-gene-4.50-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.50&CDS=1-477, genemark-YALI0C-processed-gene-4.62-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.62&CDS=1-447
47	OG0000047	YBR096W	genemark-YALI0B-processed-gene-13.86-mRNA-1_1&gene=genemark-YALI0B-processed-gene-13.86&CDS=1-654, genemark-YALI0D-processed-gene-1.69-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.69&CDS=1-648, genemark-YALI0F-processed-gene-4.38-mRNA-1_1&gene=genemark-YALI0F-processed-gene-4.38&CDS=1-672
48	OG0000048	YBR150C, YOL089C	augustus_masked-YALI0F-processed-gene-20.49-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-20.49&CDS=1-1215, snap_masked-YALI0A-processed-gene-11.15-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-11.15&CDS=1-2520
49	OG0000049	YBR172C, YPL105C	maker-YALI0E-augustus-gene-16.76-mRNA-1_1&gene=maker-YALI0E-augustus-gene-16.76&CDS=1-2874, snap_masked-YALI0A-processed-gene-12.31-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-12.31&CDS=1-276
50	OG0000050	YCL001W-A, YCL001W-B, YNL001W	augustus_masked-YALI0B-processed-gene-27.73-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-27.73&CDS=1-1212
51	OG0000051	YCR059C, YDL177C	genemark-YALI0C-processed-gene-1.88-mRNA-1_1&gene=genemark-YALI0C-processed-gene-1.88&CDS=1-735, genemark-YALI0C-processed-gene-11.23-mRNA-1_1&gene=genemark-YALI0C-processed-gene-11.23&CDS=1-408
52	OG0000052	YDL138W, YDL194W	genemark-YALI0C-processed-gene-12.83-mRNA-1_1&gene=genemark-YALI0C-processed-gene-12.83&CDS=1-1482, genemark-YALI0C-processed-gene-8.9-mRNA-1_1&gene=genemark-YALI0C-processed-gene-8.9&CDS=1-1545
53	OG0000053	YDR034C	genemark-YALI0B-processed-gene-6.14-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.14&CDS=1-987, genemark-YALI0C-processed-gene-16.37-mRNA-1_1&gene=genemark-YALI0C-processed-gene-16.37&CDS=1-2289, maker-YALI0D-snap-gene-30.0-mRNA-1_1&gene=maker-YALI0D-snap-gene-30.0&CDS=1-1455
54	OG0000054	YDR144C, YLR120C, YLR121C	genemark-YALI0E-processed-gene-12.37-mRNA-1_1&gene=genemark-YALI0E-processed-gene-12.37&CDS=1-1602
55	OG0000055	YDR174W	genemark-YALI0B-processed-gene-1.25-mRNA-1_1&gene=genemark-YALI0B-processed-gene-1.25&CDS=1-795, genemark-YALI0F-processed-gene-24.77-mRNA-1_1&gene=genemark-YALI0F-processed-gene-24.77&CDS=1-795, snap_masked-YALI0C-processed-gene-31.63-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-31.63&CDS=1-795
56	OG0000056	YDR242W	augustus_masked-YALI0E-processed-gene-41.37-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-41.37&CDS=1-1617, genemark-YALI0F-processed-gene-22.27-mRNA-1_1&gene=genemark-YALI0F-processed-gene-22.27&CDS=1-1656, snap_masked-YALI0E-processed-gene-14.86-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-14.86&CDS=1-1620
57	OG0000057	YEL046C	genemark-YALI0B-processed-gene-28.17-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.17&CDS=1-1035, genemark-YALI0D-processed-gene-21.106-mRNA-1_1&gene=genemark-YALI0D-processed-gene-21.106&CDS=1-1137, maker-YALI0A-augustus-gene-22.98-mRNA-1_1&gene=maker-YALI0A-augustus-gene-22.98&CDS=1-2181
58	OG0000058	YER042W	genemark-YALI0B-processed-gene-5.8-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.8&CDS=1-561, genemark-YALI0E-processed-gene-24.79-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.79&CDS=1-543, genemark-YALI0E-processed-gene-35.68-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.68&CDS=1-600
59	OG0000059	YER056C, YER060W, YER060W-A	genemark-YALI0F-processed-gene-38.64-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.64&CDS=1-1485
60	OG0000060	YFL017W-A, YNL147W	genemark-YALI0C-processed-gene-14.7-mRNA-1_1&gene=genemark-YALI0C-processed-gene-14.7&CDS=1-228, genemark-YALI0F-processed-gene-38.60-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.60&CDS=1-495
61	OG0000061	YFL050C, YOL130W	genemark-YALI0D-processed-gene-0.35-mRNA-1_1&gene=genemark-YALI0D-processed-gene-0.35&CDS=1-1815, genemark-YALI0E-processed-gene-0.40-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.40&CDS=1-1380
62	OG0000062	YFL059W, YMR096W, YNL333W	genemark-YALI0C-processed-gene-31.103-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.103&CDS=1-897
63	OG0000063	YFL060C, YMR095C, YNL334C	genemark-YALI0E-processed-gene-24.103-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.103&CDS=1-720
64	OG0000064	YGL139W, YPL221W	genemark-YALI0B-processed-gene-18.24-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.24&CDS=1-2148, genemark-YALI0E-processed-gene-25.2-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.2&CDS=1-2301
65	OG0000065	YGL160W, YLR047C	genemark-YALI0F-processed-gene-24.94-mRNA-1_1&gene=genemark-YALI0F-processed-gene-24.94&CDS=1-1575, snap_masked-YALI0B-processed-gene-22.38-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-22.38&CDS=1-2040
66	OG0000066	YGL202W, YHR137W	genemark-YALI0C-processed-gene-6.72-mRNA-1_1&gene=genemark-YALI0C-processed-gene-6.72&CDS=1-1596, genemark-YALI0E-processed-gene-24.113-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.113&CDS=1-1485
67	OG0000067	YGL227W, YMR171C	genemark-YALI0A-processed-gene-20.49-mRNA-1_1&gene=genemark-YALI0A-processed-gene-20.49&CDS=1-1404, snap_masked-YALI0F-processed-gene-15.28-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-15.28&CDS=1-1674
68	OG0000068	YGR026W, YLL023C	augustus_masked-YALI0D-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-0.64&CDS=1-975, genemark-YALI0D-processed-gene-30.73-mRNA-1_1&gene=genemark-YALI0D-processed-gene-30.73&CDS=1-900
69	OG0000069	YGR087C, YLR044C, YLR134W	genemark-YALI0D-processed-gene-12.59-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.59&CDS=1-1800
70	OG0000070	YGR101W	augustus_masked-YALI0A-processed-gene-22.88-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-22.88&CDS=1-501, genemark-YALI0B-processed-gene-29.94-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.94&CDS=1-1068, snap_masked-YALI0A-processed-gene-22.39-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-22.39&CDS=1-303
71	OG0000071	YGR192C, YJL052W, YJR009C	genemark-YALI0C-processed-gene-8.7-mRNA-1_1&gene=genemark-YALI0C-processed-gene-8.7&CDS=1-1014
72	OG0000072	YGR197C, YJR015W	snap_masked-YALI0A-processed-gene-6.70-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-6.70&CDS=1-1341, snap_masked-YALI0F-processed-gene-23.36-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-23.36&CDS=1-1299
73	OG0000073	YGR212W	augustus_masked-YALI0D-processed-gene-24.10-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-24.10&CDS=1-1689, augustus_masked-YALI0F-processed-gene-22.69-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-22.69&CDS=1-1395, augustus_masked-YALI0F-processed-gene-25.88-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-25.88&CDS=1-1317
74	OG0000074	YHR146W, YNL173C	augustus_masked-YALI0F-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-6.45&CDS=1-1791, genemark-YALI0F-processed-gene-8.60-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.60&CDS=1-1734
75	OG0000075	YIR033W, YKL020C	genemark-YALI0A-processed-gene-5.64-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.64&CDS=1-2922, genemark-YALI0B-processed-gene-16.97-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.97&CDS=1-3807
76	OG0000076	YJL044C, YOR070C	genemark-YALI0B-processed-gene-16.74-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.74&CDS=1-1482, snap_masked-YALI0C-processed-gene-30.21-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-30.21&CDS=1-1731
77	OG0000077	YJL079C, YKR013W	genemark-YALI0D-processed-gene-10.64-mRNA-1_1&gene=genemark-YALI0D-processed-gene-10.64&CDS=1-948, genemark-YALI0D-processed-gene-7.12-mRNA-1_1&gene=genemark-YALI0D-processed-gene-7.12&CDS=1-933
78	OG0000078	YJL172W, YOL153C	genemark-YALI0F-processed-gene-22.30-mRNA-1_1&gene=genemark-YALI0F-processed-gene-22.30&CDS=1-1740, genemark-YALI0F-processed-gene-32.83-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.83&CDS=1-1740
79	OG0000079	YJR119C, YMR176W	maker-YALI0B-snap-gene-19.112-mRNA-1_1&gene=maker-YALI0B-snap-gene-19.112&CDS=1-2007, snap_masked-YALI0C-processed-gene-23.15-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-23.15&CDS=1-4053
80	OG0000080	YKL081W, YPL048W	genemark-YALI0B-processed-gene-16.101-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.101&CDS=1-1203, genemark-YALI0C-processed-gene-31.107-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.107&CDS=1-1203
81	OG0000081	YKL188C, YPL147W	genemark-YALI0A-processed-gene-6.23-mRNA-1_1&gene=genemark-YALI0A-processed-gene-6.23&CDS=1-2790, genemark-YALI0D-processed-gene-5.61-mRNA-1_1&gene=genemark-YALI0D-processed-gene-5.61&CDS=1-2208
82	OG0000082	YLR256W	genemark-YALI0F-processed-gene-23.111-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.111&CDS=1-2508, genemark-YALI0F-processed-gene-23.95-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.95&CDS=1-3405, snap_masked-YALI0F-processed-gene-4.88-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-4.88&CDS=1-1722
83	OG0000083	YLR380W	augustus_masked-YALI0E-processed-gene-33.51-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-33.51&CDS=1-1200, genemark-YALI0C-processed-gene-24.23-mRNA-1_1&gene=genemark-YALI0C-processed-gene-24.23&CDS=1-1230, genemark-YALI0E-processed-gene-27.111-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.111&CDS=1-1155
84	OG0000084	YMR006C, YMR008C, YOL011W	genemark-YALI0E-processed-gene-19.46-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.46&CDS=1-1914
85	OG0000085	YMR316W, YNL165W, YOR385W	snap_masked-YALI0F-processed-gene-39.92-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-39.92&CDS=1-831
86	OG0000086	YNR064C	augustus_masked-YALI0A-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-1.78&CDS=1-1062, augustus_masked-YALI0C-processed-gene-31.143-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-31.143&CDS=1-1044, snap_masked-YALI0E-processed-gene-23.101-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-23.101&CDS=1-1056
87	OG0000087	YOL055C, YPL258C, YPR121W	genemark-YALI0E-processed-gene-4.64-mRNA-1_1&gene=genemark-YALI0E-processed-gene-4.64&CDS=1-1539
88	OG0000088	YOR374W	genemark-YALI0C-processed-gene-4.53-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.53&CDS=1-1488, genemark-YALI0D-processed-gene-34.57-mRNA-1_1&gene=genemark-YALI0D-processed-gene-34.57&CDS=1-1470, genemark-YALI0E-processed-gene-0.37-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.37&CDS=1-1566
89	OG0000089	YOR389W, YPL277C, YPL278C	snap_masked-YALI0A-processed-gene-22.21-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-22.21&CDS=1-1476
90	OG0000090	YOR390W, YPL279C	snap_masked-YALI0A-processed-gene-22.30-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-22.30&CDS=1-948, snap_masked-YALI0D-processed-gene-31.22-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-31.22&CDS=1-1041
91	OG0000091		augustus_masked-YALI0B-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-14.36&CDS=1-1026, augustus_masked-YALI0F-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-11.83&CDS=1-1020, genemark-YALI0E-processed-gene-9.12-mRNA-1_1&gene=genemark-YALI0E-processed-gene-9.12&CDS=1-1038, snap_masked-YALI0D-processed-gene-2.78-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-2.78&CDS=1-1047
92	OG0000092	YAL007C, YOR016C	genemark-YALI0B-processed-gene-18.29-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.29&CDS=1-624
93	OG0000093	YAL015C, YOL043C	genemark-YALI0F-processed-gene-5.31-mRNA-1_1&gene=genemark-YALI0F-processed-gene-5.31&CDS=1-1449
94	OG0000094	YAL017W, YOL045W	genemark-YALI0F-processed-gene-5.36-mRNA-1_1&gene=genemark-YALI0F-processed-gene-5.36&CDS=1-3447
95	OG0000095	YAL034C, YOR338W	genemark-YALI0D-processed-gene-15.35-mRNA-1_1&gene=genemark-YALI0D-processed-gene-15.35&CDS=1-1197
96	OG0000096	YAL051W, YOR363C	augustus_masked-YALI0F-processed-gene-17.17-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-17.17&CDS=1-2436
97	OG0000097	YAR002C-A, YGL002W	genemark-YALI0C-processed-gene-25.1-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.1&CDS=1-642
98	OG0000098	YAR042W, YDL019C	maker-YALI0F-snap-gene-22.24-mRNA-1_1&gene=maker-YALI0F-snap-gene-22.24&CDS=1-3606
99	OG0000099	YBL002W, YDR224C	genemark-YALI0E-processed-gene-31.27-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.27&CDS=1-417
100	OG0000100	YBL005W, YER184C, YGL013C	
101	OG0000101	YBL009W, YGL021W	genemark-YALI0A-processed-gene-0.63-mRNA-1_1&gene=genemark-YALI0A-processed-gene-0.63&CDS=1-2823
102	OG0000102	YBL027W, YBR084C-A	genemark-YALI0E-processed-gene-30.43-mRNA-1_1&gene=genemark-YALI0E-processed-gene-30.43&CDS=1-567
103	OG0000103	YBL056W, YER089C	genemark-YALI0E-processed-gene-17.56-mRNA-1_1&gene=genemark-YALI0E-processed-gene-17.56&CDS=1-1248
104	OG0000104	YBL060W	genemark-YALI0D-processed-gene-1.79-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.79&CDS=1-1878, genemark-YALI0F-processed-gene-29.88-mRNA-1_1&gene=genemark-YALI0F-processed-gene-29.88&CDS=1-3378
105	OG0000105	YBL067C, YER098W	maker-YALI0F-snap-gene-3.77-mRNA-1_1&gene=maker-YALI0F-snap-gene-3.77&CDS=1-2325
106	OG0000106	YBL072C, YER102W	genemark-YALI0F-processed-gene-32.77-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.77&CDS=1-594
107	OG0000107	YBL079W, YER105C	maker-YALI0E-augustus-gene-3.38-mRNA-1_1&gene=maker-YALI0E-augustus-gene-3.38&CDS=1-4050
108	OG0000108	YBL087C, YER117W	genemark-YALI0D-processed-gene-13.44-mRNA-1_1&gene=genemark-YALI0D-processed-gene-13.44&CDS=1-405
109	OG0000109	YBL089W, YER119C	genemark-YALI0D-processed-gene-14.107-mRNA-1_1&gene=genemark-YALI0D-processed-gene-14.107&CDS=1-1392
110	OG0000110	YBL091C-A, YER120W	genemark-YALI0D-processed-gene-6.51-mRNA-1_1&gene=genemark-YALI0D-processed-gene-6.51&CDS=1-936
111	OG0000111	YBL106C, YPR032W	genemark-YALI0D-processed-gene-24.38-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.38&CDS=1-2997
112	OG0000112	YBR005W, YDR003W	genemark-YALI0E-processed-gene-20.10-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.10&CDS=1-519
113	OG0000113	YBR010W, YNL031C	genemark-YALI0F-processed-gene-33.47-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.47&CDS=1-417
114	OG0000114	YBR014C, YDL010W	genemark-YALI0F-processed-gene-35.101-mRNA-1_1&gene=genemark-YALI0F-processed-gene-35.101&CDS=1-627
115	OG0000115	YBR015C, YJL186W	genemark-YALI0A-processed-gene-14.3-mRNA-1_1&gene=genemark-YALI0A-processed-gene-14.3&CDS=1-1731
116	OG0000116	YBR020W, YDR009W	genemark-YALI0C-processed-gene-18.57-mRNA-1_1&gene=genemark-YALI0C-processed-gene-18.57&CDS=1-1428
117	OG0000117	YBR021W, YIR028W	genemark-YALI0D-processed-gene-7.19-mRNA-1_1&gene=genemark-YALI0D-processed-gene-7.19&CDS=1-1776
118	OG0000118	YBR031W, YDR012W	genemark-YALI0C-processed-gene-9.6-mRNA-1_1&gene=genemark-YALI0C-processed-gene-9.6&CDS=1-1089
119	OG0000119	YBR033W, YKL038W	augustus_masked-YALI0F-processed-gene-39.59-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-39.59&CDS=1-1980
120	OG0000120	YBR048W, YDR025W	genemark-YALI0F-processed-gene-27.62-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.62&CDS=1-465
121	OG0000121	YBR057C	snap_masked-YALI0A-processed-gene-0.20-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-0.20&CDS=1-792, snap_masked-YALI0B-processed-gene-22.19-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-22.19&CDS=1-486
122	OG0000122	YBR078W, YDR055W	genemark-YALI0D-processed-gene-9.26-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.26&CDS=1-1302
123	OG0000123	YBR084W	genemark-YALI0E-processed-gene-1.22-mRNA-1_1&gene=genemark-YALI0E-processed-gene-1.22&CDS=1-2811, genemark-YALI0F-processed-gene-38.69-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.69&CDS=1-2910
124	OG0000124	YBR085W	genemark-YALI0A-processed-gene-11.79-mRNA-1_1&gene=genemark-YALI0A-processed-gene-11.79&CDS=1-906, genemark-YALI0D-processed-gene-10.68-mRNA-1_1&gene=genemark-YALI0D-processed-gene-10.68&CDS=1-915
125	OG0000125	YBR089C-A, YPR052C	augustus_masked-YALI0C-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-16.17&CDS=1-309
126	OG0000126	YBR104W, YPR058W	genemark-YALI0E-processed-gene-20.16-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.16&CDS=1-915
127	OG0000127	YBR105C, YGR066C	genemark-YALI0C-processed-gene-24.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-24.27&CDS=1-771
128	OG0000128	YBR118W, YPR080W	genemark-YALI0C-processed-gene-12.87-mRNA-1_1&gene=genemark-YALI0C-processed-gene-12.87&CDS=1-1380
129	OG0000129	YBR119W	genemark-YALI0D-processed-gene-27.3-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.3&CDS=1-678, genemark-YALI0D-processed-gene-30.67-mRNA-1_1&gene=genemark-YALI0D-processed-gene-30.67&CDS=1-438
130	OG0000130	YBR140C, YOL081W	snap_masked-YALI0B-processed-gene-10.56-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-10.56&CDS=1-7794
131	OG0000131	YBR147W, YOL092W	snap_masked-YALI0F-processed-gene-7.17-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-7.17&CDS=1-765
132	OG0000132	YBR169C, YPL106C	genemark-YALI0E-processed-gene-16.43-mRNA-1_1&gene=genemark-YALI0E-processed-gene-16.43&CDS=1-2055
133	OG0000133	YBR181C, YPL090C	snap_masked-YALI0F-processed-gene-25.22-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-25.22&CDS=1-726
134	OG0000134	YBR183W, YPL087W	genemark-YALI0D-processed-gene-25.50-mRNA-1_1&gene=genemark-YALI0D-processed-gene-25.50&CDS=1-960
135	OG0000135	YBR189W, YPL081W	maker-YALI0F-snap-gene-8.64-mRNA-1_1&gene=maker-YALI0F-snap-gene-8.64&CDS=1-1047
136	OG0000136	YBR208C	genemark-YALI0E-processed-gene-41.13-mRNA-1_1&gene=genemark-YALI0E-processed-gene-41.13&CDS=1-5460, genemark-YALI0E-processed-gene-8.9-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.9&CDS=1-5460
137	OG0000137	YBR214W, YGL056C	genemark-YALI0E-processed-gene-20.30-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.30&CDS=1-1515
138	OG0000138	YBR216C, YGL060W	snap_masked-YALI0B-processed-gene-5.94-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-5.94&CDS=1-2022
139	OG0000139	YBR233W	augustus_masked-YALI0E-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-1.38&CDS=1-1206, snap_masked-YALI0C-processed-gene-26.12-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-26.12&CDS=1-603
140	OG0000140	YBR239C	genemark-YALI0E-processed-gene-22.0-mRNA-1_1&gene=genemark-YALI0E-processed-gene-22.0&CDS=1-1062, genemark-YALI0E-processed-gene-3.34-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.34&CDS=1-1677
141	OG0000141	YBR241C, YGL104C	snap_masked-YALI0B-processed-gene-27.112-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-27.112&CDS=1-1359
142	OG0000142	YBR242W, YGL101W	genemark-YALI0B-processed-gene-21.18-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.18&CDS=1-648
143	OG0000143	YBR270C, YJL058C	snap_masked-YALI0F-processed-gene-38.84-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-38.84&CDS=1-1290
144	OG0000144	YBR294W, YLR092W	genemark-YALI0B-processed-gene-23.23-mRNA-1_1&gene=genemark-YALI0B-processed-gene-23.23&CDS=1-2520
145	OG0000145	YCL011C, YNL004W	genemark-YALI0E-processed-gene-17.41-mRNA-1_1&gene=genemark-YALI0E-processed-gene-17.41&CDS=1-1251
146	OG0000146	YCL035C, YDR513W	genemark-YALI0C-processed-gene-7.36-mRNA-1_1&gene=genemark-YALI0C-processed-gene-7.36&CDS=1-315
147	OG0000147	YCL036W, YDR514C	augustus_masked-YALI0B-processed-gene-19.40-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-19.40&CDS=1-1236
148	OG0000148	YCL037C, YDR515W	genemark-YALI0C-processed-gene-13.59-mRNA-1_1&gene=genemark-YALI0C-processed-gene-13.59&CDS=1-1161
149	OG0000149	YCL040W, YDR516C	genemark-YALI0E-processed-gene-18.45-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.45&CDS=1-1437
150	OG0000150	YCL050C, YDR530C	genemark-YALI0F-processed-gene-38.44-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.44&CDS=1-987
151	OG0000151	YCL057W	genemark-YALI0F-processed-gene-11.94-mRNA-1_1&gene=genemark-YALI0F-processed-gene-11.94&CDS=1-2145, snap_masked-YALI0F-processed-gene-28.3-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-28.3&CDS=1-2202
152	OG0000152	YCL064C, YIL167W	genemark-YALI0E-processed-gene-12.54-mRNA-1_1&gene=genemark-YALI0E-processed-gene-12.54&CDS=1-987
153	OG0000153	YCR010C, YNR002C	genemark-YALI0C-processed-gene-31.84-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.84&CDS=1-810
154	OG0000154	YCR026C, YEL016C	genemark-YALI0E-processed-gene-10.47-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.47&CDS=1-2247
155	OG0000155	YCR031C, YJL191W	genemark-YALI0D-processed-gene-7.7-mRNA-1_1&gene=genemark-YALI0D-processed-gene-7.7&CDS=1-432
156	OG0000156	YCR048W, YNR019W	genemark-YALI0F-processed-gene-9.49-mRNA-1_1&gene=genemark-YALI0F-processed-gene-9.49&CDS=1-1629
157	OG0000157	YCR067C, YNR026C	snap_masked-YALI0A-processed-gene-8.27-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-8.27&CDS=1-1086
158	OG0000158	YCR073C, YNR031C	genemark-YALI0A-processed-gene-5.75-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.75&CDS=1-4230
159	OG0000159	YCR073W-A, YNR034W	genemark-YALI0C-processed-gene-26.63-mRNA-1_1&gene=genemark-YALI0C-processed-gene-26.63&CDS=1-927
160	OG0000160	YDL022W, YOL059W	maker-YALI0B-augustus-gene-4.38-mRNA-1_1&gene=maker-YALI0B-augustus-gene-4.38&CDS=1-1194
161	OG0000161	YDL035C	augustus_masked-YALI0F-processed-gene-26.33-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-26.33&CDS=1-2037, genemark-YALI0D-processed-gene-16.100-mRNA-1_1&gene=genemark-YALI0D-processed-gene-16.100&CDS=1-1539
162	OG0000162	YDL042C, YOL068C	genemark-YALI0F-processed-gene-15.61-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.61&CDS=1-960
163	OG0000163	YDL048C, YLR375W	genemark-YALI0B-processed-gene-7.58-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.58&CDS=1-1053
