	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034681_Blastobotrys_americana
51	OG0000051	YGL215W, YNL289W	snap_masked-flattened_line_111-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.22&CDS=1-1851, snap_masked-flattened_line_119-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.5&CDS=1-1389, snap_masked-flattened_line_88-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.73&CDS=1-999
52	OG0000052	YGR070W, YLR371W, YLR425W	maker-flattened_line_12-augustus-gene-2.4-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.4&CDS=1-4347, maker-flattened_line_30-augustus-gene-1.46-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.46&CDS=1-4872
53	OG0000053	YGR147C	augustus_masked-flattened_line_38-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.125&CDS=1-1572, snap_masked-flattened_line_32-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.93&CDS=1-900, snap_masked-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.43&CDS=1-834, snap_masked-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.39&CDS=1-870
54	OG0000054	YHL007C, YNL298W, YOL113W	maker-flattened_line_44-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.50&CDS=1-3201, maker-flattened_line_58-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.77&CDS=1-3045
55	OG0000055	YIL120W, YIL121W	snap_masked-flattened_line_18-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.0&CDS=1-1707, snap_masked-flattened_line_2-processed-gene-4.81-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.81&CDS=1-1716, snap_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.143&CDS=1-1770
56	OG0000056	YJR126C, YOR256C, YPL176C	snap_masked-flattened_line_2-processed-gene-5.88-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.88&CDS=1-2583, snap_masked-flattened_line_40-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.115&CDS=1-2271
57	OG0000057	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
58	OG0000058	YKR089C, YMR313C, YOR081C	maker-flattened_line_6-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.2&CDS=1-1737, snap_masked-flattened_line_48-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.183&CDS=1-1998
59	OG0000059	YOL062C, YPL259C	augustus_masked-flattened_line_0-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.154&CDS=1-1584, snap_masked-flattened_line_20-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.40&CDS=1-1308, snap_masked-flattened_line_40-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.35&CDS=1-1296
60	OG0000060		augustus_masked-flattened_line_6-processed-gene-4.249-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.249&CDS=1-2229, snap_masked-flattened_line_12-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.46&CDS=1-1920, snap_masked-flattened_line_24-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.10&CDS=1-2823, snap_masked-flattened_line_30-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.74&CDS=1-2946, snap_masked-flattened_line_36-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.132&CDS=1-2385
61	OG0000061	YAR008W, YBL095W	maker-flattened_line_26-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.39&CDS=1-1830, snap_masked-flattened_line_50-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.186&CDS=1-654
62	OG0000062	YBL037W, YPR029C	snap_masked-flattened_line_32-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.64&CDS=1-2604, snap_masked-flattened_line_8-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.45&CDS=1-2898
63	OG0000063	YBL043W, YJR115W	augustus_masked-flattened_line_10-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.108&CDS=1-897, snap_masked-flattened_line_4-processed-gene-5.174-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.174&CDS=1-705
64	OG0000064	YBL052C, YOR244W	snap_masked-flattened_line_16-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.67&CDS=1-1875, snap_masked-flattened_line_2-processed-gene-6.96-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.96&CDS=1-1389
65	OG0000065	YBL068W-A, YBL069W, YER101C	snap_masked-flattened_line_74-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.61&CDS=1-1080
66	OG0000066	YBR006W	snap_masked-flattened_line_16-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.73&CDS=1-1464, snap_masked-flattened_line_36-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.85&CDS=1-1554, snap_masked-flattened_line_68-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.173&CDS=1-1479
67	OG0000067	YBR008C	genemark-flattened_line_131-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.0&CDS=1-1488, maker-flattened_line_76-snap-gene-0.115-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.115&CDS=1-3084, snap_masked-flattened_line_10-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.57&CDS=1-1707
68	OG0000068	YBR009C, YNL030W	snap_masked-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.67&CDS=1-309, snap_masked-flattened_line_6-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.45&CDS=1-309
69	OG0000069	YBR010W, YNL031C	snap_masked-flattened_line_4-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.88&CDS=1-420, snap_masked-flattened_line_80-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.102&CDS=1-420
70	OG0000070	YBR021W, YIR028W	augustus_masked-flattened_line_0-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.109&CDS=1-2271, snap_masked-flattened_line_86-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.10&CDS=1-1722
71	OG0000071	YBR073W, YGL163C	snap_masked-flattened_line_38-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.40&CDS=1-2718, snap_masked-flattened_line_78-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.122&CDS=1-2511
72	OG0000072	YBR109C, YPR188C	genemark-flattened_line_12-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.117&CDS=1-504, genemark-flattened_line_68-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.91&CDS=1-450
73	OG0000073	YBR150C, YOL089C	augustus_masked-flattened_line_10-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.89&CDS=1-954, augustus_masked-flattened_line_10-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.35&CDS=1-2292
74	OG0000074	YBR195C, YEL056W	genemark-flattened_line_66-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.103&CDS=1-1611, snap_masked-flattened_line_20-processed-gene-2.184-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.184&CDS=1-1314
75	OG0000075	YBR263W, YLR058C	snap_masked-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.34&CDS=1-1458, snap_masked-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.57&CDS=1-1407
76	OG0000076	YCL043C, YIL005W	snap_masked-flattened_line_16-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.99&CDS=1-1881, snap_masked-flattened_line_6-processed-gene-4.164-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.164&CDS=1-1602
77	OG0000077	YCL064C, YIL167W	snap_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.94&CDS=1-981, snap_masked-flattened_line_4-processed-gene-3.31-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.31&CDS=1-1017
78	OG0000078	YCR095C, YNL099C	genemark-flattened_line_22-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.92&CDS=1-696, snap_masked-flattened_line_40-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.77&CDS=1-597
79	OG0000079	YDL049C, YJL174W	snap_masked-flattened_line_0-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.57&CDS=1-789, snap_masked-flattened_line_0-processed-gene-5.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.11&CDS=1-789
80	OG0000080	YDL126C, YKL197C	snap_masked-flattened_line_2-processed-gene-6.130-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.130&CDS=1-3411, snap_masked-flattened_line_78-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.165&CDS=1-2454
81	OG0000081	YDL159W, YOR231W	snap_masked-flattened_line_38-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.50&CDS=1-1257, snap_masked-flattened_line_38-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.67&CDS=1-1392
82	OG0000082	YDL161W, YLR206W	maker-flattened_line_32-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.2&CDS=1-1527, snap_masked-flattened_line_4-processed-gene-5.167-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.167&CDS=1-792
83	OG0000083	YDL192W, YOR094W	snap_masked-flattened_line_20-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.43&CDS=1-546, snap_masked-flattened_line_36-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.92&CDS=1-543
84	OG0000084	YDL216C, YFR004W	snap_masked-flattened_line_10-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.117&CDS=1-927, snap_masked-flattened_line_46-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.115&CDS=1-1038
85	OG0000085	YDL230W, YER075C	snap_masked-flattened_line_12-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.16&CDS=1-822, snap_masked-flattened_line_28-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.53&CDS=1-2619
86	OG0000086	YDR011W, YOR153W	augustus_masked-flattened_line_82-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.114&CDS=1-4647, maker-flattened_line_6-snap-gene-4.210-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.210&CDS=1-4413
87	OG0000087	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_30-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.44&CDS=1-3228
88	OG0000088	YDR060W, YLR182W	maker-flattened_line_34-augustus-gene-1.161-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.161&CDS=1-5787, snap_masked-flattened_line_56-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.71&CDS=1-2601
89	OG0000089	YDR072C, YKL004W	maker-flattened_line_2-snap-gene-4.44-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.44&CDS=1-1215, snap_masked-flattened_line_2-processed-gene-3.37-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.37&CDS=1-1389
90	OG0000090	YDR160W, YEL063C	snap_masked-flattened_line_32-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.47&CDS=1-2541, snap_masked-flattened_line_6-processed-gene-4.150-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.150&CDS=1-1731
91	OG0000091	YDR194C, YGL078C	snap_masked-flattened_line_38-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.7&CDS=1-1632, snap_masked-flattened_line_72-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.88&CDS=1-2109
92	OG0000092	YDR276C, YDR525W-A	genemark-flattened_line_18-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.99&CDS=1-171, snap_masked-flattened_line_42-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.8&CDS=1-375
93	OG0000093	YDR313C, YGL023C	snap_masked-flattened_line_0-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.87&CDS=1-789, snap_masked-flattened_line_74-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.106&CDS=1-1950
94	OG0000094	YDR347W, YJR101W	snap_masked-flattened_line_18-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.42&CDS=1-930, snap_masked-flattened_line_54-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.12&CDS=1-810
95	OG0000095	YDR368W, YOR120W	snap_masked-flattened_line_10-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.104&CDS=1-888, snap_masked-flattened_line_104-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.27&CDS=1-894
96	OG0000096	YDR379W, YOR127W	augustus_masked-flattened_line_58-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.27&CDS=1-2622, genemark-flattened_line_54-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.123&CDS=1-3801
97	OG0000097	YDR457W, YER125W	maker-flattened_line_48-snap-gene-0.82-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.82&CDS=1-11100, snap_masked-flattened_line_22-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.49&CDS=1-2424
98	OG0000098	YDR479C, YHR150W	snap_masked-flattened_line_22-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.31&CDS=1-1386, snap_masked-flattened_line_8-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.57&CDS=1-1419
99	OG0000099	YEL041W, YJR049C	snap_masked-flattened_line_28-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.28&CDS=1-1302, snap_masked-flattened_line_52-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.219&CDS=1-1320
100	OG0000100	YER017C, YMR089C	snap_masked-flattened_line_24-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.2&CDS=1-2280, snap_masked-flattened_line_28-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.44&CDS=1-2418
101	OG0000101	YER056C, YER060W, YER060W-A	snap_masked-flattened_line_18-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.30&CDS=1-1539
102	OG0000102	YER057C, YIL051C	snap_masked-flattened_line_10-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.62&CDS=1-384, snap_masked-flattened_line_16-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.94&CDS=1-381
103	OG0000103	YER065C, YPR006C	genemark-flattened_line_32-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.109&CDS=1-1719, maker-flattened_line_0-augustus-gene-2.102-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.102&CDS=1-2730
104	OG0000104	YER145C	maker-flattened_line_52-augustus-gene-0.196-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.196&CDS=1-2268, snap_masked-flattened_line_26-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.125&CDS=1-1176, snap_masked-flattened_line_68-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.195&CDS=1-1134
105	OG0000105	YER172C, YGR271W	genemark-flattened_line_14-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.127&CDS=1-6531, maker-flattened_line_8-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.2&CDS=1-5712
106	OG0000106	YFL005W, YFL038C	maker-flattened_line_0-snap-gene-1.108-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.108&CDS=1-606, snap_masked-flattened_line_109-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.45&CDS=1-609
107	OG0000107	YFL037W, YLR212C	genemark-flattened_line_62-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.56&CDS=1-1335, snap_masked-flattened_line_98-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.97&CDS=1-1386
108	OG0000108	YFL059W, YMR096W, YNL333W	genemark-flattened_line_0-processed-gene-3.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.54&CDS=1-876
109	OG0000109	YFL060C, YMR095C, YNL334C	snap_masked-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.109&CDS=1-714
110	OG0000110	YFR037C, YJL176C	snap_masked-flattened_line_0-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.53&CDS=1-2625, snap_masked-flattened_line_36-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.139&CDS=1-1644
111	OG0000111	YGL003C, YGL116W	snap_masked-flattened_line_6-processed-gene-3.81-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.81&CDS=1-1725, snap_masked-flattened_line_6-processed-gene-4.166-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.166&CDS=1-1575
112	OG0000112	YGL076C, YPL198W	snap_masked-flattened_line_54-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.89&CDS=1-747, snap_masked-flattened_line_6-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.38&CDS=1-750
113	OG0000113	YGL125W, YPL023C	snap_masked-flattened_line_0-processed-gene-4.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.14&CDS=1-1806, snap_masked-flattened_line_18-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.19&CDS=1-1932
114	OG0000114	YGL138C	augustus_masked-flattened_line_42-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.91&CDS=1-1113, snap_masked-flattened_line_0-processed-gene-4.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.22&CDS=1-720, snap_masked-flattened_line_22-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.42&CDS=1-1041
115	OG0000115	YGL147C, YNL067W	snap_masked-flattened_line_60-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.49&CDS=1-567, snap_masked-flattened_line_62-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.134&CDS=1-567
116	OG0000116	YGL156W	maker-flattened_line_30-snap-gene-1.89-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.89&CDS=1-3234, snap_masked-flattened_line_102-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.26&CDS=1-3159, snap_masked-flattened_line_76-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.69&CDS=1-3294
117	OG0000117	YGL160W, YLR047C	snap_masked-flattened_line_16-processed-gene-2.155-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.155&CDS=1-1509, snap_masked-flattened_line_56-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.77&CDS=1-1836
118	OG0000118	YGL255W, YLR130C	snap_masked-flattened_line_100-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.50&CDS=1-1110, snap_masked-flattened_line_30-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.55&CDS=1-1197
119	OG0000119	YGR169C, YOL066C	snap_masked-flattened_line_4-processed-gene-4.30-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.30&CDS=1-1074, snap_masked-flattened_line_78-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.160&CDS=1-1704
120	OG0000120	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_4-processed-gene-4.29-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.29&CDS=1-1005
121	OG0000121	YGR252W, YKR008W	snap_masked-flattened_line_2-processed-gene-5.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.59&CDS=1-1869, snap_masked-flattened_line_8-processed-gene-3.170-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.170&CDS=1-1596
122	OG0000122	YHL028W, YOR008C	snap_masked-flattened_line_36-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.109&CDS=1-1014, snap_masked-flattened_line_6-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.81&CDS=1-1002
