	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035335_Candida_blattae
29	OG0000029	YBL089W, YER119C, YIL088C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.150&CDS=1-1335, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.87&CDS=1-1404
30	OG0000030	YBR010W, YNL031C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.100&CDS=1-408, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.2&CDS=1-408, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.25&CDS=1-408
31	OG0000031	YBR015C, YJL186W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-0.68&CDS=1-2004, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.84&CDS=1-1689, maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-0.140-mRNA-1_1&gene=maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-0.140&CDS=1-2307
32	OG0000032	YBR038W, YNL192W	snap_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.220-mRNA-1_1&gene=snap_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.220&CDS=1-3264, snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.51-mRNA-1_1&gene=snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.51&CDS=1-4209, snap_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.79-mRNA-1_1&gene=snap_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.79&CDS=1-2877
33	OG0000033	YBR078W, YDR055W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-10.57&CDS=1-1260, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.55&CDS=1-1230, snap_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.7&CDS=1-1146
34	OG0000034	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.47&CDS=1-2061
35	OG0000035	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-5.92&CDS=1-3879, snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.43&CDS=1-4299
36	OG0000036	YCL064C, YIL167W, YML020W	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.62&CDS=1-1068, maker-NODE_1_length_1351318_cov_29.0491_ID_2023-augustus-gene-12.8-mRNA-1_1&gene=maker-NODE_1_length_1351318_cov_29.0491_ID_2023-augustus-gene-12.8&CDS=1-3483
37	OG0000037	YCR010C, YNR002C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.163&CDS=1-774, augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.129&CDS=1-783, snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-3.84&CDS=1-810
38	OG0000038	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.146&CDS=1-2814, augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.45&CDS=1-2520
39	OG0000039	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.138&CDS=1-1080, snap_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.105&CDS=1-1071
40	OG0000040	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.36&CDS=1-591, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-3.112&CDS=1-588
41	OG0000041	YDL078C, YKL085W	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.73&CDS=1-1005, augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.82&CDS=1-993, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.8&CDS=1-1029
42	OG0000042	YDL144C	augustus_masked-NODE_27_length_83475_cov_26.1018_ID_3755-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_27_length_83475_cov_26.1018_ID_3755-processed-gene-0.39&CDS=1-1053, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.61&CDS=1-1023, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.40&CDS=1-1014, maker-NODE_10_length_474837_cov_29.3071_ID_2645-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_10_length_474837_cov_29.3071_ID_2645-augustus-gene-1.0&CDS=1-2061
43	OG0000043	YDL170W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.90&CDS=1-1770, maker-NODE_3_length_893695_cov_26.8378_ID_8204-snap-gene-4.2-mRNA-1_1&gene=maker-NODE_3_length_893695_cov_26.8378_ID_8204-snap-gene-4.2&CDS=1-1812, snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.57&CDS=1-1254, snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.126&CDS=1-2424
44	OG0000044	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.76&CDS=1-1023
45	OG0000045	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.46&CDS=1-3261, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.37&CDS=1-3093
46	OG0000046	YDR253C, YGR067C, YPL038W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.43&CDS=1-933, maker-NODE_1_length_1351318_cov_29.0491_ID_2023-snap-gene-4.78-mRNA-1_1&gene=maker-NODE_1_length_1351318_cov_29.0491_ID_2023-snap-gene-4.78&CDS=1-2586
47	OG0000047	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.128&CDS=1-2535, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.22&CDS=1-2511
48	OG0000048	YDR342C, YDR343C, YHR092C	augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.191&CDS=1-1635, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.36&CDS=1-1632
49	OG0000049	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.61&CDS=1-702
50	OG0000050	YEL015W, YPR141C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.90&CDS=1-2967, augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.56&CDS=1-1908, snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.130&CDS=1-1884
51	OG0000051	YER056C, YER060W, YER060W-A	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.58&CDS=1-1545, augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.87&CDS=1-1533
52	OG0000052	YER156C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.141&CDS=1-1587, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.10&CDS=1-1617, maker-NODE_4_length_726266_cov_33.6337_ID_2327-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4_length_726266_cov_33.6337_ID_2327-augustus-gene-0.2&CDS=1-3096, maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-5.150-mRNA-1_1&gene=maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-5.150&CDS=1-2607
53	OG0000053	YFR032C, YHL034C, YLL046C	augustus_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.66&CDS=1-936, snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.39&CDS=1-873
54	OG0000054	YGL077C	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.41&CDS=1-1701, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.80&CDS=1-1605, genemark-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.215-mRNA-1_1&gene=genemark-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.215&CDS=1-2634, snap_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.42&CDS=1-1656
55	OG0000055	YGR192C, YJL052W, YJR009C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.21&CDS=1-993, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.83&CDS=1-999
56	OG0000056	YGR197C, YJR015W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.63&CDS=1-1533, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.83&CDS=1-1767, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.165&CDS=1-1530
57	OG0000057	YGR263C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.50&CDS=1-1110, augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.193&CDS=1-1320, augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.146&CDS=1-1242, snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.49&CDS=1-1200
58	OG0000058	YHR179W, YPL171C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-0.126&CDS=1-1212, augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.43&CDS=1-2109, augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.78&CDS=1-1263
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.156&CDS=1-3417, augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.41&CDS=1-3480
60	OG0000060	YIR013C, YLR013W	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.64&CDS=1-831, augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.101&CDS=1-897, snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.44&CDS=1-297
61	OG0000061	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.113&CDS=1-3663, snap_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.71&CDS=1-3207
62	OG0000062	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.55&CDS=1-1080, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.50&CDS=1-1200
63	OG0000063	YJL172W, YOL153C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-0.26&CDS=1-1731, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.91&CDS=1-1809, maker-NODE_12_length_454146_cov_27.2292_ID_2576-snap-gene-2.94-mRNA-1_1&gene=maker-NODE_12_length_454146_cov_27.2292_ID_2576-snap-gene-2.94&CDS=1-3435
64	OG0000064	YKL106W, YLR027C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.104&CDS=1-1260, augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.33&CDS=1-1212, augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.190&CDS=1-1275
65	OG0000065	YKR050W, YPR051W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.104&CDS=1-5544, augustus_masked-NODE_30_length_41159_cov_98.1817_ID_4145-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_30_length_41159_cov_98.1817_ID_4145-processed-gene-0.1&CDS=1-2895, maker-NODE_17_length_271379_cov_43.2709_ID_2853-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_17_length_271379_cov_43.2709_ID_2853-augustus-gene-0.122&CDS=1-1947
66	OG0000066	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.6&CDS=1-1725, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.29&CDS=1-1650
67	OG0000067	YLR380W, YOL152W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.115&CDS=1-2880, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-0.28&CDS=1-1314, augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.53&CDS=1-1599
68	OG0000068	YML072C, YNL087W, YOR086C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.119&CDS=1-3582, maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-5.106-mRNA-1_1&gene=maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-5.106&CDS=1-4296
69	OG0000069	YMR303C, YOL086C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.2&CDS=1-1044, augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.18&CDS=1-1113, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.31&CDS=1-1044
70	OG0000070	YNL274C, YPL113C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.47&CDS=1-1098, augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.73&CDS=1-1101, augustus_masked-NODE_30_length_41159_cov_98.1817_ID_4145-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_30_length_41159_cov_98.1817_ID_4145-processed-gene-0.7&CDS=1-1020
71	OG0000071	YPR194C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.86&CDS=1-2721, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-2.67&CDS=1-2661, augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.25&CDS=1-2751, maker-NODE_8_length_611220_cov_33.3382_ID_3073-snap-gene-4.80-mRNA-1_1&gene=maker-NODE_8_length_611220_cov_33.3382_ID_3073-snap-gene-4.80&CDS=1-10746
72	OG0000072	YAL005C, YLL024C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.51&CDS=1-1962, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.72&CDS=1-1935
73	OG0000073	YAL023C, YGR199W	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.60&CDS=1-2259, snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.48&CDS=1-2325
