	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
27	OG0000027	YKL220C, YNR060W, YOR381W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.22&CDS=1-2031, genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.77&CDS=1-2100, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.131-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.131&CDS=1-2154
28	OG0000028	YAL061W	augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.38&CDS=1-1260, genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.73&CDS=1-1263, genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.63&CDS=1-1182, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.63&CDS=1-1146
29	OG0000029	YAR019C, YDR523C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.37&CDS=1-3087, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.1-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.1&CDS=1-1587, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.107-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.107&CDS=1-1557
30	OG0000030	YBL042C, YBR021W, YIR028W	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.130&CDS=1-1716, maker-NODE_19_length_157684_cov_26.3241_ID_2499-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_19_length_157684_cov_26.3241_ID_2499-snap-gene-0.71&CDS=1-1794
31	OG0000031	YBR054W, YCR021C, YDR033W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.111-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.111&CDS=1-915, snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.2&CDS=1-936
32	OG0000032	YBR104W, YPR058W	augustus_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.122&CDS=1-912, genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.231-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.231&CDS=1-885, genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.97&CDS=1-891
33	OG0000033	YCR037C, YJL198W, YLR253W	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.52&CDS=1-3975, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.124-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.124&CDS=1-2526
34	OG0000034	YDL056W, YLR182W	augustus_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-3.144&CDS=1-2229, maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-5.207-mRNA-1_1&gene=maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-5.207&CDS=1-2169, maker-NODE_7_length_604780_cov_35.2488_ID_6569-snap-gene-4.85-mRNA-1_1&gene=maker-NODE_7_length_604780_cov_35.2488_ID_6569-snap-gene-4.85&CDS=1-1977
35	OG0000035	YDL138W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.97-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.97&CDS=1-1608, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.170-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.170&CDS=1-1638, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.130-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.130&CDS=1-1629, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.47-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.47&CDS=1-1956
36	OG0000036	YDL161W, YLL038C, YLR206W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.76-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.76&CDS=1-1404, genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.15&CDS=1-651
37	OG0000037	YDL174C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.212-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.212&CDS=1-1659, genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.124-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.124&CDS=1-1677, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.115&CDS=1-1689, genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.98&CDS=1-1671
38	OG0000038	YDL210W	genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.52&CDS=1-1665, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.104&CDS=1-1707, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.137-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.137&CDS=1-1722, maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-7.158-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-7.158&CDS=1-3375
39	OG0000039	YDL237W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.80-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.80&CDS=1-1203, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.108-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.108&CDS=1-918, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.109-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.109&CDS=1-924, snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.41&CDS=1-1134
40	OG0000040	YDR134C, YLR110C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.77&CDS=1-810, genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.52&CDS=1-639, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.53-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.53&CDS=1-375
41	OG0000041	YDR207C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.93-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.93&CDS=1-543, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.22-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.22&CDS=1-741, genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.35&CDS=1-1008, genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.128&CDS=1-1566
42	OG0000042	YDR341C, YFL011W, YMR011W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.38&CDS=1-1584, maker-NODE_4_length_1011378_cov_28.5779_ID_1711-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_4_length_1011378_cov_28.5779_ID_1711-augustus-gene-0.88&CDS=1-3657
43	OG0000043	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.44-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.44&CDS=1-699
44	OG0000044	YER086W	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.20&CDS=1-1557, genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.79&CDS=1-1545, genemark-NODE_23_length_17241_cov_27.0675_ID_2916-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_23_length_17241_cov_27.0675_ID_2916-processed-gene-0.20&CDS=1-1569, maker-NODE_4_length_1011378_cov_28.5779_ID_1711-augustus-gene-9.1-mRNA-1_1&gene=maker-NODE_4_length_1011378_cov_28.5779_ID_1711-augustus-gene-9.1&CDS=1-3273
45	OG0000045	YFR040W, YGL229C, YKR028W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.70-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.70&CDS=1-2748, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.132-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.132&CDS=1-2394
46	OG0000046	YGL038C, YJR075W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.102-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.102&CDS=1-1164, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.110-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.110&CDS=1-1041, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.32-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.32&CDS=1-1143
47	OG0000047	YGL216W, YKL079W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.133-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.133&CDS=1-2319, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.127-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.127&CDS=1-1461, genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.82&CDS=1-2508
48	OG0000048	YGR197C, YJR015W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.115-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.115&CDS=1-1563, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.33&CDS=1-1710, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.6&CDS=1-1590
49	OG0000049	YHR137W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.84&CDS=1-1575, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-3.30&CDS=1-1413, genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.138-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.138&CDS=1-1419, snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.5&CDS=1-1359
50	OG0000050	YHR206W, YOR140W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.85&CDS=1-2139, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.217-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.217&CDS=1-1377, snap_masked-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.217-mRNA-1_1&gene=snap_masked-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.217&CDS=1-1749
51	OG0000051	YIR013C, YLR013W	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.60&CDS=1-1509, genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.44-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-5.44&CDS=1-1005, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-0.44&CDS=1-897
52	OG0000052	YJL155C, YOL136C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.86-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.86&CDS=1-1119, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.144-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.144&CDS=1-1017, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.59-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.59&CDS=1-1365
53	OG0000053	YJL172W, YOL153C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.89&CDS=1-1758, genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.108-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.108&CDS=1-1734, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.93&CDS=1-1746
54	OG0000054	YJR152W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.85&CDS=1-1596, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.34-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.34&CDS=1-1581, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.209-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.209&CDS=1-1578, maker-NODE_3_length_1016736_cov_29.5442_ID_1801-snap-gene-2.55-mRNA-1_1&gene=maker-NODE_3_length_1016736_cov_29.5442_ID_1801-snap-gene-2.55&CDS=1-4698
55	OG0000055	YKL221W	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.123&CDS=1-1968, genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.69&CDS=1-1443, genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.39&CDS=1-1458, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.157-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.157&CDS=1-1383
56	OG0000056	YKL222C, YLR266C, YOR162C, YOR172W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.52-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.52&CDS=1-2331
57	OG0000057	YLR090W, YNL064C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.54&CDS=1-1254, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.42&CDS=1-1233, snap_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.260-mRNA-1_1&gene=snap_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.260&CDS=1-1332
58	OG0000058	YLR155C, YLR157C, YLR158C, YLR160C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.99&CDS=1-1086
59	OG0000059	YLR392C	augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.217&CDS=1-1296, snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.108&CDS=1-1245, snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.110&CDS=1-1392, snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.0-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.0&CDS=1-1302
60	OG0000060	YML116W, YMR279C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.48-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.48&CDS=1-1515, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.184-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.184&CDS=1-1485, maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-11.44-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-11.44&CDS=1-3027
61	OG0000061	YOR032C, YOR344C	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.229&CDS=1-2067, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.30&CDS=1-2571, genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.94&CDS=1-747
62	OG0000062	YAL023C, YGR199W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-1.129&CDS=1-2253, maker-NODE_16_length_229239_cov_28.4716_ID_2531-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_16_length_229239_cov_28.4716_ID_2531-augustus-gene-0.51&CDS=1-3027
63	OG0000063	YAL054C, YLR153C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.44&CDS=1-2016, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.89-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.89&CDS=1-2049
64	OG0000064	YAL056W, YOR371C	snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.52&CDS=1-1383, snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.53&CDS=1-1758
65	OG0000065	YBL002W, YDR224C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.146-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.146&CDS=1-396, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.101&CDS=1-396
66	OG0000066	YBL003C, YDR225W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.123-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.123&CDS=1-390, genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.132-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.132&CDS=1-393
67	OG0000067	YBL011W, YKR067W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.68&CDS=1-2130, genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.64&CDS=1-2004
68	OG0000068	YBL016W, YGR040W	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.28&CDS=1-1056, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.42&CDS=1-1068
69	OG0000069	YBL030C, YBR085W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.37&CDS=1-903, genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.20&CDS=1-906
70	OG0000070	YBL032W, YBR233W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.83&CDS=1-966, genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.109&CDS=1-1224
71	OG0000071	YBL052C, YOR244W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.20&CDS=1-1326, genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.86&CDS=1-2391
