	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035672_Phaffomyces_thermotolerans
54	OG0000054	YKL217W	augustus_masked-flattened_line_14-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.107&CDS=1-1614, augustus_masked-flattened_line_16-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.102&CDS=1-1662, augustus_masked-flattened_line_4-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.21&CDS=1-1500, augustus_masked-flattened_line_66-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.112&CDS=1-1530
55	OG0000055	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-flattened_line_8-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.91&CDS=1-2727
56	OG0000056	YLR034C, YOL122C	augustus_masked-flattened_line_0-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.59&CDS=1-1509, augustus_masked-flattened_line_8-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.130&CDS=1-1389, maker-flattened_line_50-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.3&CDS=1-2448
57	OG0000057	YLR342W, YMR306W	augustus_masked-flattened_line_22-processed-gene-1.294-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.294&CDS=1-5700, snap_masked-flattened_line_0-processed-gene-10.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.87&CDS=1-5442, snap_masked-flattened_line_2-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.51&CDS=1-5532
58	OG0000058	YNL283C, YOL105C, YOR008C	augustus_masked-flattened_line_171-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.11&CDS=1-1023, augustus_masked-flattened_line_76-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.90&CDS=1-1002
59	OG0000059		augustus_masked-flattened_line_28-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.32&CDS=1-1143, augustus_masked-flattened_line_40-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.39&CDS=1-975, augustus_masked-flattened_line_8-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.89&CDS=1-1374, snap_masked-flattened_line_8-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.83&CDS=1-2574, snap_masked-flattened_line_8-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.100&CDS=1-2160
60	OG0000060	YAL023C, YGR199W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-2193, augustus_masked-flattened_line_6-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.1&CDS=1-2277
61	OG0000061	YAL054C, YLR153C	augustus_masked-flattened_line_22-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.218&CDS=1-2007, snap_masked-flattened_line_22-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.60&CDS=1-2049
62	OG0000062	YAR003W, YDR488C	augustus_masked-flattened_line_64-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.103&CDS=1-1212, augustus_masked-flattened_line_93-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.40&CDS=1-1548
63	OG0000063	YAR035W, YER024W	augustus_masked-flattened_line_20-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.56&CDS=1-2355, augustus_masked-flattened_line_52-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.145&CDS=1-2157
64	OG0000064	YBL002W, YDR224C	augustus_masked-flattened_line_30-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.85&CDS=1-399, augustus_masked-flattened_line_91-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.81&CDS=1-399
65	OG0000065	YBL011W, YKR067W	augustus_masked-flattened_line_28-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.18&CDS=1-2115, augustus_masked-flattened_line_4-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.95&CDS=1-2046
66	OG0000066	YBL016W, YGR040W	augustus_masked-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.26&CDS=1-1059, snap_masked-flattened_line_0-processed-gene-11.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.73&CDS=1-1047
67	OG0000067	YBL030C, YBR085W	augustus_masked-flattened_line_22-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.271&CDS=1-915, augustus_masked-flattened_line_44-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.47&CDS=1-906
68	OG0000068	YBL042C, YBR021W, YIR028W	maker-flattened_line_56-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.2&CDS=1-3477
69	OG0000069	YBL052C, YOR244W	augustus_masked-flattened_line_0-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.150&CDS=1-2340, augustus_masked-flattened_line_54-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.74&CDS=1-1302
70	OG0000070	YBL063W, YEL061C	augustus_masked-flattened_line_115-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.34&CDS=1-2835, augustus_masked-flattened_line_28-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.97&CDS=1-3255
71	OG0000071	YBR002C, YMR101C	augustus_masked-flattened_line_12-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.114&CDS=1-696, augustus_masked-flattened_line_16-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.79&CDS=1-936
72	OG0000072	YBR009C, YNL030W	augustus_masked-flattened_line_8-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.150&CDS=1-309, augustus_masked-flattened_line_95-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.53&CDS=1-309
73	OG0000073	YBR010W, YNL031C	augustus_masked-flattened_line_8-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.119&CDS=1-408, augustus_masked-flattened_line_95-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.38&CDS=1-408
74	OG0000074	YBR011C, YMR267W	augustus_masked-flattened_line_52-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.153&CDS=1-855, augustus_masked-flattened_line_62-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.2&CDS=1-900
75	OG0000075	YBR038W, YNL192W	augustus_masked-flattened_line_0-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.63&CDS=1-3075, augustus_masked-flattened_line_22-processed-gene-1.261-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.261&CDS=1-3567
76	OG0000076	YBR118W, YPR080W	augustus_masked-flattened_line_74-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.132&CDS=1-1377, maker-flattened_line_107-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_107-snap-gene-0.1&CDS=1-2208
77	OG0000077	YBR139W, YMR297W	augustus_masked-flattened_line_10-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.88&CDS=1-1635, augustus_masked-flattened_line_62-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.25&CDS=1-1542
78	OG0000078	YBR181C, YPL090C	augustus_masked-flattened_line_2-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.149&CDS=1-708, augustus_masked-flattened_line_34-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.141&CDS=1-708
79	OG0000079	YBR183W, YPL087W	augustus_masked-flattened_line_56-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.118&CDS=1-849, augustus_masked-flattened_line_76-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.93&CDS=1-846
80	OG0000080	YBR212W, YHR086W	augustus_masked-flattened_line_70-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.82&CDS=1-1779, augustus_masked-flattened_line_8-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.105&CDS=1-1365
81	OG0000081	YBR239C, YJL103C	augustus_masked-flattened_line_2-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.118&CDS=1-1548, snap_masked-flattened_line_10-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.76&CDS=1-1359
82	OG0000082	YBR263W, YLR058C	augustus_masked-flattened_line_70-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.85&CDS=1-1407, snap_masked-flattened_line_16-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.17&CDS=1-1443
83	OG0000083	YBR291C, YFR045W	augustus_masked-flattened_line_113-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.4&CDS=1-894, augustus_masked-flattened_line_87-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.23&CDS=1-1044
84	OG0000084	YCR034W, YJL197W	augustus_masked-flattened_line_12-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.59&CDS=1-4614, augustus_masked-flattened_line_16-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.94&CDS=1-960
85	OG0000085	YCR081W, YGL059W	maker-flattened_line_62-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.104&CDS=1-5019, snap_masked-flattened_line_0-processed-gene-7.34-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.34&CDS=1-1413
86	OG0000086	YCR102C, YLR460C, YNL134C	augustus_masked-flattened_line_4-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.97&CDS=1-1110
87	OG0000087	YDL066W, YLR174W	augustus_masked-flattened_line_24-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.0&CDS=1-1332, augustus_masked-flattened_line_4-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.124&CDS=1-1230
88	OG0000088	YDL082W, YMR142C	augustus_masked-flattened_line_0-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.90&CDS=1-594, augustus_masked-flattened_line_32-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.143&CDS=1-594
89	OG0000089	YDL091C, YML013W	augustus_masked-flattened_line_12-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.34&CDS=1-1482, augustus_masked-flattened_line_4-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.46&CDS=1-1563
90	OG0000090	YDL095W, YDR306C	augustus_masked-flattened_line_20-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.72&CDS=1-3675, augustus_masked-flattened_line_48-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.114&CDS=1-2322
91	OG0000091	YDL113C, YDR425W	augustus_masked-flattened_line_12-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.16&CDS=1-1551, augustus_masked-flattened_line_48-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.113&CDS=1-1662
92	OG0000092	YDL114W, YLR435W	augustus_masked-flattened_line_36-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.251&CDS=1-894, genemark-flattened_line_0-processed-gene-8.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.132&CDS=1-1404
93	OG0000093	YDL127W, YNL289W	augustus_masked-flattened_line_0-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.113&CDS=1-900, augustus_masked-flattened_line_40-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.10&CDS=1-933
94	OG0000094	YDR037W, YNL073W	augustus_masked-flattened_line_36-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.216&CDS=1-1587, snap_masked-flattened_line_34-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.90&CDS=1-1671
95	OG0000095	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_54-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.99&CDS=1-3138
96	OG0000096	YDR089W, YJL012C	augustus_masked-flattened_line_12-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.168&CDS=1-2448, augustus_masked-flattened_line_34-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.179&CDS=1-2130
97	OG0000097	YDR109C, YNL249C	augustus_masked-flattened_line_16-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.86&CDS=1-1638, augustus_masked-flattened_line_78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.7&CDS=1-2178
98	OG0000098	YDR135C, YLL015W	augustus_masked-flattened_line_0-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.135&CDS=1-4350, augustus_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.64&CDS=1-6141
99	OG0000099	YDR143C, YDR265W	augustus_masked-flattened_line_16-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.105&CDS=1-2061, maker-flattened_line_30-augustus-gene-1.66-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.66&CDS=1-1029
100	OG0000100	YDR243C, YNL112W	augustus_masked-flattened_line_52-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.173&CDS=1-1749, maker-flattened_line_81-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_81-augustus-gene-0.40&CDS=1-1677
101	OG0000101	YDR295C, YPR179C	augustus_masked-flattened_line_20-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.83&CDS=1-1557, snap_masked-flattened_line_91-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.42&CDS=1-1590
102	OG0000102	YDR313C, YGL023C	augustus_masked-flattened_line_4-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.48&CDS=1-1773, snap_masked-flattened_line_58-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.133&CDS=1-1224
103	OG0000103	YDR382W, YOL039W	augustus_masked-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.65&CDS=1-324, augustus_masked-flattened_line_44-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.36&CDS=1-333
104	OG0000104	YDR444W, YGL144C	augustus_masked-flattened_line_133-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.6&CDS=1-2010, maker-flattened_line_2-snap-gene-1.160-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.160&CDS=1-2013
105	OG0000105	YDR463W, YHR006W	augustus_masked-flattened_line_20-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.48&CDS=1-1008, augustus_masked-flattened_line_24-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.77&CDS=1-1221
106	OG0000106	YDR471W, YDR490C	augustus_masked-flattened_line_10-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.67&CDS=1-3594, augustus_masked-flattened_line_26-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.103&CDS=1-2469
107	OG0000107	YDR505C, YLR177W	augustus_masked-flattened_line_38-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.137&CDS=1-1881, augustus_masked-flattened_line_8-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.93&CDS=1-1458
108	OG0000108	YER017C, YMR089C	augustus_masked-flattened_line_131-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.11&CDS=1-2658, genemark-flattened_line_42-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.86&CDS=1-2235
109	OG0000109	YER047C, YPL074W	augustus_masked-flattened_line_64-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.87&CDS=1-1821, genemark-flattened_line_0-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.16&CDS=1-2367
110	OG0000110	YER048C, YIR004W	augustus_masked-flattened_line_2-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.37&CDS=1-1269, maker-flattened_line_0-snap-gene-3.51-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.51&CDS=1-1449
111	OG0000111	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_24-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.62&CDS=1-1539
112	OG0000112	YER056C-A, YIL052C	augustus_masked-flattened_line_18-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.35&CDS=1-666, maker-flattened_line_0-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.2&CDS=1-330
113	OG0000113	YER065C, YPR006C	augustus_masked-flattened_line_24-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.65&CDS=1-1635, augustus_masked-flattened_line_42-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.174&CDS=1-1629
114	OG0000114	YER099C, YHL011C	augustus_masked-flattened_line_0-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.47&CDS=1-963, augustus_masked-flattened_line_34-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.144&CDS=1-960
115	OG0000115	YER107C, YOR026W	augustus_masked-flattened_line_18-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.27&CDS=1-1077, augustus_masked-flattened_line_58-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.112&CDS=1-972
116	OG0000116	YER129W, YGL179C	augustus_masked-flattened_line_0-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.71&CDS=1-3354, augustus_masked-flattened_line_131-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.15&CDS=1-1788
117	OG0000117	YER130C, YKL062W	augustus_masked-flattened_line_131-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.16&CDS=1-795, snap_masked-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.83&CDS=1-1758
118	OG0000118	YFR021W, YGR068C	maker-flattened_line_10-augustus-gene-3.129-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.129&CDS=1-2967, maker-flattened_line_12-augustus-gene-1.47-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-1.47&CDS=1-3912
119	OG0000119	YFR032C-A, YFR033C	augustus_masked-flattened_line_4-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.83&CDS=1-522, augustus_masked-flattened_line_40-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.36&CDS=1-624
120	OG0000120	YGL014W, YGL178W	augustus_masked-flattened_line_16-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.103&CDS=1-2121, augustus_masked-flattened_line_64-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.116&CDS=1-2142
