	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034674_Blastobotrys_muscicola
29	OG0000029	YGL205W	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.64&CDS=1-2088, snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.216&CDS=1-2127, snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.112&CDS=1-2076, snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.164-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.164&CDS=1-2100
30	OG0000030	YGR248W, YHR163W, YNR034W	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.25&CDS=1-726, snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.47&CDS=1-798
31	OG0000031	YJR149W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.106&CDS=1-1047, snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.102&CDS=1-1035, snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-0.104&CDS=1-1047, snap_masked-NODE_83_length_27651_cov_17.6521_ID_165-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_83_length_27651_cov_17.6521_ID_165-processed-gene-0.19&CDS=1-1092
32	OG0000032	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
33	OG0000033	YKL221W, YNL125C	snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.30&CDS=1-1251, snap_masked-NODE_87_length_24423_cov_15.3333_ID_173-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_87_length_24423_cov_15.3333_ID_173-processed-gene-0.31&CDS=1-1359, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.120&CDS=1-1338
34	OG0000034	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.63&CDS=1-2061
35	OG0000035	YLL028W	augustus_masked-NODE_94_length_19193_cov_15.3374_ID_187-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_94_length_19193_cov_15.3374_ID_187-processed-gene-0.22&CDS=1-1635, augustus_masked-NODE_94_length_19193_cov_15.3374_ID_187-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_94_length_19193_cov_15.3374_ID_187-processed-gene-0.23&CDS=1-1116, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.39&CDS=1-1560, snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.30&CDS=1-1572
36	OG0000036	YPL123C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-8.169-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-8.169&CDS=1-1800, snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.110&CDS=1-756, snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.45&CDS=1-1257, snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_72_length_38856_cov_15.3333_ID_143-processed-gene-0.49&CDS=1-759
37	OG0000037	YBL032W, YBR233W	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.3&CDS=1-1335, snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.69&CDS=1-909
38	OG0000038	YBL042C, YBR021W, YIR028W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.120&CDS=1-1581
39	OG0000039	YBL043W, YJR115W	snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_53_length_68195_cov_14.8814_ID_105-processed-gene-0.51&CDS=1-507, snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.17&CDS=1-243
40	OG0000040	YBL068W-A, YBL069W, YER101C	snap_masked-NODE_42_length_92726_cov_16.7876_ID_83-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_42_length_92726_cov_16.7876_ID_83-processed-gene-0.133&CDS=1-1080
41	OG0000041	YBR005W, YDR003W	maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-2.107-mRNA-1_1&gene=maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-2.107&CDS=1-441, snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.83&CDS=1-450
42	OG0000042	YBR009C, YNL030W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.22&CDS=1-309, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.39&CDS=1-309
43	OG0000043	YBR150C, YOL089C	augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.28&CDS=1-2130, snap_masked-NODE_47_length_78687_cov_15.7436_ID_93-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_47_length_78687_cov_15.7436_ID_93-processed-gene-0.65&CDS=1-1971
44	OG0000044	YBR151W, YER013W	augustus_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.78&CDS=1-5748, snap_masked-NODE_70_length_40803_cov_14.5895_ID_139-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_70_length_40803_cov_14.5895_ID_139-processed-gene-0.39&CDS=1-885
45	OG0000045	YBR161W, YPL057C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.50&CDS=1-1011, snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-6.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-6.0&CDS=1-1041
46	OG0000046	YCL064C, YIL167W	augustus_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.111&CDS=1-1002, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.61-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.61&CDS=1-1047
47	OG0000047	YCL074W	augustus_masked-NODE_130_length_6397_cov_53.8165_ID_259-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_130_length_6397_cov_53.8165_ID_259-processed-gene-0.0&CDS=1-4065, augustus_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-1.140&CDS=1-4611, augustus_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.115&CDS=1-5544
48	OG0000048	YCR045C, YIL153W	genemark-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.36&CDS=1-2028, snap_masked-NODE_97_length_15434_cov_18.8492_ID_193-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_97_length_15434_cov_18.8492_ID_193-processed-gene-0.29&CDS=1-1227
49	OG0000049	YCR095C, YNL099C	augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.36&CDS=1-639, snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.202-mRNA-1_1&gene=snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.202&CDS=1-555
50	OG0000050	YDL056W, YLR182W	augustus_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.161&CDS=1-1974, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.94&CDS=1-2202
51	OG0000051	YDL081C, YDL130W	maker-NODE_24_length_168470_cov_15.2673_ID_47-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_24_length_168470_cov_15.2673_ID_47-snap-gene-0.90&CDS=1-312, maker-NODE_56_length_61994_cov_16.0011_ID_111-snap-gene-0.57-mRNA-1_1&gene=maker-NODE_56_length_61994_cov_16.0011_ID_111-snap-gene-0.57&CDS=1-312
52	OG0000052	YDL137W, YOR094W	augustus_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.112&CDS=1-543, maker-NODE_86_length_24569_cov_15.2076_ID_171-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_86_length_24569_cov_15.2076_ID_171-snap-gene-0.39&CDS=1-546
53	OG0000053	YDL161W, YLR206W	maker-NODE_53_length_68195_cov_14.8814_ID_105-snap-gene-0.102-mRNA-1_1&gene=maker-NODE_53_length_68195_cov_14.8814_ID_105-snap-gene-0.102&CDS=1-660, maker-NODE_5_length_502274_cov_15.6972_ID_9-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_5_length_502274_cov_15.6972_ID_9-augustus-gene-0.88&CDS=1-1596
54	OG0000054	YDL210W	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.13&CDS=1-1578, snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.11&CDS=1-1518, snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.96&CDS=1-1572
55	OG0000055	YDL230W, YER075C	snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.117&CDS=1-1071, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.21&CDS=1-1818
56	OG0000056	YDR002W, YLR335W	maker-NODE_21_length_197463_cov_14.7275_ID_41-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_21_length_197463_cov_14.7275_ID_41-snap-gene-0.6&CDS=1-606, snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.57&CDS=1-1827
57	OG0000057	YDR038C, YDR039C, YDR040C	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.79&CDS=1-3021
58	OG0000058	YDR235W, YML046W	snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-0.49&CDS=1-1572, snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.204&CDS=1-1887
59	OG0000059	YDR242W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.75-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.75&CDS=1-1644, snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.84&CDS=1-1644, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.106&CDS=1-1659
60	OG0000060	YDR479C, YHR150W	augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.116&CDS=1-1254, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.112&CDS=1-1191
61	OG0000061	YER028C, YGL209W	snap_masked-NODE_30_length_142008_cov_15.3102_ID_59-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_30_length_142008_cov_15.3102_ID_59-processed-gene-0.42&CDS=1-966, snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.83&CDS=1-786
62	OG0000062	YER056C, YER060W, YER060W-A	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-1.106&CDS=1-1500
63	OG0000063	YER134C, YJR092W	maker-NODE_2_length_952479_cov_15.5251_ID_3-augustus-gene-8.266-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-augustus-gene-8.266&CDS=1-3705, maker-NODE_51_length_73262_cov_16.5667_ID_101-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_51_length_73262_cov_16.5667_ID_101-augustus-gene-0.41&CDS=1-2490
64	OG0000064	YFL060C, YMR095C, YNL334C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.89&CDS=1-687
65	OG0000065	YGL160W, YLR047C	snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.185&CDS=1-1479, snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.108&CDS=1-1599
66	OG0000066	YGL227W, YMR135C	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.235-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.235&CDS=1-714, snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.73&CDS=1-1785
67	OG0000067	YGL247W, YHR036W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.51&CDS=1-1098, snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.28&CDS=1-1035
68	OG0000068	YGR087C, YLR044C, YLR134W	maker-NODE_27_length_146829_cov_15.7846_ID_53-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_27_length_146829_cov_15.7846_ID_53-snap-gene-0.141&CDS=1-1707
69	OG0000069	YGR111W	augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.53&CDS=1-1068, augustus_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.110&CDS=1-1071, snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.247-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.247&CDS=1-1134
70	OG0000070	YGR192C, YJL052W, YJR009C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.98&CDS=1-1014
71	OG0000071	YHR117W, YNL121C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-2.134&CDS=1-1752, snap_masked-NODE_60_length_57070_cov_16.4269_ID_119-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_60_length_57070_cov_16.4269_ID_119-processed-gene-0.4&CDS=1-1545
72	OG0000072	YHR177W	genemark-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.45-mRNA-1_1&gene=genemark-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.45&CDS=1-1215, snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.64&CDS=1-1167, snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.15&CDS=1-732
73	OG0000073	YIL035C, YOR061W	maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-6.92-mRNA-1_1&gene=maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-6.92&CDS=1-993, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.121&CDS=1-978
74	OG0000074	YIR033W, YKL020C	maker-NODE_1_length_1078761_cov_15.277_ID_1-augustus-gene-7.105-mRNA-1_1&gene=maker-NODE_1_length_1078761_cov_15.277_ID_1-augustus-gene-7.105&CDS=1-2739, maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-3.57-mRNA-1_1&gene=maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-3.57&CDS=1-2799
75	OG0000075	YJL092W, YOL095C	genemark-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.302-mRNA-1_1&gene=genemark-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.302&CDS=1-2109, snap_masked-NODE_56_length_61994_cov_16.0011_ID_111-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_56_length_61994_cov_16.0011_ID_111-processed-gene-0.28&CDS=1-2352
76	OG0000076	YJR005W, YKL135C	maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-3.0&CDS=1-2061, snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.32&CDS=1-2172
77	OG0000077	YJR119C, YMR176W	maker-NODE_18_length_208586_cov_16.3774_ID_35-snap-gene-0.132-mRNA-1_1&gene=maker-NODE_18_length_208586_cov_16.3774_ID_35-snap-gene-0.132&CDS=1-2283, snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.43&CDS=1-4092
78	OG0000078	YJR130C, YML082W	augustus_masked-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.114&CDS=1-1104, maker-NODE_8_length_415098_cov_16.4366_ID_15-snap-gene-3.194-mRNA-1_1&gene=maker-NODE_8_length_415098_cov_16.4366_ID_15-snap-gene-3.194&CDS=1-1611
79	OG0000079	YKL046C	augustus_masked-NODE_58_length_58166_cov_16.0797_ID_115-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_58_length_58166_cov_16.0797_ID_115-processed-gene-0.67&CDS=1-1401, snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.98&CDS=1-1350, snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.54&CDS=1-1356
80	OG0000080	YKL055C	augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.199&CDS=1-771, snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.91&CDS=1-714, snap_masked-NODE_89_length_24014_cov_16.1685_ID_177-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_89_length_24014_cov_16.1685_ID_177-processed-gene-0.27&CDS=1-873
81	OG0000081	YKL188C, YPL147W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.16&CDS=1-2343, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.133&CDS=1-2076
82	OG0000082	YKR104W	augustus_masked-NODE_356_length_761_cov_57.6545_ID_711-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_356_length_761_cov_57.6545_ID_711-processed-gene-0.0&CDS=1-729, augustus_masked-NODE_431_length_576_cov_49.6208_ID_861-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_431_length_576_cov_49.6208_ID_861-processed-gene-0.2&CDS=1-576, snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.45&CDS=1-4512
83	OG0000083	YLL048C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.115&CDS=1-4398, snap_masked-NODE_66_length_43640_cov_15.191_ID_131-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_66_length_43640_cov_15.191_ID_131-processed-gene-0.31&CDS=1-4476, snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.112&CDS=1-4980
84	OG0000084	YLL062C, YMR321C, YPL273W	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.33&CDS=1-906
85	OG0000085	YLR284C, YOR180C	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.57&CDS=1-852, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.1&CDS=1-849
86	OG0000086	YLR286C	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.117&CDS=1-1533, snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.69&CDS=1-870, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.46&CDS=1-975
