	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034899_Ogataea_kodamae
30	OG0000030	YKL215C	augustus_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.129&CDS=1-5802, augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.293-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.293&CDS=1-6996, genemark-NODE_31_length_19103_cov_20.9749_ID_61-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_31_length_19103_cov_20.9749_ID_61-processed-gene-0.9&CDS=1-3930, maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-1.163&CDS=1-5562, snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.157&CDS=1-3813
31	OG0000031	YLR050C, YNL216W	augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.169&CDS=1-828, genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.73&CDS=1-837, maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-1.65-mRNA-1_1&gene=maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-1.65&CDS=1-3054, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.71&CDS=1-765
32	OG0000032	Q0105, Q0110, Q0115, Q0120	maker-NODE_38_length_7423_cov_321.435_ID_75-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_38_length_7423_cov_321.435_ID_75-snap-gene-0.3&CDS=1-297, maker-NODE_38_length_7423_cov_321.435_ID_75-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_38_length_7423_cov_321.435_ID_75-snap-gene-0.4&CDS=1-1224
33	OG0000033	YAL053W, YGL139W, YPL221W	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.185&CDS=1-2364, snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.228-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.228&CDS=1-2139
34	OG0000034	YBL056W, YBR125C, YER089C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.45&CDS=1-1278, snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.25&CDS=1-1098
35	OG0000035	YBL087C, YER117W, YLR210W	maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-1.131-mRNA-1_1&gene=maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-1.131&CDS=1-1542, snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.56&CDS=1-1200
36	OG0000036	YBR038W, YNL192W	maker-NODE_17_length_138471_cov_20.6562_ID_33-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_17_length_138471_cov_20.6562_ID_33-augustus-gene-0.7&CDS=1-3360, maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-3.7-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-3.7&CDS=1-5199, snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.24&CDS=1-2886
37	OG0000037	YBR199W, YKL181W	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.81&CDS=1-2373, maker-NODE_6_length_547818_cov_20.3499_ID_11-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_6_length_547818_cov_20.3499_ID_11-augustus-gene-1.105&CDS=1-2529, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-5.38&CDS=1-1260
38	OG0000038	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.217-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.217&CDS=1-1611
39	OG0000039	YCL024W, YDR507C, YNL172W	augustus_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.13&CDS=1-8868, genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.242-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.242&CDS=1-3420
40	OG0000040	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.55&CDS=1-1473
41	OG0000041	YCR017C, YDL124W	maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-4.2&CDS=1-3762, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.126&CDS=1-930, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.33&CDS=1-903
42	OG0000042	YCR037C, YJL198W, YNR013C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.136&CDS=1-2508, snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.64&CDS=1-2448
43	OG0000043	YCR065W, YIL131C, YNL068C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.74&CDS=1-2835, snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.171&CDS=1-1308
44	OG0000044	YDL174C, YMR027W	augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.328-mRNA-1_1&gene=augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.328&CDS=1-4620, augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.155&CDS=1-1713, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.31&CDS=1-1659
45	OG0000045	YDR011W, YOR153W	maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-0.51&CDS=1-4446, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.146&CDS=1-4428, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.163&CDS=1-4497
46	OG0000046	YDR037W, YNL073W	augustus_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.125&CDS=1-1668, maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-1.68-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-1.68&CDS=1-3324, snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.125&CDS=1-1755
47	OG0000047	YDR300C, YHR033W, YKL146W	augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.130&CDS=1-2415, genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.351-mRNA-1_1&gene=genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.351&CDS=1-3453
48	OG0000048	YDR385W, YKL173W, YOR133W	maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-4.176-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-4.176&CDS=1-3354, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.43&CDS=1-2853
49	OG0000049	YDR523C, YHR102W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.151&CDS=1-1344, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.22&CDS=1-1434, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.99&CDS=1-2097
50	OG0000050	YDR541C, YGL039W, YGL157W, YOL151W	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.27&CDS=1-1005
51	OG0000051	YER045C, YIL036W, YNL167C	snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.63&CDS=1-771, snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.229-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.229&CDS=1-1080
52	OG0000052	YER133W, YML016C	maker-NODE_11_length_302359_cov_21.3541_ID_21-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_11_length_302359_cov_21.3541_ID_21-snap-gene-2.0&CDS=1-1152, maker-NODE_18_length_129650_cov_20.554_ID_35-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_18_length_129650_cov_20.554_ID_35-augustus-gene-0.14&CDS=1-2481, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.189-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.189&CDS=1-1386
53	OG0000053	YER165W, YFR023W, YHR015W	snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.7&CDS=1-1875, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.101&CDS=1-2049
54	OG0000054	YGL092W, YKL068W, YMR047C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.21&CDS=1-3096, snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.159&CDS=1-3153
55	OG0000055	YGL257C, YIL014W, YNR059W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.127-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.127&CDS=1-2088, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.211-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.211&CDS=1-2739
56	OG0000056	YGR117C, YGR264C	augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.120&CDS=1-3834, augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.94&CDS=1-2499, snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.77&CDS=1-912
57	OG0000057	YHL007C, YNL298W, YOL113W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.12&CDS=1-2106, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.139&CDS=1-2628
58	OG0000058	YHR114W, YPL206C	augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.99&CDS=1-3897, maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-4.118-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-4.118&CDS=1-3861, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.19&CDS=1-2358
59	OG0000059	YHR135C, YPL204W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.23&CDS=1-1521, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.53&CDS=1-2205, snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.154&CDS=1-2517
60	OG0000060	YIL107C, YOL136C	maker-NODE_8_length_401107_cov_21.2284_ID_15-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-snap-gene-1.1&CDS=1-2070, snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.17&CDS=1-2046, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.42&CDS=1-2016
61	OG0000061	YJL137C, YKR058W, YOR320C	snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.30&CDS=1-1182, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.112-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.112&CDS=1-924
62	OG0000062	YJL158C, YJL160C, YOR149C	augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.309-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.309&CDS=1-2313, snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.6&CDS=1-984
63	OG0000063	YKL088W, YKR072C, YOR054C	augustus_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.101&CDS=1-1551, snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.7&CDS=1-1692
64	OG0000064	YKR034W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-0.29&CDS=1-1770, snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.79&CDS=1-1725, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.243-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.243&CDS=1-651, snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.31&CDS=1-1563
65	OG0000065	YLR023C, YPL248C	maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-8.133-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-8.133&CDS=1-3435, snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.2&CDS=1-3201, snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.56&CDS=1-2007
66	OG0000066	YLR237W, YOR071C, YOR192C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.57&CDS=1-1674, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.12&CDS=1-1641
67	OG0000067	YML072C, YNL087W, YOR086C	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.86&CDS=1-4491, genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.264-mRNA-1_1&gene=genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.264&CDS=1-5181
68	OG0000068	YML111W, YMR275C, YNR069C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.109&CDS=1-2121, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.30&CDS=1-1902
69	OG0000069	YMR169C, YMR170C	augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.47&CDS=1-1479, maker-NODE_7_length_545341_cov_21.404_ID_13-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_7_length_545341_cov_21.404_ID_13-augustus-gene-2.47&CDS=1-4245, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.39&CDS=1-1500
70	OG0000070	YMR243C, YOR099W, YOR316C	maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.1&CDS=1-2220, snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.24&CDS=1-999
71	OG0000071	YNL283C, YOL105C, YOR008C	genemark-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.298-mRNA-1_1&gene=genemark-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.298&CDS=1-1056, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.31&CDS=1-1065
72	OG0000072	YOR140W, YPR004C	maker-NODE_16_length_147039_cov_20.49_ID_31-snap-gene-0.245-mRNA-1_1&gene=maker-NODE_16_length_147039_cov_20.49_ID_31-snap-gene-0.245&CDS=1-2505, snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.155&CDS=1-1161, snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.36&CDS=1-1770
73	OG0000073	YAL036C, YGR173W	maker-NODE_11_length_302359_cov_21.3541_ID_21-snap-gene-0.102-mRNA-1_1&gene=maker-NODE_11_length_302359_cov_21.3541_ID_21-snap-gene-0.102&CDS=1-2442, snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.46&CDS=1-1098
74	OG0000074	YAL054C, YLR153C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.78&CDS=1-2718, snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.184&CDS=1-2004
75	OG0000075	YAL067C, YLR126C	augustus_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.46&CDS=1-2277, snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.221-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.221&CDS=1-747
76	OG0000076	YAR035W, YER024W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.155&CDS=1-7230, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.154&CDS=1-2163
77	OG0000077	YBL002W, YDR224C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.19&CDS=1-393, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.25&CDS=1-393
78	OG0000078	YBL030C, YBR085W, YMR056C	maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-4.181-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-4.181&CDS=1-1740
79	OG0000079	YBL032W, YBR233W	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.61&CDS=1-1017, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.45&CDS=1-1182
80	OG0000080	YBL103C, YOL067C	genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-4.3&CDS=1-1077, snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.17&CDS=1-567
81	OG0000081	YBR002C, YDR142C	maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-1.51-mRNA-1_1&gene=maker-NODE_4_length_594317_cov_21.076_ID_7-augustus-gene-1.51&CDS=1-4365, snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.147&CDS=1-819
82	OG0000082	YBR010W, YNL031C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.115&CDS=1-408, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.120&CDS=1-408
83	OG0000083	YBR011C, YML103C	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.101&CDS=1-7290, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.111&CDS=1-846
