	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
51	OG0000051	augustus_masked-NW_003020038.1-processed-gene-23.137-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-23.137&CDS=1-1515, snap_masked-NW_003020056.1-processed-gene-12.21-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-12.21&CDS=1-5340	YIL159W, YNL271C
52	OG0000052	maker-NW_003020039.1-augustus-gene-0.147-mRNA-1_1&gene=maker-NW_003020039.1-augustus-gene-0.147&CDS=1-1596	YDL246C, YJR159W, YLR070C
53	OG0000053	snap_masked-NW_003020039.1-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NW_003020039.1-processed-gene-2.2&CDS=1-1722, snap_masked-NW_003020055.1-processed-gene-21.146-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.146&CDS=1-1725	YCL025C, YDR508C
54	OG0000054	snap_masked-NW_003020039.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NW_003020039.1-processed-gene-2.7&CDS=1-1611, snap_masked-NW_003020039.1-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NW_003020039.1-processed-gene-3.146&CDS=1-1773	YBR293W, YMR088C
55	OG0000055	genemark-NW_003020039.1-processed-gene-2.127-mRNA-1_1&gene=genemark-NW_003020039.1-processed-gene-2.127&CDS=1-1875, snap_masked-NW_003020049.1-processed-gene-12.40-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-12.40&CDS=1-1887	YMR008C, YOL011W
56	OG0000056	genemark-NW_003020039.1-processed-gene-2.132-mRNA-1_1&gene=genemark-NW_003020039.1-processed-gene-2.132&CDS=1-1233, genemark-NW_003020039.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NW_003020039.1-processed-gene-3.67&CDS=1-1377, genemark-NW_003020049.1-processed-gene-13.84-mRNA-1_1&gene=genemark-NW_003020049.1-processed-gene-13.84&CDS=1-1245	YPL092W
57	OG0000057	augustus_masked-NW_003020049.1-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NW_003020049.1-processed-gene-2.65&CDS=1-4353, genemark-NW_003020040.1-processed-gene-0.31-mRNA-1_1&gene=genemark-NW_003020040.1-processed-gene-0.31&CDS=1-4470, snap_masked-NW_003020060.1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NW_003020060.1-processed-gene-6.45&CDS=1-4497	YNR070W
58	OG0000058	genemark-NW_003020040.1-processed-gene-0.45-mRNA-1_1&gene=genemark-NW_003020040.1-processed-gene-0.45&CDS=1-1464, snap_masked-NW_003020049.1-processed-gene-18.22-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-18.22&CDS=1-1107	YER028C, YGL209W
59	OG0000059	snap_masked-NW_003020040.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NW_003020040.1-processed-gene-1.82&CDS=1-1248, snap_masked-NW_003020058.1-processed-gene-11.205-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-11.205&CDS=1-1293	YBR078W, YDR055W
60	OG0000060	genemark-NW_003020055.1-processed-gene-2.84-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-2.84&CDS=1-1020, snap_masked-NW_003020040.1-processed-gene-3.168-mRNA-1_1&gene=snap_masked-NW_003020040.1-processed-gene-3.168&CDS=1-1029	YML019W, YOR085W
61	OG0000061	maker-NW_003020056.1-snap-gene-11.108-mRNA-1_1&gene=maker-NW_003020056.1-snap-gene-11.108&CDS=1-948, snap_masked-NW_003020040.1-processed-gene-3.182-mRNA-1_1&gene=snap_masked-NW_003020040.1-processed-gene-3.182&CDS=1-993	YBR002C, YMR101C
62	OG0000062	augustus_masked-NW_003020041.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_003020041.1-processed-gene-0.49&CDS=1-3042, genemark-NW_003020041.1-processed-gene-0.155-mRNA-1_1&gene=genemark-NW_003020041.1-processed-gene-0.155&CDS=1-1302, genemark-NW_003020055.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-0.76&CDS=1-1302	YLL011W
63	OG0000063	genemark-NW_003020049.1-processed-gene-11.5-mRNA-1_1&gene=genemark-NW_003020049.1-processed-gene-11.5&CDS=1-1176, snap_masked-NW_003020041.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NW_003020041.1-processed-gene-0.117&CDS=1-1107	YHR208W, YJR148W
64	OG0000064	genemark-NW_003020049.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NW_003020049.1-processed-gene-2.10&CDS=1-6084	YOL055C, YPL258C, YPR121W
65	OG0000065	snap_masked-NW_003020049.1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-3.5&CDS=1-1068, snap_masked-NW_003020055.1-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-3.42&CDS=1-996	YCL064C, YIL167W
66	OG0000066	snap_masked-NW_003020049.1-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-3.22&CDS=1-1092, snap_masked-NW_003020057.1-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.78&CDS=1-1080, snap_masked-NW_003020057.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.85&CDS=1-1086	YGL185C
67	OG0000067	augustus_masked-NW_003020049.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NW_003020049.1-processed-gene-5.26&CDS=1-957, maker-NW_003020049.1-augustus-gene-5.33-mRNA-1_1&gene=maker-NW_003020049.1-augustus-gene-5.33&CDS=1-1497, snap_masked-NW_003020049.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-5.57&CDS=1-1497	YER073W
68	OG0000068	augustus_masked-NW_003020049.1-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NW_003020049.1-processed-gene-6.112&CDS=1-2130, snap_masked-NW_003020055.1-processed-gene-13.55-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.55&CDS=1-2247	YBL011W, YKR067W
69	OG0000069	snap_masked-NW_003020049.1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-7.16&CDS=1-1263, snap_masked-NW_003020049.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-7.23&CDS=1-1263	YMR243C, YOR316C
70	OG0000070	snap_masked-NW_003020049.1-processed-gene-8.5-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-8.5&CDS=1-2265, snap_masked-NW_003020058.1-processed-gene-11.181-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-11.181&CDS=1-2025	YGR068C, YOR018W
71	OG0000071	augustus_masked-NW_003020049.1-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NW_003020049.1-processed-gene-8.117&CDS=1-222, augustus_masked-NW_003020060.1-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NW_003020060.1-processed-gene-7.130&CDS=1-312	YFL017W-A, YJR022W
72	OG0000072	snap_masked-NW_003020049.1-processed-gene-12.49-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-12.49&CDS=1-891, snap_masked-NW_003020055.1-processed-gene-20.124-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.124&CDS=1-915	YIL117C, YNL058C
73	OG0000073	genemark-NW_003020058.1-processed-gene-8.103-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-8.103&CDS=1-1704, snap_masked-NW_003020049.1-processed-gene-13.31-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-13.31&CDS=1-1710	YLL012W, YLR020C
74	OG0000074	maker-NW_003020049.1-snap-gene-15.136-mRNA-1_1&gene=maker-NW_003020049.1-snap-gene-15.136&CDS=1-3648, maker-NW_003020049.1-snap-gene-17.52-mRNA-1_1&gene=maker-NW_003020049.1-snap-gene-17.52&CDS=1-1242	YLR251W, YOR014W
75	OG0000075	snap_masked-NW_003020049.1-processed-gene-16.38-mRNA-1_1&gene=snap_masked-NW_003020049.1-processed-gene-16.38&CDS=1-1374, snap_masked-NW_003020056.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-3.32&CDS=1-1374	YBR118W, YPR080W
76	OG0000076	genemark-NW_003020049.1-processed-gene-21.127-mRNA-1_1&gene=genemark-NW_003020049.1-processed-gene-21.127&CDS=1-1473	YER056C, YER060W, YER060W-A
77	OG0000077	augustus_masked-NW_003020049.1-processed-gene-22.137-mRNA-1_1&gene=augustus_masked-NW_003020049.1-processed-gene-22.137&CDS=1-3147, augustus_masked-NW_003020061.1-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NW_003020061.1-processed-gene-3.34&CDS=1-3147, snap_masked-NW_003020061.1-processed-gene-3.180-mRNA-1_1&gene=snap_masked-NW_003020061.1-processed-gene-3.180&CDS=1-3147	YLR389C
78	OG0000078	snap_masked-NW_003020055.1-processed-gene-10.83-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.83&CDS=1-2193, snap_masked-NW_003020055.1-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-4.72&CDS=1-2154, snap_masked-NW_003020055.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-4.82&CDS=1-2184	YPR159W
79	OG0000079	snap_masked-NW_003020055.1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-5.26&CDS=1-543, snap_masked-NW_003020056.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.93&CDS=1-537	YDL137W, YDL192W
80	OG0000080	genemark-NW_003020055.1-processed-gene-6.89-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-6.89&CDS=1-2139, genemark-NW_003020055.1-processed-gene-6.96-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-6.96&CDS=1-2181	YLR098C, YOR337W
81	OG0000081	augustus_masked-NW_003020055.1-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-6.67&CDS=1-507, snap_masked-NW_003020060.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NW_003020060.1-processed-gene-5.35&CDS=1-246	YDR276C, YDR525W-A
82	OG0000082	genemark-NW_003020055.1-processed-gene-15.45-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-15.45&CDS=1-1986, snap_masked-NW_003020055.1-processed-gene-6.21-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-6.21&CDS=1-2175, snap_masked-NW_003020055.1-processed-gene-6.34-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-6.34&CDS=1-2127	YGL205W
83	OG0000083	snap_masked-NW_003020055.1-processed-gene-10.65-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.65&CDS=1-783, snap_masked-NW_003020057.1-processed-gene-9.45-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.45&CDS=1-789	YHL033C, YLL045C
84	OG0000084	snap_masked-NW_003020055.1-processed-gene-12.13-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.13&CDS=1-3219, snap_masked-NW_003020056.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-4.59&CDS=1-3030	YJL089W, YMR280C
85	OG0000085	genemark-NW_003020055.1-processed-gene-12.113-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-12.113&CDS=1-615, snap_masked-NW_003020056.1-processed-gene-15.175-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.175&CDS=1-621	YKR014C, YOR089C
86	OG0000086	snap_masked-NW_003020055.1-processed-gene-12.41-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.41&CDS=1-1689	YDR144C, YLR120C, YLR121C
87	OG0000087	snap_masked-NW_003020055.1-processed-gene-13.51-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.51&CDS=1-390, snap_masked-NW_003020058.1-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-10.39&CDS=1-390	YBL002W, YDR224C
88	OG0000088	snap_masked-NW_003020055.1-processed-gene-13.48-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.48&CDS=1-396, snap_masked-NW_003020058.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-10.17&CDS=1-393	YBL003C, YDR225W
89	OG0000089	maker-NW_003020055.1-snap-gene-20.135-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-20.135&CDS=1-1674, snap_masked-NW_003020055.1-processed-gene-20.112-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.112&CDS=1-1695, snap_masked-NW_003020055.1-processed-gene-20.132-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.132&CDS=1-1692	YEL063C
90	OG0000090	genemark-NW_003020056.1-processed-gene-3.42-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-3.42&CDS=1-936	YLL062C, YMR321C, YPL273W
91	OG0000091	genemark-NW_003020056.1-processed-gene-4.119-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-4.119&CDS=1-492, snap_masked-NW_003020056.1-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-6.96&CDS=1-912, snap_masked-NW_003020056.1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-7.71&CDS=1-960	YJL145W
92	OG0000092	augustus_masked-NW_003020056.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NW_003020056.1-processed-gene-5.32&CDS=1-2133, augustus_masked-NW_003020056.1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NW_003020056.1-processed-gene-5.33&CDS=1-2754, snap_masked-NW_003020061.1-processed-gene-3.178-mRNA-1_1&gene=snap_masked-NW_003020061.1-processed-gene-3.178&CDS=1-1821	YDR034C
93	OG0000093	maker-NW_003020056.1-snap-gene-13.1-mRNA-1_1&gene=maker-NW_003020056.1-snap-gene-13.1&CDS=1-441, snap_masked-NW_003020059.1-processed-gene-6.23-mRNA-1_1&gene=snap_masked-NW_003020059.1-processed-gene-6.23&CDS=1-363	YDR519W, YNL135C
94	OG0000094	snap_masked-NW_003020057.1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.44&CDS=1-1701	YGR087C, YLR044C, YLR134W
95	OG0000095	genemark-NW_003020058.1-processed-gene-4.30-mRNA-1_1&gene=genemark-NW_003020058.1-processed-gene-4.30&CDS=1-645, snap_masked-NW_003020058.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-4.111&CDS=1-1650, snap_masked-NW_003020059.1-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NW_003020059.1-processed-gene-4.1&CDS=1-2025	YMR110C
96	OG0000096	snap_masked-NW_003020058.1-processed-gene-8.6-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-8.6&CDS=1-735	YFL060C, YMR095C, YNL334C
97	OG0000097	snap_masked-NW_003020059.1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NW_003020059.1-processed-gene-5.21&CDS=1-339, snap_masked-NW_003020059.1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NW_003020059.1-processed-gene-5.7&CDS=1-348	YCL035C, YDR513W
98	OG0000098	augustus_masked-NW_003020060.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NW_003020060.1-processed-gene-1.12&CDS=1-558	YCL067C, YCR039C, YCR096C
99	OG0000099	genemark-NW_003020061.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_003020061.1-processed-gene-0.94&CDS=1-1241, maker-NW_003020061.1-augustus-gene-0.0-mRNA-1_1&gene=maker-NW_003020061.1-augustus-gene-0.0&CDS=1-2940	YLR378C, YMR283C
100	OG0000100	snap_masked-NW_003020061.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NW_003020061.1-processed-gene-2.8&CDS=1-1008	YGR192C, YJL052W, YJR009C
101	OG0000101	snap_masked-NW_003020038.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.114&CDS=1-3351	YAL056W, YOR371C
102	OG0000102	snap_masked-NW_003020038.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-0.118&CDS=1-708	YBR181C, YPL090C
103	OG0000103	genemark-NW_003020038.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-0.63&CDS=1-1701, genemark-NW_003020038.1-processed-gene-1.105-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-1.105&CDS=1-1686	YBR132C
104	OG0000104	snap_masked-NW_003020038.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.7&CDS=1-3729	YIL151C, YKR096W
105	OG0000105	snap_masked-NW_003020038.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.35&CDS=1-873, snap_masked-NW_003020058.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-8.18&CDS=1-873	YNL202W
106	OG0000106	snap_masked-NW_003020038.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-1.27&CDS=1-963, snap_masked-NW_003020055.1-processed-gene-15.94-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.94&CDS=1-957	YDL236W
107	OG0000107	augustus_masked-NW_003020038.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-2.2&CDS=1-3966, snap_masked-NW_003020038.1-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.97&CDS=1-1029	YJR132W
108	OG0000108	snap_masked-NW_003020038.1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-2.102&CDS=1-2031	YGR241C, YHR161C
109	OG0000109	genemark-NW_003020038.1-processed-gene-2.69-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-2.69&CDS=1-2523	YOR256C, YPL176C
110	OG0000110	snap_masked-NW_003020038.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.83&CDS=1-2625	YBR033W, YKL038W
111	OG0000111	snap_masked-NW_003020038.1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.84&CDS=1-1875	YDR107C, YLR083C
112	OG0000112	snap_masked-NW_003020038.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.85&CDS=1-1305, snap_masked-NW_003020057.1-processed-gene-12.206-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.206&CDS=1-1926	YDR207C
113	OG0000113	genemark-NW_003020038.1-processed-gene-3.47-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.47&CDS=1-1332	YDR132C, YLR108C
114	OG0000114	snap_masked-NW_003020038.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.112&CDS=1-519, snap_masked-NW_003020038.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.92&CDS=1-519	YLR109W
115	OG0000115	genemark-NW_003020038.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.58&CDS=1-3333, genemark-NW_003020038.1-processed-gene-3.77-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-3.77&CDS=1-3450	YGL156W
116	OG0000116	snap_masked-NW_003020038.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-3.101&CDS=1-1002	YGR283C, YMR310C
117	OG0000117	snap_masked-NW_003020038.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.124&CDS=1-516	YMR242C, YOR312C
118	OG0000118	snap_masked-NW_003020038.1-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-4.131&CDS=1-270	YBR089C-A, YPR052C
119	OG0000119	snap_masked-NW_003020038.1-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.69&CDS=1-3606	YDR379W, YOR127W
120	OG0000120	snap_masked-NW_003020038.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-5.63&CDS=1-2514	YBR294W, YLR092W
121	OG0000121	genemark-NW_003020038.1-processed-gene-6.10-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.10&CDS=1-1665, snap_masked-NW_003020056.1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-10.12&CDS=1-1437	YMR155W
122	OG0000122	maker-NW_003020038.1-snap-gene-7.149-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-7.149&CDS=1-2610, snap_masked-NW_003020038.1-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.125&CDS=1-606	YCR088W
123	OG0000123	snap_masked-NW_003020038.1-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-6.129&CDS=1-1527, snap_masked-NW_003020061.1-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NW_003020061.1-processed-gene-3.158&CDS=1-1641	YKL217W
124	OG0000124	genemark-NW_003020038.1-processed-gene-6.50-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-6.50&CDS=1-1380	YDL088C, YMR153W
125	OG0000125	snap_masked-NW_003020038.1-processed-gene-11.89-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-11.89&CDS=1-768	YDR098C, YER174C
126	OG0000126	snap_masked-NW_003020038.1-processed-gene-11.128-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-11.128&CDS=1-1503	YMR169C, YMR170C
127	OG0000127	snap_masked-NW_003020038.1-processed-gene-12.130-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-12.130&CDS=1-1041, snap_masked-NW_003020058.1-processed-gene-6.21-mRNA-1_1&gene=snap_masked-NW_003020058.1-processed-gene-6.21&CDS=1-1032	YPR086W
128	OG0000128	snap_masked-NW_003020038.1-processed-gene-13.33-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-13.33&CDS=1-2076	YMR182C, YPL230W
129	OG0000129	augustus_masked-NW_003020038.1-processed-gene-15.0-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-15.0&CDS=1-1713, maker-NW_003020038.1-augustus-gene-15.89-mRNA-1_1&gene=maker-NW_003020038.1-augustus-gene-15.89&CDS=1-2478	YAL067C
130	OG0000130	genemark-NW_003020038.1-processed-gene-15.44-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-15.44&CDS=1-1503	YGR248W, YHR163W
131	OG0000131	genemark-NW_003020056.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-1.58&CDS=1-2364, snap_masked-NW_003020038.1-processed-gene-15.99-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-15.99&CDS=1-3318	YER176W
132	OG0000132	augustus_masked-NW_003020038.1-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-15.7&CDS=1-2484	YIL085C, YNL029C
133	OG0000133	snap_masked-NW_003020038.1-processed-gene-15.118-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-15.118&CDS=1-4512	YCL068C, YCR038C
134	OG0000134	snap_masked-NW_003020038.1-processed-gene-16.45-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-16.45&CDS=1-426, snap_masked-NW_003020039.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NW_003020039.1-processed-gene-0.139&CDS=1-387	YNL322C
135	OG0000135	maker-NW_003020038.1-snap-gene-16.2-mRNA-1_1&gene=maker-NW_003020038.1-snap-gene-16.2&CDS=1-828	YLR287C-A, YOR182C
136	OG0000136	genemark-NW_003020038.1-processed-gene-16.25-mRNA-1_1&gene=genemark-NW_003020038.1-processed-gene-16.25&CDS=1-1740, genemark-NW_003020056.1-processed-gene-14.12-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-14.12&CDS=1-1878	YDL206W
137	OG0000137	snap_masked-NW_003020038.1-processed-gene-16.69-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-16.69&CDS=1-2433	YFL004W, YPL019C
138	OG0000138	augustus_masked-NW_003020038.1-processed-gene-16.105-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-16.105&CDS=1-1797, snap_masked-NW_003020038.1-processed-gene-17.118-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-17.118&CDS=1-2601	YMR302C
139	OG0000139	augustus_masked-NW_003020038.1-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-NW_003020038.1-processed-gene-16.91&CDS=1-2496, snap_masked-NW_003020038.1-processed-gene-17.140-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-17.140&CDS=1-1686	YIR026C
140	OG0000140	snap_masked-NW_003020038.1-processed-gene-17.134-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-17.134&CDS=1-1212	YBR241C, YGL104C
141	OG0000141	snap_masked-NW_003020038.1-processed-gene-17.136-mRNA-1_1&gene=snap_masked-NW_003020038.1-processed-gene-17.136&CDS=1-669	YBR242W, YGL101W
