	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
53	OG0000053	YJL134W, YKR053C	augustus_masked-flattened_line_70-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.144&CDS=1-1221, genemark-flattened_line_36-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.7&CDS=1-1293, genemark-flattened_line_6-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.50&CDS=1-2484
54	OG0000054	YLR155C, YLR157C, YLR158C, YLR160C	augustus_masked-flattened_line_2-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.75&CDS=1-1086
55	OG0000055	Q0045, Q0065, Q0070	maker-flattened_line_102-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.46&CDS=1-2076, maker-flattened_line_102-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.47&CDS=1-297
56	OG0000056	YAL054C, YLR153C	augustus_masked-flattened_line_0-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.9&CDS=1-2049, augustus_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.29&CDS=1-2004
57	OG0000057	YAR002C-A, YHR110W	augustus_masked-flattened_line_44-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.255&CDS=1-645, genemark-flattened_line_96-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.76&CDS=1-627
58	OG0000058	YBL002W, YDR224C	augustus_masked-flattened_line_0-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.83&CDS=1-399, augustus_masked-flattened_line_16-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.115&CDS=1-399
59	OG0000059	YBL003C, YDR225W	augustus_masked-flattened_line_0-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.44&CDS=1-396, augustus_masked-flattened_line_16-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.134&CDS=1-396
60	OG0000060	YBL011W, YKR067W	augustus_masked-flattened_line_50-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.195&CDS=1-2169, augustus_masked-flattened_line_8-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.99&CDS=1-2052
61	OG0000061	YBL016W, YGR040W	augustus_masked-flattened_line_112-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.75&CDS=1-1053, augustus_masked-flattened_line_8-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.45&CDS=1-1071
62	OG0000062	YBL030C, YBR085W, YMR056C	maker-flattened_line_64-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.20&CDS=1-2418
63	OG0000063	YBL063W, YEL061C	augustus_masked-flattened_line_0-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.32&CDS=1-2814, augustus_masked-flattened_line_46-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.51&CDS=1-3312
64	OG0000064	YBL101C, YPR030W	augustus_masked-flattened_line_126-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.5&CDS=1-1470, augustus_masked-flattened_line_18-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.135&CDS=1-2037
65	OG0000065	YBR009C, YNL030W	augustus_masked-flattened_line_16-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.119&CDS=1-309, augustus_masked-flattened_line_20-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.46&CDS=1-309
66	OG0000066	YBR010W, YNL031C	augustus_masked-flattened_line_16-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.141&CDS=1-408, augustus_masked-flattened_line_20-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.31&CDS=1-408
67	OG0000067	YBR011C, YMR267W	augustus_masked-flattened_line_60-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.177&CDS=1-861, augustus_masked-flattened_line_66-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.179&CDS=1-909
68	OG0000068	YBR038W, YNL192W	maker-flattened_line_6-augustus-gene-2.9-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.9&CDS=1-3510, snap_masked-flattened_line_24-processed-gene-1.293-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.293&CDS=1-3093
69	OG0000069	YBR118W, YPR080W	augustus_masked-flattened_line_100-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.9&CDS=1-1374, maker-flattened_line_0-augustus-gene-6.14-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.14&CDS=1-2238
70	OG0000070	YBR139W, YMR297W	augustus_masked-flattened_line_20-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.15&CDS=1-1656, augustus_masked-flattened_line_66-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.171&CDS=1-1542
71	OG0000071	YBR181C, YPL090C	augustus_masked-flattened_line_114-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.21&CDS=1-708, augustus_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.57&CDS=1-708
72	OG0000072	YBR204C, YGR110W	augustus_masked-flattened_line_22-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.16&CDS=1-1326, genemark-flattened_line_52-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.68&CDS=1-1098
73	OG0000073	YBR249C, YDR035W	augustus_masked-flattened_line_16-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.32&CDS=1-1104, augustus_masked-flattened_line_20-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.33&CDS=1-1095
74	OG0000074	YBR263W, YLR058C	augustus_masked-flattened_line_18-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.50&CDS=1-1407, augustus_masked-flattened_line_92-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.97&CDS=1-1476
75	OG0000075	YCR037C, YNR013C	augustus_masked-flattened_line_0-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.6&CDS=1-2589, augustus_masked-flattened_line_20-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.13&CDS=1-2472
76	OG0000076	YDL003W, YPR007C	augustus_masked-flattened_line_6-processed-gene-3.211-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.211&CDS=1-1536, maker-flattened_line_16-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.3&CDS=1-1848
77	OG0000077	YDL025C, YOR267C	augustus_masked-flattened_line_124-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.50&CDS=1-1410, maker-flattened_line_50-snap-gene-0.160-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.160&CDS=1-1710
78	OG0000078	YDL056W, YLR182W	augustus_masked-flattened_line_56-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.44&CDS=1-2247, augustus_masked-flattened_line_86-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.125&CDS=1-2304
79	OG0000079	YDL066W, YLR174W	augustus_masked-flattened_line_30-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.96&CDS=1-1230, augustus_masked-flattened_line_4-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.123&CDS=1-1335
80	OG0000080	YDL082W, YMR142C	augustus_masked-flattened_line_24-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.39&CDS=1-597, augustus_masked-flattened_line_28-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.213&CDS=1-597
81	OG0000081	YDL114W, YLR426W	augustus_masked-flattened_line_86-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.150&CDS=1-885, maker-flattened_line_28-augustus-gene-1.290-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.290&CDS=1-987
82	OG0000082	YDR037W, YNL073W	augustus_masked-flattened_line_78-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.48&CDS=1-1755, snap_masked-flattened_line_46-processed-gene-0.241-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.241&CDS=1-1635
83	OG0000083	YDR143C, YDR265W	augustus_masked-flattened_line_62-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.57&CDS=1-2106, genemark-flattened_line_94-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.62&CDS=1-948
84	OG0000084	YDR144C, YLR120C, YLR121C	maker-flattened_line_44-snap-gene-0.285-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.285&CDS=1-3480
85	OG0000085	YDR155C, YDR304C	augustus_masked-flattened_line_12-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.50&CDS=1-669, augustus_masked-flattened_line_18-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.126&CDS=1-486
86	OG0000086	YDR178W, YLR164W	augustus_masked-flattened_line_6-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.174&CDS=1-528, augustus_masked-flattened_line_98-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.25&CDS=1-540
87	OG0000087	YDR219C	augustus_masked-flattened_line_26-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.75&CDS=1-633, augustus_masked-flattened_line_48-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.200&CDS=1-1785, augustus_masked-flattened_line_70-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.190&CDS=1-843
88	OG0000088	YDR276C, YDR525W-A	augustus_masked-flattened_line_0-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.41&CDS=1-225, genemark-flattened_line_14-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.74&CDS=1-171
89	OG0000089	YDR295C, YPR179C	augustus_masked-flattened_line_8-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.141&CDS=1-1560, snap_masked-flattened_line_16-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.83&CDS=1-1524
90	OG0000090	YDR382W, YOL039W	augustus_masked-flattened_line_2-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.12&CDS=1-324, augustus_masked-flattened_line_8-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.19&CDS=1-333
91	OG0000091	YDR398W, YHR196W	augustus_masked-flattened_line_74-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.115&CDS=1-1713, augustus_masked-flattened_line_76-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.138&CDS=1-2046
92	OG0000092	YER017C, YMR089C	augustus_masked-flattened_line_126-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.2&CDS=1-2235, augustus_masked-flattened_line_22-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.159&CDS=1-2598
93	OG0000093	YER067W, YIL057C	augustus_masked-flattened_line_0-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.37&CDS=1-483, genemark-flattened_line_10-processed-gene-2.187-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.187&CDS=1-498
94	OG0000094	YER075C, YOR208W	augustus_masked-flattened_line_30-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.6&CDS=1-2346, snap_masked-flattened_line_12-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.57&CDS=1-1812
95	OG0000095	YER107C, YOR026W	augustus_masked-flattened_line_72-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.172&CDS=1-1077, genemark-flattened_line_104-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.75&CDS=1-978
96	OG0000096	YFL041W, YMR058W	augustus_masked-flattened_line_22-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.33&CDS=1-1875, augustus_masked-flattened_line_32-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.10&CDS=1-1830
97	OG0000097	YFL047W, YHR182W	augustus_masked-flattened_line_4-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.16&CDS=1-2358, maker-flattened_line_141-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_141-augustus-gene-0.43&CDS=1-2238
98	OG0000098	YFL059W, YMR096W, YNL333W	augustus_masked-flattened_line_183-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.5&CDS=1-675
99	OG0000099	YFL060C, YMR095C, YNL334C	genemark-flattened_line_183-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_183-processed-gene-0.0&CDS=1-537
100	OG0000100	YGL038C, YJR075W	augustus_masked-flattened_line_2-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.67&CDS=1-1209, augustus_masked-flattened_line_50-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.181&CDS=1-1149
101	OG0000101	YGL076C, YPL198W	maker-flattened_line_12-augustus-gene-2.5-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.5&CDS=1-759, maker-flattened_line_28-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.47&CDS=1-759
102	OG0000102	YGL147C, YNL067W	augustus_masked-flattened_line_20-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.51&CDS=1-570, augustus_masked-flattened_line_86-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.148&CDS=1-573
103	OG0000103	YGL166W, YPR008W	augustus_masked-flattened_line_34-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.63&CDS=1-1575, snap_masked-flattened_line_4-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.137&CDS=1-1005
104	OG0000104	YGR086C, YPL004C	augustus_masked-flattened_line_16-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.26&CDS=1-933, augustus_masked-flattened_line_74-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.120&CDS=1-927
105	OG0000105	YGR184C, YLR024C	augustus_masked-flattened_line_74-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.126&CDS=1-5655, augustus_masked-flattened_line_74-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.149&CDS=1-5571
106	OG0000106	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_28-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.233&CDS=1-1002
107	OG0000107	YGR241C, YHR161C	augustus_masked-flattened_line_16-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.21&CDS=1-1815, snap_masked-flattened_line_54-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.94&CDS=1-1197
108	OG0000108	YGR281W	augustus_masked-flattened_line_22-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.22&CDS=1-4137, augustus_masked-flattened_line_24-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.42&CDS=1-4818, genemark-flattened_line_44-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.64&CDS=1-4125
109	OG0000109	YHL019C, YPL259C	augustus_masked-flattened_line_14-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.79&CDS=1-1278, augustus_masked-flattened_line_62-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.21&CDS=1-1449
110	OG0000110	YHL033C, YLL045C	augustus_masked-flattened_line_6-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.20&CDS=1-777, maker-flattened_line_0-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.0&CDS=1-786
111	OG0000111	YHL039W, YPL208W	augustus_masked-flattened_line_2-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.108&CDS=1-1776, augustus_masked-flattened_line_38-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.61&CDS=1-1776
112	OG0000112	YHR031C, YML061C	augustus_masked-flattened_line_24-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.31&CDS=1-2493, augustus_masked-flattened_line_8-processed-gene-3.203-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.203&CDS=1-2136
113	OG0000113	YHR050W, YOL122C	augustus_masked-flattened_line_48-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.231&CDS=1-1731, snap_masked-flattened_line_30-processed-gene-1.196-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.196&CDS=1-1506
114	OG0000114	YHR176W	augustus_masked-flattened_line_48-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.224&CDS=1-1431, augustus_masked-flattened_line_6-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.24&CDS=1-1422, genemark-flattened_line_80-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.64&CDS=1-1506
115	OG0000115	YIL035C, YOR061W	augustus_masked-flattened_line_18-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.140&CDS=1-972, augustus_masked-flattened_line_20-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.54&CDS=1-996
116	OG0000116	YIL038C, YPR072W	augustus_masked-flattened_line_18-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.116&CDS=1-1923, augustus_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.41&CDS=1-1746
117	OG0000117	YIL126W, YOR290C	augustus_masked-flattened_line_34-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.54&CDS=1-3756, maker-flattened_line_76-augustus-gene-0.117-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.117&CDS=1-7041
118	OG0000118	YIL159W, YNL271C	genemark-flattened_line_22-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.84&CDS=1-5247, maker-flattened_line_52-snap-gene-0.272-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.272&CDS=1-4050
119	OG0000119	YIR013C, YLR013W	augustus_masked-flattened_line_24-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.44&CDS=1-969, augustus_masked-flattened_line_44-processed-gene-0.257-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.257&CDS=1-1800
120	OG0000120	YIR017C, YNL103W	augustus_masked-flattened_line_10-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.83&CDS=1-660, augustus_masked-flattened_line_26-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.57&CDS=1-1122
121	OG0000121	YJL155C, YOL136C	augustus_masked-flattened_line_20-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.36&CDS=1-1146, augustus_masked-flattened_line_48-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.207&CDS=1-1356
