	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
30	OG0000030	YBR150C, YOL089C	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.24&CDS=1-2718, -processed-gene-2.46-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.46&CDS=1-2532, -processed-gene-8.60-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.60&CDS=1-1104
31	OG0000031	YBR207W, YER145C	-processed-gene-6.91-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.91&CDS=1-1218, -processed-gene-7.15-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-7.15&CDS=1-1254, -processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.46&CDS=1-1230
32	OG0000032	YBR297W, YFL052W, YGR288W, YPR196W	-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-1.137&CDS=1-1707
33	OG0000033	YDR533C, YMR322C, YOR391C, YPL280W	-processed-gene-3.96-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.96&CDS=1-717
34	OG0000034	YEL007W, YHR177W	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.15&CDS=1-1551, -processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.56&CDS=1-1689, -processed-gene-20.52-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-20.52&CDS=1-576
35	OG0000035	YHL016C	-processed-gene-16.150-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.150&CDS=1-2241, -processed-gene-21.98-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.98&CDS=1-2205, -processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.107&CDS=1-2187, -processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-9.61&CDS=1-2190
36	OG0000036	YIL166C	-processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-0.13&CDS=1-1623, -processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.39&CDS=1-1626, -processed-gene-12.7-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.7&CDS=1-1734, -processed-gene-3.42-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.42&CDS=1-1674
37	OG0000037	YKL222C, YLR266C, YOR162C, YOR172W	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.53&CDS=1-2493
38	OG0000038	YLR144C, YNR067C	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.8&CDS=1-2784, -processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-7.71&CDS=1-2124, -processed-gene-8.73-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.73&CDS=1-2100
39	OG0000039	YLR380W	-processed-gene-7.15-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.15&CDS=1-1227, -processed-gene-7.5-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-7.5&CDS=1-1200, -processed-gene-8.56-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.56&CDS=1-1140, -processed-gene-9.122-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-9.122&CDS=1-1404
40	OG0000040	YML116W, YMR279C, YOR378W	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-0.18&CDS=1-1692, -processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.62&CDS=1-1698
41	OG0000041	YMR110C	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.47&CDS=1-1560, -processed-gene-11.162-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-11.162&CDS=1-1599, -processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.32&CDS=1-1527, -processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.78&CDS=1-1455
42	OG0000042	YMR183C, YPL232W	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.42&CDS=1-918, -processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-7.51&CDS=1-972, -processed-gene-9.24-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.24&CDS=1-1212
43	OG0000043	YPL014W	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.30&CDS=1-2145, -processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-1.67&CDS=1-2286, -processed-gene-4.7-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.7&CDS=1-1146, -processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-6.74&CDS=1-2187
44	OG0000044	YBL068W-A, YBL069W, YER101C	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.117&CDS=1-1239
45	OG0000045	YBR008C	-augustus-gene-0.30-mRNA-1_1&gene=maker-gi|1002317468|dbj|BCIW01000021.1|-augustus-gene-0.30&CDS=1-3237, -processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-2.41&CDS=1-1686, -processed-gene-21.91-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.91&CDS=1-1650
46	OG0000046	YBR009C, YNL030W	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.51&CDS=1-309, -processed-gene-2.59-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.59&CDS=1-309
47	OG0000047	YBR015C, YJL186W	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-1.16&CDS=1-1737, -processed-gene-17.41-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.41&CDS=1-423
48	OG0000048	YBR021W, YIR028W	-processed-gene-10.82-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.82&CDS=1-1686, -processed-gene-17.24-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.24&CDS=1-1782
49	OG0000049	YBR242W, YGL101W	-processed-gene-12.21-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.21&CDS=1-648, -processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.38&CDS=1-651
50	OG0000050	YCL001W-A, YCL001W-B, YNL001W	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.13&CDS=1-1212
51	OG0000051	YDL138W, YDL194W	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-4.42&CDS=1-1494, -processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-8.71&CDS=1-1536
52	OG0000052	YDR032C	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.4&CDS=1-606, -processed-gene-13.47-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.47&CDS=1-606, -processed-gene-3.87-mRNA-1_1&gene=augustus_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.87&CDS=1-600
53	OG0000053	YDR034C	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.69&CDS=1-1326, -processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.23&CDS=1-2244, -processed-gene-16.12-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.12&CDS=1-1119
54	OG0000054	YDR038C, YDR039C, YDR040C	-processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-5.50&CDS=1-3234
55	OG0000055	YDR144C, YLR120C, YLR121C	-processed-gene-3.112-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.112&CDS=1-1602
56	OG0000056	YDR174W	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.54&CDS=1-753, -processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.72&CDS=1-789, -processed-gene-3.87-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.87&CDS=1-792
57	OG0000057	YER042W	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.95&CDS=1-543, -processed-gene-16.157-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.157&CDS=1-561, -processed-gene-4.72-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.72&CDS=1-591
58	OG0000058	YFL050C, YOL130W	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.38&CDS=1-1815, -processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-2.19&CDS=1-1380
59	OG0000059	YFL059W, YMR096W, YNL333W	-processed-gene-3.116-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.116&CDS=1-894
60	OG0000060	YFL060C, YMR095C, YNL334C	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.88&CDS=1-720
61	OG0000061	YGL139W, YPL221W	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.94&CDS=1-2298, -processed-gene-4.0-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-4.0&CDS=1-2154
62	OG0000062	YGL160W, YLR047C	-processed-gene-15.89-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.89&CDS=1-2055, -processed-gene-3.179-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.179&CDS=1-1581
63	OG0000063	YGL227W, YMR171C	-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.110&CDS=1-1677, -processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.71&CDS=1-1419
64	OG0000064	YGR026W, YLL023C	-processed-gene-0.35-mRNA-1_1&gene=snap_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-0.35&CDS=1-900, -processed-gene-0.67-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.67&CDS=1-975
65	OG0000065	YGR087C, YLR044C, YLR134W	-processed-gene-14.27-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.27&CDS=1-1803
66	OG0000066	YGR192C, YJL052W, YJR009C	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-4.38&CDS=1-1014
67	OG0000067	YGR197C, YJR015W	-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.116&CDS=1-1329, -processed-gene-6.142-mRNA-1_1&gene=snap_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.142&CDS=1-1341
68	OG0000068	YGR212W	-processed-gene-11.0-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.0&CDS=1-1383, -processed-gene-3.129-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.129&CDS=1-1131, -processed-gene-7.33-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-7.33&CDS=1-648
69	OG0000069	YHL002W, YMR032W	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.25&CDS=1-2028, -processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.50&CDS=1-2592
70	OG0000070	YHR146W, YNL173C	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-2.37&CDS=1-1746, -processed-gene-8.52-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-8.52&CDS=1-2037
71	OG0000071	YIL035C, YOR061W	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.8&CDS=1-1026, -processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.95&CDS=1-1017
72	OG0000072	YIR033W, YKL020C	-processed-gene-5.36-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-5.36&CDS=1-2868, -processed-gene-5.77-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.77&CDS=1-3930
73	OG0000073	YJL079C, YKR013W	-processed-gene-13.1-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-13.1&CDS=1-897, -processed-gene-9.46-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-9.46&CDS=1-942
74	OG0000074	YJL172W, YOL153C	-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.45&CDS=1-1740, -processed-gene-10.11-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.11&CDS=1-1740
75	OG0000075	YJR119C, YMR176W	-snap-gene-3.41-mRNA-1_1&gene=maker-gi|1002317487|dbj|BCIW01000002.1|-snap-gene-3.41&CDS=1-1962, -snap-gene-9.0-mRNA-1_1&gene=maker-gi|1002317480|dbj|BCIW01000009.1|-snap-gene-9.0&CDS=1-4116
76	OG0000076	YKL081W, YPL048W	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.120&CDS=1-1203, -processed-gene-5.40-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.40&CDS=1-1203
77	OG0000077	YKL126W, YMR104C	-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-0.70&CDS=1-1992, -processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.75&CDS=1-1902
78	OG0000078	YKL133C, YMR115W	-processed-gene-4.81-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.81&CDS=1-1548, -processed-gene-6.17-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.17&CDS=1-1614
79	OG0000079	YKL221W	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-0.45&CDS=1-1428, -processed-gene-2.21-mRNA-1_1&gene=snap_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.21&CDS=1-1500, -processed-gene-7.95-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.95&CDS=1-597
80	OG0000080	YLL062C, YMR321C, YPL273W	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.22&CDS=1-1041
81	OG0000081	YLR256W	-processed-gene-10.21-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-10.21&CDS=1-1722, -processed-gene-11.55-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.55&CDS=1-3429, -processed-gene-11.72-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.72&CDS=1-2529
82	OG0000082	YMR006C, YMR008C, YOL011W	-processed-gene-3.16-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.16&CDS=1-1914
83	OG0000083	YMR169C, YMR170C	-processed-gene-15.5-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.5&CDS=1-1575, -processed-gene-7.52-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.52&CDS=1-1488
84	OG0000084	YMR316W, YNL165W, YOR385W	-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.143&CDS=1-831
85	OG0000085	YNL202W	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-1.23&CDS=1-864, -processed-gene-2.90-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.90&CDS=1-867, -processed-gene-3.43-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.43&CDS=1-876
86	OG0000086	YOL055C, YPL258C, YPR121W	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.81&CDS=1-1539
87	OG0000087	YOR234C, YPL143W	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.43&CDS=1-321, -processed-gene-7.87-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.87&CDS=1-321
88	OG0000088	YOR389W, YPL277C, YPL278C	-processed-gene-7.99-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.99&CDS=1-1629
89	OG0000089	YOR390W, YPL279C	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-1.57&CDS=1-1086, -processed-gene-8.81-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.81&CDS=1-948
90	OG0000090		-processed-gene-3.1-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-3.1&CDS=1-1047, -processed-gene-4.22-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.22&CDS=1-1020, -processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-5.41&CDS=1-1035, -processed-gene-8.59-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.59&CDS=1-1026
91	OG0000091	YAL005C	-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-0.30&CDS=1-1929, -processed-gene-5.129-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.129&CDS=1-1929
92	OG0000092	YAL007C, YOR016C	-processed-gene-3.101-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.101&CDS=1-624
93	OG0000093	YAL017W, YOL045W	-snap-gene-9.19-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-9.19&CDS=1-3366
94	OG0000094	YAL034C, YOR338W	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.16&CDS=1-1200
95	OG0000095	YAL051W, YOR363C	-processed-gene-4.99-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.99&CDS=1-2499
96	OG0000096	YAR002C-A, YGL002W	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.58&CDS=1-642
97	OG0000097	YAR042W, YDL019C	-snap-gene-11.79-mRNA-1_1&gene=maker-gi|1002317485|dbj|BCIW01000004.1|-snap-gene-11.79&CDS=1-3858
98	OG0000098	YBL002W, YDR224C	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.123&CDS=1-414
99	OG0000099	YBL009W, YGL021W	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.86&CDS=1-2868
100	OG0000100	YBL027W, YBR084C-A	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-0.39&CDS=1-567
101	OG0000101	YBL049W	-processed-gene-19.14-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.14&CDS=1-348, -processed-gene-3.49-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.49&CDS=1-360
102	OG0000102	YBL056W, YER089C	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-1.14&CDS=1-1251
103	OG0000103	YBL060W	-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.33&CDS=1-3540, -processed-gene-2.0-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.0&CDS=1-1938
104	OG0000104	YBL067C, YER098W	-processed-gene-11.92-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-11.92&CDS=1-2553
105	OG0000105	YBL072C, YER102W	-processed-gene-1.39-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.39&CDS=1-594
106	OG0000106	YBL079W, YER105C	-augustus-gene-4.81-mRNA-1_1&gene=maker-gi|1002317484|dbj|BCIW01000005.1|-augustus-gene-4.81&CDS=1-4272
107	OG0000107	YBL085W, YER114C	-processed-gene-15.29-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.29&CDS=1-2394
108	OG0000108	YBL087C, YER117W	-processed-gene-14.9-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.9&CDS=1-405
109	OG0000109	YBL089W, YER119C	-processed-gene-11.49-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.49&CDS=1-1350
110	OG0000110	YBL091C-A, YER120W	-processed-gene-17.17-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.17&CDS=1-957
111	OG0000111	YBL106C, YPR032W	-processed-gene-7.82-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-7.82&CDS=1-3000
112	OG0000112	YBR005W, YDR003W	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.22&CDS=1-498
113	OG0000113	YBR010W, YNL031C	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.41&CDS=1-417
114	OG0000114	YBR014C, YDL010W	-processed-gene-4.59-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.59&CDS=1-627
115	OG0000115	YBR016W, YDL012C	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.31&CDS=1-348
116	OG0000116	YBR020W, YDR009W	-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.30&CDS=1-1440
117	OG0000117	YBR031W, YDR012W	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-5.32&CDS=1-1089
118	OG0000118	YBR033W, YKL038W	-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.152&CDS=1-2136
119	OG0000119	YBR048W, YDR025W	-processed-gene-10.59-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.59&CDS=1-465
120	OG0000120	YBR057C	-processed-gene-1.40-mRNA-1_1&gene=snap_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.40&CDS=1-792, -processed-gene-15.38-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.38&CDS=1-594
121	OG0000121	YBR078W, YDR055W	-processed-gene-15.19-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.19&CDS=1-1281
122	OG0000122	YBR085W	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.45&CDS=1-906, -processed-gene-9.42-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-9.42&CDS=1-915
123	OG0000123	YBR089C-A, YPR052C	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.90&CDS=1-309
124	OG0000124	YBR096W	-processed-gene-10.67-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-10.67&CDS=1-672, -processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.27&CDS=1-645
125	OG0000125	YBR104W, YPR058W	-processed-gene-10.141-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.141&CDS=1-915
