	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
83	OG0000083	YDL022W, YOL059W	genemark-Sbay_15-processed-gene-2.0-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.0&CDS=1-1176, genemark-Sbay_4-processed-gene-4.6-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-4.6&CDS=1-1173
84	OG0000084	YDL036C, YOL066C	augustus_masked-Sbay_15-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-1.41&CDS=1-3795, genemark-Sbay_4-processed-gene-3.96-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-3.96&CDS=1-1359
85	OG0000085	YDL042C, YOL068C	augustus_masked-Sbay_15-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-1.40&CDS=1-1941, augustus_masked-Sbay_4-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-3.47&CDS=1-1701
86	OG0000086	YDL109C, YGL144C	augustus_masked-Sbay_7-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-Sbay_7-processed-gene-2.23&CDS=1-4833, genemark-Sbay_4-processed-gene-2.99-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-2.99&CDS=1-1944
87	OG0000087	YDL131W, YDL182W	augustus_masked-Sbay_4-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-Sbay_4-processed-gene-1.7&CDS=1-1296, genemark-Sbay_4-processed-gene-2.69-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-2.69&CDS=1-1314
88	OG0000088	YDL134C, YDL188C	genemark-Sbay_4-processed-gene-1.116-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-1.116&CDS=1-1134, genemark-Sbay_4-processed-gene-2.90-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-2.90&CDS=1-1107
89	OG0000089	YDL137W, YDL192W	genemark-Sbay_4-processed-gene-2.65-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-2.65&CDS=1-543, snap_masked-Sbay_4-processed-gene-1.44-mRNA-1_1&gene=snap_masked-Sbay_4-processed-gene-1.44&CDS=1-543
90	OG0000090	YDL138W, YDL194W	genemark-Sbay_4-processed-gene-1.87-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-1.87&CDS=1-2670, genemark-Sbay_4-processed-gene-2.64-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-2.64&CDS=1-2304
91	OG0000091	YDL178W, YEL071W	genemark-Sbay_16-processed-gene-0.31-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-0.31&CDS=1-1488, genemark-Sbay_4-processed-gene-1.100-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-1.100&CDS=1-1590
92	OG0000092	YDL229W, YNL209W	genemark-Sbay_14-processed-gene-2.60-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.60&CDS=1-1302, genemark-Sbay_4-processed-gene-0.44-mRNA-1_1&gene=genemark-Sbay_4-processed-gene-0.44&CDS=1-1839
93	OG0000093	YDR038C, YDR039C, YDR040C	genemark-Sbay_2-processed-gene-3.31-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-3.31&CDS=1-3246
94	OG0000094	YDR093W, YER166W	augustus_masked-Sbay_2-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-Sbay_2-processed-gene-4.101&CDS=1-4812, genemark-Sbay_5-processed-gene-4.128-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-4.128&CDS=1-4731
95	OG0000095	YDR099W, YER177W	genemark-Sbay_2-processed-gene-4.59-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-4.59&CDS=1-801, genemark-Sbay_5-processed-gene-4.135-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-4.135&CDS=1-792
96	OG0000096	YDR107C, YLR083C	genemark-Sbay_10-processed-gene-3.32-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.32&CDS=1-2052, genemark-Sbay_2-processed-gene-4.81-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-4.81&CDS=1-2016
97	OG0000097	YDR111C, YLR089C	augustus_masked-Sbay_2-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-Sbay_2-processed-gene-4.125&CDS=1-1521, genemark-Sbay_10-processed-gene-3.48-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.48&CDS=1-1776
98	OG0000098	YDR122W, YLR096W	genemark-Sbay_10-processed-gene-3.38-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.38&CDS=1-3477, genemark-Sbay_2-processed-gene-5.38-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-5.38&CDS=1-3267
99	OG0000099	YDR326C, YHR080C	genemark-Sbay_15-processed-gene-4.155-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-4.155&CDS=1-4104, genemark-Sbay_2-processed-gene-8.89-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-8.89&CDS=1-4368
100	OG0000100	YDR341C, YHR091C	genemark-Sbay_2-processed-gene-9.45-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-9.45&CDS=1-1821, snap_masked-Sbay_15-processed-gene-5.110-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-5.110&CDS=1-1629
101	OG0000101	YDR353W, YHR106W	genemark-Sbay_15-processed-gene-5.69-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-5.69&CDS=1-957, genemark-Sbay_2-processed-gene-9.26-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-9.26&CDS=1-957
102	OG0000102	YDR358W, YHR111W	genemark-Sbay_2-processed-gene-9.29-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-9.29&CDS=1-1674, maker-Sbay_15-augustus-gene-5.2-mRNA-1_1&gene=maker-Sbay_15-augustus-gene-5.2&CDS=1-5385
103	OG0000103	YDR453C, YML028W	genemark-Sbay_13-processed-gene-2.10-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-2.10&CDS=1-588, genemark-Sbay_2-processed-gene-11.127-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-11.127&CDS=1-588
104	OG0000104	YDR497C, YOL103W	genemark-Sbay_15-processed-gene-1.45-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-1.45&CDS=1-1827, genemark-Sbay_2-processed-gene-11.145-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-11.145&CDS=1-1737
105	OG0000105	YDR502C, YLR180W	genemark-Sbay_10-processed-gene-4.141-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.141&CDS=1-1146, genemark-Sbay_2-processed-gene-11.148-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-11.148&CDS=1-1152
106	OG0000106	YEL022W, YJR031C	genemark-Sbay_5-processed-gene-1.112-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-1.112&CDS=1-4227, maker-Sbay_12-augustus-gene-1.136-mRNA-1_1&gene=maker-Sbay_12-augustus-gene-1.136&CDS=1-6747
107	OG0000107	YEL030W, YJR045C	genemark-Sbay_12-processed-gene-2.116-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-2.116&CDS=1-1965, genemark-Sbay_5-processed-gene-0.60-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-0.60&CDS=1-1938
108	OG0000108	YEL034W, YJR047C	genemark-Sbay_12-processed-gene-2.140-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-2.140&CDS=1-471, genemark-Sbay_5-processed-gene-0.57-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-0.57&CDS=1-471
109	OG0000109	YEL047C, YJR051W	genemark-Sbay_12-processed-gene-2.119-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-2.119&CDS=1-1497, genemark-Sbay_5-processed-gene-0.74-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-0.74&CDS=1-1407
110	OG0000110	YEL063C, YNL268W	genemark-Sbay_14-processed-gene-1.49-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.49&CDS=1-1833, genemark-Sbay_5-processed-gene-0.65-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-0.65&CDS=1-1770
111	OG0000111	YEL070W, YNR073C	augustus_masked-Sbay_12-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-Sbay_12-processed-gene-3.52&CDS=1-1503, genemark-Sbay_15-processed-gene-6.152-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-6.152&CDS=1-1110
112	OG0000112	YER017C, YMR089C	genemark-Sbay_13-processed-gene-4.77-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-4.77&CDS=1-2475, maker-Sbay_5-augustus-gene-1.13-mRNA-1_1&gene=maker-Sbay_5-augustus-gene-1.13&CDS=1-2736
113	OG0000113	YER062C, YIL053W	genemark-Sbay_5-processed-gene-2.86-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-2.86&CDS=1-750, genemark-Sbay_9-processed-gene-2.66-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-2.66&CDS=1-750
114	OG0000114	YER070W, YIL066C	genemark-Sbay_5-processed-gene-2.66-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-2.66&CDS=1-2664, genemark-Sbay_9-processed-gene-2.86-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-2.86&CDS=1-2607
115	OG0000115	YER073W, YOR374W	augustus_masked-Sbay_8-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-Sbay_8-processed-gene-7.15&CDS=1-1557, maker-Sbay_5-snap-gene-2.144-mRNA-1_1&gene=maker-Sbay_5-snap-gene-2.144&CDS=1-1932
116	OG0000116	YER081W, YIL074C	genemark-Sbay_5-processed-gene-3.65-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-3.65&CDS=1-1458, snap_masked-Sbay_9-processed-gene-2.27-mRNA-1_1&gene=snap_masked-Sbay_9-processed-gene-2.27&CDS=1-1407
117	OG0000117	YER132C, YGL197W	genemark-Sbay_5-processed-gene-4.141-mRNA-1_1&gene=genemark-Sbay_5-processed-gene-4.141&CDS=1-5202, snap_masked-Sbay_7-processed-gene-1.10-mRNA-1_1&gene=snap_masked-Sbay_7-processed-gene-1.10&CDS=1-4467
118	OG0000118	YFL004W, YPL019C	augustus_masked-Sbay_16-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-5.23&CDS=1-4323, genemark-Sbay_6-processed-gene-1.73-mRNA-1_1&gene=genemark-Sbay_6-processed-gene-1.73&CDS=1-2478
119	OG0000119	YFR015C, YLR258W	genemark-Sbay_10-processed-gene-6.110-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-6.110&CDS=1-2115, genemark-Sbay_6-processed-gene-1.82-mRNA-1_1&gene=genemark-Sbay_6-processed-gene-1.82&CDS=1-2127
120	OG0000120	YFR031C-A, YIL018W	genemark-Sbay_9-processed-gene-3.27-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-3.27&CDS=1-783, maker-Sbay_6-snap-gene-1.124-mRNA-1_1&gene=maker-Sbay_6-snap-gene-1.124&CDS=1-792
121	OG0000121	YFR053C, YGL253W	genemark-Sbay_12-processed-gene-0.42-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-0.42&CDS=1-1455, genemark-Sbay_7-processed-gene-0.48-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-0.48&CDS=1-1458
122	OG0000122	YGL008C, YPL036W	genemark-Sbay_7-processed-gene-4.61-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-4.61&CDS=1-2748, snap_masked-Sbay_16-processed-gene-5.73-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-5.73&CDS=1-2802
123	OG0000123	YGL039W, YGL157W	genemark-Sbay_7-processed-gene-2.40-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-2.40&CDS=1-1038, genemark-Sbay_7-processed-gene-4.28-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-4.28&CDS=1-1044
124	OG0000124	YGL049C, YGR162W	augustus_masked-Sbay_7-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-Sbay_7-processed-gene-7.22&CDS=1-2874, maker-Sbay_7-snap-gene-4.2-mRNA-1_1&gene=maker-Sbay_7-snap-gene-4.2&CDS=1-3114
125	OG0000125	YGL076C, YPL198W	maker-Sbay_16-snap-gene-2.142-mRNA-1_1&gene=maker-Sbay_16-snap-gene-2.142&CDS=1-642, maker-Sbay_7-snap-gene-3.8-mRNA-1_1&gene=maker-Sbay_7-snap-gene-3.8&CDS=1-741
126	OG0000126	YGL084C, YPL189W	genemark-Sbay_16-processed-gene-2.56-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.56&CDS=1-1848, genemark-Sbay_7-processed-gene-3.97-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-3.97&CDS=1-1680
127	OG0000127	YGL135W, YPL220W	genemark-Sbay_16-processed-gene-1.21-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.21&CDS=1-651, genemark-Sbay_7-processed-gene-2.49-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-2.49&CDS=1-651
128	OG0000128	YGL139W, YPL221W	genemark-Sbay_16-processed-gene-1.20-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.20&CDS=1-2379, snap_masked-Sbay_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-Sbay_7-processed-gene-2.90&CDS=1-2562
129	OG0000129	YGR027C, YLR333C	genemark-Sbay_10-processed-gene-7.111-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-7.111&CDS=1-324, genemark-Sbay_7-processed-gene-5.92-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-5.92&CDS=1-324
130	OG0000130	YGR056W, YLR357W	augustus_masked-Sbay_10-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-8.94&CDS=1-2673, genemark-Sbay_7-processed-gene-5.84-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-5.84&CDS=1-2778
131	OG0000131	YGR070W, YLR371W	genemark-Sbay_10-processed-gene-8.62-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-8.62&CDS=1-4080, genemark-Sbay_7-processed-gene-6.39-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-6.39&CDS=1-3207
132	OG0000132	YGR092W, YPR111W	augustus_masked-Sbay_16-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-7.17&CDS=1-1692, genemark-Sbay_7-processed-gene-6.48-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-6.48&CDS=1-1719
133	OG0000133	YGR121C, YPR138C	genemark-Sbay_16-processed-gene-8.47-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-8.47&CDS=1-1467, genemark-Sbay_7-processed-gene-7.65-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-7.65&CDS=1-1482
134	OG0000134	YGR124W, YPR145W	genemark-Sbay_16-processed-gene-8.24-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-8.24&CDS=1-1716, genemark-Sbay_7-processed-gene-7.43-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-7.43&CDS=1-1716
135	OG0000135	YGR138C, YPR156C	genemark-Sbay_16-processed-gene-8.55-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-8.55&CDS=1-1866, genemark-Sbay_7-processed-gene-7.70-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-7.70&CDS=1-1839
136	OG0000136	YGR143W, YPR159W	genemark-Sbay_16-processed-gene-8.29-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-8.29&CDS=1-2157, genemark-Sbay_7-processed-gene-7.55-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-7.55&CDS=1-2763
137	OG0000137	YGR197C, YJR015W	genemark-Sbay_7-processed-gene-8.138-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-8.138&CDS=1-1626, maker-Sbay_12-snap-gene-1.138-mRNA-1_1&gene=maker-Sbay_12-snap-gene-1.138&CDS=1-3057
138	OG0000138	YGR256W, YHR183W	genemark-Sbay_15-processed-gene-6.108-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-6.108&CDS=1-1467, genemark-Sbay_7-processed-gene-9.90-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-9.90&CDS=1-1476
139	OG0000139	YGR279C, YMR305C	genemark-Sbay_13-processed-gene-8.48-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.48&CDS=1-1149, snap_masked-Sbay_7-processed-gene-9.68-mRNA-1_1&gene=snap_masked-Sbay_7-processed-gene-9.68&CDS=1-1146
140	OG0000140	YHL003C, YKL008C	genemark-Sbay_11-processed-gene-4.80-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.80&CDS=1-1254, genemark-Sbay_8-processed-gene-1.18-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-1.18&CDS=1-1233
141	OG0000141	YHL033C, YLL045C	genemark-Sbay_10-processed-gene-0.63-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.63&CDS=1-768, genemark-Sbay_8-processed-gene-0.56-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-0.56&CDS=1-768
142	OG0000142	YHL035C, YLL048C	augustus_masked-Sbay_10-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.88&CDS=1-4983, genemark-Sbay_8-processed-gene-0.54-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-0.54&CDS=1-4797
143	OG0000143	YHR001W, YKR003W	genemark-Sbay_11-processed-gene-4.66-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.66&CDS=1-1341, genemark-Sbay_8-processed-gene-1.20-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-1.20&CDS=1-1308
144	OG0000144	YHR047C, YKL157W	genemark-Sbay_15-processed-gene-4.141-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-4.141&CDS=1-2568, maker-Sbay_11-augustus-gene-1.143-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-1.143&CDS=1-2856
145	OG0000145	YHR115C, YNL116W	augustus_masked-Sbay_15-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-5.46&CDS=1-1197, genemark-Sbay_14-processed-gene-4.83-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.83&CDS=1-1740
146	OG0000146	YHR117W, YNL121C	augustus_masked-Sbay_15-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-5.31&CDS=1-2178, genemark-Sbay_14-processed-gene-4.80-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.80&CDS=1-1851
147	OG0000147	YHR141C, YNL162W	maker-Sbay_14-snap-gene-3.8-mRNA-1_1&gene=maker-Sbay_14-snap-gene-3.8&CDS=1-318, snap_masked-Sbay_15-processed-gene-5.157-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-5.157&CDS=1-318
148	OG0000148	YHR203C, YJR145C	augustus_masked-Sbay_12-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-Sbay_12-processed-gene-3.47&CDS=1-783, augustus_masked-Sbay_15-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-6.214&CDS=1-783
149	OG0000149	YHR208W, YJR148W	genemark-Sbay_12-processed-gene-3.84-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-3.84&CDS=1-1128, genemark-Sbay_15-processed-gene-6.122-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-6.122&CDS=1-1179
150	OG0000150	YHR210C, YNR071C	genemark-Sbay_12-processed-gene-3.117-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-3.117&CDS=1-1032, genemark-Sbay_7-processed-gene-0.43-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-0.43&CDS=1-1029
151	OG0000151	YIL013C, YOR011W	genemark-Sbay_15-processed-gene-3.101-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.101&CDS=1-4182, genemark-Sbay_9-processed-gene-3.61-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-3.61&CDS=1-4239
152	OG0000152	YIL105C, YNL047C	genemark-Sbay_14-processed-gene-5.90-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.90&CDS=1-1959, genemark-Sbay_9-processed-gene-1.76-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-1.76&CDS=1-2025
153	OG0000153	YIL109C, YNL049C	maker-Sbay_9-snap-gene-1.133-mRNA-1_1&gene=maker-Sbay_9-snap-gene-1.133&CDS=1-2730, snap_masked-Sbay_14-processed-gene-5.137-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.137&CDS=1-2655
154	OG0000154	YIL123W, YNL066W	genemark-Sbay_14-processed-gene-5.61-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.61&CDS=1-1266, snap_masked-Sbay_9-processed-gene-1.9-mRNA-1_1&gene=snap_masked-Sbay_9-processed-gene-1.9&CDS=1-1413
155	OG0000155	YIL133C, YNL069C	genemark-Sbay_14-processed-gene-5.59-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.59&CDS=1-594, genemark-Sbay_9-processed-gene-1.46-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-1.46&CDS=1-597
156	OG0000156	YIL151C, YKR096W	augustus_masked-Sbay_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-Sbay_9-processed-gene-0.96&CDS=1-5034, genemark-Sbay_11-processed-gene-5.97-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.97&CDS=1-3591
157	OG0000157	YIL166C, YOL163W	genemark-Sbay_15-processed-gene-6.151-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-6.151&CDS=1-1665, genemark-Sbay_9-processed-gene-0.64-mRNA-1_1&gene=genemark-Sbay_9-processed-gene-0.64&CDS=1-1626
158	OG0000158	YIR031C, YNL117W	augustus_masked-Sbay_9-processed-gene-3.203-mRNA-1_1&gene=augustus_masked-Sbay_9-processed-gene-3.203&CDS=1-2364, genemark-Sbay_14-processed-gene-4.82-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.82&CDS=1-1662
159	OG0000159	YJL045W, YKL148C	genemark-Sbay_12-processed-gene-0.52-mRNA-1_1&gene=genemark-Sbay_12-processed-gene-0.52&CDS=1-1902, maker-Sbay_11-augustus-gene-1.146-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-1.146&CDS=1-3141
160	OG0000160	YJL082W, YKR018C	genemark-Sbay_11-processed-gene-4.93-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.93&CDS=1-2178, genemark-Sbay_6-processed-gene-2.81-mRNA-1_1&gene=genemark-Sbay_6-processed-gene-2.81&CDS=1-2190
161	OG0000161	YJL095W, YKR028W	augustus_masked-Sbay_6-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-Sbay_6-processed-gene-3.16&CDS=1-8406, genemark-Sbay_11-processed-gene-4.76-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.76&CDS=1-3114
162	OG0000162	YJL139C, YKR061W	genemark-Sbay_11-processed-gene-5.80-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.80&CDS=1-1077, genemark-Sbay_6-processed-gene-4.2-mRNA-1_1&gene=genemark-Sbay_6-processed-gene-4.2&CDS=1-1209
163	OG0000163	YJL172W, YOL153C	genemark-Sbay_15-processed-gene-0.83-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-0.83&CDS=1-1737, genemark-Sbay_6-processed-gene-4.43-mRNA-1_1&gene=genemark-Sbay_6-processed-gene-4.43&CDS=1-1731
164	OG0000164	YJR066W, YKL203C	augustus_masked-Sbay_11-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.99&CDS=1-7419, augustus_masked-Sbay_12-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-Sbay_12-processed-gene-2.29&CDS=1-7404
165	OG0000165	YJR130C, YML082W	genemark-Sbay_13-processed-gene-1.91-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-1.91&CDS=1-1947, maker-Sbay_12-augustus-gene-3.209-mRNA-1_1&gene=maker-Sbay_12-augustus-gene-3.209&CDS=1-2913
166	OG0000166	YKL081W, YPL048W	augustus_masked-Sbay_16-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.26&CDS=1-1599, genemark-Sbay_11-processed-gene-2.110-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.110&CDS=1-1233
167	OG0000167	YKL126W, YMR104C	genemark-Sbay_11-processed-gene-2.87-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.87&CDS=1-2052, genemark-Sbay_13-processed-gene-4.86-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-4.86&CDS=1-2040
168	OG0000168	YKL127W, YMR105C	genemark-Sbay_11-processed-gene-2.86-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.86&CDS=1-1710, genemark-Sbay_13-processed-gene-4.87-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-4.87&CDS=1-1707
169	OG0000169	YKL129C, YMR109W	genemark-Sbay_11-processed-gene-1.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.94&CDS=1-3801, genemark-Sbay_13-processed-gene-4.68-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-4.68&CDS=1-3618
170	OG0000170	YKR078W, YMR251W	augustus_masked-Sbay_11-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.33&CDS=1-3876, snap_masked-Sbay_13-processed-gene-7.71-mRNA-1_1&gene=snap_masked-Sbay_13-processed-gene-7.71&CDS=1-1098
171	OG0000171	YLL010C, YLR019W	augustus_masked-Sbay_10-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.108&CDS=1-1155, augustus_masked-Sbay_10-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.114&CDS=1-1245
172	OG0000172	YLL061W, YPL274W	genemark-Sbay_16-processed-gene-0.35-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-0.35&CDS=1-1749, genemark-Sbay_16-processed-gene-0.39-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-0.39&CDS=1-2430
173	OG0000173	YLL062C, YPL273W	genemark-Sbay_13-processed-gene-8.56-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.56&CDS=1-975, genemark-Sbay_16-processed-gene-0.51-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-0.51&CDS=1-972
174	OG0000174	YLR028C, YMR120C	genemark-Sbay_10-processed-gene-2.89-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.89&CDS=1-1773, genemark-Sbay_13-processed-gene-4.96-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-4.96&CDS=1-1776
175	OG0000175	YLR029C, YMR121C	genemark-Sbay_10-processed-gene-2.90-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.90&CDS=1-612, genemark-Sbay_13-processed-gene-5.3-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-5.3&CDS=1-612
176	OG0000176	YLR249W, YNL014W	augustus_masked-Sbay_14-processed-gene-6.182-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.182&CDS=1-4920, genemark-Sbay_10-processed-gene-6.104-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-6.104&CDS=1-3132
