	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
48	OG0000048	YMR234W	augustus_masked-flattened_line_8-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.80&CDS=1-618, maker-flattened_line_8-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.1&CDS=1-951, snap_masked-flattened_line_8-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.10&CDS=1-1332, snap_masked-flattened_line_8-processed-gene-2.9-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.9&CDS=1-870
49	OG0000049	YMR244W	maker-flattened_line_30-augustus-gene-2.4-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-2.4&CDS=1-744, snap_masked-flattened_line_30-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.117&CDS=1-927, snap_masked-flattened_line_4-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.110&CDS=1-918, snap_masked-flattened_line_70-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.22&CDS=1-897
50	OG0000050	YMR303C, YOL086C	snap_masked-flattened_line_2-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.99&CDS=1-1044, snap_masked-flattened_line_26-processed-gene-2.214-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.214&CDS=1-1125, snap_masked-flattened_line_64-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.30&CDS=1-1056
51	OG0000051	YOR320C	augustus_masked-flattened_line_12-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.166&CDS=1-1452, augustus_masked-flattened_line_34-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-2.34&CDS=1-1635, snap_masked-flattened_line_234-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.0&CDS=1-255, snap_masked-flattened_line_4-processed-gene-7.209-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.209&CDS=1-1395
52	OG0000052	YOR389W, YPL277C, YPL278C	snap_masked-flattened_line_0-processed-gene-4.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.27&CDS=1-2052, snap_masked-flattened_line_22-processed-gene-2.190-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.190&CDS=1-1992
53	OG0000053	YPR159W	snap_masked-flattened_line_12-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.137&CDS=1-1971, snap_masked-flattened_line_2-processed-gene-8.142-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.142&CDS=1-1998, snap_masked-flattened_line_52-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.200&CDS=1-2109, snap_masked-flattened_line_56-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.178&CDS=1-1971
54	OG0000054		augustus_masked-flattened_line_30-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-2.38&CDS=1-1422, augustus_masked-flattened_line_58-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.82&CDS=1-3846, augustus_masked-flattened_line_58-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.96&CDS=1-717, snap_masked-flattened_line_2-processed-gene-8.120-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.120&CDS=1-933, snap_masked-flattened_line_58-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.160&CDS=1-702
55	OG0000055	YAL023C, YGR199W	snap_masked-flattened_line_36-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.130&CDS=1-2283, snap_masked-flattened_line_50-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.80&CDS=1-2352
56	OG0000056	YAL054C, YLR153C	snap_masked-flattened_line_20-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.14&CDS=1-2022, snap_masked-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.108&CDS=1-2016
57	OG0000057	YAR035W, YER024W	snap_masked-flattened_line_12-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.27&CDS=1-2310, snap_masked-flattened_line_34-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.1&CDS=1-2250
58	OG0000058	YBL003C, YDR225W	snap_masked-flattened_line_16-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.88&CDS=1-393, snap_masked-flattened_line_76-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.150&CDS=1-393
59	OG0000059	YBL011W, YKR067W	genemark-flattened_line_38-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.142&CDS=1-2271, snap_masked-flattened_line_30-processed-gene-2.152-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.152&CDS=1-2049
60	OG0000060	YBL054W, YER088C	augustus_masked-flattened_line_56-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.39&CDS=1-1842, snap_masked-flattened_line_12-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.26&CDS=1-1143
61	OG0000061	YBL055C	augustus_masked-flattened_line_56-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.38&CDS=1-2595, snap_masked-flattened_line_28-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.67&CDS=1-1047, snap_masked-flattened_line_38-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.74&CDS=1-1254
62	OG0000062	YBL063W, YEL061C	snap_masked-flattened_line_24-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.169&CDS=1-3264, snap_masked-flattened_line_30-processed-gene-2.139-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.139&CDS=1-2916
63	OG0000063	YBR002C, YMR101C	maker-flattened_line_24-snap-gene-2.157-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-2.157&CDS=1-930, snap_masked-flattened_line_82-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.112&CDS=1-843
64	OG0000064	YBR011C, YMR267W	augustus_masked-flattened_line_8-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.5&CDS=1-855, snap_masked-flattened_line_38-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.26&CDS=1-882
65	OG0000065	YBR021W, YIR028W	snap_masked-flattened_line_28-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.28&CDS=1-1734, snap_masked-flattened_line_28-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.30&CDS=1-1734
66	OG0000066	YBR118W, YPR080W	maker-flattened_line_50-snap-gene-0.90-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.90&CDS=1-2280, snap_masked-flattened_line_22-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.114&CDS=1-1377
67	OG0000067	YBR132C	maker-flattened_line_6-snap-gene-6.70-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-6.70&CDS=1-1824, maker-flattened_line_72-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.3&CDS=1-1785, snap_masked-flattened_line_30-processed-gene-2.190-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.190&CDS=1-1779
68	OG0000068	YBR139W, YMR297W	maker-flattened_line_8-snap-gene-4.145-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-4.145&CDS=1-1707, snap_masked-flattened_line_50-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.35&CDS=1-1617
69	OG0000069	YBR151W, YML050W	snap_masked-flattened_line_8-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.116&CDS=1-882, snap_masked-flattened_line_80-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.16&CDS=1-906
70	OG0000070	YBR175W, YOR272W	snap_masked-flattened_line_2-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.44&CDS=1-1005, snap_masked-flattened_line_36-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.91&CDS=1-1341
71	OG0000071	YBR205W, YDR483W, YOR099W	snap_masked-flattened_line_36-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.143&CDS=1-1275
72	OG0000072	YBR237W, YNL112W	maker-flattened_line_64-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.46&CDS=1-1629, snap_masked-flattened_line_2-processed-gene-7.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.24&CDS=1-2874
73	OG0000073	YBR249C, YDR035W	snap_masked-flattened_line_28-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.48&CDS=1-1089, snap_masked-flattened_line_6-processed-gene-5.110-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.110&CDS=1-1134
74	OG0000074	YBR263W, YLR058C	snap_masked-flattened_line_12-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.34&CDS=1-1473, snap_masked-flattened_line_4-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.27&CDS=1-1407
75	OG0000075	YBR294W, YLR092W	snap_masked-flattened_line_26-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.122&CDS=1-2379, snap_masked-flattened_line_78-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.91&CDS=1-2370
76	OG0000076	YCL037C, YDR515W	snap_masked-flattened_line_32-processed-gene-2.170-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.170&CDS=1-1854, snap_masked-flattened_line_66-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.31&CDS=1-1902
77	OG0000077	YCL039W, YDR364C	genemark-flattened_line_58-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.29&CDS=1-1506, genemark-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.91&CDS=1-1806
78	OG0000078	YCL067C, YCR039C, YCR096C	genemark-flattened_line_26-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.36&CDS=1-537
79	OG0000079	YCR102C, YLR460C, YNL134C	snap_masked-flattened_line_2-processed-gene-8.122-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.122&CDS=1-1128
80	OG0000080	YCR105W, YMR318C	genemark-flattened_line_16-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.54&CDS=1-1113, snap_masked-flattened_line_20-processed-gene-2.212-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.212&CDS=1-1113
81	OG0000081	YDL124W	genemark-flattened_line_16-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.76&CDS=1-954, maker-flattened_line_6-snap-gene-6.73-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-6.73&CDS=1-957, snap_masked-flattened_line_72-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.19&CDS=1-957
82	OG0000082	YDL144C	genemark-flattened_line_46-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.99&CDS=1-1020, snap_masked-flattened_line_36-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.109&CDS=1-1020, snap_masked-flattened_line_70-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.32&CDS=1-1032
83	OG0000083	YDL216C, YFR004W	snap_masked-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.162&CDS=1-939, snap_masked-flattened_line_6-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.88&CDS=1-1374
84	OG0000084	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_24-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.162&CDS=1-3258
85	OG0000085	YDR090C	augustus_masked-flattened_line_40-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.143&CDS=1-540, genemark-flattened_line_10-processed-gene-4.85-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.85&CDS=1-795, snap_masked-flattened_line_4-processed-gene-7.190-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.190&CDS=1-813
86	OG0000086	YDR135C, YLL015W	genemark-flattened_line_4-processed-gene-3.47-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.47&CDS=1-4827, snap_masked-flattened_line_2-processed-gene-5.112-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.112&CDS=1-4680
87	OG0000087	YDR178W, YLR164W	snap_masked-flattened_line_103-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.3&CDS=1-501, snap_masked-flattened_line_34-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.38&CDS=1-540
88	OG0000088	YDR242W	snap_masked-flattened_line_18-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.10&CDS=1-1671, snap_masked-flattened_line_2-processed-gene-5.99-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.99&CDS=1-1719, snap_masked-flattened_line_26-processed-gene-2.219-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.219&CDS=1-1626
89	OG0000089	YDR276C, YDR525W-A, YJL151C	genemark-flattened_line_76-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.42&CDS=1-570
90	OG0000090	YDR466W, YDR490C	maker-flattened_line_18-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.2&CDS=1-2706, snap_masked-flattened_line_0-processed-gene-8.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.10&CDS=1-3495
91	OG0000091	YEL063C, YNL268W, YNL270C	maker-flattened_line_6-snap-gene-3.132-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.132&CDS=1-4962
92	OG0000092	YER017C, YMR089C	augustus_masked-flattened_line_186-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.1&CDS=1-1443, snap_masked-flattened_line_14-processed-gene-4.153-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.153&CDS=1-2202
93	OG0000093	YER054C, YIL045W	augustus_masked-flattened_line_66-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.75&CDS=1-2028, snap_masked-flattened_line_6-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.32&CDS=1-1728
94	OG0000094	YER067W, YIL057C	snap_masked-flattened_line_10-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.25&CDS=1-561, snap_masked-flattened_line_10-processed-gene-2.14-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.14&CDS=1-612
95	OG0000095	YFL011W, YMR011W	snap_masked-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.33&CDS=1-1638, snap_masked-flattened_line_2-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.114&CDS=1-1677
96	OG0000096	YFL039C, YHR128W	maker-flattened_line_40-snap-gene-1.67-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.67&CDS=1-1758, snap_masked-flattened_line_12-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.38&CDS=1-1128
97	OG0000097	YFL059W, YMR096W, YNL333W	snap_masked-flattened_line_24-processed-gene-2.241-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.241&CDS=1-684
98	OG0000098	YFL060C, YMR095C, YNL334C	maker-flattened_line_74-snap-gene-0.133-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.133&CDS=1-729
99	OG0000099	YFR014C, YOL016C	snap_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.85&CDS=1-1284, snap_masked-flattened_line_6-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.104&CDS=1-1302
100	OG0000100	YFR031C-A, YIL018W	snap_masked-flattened_line_103-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.0&CDS=1-765, snap_masked-flattened_line_66-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.16&CDS=1-765
101	OG0000101	YGL120C, YNR011C	snap_masked-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.18&CDS=1-2754, snap_masked-flattened_line_38-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.83&CDS=1-2322
102	OG0000102	YGL147C, YNL067W	snap_masked-flattened_line_2-processed-gene-8.136-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.136&CDS=1-582, snap_masked-flattened_line_6-processed-gene-6.10-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.10&CDS=1-582
103	OG0000103	YGL194C, YPR068C	genemark-flattened_line_0-processed-gene-6.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.75&CDS=1-1374, snap_masked-flattened_line_2-processed-gene-3.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.86&CDS=1-1395
104	OG0000104	YGL257C, YNR059W	genemark-flattened_line_22-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.25&CDS=1-3012, snap_masked-flattened_line_6-processed-gene-5.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.104&CDS=1-1941
105	OG0000105	YGR009C, YMR017W	snap_masked-flattened_line_30-processed-gene-2.181-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.181&CDS=1-1404, snap_masked-flattened_line_46-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.76&CDS=1-1200
106	OG0000106	YGR192C, YJR009C	snap_masked-flattened_line_48-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.36&CDS=1-1005, snap_masked-flattened_line_82-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.101&CDS=1-1005
107	OG0000107	YGR249W, YOR140W	augustus_masked-flattened_line_6-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.165&CDS=1-1800, snap_masked-flattened_line_14-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.130&CDS=1-2412
108	OG0000108	YHL019C, YPL259C	genemark-flattened_line_2-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.42&CDS=1-1959, snap_masked-flattened_line_46-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.50&CDS=1-1392
109	OG0000109	YHL033C, YLL045C	genemark-flattened_line_66-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.105&CDS=1-1425, snap_masked-flattened_line_103-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.15&CDS=1-780
110	OG0000110	YHR028C, YOR219C	snap_masked-flattened_line_46-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.78&CDS=1-2616, snap_masked-flattened_line_50-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.62&CDS=1-2688
111	OG0000111	YIL035C, YOR061W	snap_masked-flattened_line_34-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.92&CDS=1-996, snap_masked-flattened_line_8-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.114&CDS=1-990
112	OG0000112	YIL085C, YNL029C	snap_masked-flattened_line_2-processed-gene-8.151-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.151&CDS=1-1500, snap_masked-flattened_line_30-processed-gene-2.164-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.164&CDS=1-1605
113	OG0000113	YIL159W, YNL271C	maker-flattened_line_0-snap-gene-5.3-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.3&CDS=1-5292, snap_masked-flattened_line_16-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.114&CDS=1-5850
114	OG0000114	YJL081C, YPR034W	snap_masked-flattened_line_18-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.21&CDS=1-1254, snap_masked-flattened_line_2-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.5&CDS=1-1518
115	OG0000115	YJL089W, YMR280C	genemark-flattened_line_66-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.127&CDS=1-3225, snap_masked-flattened_line_82-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.102&CDS=1-3600
116	OG0000116	YJR059W, YKL198C	snap_masked-flattened_line_0-processed-gene-7.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.22&CDS=1-2658, snap_masked-flattened_line_10-processed-gene-4.140-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.140&CDS=1-2337
117	OG0000117	YJR066W, YKL203C	genemark-flattened_line_60-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.69&CDS=1-7410, snap_masked-flattened_line_68-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.33&CDS=1-7416
