	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_paradoxus
72	OG0000072	YCL069W, YKR105C	genemark-Spar_11-processed-gene-5.93-mRNA-1_1&gene=genemark-Spar_11-processed-gene-5.93&CDS=1-1746, genemark-Spar_3-processed-gene-0.34-mRNA-1_1&gene=genemark-Spar_3-processed-gene-0.34&CDS=1-1128
73	OG0000073	YCL073C, YKR106W	genemark-Spar_11-processed-gene-5.58-mRNA-1_1&gene=genemark-Spar_11-processed-gene-5.58&CDS=1-1845, maker-Spar_3-snap-gene-0.122-mRNA-1_1&gene=maker-Spar_3-snap-gene-0.122&CDS=1-1320
74	OG0000074	YCR005C, YNR001C	genemark-Spar_14-processed-gene-6.204-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.204&CDS=1-1437, genemark-Spar_3-processed-gene-1.62-mRNA-1_1&gene=genemark-Spar_3-processed-gene-1.62&CDS=1-1380
75	OG0000075	YCR037C, YJL198W	genemark-Spar_10-processed-gene-0.10-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.10&CDS=1-2643, genemark-Spar_3-processed-gene-1.82-mRNA-1_1&gene=genemark-Spar_3-processed-gene-1.82&CDS=1-2769
76	OG0000076	YCR073C, YNR031C	genemark-Spar_14-processed-gene-6.215-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.215&CDS=1-4737, genemark-Spar_3-processed-gene-2.72-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.72&CDS=1-3990
77	OG0000077	YDL022W, YOL059W	genemark-Spar_15-processed-gene-2.9-mRNA-1_1&gene=genemark-Spar_15-processed-gene-2.9&CDS=1-1173, genemark-Spar_4-processed-gene-4.60-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.60&CDS=1-1173
78	OG0000078	YDL037C, YIR019C	genemark-Spar_9-processed-gene-3.122-mRNA-1_1&gene=genemark-Spar_9-processed-gene-3.122&CDS=1-2796, maker-Spar_4-augustus-gene-4.10-mRNA-1_1&gene=maker-Spar_4-augustus-gene-4.10&CDS=1-4896
79	OG0000079	YDL066W, YLR173W	augustus_masked-Spar_12-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-Spar_12-processed-gene-4.118&CDS=1-4518, genemark-Spar_4-processed-gene-3.117-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.117&CDS=1-1287
80	OG0000080	YDL075W, YLR406C	genemark-Spar_12-processed-gene-8.49-mRNA-1_1&gene=genemark-Spar_12-processed-gene-8.49&CDS=1-339, genemark-Spar_4-processed-gene-3.114-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.114&CDS=1-339
81	OG0000081	YDL085W, YMR145C	genemark-Spar_13-processed-gene-5.82-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.82&CDS=1-1680, maker-Spar_4-augustus-gene-3.100-mRNA-1_1&gene=maker-Spar_4-augustus-gene-3.100&CDS=1-3003
82	OG0000082	YDL131W, YDL182W	genemark-Spar_4-processed-gene-1.60-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.60&CDS=1-1284, genemark-Spar_4-processed-gene-2.13-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.13&CDS=1-1320
83	OG0000083	YDL134C, YDL188C	genemark-Spar_4-processed-gene-1.80-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.80&CDS=1-1131, genemark-Spar_4-processed-gene-2.36-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.36&CDS=1-1107
84	OG0000084	YDL137W, YDL192W	genemark-Spar_4-processed-gene-2.9-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.9&CDS=1-543, snap_masked-Spar_4-processed-gene-1.105-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-1.105&CDS=1-543
85	OG0000085	YDL138W, YDL194W	genemark-Spar_4-processed-gene-1.54-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.54&CDS=1-2652, genemark-Spar_4-processed-gene-2.8-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.8&CDS=1-2181
86	OG0000086	YDL222C, YNL194C	snap_masked-Spar_14-processed-gene-2.50-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-2.50&CDS=1-903, snap_masked-Spar_4-processed-gene-0.65-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-0.65&CDS=1-4176
87	OG0000087	YDL229W, YNL209W	genemark-Spar_14-processed-gene-2.69-mRNA-1_1&gene=genemark-Spar_14-processed-gene-2.69&CDS=1-1839, genemark-Spar_4-processed-gene-0.84-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.84&CDS=1-1839
88	OG0000088	YDR011W, YNR070W	genemark-Spar_14-processed-gene-6.198-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.198&CDS=1-4263, genemark-Spar_4-processed-gene-4.77-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.77&CDS=1-4503
89	OG0000089	YDR038C, YDR039C, YDR040C	maker-Spar_4-snap-gene-5.3-mRNA-1_1&gene=maker-Spar_4-snap-gene-5.3&CDS=1-4467
90	OG0000090	YDR093W, YER166W	genemark-Spar_5-processed-gene-4.43-mRNA-1_1&gene=genemark-Spar_5-processed-gene-4.43&CDS=1-4713, snap_masked-Spar_4-processed-gene-6.99-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-6.99&CDS=1-4836
91	OG0000091	YDR107C, YLR083C	genemark-Spar_12-processed-gene-2.151-mRNA-1_1&gene=genemark-Spar_12-processed-gene-2.151&CDS=1-1989, genemark-Spar_4-processed-gene-6.74-mRNA-1_1&gene=genemark-Spar_4-processed-gene-6.74&CDS=1-2070
92	OG0000092	YDR122W, YLR096W	genemark-Spar_12-processed-gene-3.47-mRNA-1_1&gene=genemark-Spar_12-processed-gene-3.47&CDS=1-3483, genemark-Spar_4-processed-gene-7.46-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.46&CDS=1-3192
93	OG0000093	YDR134C, YFR054C	genemark-Spar_4-processed-gene-7.71-mRNA-1_1&gene=genemark-Spar_4-processed-gene-7.71&CDS=1-420, snap_masked-Spar_6-processed-gene-2.100-mRNA-1_1&gene=snap_masked-Spar_6-processed-gene-2.100&CDS=1-5361
94	OG0000094	YDR300C, YHR032W	genemark-Spar_4-processed-gene-11.61-mRNA-1_1&gene=genemark-Spar_4-processed-gene-11.61&CDS=1-1284, maker-Spar_8-augustus-gene-1.100-mRNA-1_1&gene=maker-Spar_8-augustus-gene-1.100&CDS=1-3039
95	OG0000095	YDR341C, YHR091C	genemark-Spar_4-processed-gene-12.121-mRNA-1_1&gene=genemark-Spar_4-processed-gene-12.121&CDS=1-1821, genemark-Spar_8-processed-gene-2.82-mRNA-1_1&gene=genemark-Spar_8-processed-gene-2.82&CDS=1-1929
96	OG0000096	YDR353W, YHR106W	genemark-Spar_4-processed-gene-10.36-mRNA-1_1&gene=genemark-Spar_4-processed-gene-10.36&CDS=1-957, genemark-Spar_8-processed-gene-3.112-mRNA-1_1&gene=genemark-Spar_8-processed-gene-3.112&CDS=1-1026
97	OG0000097	YDR358W, YHR108W	augustus_masked-Spar_8-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-Spar_8-processed-gene-3.8&CDS=1-5241, genemark-Spar_4-processed-gene-10.33-mRNA-1_1&gene=genemark-Spar_4-processed-gene-10.33&CDS=1-1671
98	OG0000098	YDR385W, YOR133W	maker-Spar_4-augustus-gene-12.37-mRNA-1_1&gene=maker-Spar_4-augustus-gene-12.37&CDS=1-4209, snap_masked-Spar_15-processed-gene-5.68-mRNA-1_1&gene=snap_masked-Spar_15-processed-gene-5.68&CDS=1-2235
99	OG0000099	YDR418W, YEL054C	genemark-Spar_4-processed-gene-12.104-mRNA-1_1&gene=genemark-Spar_4-processed-gene-12.104&CDS=1-495, genemark-Spar_5-processed-gene-0.65-mRNA-1_1&gene=genemark-Spar_5-processed-gene-0.65&CDS=1-495
100	OG0000100	YDR436W, YML016C	genemark-Spar_13-processed-gene-2.133-mRNA-1_1&gene=genemark-Spar_13-processed-gene-2.133&CDS=1-2070, maker-Spar_4-augustus-gene-13.103-mRNA-1_1&gene=maker-Spar_4-augustus-gene-13.103&CDS=1-2640
101	OG0000101	YDR447C, YML024W	augustus_masked-Spar_4-processed-gene-13.137-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-13.137&CDS=1-408, genemark-Spar_13-processed-gene-2.107-mRNA-1_1&gene=genemark-Spar_13-processed-gene-2.107&CDS=1-408
102	OG0000102	YDR453C, YML028W	genemark-Spar_13-processed-gene-2.105-mRNA-1_1&gene=genemark-Spar_13-processed-gene-2.105&CDS=1-588, genemark-Spar_4-processed-gene-13.43-mRNA-1_1&gene=genemark-Spar_4-processed-gene-13.43&CDS=1-588
103	OG0000103	YDR497C, YOL103W	genemark-Spar_15-processed-gene-1.57-mRNA-1_1&gene=genemark-Spar_15-processed-gene-1.57&CDS=1-1827, genemark-Spar_4-processed-gene-14.102-mRNA-1_1&gene=genemark-Spar_4-processed-gene-14.102&CDS=1-1752
104	OG0000104	YDR502C, YLR180W	genemark-Spar_12-processed-gene-4.80-mRNA-1_1&gene=genemark-Spar_12-processed-gene-4.80&CDS=1-1146, genemark-Spar_4-processed-gene-14.105-mRNA-1_1&gene=genemark-Spar_4-processed-gene-14.105&CDS=1-1152
105	OG0000105	YEL022W, YJR031C	genemark-Spar_10-processed-gene-4.128-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.128&CDS=1-4227, genemark-Spar_5-processed-gene-1.12-mRNA-1_1&gene=genemark-Spar_5-processed-gene-1.12&CDS=1-4392
106	OG0000106	YEL030W, YJR045C	genemark-Spar_10-processed-gene-5.44-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.44&CDS=1-1953, genemark-Spar_5-processed-gene-0.53-mRNA-1_1&gene=genemark-Spar_5-processed-gene-0.53&CDS=1-1929
107	OG0000107	YEL063C, YNL270C	genemark-Spar_14-processed-gene-1.98-mRNA-1_1&gene=genemark-Spar_14-processed-gene-1.98&CDS=1-1719, genemark-Spar_5-processed-gene-0.60-mRNA-1_1&gene=genemark-Spar_5-processed-gene-0.60&CDS=1-1770
108	OG0000108	YER039C, YGL225W	genemark-Spar_5-processed-gene-2.144-mRNA-1_1&gene=genemark-Spar_5-processed-gene-2.144&CDS=1-1023, genemark-Spar_7-processed-gene-0.22-mRNA-1_1&gene=genemark-Spar_7-processed-gene-0.22&CDS=1-1011
109	OG0000109	YER070W, YIL066C	genemark-Spar_5-processed-gene-3.100-mRNA-1_1&gene=genemark-Spar_5-processed-gene-3.100&CDS=1-2664, maker-Spar_9-augustus-gene-2.99-mRNA-1_1&gene=maker-Spar_9-augustus-gene-2.99&CDS=1-4650
110	OG0000110	YER073W, YOR374W	genemark-Spar_15-processed-gene-9.123-mRNA-1_1&gene=genemark-Spar_15-processed-gene-9.123&CDS=1-1557, maker-Spar_5-snap-gene-3.2-mRNA-1_1&gene=maker-Spar_5-snap-gene-3.2&CDS=1-1932
111	OG0000111	YER081W, YIL074C	genemark-Spar_5-processed-gene-3.107-mRNA-1_1&gene=genemark-Spar_5-processed-gene-3.107&CDS=1-1407, genemark-Spar_9-processed-gene-2.4-mRNA-1_1&gene=genemark-Spar_9-processed-gene-2.4&CDS=1-1407
112	OG0000112	YER131W, YGL189C	genemark-Spar_5-processed-gene-4.30-mRNA-1_1&gene=genemark-Spar_5-processed-gene-4.30&CDS=1-357, genemark-Spar_7-processed-gene-1.24-mRNA-1_1&gene=genemark-Spar_7-processed-gene-1.24&CDS=1-357
113	OG0000113	YFL004W, YPL019C	genemark-Spar_16-processed-gene-5.83-mRNA-1_1&gene=genemark-Spar_16-processed-gene-5.83&CDS=1-4134, genemark-Spar_6-processed-gene-1.17-mRNA-1_1&gene=genemark-Spar_6-processed-gene-1.17&CDS=1-2484
114	OG0000114	YFL050C, YOL130W	genemark-Spar_15-processed-gene-0.55-mRNA-1_1&gene=genemark-Spar_15-processed-gene-0.55&CDS=1-2577, genemark-Spar_6-processed-gene-0.50-mRNA-1_1&gene=genemark-Spar_6-processed-gene-0.50&CDS=1-2562
115	OG0000115	YFL059W, YNL333W	genemark-Spar_10-processed-gene-6.111-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.111&CDS=1-894, genemark-Spar_14-processed-gene-0.0-mRNA-1_1&gene=genemark-Spar_14-processed-gene-0.0&CDS=1-894
116	OG0000116	YFR015C, YLR258W	genemark-Spar_12-processed-gene-6.14-mRNA-1_1&gene=genemark-Spar_12-processed-gene-6.14&CDS=1-2115, genemark-Spar_6-processed-gene-2.132-mRNA-1_1&gene=genemark-Spar_6-processed-gene-2.132&CDS=1-2124
117	OG0000117	YFR024C-A, YHR016C	maker-Spar_6-snap-gene-2.8-mRNA-1_1&gene=maker-Spar_6-snap-gene-2.8&CDS=1-1380, snap_masked-Spar_8-processed-gene-1.132-mRNA-1_1&gene=snap_masked-Spar_8-processed-gene-1.132&CDS=1-1404
118	OG0000118	YFR031C-A, YIL018W	snap_masked-Spar_6-processed-gene-2.86-mRNA-1_1&gene=snap_masked-Spar_6-processed-gene-2.86&CDS=1-762, snap_masked-Spar_9-processed-gene-3.144-mRNA-1_1&gene=snap_masked-Spar_9-processed-gene-3.144&CDS=1-762
119	OG0000119	YFR053C, YGL253W	genemark-Spar_6-processed-gene-2.153-mRNA-1_1&gene=genemark-Spar_6-processed-gene-2.153&CDS=1-1455, genemark-Spar_7-processed-gene-0.7-mRNA-1_1&gene=genemark-Spar_7-processed-gene-0.7&CDS=1-1458
120	OG0000120	YGL008C, YPL036W	genemark-Spar_16-processed-gene-5.55-mRNA-1_1&gene=genemark-Spar_16-processed-gene-5.55&CDS=1-2841, genemark-Spar_7-processed-gene-4.55-mRNA-1_1&gene=genemark-Spar_7-processed-gene-4.55&CDS=1-2757
121	OG0000121	YGL039W, YGL157W	genemark-Spar_7-processed-gene-4.22-mRNA-1_1&gene=genemark-Spar_7-processed-gene-4.22&CDS=1-1041, snap_masked-Spar_7-processed-gene-2.18-mRNA-1_1&gene=snap_masked-Spar_7-processed-gene-2.18&CDS=1-1044
122	OG0000122	YGL049C, YGR162W	genemark-Spar_7-processed-gene-4.36-mRNA-1_1&gene=genemark-Spar_7-processed-gene-4.36&CDS=1-2742, genemark-Spar_7-processed-gene-8.94-mRNA-1_1&gene=genemark-Spar_7-processed-gene-8.94&CDS=1-2850
123	OG0000123	YGL139W, YPL221W	augustus_masked-Spar_16-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-Spar_16-processed-gene-1.15&CDS=1-4491, genemark-Spar_7-processed-gene-2.66-mRNA-1_1&gene=genemark-Spar_7-processed-gene-2.66&CDS=1-2406
124	OG0000124	YGL147C, YNL067W	genemark-Spar_14-processed-gene-4.82-mRNA-1_1&gene=genemark-Spar_14-processed-gene-4.82&CDS=1-573, genemark-Spar_7-processed-gene-2.77-mRNA-1_1&gene=genemark-Spar_7-processed-gene-2.77&CDS=1-573
125	OG0000125	YGR027C, YLR333C	genemark-Spar_12-processed-gene-7.76-mRNA-1_1&gene=genemark-Spar_12-processed-gene-7.76&CDS=1-324, genemark-Spar_7-processed-gene-5.45-mRNA-1_1&gene=genemark-Spar_7-processed-gene-5.45&CDS=1-324
126	OG0000126	YGR070W, YLR371W	genemark-Spar_12-processed-gene-8.18-mRNA-1_1&gene=genemark-Spar_12-processed-gene-8.18&CDS=1-4056, genemark-Spar_7-processed-gene-6.45-mRNA-1_1&gene=genemark-Spar_7-processed-gene-6.45&CDS=1-3465
127	OG0000127	YGR085C, YPR102C	genemark-Spar_16-processed-gene-7.95-mRNA-1_1&gene=genemark-Spar_16-processed-gene-7.95&CDS=1-522, genemark-Spar_7-processed-gene-6.76-mRNA-1_1&gene=genemark-Spar_7-processed-gene-6.76&CDS=1-522
128	OG0000128	YGR092W, YPR111W	genemark-Spar_16-processed-gene-7.76-mRNA-1_1&gene=genemark-Spar_16-processed-gene-7.76&CDS=1-1692, genemark-Spar_7-processed-gene-6.55-mRNA-1_1&gene=genemark-Spar_7-processed-gene-6.55&CDS=1-1719
129	OG0000129	YGR118W, YPR132W	snap_masked-Spar_16-processed-gene-8.88-mRNA-1_1&gene=snap_masked-Spar_16-processed-gene-8.88&CDS=1-435, snap_masked-Spar_7-processed-gene-7.49-mRNA-1_1&gene=snap_masked-Spar_7-processed-gene-7.49&CDS=1-435
130	OG0000130	YGR121C, YPR138C	genemark-Spar_16-processed-gene-8.54-mRNA-1_1&gene=genemark-Spar_16-processed-gene-8.54&CDS=1-1467, genemark-Spar_7-processed-gene-7.120-mRNA-1_1&gene=genemark-Spar_7-processed-gene-7.120&CDS=1-1476
131	OG0000131	YGR124W, YPR145W	genemark-Spar_16-processed-gene-8.23-mRNA-1_1&gene=genemark-Spar_16-processed-gene-8.23&CDS=1-1716, genemark-Spar_7-processed-gene-7.96-mRNA-1_1&gene=genemark-Spar_7-processed-gene-7.96&CDS=1-1716
132	OG0000132	YGR138C, YPR156C	genemark-Spar_16-processed-gene-8.63-mRNA-1_1&gene=genemark-Spar_16-processed-gene-8.63&CDS=1-1866, genemark-Spar_7-processed-gene-7.125-mRNA-1_1&gene=genemark-Spar_7-processed-gene-7.125&CDS=1-1842
133	OG0000133	YGR143W, YPR159W	genemark-Spar_16-processed-gene-8.29-mRNA-1_1&gene=genemark-Spar_16-processed-gene-8.29&CDS=1-2160, genemark-Spar_7-processed-gene-7.109-mRNA-1_1&gene=genemark-Spar_7-processed-gene-7.109&CDS=1-2313
134	OG0000134	YGR254W, YHR174W	genemark-Spar_7-processed-gene-9.24-mRNA-1_1&gene=genemark-Spar_7-processed-gene-9.24&CDS=1-1311, genemark-Spar_8-processed-gene-4.91-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.91&CDS=1-1311
135	OG0000135	YGR256W, YHR183W	genemark-Spar_7-processed-gene-9.25-mRNA-1_1&gene=genemark-Spar_7-processed-gene-9.25&CDS=1-1476, genemark-Spar_8-processed-gene-4.101-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.101&CDS=1-1467
136	OG0000136	YHR047C, YKL157W	genemark-Spar_8-processed-gene-1.98-mRNA-1_1&gene=genemark-Spar_8-processed-gene-1.98&CDS=1-2568, maker-Spar_11-snap-gene-1.2-mRNA-1_1&gene=maker-Spar_11-snap-gene-1.2&CDS=1-2877
137	OG0000137	YHR135C, YNL154C	augustus_masked-Spar_14-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-Spar_14-processed-gene-3.38&CDS=1-2064, genemark-Spar_8-processed-gene-3.149-mRNA-1_1&gene=genemark-Spar_8-processed-gene-3.149&CDS=1-1605
138	OG0000138	YHR141C, YNL162W	snap_masked-Spar_14-processed-gene-3.58-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-3.58&CDS=1-318, snap_masked-Spar_8-processed-gene-3.94-mRNA-1_1&gene=snap_masked-Spar_8-processed-gene-3.94&CDS=1-318
139	OG0000139	YHR179W, YPL171C	genemark-Spar_16-processed-gene-2.66-mRNA-1_1&gene=genemark-Spar_16-processed-gene-2.66&CDS=1-1200, genemark-Spar_8-processed-gene-4.96-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.96&CDS=1-1200
140	OG0000140	YHR203C, YJR145C	genemark-Spar_8-processed-gene-4.135-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.135&CDS=1-783, snap_masked-Spar_10-processed-gene-6.179-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-6.179&CDS=1-783
141	OG0000141	YHR208W, YJR148W	genemark-Spar_10-processed-gene-6.78-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.78&CDS=1-1128, genemark-Spar_8-processed-gene-4.116-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.116&CDS=1-1179
142	OG0000142	YHR210C, YNR071C	genemark-Spar_14-processed-gene-6.234-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.234&CDS=1-1026, genemark-Spar_8-processed-gene-4.137-mRNA-1_1&gene=genemark-Spar_8-processed-gene-4.137&CDS=1-1023
143	OG0000143	YIL013C, YOR011W	genemark-Spar_15-processed-gene-3.46-mRNA-1_1&gene=genemark-Spar_15-processed-gene-3.46&CDS=1-4182, genemark-Spar_9-processed-gene-3.111-mRNA-1_1&gene=genemark-Spar_9-processed-gene-3.111&CDS=1-4236
144	OG0000144	YIL085C, YNL029C	augustus_masked-Spar_9-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-Spar_9-processed-gene-1.134&CDS=1-3693, genemark-Spar_14-processed-gene-5.101-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.101&CDS=1-1473
145	OG0000145	YIL109C, YNL049C	genemark-Spar_9-processed-gene-1.34-mRNA-1_1&gene=genemark-Spar_9-processed-gene-1.34&CDS=1-2778, snap_masked-Spar_14-processed-gene-5.47-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-5.47&CDS=1-2634
146	OG0000146	YIL123W, YNL066W	genemark-Spar_14-processed-gene-4.83-mRNA-1_1&gene=genemark-Spar_14-processed-gene-4.83&CDS=1-1281, genemark-Spar_9-processed-gene-1.13-mRNA-1_1&gene=genemark-Spar_9-processed-gene-1.13&CDS=1-1392
147	OG0000147	YIL133C, YNL069C	genemark-Spar_14-processed-gene-4.99-mRNA-1_1&gene=genemark-Spar_14-processed-gene-4.99&CDS=1-594, snap_masked-Spar_9-processed-gene-0.67-mRNA-1_1&gene=snap_masked-Spar_9-processed-gene-0.67&CDS=1-597
148	OG0000148	YIR031C, YNL117W	genemark-Spar_14-processed-gene-4.53-mRNA-1_1&gene=genemark-Spar_14-processed-gene-4.53&CDS=1-1662, genemark-Spar_9-processed-gene-3.127-mRNA-1_1&gene=genemark-Spar_9-processed-gene-3.127&CDS=1-1662
149	OG0000149	YIR042C	genemark-Spar_14-processed-gene-6.238-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.238&CDS=1-708, genemark-Spar_7-processed-gene-0.1-mRNA-1_1&gene=genemark-Spar_7-processed-gene-0.1&CDS=1-708, genemark-Spar_9-processed-gene-3.135-mRNA-1_1&gene=genemark-Spar_9-processed-gene-3.135&CDS=1-708
150	OG0000150	YJL045W, YKL148C	genemark-Spar_10-processed-gene-3.37-mRNA-1_1&gene=genemark-Spar_10-processed-gene-3.37&CDS=1-1902, genemark-Spar_11-processed-gene-1.51-mRNA-1_1&gene=genemark-Spar_11-processed-gene-1.51&CDS=1-1920
151	OG0000151	YJL082W, YKR018C	genemark-Spar_10-processed-gene-2.23-mRNA-1_1&gene=genemark-Spar_10-processed-gene-2.23&CDS=1-2193, maker-Spar_11-augustus-gene-5.100-mRNA-1_1&gene=maker-Spar_11-augustus-gene-5.100&CDS=1-4029
152	OG0000152	YJL190C, YLR367W	genemark-Spar_10-processed-gene-0.31-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.31&CDS=1-390, maker-Spar_12-snap-gene-8.0-mRNA-1_1&gene=maker-Spar_12-snap-gene-8.0&CDS=1-390
153	OG0000153	YJR066W, YKL203C	genemark-Spar_10-processed-gene-5.58-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.58&CDS=1-7416, genemark-Spar_11-processed-gene-0.59-mRNA-1_1&gene=genemark-Spar_11-processed-gene-0.59&CDS=1-7422
154	OG0000154	YKL104C, YMR085W	genemark-Spar_11-processed-gene-2.95-mRNA-1_1&gene=genemark-Spar_11-processed-gene-2.95&CDS=1-2151, snap_masked-Spar_13-processed-gene-4.58-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-4.58&CDS=1-2172
155	OG0000155	YKL126W, YMR104C	genemark-Spar_11-processed-gene-2.62-mRNA-1_1&gene=genemark-Spar_11-processed-gene-2.62&CDS=1-2040, genemark-Spar_13-processed-gene-4.40-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.40&CDS=1-2031
156	OG0000156	YKL127W, YMR105C	genemark-Spar_11-processed-gene-2.61-mRNA-1_1&gene=genemark-Spar_11-processed-gene-2.61&CDS=1-1710, genemark-Spar_13-processed-gene-4.41-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.41&CDS=1-1707
157	OG0000157	YKL129C, YMR109W	genemark-Spar_11-processed-gene-2.86-mRNA-1_1&gene=genemark-Spar_11-processed-gene-2.86&CDS=1-3807, genemark-Spar_13-processed-gene-4.22-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.22&CDS=1-3651
158	OG0000158	YKL163W, YKL164C	genemark-Spar_11-processed-gene-1.24-mRNA-1_1&gene=genemark-Spar_11-processed-gene-1.24&CDS=1-1191, snap_masked-Spar_11-processed-gene-1.88-mRNA-1_1&gene=snap_masked-Spar_11-processed-gene-1.88&CDS=1-1041
159	OG0000159	YLL010C, YLR019W	genemark-Spar_12-processed-gene-1.21-mRNA-1_1&gene=genemark-Spar_12-processed-gene-1.21&CDS=1-1185, genemark-Spar_12-processed-gene-1.25-mRNA-1_1&gene=genemark-Spar_12-processed-gene-1.25&CDS=1-1242
160	OG0000160	YLL061W, YPL274W	genemark-Spar_12-processed-gene-0.31-mRNA-1_1&gene=genemark-Spar_12-processed-gene-0.31&CDS=1-1749, genemark-Spar_16-processed-gene-0.8-mRNA-1_1&gene=genemark-Spar_16-processed-gene-0.8&CDS=1-1761
161	OG0000161	YLR028C, YMR120C	genemark-Spar_12-processed-gene-1.43-mRNA-1_1&gene=genemark-Spar_12-processed-gene-1.43&CDS=1-1773, genemark-Spar_13-processed-gene-4.50-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.50&CDS=1-1776
162	OG0000162	YLR029C, YMR121C	genemark-Spar_12-processed-gene-2.109-mRNA-1_1&gene=genemark-Spar_12-processed-gene-2.109&CDS=1-612, genemark-Spar_13-processed-gene-5.55-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.55&CDS=1-612
163	OG0000163	YLR249W, YNL014W	genemark-Spar_12-processed-gene-6.7-mRNA-1_1&gene=genemark-Spar_12-processed-gene-6.7&CDS=1-3132, genemark-Spar_14-processed-gene-5.91-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.91&CDS=1-5121
164	OG0000164	YLR293C, YOR185C	genemark-Spar_12-processed-gene-6.48-mRNA-1_1&gene=genemark-Spar_12-processed-gene-6.48&CDS=1-657, genemark-Spar_15-processed-gene-6.74-mRNA-1_1&gene=genemark-Spar_15-processed-gene-6.74&CDS=1-660
165	OG0000165	YLR433C, YML057W	genemark-Spar_13-processed-gene-1.67-mRNA-1_1&gene=genemark-Spar_13-processed-gene-1.67&CDS=1-1812, maker-Spar_12-snap-gene-9.6-mRNA-1_1&gene=maker-Spar_12-snap-gene-9.6&CDS=1-1812
166	OG0000166	YLR441C, YML063W	genemark-Spar_12-processed-gene-9.49-mRNA-1_1&gene=genemark-Spar_12-processed-gene-9.49&CDS=1-765, genemark-Spar_13-processed-gene-1.64-mRNA-1_1&gene=genemark-Spar_13-processed-gene-1.64&CDS=1-765
167	OG0000167	YLR450W, YML075C	augustus_masked-Spar_13-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-1.33&CDS=1-6018, genemark-Spar_12-processed-gene-9.34-mRNA-1_1&gene=genemark-Spar_12-processed-gene-9.34&CDS=1-3117
168	OG0000168	YML100W, YMR261C	genemark-Spar_13-processed-gene-0.50-mRNA-1_1&gene=genemark-Spar_13-processed-gene-0.50&CDS=1-3294, genemark-Spar_13-processed-gene-7.217-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.217&CDS=1-3162
