	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
69	OG0000069	YPR200C	maker-flattened_line_494-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_494-augustus-gene-0.1&CDS=1-303, maker-flattened_line_704-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_704-augustus-gene-0.0&CDS=1-303, snap_masked-flattened_line_345-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_345-processed-gene-0.0&CDS=1-273
70	OG0000070	YAL002W	augustus_masked-flattened_line_364-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_364-processed-gene-0.0&CDS=1-1491, maker-flattened_line_149-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_149-augustus-gene-0.46&CDS=1-4728
71	OG0000071	YAL007C, YOR016C	genemark-flattened_line_151-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.37&CDS=1-627
72	OG0000072	YAL015C, YOL043C	genemark-flattened_line_35-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.67&CDS=1-1002
73	OG0000073	YAL017W, YOL045W	genemark-flattened_line_182-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.56&CDS=1-1188
74	OG0000074	YAL034C, YOR338W	genemark-flattened_line_161-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.79&CDS=1-1077
75	OG0000075	YAR002C-A, YGL002W	augustus_masked-flattened_line_19-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.23&CDS=1-663
76	OG0000076	YBL002W, YDR224C	genemark-flattened_line_0-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.44&CDS=1-414
77	OG0000077	YBL003C, YDR225W	genemark-flattened_line_0-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.7&CDS=1-405
78	OG0000078	YBL009W, YGL021W	genemark-flattened_line_11-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.139&CDS=1-2415
79	OG0000079	YBL011W	snap_masked-flattened_line_21-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.35&CDS=1-1800, snap_masked-flattened_line_21-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.41&CDS=1-1941
80	OG0000080	YBL027W, YBR084C-A	maker-flattened_line_45-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.34&CDS=1-594
81	OG0000081	YBL029W	genemark-flattened_line_232-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_232-processed-gene-0.19&CDS=1-1335, genemark-flattened_line_89-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.126&CDS=1-948
82	OG0000082	YBL051C	genemark-flattened_line_33-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.55&CDS=1-1746, genemark-flattened_line_47-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.96&CDS=1-1830
83	OG0000083	YBL056W, YER089C	genemark-flattened_line_11-processed-gene-1.216-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.216&CDS=1-1302
84	OG0000084	YBL064C	genemark-flattened_line_174-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.74&CDS=1-861, genemark-flattened_line_31-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.102&CDS=1-681
85	OG0000085	YBL072C, YER102W	maker-flattened_line_2-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.148&CDS=1-615
86	OG0000086	YBL079W, YER105C	genemark-flattened_line_47-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.122&CDS=1-3675
87	OG0000087	YBL085W, YER114C	maker-flattened_line_27-augustus-gene-0.172-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.172&CDS=1-2490
88	OG0000088	YBL087C, YER117W	genemark-flattened_line_83-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.44&CDS=1-417
89	OG0000089	YBL089W, YER119C	genemark-flattened_line_2-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.88&CDS=1-1560
90	OG0000090	YBL095W	genemark-flattened_line_11-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.188&CDS=1-831, genemark-flattened_line_65-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.160&CDS=1-780
91	OG0000091	YBL106C, YPR032W	genemark-flattened_line_41-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.119&CDS=1-3183
92	OG0000092	YBR009C, YNL030W	genemark-flattened_line_2-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.123&CDS=1-309
93	OG0000093	YBR010W, YNL031C	genemark-flattened_line_2-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.171&CDS=1-408
94	OG0000094	YBR014C, YDL010W	genemark-flattened_line_11-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.235&CDS=1-513
95	OG0000095	YBR020W, YDR009W	genemark-flattened_line_163-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.39&CDS=1-1560
96	OG0000096	YBR024W, YBR037C	genemark-flattened_line_115-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.41&CDS=1-984
97	OG0000097	YBR029C	maker-flattened_line_149-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_149-snap-gene-0.32&CDS=1-1332, maker-flattened_line_159-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_159-augustus-gene-0.104&CDS=1-1164
98	OG0000098	YBR031W, YDR012W	genemark-flattened_line_0-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.63&CDS=1-1023
99	OG0000099	YBR033W, YKL038W	maker-flattened_line_71-snap-gene-0.146-mRNA-1_1&gene=maker-flattened_line_71-snap-gene-0.146&CDS=1-2418
100	OG0000100	YBR042C, YDR018C	genemark-flattened_line_182-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.39&CDS=1-1311
101	OG0000101	YBR048W, YDR025W	genemark-flattened_line_15-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.55&CDS=1-465
102	OG0000102	YBR066C, YDR043C	genemark-flattened_line_313-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_313-processed-gene-0.6&CDS=1-1290
103	OG0000103	YBR072W	augustus_masked-flattened_line_137-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.6&CDS=1-669, snap_masked-flattened_line_0-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.34&CDS=1-762
104	OG0000104	YBR082C, YDR059C	genemark-flattened_line_57-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.150&CDS=1-330
105	OG0000105	YBR089C-A, YPR052C	genemark-flattened_line_163-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.28&CDS=1-312
106	OG0000106	YBR104W, YPR058W	maker-flattened_line_47-snap-gene-0.203-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.203&CDS=1-921
107	OG0000107	YBR118W, YPR080W	maker-flattened_line_55-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.150&CDS=1-1440
108	OG0000108	YBR147W, YOL092W	genemark-flattened_line_21-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.53&CDS=1-1020
109	OG0000109	YBR150C, YOL089C	snap_masked-flattened_line_51-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.197&CDS=1-957
110	OG0000110	YBR161W, YPL057C	genemark-flattened_line_39-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.161&CDS=1-930
111	OG0000111	YBR172C, YPL105C	genemark-flattened_line_0-processed-gene-3.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.38&CDS=1-2739
112	OG0000112	YBR181C, YPL090C	genemark-flattened_line_2-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.47&CDS=1-804
113	OG0000113	YBR182C, YPL089C	maker-flattened_line_41-augustus-gene-0.155-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.155&CDS=1-2202
114	OG0000114	YBR183W, YPL087W	genemark-flattened_line_143-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_143-processed-gene-0.52&CDS=1-858
115	OG0000115	YBR189W, YPL081W	maker-flattened_line_91-snap-gene-0.140-mRNA-1_1&gene=maker-flattened_line_91-snap-gene-0.140&CDS=1-1083
116	OG0000116	YBR214W, YGL056C	genemark-flattened_line_143-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_143-processed-gene-0.41&CDS=1-1512
117	OG0000117	YBR216C, YGL060W	genemark-flattened_line_77-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.51&CDS=1-1863
118	OG0000118	YBR231C	genemark-flattened_line_4-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.3&CDS=1-834, genemark-flattened_line_4-processed-gene-2.272-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.272&CDS=1-834
119	OG0000119	YBR241C, YGL104C	maker-flattened_line_145-augustus-gene-0.28-mRNA-1_1&gene=maker-flattened_line_145-augustus-gene-0.28&CDS=1-1590
120	OG0000120	YBR242W, YGL101W	genemark-flattened_line_355-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_355-processed-gene-0.10&CDS=1-699
121	OG0000121	YBR270C, YJL058C	genemark-flattened_line_57-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.223&CDS=1-2199
122	OG0000122	YBR273C, YJL048C	genemark-flattened_line_2-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.63&CDS=1-1419
123	OG0000123	YBR274W	genemark-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.20&CDS=1-1563, genemark-flattened_line_4-processed-gene-2.237-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.237&CDS=1-1563
124	OG0000124	YBR294W, YLR092W	maker-flattened_line_307-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_307-snap-gene-0.4&CDS=1-2541
125	OG0000125	YCL011C, YNL004W	genemark-flattened_line_121-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_121-processed-gene-0.66&CDS=1-1467
126	OG0000126	YCL026C-A, YCL026C-B	maker-flattened_line_41-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.192&CDS=1-486
127	OG0000127	YCL037C, YDR515W	genemark-flattened_line_31-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.57&CDS=1-1905
128	OG0000128	YCL040W, YDR516C	genemark-flattened_line_85-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.67&CDS=1-1401
129	OG0000129	YCL050C, YDR530C	genemark-flattened_line_21-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.93&CDS=1-951
130	OG0000130	YCR010C, YNR002C	genemark-flattened_line_182-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.49&CDS=1-942
131	OG0000131	YCR026C, YEL016C	genemark-flattened_line_169-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.40&CDS=1-1881
132	OG0000132	YCR034W, YJL196C	genemark-flattened_line_119-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.30&CDS=1-996
133	OG0000133	YCR048W, YNR019W	genemark-flattened_line_29-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.48&CDS=1-1680
134	OG0000134	YCR052W, YNR023W	genemark-flattened_line_27-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.56&CDS=1-1398
135	OG0000135	YCR067C, YNR026C	augustus_masked-flattened_line_9-processed-gene-1.302-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.302&CDS=1-1287
136	OG0000136	YCR068W	genemark-flattened_line_9-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.13&CDS=1-1269, genemark-flattened_line_95-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.159&CDS=1-1269
137	OG0000137	YCR073C, YNR031C	maker-flattened_line_239-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_239-augustus-gene-0.10&CDS=1-3765
138	OG0000138	YCR073W-A, YNR034W	genemark-flattened_line_167-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_167-processed-gene-0.3&CDS=1-780
139	OG0000139	YCR093W	maker-flattened_line_4-snap-gene-0.132-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.132&CDS=1-5847, maker-flattened_line_4-snap-gene-2.30-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.30&CDS=1-5847
140	OG0000140	YCR094W	genemark-flattened_line_4-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.76&CDS=1-1242, genemark-flattened_line_4-processed-gene-2.215-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.215&CDS=1-1242
141	OG0000141	YDL015C	genemark-flattened_line_23-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.96&CDS=1-894, genemark-flattened_line_31-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.96&CDS=1-1083
142	OG0000142	YDL022W, YOL059W	genemark-flattened_line_113-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.27&CDS=1-1164
143	OG0000143	YDL029W	genemark-flattened_line_4-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.66&CDS=1-1164, genemark-flattened_line_4-processed-gene-2.207-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.207&CDS=1-1164
144	OG0000144	YDL036C, YOL066C	genemark-flattened_line_141-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_141-processed-gene-0.105&CDS=1-1557
145	OG0000145	YDL042C, YOL068C	genemark-flattened_line_31-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.49&CDS=1-1557
146	OG0000146	YDL048C, YLR375W	snap_masked-flattened_line_67-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.95&CDS=1-1977
147	OG0000147	YDL049C, YJL174W	augustus_masked-flattened_line_5-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.43&CDS=1-717
148	OG0000148	YDL065C	maker-flattened_line_4-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.139&CDS=1-879, maker-flattened_line_4-snap-gene-2.12-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.12&CDS=1-879
149	OG0000149	YDL075W, YLR406C	genemark-flattened_line_47-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.118&CDS=1-357
150	OG0000150	YDL082W, YMR142C	augustus_masked-flattened_line_17-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.1&CDS=1-633
151	OG0000151	YDL083C, YMR143W	genemark-flattened_line_17-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.212&CDS=1-429
152	OG0000152	YDL088C, YMR153W	genemark-flattened_line_9-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.43&CDS=1-1917
153	OG0000153	YDL136W, YDL191W	genemark-flattened_line_71-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.10&CDS=1-372
154	OG0000154	YDL137W, YDL192W	snap_masked-flattened_line_206-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_206-processed-gene-0.23&CDS=1-561
155	OG0000155	YDL161W, YLR206W	genemark-flattened_line_85-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.70&CDS=1-1761
156	OG0000156	YDL175C, YIL079C	genemark-flattened_line_55-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.24&CDS=1-1491
157	OG0000157	YDL204W, YDR233C	snap_masked-flattened_line_59-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.123&CDS=1-822
158	OG0000158	YDL222C, YNL194C	genemark-flattened_line_97-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.7&CDS=1-798
159	OG0000159	YDL224C, YNL197C	maker-flattened_line_89-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_89-augustus-gene-0.66&CDS=1-2220
160	OG0000160	YDL231C	genemark-flattened_line_117-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.22&CDS=1-3075, maker-flattened_line_0-augustus-gene-2.60-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.60&CDS=1-3171
161	OG0000161	YDL246C, YJR159W	genemark-flattened_line_7-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.103&CDS=1-1050
162	OG0000162	YDR011W	genemark-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.83&CDS=1-4545, maker-flattened_line_226-augustus-gene-0.31-mRNA-1_1&gene=maker-flattened_line_226-augustus-gene-0.31&CDS=1-4341
163	OG0000163	YDR019C	genemark-flattened_line_53-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.116&CDS=1-1221, maker-flattened_line_101-snap-gene-0.61-mRNA-1_1&gene=maker-flattened_line_101-snap-gene-0.61&CDS=1-1182
164	OG0000164	YDR032C	genemark-flattened_line_11-processed-gene-1.232-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.232&CDS=1-729, genemark-flattened_line_73-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.123&CDS=1-603
165	OG0000165	YDR066C, YER139C	genemark-flattened_line_81-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.37&CDS=1-969
166	OG0000166	YDR069C, YER144C	genemark-flattened_line_319-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_319-processed-gene-0.2&CDS=1-2940
167	OG0000167	YDR093W, YER166W	maker-flattened_line_67-augustus-gene-0.195-mRNA-1_1&gene=maker-flattened_line_67-augustus-gene-0.195&CDS=1-4239
168	OG0000168	YDR098C, YER174C	genemark-flattened_line_99-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.101&CDS=1-795
169	OG0000169	YDR107C, YLR083C	genemark-flattened_line_2-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.118&CDS=1-1902
170	OG0000170	YDR122W, YLR096W	genemark-flattened_line_21-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.25&CDS=1-2469
171	OG0000171	YDR132C, YLR108C	genemark-flattened_line_53-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.119&CDS=1-1707
172	OG0000172	YDR146C, YLR131C	genemark-flattened_line_49-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.137&CDS=1-1089
173	OG0000173	YDR178W, YLR164W	snap_masked-flattened_line_121-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.100&CDS=1-525
174	OG0000174	YDR200C, YLR238W	genemark-flattened_line_5-processed-gene-2.216-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.216&CDS=1-2364
175	OG0000175	YDR247W, YPL026C	genemark-flattened_line_71-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.55&CDS=1-1761
176	OG0000176	YDR252W, YPL037C	augustus_masked-flattened_line_105-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.22&CDS=1-498
177	OG0000177	YDR256C, YGR088W	genemark-flattened_line_59-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.31&CDS=1-2238
178	OG0000178	YDR263C, YOR033C	genemark-flattened_line_57-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.189&CDS=1-1848
179	OG0000179	YDR264C, YOR034C	genemark-flattened_line_13-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.66&CDS=1-2253
180	OG0000180	YDR277C, YOR047C	snap_masked-flattened_line_19-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.92&CDS=1-1131
181	OG0000181	YDR300C, YHR033W	maker-flattened_line_9-augustus-gene-1.256-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-1.256&CDS=1-1383
182	OG0000182	YDR312W, YHR066W	genemark-flattened_line_65-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.142&CDS=1-1260
183	OG0000183	YDR348C, YHR097C	augustus_masked-flattened_line_5-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.1&CDS=1-1746
184	OG0000184	YDR358W, YHR108W	maker-flattened_line_77-augustus-gene-0.195-mRNA-1_1&gene=maker-flattened_line_77-augustus-gene-0.195&CDS=1-1614
185	OG0000185	YDR359C	genemark-flattened_line_4-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.1&CDS=1-2256, genemark-flattened_line_4-processed-gene-2.274-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.274&CDS=1-2256
186	OG0000186	YDR379W, YOR127W	genemark-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.91&CDS=1-4011
187	OG0000187	YDR385W, YOR133W	maker-flattened_line_45-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.15&CDS=1-2526
188	OG0000188	YDR406W, YOR153W	maker-flattened_line_119-snap-gene-0.126-mRNA-1_1&gene=maker-flattened_line_119-snap-gene-0.126&CDS=1-4326
