	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
70	OG0000070	snap_masked-LANO0E-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-4.84&CDS=1-1758, snap_masked-LANO0H-processed-gene-19.143-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-19.143&CDS=1-2568	YGL073W, YOR140W
71	OG0000071	augustus_masked-LANO0H-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.59&CDS=1-10326, snap_masked-LANO0E-processed-gene-9.89-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-9.89&CDS=1-2439	YDR160W, YLR138W
72	OG0000072	snap_masked-LANO0E-processed-gene-9.69-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-9.69&CDS=1-1005, snap_masked-LANO0G-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-0.87&CDS=1-1038	YCL064C, YIL167W
73	OG0000073	snap_masked-LANO0E-processed-gene-11.15-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.15&CDS=1-1527, snap_masked-LANO0F-processed-gene-7.66-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-7.66&CDS=1-1269	YER123W, YHR135C
74	OG0000074	snap_masked-LANO0E-processed-gene-11.55-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.55&CDS=1-1104	YCR102C, YLR460C, YNL134C
75	OG0000075	snap_masked-LANO0E-processed-gene-12.68-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.68&CDS=1-2250, snap_masked-LANO0H-processed-gene-14.138-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-14.138&CDS=1-1338	YBL052C, YOR244W
76	OG0000076	snap_masked-LANO0E-processed-gene-13.124-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.124&CDS=1-2583, snap_masked-LANO0H-processed-gene-15.150-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-15.150&CDS=1-2439	YMR054W, YOR270C
77	OG0000077	augustus_masked-LANO0G-processed-gene-16.201-mRNA-1_1&gene=augustus_masked-LANO0G-processed-gene-16.201&CDS=1-3000, snap_masked-LANO0F-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.20&CDS=1-3354	YBR245C, YOR304W
78	OG0000078	snap_masked-LANO0F-processed-gene-5.66-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-5.66&CDS=1-627, snap_masked-LANO0F-processed-gene-5.94-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-5.94&CDS=1-594	YBR264C, YKR014C
79	OG0000079	augustus_masked-LANO0H-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-5.124&CDS=1-4353, snap_masked-LANO0F-processed-gene-13.115-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-13.115&CDS=1-3912	YLR144C, YNR067C
80	OG0000080	augustus_masked-LANO0F-processed-gene-15.98-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-15.98&CDS=1-2688, snap_masked-LANO0F-processed-gene-15.71-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-15.71&CDS=1-3054	YJR061W, YKL201C
81	OG0000081	augustus_masked-LANO0F-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-16.65&CDS=1-945, augustus_masked-LANO0H-processed-gene-21.31-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-21.31&CDS=1-873	YMR316W, YOR385W
82	OG0000082	maker-LANO0G-snap-gene-2.129-mRNA-1_1&gene=maker-LANO0G-snap-gene-2.129&CDS=1-5823, snap_masked-LANO0H-processed-gene-22.206-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-22.206&CDS=1-4095	YIL159W, YNL271C
83	OG0000083	snap_masked-LANO0G-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-2.104&CDS=1-1692, snap_masked-LANO0G-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-2.88&CDS=1-1743	YEL063C, YNL268W
84	OG0000084	snap_masked-LANO0G-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-3.85&CDS=1-2190, snap_masked-LANO0H-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.61&CDS=1-2385	YIL130W, YJL206C
85	OG0000085	snap_masked-LANO0G-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-4.79&CDS=1-1797, snap_masked-LANO0G-processed-gene-9.2-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-9.2&CDS=1-741	YJL162C, YMR161W
86	OG0000086	snap_masked-LANO0G-processed-gene-6.46-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-6.46&CDS=1-1749	YOL055C, YPL258C, YPR121W
87	OG0000087	snap_masked-LANO0G-processed-gene-7.53-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-7.53&CDS=1-3264	YDR038C, YDR039C, YDR040C
88	OG0000088	augustus_masked-LANO0G-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-LANO0G-processed-gene-7.103&CDS=1-1776	YLR237W, YOR071C, YOR192C
89	OG0000089	snap_masked-LANO0G-processed-gene-9.13-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-9.13&CDS=1-882, snap_masked-LANO0H-processed-gene-5.28-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.28&CDS=1-894	YLR146C, YPR069C
90	OG0000090	augustus_masked-LANO0G-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-LANO0G-processed-gene-11.64&CDS=1-1557, maker-LANO0G-snap-gene-13.121-mRNA-1_1&gene=maker-LANO0G-snap-gene-13.121&CDS=1-1422	YDL066W, YLR174W
91	OG0000091	maker-LANO0G-snap-gene-12.134-mRNA-1_1&gene=maker-LANO0G-snap-gene-12.134&CDS=1-1566	YHR216W, YLR432W, YML056C
92	OG0000092	snap_masked-LANO0G-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-12.58&CDS=1-2550, snap_masked-LANO0H-processed-gene-9.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.80&CDS=1-2031	YHR031C, YML061C
93	OG0000093	snap_masked-LANO0G-processed-gene-15.75-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-15.75&CDS=1-1845, snap_masked-LANO0H-processed-gene-17.93-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-17.93&CDS=1-1383	YFR017C, YHL021C
94	OG0000094	snap_masked-LANO0H-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-0.6&CDS=1-2301, snap_masked-LANO0H-processed-gene-10.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.82&CDS=1-2001	YHR035W, YPR181C
95	OG0000095	snap_masked-LANO0H-processed-gene-2.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.79&CDS=1-1398, snap_masked-LANO0H-processed-gene-9.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.85&CDS=1-1596	YHR050W, YLR034C
96	OG0000096	maker-LANO0H-augustus-gene-7.106-mRNA-1_1&gene=maker-LANO0H-augustus-gene-7.106&CDS=1-4527, snap_masked-LANO0H-processed-gene-16.76-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-16.76&CDS=1-5130	YIL126W, YOR290C
97	OG0000097	snap_masked-LANO0H-processed-gene-18.72-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-18.72&CDS=1-3306, snap_masked-LANO0H-processed-gene-22.155-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-22.155&CDS=1-3312	YER013W, YKR086W
98	OG0000098		YBR068C, YCL025C, YDR046C, YDR508C
99	OG0000099	snap_masked-LANO0A-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-0.77&CDS=1-3828, snap_masked-LANO0B-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-0.56&CDS=1-3861	YKL215C
100	OG0000100	augustus_masked-LANO0A-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-LANO0A-processed-gene-2.81&CDS=1-714	YMR206W, YNR014W
101	OG0000101	maker-LANO0A-augustus-gene-2.52-mRNA-1_1&gene=maker-LANO0A-augustus-gene-2.52&CDS=1-5304	YMR199W, YPL256C
102	OG0000102	snap_masked-LANO0A-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-3.44&CDS=1-1362, snap_masked-LANO0G-processed-gene-12.55-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-12.55&CDS=1-1302	YLR438W
103	OG0000103	snap_masked-LANO0A-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-3.81&CDS=1-468	YBR048W, YDR025W
104	OG0000104	snap_masked-LANO0A-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-3.67&CDS=1-1764	YLL061W, YPL274W
105	OG0000105	maker-LANO0A-augustus-gene-4.1-mRNA-1_1&gene=maker-LANO0A-augustus-gene-4.1&CDS=1-5268	YDL036C, YOL066C
106	OG0000106	snap_masked-LANO0A-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-4.76&CDS=1-1023	YDR541C, YOL151W
107	OG0000107	augustus_masked-LANO0A-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-LANO0A-processed-gene-6.52&CDS=1-1599, snap_masked-LANO0A-processed-gene-5.124-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-5.124&CDS=1-1734	YNL125C
108	OG0000108	augustus_masked-LANO0A-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-LANO0A-processed-gene-5.34&CDS=1-2715	YBR150C, YOL089C
109	OG0000109	maker-LANO0A-snap-gene-5.48-mRNA-1_1&gene=maker-LANO0A-snap-gene-5.48&CDS=1-3939, snap_masked-LANO0E-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-0.70&CDS=1-1656	YPR198W
110	OG0000110	snap_masked-LANO0A-processed-gene-5.137-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-5.137&CDS=1-201	YLR264W, YOR167C
111	OG0000111	snap_masked-LANO0A-processed-gene-5.139-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-5.139&CDS=1-1692	YLR260W, YOR171C
112	OG0000112	augustus_masked-LANO0E-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.18&CDS=1-1614, snap_masked-LANO0A-processed-gene-6.186-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-6.186&CDS=1-1548	YGR177C
113	OG0000113	snap_masked-LANO0A-processed-gene-6.157-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-6.157&CDS=1-795, snap_masked-LANO0F-processed-gene-16.155-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-16.155&CDS=1-780	YOL154W
114	OG0000114	snap_masked-LANO0A-processed-gene-6.163-mRNA-1_1&gene=snap_masked-LANO0A-processed-gene-6.163&CDS=1-1884	YOR389W, YPL277C
115	OG0000115	snap_masked-LANO0B-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-0.42&CDS=1-1482, snap_masked-LANO0F-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.18&CDS=1-1473	YGR260W
116	OG0000116	snap_masked-LANO0B-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-0.45&CDS=1-783	YHR203C, YJR145C
117	OG0000117	snap_masked-LANO0B-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-1.59&CDS=1-2346, snap_masked-LANO0H-processed-gene-4.97-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.97&CDS=1-2256	YJR126C
118	OG0000118	snap_masked-LANO0B-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-3.85&CDS=1-1431	YER054C, YIL045W
119	OG0000119	maker-LANO0B-augustus-gene-6.151-mRNA-1_1&gene=maker-LANO0B-augustus-gene-6.151&CDS=1-2580	YMR237W, YOR299W
120	OG0000120	snap_masked-LANO0B-processed-gene-6.57-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-6.57&CDS=1-882	YDL127W, YDL179W
121	OG0000121	snap_masked-LANO0B-processed-gene-6.81-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-6.81&CDS=1-1410	YER081W, YIL074C
122	OG0000122	snap_masked-LANO0B-processed-gene-6.92-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-6.92&CDS=1-2640, snap_masked-LANO0H-processed-gene-13.116-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-13.116&CDS=1-2592	YER070W
123	OG0000123	snap_masked-LANO0B-processed-gene-7.221-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-7.221&CDS=1-1488	YER059W, YIL050W
124	OG0000124	maker-LANO0B-snap-gene-7.82-mRNA-1_1&gene=maker-LANO0B-snap-gene-7.82&CDS=1-375	YER056C-A, YIL052C
125	OG0000125	augustus_masked-LANO0G-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LANO0G-processed-gene-0.11&CDS=1-909, snap_masked-LANO0B-processed-gene-7.184-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-7.184&CDS=1-909	YPR058W
126	OG0000126	snap_masked-LANO0B-processed-gene-7.191-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-7.191&CDS=1-1089	YBR031W, YDR012W
127	OG0000127	maker-LANO0B-augustus-gene-7.86-mRNA-1_1&gene=maker-LANO0B-augustus-gene-7.86&CDS=1-5481	YAR042W, YDL019C
128	OG0000128	snap_masked-LANO0B-processed-gene-7.263-mRNA-1_1&gene=snap_masked-LANO0B-processed-gene-7.263&CDS=1-702, snap_masked-LANO0E-processed-gene-15.137-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.137&CDS=1-702	YIR038C
129	OG0000129	snap_masked-LANO0C-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-0.25&CDS=1-684	YFL061W, YNL335W
130	OG0000130	snap_masked-LANO0C-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-0.27&CDS=1-1494, snap_masked-LANO0D-processed-gene-2.0-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-2.0&CDS=1-1488	YGL202W
131	OG0000131	augustus_masked-LANO0C-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LANO0C-processed-gene-0.71&CDS=1-1125, snap_masked-LANO0F-processed-gene-8.80-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-8.80&CDS=1-1128	YGL185C
132	OG0000132	augustus_masked-LANO0C-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LANO0C-processed-gene-0.93&CDS=1-1347, snap_masked-LANO0E-processed-gene-8.48-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-8.48&CDS=1-1197	YPL092W
133	OG0000133	snap_masked-LANO0C-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-0.9&CDS=1-1383	YAL062W, YOR375C
134	OG0000134	snap_masked-LANO0C-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-0.14&CDS=1-2463	YAL056W, YOR371C
135	OG0000135	snap_masked-LANO0C-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-1.40&CDS=1-1434, snap_masked-LANO0D-processed-gene-10.113-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.113&CDS=1-1452	YOL119C
136	OG0000136	augustus_masked-LANO0C-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-LANO0C-processed-gene-3.128&CDS=1-1086	YGL162W, YPR009W
137	OG0000137	snap_masked-LANO0C-processed-gene-3.41-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-3.41&CDS=1-396	YBL003C, YDR225W
138	OG0000138	snap_masked-LANO0C-processed-gene-3.22-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-3.22&CDS=1-396	YBL002W, YDR224C
139	OG0000139	augustus_masked-LANO0C-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-LANO0C-processed-gene-3.118&CDS=1-654	YBR005W, YDR003W
140	OG0000140	snap_masked-LANO0C-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-4.27&CDS=1-8640	YBR140C, YOL081W
141	OG0000141	snap_masked-LANO0C-processed-gene-4.30-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-4.30&CDS=1-1593	YOL082W, YOL083W
142	OG0000142	snap_masked-LANO0C-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-5.72&CDS=1-2109, snap_masked-LANO0H-processed-gene-3.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.79&CDS=1-1194	YLR286C
143	OG0000143	genemark-LANO0C-processed-gene-5.39-mRNA-1_1&gene=genemark-LANO0C-processed-gene-5.39&CDS=1-186	YLR287C-A, YOR182C
144	OG0000144	snap_masked-LANO0C-processed-gene-5.92-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-5.92&CDS=1-177	YDR461W, YNL145W
145	OG0000145	snap_masked-LANO0C-processed-gene-6.5-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-6.5&CDS=1-735	YDR098C, YER174C
146	OG0000146	snap_masked-LANO0C-processed-gene-6.28-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-6.28&CDS=1-2058	YDR107C, YLR083C
147	OG0000147	snap_masked-LANO0C-processed-gene-6.11-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-6.11&CDS=1-732	YGL258W, YOR387C
148	OG0000148	snap_masked-LANO0C-processed-gene-6.19-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-6.19&CDS=1-2589	YBR294W, YLR092W
149	OG0000149	snap_masked-LANO0C-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-7.61&CDS=1-1287	YDR132C, YLR108C
150	OG0000150	maker-LANO0C-snap-gene-9.114-mRNA-1_1&gene=maker-LANO0C-snap-gene-9.114&CDS=1-1998	YER185W, YGR213C
151	OG0000151	snap_masked-LANO0C-processed-gene-9.151-mRNA-1_1&gene=snap_masked-LANO0C-processed-gene-9.151&CDS=1-318	YIL171W-A, YJL220W
152	OG0000152	snap_masked-LANO0D-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-0.76&CDS=1-1455	YFR053C, YGL253W
153	OG0000153	snap_masked-LANO0D-processed-gene-2.4-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-2.4&CDS=1-1944	YGR138C, YPR156C
154	OG0000154	snap_masked-LANO0D-processed-gene-2.37-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-2.37&CDS=1-1425, snap_masked-LANO0H-processed-gene-22.211-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-22.211&CDS=1-1407	YKL221W
155	OG0000155	snap_masked-LANO0D-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-2.43&CDS=1-660, snap_masked-LANO0G-processed-gene-16.133-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-16.133&CDS=1-675	YER004W
156	OG0000156	augustus_masked-LANO0D-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-3.35&CDS=1-495	YDR418W, YEL054C
157	OG0000157	snap_masked-LANO0D-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-3.85&CDS=1-1833	YDR423C, YML007W
158	OG0000158	snap_masked-LANO0D-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-3.59&CDS=1-759, snap_masked-LANO0D-processed-gene-3.60-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-3.60&CDS=1-759	YKL071W
159	OG0000159	maker-LANO0D-snap-gene-5.158-mRNA-1_1&gene=maker-LANO0D-snap-gene-5.158&CDS=1-414	YHL001W, YKL006W
160	OG0000160	maker-LANO0D-augustus-gene-5.153-mRNA-1_1&gene=maker-LANO0D-augustus-gene-5.153&CDS=1-3837	YKL091C, YMR079W
161	OG0000161	augustus_masked-LANO0D-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-6.11&CDS=1-885	YFL059W, YNL333W
162	OG0000162	augustus_masked-LANO0D-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-6.31&CDS=1-1689	YAR009C, YPR137C-B
163	OG0000163	snap_masked-LANO0D-processed-gene-7.64-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-7.64&CDS=1-3183	YGL049C, YGR162W
164	OG0000164	snap_masked-LANO0D-processed-gene-9.3-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.3&CDS=1-381	YGR034W, YLR344W
165	OG0000165	snap_masked-LANO0D-processed-gene-9.11-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.11&CDS=1-321	YGR027C, YLR333C
166	OG0000166	snap_masked-LANO0D-processed-gene-9.19-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-9.19&CDS=1-357	YFL034C-A, YLR061W
167	OG0000167	augustus_masked-LANO0D-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-LANO0D-processed-gene-10.71&CDS=1-1527, snap_masked-LANO0G-processed-gene-15.58-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-15.58&CDS=1-1662	YFL040W
168	OG0000168	snap_masked-LANO0D-processed-gene-10.124-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.124&CDS=1-1062	YDL246C, YJR159W
169	OG0000169	snap_masked-LANO0D-processed-gene-10.131-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.131&CDS=1-1395, snap_masked-LANO0H-processed-gene-22.177-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-22.177&CDS=1-1398	YHR018C
170	OG0000170	snap_masked-LANO0D-processed-gene-10.111-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.111&CDS=1-1659, snap_masked-LANO0F-processed-gene-13.99-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-13.99&CDS=1-1710	YDR242W
171	OG0000171	snap_masked-LANO0D-processed-gene-10.114-mRNA-1_1&gene=snap_masked-LANO0D-processed-gene-10.114&CDS=1-720, snap_masked-LANO0G-processed-gene-16.91-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-16.91&CDS=1-723	YIR042C
172	OG0000172	snap_masked-LANO0E-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-1.4&CDS=1-429	YGR243W, YHR162W
173	OG0000173	snap_masked-LANO0E-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-1.13&CDS=1-1488	YDL161W, YLR206W
174	OG0000174	maker-LANO0E-snap-gene-2.127-mRNA-1_1&gene=maker-LANO0E-snap-gene-2.127&CDS=1-1071	YDL137W, YDL192W
175	OG0000175	augustus_masked-LANO0E-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-2.11&CDS=1-360	YDL136W, YDL191W
176	OG0000176	snap_masked-LANO0E-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-2.102&CDS=1-1323, snap_masked-LANO0E-processed-gene-8.58-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-8.58&CDS=1-1182	YDL131W
177	OG0000177	snap_masked-LANO0E-processed-gene-3.4-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-3.4&CDS=1-2115	YMR186W, YPL240C
178	OG0000178	snap_masked-LANO0E-processed-gene-3.11-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-3.11&CDS=1-870	YMR183C, YPL232W
179	OG0000179	augustus_masked-LANO0E-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-3.67&CDS=1-2439	YGL139W, YPL221W
180	OG0000180	snap_masked-LANO0E-processed-gene-3.22-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-3.22&CDS=1-651	YGL135W, YPL220W
181	OG0000181	snap_masked-LANO0E-processed-gene-3.23-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-3.23&CDS=1-1443	YGL134W, YPL219W
182	OG0000182	snap_masked-LANO0E-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-4.61&CDS=1-732	YGL076C, YPL198W
183	OG0000183	snap_masked-LANO0E-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-4.77&CDS=1-2364	YFL050C, YOL130W
184	OG0000184	snap_masked-LANO0E-processed-gene-5.28-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-5.28&CDS=1-5301	YIL149C, YKR095W
185	OG0000185	genemark-LANO0E-processed-gene-5.75-mRNA-1_1&gene=genemark-LANO0E-processed-gene-5.75&CDS=1-1731, snap_masked-LANO0G-processed-gene-16.131-mRNA-1_1&gene=snap_masked-LANO0G-processed-gene-16.131&CDS=1-1695	YDL210W
186	OG0000186	snap_masked-LANO0E-processed-gene-6.92-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-6.92&CDS=1-279	YBR089C-A, YPR052C
187	OG0000187	augustus_masked-LANO0E-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-7.105&CDS=1-603	YBL027W, YBR084C-A
188	OG0000188	snap_masked-LANO0E-processed-gene-15.86-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.86&CDS=1-2835, snap_masked-LANO0E-processed-gene-7.3-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-7.3&CDS=1-2925	YBR084W
189	OG0000189	snap_masked-LANO0E-processed-gene-8.70-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-8.70&CDS=1-708	YBR181C, YPL090C
190	OG0000190	maker-LANO0E-augustus-gene-8.129-mRNA-1_1&gene=maker-LANO0E-augustus-gene-8.129&CDS=1-1035	YBR189W, YPL081W
191	OG0000191	snap_masked-LANO0E-processed-gene-9.83-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-9.83&CDS=1-1092	YBR161W, YPL057C
192	OG0000192	augustus_masked-LANO0E-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-9.42&CDS=1-1254	YDR480W, YPL049C
193	OG0000193	genemark-LANO0F-processed-gene-16.206-mRNA-1_1&gene=genemark-LANO0F-processed-gene-16.206&CDS=1-1266, snap_masked-LANO0E-processed-gene-9.70-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-9.70&CDS=1-1248	YPL048W
194	OG0000194	snap_masked-LANO0E-processed-gene-11.5-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.5&CDS=1-1203	YDR222W, YLR225C
195	OG0000195	snap_masked-LANO0E-processed-gene-11.10-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.10&CDS=1-1641	YIR031C, YNL117W
196	OG0000196	snap_masked-LANO0E-processed-gene-12.54-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.54&CDS=1-1737	YBL054W, YER088C
197	OG0000197	snap_masked-LANO0E-processed-gene-13.100-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.100&CDS=1-2277	YKL072W, YMR053C
198	OG0000198	snap_masked-LANO0E-processed-gene-15.124-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.124&CDS=1-309	YGR209C, YLR043C
