	OrthologID	Candida_succiphila	Saccharomyces_cerevisiae
68	OG0000068	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-8.111&CDS=1-3243	YGL257C, YIL014W, YNR059W
69	OG0000069	-processed-gene-0.102-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.102&CDS=1-882, -processed-gene-0.109-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-0.109&CDS=1-882, -processed-gene-15.74-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-15.74&CDS=1-885	YLL056C
70	OG0000070	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-2.51&CDS=1-1098, -processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-2.54&CDS=1-930	YJL158C, YJL160C
71	OG0000071	-processed-gene-12.63-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-12.63&CDS=1-1416, -processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-2.79&CDS=1-1479	YBR263W, YLR058C
72	OG0000072	-processed-gene-15.67-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-15.67&CDS=1-3477, -processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-2.97&CDS=1-3075	YIL002C, YOR109W
73	OG0000073	-processed-gene-18.71-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-18.71&CDS=1-1398, -processed-gene-4.116-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-4.116&CDS=1-1182	YGL194C, YPR068C
74	OG0000074	-processed-gene-5.14-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.14&CDS=1-4026, -processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-8.60&CDS=1-3609	YJL089W, YMR280C
75	OG0000075	-snap-gene-6.39-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-6.39&CDS=1-4521	YBL042C, YBR021W, YIR028W
76	OG0000076	-processed-gene-11.28-mRNA-1_1&gene=snap_masked-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-11.28&CDS=1-615, -processed-gene-8.107-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.107&CDS=1-2175	YCR066W, YLR323C
77	OG0000077	-augustus-gene-5.0-mRNA-1_1&gene=maker-gi|1002316221|dbj|BCGL01000003.1|-augustus-gene-5.0&CDS=1-2805, -processed-gene-8.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.64&CDS=1-1956	YGR123C, YHL019C
78	OG0000078	-processed-gene-7.122-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.122&CDS=1-5178, -processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.68&CDS=1-4896	YDR135C, YLL015W
79	OG0000079	-processed-gene-10.120-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.120&CDS=1-2412, -processed-gene-7.134-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.134&CDS=1-2370	YJL212C, YPR194C
80	OG0000080	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.38&CDS=1-4554, -processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.64&CDS=1-4626	YDR011W, YOR153W
81	OG0000081	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.63&CDS=1-681, -processed-gene-13.10-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-13.10&CDS=1-705	YFR042W, YJL097W
82	OG0000082	-processed-gene-1.12-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.12&CDS=1-2298, -processed-gene-12.108-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-12.108&CDS=1-2307	YAL023C, YGR199W
83	OG0000083	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.101&CDS=1-2061	YOR389W, YPL277C, YPL278C
84	OG0000084	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.32&CDS=1-1437, -processed-gene-5.101-mRNA-1_1&gene=augustus_masked-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-5.101&CDS=1-1473	YOL027C, YPR125W
85	OG0000085	-processed-gene-0.89-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.89&CDS=1-1434, -processed-gene-10.107-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-10.107&CDS=1-1278, -processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.61&CDS=1-1458	YBR199W
86	OG0000086	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.62&CDS=1-1185, -processed-gene-9.58-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-9.58&CDS=1-1218	YBR025C, YHL014C
87	OG0000087	-processed-gene-7.144-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.144&CDS=1-774	YFL060C, YMR095C, YNL334C
88	OG0000088	-processed-gene-7.126-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.126&CDS=1-921	YFL059W, YMR096W, YNL333W
89	OG0000089	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-0.21&CDS=1-357, -processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-1.42&CDS=1-315	YER146W, YOR159C
90	OG0000090	-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-1.96&CDS=1-1977, -processed-gene-2.83-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-2.83&CDS=1-852	YDR352W, YPL157W
91	OG0000091	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-1.68&CDS=1-1005, -processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-2.72&CDS=1-999	YIL035C, YOR061W
92	OG0000092	-augustus-gene-14.130-mRNA-1_1&gene=maker-gi|1002316222|dbj|BCGL01000002.1|-augustus-gene-14.130&CDS=1-4593, -processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-3.62&CDS=1-3330	YBL063W, YEL062W
93	OG0000093	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-7.49&CDS=1-984, -snap-gene-7.0-mRNA-1_1&gene=maker-gi|1002316221|dbj|BCGL01000003.1|-snap-gene-7.0&CDS=1-4623	YIL151C, YKR096W
94	OG0000094	-processed-gene-13.5-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-13.5&CDS=1-4026, -processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-7.64&CDS=1-2964	YDR466W, YDR490C
95	OG0000095	-processed-gene-12.81-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-12.81&CDS=1-1899, -snap-gene-18.136-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-18.136&CDS=1-3726	YBR238C, YGL107C
96	OG0000096	-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-10.25&CDS=1-4188, -snap-gene-13.139-mRNA-1_1&gene=maker-gi|1002316221|dbj|BCGL01000003.1|-snap-gene-13.139&CDS=1-2577	YHL007C, YNL298W
97	OG0000097	-processed-gene-11.68-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-11.68&CDS=1-1110, -processed-gene-13.10-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-13.10&CDS=1-1323	YBR207W, YER145C
98	OG0000098	-processed-gene-3.16-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-3.16&CDS=1-3243	YDR038C, YDR039C, YDR040C
99	OG0000099	-processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.109&CDS=1-2280, -snap-gene-4.97-mRNA-1_1&gene=maker-gi|1002316222|dbj|BCGL01000002.1|-snap-gene-4.97&CDS=1-2709	YLR188W, YPL270W
100	OG0000100	-processed-gene-11.70-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-11.70&CDS=1-786, -processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-8.84&CDS=1-789	YHL033C, YLL045C
101	OG0000101	-processed-gene-0.114-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.114&CDS=1-528, -processed-gene-12.57-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-12.57&CDS=1-504	YDR178W, YLR164W
102	OG0000102	-processed-gene-12.61-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-12.61&CDS=1-327, -processed-gene-21.85-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-21.85&CDS=1-321	YDL081C, YDL130W
103	OG0000103	-processed-gene-19.93-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-19.93&CDS=1-1860, -processed-gene-7.99-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-7.99&CDS=1-3252	YGR052W, YHR082C
104	OG0000104	-processed-gene-8.88-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-8.88&CDS=1-1668	YDR144C, YLR120C, YLR121C
105	OG0000105	-processed-gene-8.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-8.115&CDS=1-1128	YCR102C, YLR460C, YNL134C
106	OG0000106	-processed-gene-15.73-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-15.73&CDS=1-2688, -processed-gene-22.94-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-22.94&CDS=1-1641	YBR237W, YNL112W
107	OG0000107	-processed-gene-22.72-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-22.72&CDS=1-1536	YER056C, YER060W, YER060W-A
108	OG0000108		YKL222C, YLR266C, YOR162C, YOR172W
109	OG0000109	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316211|dbj|BCGL01000013.1|-processed-gene-0.8&CDS=1-1116, -processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316221|dbj|BCGL01000003.1|-processed-gene-5.20&CDS=1-1047	YMR083W
110	OG0000110	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.7&CDS=1-1590, -processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|1002316212|dbj|BCGL01000012.1|-processed-gene-0.73&CDS=1-1611	YLL055W
111	OG0000111	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002316213|dbj|BCGL01000011.1|-processed-gene-0.69&CDS=1-180, -processed-gene-16.26-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.26&CDS=1-972	YOR079C
112	OG0000112	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316213|dbj|BCGL01000011.1|-processed-gene-1.118&CDS=1-768	YGR248W, YHR163W
113	OG0000113	-processed-gene-1.137-mRNA-1_1&gene=genemark-gi|1002316213|dbj|BCGL01000011.1|-processed-gene-1.137&CDS=1-324	YGR027C, YLR333C
114	OG0000114	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316213|dbj|BCGL01000011.1|-processed-gene-1.115&CDS=1-1725, -processed-gene-9.104-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.104&CDS=1-1098	YCL039W
115	OG0000115	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-0.63&CDS=1-2007	YKR091W, YOR083W
116	OG0000116	-processed-gene-0.102-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-0.102&CDS=1-2322	YKR072C, YOR054C
117	OG0000117	-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-0.55&CDS=1-987	YNL301C, YOL120C
118	OG0000118	-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.106&CDS=1-528	YGR085C, YPR102C
119	OG0000119	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.60&CDS=1-1305, -processed-gene-8.48-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-8.48&CDS=1-1251	YPL092W
120	OG0000120	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.63&CDS=1-801	YLR284C, YOR180C
121	OG0000121	-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.116&CDS=1-1287	YLR270W, YOR173W
122	OG0000122	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.74&CDS=1-1242	YLL012W, YLR020C
123	OG0000123	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-1.75&CDS=1-1632	YGR197C, YJR015W
124	OG0000124	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-2.64&CDS=1-1839	YDR358W, YHR108W
125	OG0000125	-processed-gene-2.48-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-2.48&CDS=1-792	YDR098C, YER174C
126	OG0000126	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-2.67&CDS=1-4092	YAR042W, YDL019C
127	OG0000127	-processed-gene-16.80-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-16.80&CDS=1-2856, -processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-2.69&CDS=1-2919	YJL108C
128	OG0000128	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-2.56&CDS=1-2943	YJL105W, YKR029C
129	OG0000129	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-3.73&CDS=1-3888	YJR127C, YML081W
130	OG0000130	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-3.109&CDS=1-1728	YJR130C, YML082W
131	OG0000131	-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-3.6&CDS=1-1764, -processed-gene-8.125-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.125&CDS=1-1821	YDL174C
132	OG0000132	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-3.84&CDS=1-870	YBR104W, YPR058W
133	OG0000133	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316214|dbj|BCGL01000010.1|-processed-gene-3.92&CDS=1-1473	YDL048C, YLR375W
134	OG0000134	-snap-gene-3.148-mRNA-1_1&gene=maker-gi|1002316214|dbj|BCGL01000010.1|-snap-gene-3.148&CDS=1-3357	YDR497C, YOL103W
135	OG0000135	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.4&CDS=1-1851, -processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-12.14&CDS=1-2850	YIR023W
136	OG0000136	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.25&CDS=1-2754	YJL083W, YKR019C
137	OG0000137	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.26&CDS=1-1071	YBR031W, YDR012W
138	OG0000138	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.18&CDS=1-1578, -processed-gene-3.51-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-3.51&CDS=1-1602	YKL217W
139	OG0000139	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-0.34&CDS=1-3426	YML100W, YMR261C
140	OG0000140	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-1.112&CDS=1-1728	YER045C, YIL036W
141	OG0000141	-augustus-gene-1.47-mRNA-1_1&gene=maker-gi|1002316215|dbj|BCGL01000009.1|-augustus-gene-1.47&CDS=1-597	YJL177W, YKL180W
142	OG0000142	-augustus-gene-1.48-mRNA-1_1&gene=maker-gi|1002316215|dbj|BCGL01000009.1|-augustus-gene-1.48&CDS=1-2121	YJL139C, YKR061W
143	OG0000143	-processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-2.3&CDS=1-1251, -processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-6.76&CDS=1-2019	YDR143C
144	OG0000144	-processed-gene-2.151-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-2.151&CDS=1-1476	YLR260W, YOR171C
145	OG0000145	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.89&CDS=1-4416	YDR122W, YLR096W
146	OG0000146	-processed-gene-3.143-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.143&CDS=1-558	YNL096C, YOR096W
147	OG0000147	-processed-gene-3.236-mRNA-1_1&gene=augustus_masked-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.236&CDS=1-1770	YPR013C, YPR015C
148	OG0000148	-processed-gene-3.107-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.107&CDS=1-330	YEL039C, YJR048W
149	OG0000149	-snap-gene-3.172-mRNA-1_1&gene=maker-gi|1002316215|dbj|BCGL01000009.1|-snap-gene-3.172&CDS=1-2220	YEL041W, YJR049C
150	OG0000150	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.124&CDS=1-1779, -processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-7.61&CDS=1-2418	YDL206W
151	OG0000151	-processed-gene-3.133-mRNA-1_1&gene=genemark-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.133&CDS=1-552	YHR132W-A, YNL157W
152	OG0000152	-processed-gene-3.248-mRNA-1_1&gene=augustus_masked-gi|1002316215|dbj|BCGL01000009.1|-processed-gene-3.248&CDS=1-1065	YHR133C, YNL156C
153	OG0000153	-augustus-gene-0.34-mRNA-1_1&gene=maker-gi|1002316216|dbj|BCGL01000008.1|-augustus-gene-0.34&CDS=1-1758	YDR451C, YML027W
154	OG0000154	-augustus-gene-0.35-mRNA-1_1&gene=maker-gi|1002316216|dbj|BCGL01000008.1|-augustus-gene-0.35&CDS=1-1281	YDR450W, YML026C
155	OG0000155	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-0.85&CDS=1-1203	YJL137C, YKR058W
156	OG0000156	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-0.23&CDS=1-1470	YNL283C, YOL105C
157	OG0000157	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-0.7&CDS=1-2277	YIL105C, YNL047C
158	OG0000158	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-0.31&CDS=1-2823, -processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-3.83&CDS=1-2457	YIL107C
159	OG0000159	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-2.10&CDS=1-1461	YGR121C, YPR138C
160	OG0000160	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-2.11&CDS=1-846	YIL114C, YNL055C
161	OG0000161	-processed-gene-16.14-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.14&CDS=1-1137, -processed-gene-3.62-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-3.62&CDS=1-1146	YAL060W
162	OG0000162	-snap-gene-3.34-mRNA-1_1&gene=maker-gi|1002316216|dbj|BCGL01000008.1|-snap-gene-3.34&CDS=1-5838	YCL068C, YCR038C
163	OG0000163	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-3.14&CDS=1-1398	YDR125C, YLR099C
164	OG0000164	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-4.82&CDS=1-3063	YDR379W, YOR127W
165	OG0000165	-processed-gene-4.119-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-4.119&CDS=1-522	YMR242C, YOR312C
166	OG0000166	-processed-gene-4.88-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-4.88&CDS=1-1038	YDL127W, YDL179W
167	OG0000167	-processed-gene-4.129-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-4.129&CDS=1-405	YGR243W, YHR162W
168	OG0000168	-processed-gene-4.106-mRNA-1_1&gene=genemark-gi|1002316216|dbj|BCGL01000008.1|-processed-gene-4.106&CDS=1-663	YER031C, YGL210W
169	OG0000169	-processed-gene-0.126-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-0.126&CDS=1-1569, -processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-1.32&CDS=1-1566	YJR152W
170	OG0000170	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-2.76&CDS=1-1920	YBR216C, YGL060W
171	OG0000171	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-3.13&CDS=1-2118	YLR273C, YOR178C
172	OG0000172	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-3.33&CDS=1-1386	YLL010C, YLR019W
173	OG0000173	-processed-gene-18.96-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.96&CDS=1-4284, -processed-gene-3.106-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-3.106&CDS=1-12813	YGR281W
174	OG0000174	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-4.4&CDS=1-957, -processed-gene-7.140-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.140&CDS=1-957	YGL221C
175	OG0000175	-processed-gene-4.50-mRNA-1_1&gene=snap_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-4.50&CDS=1-2253	YAL056W, YOR371C
176	OG0000176	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-4.18&CDS=1-1293	YLR300W, YOR190W
177	OG0000177	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-4.22&CDS=1-3228	YBL106C, YPR032W
178	OG0000178	-processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-4.41&CDS=1-915, -processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002316218|dbj|BCGL01000006.1|-processed-gene-6.67&CDS=1-906	YDL124W
179	OG0000179	-processed-gene-6.57-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.57&CDS=1-1461	YFL048C, YLR080W
180	OG0000180	-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-6.34&CDS=1-1371	YJL133W, YKR052C
181	OG0000181	-snap-gene-6.45-mRNA-1_1&gene=maker-gi|1002316217|dbj|BCGL01000007.1|-snap-gene-6.45&CDS=1-441	YCL035C, YDR513W
182	OG0000182	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.106&CDS=1-1599, -processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-8.62&CDS=1-1752	YHL036W
183	OG0000183	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-7.51&CDS=1-363	YMR230W, YOR293W
184	OG0000184	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.80&CDS=1-2133	YKL062W, YMR037C
185	OG0000185	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316217|dbj|BCGL01000007.1|-processed-gene-8.78&CDS=1-2856	YKL050C, YMR031C
