	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041840_Candida_wancherniae
40	OG0000040	YDR135C, YLL015W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.61&CDS=1-4809, genemark-NODE_19_length_105875_cov_41.28_ID_2904-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_19_length_105875_cov_41.28_ID_2904-processed-gene-0.75&CDS=1-4482, snap_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.15&CDS=1-4206
41	OG0000041	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.77&CDS=1-2913, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.81&CDS=1-2526
42	OG0000042	YDR523C, YHR102W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.17&CDS=1-2466, augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-7.10&CDS=1-1155, maker-NODE_7_length_609123_cov_48.3247_ID_1015-augustus-gene-3.92-mRNA-1_1&gene=maker-NODE_7_length_609123_cov_48.3247_ID_1015-augustus-gene-3.92&CDS=1-2643
43	OG0000043	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.73&CDS=1-699
44	OG0000044	YER056C, YER060W, YER060W-A	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.118&CDS=1-1548, genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.150&CDS=1-1521
45	OG0000045	YER133W, YML016C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.138&CDS=1-1662, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.7&CDS=1-2337, maker-NODE_7_length_609123_cov_48.3247_ID_1015-snap-gene-4.82-mRNA-1_1&gene=maker-NODE_7_length_609123_cov_48.3247_ID_1015-snap-gene-4.82&CDS=1-1185
46	OG0000046	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.98&CDS=1-2676, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.49&CDS=1-2166
47	OG0000047	YFR053C, YGL253W, YLR446W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.124&CDS=1-1503, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.99&CDS=1-1875
48	OG0000048	YGL257C, YNR059W	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.122&CDS=1-1539, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.92&CDS=1-2139, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.64&CDS=1-2550
49	OG0000049	YGR197C, YJR015W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.69&CDS=1-1515, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.107&CDS=1-1506, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.147&CDS=1-1740
50	OG0000050	YHR206W, YOR140W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-0.64&CDS=1-1974, augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.36&CDS=1-2271, snap_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.119-mRNA-1_1&gene=snap_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.119&CDS=1-1461
51	OG0000051	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.8&CDS=1-3108, maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.4&CDS=1-3714
52	OG0000052	YIL095W, YNL020C, YNL313C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.43&CDS=1-2091, maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-8.276-mRNA-1_1&gene=maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-8.276&CDS=1-5424
53	OG0000053	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.119&CDS=1-3813, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.122&CDS=1-3639
54	OG0000054	YJL081C, YPR034W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.33&CDS=1-3756, augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.72&CDS=1-1395, augustus_masked-NODE_74_length_444_cov_0.75976_ID_2101-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_74_length_444_cov_0.75976_ID_2101-processed-gene-0.2&CDS=1-441
55	OG0000055	YJR139C, YLR300W, YOR190W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.152&CDS=1-1173, maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-0.2&CDS=1-2460
56	OG0000056	YKL106W, YLR027C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-4.30&CDS=1-1260, augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.49&CDS=1-1272, snap_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.1-mRNA-1_1&gene=snap_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.1&CDS=1-1338
57	OG0000057	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
58	OG0000058	YKL221W, YNL125C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.176&CDS=1-1428, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.178-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.178&CDS=1-1422, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.7&CDS=1-1806
59	OG0000059	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_15_length_216817_cov_40.2879_ID_1764-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_15_length_216817_cov_40.2879_ID_1764-snap-gene-0.81&CDS=1-345
60	OG0000060	YLR425W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.15&CDS=1-834, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.60&CDS=1-855, augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.0&CDS=1-834, maker-NODE_4_length_883457_cov_51.0448_ID_1210-snap-gene-3.86-mRNA-1_1&gene=maker-NODE_4_length_883457_cov_51.0448_ID_1210-snap-gene-3.86&CDS=1-5031
61	OG0000061	YML072C, YNL087W, YOR086C	genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.89&CDS=1-3555, maker-NODE_19_length_105875_cov_41.28_ID_2904-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_19_length_105875_cov_41.28_ID_2904-augustus-gene-0.92&CDS=1-4755
62	OG0000062	YMR169C, YMR170C, YOR374W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.177-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.177&CDS=1-1503, maker-NODE_4_length_883457_cov_51.0448_ID_1210-augustus-gene-1.143-mRNA-1_1&gene=maker-NODE_4_length_883457_cov_51.0448_ID_1210-augustus-gene-1.143&CDS=1-1887
63	OG0000063	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.63&CDS=1-1098, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.126&CDS=1-1227
64	OG0000064	YOR389W, YPL277C, YPL278C	genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.47&CDS=1-1776, genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.78&CDS=1-1788
65	OG0000065		augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.73&CDS=1-2091, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-6.112&CDS=1-2193, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.105&CDS=1-3075, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.52&CDS=1-2115, augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.168&CDS=1-2067
66	OG0000066	YAL054C, YLR153C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.17&CDS=1-2013, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.136&CDS=1-2037
67	OG0000067	YBL011W, YKR067W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.94&CDS=1-2127, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.90&CDS=1-2274
68	OG0000068	YBL032W, YBR233W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.15&CDS=1-1476, augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.1&CDS=1-948
69	OG0000069	YBL052C, YOR244W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.37&CDS=1-2277, genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.222-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.222&CDS=1-1344
70	OG0000070	YBL068W-A, YBL069W, YER101C	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.56&CDS=1-1947
71	OG0000071	YBL089W, YER119C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.57&CDS=1-1395, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.115&CDS=1-1323
72	OG0000072	YBL092W, YPL092W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-7.99&CDS=1-1551, genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.133&CDS=1-1485
73	OG0000073	YBL095W, YER182W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.89&CDS=1-672, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.43&CDS=1-651
74	OG0000074	YBR004C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.78&CDS=1-1089, augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.25&CDS=1-1338, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.135&CDS=1-2289
75	OG0000075	YBR009C, YNL030W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.83&CDS=1-309, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.134&CDS=1-309
76	OG0000076	YBR010W, YNL031C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.66&CDS=1-408, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-2.116&CDS=1-408
77	OG0000077	YBR025C, YHL014C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.52&CDS=1-1188, maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-6.63-mRNA-1_1&gene=maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-6.63&CDS=1-1860
78	OG0000078	YBR073W, YGL163C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.149&CDS=1-2559, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.20&CDS=1-2493
79	OG0000079	YBR114W, YOR191W	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.73&CDS=1-3384, augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.120&CDS=1-2568
80	OG0000080	YBR151W, YML050W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.113&CDS=1-861, augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.30&CDS=1-909
81	OG0000081	YBR160W, YKL139W	genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.118&CDS=1-1773, maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-6.65-mRNA-1_1&gene=maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-6.65&CDS=1-927
82	OG0000082	YBR212W, YHR086W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-0.121&CDS=1-1857, augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.144&CDS=1-1560
83	OG0000083	YBR237W, YNL112W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.58&CDS=1-2691, maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-3.126-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-3.126&CDS=1-1629
84	OG0000084	YBR239C, YJL103C	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.89&CDS=1-1521, maker-NODE_1_length_1621444_cov_47.3939_ID_889-snap-gene-8.167-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-snap-gene-8.167&CDS=1-1500
85	OG0000085	YBR283C, YLR378C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.113&CDS=1-1434, maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-3.127-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-3.127&CDS=1-2145
86	OG0000086	YCL039W, YKL021C	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.74&CDS=1-2070, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.98&CDS=1-1179
87	OG0000087	YCR034W, YLR372W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.99&CDS=1-987, augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.30&CDS=1-993
88	OG0000088	YDL066W, YLR174W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.74&CDS=1-1281, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-11.17&CDS=1-1227
89	OG0000089	YDL090C, YML013W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.36&CDS=1-1608, maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-9.3-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-9.3&CDS=1-2688
90	OG0000090	YDL113C, YDR425W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.61&CDS=1-1974, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.117&CDS=1-1794
91	OG0000091	YDL132W, YGR003W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-1.20&CDS=1-2343, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.185-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.185&CDS=1-2652
