	OrthologID	Saccharomyces_cerevisiae	yHAB154_Kazachstania_transvaalensis
25	OG0000025	YNL104C, YNL106C, YOR108W, YOR109W	augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.114&CDS=1-5349, augustus_masked-NODE_41_length_92663_cov_21.472_ID_81-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_41_length_92663_cov_21.472_ID_81-processed-gene-0.34&CDS=1-5307
26	OG0000026	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.6&CDS=1-4890
27	OG0000027	YBR244W, YIR037W, YKL026C	augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.94&CDS=1-525, maker-NODE_21_length_155115_cov_22.4943_ID_41-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_21_length_155115_cov_22.4943_ID_41-snap-gene-0.111&CDS=1-993
28	OG0000028	YBR245C, YOR304W	augustus_masked-NODE_21_length_155115_cov_22.4943_ID_41-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_21_length_155115_cov_22.4943_ID_41-processed-gene-0.135&CDS=1-3120, augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.42&CDS=1-3447, augustus_masked-NODE_87_length_35100_cov_21.6206_ID_173-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_87_length_35100_cov_21.6206_ID_173-processed-gene-0.13&CDS=1-3399
29	OG0000029	YDR185C, YLR168C, YLR193C	maker-NODE_89_length_33823_cov_34.0196_ID_177-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_89_length_33823_cov_34.0196_ID_177-augustus-gene-0.31&CDS=1-1737, snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.174&CDS=1-1275
30	OG0000030	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.7&CDS=1-711
31	OG0000031	YEL063C, YNL268W	augustus_masked-NODE_178_length_3754_cov_37.1617_ID_355-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_178_length_3754_cov_37.1617_ID_355-processed-gene-0.3&CDS=1-1704, augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.135&CDS=1-1698, augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-3.27&CDS=1-1812
32	OG0000032	YER123W, YHR135C	augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.145&CDS=1-1965, augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-1.32&CDS=1-1785, augustus_masked-NODE_51_length_80863_cov_22.6445_ID_101-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_51_length_80863_cov_22.6445_ID_101-processed-gene-0.19&CDS=1-1488
33	OG0000033	YGR086C, YPL004C	augustus_masked-NODE_33_length_116086_cov_21.5873_ID_65-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_33_length_116086_cov_21.5873_ID_65-processed-gene-0.32&CDS=1-1008, augustus_masked-NODE_40_length_97895_cov_20.612_ID_79-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_40_length_97895_cov_20.612_ID_79-processed-gene-0.15&CDS=1-993, augustus_masked-NODE_59_length_68026_cov_23.8458_ID_117-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_59_length_68026_cov_23.8458_ID_117-processed-gene-0.14&CDS=1-972
34	OG0000034	YHR112C	augustus_masked-NODE_115_length_17409_cov_21.4353_ID_229-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_115_length_17409_cov_21.4353_ID_229-processed-gene-0.16&CDS=1-1134, augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.92&CDS=1-1137, genemark-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-1.61&CDS=1-1107, genemark-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.4&CDS=1-1104
35	OG0000035	YIL101C	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.50&CDS=1-2508, genemark-NODE_34_length_114434_cov_21.1813_ID_67-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_34_length_114434_cov_21.1813_ID_67-processed-gene-0.45&CDS=1-2373, maker-NODE_5_length_291280_cov_21.3733_ID_9-snap-gene-1.78-mRNA-1_1&gene=maker-NODE_5_length_291280_cov_21.3733_ID_9-snap-gene-1.78&CDS=1-2886, snap_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.6&CDS=1-2526
36	OG0000036	YIL107C, YIL109C	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.46&CDS=1-2679, augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.47&CDS=1-2112, snap_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.18&CDS=1-4863
37	OG0000037	YIR033W, YKL020C, YKL021C	augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.95&CDS=1-3897, maker-NODE_83_length_40782_cov_20.7378_ID_165-augustus-gene-0.63-mRNA-1_1&gene=maker-NODE_83_length_40782_cov_20.7378_ID_165-augustus-gene-0.63&CDS=1-4266
38	OG0000038	YKL062W, YMR036C, YMR037C	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.147&CDS=1-3537, augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.90&CDS=1-3792
39	OG0000039	YKL096W	augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-1.5&CDS=1-1083, augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-1.7&CDS=1-624, maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-1.0&CDS=1-1743, maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-1.1&CDS=1-465
40	OG0000040	YKL121W, YMR101C, YMR102C	augustus_masked-NODE_23_length_154221_cov_21.087_ID_45-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_23_length_154221_cov_21.087_ID_45-processed-gene-0.39&CDS=1-3075, augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.52&CDS=1-3873
41	OG0000041	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.25&CDS=1-1134, augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.20&CDS=1-1044
42	OG0000042	YOR229W, YOR230W, YPL139C	maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-4.269-mRNA-1_1&gene=maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-4.269&CDS=1-2616, snap_masked-NODE_143_length_8057_cov_23.011_ID_285-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_143_length_8057_cov_23.011_ID_285-processed-gene-0.1&CDS=1-1467
43	OG0000043	YOR231W, YPL140C, YPL141C	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.3&CDS=1-3075, maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-4.270-mRNA-1_1&gene=maker-NODE_1_length_598420_cov_21.3006_ID_1-snap-gene-4.270&CDS=1-4698
44	OG0000044	YAL054C, YLR153C	augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.144&CDS=1-2037, augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.96&CDS=1-2139
45	OG0000045	YAL056W, YOR371C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.80&CDS=1-2880, augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.158&CDS=1-4932
46	OG0000046	YAR042W, YDL019C	augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.32&CDS=1-3963, maker-NODE_58_length_70197_cov_22.2879_ID_115-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_58_length_70197_cov_22.2879_ID_115-augustus-gene-0.71&CDS=1-5220
47	OG0000047	YBL002W, YDR224C	augustus_masked-NODE_55_length_74589_cov_21.6144_ID_109-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_55_length_74589_cov_21.6144_ID_109-processed-gene-0.11&CDS=1-393, augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.61&CDS=1-387
48	OG0000048	YBL003C, YDR225W	augustus_masked-NODE_55_length_74589_cov_21.6144_ID_109-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_55_length_74589_cov_21.6144_ID_109-processed-gene-0.23&CDS=1-396, augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.49&CDS=1-396
49	OG0000049	YBL011W, YKR067W	augustus_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.118&CDS=1-6927, augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.92&CDS=1-2205
50	OG0000050	YBL027W, YBR084C-A	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.45&CDS=1-576, augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.160&CDS=1-579
51	OG0000051	YBL037W, YBR086C	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.156&CDS=1-6177, snap_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.163&CDS=1-2748
52	OG0000052	YBL052C, YOR244W	augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-4.197&CDS=1-1356, genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.112&CDS=1-2247
53	OG0000053	YBL054W, YER088C	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.11&CDS=1-2298, augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.14&CDS=1-2103
54	OG0000054	YBL056W, YER089C	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.33&CDS=1-1413, augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.13&CDS=1-1635
55	OG0000055	YBL067C, YER098W	maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-1.0&CDS=1-1479, maker-NODE_24_length_153842_cov_21.3808_ID_47-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_24_length_153842_cov_21.3808_ID_47-snap-gene-0.68&CDS=1-2472
56	OG0000056	YBL085W, YER114C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.8&CDS=1-2793, genemark-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.138&CDS=1-3345
57	OG0000057	YBR009C, YNL030W	augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.23&CDS=1-309, augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.36&CDS=1-309
58	OG0000058	YBR010W, YNL031C	augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.28&CDS=1-408, augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.31&CDS=1-408
59	OG0000059	YBR011C, YMR267W	augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.20&CDS=1-870, augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.37&CDS=1-861
60	OG0000060	YBR048W, YDR025W	augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.18&CDS=1-468, snap_masked-NODE_159_length_6268_cov_30.3872_ID_317-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_159_length_6268_cov_30.3872_ID_317-processed-gene-0.6&CDS=1-468
61	OG0000061	YBR139W, YMR297W	augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.22&CDS=1-1470, augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-0.30&CDS=1-1566
62	OG0000062	YBR161W, YPL057C	augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-2.105&CDS=1-1233, snap_masked-NODE_113_length_18656_cov_18.2094_ID_225-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_113_length_18656_cov_18.2094_ID_225-processed-gene-0.7&CDS=1-1068
63	OG0000063	YBR229C, YBR230C	genemark-NODE_21_length_155115_cov_22.4943_ID_41-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_21_length_155115_cov_22.4943_ID_41-processed-gene-0.25&CDS=1-3276, snap_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.121&CDS=1-222
64	OG0000064	YBR263W, YLR058C	augustus_masked-NODE_102_length_23952_cov_20.726_ID_203-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_102_length_23952_cov_20.726_ID_203-processed-gene-0.20&CDS=1-1404, augustus_masked-NODE_13_length_211033_cov_21.2569_ID_25-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_13_length_211033_cov_21.2569_ID_25-processed-gene-1.143&CDS=1-1491
65	OG0000065	YCL035C, YDR513W	augustus_masked-NODE_63_length_64559_cov_20.1674_ID_125-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_63_length_64559_cov_20.1674_ID_125-processed-gene-0.38&CDS=1-324, augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.159&CDS=1-324
66	OG0000066	YCL067C, YCR039C, YCR096C	genemark-NODE_13_length_211033_cov_21.2569_ID_25-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_13_length_211033_cov_21.2569_ID_25-processed-gene-1.49&CDS=1-630
67	OG0000067	YCL075W	augustus_masked-NODE_163_length_5637_cov_21.9346_ID_325-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_163_length_5637_cov_21.9346_ID_325-processed-gene-0.6&CDS=1-1713, snap_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.15&CDS=1-525, snap_masked-NODE_200_length_2550_cov_121.471_ID_399-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_200_length_2550_cov_121.471_ID_399-processed-gene-0.0&CDS=1-1587
68	OG0000068	YCR048W, YNR019W	genemark-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.97&CDS=1-2466, snap_masked-NODE_79_length_45689_cov_21.5124_ID_157-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_79_length_45689_cov_21.5124_ID_157-processed-gene-0.43&CDS=1-1761
69	OG0000069	YCR091W, YNR047W	augustus_masked-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.7&CDS=1-2688, snap_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.103&CDS=1-4074
70	OG0000070	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_45_length_88731_cov_20.8835_ID_89-processed-gene-0.35&CDS=1-1113
71	OG0000071	YDL066W, YLR175W	augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.67&CDS=1-1269, maker-NODE_2_length_436411_cov_20.7563_ID_3-augustus-gene-3.62-mRNA-1_1&gene=maker-NODE_2_length_436411_cov_20.7563_ID_3-augustus-gene-3.62&CDS=1-2703
72	OG0000072	YDL082W, YMR142C	genemark-NODE_18_length_161649_cov_21.673_ID_35-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_18_length_161649_cov_21.673_ID_35-processed-gene-0.146&CDS=1-594, genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.103&CDS=1-558
73	OG0000073	YDL155W, YLR210W	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.23&CDS=1-1110, snap_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.75&CDS=1-3030
74	OG0000074	YDL161W, YLR206W	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.37&CDS=1-1443, augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.21&CDS=1-1992
75	OG0000075	YDL164C, YLR203C	genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.120&CDS=1-1923, maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-0.43&CDS=1-3510
76	OG0000076	YDR011W, YPL058C	augustus_masked-NODE_184_length_3461_cov_41.1804_ID_367-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_184_length_3461_cov_41.1804_ID_367-processed-gene-0.0&CDS=1-3456, augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_58_length_70197_cov_22.2879_ID_115-processed-gene-0.56&CDS=1-4434
77	OG0000077	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.171&CDS=1-3249
78	OG0000078	YDR096W, YER169W	augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.78&CDS=1-2298, genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.42&CDS=1-2085
79	OG0000079	YDR111C, YLR089C	augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-1.105&CDS=1-1476, augustus_masked-NODE_8_length_258848_cov_20.5846_ID_15-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_258848_cov_20.5846_ID_15-processed-gene-1.22&CDS=1-1647
