	OrthologID	Candida_sojae	Saccharomyces_cerevisiae
64	OG0000064	augustus_masked-LMTL01000268.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.41&CDS=1-1206, augustus_masked-LMTL01000269.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000269.1-processed-gene-0.9&CDS=1-1170	YHR179W, YPL171C
65	OG0000065	augustus_masked-LMTL01000365.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000365.1-processed-gene-0.1&CDS=1-1656, augustus_masked-LMTL01000499.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000499.1-processed-gene-0.0&CDS=1-573	YBL101C, YPR030W
66	OG0000066	augustus_masked-LMTL01000507.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000507.1-processed-gene-0.0&CDS=1-492	Q0045, Q0065, Q0070
67	OG0000067	augustus_masked-LMTL01000001.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.66&CDS=1-3642	YHR155W, YNL257C
68	OG0000068	augustus_masked-LMTL01000001.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.73&CDS=1-789	YBR278W, YJL065C
69	OG0000069	augustus_masked-LMTL01000001.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-0.56&CDS=1-1839, augustus_masked-LMTL01000268.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000268.1-processed-gene-0.52&CDS=1-1662	YCR023C
70	OG0000070	augustus_masked-LMTL01000001.1-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.150&CDS=1-1731	YBR273C, YJL048C
71	OG0000071	augustus_masked-LMTL01000001.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.126&CDS=1-1071, augustus_masked-LMTL01000001.1-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.154&CDS=1-1008	YCR021C
72	OG0000072	augustus_masked-LMTL01000001.1-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.157&CDS=1-861, snap_masked-LMTL01000001.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-LMTL01000001.1-processed-gene-1.77&CDS=1-609	YLR064W
73	OG0000073	augustus_masked-LMTL01000001.1-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.159&CDS=1-1581	YDR247W, YPL026C
74	OG0000074	augustus_masked-LMTL01000001.1-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.160&CDS=1-1503	YBR020W, YDR009W
75	OG0000075	augustus_masked-LMTL01000001.1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-LMTL01000001.1-processed-gene-1.143&CDS=1-381	YGR034W, YLR344W
76	OG0000076	augustus_masked-LMTL01000002.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-LMTL01000002.1-processed-gene-1.117&CDS=1-7923	YBR140C, YOL081W
77	OG0000077	augustus_masked-LMTL01000002.1-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-LMTL01000002.1-processed-gene-1.152&CDS=1-1359, maker-LMTL01000007.1-snap-gene-0.49-mRNA-1_1&gene=maker-LMTL01000007.1-snap-gene-0.49&CDS=1-3225	YBR008C
78	OG0000078	augustus_masked-LMTL01000002.1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-LMTL01000002.1-processed-gene-1.135&CDS=1-465	YDR252W, YPL037C
79	OG0000079	augustus_masked-LMTL01000002.1-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-LMTL01000002.1-processed-gene-1.169&CDS=1-1623, snap_masked-LMTL01000002.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LMTL01000002.1-processed-gene-1.82&CDS=1-3258	YMR250W
80	OG0000080	augustus_masked-LMTL01000003.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000003.1-processed-gene-0.4&CDS=1-2469	YKL050C, YMR031C
81	OG0000081	augustus_masked-LMTL01000003.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000003.1-processed-gene-0.5&CDS=1-489	YBL059W, YER093C-A
82	OG0000082	augustus_masked-LMTL01000131.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.30&CDS=1-1581, snap_masked-LMTL01000003.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LMTL01000003.1-processed-gene-0.47&CDS=1-1710	YMR145C
83	OG0000083	augustus_masked-LMTL01000003.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000003.1-processed-gene-0.10&CDS=1-1620, augustus_masked-LMTL01000003.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000003.1-processed-gene-0.8&CDS=1-1764	YHL036W
84	OG0000084	augustus_masked-LMTL01000003.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000003.1-processed-gene-0.22&CDS=1-945, augustus_masked-LMTL01000275.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000275.1-processed-gene-0.14&CDS=1-999	YKL128C
85	OG0000085	maker-LMTL01000004.1-snap-gene-0.75-mRNA-1_1&gene=maker-LMTL01000004.1-snap-gene-0.75&CDS=1-2301	YFR013W, YOL017W
86	OG0000086	maker-LMTL01000004.1-snap-gene-0.76-mRNA-1_1&gene=maker-LMTL01000004.1-snap-gene-0.76&CDS=1-3537	YCR048W, YNR019W
87	OG0000087	augustus_masked-LMTL01000004.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.106&CDS=1-765	YDR272W, YOR040W
88	OG0000088	augustus_masked-LMTL01000216.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000216.1-processed-gene-0.9&CDS=1-1611, maker-LMTL01000004.1-snap-gene-0.78-mRNA-1_1&gene=maker-LMTL01000004.1-snap-gene-0.78&CDS=1-3591	YOR049C
89	OG0000089	augustus_masked-LMTL01000004.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.151&CDS=1-831	YCR010C, YNR002C
90	OG0000090	augustus_masked-LMTL01000004.1-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.117&CDS=1-1953	YGR092W, YPR111W
91	OG0000091	augustus_masked-LMTL01000004.1-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.158&CDS=1-4422, augustus_masked-LMTL01000004.1-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.159&CDS=1-1116	YML131W
92	OG0000092	augustus_masked-LMTL01000004.1-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-LMTL01000004.1-processed-gene-0.162&CDS=1-1632	YFL011W, YMR011W
93	OG0000093	augustus_masked-LMTL01000005.1-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-LMTL01000005.1-processed-gene-0.162&CDS=1-669	YBR242W, YGL101W
94	OG0000094	augustus_masked-LMTL01000006.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.50&CDS=1-1668	YDR497C, YOL103W
95	OG0000095	augustus_masked-LMTL01000006.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.54&CDS=1-1314	YFR024C-A, YHR016C
96	OG0000096	augustus_masked-LMTL01000006.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.64&CDS=1-555	YJL177W, YKL180W
97	OG0000097	augustus_masked-LMTL01000006.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.84&CDS=1-1224	YJL139C, YKR061W
98	OG0000098	augustus_masked-LMTL01000007.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.99&CDS=1-495	YDR418W, YEL054C
99	OG0000099	augustus_masked-LMTL01000007.1-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.111&CDS=1-1536	YGR121C, YPR138C
100	OG0000100	augustus_masked-LMTL01000007.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.132&CDS=1-2391	YFL050C, YOL130W
101	OG0000101	augustus_masked-LMTL01000007.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.116&CDS=1-573	YGL147C, YNL067W
102	OG0000102	augustus_masked-LMTL01000008.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.51&CDS=1-1329	YHL003C, YKL008C
103	OG0000103	augustus_masked-LMTL01000009.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.15&CDS=1-1695, augustus_masked-LMTL01000039.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000039.1-processed-gene-0.79&CDS=1-1695	YIL166C
104	OG0000104	augustus_masked-LMTL01000009.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.16&CDS=1-2025, augustus_masked-LMTL01000119.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.43&CDS=1-1659	YMR110C
105	OG0000105	maker-LMTL01000009.1-augustus-gene-0.59-mRNA-1_1&gene=maker-LMTL01000009.1-augustus-gene-0.59&CDS=1-3012	YMR186W, YPL240C
106	OG0000106	augustus_masked-LMTL01000011.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.3&CDS=1-2106	YCR026C, YEL016C
107	OG0000107	augustus_masked-LMTL01000011.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.40&CDS=1-1329	YGR141W, YPR157W
108	OG0000108	augustus_masked-LMTL01000012.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.31&CDS=1-315	YGR027C, YLR333C
109	OG0000109	augustus_masked-LMTL01000012.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.33&CDS=1-1644	YHR131C, YNL144C
110	OG0000110	augustus_masked-LMTL01000012.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.47&CDS=1-1323, snap_masked-LMTL01000296.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LMTL01000296.1-processed-gene-0.2&CDS=1-1203	YGR046W
111	OG0000111	snap_masked-LMTL01000012.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-LMTL01000012.1-processed-gene-0.79&CDS=1-2088	YDR475C, YOR019W
112	OG0000112	augustus_masked-LMTL01000013.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.32&CDS=1-360	YBR016W, YDL012C
113	OG0000113	augustus_masked-LMTL01000013.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.25&CDS=1-1188	YCR094W, YNR048W
114	OG0000114	maker-LMTL01000015.1-snap-gene-0.22-mRNA-1_1&gene=maker-LMTL01000015.1-snap-gene-0.22&CDS=1-3183	YBL056W, YER089C
115	OG0000115	augustus_masked-LMTL01000016.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000016.1-processed-gene-0.43&CDS=1-2529	YJL134W, YKR053C
116	OG0000116	augustus_masked-LMTL01000017.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LMTL01000017.1-processed-gene-0.71&CDS=1-885, maker-LMTL01000099.1-augustus-gene-0.139-mRNA-1_1&gene=maker-LMTL01000099.1-augustus-gene-0.139&CDS=1-2424	YDR393W
117	OG0000117	augustus_masked-LMTL01000017.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-LMTL01000017.1-processed-gene-0.106&CDS=1-573	YDR155C, YML078W
118	OG0000118	augustus_masked-LMTL01000017.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000017.1-processed-gene-0.79&CDS=1-1671	YNL095C, YOR092W
119	OG0000119	augustus_masked-LMTL01000017.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-LMTL01000017.1-processed-gene-0.86&CDS=1-1269	YIR013C, YLR013W
120	OG0000120	augustus_masked-LMTL01000017.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-LMTL01000017.1-processed-gene-0.115&CDS=1-1443	YMR243C, YOR316C
121	OG0000121	augustus_masked-LMTL01000020.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000020.1-processed-gene-0.29&CDS=1-2475, maker-LMTL01000098.1-augustus-gene-0.107-mRNA-1_1&gene=maker-LMTL01000098.1-augustus-gene-0.107&CDS=1-3294	YJR144W
122	OG0000122	augustus_masked-LMTL01000021.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000021.1-processed-gene-0.37&CDS=1-1221	YDR505C, YLR177W
123	OG0000123	augustus_masked-LMTL01000022.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-LMTL01000022.1-processed-gene-0.109&CDS=1-1932	YGL139W, YPL221W
124	OG0000124	augustus_masked-LMTL01000023.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000023.1-processed-gene-0.24&CDS=1-2613	YBR172C, YPL105C
125	OG0000125	augustus_masked-LMTL01000024.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000024.1-processed-gene-0.53&CDS=1-1743	YHL017W, YKL039W
126	OG0000126	augustus_masked-LMTL01000024.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000024.1-processed-gene-0.55&CDS=1-1590	YDL161W, YLR206W
127	OG0000127	maker-LMTL01000024.1-augustus-gene-0.49-mRNA-1_1&gene=maker-LMTL01000024.1-augustus-gene-0.49&CDS=1-4062	YGR108W, YPR119W
128	OG0000128	snap_masked-LMTL01000024.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-LMTL01000024.1-processed-gene-0.120&CDS=1-687	YFL061W, YNL335W
129	OG0000129	augustus_masked-LMTL01000024.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000024.1-processed-gene-0.83&CDS=1-357	YER131W, YGL189C
130	OG0000130	augustus_masked-LMTL01000024.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000024.1-processed-gene-0.69&CDS=1-555	YKL141W, YMR118C
131	OG0000131	augustus_masked-LMTL01000025.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000025.1-processed-gene-0.33&CDS=1-897	YBR104W, YPR058W
132	OG0000132	augustus_masked-LMTL01000157.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000157.1-processed-gene-0.16&CDS=1-1737, genemark-LMTL01000025.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LMTL01000025.1-processed-gene-0.7&CDS=1-1764	YKR039W
133	OG0000133	augustus_masked-LMTL01000026.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000026.1-processed-gene-0.28&CDS=1-1701, augustus_masked-LMTL01000260.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000260.1-processed-gene-0.19&CDS=1-1686	YBR132C
134	OG0000134	augustus_masked-LMTL01000026.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000026.1-processed-gene-0.29&CDS=1-3708	YIL151C, YKR096W
135	OG0000135	augustus_masked-LMTL01000027.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-LMTL01000027.1-processed-gene-0.77&CDS=1-855	YMR222C, YOR280C
136	OG0000136	augustus_masked-LMTL01000027.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000027.1-processed-gene-0.59&CDS=1-1215, augustus_masked-LMTL01000133.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LMTL01000133.1-processed-gene-0.74&CDS=1-1275	YPL123C
137	OG0000137	maker-LMTL01000027.1-augustus-gene-0.54-mRNA-1_1&gene=maker-LMTL01000027.1-augustus-gene-0.54&CDS=1-333	YJR094W-A, YPR043W
138	OG0000138	augustus_masked-LMTL01000027.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LMTL01000027.1-processed-gene-0.66&CDS=1-2826	YJR091C, YPR042C
139	OG0000139	augustus_masked-LMTL01000028.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000028.1-processed-gene-0.8&CDS=1-2640	YJL082W, YKR018C
140	OG0000140	augustus_masked-LMTL01000028.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000028.1-processed-gene-0.9&CDS=1-1146, augustus_masked-LMTL01000234.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.30&CDS=1-1131	YER145C
141	OG0000141	augustus_masked-LMTL01000028.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000028.1-processed-gene-0.11&CDS=1-2748	YKL121W, YMR102C
142	OG0000142	augustus_masked-LMTL01000028.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000028.1-processed-gene-0.14&CDS=1-1509	YHR146W, YNL173C
143	OG0000143	augustus_masked-LMTL01000029.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000029.1-processed-gene-0.21&CDS=1-2226	YDR146C, YLR131C
144	OG0000144	augustus_masked-LMTL01000190.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000190.1-processed-gene-0.69&CDS=1-1626, genemark-LMTL01000029.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LMTL01000029.1-processed-gene-0.96&CDS=1-2151	YML061C
145	OG0000145	augustus_masked-LMTL01000030.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000030.1-processed-gene-0.54&CDS=1-2136	YEL007W, YHR177W
146	OG0000146	augustus_masked-LMTL01000030.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000030.1-processed-gene-0.41&CDS=1-1917, augustus_masked-LMTL01000138.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000138.1-processed-gene-0.3&CDS=1-1695	YBR015C
147	OG0000147	augustus_masked-LMTL01000030.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000030.1-processed-gene-0.44&CDS=1-1851	YIL113W, YNL053W
148	OG0000148	augustus_masked-LMTL01000030.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000030.1-processed-gene-0.64&CDS=1-462, augustus_masked-LMTL01000056.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000056.1-processed-gene-0.10&CDS=1-462	YIL098C
149	OG0000149	augustus_masked-LMTL01000033.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000033.1-processed-gene-0.50&CDS=1-2127	YJL076W, YKR010C
150	OG0000150	augustus_masked-LMTL01000033.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000033.1-processed-gene-0.53&CDS=1-2154, augustus_masked-LMTL01000192.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LMTL01000192.1-processed-gene-0.58&CDS=1-2154	YER015W
151	OG0000151	augustus_masked-LMTL01000034.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000034.1-processed-gene-0.34&CDS=1-366	YBR010W, YNL031C
152	OG0000152	augustus_masked-LMTL01000035.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000035.1-processed-gene-0.10&CDS=1-1026	YBR147W, YOL092W
153	OG0000153	maker-LMTL01000036.1-augustus-gene-0.23-mRNA-1_1&gene=maker-LMTL01000036.1-augustus-gene-0.23&CDS=1-4161	YIL156W, YKR098C
154	OG0000154	augustus_masked-LMTL01000037.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000037.1-processed-gene-0.54&CDS=1-1353	YDL088C, YMR153W
155	OG0000155	snap_masked-LMTL01000038.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LMTL01000038.1-processed-gene-0.37&CDS=1-2505	YBR294W, YLR092W
156	OG0000156	augustus_masked-LMTL01000038.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000038.1-processed-gene-0.0&CDS=1-1002, maker-LMTL01000140.1-augustus-gene-0.37-mRNA-1_1&gene=maker-LMTL01000140.1-augustus-gene-0.37&CDS=1-2709	YJR122W
157	OG0000157	augustus_masked-LMTL01000039.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LMTL01000039.1-processed-gene-0.90&CDS=1-1644, augustus_masked-LMTL01000256.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000256.1-processed-gene-0.7&CDS=1-1644	YDR481C
158	OG0000158	augustus_masked-LMTL01000039.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LMTL01000039.1-processed-gene-0.93&CDS=1-1857	YDL042C, YOL068C
159	OG0000159	augustus_masked-LMTL01000039.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-LMTL01000039.1-processed-gene-0.108&CDS=1-1779	YGR138C, YPR156C
160	OG0000160	augustus_masked-LMTL01000041.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000041.1-processed-gene-0.20&CDS=1-1263	YDR451C, YML027W
161	OG0000161	augustus_masked-LMTL01000041.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000041.1-processed-gene-0.27&CDS=1-435	YDR450W, YML026C
162	OG0000162	augustus_masked-LMTL01000043.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000043.1-processed-gene-0.59&CDS=1-1350	YPR013C, YPR015C
163	OG0000163	augustus_masked-LMTL01000043.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000043.1-processed-gene-0.43&CDS=1-1047	YJL158C, YJL160C
164	OG0000164	augustus_masked-LMTL01000043.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000043.1-processed-gene-0.64&CDS=1-3126	YGL049C, YGR162W
165	OG0000165	augustus_masked-LMTL01000043.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000043.1-processed-gene-0.52&CDS=1-753	YBR005W, YDR003W
166	OG0000166	snap_masked-LMTL01000043.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LMTL01000043.1-processed-gene-0.100&CDS=1-744	YDR151C, YLR136C
167	OG0000167	maker-LMTL01000044.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000044.1-augustus-gene-0.0&CDS=1-558	YNL301C, YOL120C
168	OG0000168	augustus_masked-LMTL01000044.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000044.1-processed-gene-0.8&CDS=1-510	YGR131W, YPR149W
169	OG0000169	augustus_masked-LMTL01000049.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000049.1-processed-gene-0.18&CDS=1-1086, augustus_masked-LMTL01000049.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000049.1-processed-gene-0.20&CDS=1-1086	YDL055C
170	OG0000170	maker-LMTL01000049.1-snap-gene-0.16-mRNA-1_1&gene=maker-LMTL01000049.1-snap-gene-0.16&CDS=1-5451	YHR198C, YHR199C
171	OG0000171	maker-LMTL01000050.1-augustus-gene-0.34-mRNA-1_1&gene=maker-LMTL01000050.1-augustus-gene-0.34&CDS=1-3636	YNL087W, YOR086C
172	OG0000172	augustus_masked-LMTL01000051.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LMTL01000051.1-processed-gene-0.60&CDS=1-657	YER031C, YGL210W
173	OG0000173	augustus_masked-LMTL01000051.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000051.1-processed-gene-0.83&CDS=1-2307	YDR213W, YLR228C
174	OG0000174	augustus_masked-LMTL01000051.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LMTL01000051.1-processed-gene-0.89&CDS=1-891	YDL127W, YDL179W
175	OG0000175	augustus_masked-LMTL01000052.1-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-LMTL01000052.1-processed-gene-0.119&CDS=1-1179, augustus_masked-LMTL01000300.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000300.1-processed-gene-0.3&CDS=1-2361	YER187W
176	OG0000176	augustus_masked-LMTL01000052.1-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-LMTL01000052.1-processed-gene-0.122&CDS=1-1308	YNL283C, YOL105C
177	OG0000177	snap_masked-LMTL01000052.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-LMTL01000052.1-processed-gene-0.111&CDS=1-1422	YBL089W, YER119C
178	OG0000178	augustus_masked-LMTL01000053.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000053.1-processed-gene-0.53&CDS=1-516	YMR242C, YOR312C
179	OG0000179	augustus_masked-LMTL01000053.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LMTL01000053.1-processed-gene-0.60&CDS=1-276	YBR089C-A, YPR052C
180	OG0000180	augustus_masked-LMTL01000053.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LMTL01000053.1-processed-gene-0.65&CDS=1-972	YBL068W, YER099C
181	OG0000181	augustus_masked-LMTL01000053.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LMTL01000053.1-processed-gene-0.66&CDS=1-1776	YJL172W, YOL153C
182	OG0000182	augustus_masked-LMTL01000054.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000054.1-processed-gene-0.1&CDS=1-1998	YBR216C, YGL060W
183	OG0000183	augustus_masked-LMTL01000054.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000054.1-processed-gene-0.2&CDS=1-3489	YJR127C, YML081W
184	OG0000184	maker-LMTL01000054.1-snap-gene-0.37-mRNA-1_1&gene=maker-LMTL01000054.1-snap-gene-0.37&CDS=1-1899	YHR050W, YLR034C
