	OrthologID	Debaryomyces_hansenii	Saccharomyces_cerevisiae
65	OG0000065	augustus_masked-Deha2B-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-11.61&CDS=1-543, augustus_masked-Deha2E-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.147&CDS=1-543	YDL137W, YDL192W
66	OG0000066	augustus_masked-Deha2B-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-12.3&CDS=1-786, augustus_masked-Deha2D-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-10.8&CDS=1-786	YHL033C, YLL045C
67	OG0000067	augustus_masked-Deha2B-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-12.31&CDS=1-762, augustus_masked-Deha2D-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-10.11&CDS=1-762	YFR031C-A, YIL018W
68	OG0000068	snap_masked-Deha2C-processed-gene-0.66-mRNA-1_1&gene=snap_masked-Deha2C-processed-gene-0.66&CDS=1-1281, snap_masked-Deha2D-processed-gene-12.64-mRNA-1_1&gene=snap_masked-Deha2D-processed-gene-12.64&CDS=1-1443	YGR177C, YOR377W
69	OG0000069	augustus_masked-Deha2C-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-0.30&CDS=1-1641, augustus_masked-Deha2E-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.6&CDS=1-1812, augustus_masked-Deha2E-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.52&CDS=1-1743	YBR132C
70	OG0000070	augustus_masked-Deha2C-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-3.123&CDS=1-1725, augustus_masked-Deha2E-processed-gene-19.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.74&CDS=1-1644, augustus_masked-Deha2E-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.72&CDS=1-1677	YDR242W
71	OG0000071	augustus_masked-Deha2C-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-7.115&CDS=1-3102, augustus_masked-Deha2D-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-1.73&CDS=1-3123	YBR245C, YOR304W
72	OG0000072	augustus_masked-Deha2C-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-9.137&CDS=1-924, augustus_masked-Deha2G-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-17.23&CDS=1-6225	YDL236W, YGL141W
73	OG0000073	augustus_masked-Deha2C-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-10.77&CDS=1-2688, augustus_masked-Deha2D-processed-gene-13.111-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-13.111&CDS=1-3375	YDL132W, YGR003W
74	OG0000074	augustus_masked-Deha2C-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-11.91&CDS=1-1644, snap_masked-Deha2D-processed-gene-2.1-mRNA-1_1&gene=snap_masked-Deha2D-processed-gene-2.1&CDS=1-1671	YBR139W, YMR297W
75	OG0000075	augustus_masked-Deha2C-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-13.73&CDS=1-1587, augustus_masked-Deha2D-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-4.74&CDS=1-1740, augustus_masked-Deha2E-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.86&CDS=1-1746	YLL028W
76	OG0000076	maker-Deha2C-snap-gene-14.105-mRNA-1_1&gene=maker-Deha2C-snap-gene-14.105&CDS=1-1953	YGR154C, YKR076W, YMR251W
77	OG0000077	augustus_masked-Deha2C-processed-gene-14.232-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-14.232&CDS=1-2328, augustus_masked-Deha2F-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-4.85&CDS=1-3741	YDR145W, YJL212C
78	OG0000078	augustus_masked-Deha2D-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-2.54&CDS=1-1374, augustus_masked-Deha2F-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-3.68&CDS=1-1374	YBR118W, YPR080W
79	OG0000079	augustus_masked-Deha2D-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-7.20&CDS=1-2256, genemark-Deha2E-processed-gene-8.12-mRNA-1_1&gene=genemark-Deha2E-processed-gene-8.12&CDS=1-2598	YAR035W, YER024W
80	OG0000080	augustus_masked-Deha2D-processed-gene-11.169-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-11.169&CDS=1-1041, maker-Deha2G-augustus-gene-8.52-mRNA-1_1&gene=maker-Deha2G-augustus-gene-8.52&CDS=1-948	YBR002C, YMR101C
81	OG0000081	augustus_masked-Deha2D-processed-gene-11.176-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-11.176&CDS=1-201, augustus_masked-Deha2F-processed-gene-19.56-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-19.56&CDS=1-201	YLR264W, YOR167C
82	OG0000082	augustus_masked-Deha2F-processed-gene-19.55-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-19.55&CDS=1-366, maker-Deha2D-snap-gene-12.2-mRNA-1_1&gene=maker-Deha2D-snap-gene-12.2&CDS=1-339	YER056C-A, YIL052C
83	OG0000083	augustus_masked-Deha2D-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-13.131&CDS=1-390, augustus_masked-Deha2F-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-15.17&CDS=1-387	YBL002W, YDR224C
84	OG0000084	augustus_masked-Deha2E-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.116&CDS=1-4581, genemark-Deha2E-processed-gene-2.7-mRNA-1_1&gene=genemark-Deha2E-processed-gene-2.7&CDS=1-5367	YDR135C, YLL015W
85	OG0000085	augustus_masked-Deha2E-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.87&CDS=1-792, augustus_masked-Deha2E-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.73&CDS=1-759	YER062C, YIL053W
86	OG0000086	augustus_masked-Deha2E-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.89&CDS=1-1212, augustus_masked-Deha2E-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.90&CDS=1-1176, augustus_masked-Deha2F-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-8.99&CDS=1-1212	YOR084W
87	OG0000087	augustus_masked-Deha2E-processed-gene-18.40-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.40&CDS=1-1230, augustus_masked-Deha2E-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.125&CDS=1-1311	YDL066W, YLR174W
88	OG0000088	augustus_masked-Deha2E-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.70&CDS=1-1692, augustus_masked-Deha2G-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.90&CDS=1-1128	YDR463W, YHR006W
89	OG0000089	augustus_masked-Deha2E-processed-gene-17.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.92&CDS=1-1734	YOL055C, YPL258C, YPR121W
90	OG0000090	augustus_masked-Deha2E-processed-gene-19.85-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.85&CDS=1-1551	YER056C, YER060W, YER060W-A
91	OG0000091	augustus_masked-Deha2E-processed-gene-19.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.87&CDS=1-765, augustus_masked-Deha2G-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-3.61&CDS=1-786	YCR010C, YNR002C
92	OG0000092	augustus_masked-Deha2F-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-1.35&CDS=1-702	YFL060C, YMR095C, YNL334C
93	OG0000093	augustus_masked-Deha2F-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-2.102&CDS=1-789, maker-Deha2G-augustus-gene-6.117-mRNA-1_1&gene=maker-Deha2G-augustus-gene-6.117&CDS=1-789	YHR203C, YJR145C
94	OG0000094	augustus_masked-Deha2F-processed-gene-20.81-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-20.81&CDS=1-933, augustus_masked-Deha2F-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-3.47&CDS=1-1407	YDL216C, YFR004W
95	OG0000095	augustus_masked-Deha2F-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-3.55&CDS=1-1038, augustus_masked-Deha2G-processed-gene-17.8-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-17.8&CDS=1-1047	YMR303C, YOL086C
96	OG0000096	augustus_masked-Deha2F-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-4.67&CDS=1-1005	YGR192C, YJL052W, YJR009C
97	OG0000097	augustus_masked-Deha2F-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-9.91&CDS=1-2595, snap_masked-Deha2G-processed-gene-14.62-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-14.62&CDS=1-2166	YLL005C, YMR266W
98	OG0000098	augustus_masked-Deha2F-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-11.85&CDS=1-939, augustus_masked-Deha2F-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-11.86&CDS=1-981	YCL036W, YDR514C
99	OG0000099	augustus_masked-Deha2F-processed-gene-14.152-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-14.152&CDS=1-1500, augustus_masked-Deha2G-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.148&CDS=1-1515, augustus_masked-Deha2G-processed-gene-15.42-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-15.42&CDS=1-1554	YOL119C
100	OG0000100	augustus_masked-Deha2F-processed-gene-15.2-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-15.2&CDS=1-3885, maker-Deha2G-snap-gene-2.151-mRNA-1_1&gene=maker-Deha2G-snap-gene-2.151&CDS=1-4674	YIL126W, YOR290C
101	OG0000101	augustus_masked-Deha2F-processed-gene-21.105-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-21.105&CDS=1-735, augustus_masked-Deha2F-processed-gene-21.110-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-21.110&CDS=1-1035	YJL079C, YKR013W
102	OG0000102	augustus_masked-Deha2F-processed-gene-22.94-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-22.94&CDS=1-930	YLL052C, YLL053C, YPR192W
103	OG0000103	augustus_masked-Deha2G-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-2.19&CDS=1-1539, maker-Deha2G-augustus-gene-10.98-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.98&CDS=1-1191	YGR059W, YHR107C
104	OG0000104	augustus_masked-Deha2G-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-4.33&CDS=1-2655, augustus_masked-Deha2G-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.79&CDS=1-3186	YDR466W, YDR490C
105	OG0000105	augustus_masked-Deha2G-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.60&CDS=1-1704, maker-Deha2G-snap-gene-16.114-mRNA-1_1&gene=maker-Deha2G-snap-gene-16.114&CDS=1-2049	YGR249W, YOR140W
106	OG0000106	augustus_masked-Deha2G-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-15.3&CDS=1-1776, maker-Deha2G-snap-gene-15.156-mRNA-1_1&gene=maker-Deha2G-snap-gene-15.156&CDS=1-3498	YJL172W, YOL153C
107	OG0000107	augustus_masked-Deha2A-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-0.68&CDS=1-1221	YHR179W, YPL171C
108	OG0000108	augustus_masked-Deha2A-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-5.81&CDS=1-4386, genemark-Deha2A-processed-gene-0.8-mRNA-1_1&gene=genemark-Deha2A-processed-gene-0.8&CDS=1-1434	YGL202W
109	OG0000109	augustus_masked-Deha2A-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-0.85&CDS=1-1122, augustus_masked-Deha2A-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.99&CDS=1-1125	YHR112C
110	OG0000110	genemark-Deha2A-processed-gene-0.20-mRNA-1_1&gene=genemark-Deha2A-processed-gene-0.20&CDS=1-1170	YOR390W, YPL279C
111	OG0000111	augustus_masked-Deha2A-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.98&CDS=1-633, augustus_masked-Deha2D-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-1.71&CDS=1-633	YKL070W
112	OG0000112	augustus_masked-Deha2A-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.101&CDS=1-1128, augustus_masked-Deha2G-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-15.44&CDS=1-1134	YOR388C
113	OG0000113	augustus_masked-Deha2A-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.109&CDS=1-684	YFL061W, YNL335W
114	OG0000114	augustus_masked-Deha2A-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.112&CDS=1-1524	YGR108W, YPR119W
115	OG0000115	augustus_masked-Deha2A-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.132&CDS=1-1515	YDL161W, YLR206W
116	OG0000116	augustus_masked-Deha2A-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-1.117&CDS=1-1731	YHL017W, YKL039W
117	OG0000117	maker-Deha2A-augustus-gene-2.100-mRNA-1_1&gene=maker-Deha2A-augustus-gene-2.100&CDS=1-2106	YMR177W, YPL224C
118	OG0000118	augustus_masked-Deha2A-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-3.68&CDS=1-1506	YGL166W, YPR008W
119	OG0000119	augustus_masked-Deha2A-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-3.74&CDS=1-1776, augustus_masked-Deha2F-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-0.92&CDS=1-1725	YHR032W
120	OG0000120	augustus_masked-Deha2A-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-4.90&CDS=1-3459	YNL106C, YOR109W
121	OG0000121	augustus_masked-Deha2A-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-4.77&CDS=1-1959	YNL108C, YOR110W
122	OG0000122	augustus_masked-Deha2A-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-5.65&CDS=1-2946	YJL084C, YKR021W
123	OG0000123	augustus_masked-Deha2D-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-3.92&CDS=1-960, genemark-Deha2A-processed-gene-5.132-mRNA-1_1&gene=genemark-Deha2A-processed-gene-5.132&CDS=1-1002	YJL088W
124	OG0000124	augustus_masked-Deha2A-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.54&CDS=1-1242, augustus_masked-Deha2F-processed-gene-17.135-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-17.135&CDS=1-1605	YHR124W
125	OG0000125	augustus_masked-Deha2A-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.78&CDS=1-1653, augustus_masked-Deha2C-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-10.73&CDS=1-1638	YMR307W
126	OG0000126	augustus_masked-Deha2A-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.59&CDS=1-1701	YBL054W, YER088C
127	OG0000127	augustus_masked-Deha2A-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.82&CDS=1-1545	YBL056W, YER089C
128	OG0000128	augustus_masked-Deha2A-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.61&CDS=1-276	YER019C-A, YER087C-B
129	OG0000129	augustus_masked-Deha2A-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-6.72&CDS=1-1527	YHR115C, YNL116W
130	OG0000130	augustus_masked-Deha2A-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-7.0&CDS=1-2487	YKL050C, YMR031C
131	OG0000131	augustus_masked-Deha2A-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-7.24&CDS=1-3075, genemark-Deha2D-processed-gene-3.159-mRNA-1_1&gene=genemark-Deha2D-processed-gene-3.159&CDS=1-2955	YNL192W
132	OG0000132	augustus_masked-Deha2A-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-7.10&CDS=1-2109	YIL131C, YNL068C
133	OG0000133	augustus_masked-Deha2A-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-7.36&CDS=1-564	YNL096C, YOR096W
134	OG0000134	augustus_masked-Deha2A-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-8.24&CDS=1-1032	YIL135C, YNL074C
135	OG0000135	augustus_masked-Deha2A-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-9.126&CDS=1-1704, augustus_masked-Deha2E-processed-gene-19.67-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.67&CDS=1-1698	YNL275W
136	OG0000136	augustus_masked-Deha2A-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-9.121&CDS=1-1770	YIL085C, YNL029C
137	OG0000137	augustus_masked-Deha2A-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-9.140&CDS=1-1839	YDL229W, YNL209W
138	OG0000138	augustus_masked-Deha2A-processed-gene-9.168-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-9.168&CDS=1-207	YDL061C, YLR388W
139	OG0000139	augustus_masked-Deha2A-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-10.70&CDS=1-4674	YEL022W, YJR031C
140	OG0000140	augustus_masked-Deha2A-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-10.72&CDS=1-3930	YLL016W, YLR310C
141	OG0000141	maker-Deha2A-augustus-gene-10.174-mRNA-1_1&gene=maker-Deha2A-augustus-gene-10.174&CDS=1-1224	YBR242W, YGL101W
142	OG0000142	augustus_masked-Deha2A-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-11.80&CDS=1-3138	YGR238C, YHR158C
143	OG0000143	augustus_masked-Deha2A-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-11.124&CDS=1-1272	YDR300C, YHR033W
144	OG0000144	augustus_masked-Deha2A-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-11.128&CDS=1-1089	YDL246C, YJR159W
145	OG0000145	augustus_masked-Deha2A-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-11.134&CDS=1-366, genemark-Deha2F-processed-gene-18.128-mRNA-1_1&gene=genemark-Deha2F-processed-gene-18.128&CDS=1-381	YNL322C
146	OG0000146	augustus_masked-Deha2B-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-0.128&CDS=1-1857, augustus_masked-Deha2E-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.77&CDS=1-1866	YNL125C
147	OG0000147	augustus_masked-Deha2B-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-0.129&CDS=1-1092	YCR105W, YMR318C
148	OG0000148	augustus_masked-Deha2B-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-0.105&CDS=1-690, augustus_masked-Deha2F-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-12.90&CDS=1-744	YPR124W
149	OG0000149	augustus_masked-Deha2B-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-0.137&CDS=1-756, augustus_masked-Deha2C-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-4.29&CDS=1-756	YKL071W
150	OG0000150	augustus_masked-Deha2B-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-0.124&CDS=1-1089	YBR031W, YDR012W
151	OG0000151	augustus_masked-Deha2B-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-1.0&CDS=1-2658	YJL082W, YKR018C
152	OG0000152	augustus_masked-Deha2B-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-1.5&CDS=1-3390	YJL105W, YKR029C
153	OG0000153	augustus_masked-Deha2B-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-1.19&CDS=1-765	YDR272W, YOR040W
154	OG0000154	augustus_masked-Deha2B-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-1.44&CDS=1-1689, augustus_masked-Deha2C-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-7.102&CDS=1-1728	YPL265W
155	OG0000155	augustus_masked-Deha2B-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.94&CDS=1-1659	YER064C, YIL056W
156	OG0000156	augustus_masked-Deha2B-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.120&CDS=1-1014, augustus_masked-Deha2F-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-7.117&CDS=1-1038	YDL078C
157	OG0000157	augustus_masked-Deha2B-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.98&CDS=1-2538	YBR001C, YDR001C
158	OG0000158	augustus_masked-Deha2B-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-2.103&CDS=1-708	YBR181C, YPL090C
159	OG0000159	augustus_masked-Deha2B-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.50&CDS=1-1587, augustus_masked-Deha2F-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-3.58&CDS=1-1338	YGL209W
160	OG0000160	augustus_masked-Deha2B-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.54&CDS=1-660	YER031C, YGL210W
161	OG0000161	genemark-Deha2B-processed-gene-3.115-mRNA-1_1&gene=genemark-Deha2B-processed-gene-3.115&CDS=1-1701	YLR044C, YLR134W
162	OG0000162	augustus_masked-Deha2B-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.90&CDS=1-528	YKL141W, YMR118C
163	OG0000163	augustus_masked-Deha2B-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-3.76&CDS=1-357	YER131W, YGL189C
164	OG0000164	maker-Deha2B-snap-gene-4.1-mRNA-1_1&gene=maker-Deha2B-snap-gene-4.1&CDS=1-1008	YBR189W, YPL081W
165	OG0000165	augustus_masked-Deha2D-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-6.147&CDS=1-1104, maker-Deha2B-augustus-gene-4.68-mRNA-1_1&gene=maker-Deha2B-augustus-gene-4.68&CDS=1-2229	YMR152W
166	OG0000166	maker-Deha2B-augustus-gene-4.62-mRNA-1_1&gene=maker-Deha2B-augustus-gene-4.62&CDS=1-837	YDL204W, YDR233C
167	OG0000167	augustus_masked-Deha2B-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-4.91&CDS=1-360	YFL034C-A, YLR061W
168	OG0000168	genemark-Deha2B-processed-gene-4.54-mRNA-1_1&gene=genemark-Deha2B-processed-gene-4.54&CDS=1-1041	YAL034C, YOR338W
169	OG0000169	augustus_masked-Deha2B-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-5.68&CDS=1-1818	YHR117W, YNL121C
170	OG0000170	augustus_masked-Deha2B-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-7.67&CDS=1-1170	YEL006W, YIL006W
171	OG0000171	maker-Deha2B-augustus-gene-7.104-mRNA-1_1&gene=maker-Deha2B-augustus-gene-7.104&CDS=1-3000	YMR183C, YPL232W
172	OG0000172	maker-Deha2B-snap-gene-8.57-mRNA-1_1&gene=maker-Deha2B-snap-gene-8.57&CDS=1-1575	YDL049C, YJL174W
173	OG0000173	augustus_masked-Deha2B-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.74&CDS=1-255	YPR169W-A, YPR170W-B
174	OG0000174	augustus_masked-Deha2B-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.99&CDS=1-3453	YBL101C, YPR030W
175	OG0000175	augustus_masked-Deha2B-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-8.79&CDS=1-1512	YLR260W, YOR171C
176	OG0000176	augustus_masked-Deha2B-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-9.144&CDS=1-960	YBR147W, YOL092W
177	OG0000177	augustus_masked-Deha2B-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-9.150&CDS=1-1278	YDL175C, YIL079C
178	OG0000178	augustus_masked-Deha2B-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-Deha2B-processed-gene-10.2&CDS=1-612	YBR005W, YDR003W
