	OrthologID	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
67	OG0000067	snap_masked-APLS01000001.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-1.6&CDS=1-1818	YDR132C, YLR108C
68	OG0000068	snap_masked-APLS01000001.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-1.27&CDS=1-837	YDL049C, YJL174W
69	OG0000069	snap_masked-APLS01000001.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-1.21&CDS=1-369	YDR134C, YLR110C
70	OG0000070	snap_masked-APLS01000001.1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-2.6&CDS=1-3714	YDR122W, YLR096W
71	OG0000071	snap_masked-APLS01000001.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-2.14&CDS=1-1320	YBR161W, YPL057C
72	OG0000072	snap_masked-APLS01000001.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-2.43&CDS=1-1416	YDR200C, YLR238W
73	OG0000073	maker-APLS01000001.1-snap-gene-2.161-mRNA-1_1&gene=maker-APLS01000001.1-snap-gene-2.161&CDS=1-2325	YDR213W, YLR228C
74	OG0000074	augustus_masked-APLS01000001.1-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-3.87&CDS=1-1059	YBR183W, YPL087W
75	OG0000075	snap_masked-APLS01000001.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-3.112&CDS=1-2358	YBR182C, YPL089C
76	OG0000076	snap_masked-APLS01000001.1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-3.113&CDS=1-708	YBR181C, YPL090C
77	OG0000077	snap_masked-APLS01000001.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-3.116&CDS=1-1425	YBR177C, YPL095C
78	OG0000078	augustus_masked-APLS01000001.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-3.71&CDS=1-3600	YBR172C, YPL105C
79	OG0000079	snap_masked-APLS01000001.1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-3.124&CDS=1-2034	YBR169C, YPL106C
80	OG0000080	augustus_masked-APLS01000001.1-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-4.109&CDS=1-903	YDR253C, YPL038W
81	OG0000081	snap_masked-APLS01000001.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-4.74&CDS=1-474	YDR252W, YPL037C
82	OG0000082	snap_masked-APLS01000001.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-4.75&CDS=1-2550	YDR251W, YPL032C
83	OG0000083	augustus_masked-APLS01000001.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-4.132&CDS=1-774, augustus_masked-APLS01000083.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-APLS01000083.1-processed-gene-0.6&CDS=1-774	YDR248C
84	OG0000084	augustus_masked-APLS01000001.1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-4.133&CDS=1-3048, augustus_masked-APLS01000083.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-APLS01000083.1-processed-gene-0.7&CDS=1-3048	YPL040C
85	OG0000085	snap_masked-APLS01000001.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-4.81&CDS=1-4569, snap_masked-APLS01000026.1-processed-gene-0.122-mRNA-1_1&gene=snap_masked-APLS01000026.1-processed-gene-0.122&CDS=1-4542	YPL058C
86	OG0000086	maker-APLS01000001.1-snap-gene-4.99-mRNA-1_1&gene=maker-APLS01000001.1-snap-gene-4.99&CDS=1-930	YBR189W, YPL081W
87	OG0000087	snap_masked-APLS01000001.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-5.42&CDS=1-2508	YBR294W, YLR092W
88	OG0000088	augustus_masked-APLS01000001.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-5.14&CDS=1-360	YER131W, YGL189C
89	OG0000089	augustus_masked-APLS01000001.1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-5.33&CDS=1-5763	YER132C, YGL197W
90	OG0000090	snap_masked-APLS01000001.1-processed-gene-6.117-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-6.117&CDS=1-1041	YER045C, YIL036W
91	OG0000091	augustus_masked-APLS01000001.1-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-6.76&CDS=1-2184	YDR409W, YOR156C
92	OG0000092	genemark-APLS01000001.1-processed-gene-7.57-mRNA-1_1&gene=genemark-APLS01000001.1-processed-gene-7.57&CDS=1-2055	YGR004W, YLR324W
93	OG0000093	maker-APLS01000001.1-augustus-gene-7.113-mRNA-1_1&gene=maker-APLS01000001.1-augustus-gene-7.113&CDS=1-3114	YDR351W, YHR103W
94	OG0000094	snap_masked-APLS01000001.1-processed-gene-7.22-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-7.22&CDS=1-1215	YDR277C, YOR047C
95	OG0000095	snap_masked-APLS01000001.1-processed-gene-7.43-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-7.43&CDS=1-1365	YDR273W, YOR042W
96	OG0000096	augustus_masked-APLS01000001.1-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-7.138&CDS=1-1458, snap_masked-APLS01000001.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-7.26&CDS=1-1521	YOR049C
97	OG0000097	augustus_masked-APLS01000001.1-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-8.131&CDS=1-2079	YKR072C, YOR054C
98	OG0000098	snap_masked-APLS01000001.1-processed-gene-8.241-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-8.241&CDS=1-1182	YKR076W, YMR251W
99	OG0000099	snap_masked-APLS01000001.1-processed-gene-8.249-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-8.249&CDS=1-2418	YBL009W, YGL021W
100	OG0000100	snap_masked-APLS01000001.1-processed-gene-8.311-mRNA-1_1&gene=snap_masked-APLS01000001.1-processed-gene-8.311&CDS=1-1674	YDR358W, YHR108W
101	OG0000101	augustus_masked-APLS01000001.1-processed-gene-8.216-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-8.216&CDS=1-3543	YDR379W, YOR127W
102	OG0000102	augustus_masked-APLS01000001.1-processed-gene-8.174-mRNA-1_1&gene=augustus_masked-APLS01000001.1-processed-gene-8.174&CDS=1-2526	YDR385W, YOR133W
103	OG0000103	augustus_masked-APLS01000037.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-APLS01000037.1-processed-gene-0.71&CDS=1-1323, genemark-APLS01000001.1-processed-gene-8.55-mRNA-1_1&gene=genemark-APLS01000001.1-processed-gene-8.55&CDS=1-1134	YKL082C
104	OG0000104	snap_masked-APLS01000002.1-processed-gene-0.131-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-0.131&CDS=1-408	YDR447C, YML024W
105	OG0000105	snap_masked-APLS01000002.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-0.133&CDS=1-861	YDR451C, YML027W
106	OG0000106	snap_masked-APLS01000002.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-0.120&CDS=1-669	YER031C, YGL210W
107	OG0000107	snap_masked-APLS01000002.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-1.72&CDS=1-1095	YER037W, YGL224C
108	OG0000108	augustus_masked-APLS01000002.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-APLS01000002.1-processed-gene-1.44&CDS=1-1314	YER027C, YGL208W
109	OG0000109	maker-APLS01000002.1-snap-gene-2.105-mRNA-1_1&gene=maker-APLS01000002.1-snap-gene-2.105&CDS=1-408	YDR471W, YHR010W
110	OG0000110	snap_masked-APLS01000002.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-2.82&CDS=1-1380	YDR312W, YHR066W
111	OG0000111	augustus_masked-APLS01000003.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.26&CDS=1-2883, snap_masked-APLS01000002.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-2.63&CDS=1-2805	YBR084W
112	OG0000112	snap_masked-APLS01000002.1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-3.123&CDS=1-2325	YDR303C, YHR056C
113	OG0000113	augustus_masked-APLS01000002.1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-APLS01000002.1-processed-gene-3.78&CDS=1-1215	YDR300C, YHR033W
114	OG0000114	snap_masked-APLS01000002.1-processed-gene-4.249-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-4.249&CDS=1-261	YHR021C, YKL156W
115	OG0000115	snap_masked-APLS01000002.1-processed-gene-4.222-mRNA-1_1&gene=snap_masked-APLS01000002.1-processed-gene-4.222&CDS=1-1596	YLL012W, YLR020C
116	OG0000116	maker-APLS01000002.1-snap-gene-4.185-mRNA-1_1&gene=maker-APLS01000002.1-snap-gene-4.185&CDS=1-5289	YHR047C, YKL157W
117	OG0000117	snap_masked-APLS01000003.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-0.84&CDS=1-468, snap_masked-APLS01000051.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-APLS01000051.1-processed-gene-0.10&CDS=1-468	YPR098C
118	OG0000118	snap_masked-APLS01000003.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-0.106&CDS=1-558, snap_masked-APLS01000051.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-APLS01000051.1-processed-gene-0.13&CDS=1-558	YGR082W
119	OG0000119	augustus_masked-APLS01000003.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-1.64&CDS=1-1491	YCR048W, YNR019W
120	OG0000120	snap_masked-APLS01000003.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.140&CDS=1-2910	YCR067C, YNR026C
121	OG0000121	genemark-APLS01000003.1-processed-gene-1.26-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-1.26&CDS=1-807	YOR390W, YPL279C
122	OG0000122	snap_masked-APLS01000003.1-processed-gene-1.151-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-1.151&CDS=1-1332	YML118W, YMR285C
123	OG0000123	maker-APLS01000003.1-snap-gene-2.44-mRNA-1_1&gene=maker-APLS01000003.1-snap-gene-2.44&CDS=1-3924	YML100W, YMR261C
124	OG0000124	snap_masked-APLS01000003.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.51&CDS=1-564	YBL027W, YBR084C-A
125	OG0000125	snap_masked-APLS01000003.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-2.57&CDS=1-441	YBR082C, YDR059C
126	OG0000126	augustus_masked-APLS01000003.1-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-2.36&CDS=1-297	YBR089C-A, YPR052C
127	OG0000127	snap_masked-APLS01000003.1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.117&CDS=1-891	YBR104W, YPR058W
128	OG0000128	snap_masked-APLS01000003.1-processed-gene-3.136-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.136&CDS=1-1788	YJR059W, YKL198C
129	OG0000129	maker-APLS01000003.1-augustus-gene-3.109-mRNA-1_1&gene=maker-APLS01000003.1-augustus-gene-3.109&CDS=1-5523	YJR061W, YKL201C
130	OG0000130	snap_masked-APLS01000003.1-processed-gene-3.168-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-3.168&CDS=1-756	YGR038W, YLR350W
131	OG0000131	augustus_masked-APLS01000003.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-3.81&CDS=1-324	YGR027C, YLR333C
132	OG0000132	genemark-APLS01000003.1-processed-gene-4.1-mRNA-1_1&gene=genemark-APLS01000003.1-processed-gene-4.1&CDS=1-1176	YGR023W, YLR332W
133	OG0000133	snap_masked-APLS01000003.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-APLS01000003.1-processed-gene-4.112&CDS=1-378	YFL034C-A, YLR061W
134	OG0000134	augustus_masked-APLS01000003.1-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-APLS01000003.1-processed-gene-4.201&CDS=1-2346	YER066W, YFL009W
135	OG0000135	snap_masked-APLS01000004.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.111&CDS=1-1305, snap_masked-APLS01000048.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-APLS01000048.1-processed-gene-0.16&CDS=1-1305	YDR415C
136	OG0000136	augustus_masked-APLS01000004.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-0.71&CDS=1-933, augustus_masked-APLS01000048.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-APLS01000048.1-processed-gene-0.27&CDS=1-933	YEL051W
137	OG0000137	snap_masked-APLS01000004.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.88&CDS=1-807, snap_masked-APLS01000048.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-APLS01000048.1-processed-gene-0.13&CDS=1-807	YJR101W
138	OG0000138	snap_masked-APLS01000004.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.113&CDS=1-741, snap_masked-APLS01000048.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-APLS01000048.1-processed-gene-0.18&CDS=1-243	YJR102C
139	OG0000139	snap_masked-APLS01000004.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-0.97&CDS=1-2364	YDR463W, YHR006W
140	OG0000140	snap_masked-APLS01000004.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-1.8&CDS=1-897	YBR066C, YDR043C
141	OG0000141	snap_masked-APLS01000004.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-1.11&CDS=1-1797	YBR049C, YDR026C
142	OG0000142	snap_masked-APLS01000004.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-1.35&CDS=1-444	YBR048W, YDR025W
143	OG0000143	augustus_masked-APLS01000004.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-2.10&CDS=1-5880	YCR073C, YNR031C
144	OG0000144	augustus_masked-APLS01000004.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-2.13&CDS=1-1194	YMR253C, YPL264C
145	OG0000145	genemark-APLS01000004.1-processed-gene-2.98-mRNA-1_1&gene=genemark-APLS01000004.1-processed-gene-2.98&CDS=1-411	YGR209C, YLR043C
146	OG0000146	snap_masked-APLS01000004.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-2.125&CDS=1-1767	YGR108W, YPR119W
147	OG0000147	augustus_masked-APLS01000004.1-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-APLS01000004.1-processed-gene-2.46&CDS=1-1044	YBR291C, YFR045W
148	OG0000148	snap_masked-APLS01000004.1-processed-gene-3.122-mRNA-1_1&gene=snap_masked-APLS01000004.1-processed-gene-3.122&CDS=1-573	YKL065C, YMR040W
149	OG0000149	maker-APLS01000004.1-snap-gene-3.55-mRNA-1_1&gene=maker-APLS01000004.1-snap-gene-3.55&CDS=1-2535	YDR264C, YOR034C
150	OG0000150	maker-APLS01000004.1-snap-gene-3.57-mRNA-1_1&gene=maker-APLS01000004.1-snap-gene-3.57&CDS=1-1497	YDR348C, YHR097C
151	OG0000151	snap_masked-APLS01000005.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-0.59&CDS=1-1170	YJL138C, YKR059W
152	OG0000152	maker-APLS01000005.1-snap-gene-0.76-mRNA-1_1&gene=maker-APLS01000005.1-snap-gene-0.76&CDS=1-1035	YJL136C, YKR057W
153	OG0000153	snap_masked-APLS01000005.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-0.38&CDS=1-1407	YJL134W, YKR053C
154	OG0000154	augustus_masked-APLS01000005.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-0.2&CDS=1-1026	YJL133W, YKR052C
155	OG0000155	maker-APLS01000005.1-snap-gene-0.78-mRNA-1_1&gene=maker-APLS01000005.1-snap-gene-0.78&CDS=1-3621	YJL129C, YKR050W
156	OG0000156	snap_masked-APLS01000005.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-0.72&CDS=1-594	YDL082W, YMR142C
157	OG0000157	augustus_masked-APLS01000005.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-0.14&CDS=1-441	YDL083C, YMR143W
158	OG0000158	augustus_masked-APLS01000005.1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-1.140&CDS=1-2997	YDL088C, YMR153W
159	OG0000159	snap_masked-APLS01000005.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-1.14&CDS=1-1524	YDL085W, YMR145C
160	OG0000160	augustus_masked-APLS01000005.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-1.136&CDS=1-1365	YCL036W, YDR514C
161	OG0000161	augustus_masked-APLS01000005.1-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-2.190&CDS=1-1584	YIL085C, YNL029C
162	OG0000162	snap_masked-APLS01000005.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.5&CDS=1-309	YBR009C, YNL030W
163	OG0000163	snap_masked-APLS01000005.1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.6&CDS=1-417	YBR010W, YNL031C
164	OG0000164	snap_masked-APLS01000005.1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.9&CDS=1-1005	YNL037C, YOR136W
165	OG0000165	snap_masked-APLS01000005.1-processed-gene-2.10-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.10&CDS=1-1782	YIL095W, YNL020C
166	OG0000166	snap_masked-APLS01000005.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.60&CDS=1-1824	YIL105C, YNL047C
167	OG0000167	augustus_masked-APLS01000005.1-processed-gene-2.252-mRNA-1_1&gene=augustus_masked-APLS01000005.1-processed-gene-2.252&CDS=1-1095	YHR146W, YNL173C
168	OG0000168	snap_masked-APLS01000005.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.39&CDS=1-1140	YDL222C, YNL194C
169	OG0000169	snap_masked-APLS01000005.1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-APLS01000005.1-processed-gene-2.41&CDS=1-2142	YDL224C, YNL197C
170	OG0000170	snap_masked-APLS01000006.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-0.69&CDS=1-1086	YBR031W, YDR012W
171	OG0000171	snap_masked-APLS01000006.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-0.71&CDS=1-1671	YJL112W, YKR036C
172	OG0000172	snap_masked-APLS01000006.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-0.59&CDS=1-2505	YFR022W, YOR018W
173	OG0000173	snap_masked-APLS01000006.1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.126&CDS=1-4323	YEL022W, YJR031C
174	OG0000174	snap_masked-APLS01000006.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.109&CDS=1-1371	YCL011C, YNL004W
175	OG0000175	snap_masked-APLS01000006.1-processed-gene-1.112-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.112&CDS=1-1146	YFR024C-A, YHR016C
176	OG0000176	snap_masked-APLS01000006.1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.116&CDS=1-1818	YBL067C, YER098W
177	OG0000177	genemark-APLS01000006.1-processed-gene-1.71-mRNA-1_1&gene=genemark-APLS01000006.1-processed-gene-1.71&CDS=1-4509, snap_masked-APLS01000012.1-processed-gene-1.181-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-1.181&CDS=1-4467	YOR153W
178	OG0000178	snap_masked-APLS01000006.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.134&CDS=1-4446	YBL079W, YER105C
179	OG0000179	snap_masked-APLS01000006.1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-1.121&CDS=1-2193	YDR263C, YOR033C
180	OG0000180	snap_masked-APLS01000006.1-processed-gene-2.210-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.210&CDS=1-771	YBL091C-A, YER120W
181	OG0000181	augustus_masked-APLS01000006.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-APLS01000006.1-processed-gene-2.10&CDS=1-1401	YBL089W, YER119C
182	OG0000182	snap_masked-APLS01000006.1-processed-gene-2.186-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.186&CDS=1-321	YEL039C, YJR048W
183	OG0000183	snap_masked-APLS01000006.1-processed-gene-2.223-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.223&CDS=1-1968	YEL041W, YJR049C
184	OG0000184	snap_masked-APLS01000006.1-processed-gene-2.228-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.228&CDS=1-2091	YFR015C, YLR258W
185	OG0000185	snap_masked-APLS01000006.1-processed-gene-2.199-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.199&CDS=1-1536	YBL056W, YER089C
186	OG0000186	augustus_masked-APLS01000006.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-APLS01000006.1-processed-gene-2.37&CDS=1-1962	YBL061C, YER096W
187	OG0000187	snap_masked-APLS01000006.1-processed-gene-2.242-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.242&CDS=1-597	YBL072C, YER102W
188	OG0000188	augustus_masked-APLS01000006.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-APLS01000006.1-processed-gene-2.74&CDS=1-2559	YBL101C, YPR030W
189	OG0000189	augustus_masked-APLS01000007.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.83&CDS=1-696, augustus_masked-APLS01000058.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-APLS01000058.1-processed-gene-0.7&CDS=1-696	YKL041W
190	OG0000190	augustus_masked-APLS01000007.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.102&CDS=1-1044, augustus_masked-APLS01000058.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-APLS01000058.1-processed-gene-0.10&CDS=1-1044	YHL020C
191	OG0000191	augustus_masked-APLS01000007.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.84&CDS=1-2430, augustus_masked-APLS01000058.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-APLS01000058.1-processed-gene-0.8&CDS=1-2430	YKL058W
192	OG0000192	augustus_masked-APLS01000058.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-APLS01000058.1-processed-gene-0.9&CDS=1-1119, snap_masked-APLS01000007.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.45&CDS=1-1338	YMR028W
193	OG0000193	augustus_masked-APLS01000007.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.93&CDS=1-1266	YDL048C, YLR375W
194	OG0000194	snap_masked-APLS01000007.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.56&CDS=1-1377	YKL043W, YMR016C
195	OG0000195	maker-APLS01000007.1-snap-gene-0.40-mRNA-1_1&gene=maker-APLS01000007.1-snap-gene-0.40&CDS=1-750	YGR214W, YLR048W
196	OG0000196	snap_masked-APLS01000007.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.102&CDS=1-1692, snap_masked-APLS01000019.1-processed-gene-0.186-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.186&CDS=1-1692	YLR044C
197	OG0000197	snap_masked-APLS01000007.1-processed-gene-1.135-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.135&CDS=1-2301	YKL105C, YMR086W
198	OG0000198	snap_masked-APLS01000007.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.140&CDS=1-1185	YHR208W, YJR148W
