	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
40	OG0000040	YLL021W, YLR313C	genemark-scf7180000046267-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046267-processed-gene-0.22&CDS=1-2028, snap_masked-scf7180000045154-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045154-processed-gene-0.1&CDS=1-813, snap_masked-scf7180000046240-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000046240-processed-gene-0.60&CDS=1-4539
41	OG0000041	YLR055C, YLR056W	augustus_masked-scf7180000045215-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045215-processed-gene-0.2&CDS=1-633, genemark-scf7180000046132-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046132-processed-gene-0.10&CDS=1-2217, snap_masked-scf7180000045369-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045369-processed-gene-0.1&CDS=1-264
42	OG0000042	YLR057W	augustus_masked-scf7180000045117-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000045117-processed-gene-0.5&CDS=1-1170, augustus_masked-scf7180000045118-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000045118-processed-gene-0.1&CDS=1-1173, augustus_masked-scf7180000046132-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000046132-processed-gene-0.60&CDS=1-1170, snap_masked-scf7180000045897-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000045897-processed-gene-0.7&CDS=1-2499
43	OG0000043	YLR342W, YMR306W	genemark-scf7180000046333-processed-gene-2.26-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.26&CDS=1-4983, snap_masked-scf7180000046142-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000046142-processed-gene-0.60&CDS=1-5646, snap_masked-scf7180000046169-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.101&CDS=1-5553
44	OG0000044	YLR373C, YOR337W	augustus_masked-scf7180000046292-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000046292-processed-gene-0.1&CDS=1-1683, augustus_masked-scf7180000046314-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000046314-processed-gene-0.92&CDS=1-1086, maker-scf7180000046333-snap-gene-2.227-mRNA-1_1&gene=maker-scf7180000046333-snap-gene-2.227&CDS=1-3561
45	OG0000045	YLR440C, YML065W	augustus_masked-scf7180000046333-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000046333-processed-gene-0.16&CDS=1-4944, genemark-scf7180000046191-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046191-processed-gene-0.20&CDS=1-2715, snap_masked-scf7180000046020-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000046020-processed-gene-0.1&CDS=1-210
46	OG0000046	YNL321W	augustus_masked-scf7180000045066-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045066-processed-gene-0.0&CDS=1-1050, augustus_masked-scf7180000046084-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000046084-processed-gene-0.5&CDS=1-2289, augustus_masked-scf7180000046196-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000046196-processed-gene-0.25&CDS=1-1890, genemark-scf7180000045069-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000045069-processed-gene-0.1&CDS=1-1797
47	OG0000047	YOR075W	augustus_masked-scf7180000045076-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000045076-processed-gene-0.4&CDS=1-465, augustus_masked-scf7180000046116-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000046116-processed-gene-0.40&CDS=1-633, genemark-scf7180000046058-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046058-processed-gene-0.13&CDS=1-1035, genemark-scf7180000046179-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046179-processed-gene-0.13&CDS=1-1035
48	OG0000048	YPL159C, YPR151C	augustus_masked-scf7180000045416-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045416-processed-gene-0.2&CDS=1-411, augustus_masked-scf7180000046147-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000046147-processed-gene-0.36&CDS=1-1950, snap_masked-scf7180000046129-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000046129-processed-gene-0.23&CDS=1-255
49	OG0000049	YAL043C, YAL044C	augustus_masked-scf7180000045404-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045404-processed-gene-0.2&CDS=1-357, augustus_masked-scf7180000046168-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000046168-processed-gene-0.34&CDS=1-2766
50	OG0000050	YAR002W	augustus_masked-scf7180000045260-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045260-processed-gene-0.0&CDS=1-543, augustus_masked-scf7180000045265-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045265-processed-gene-0.2&CDS=1-636, augustus_masked-scf7180000046327-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000046327-processed-gene-0.32&CDS=1-1680
51	OG0000051	YAR042W, YDL019C	genemark-scf7180000046300-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.96&CDS=1-3663, snap_masked-scf7180000046235-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000046235-processed-gene-0.95&CDS=1-4128
52	OG0000052	YBL005W, YGL013C	snap_masked-scf7180000046151-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000046151-processed-gene-0.66&CDS=1-3144, snap_masked-scf7180000046151-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000046151-processed-gene-0.67&CDS=1-3552
53	OG0000053	YBL072C, YER102W	genemark-scf7180000046220-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.57&CDS=1-594, genemark-scf7180000046265-processed-gene-0.130-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.130&CDS=1-594
54	OG0000054	YBL085W, YER114C	genemark-scf7180000046220-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.10&CDS=1-2913, genemark-scf7180000046265-processed-gene-0.166-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.166&CDS=1-2844
55	OG0000055	YBL104C, YBL107C	augustus_masked-scf7180000044951-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044951-processed-gene-0.0&CDS=1-276, augustus_masked-scf7180000046296-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000046296-processed-gene-0.22&CDS=1-9207
56	OG0000056	YBR024W, YBR037C	genemark-scf7180000046235-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000046235-processed-gene-0.43&CDS=1-909, genemark-scf7180000046300-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.95&CDS=1-885
57	OG0000057	YBR068C, YDR046C	genemark-scf7180000046199-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000046199-processed-gene-0.116&CDS=1-1788, genemark-scf7180000046315-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000046315-processed-gene-0.88&CDS=1-1674
58	OG0000058	YBR078W	augustus_masked-scf7180000045473-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045473-processed-gene-0.0&CDS=1-312, genemark-scf7180000046199-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000046199-processed-gene-0.83&CDS=1-1281, genemark-scf7180000046315-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000046315-processed-gene-0.113&CDS=1-1284
59	OG0000059	YBR131W	augustus_masked-scf7180000045092-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045092-processed-gene-0.0&CDS=1-1044, augustus_masked-scf7180000045139-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045139-processed-gene-0.0&CDS=1-1161, augustus_masked-scf7180000046141-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000046141-processed-gene-0.7&CDS=1-2070
60	OG0000060	YBR189W, YPL081W	snap_masked-scf7180000046192-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scf7180000046192-processed-gene-0.129&CDS=1-576, snap_masked-scf7180000046325-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scf7180000046325-processed-gene-2.84&CDS=1-573
61	OG0000061	YBR197C, YPL077C	augustus_masked-scf7180000046325-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-2.9&CDS=1-945, snap_masked-scf7180000046192-processed-gene-0.169-mRNA-1_1&gene=snap_masked-scf7180000046192-processed-gene-0.169&CDS=1-1293
62	OG0000062	YBR218C, YGL062W	genemark-scf7180000046139-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.67&CDS=1-3534, genemark-scf7180000046332-processed-gene-1.18-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.18&CDS=1-3519
63	OG0000063	YCL029C	genemark-scf7180000046308-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046308-processed-gene-0.31&CDS=1-1506, snap_masked-scf7180000045088-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045088-processed-gene-0.2&CDS=1-498, snap_masked-scf7180000046175-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000046175-processed-gene-0.31&CDS=1-324
64	OG0000064	YCL040W, YDR516C	genemark-scf7180000046087-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.98&CDS=1-1497, genemark-scf7180000046308-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046308-processed-gene-0.8&CDS=1-1494
65	OG0000065	YCR024C-A, YEL017C-A	augustus_masked-scf7180000046177-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000046177-processed-gene-0.30&CDS=1-2406, augustus_masked-scf7180000046205-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000046205-processed-gene-0.29&CDS=1-462
66	OG0000066	YDL037C	augustus_masked-scf7180000045950-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045950-processed-gene-0.0&CDS=1-1143, genemark-scf7180000046213-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046213-processed-gene-0.1&CDS=1-912, maker-scf7180000046204-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000046204-snap-gene-0.2&CDS=1-2133
67	OG0000067	YDL082W, YMR142C	snap_masked-scf7180000046288-processed-gene-0.146-mRNA-1_1&gene=snap_masked-scf7180000046288-processed-gene-0.146&CDS=1-597, snap_masked-scf7180000046309-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-0.52&CDS=1-597
68	OG0000068	YDL112W	genemark-scf7180000046261-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000046261-processed-gene-0.155&CDS=1-4110, snap_masked-scf7180000045245-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045245-processed-gene-0.0&CDS=1-606, snap_masked-scf7180000046142-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000046142-processed-gene-0.2&CDS=1-4290
69	OG0000069	YDL138W, YDL194W	genemark-scf7180000046220-processed-gene-1.39-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.39&CDS=1-2667, genemark-scf7180000046280-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046280-processed-gene-0.22&CDS=1-2757
70	OG0000070	YDL161W, YLR206W	genemark-scf7180000046220-processed-gene-1.29-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.29&CDS=1-1398, genemark-scf7180000046280-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046280-processed-gene-0.15&CDS=1-2052
71	OG0000071	YDR038C, YDR039C, YDR040C	genemark-scf7180000046199-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000046199-processed-gene-0.108&CDS=1-3324
72	OG0000072	YDR132C, YLR108C	genemark-scf7180000046268-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.20&CDS=1-1512, snap_masked-scf7180000046273-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scf7180000046273-processed-gene-0.126&CDS=1-1299
73	OG0000073	YDR202C	augustus_masked-scf7180000045109-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000045109-processed-gene-0.4&CDS=1-990, augustus_masked-scf7180000046128-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000046128-processed-gene-0.19&CDS=1-984, genemark-scf7180000046059-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046059-processed-gene-0.16&CDS=1-1020
74	OG0000074	YDR214W, YLR228C	maker-scf7180000046128-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000046128-snap-gene-0.2&CDS=1-1935, maker-scf7180000046325-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000046325-augustus-gene-0.1&CDS=1-4497
75	OG0000075	YDR247W, YPL026C	genemark-scf7180000046128-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046128-processed-gene-0.47&CDS=1-1416, genemark-scf7180000046325-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-1.63&CDS=1-1305
76	OG0000076	YDR385W, YOR133W	genemark-scf7180000046299-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000046299-processed-gene-0.28&CDS=1-2526, maker-scf7180000046169-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000046169-snap-gene-0.4&CDS=1-2517
77	OG0000077	YDR406W	augustus_masked-scf7180000046274-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000046274-processed-gene-0.68&CDS=1-3696, genemark-scf7180000046236-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046236-processed-gene-0.9&CDS=1-3090, genemark-scf7180000046299-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046299-processed-gene-0.19&CDS=1-4785
78	OG0000078	YDR420W	augustus_masked-scf7180000045173-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045173-processed-gene-0.2&CDS=1-1032, augustus_masked-scf7180000045179-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045179-processed-gene-0.2&CDS=1-939, snap_masked-scf7180000046220-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-0.82&CDS=1-4062
79	OG0000079	YDR427W	augustus_masked-scf7180000045292-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045292-processed-gene-0.2&CDS=1-513, augustus_masked-scf7180000045297-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045297-processed-gene-0.2&CDS=1-525, genemark-scf7180000046220-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-0.40&CDS=1-1242
80	OG0000080	YDR447C, YML024W	genemark-scf7180000046086-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046086-processed-gene-0.11&CDS=1-408, genemark-scf7180000046320-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.89&CDS=1-408
81	OG0000081	YEL047C, YGL236C	augustus_masked-scf7180000046180-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000046180-processed-gene-0.4&CDS=1-3411, genemark-scf7180000046192-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000046192-processed-gene-0.69&CDS=1-1425
82	OG0000082	YEL053C	augustus_masked-scf7180000045380-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045380-processed-gene-0.0&CDS=1-438, augustus_masked-scf7180000045853-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045853-processed-gene-0.2&CDS=1-657, genemark-scf7180000046274-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.41&CDS=1-2364
83	OG0000083	YEL058W	augustus_masked-scf7180000046151-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000046151-processed-gene-0.129&CDS=1-1593, genemark-scf7180000045085-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000045085-processed-gene-0.1&CDS=1-1251, genemark-scf7180000046088-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046088-processed-gene-0.24&CDS=1-1275
84	OG0000084	YEL063C	genemark-scf7180000046167-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000046167-processed-gene-0.23&CDS=1-1698, genemark-scf7180000046179-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000046179-processed-gene-0.6&CDS=1-1635, snap_masked-scf7180000045806-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045806-processed-gene-0.0&CDS=1-1386
85	OG0000085	YER016W	augustus_masked-scf7180000045276-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045276-processed-gene-0.0&CDS=1-543, genemark-scf7180000046164-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000046164-processed-gene-0.2&CDS=1-504, genemark-scf7180000046255-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.44&CDS=1-1224
86	OG0000086	YER047C, YPL074W	genemark-scf7180000046192-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000046192-processed-gene-0.46&CDS=1-2256, genemark-scf7180000046255-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.13&CDS=1-3054
87	OG0000087	YER064C, YIL056W	snap_masked-scf7180000046255-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046255-processed-gene-0.47&CDS=1-1695, snap_masked-scf7180000046331-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-0.42&CDS=1-1575
88	OG0000088	YER070W, YIL066C	genemark-scf7180000046169-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.46&CDS=1-2703, genemark-scf7180000046296-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046296-processed-gene-0.54&CDS=1-2514
89	OG0000089	YER073W, YOR374W	augustus_masked-scf7180000046263-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000046263-processed-gene-0.85&CDS=1-3147, genemark-scf7180000046300-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.83&CDS=1-1944
90	OG0000090	YER133W, YPL179W	genemark-scf7180000046309-processed-gene-2.78-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.78&CDS=1-936, genemark-scf7180000046332-processed-gene-1.73-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.73&CDS=1-1704
91	OG0000091	YER151C	augustus_masked-scf7180000045300-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045300-processed-gene-0.0&CDS=1-540, augustus_masked-scf7180000045302-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045302-processed-gene-0.0&CDS=1-534, maker-scf7180000046305-augustus-gene-1.262-mRNA-1_1&gene=maker-scf7180000046305-augustus-gene-1.262&CDS=1-4017
92	OG0000092	YFR053C, YGL253W	genemark-scf7180000046147-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046147-processed-gene-0.12&CDS=1-1452, genemark-scf7180000046205-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.69&CDS=1-1458
93	OG0000093	YGL066W	genemark-scf7180000046250-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000046250-processed-gene-0.56&CDS=1-1995, snap_masked-scf7180000045198-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045198-processed-gene-0.1&CDS=1-951, snap_masked-scf7180000045201-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045201-processed-gene-0.1&CDS=1-951
94	OG0000094	YGL082W, YPL191C	genemark-scf7180000046168-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000046168-processed-gene-0.69&CDS=1-1104, genemark-scf7180000046250-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046250-processed-gene-0.62&CDS=1-1290
95	OG0000095	YGL083W	genemark-scf7180000046250-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046250-processed-gene-0.63&CDS=1-2535, snap_masked-scf7180000045187-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045187-processed-gene-0.1&CDS=1-993, snap_masked-scf7180000045191-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045191-processed-gene-0.1&CDS=1-993
96	OG0000096	YGL098W	augustus_masked-scf7180000045097-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045097-processed-gene-0.0&CDS=1-219, genemark-scf7180000046030-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000046030-processed-gene-0.28&CDS=1-843, genemark-scf7180000046250-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000046250-processed-gene-0.70&CDS=1-531
97	OG0000097	YGL139W, YPL221W	genemark-scf7180000046250-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046250-processed-gene-0.35&CDS=1-2307, genemark-scf7180000046331-processed-gene-2.4-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.4&CDS=1-2490
98	OG0000098	YGL147C, YNL067W	genemark-scf7180000046177-processed-gene-0.141-mRNA-1_1&gene=genemark-scf7180000046177-processed-gene-0.141&CDS=1-576, snap_masked-scf7180000046323-processed-gene-0.135-mRNA-1_1&gene=snap_masked-scf7180000046323-processed-gene-0.135&CDS=1-561
99	OG0000099	YGL154C	augustus_masked-scf7180000045751-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045751-processed-gene-0.0&CDS=1-198, maker-scf7180000046332-snap-gene-1.261-mRNA-1_1&gene=maker-scf7180000046332-snap-gene-1.261&CDS=1-762, snap_masked-scf7180000046177-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000046177-processed-gene-0.89&CDS=1-813
100	OG0000100	YGL162W, YPR009W	augustus_masked-scf7180000046198-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000046198-processed-gene-0.26&CDS=1-1023, augustus_masked-scf7180000046305-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scf7180000046305-processed-gene-1.24&CDS=1-834
101	OG0000101	YGL234W	augustus_masked-scf7180000045144-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045144-processed-gene-0.0&CDS=1-1302, augustus_masked-scf7180000045147-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045147-processed-gene-0.0&CDS=1-1293, augustus_masked-scf7180000046180-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000046180-processed-gene-0.17&CDS=1-5832
