	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026197_Brettanomyces_custersianus
77	OG0000077	YFL050C, YOL130W	genemark-flattened_line_72-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.62&CDS=1-2424, genemark-flattened_line_94-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.22&CDS=1-1806
78	OG0000078	YFL059W, YMR096W, YNL333W	genemark-flattened_line_10-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.49&CDS=1-909
79	OG0000079	YGL147C, YNL067W	genemark-flattened_line_10-processed-gene-3.38-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.38&CDS=1-573, genemark-flattened_line_2-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.96&CDS=1-573
80	OG0000080	YGL186C	augustus_masked-flattened_line_8-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.26&CDS=1-1545, genemark-flattened_line_50-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.91&CDS=1-1614, genemark-flattened_line_70-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.13&CDS=1-1494
81	OG0000081	YGR052W, YHR082C	genemark-flattened_line_10-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.29&CDS=1-1287, genemark-flattened_line_30-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.44&CDS=1-2244
82	OG0000082	YGR087C, YLR044C, YLR134W	genemark-flattened_line_0-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.32&CDS=1-1704
83	OG0000083	YGR131W, YPR149W	genemark-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.52&CDS=1-507, genemark-flattened_line_2-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.53&CDS=1-513
84	OG0000084	YGR240C, YMR205C	genemark-flattened_line_10-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.50&CDS=1-3126, genemark-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.61&CDS=1-2913
85	OG0000085	YGR249W, YOR140W	genemark-flattened_line_10-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.51&CDS=1-1998, genemark-flattened_line_14-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.106&CDS=1-2982
86	OG0000086	YGR281W	augustus_masked-flattened_line_20-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.41&CDS=1-4296, genemark-flattened_line_78-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.62&CDS=1-4248, genemark-flattened_line_8-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.66&CDS=1-4155
87	OG0000087	YHL019C, YPL259C	augustus_masked-flattened_line_0-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.102&CDS=1-1752, genemark-flattened_line_78-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.51&CDS=1-1392
88	OG0000088	YHL033C, YLL045C	genemark-flattened_line_0-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.55&CDS=1-783, genemark-flattened_line_12-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.43&CDS=1-789
89	OG0000089	YHR028C, YOR219C	genemark-flattened_line_0-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.81&CDS=1-2547, genemark-flattened_line_16-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.127&CDS=1-2790
90	OG0000090	YHR031C, YML061C	genemark-flattened_line_4-processed-gene-5.43-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.43&CDS=1-2454, genemark-flattened_line_48-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.141&CDS=1-2385
91	OG0000091	YHR098C, YNL049C	genemark-flattened_line_2-processed-gene-8.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.134&CDS=1-2835, genemark-flattened_line_58-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.64&CDS=1-3126
92	OG0000092	YHR131C, YNL144C	genemark-flattened_line_10-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.24&CDS=1-1329, genemark-flattened_line_10-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.25&CDS=1-1347
93	OG0000093	YIL095W, YNL020C	genemark-flattened_line_8-processed-gene-3.85-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.85&CDS=1-2385, maker-flattened_line_20-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.133&CDS=1-3189
94	OG0000094	YIL126W, YOR290C	genemark-flattened_line_18-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.36&CDS=1-4674, genemark-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.134&CDS=1-3912
95	OG0000095	YIL159W, YNL271C	maker-flattened_line_4-snap-gene-3.2-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.2&CDS=1-5388, snap_masked-flattened_line_4-processed-gene-6.76-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.76&CDS=1-4215
96	OG0000096	YJL060W	augustus_masked-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.15&CDS=1-3936, genemark-flattened_line_0-processed-gene-6.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.71&CDS=1-1419, maker-flattened_line_12-augustus-gene-3.192-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.192&CDS=1-2703
97	OG0000097	YJL081C, YPR034W	genemark-flattened_line_44-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.166&CDS=1-1443, genemark-flattened_line_68-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.61&CDS=1-1281
98	OG0000098	YJL089W, YMR280C	genemark-flattened_line_0-processed-gene-4.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.80&CDS=1-2847, genemark-flattened_line_24-processed-gene-1.308-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.308&CDS=1-3534
99	OG0000099	YJL158C, YJL160C	genemark-flattened_line_10-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.143&CDS=1-993, snap_masked-flattened_line_0-processed-gene-8.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.128&CDS=1-951
100	OG0000100	YJR059W, YKL198C	genemark-flattened_line_4-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.118&CDS=1-2280, snap_masked-flattened_line_64-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.125&CDS=1-2253
101	OG0000101	YJR152W	augustus_masked-flattened_line_26-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.185&CDS=1-1539, genemark-flattened_line_0-processed-gene-6.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.70&CDS=1-1563, genemark-flattened_line_42-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.58&CDS=1-1563
102	OG0000102	YKL221W	genemark-flattened_line_10-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.63&CDS=1-1404, maker-flattened_line_0-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.2&CDS=1-2946, maker-flattened_line_26-snap-gene-1.293-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.293&CDS=1-3009
103	OG0000103	YKR039W	genemark-flattened_line_20-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.28&CDS=1-1794, genemark-flattened_line_44-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.168&CDS=1-1776, genemark-flattened_line_46-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.97&CDS=1-1737
104	OG0000104	YLL062C, YMR321C, YPL273W	genemark-flattened_line_20-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.56&CDS=1-984
105	OG0000105	YLR098C, YOR337W	genemark-flattened_line_0-processed-gene-9.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.93&CDS=1-1998, genemark-flattened_line_84-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.48&CDS=1-1995
106	OG0000106	YLR143W, YML073C	genemark-flattened_line_44-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.133&CDS=1-507, maker-flattened_line_2-augustus-gene-3.155-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.155&CDS=1-2358
107	OG0000107	YLR146C, YPR069C	genemark-flattened_line_2-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.13&CDS=1-888, genemark-flattened_line_24-processed-gene-1.351-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.351&CDS=1-882
108	OG0000108	YLR260W, YOR171C	genemark-flattened_line_2-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.59&CDS=1-1491, maker-flattened_line_16-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.0&CDS=1-3846
109	OG0000109	YML111W, YMR275C, YNR069C	augustus_masked-flattened_line_2-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.115&CDS=1-2280
110	OG0000110	YMR006C, YMR008C, YOL011W	genemark-flattened_line_38-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.78&CDS=1-1998
111	OG0000111	YMR169C, YMR170C	genemark-flattened_line_30-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.156&CDS=1-1509, genemark-flattened_line_6-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.59&CDS=1-1506
112	OG0000112	YMR253C, YPL264C	genemark-flattened_line_90-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.27&CDS=1-1131, genemark-flattened_line_90-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.28&CDS=1-1311
113	OG0000113	YNL125C	genemark-flattened_line_22-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.51&CDS=1-1845, genemark-flattened_line_36-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.124&CDS=1-1425, genemark-flattened_line_4-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.65&CDS=1-1836
114	OG0000114	YOL119C	genemark-flattened_line_26-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.53&CDS=1-1437, genemark-flattened_line_4-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.17&CDS=1-1467, genemark-flattened_line_84-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.33&CDS=1-1431
115	OG0000115	YOR049C	augustus_masked-flattened_line_64-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.68&CDS=1-894, genemark-flattened_line_4-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.74&CDS=1-915, genemark-flattened_line_80-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.72&CDS=1-1221
116	OG0000116	YOR389W, YPL277C, YPL278C	maker-flattened_line_20-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.2&CDS=1-1776
117	OG0000117	YOR390W, YPL279C	genemark-flattened_line_6-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.20&CDS=1-1284, genemark-flattened_line_6-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.21&CDS=1-1452
118	OG0000118		augustus_masked-flattened_line_14-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.161&CDS=1-1113, augustus_masked-flattened_line_78-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.40&CDS=1-3951, snap_masked-flattened_line_48-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.35&CDS=1-1008, snap_masked-flattened_line_56-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.76&CDS=1-2505
119	OG0000119	YAL017W, YOL045W	augustus_masked-flattened_line_2-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.129&CDS=1-2946
120	OG0000120	YAL030W, YOR327C	genemark-flattened_line_10-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.107&CDS=1-423
121	OG0000121	YAL034C, YOR338W	augustus_masked-flattened_line_4-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.67&CDS=1-1050
122	OG0000122	YAL056W, YOR371C	genemark-flattened_line_22-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.71&CDS=1-2307
123	OG0000123	YAL060W	snap_masked-flattened_line_34-processed-gene-0.302-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.302&CDS=1-1257, snap_masked-flattened_line_34-processed-gene-0.304-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.304&CDS=1-1137
124	OG0000124	YAR002C-A, YGL002W	genemark-flattened_line_22-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.55&CDS=1-654
125	OG0000125	YAR042W, YDL019C	genemark-flattened_line_4-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.74&CDS=1-4140
126	OG0000126	YBL009W, YGL021W	genemark-flattened_line_20-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.10&CDS=1-2547
127	OG0000127	YBL016W	genemark-flattened_line_0-processed-gene-5.172-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.172&CDS=1-1062, genemark-flattened_line_6-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.19&CDS=1-1056
128	OG0000128	YBL027W, YBR084C-A	augustus_masked-flattened_line_14-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.123&CDS=1-567
129	OG0000129	YBL039C, YJR103W	genemark-flattened_line_16-processed-gene-2.157-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.157&CDS=1-1725
130	OG0000130	YBL042C	genemark-flattened_line_0-processed-gene-9.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.114&CDS=1-3837, genemark-flattened_line_40-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.151&CDS=1-1755
131	OG0000131	YBL054W	augustus_masked-flattened_line_76-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.37&CDS=1-909, snap_masked-flattened_line_8-processed-gene-4.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.41&CDS=1-1170
132	OG0000132	YBL056W, YER089C	genemark-flattened_line_8-processed-gene-4.146-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.146&CDS=1-1377
133	OG0000133	YBL068W, YER099C	genemark-flattened_line_0-processed-gene-3.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.48&CDS=1-981
134	OG0000134	YBL072C, YER102W	genemark-flattened_line_0-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.28&CDS=1-600
135	OG0000135	YBL085W, YER114C	genemark-flattened_line_38-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.118&CDS=1-2982
136	OG0000136	YBL089W, YER119C	genemark-flattened_line_0-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.63&CDS=1-1395
137	OG0000137	YBL097W	genemark-flattened_line_0-processed-gene-7.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.37&CDS=1-1941, genemark-flattened_line_0-processed-gene-7.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.38&CDS=1-2040
138	OG0000138	YBL101C, YPR030W	augustus_masked-flattened_line_28-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.47&CDS=1-3324
139	OG0000139	YBL106C, YPR032W	genemark-flattened_line_38-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.145&CDS=1-3105
140	OG0000140	YBR001C, YDR001C	genemark-flattened_line_62-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.58&CDS=1-3312
141	OG0000141	YBR005W, YDR003W	genemark-flattened_line_2-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.65&CDS=1-660
142	OG0000142	YBR006W	augustus_masked-flattened_line_4-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.95&CDS=1-1575, genemark-flattened_line_4-processed-gene-4.115-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.115&CDS=1-1557
143	OG0000143	YBR010W, YNL031C	genemark-flattened_line_22-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.94&CDS=1-408
144	OG0000144	YBR014C, YDL010W	maker-flattened_line_6-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.0&CDS=1-942
145	OG0000145	YBR031W, YDR012W	maker-flattened_line_30-snap-gene-1.66-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.66&CDS=1-1737
146	OG0000146	YBR033W, YKL038W	snap_masked-flattened_line_24-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.112&CDS=1-2592
147	OG0000147	YBR042C, YDR018C	genemark-flattened_line_34-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.167&CDS=1-1209
148	OG0000148	YBR048W, YDR025W	maker-flattened_line_6-augustus-gene-2.94-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.94&CDS=1-1155
149	OG0000149	YBR072W	genemark-flattened_line_20-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.27&CDS=1-606, genemark-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.74&CDS=1-648
150	OG0000150	YBR078W, YDR055W	genemark-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.50&CDS=1-1266
151	OG0000151	YBR089C-A, YPR052C	genemark-flattened_line_32-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.162&CDS=1-300
152	OG0000152	YBR104W, YPR058W	genemark-flattened_line_30-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.133&CDS=1-912
153	OG0000153	YBR118W, YPR080W	genemark-flattened_line_14-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.107&CDS=1-1359
154	OG0000154	YBR132C	genemark-flattened_line_10-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.49&CDS=1-1827, genemark-flattened_line_46-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.51&CDS=1-2082
155	OG0000155	YBR140C, YOL081W	augustus_masked-flattened_line_2-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.31&CDS=1-9306
156	OG0000156	YBR150C, YOL089C	genemark-flattened_line_0-processed-gene-6.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.53&CDS=1-3006
157	OG0000157	YBR161W, YPL057C	genemark-flattened_line_78-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.72&CDS=1-1014
158	OG0000158	YBR169C, YPL106C	genemark-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.45&CDS=1-2166
159	OG0000159	YBR172C, YPL105C	genemark-flattened_line_26-processed-gene-1.234-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.234&CDS=1-2520
160	OG0000160	YBR177C, YPL095C	genemark-flattened_line_4-processed-gene-6.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.130&CDS=1-1380
161	OG0000161	YBR181C, YPL090C	genemark-flattened_line_0-processed-gene-6.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.90&CDS=1-708
162	OG0000162	YBR183W, YPL087W	maker-flattened_line_64-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.92&CDS=1-1509
163	OG0000163	YBR189W, YPL081W	genemark-flattened_line_50-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.81&CDS=1-1047
164	OG0000164	YBR214W, YGL056C	genemark-flattened_line_34-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.202&CDS=1-1572
165	OG0000165	YBR216C, YGL060W	genemark-flattened_line_58-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.56&CDS=1-1920
166	OG0000166	YBR241C, YGL104C	augustus_masked-flattened_line_2-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.18&CDS=1-1842
167	OG0000167	YBR242W, YGL101W	genemark-flattened_line_2-processed-gene-8.92-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.92&CDS=1-663
168	OG0000168	YBR270C, YJL058C	genemark-flattened_line_0-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.20&CDS=1-1899
