	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
67	OG0000067	YCR105W, YMR318C	augustus_masked-flattened_line_66-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.13&CDS=1-1077, augustus_masked-flattened_line_74-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.39&CDS=1-1059
68	OG0000068	YDL047W, YNR032W	augustus_masked-flattened_line_4-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.72&CDS=1-942, augustus_masked-flattened_line_42-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.109&CDS=1-921
69	OG0000069	YDL056W, YLR182W	augustus_masked-flattened_line_46-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.4&CDS=1-2280, augustus_masked-flattened_line_78-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.34&CDS=1-2313
70	OG0000070	YDL126C, YLR397C	augustus_masked-flattened_line_0-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.109&CDS=1-2232, augustus_masked-flattened_line_36-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.68&CDS=1-2475
71	OG0000071	YDL159W, YOR231W	augustus_masked-flattened_line_28-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.26&CDS=1-1128, genemark-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.23&CDS=1-1134
72	OG0000072	YDR002W, YLR335W	augustus_masked-flattened_line_24-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.98&CDS=1-2094, maker-flattened_line_54-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.54&CDS=1-3903
73	OG0000073	YDR004W, YER095W	augustus_masked-flattened_line_14-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.167&CDS=1-1044, augustus_masked-flattened_line_24-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.74&CDS=1-1038
74	OG0000074	YDR037W, YNL073W	augustus_masked-flattened_line_12-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.23&CDS=1-1761, augustus_masked-flattened_line_66-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.20&CDS=1-1560
75	OG0000075	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_10-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.94&CDS=1-3414
76	OG0000076	YDR135C, YGR281W	augustus_masked-flattened_line_24-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.86&CDS=1-4188, genemark-flattened_line_28-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.115&CDS=1-5538
77	OG0000077	YDR256C, YGR088W	augustus_masked-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.102&CDS=1-2748, augustus_masked-flattened_line_4-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.74&CDS=1-1557
78	OG0000078	YDR457W, YER125W	augustus_masked-flattened_line_0-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.78&CDS=1-10635, augustus_masked-flattened_line_8-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.198&CDS=1-2892
79	OG0000079	YER020W, YHR005C	augustus_masked-flattened_line_44-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.195&CDS=1-1107, maker-flattened_line_0-snap-gene-6.244-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.244&CDS=1-2028
80	OG0000080	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_38-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.87&CDS=1-1506
81	OG0000081	YER065C, YPR006C	augustus_masked-flattened_line_38-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.37&CDS=1-1635, augustus_masked-flattened_line_4-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.57&CDS=1-1704
82	OG0000082	YER087W	augustus_masked-flattened_line_330-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_330-processed-gene-0.1&CDS=1-1560, augustus_masked-flattened_line_474-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_474-processed-gene-0.1&CDS=1-927, augustus_masked-flattened_line_506-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_506-processed-gene-0.0&CDS=1-810
83	OG0000083	YER172C, YGR271W	augustus_masked-flattened_line_8-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.104&CDS=1-6387, genemark-flattened_line_0-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.41&CDS=1-5853
84	OG0000084	YFL039C, YJL081C	augustus_masked-flattened_line_0-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.44&CDS=1-1128, maker-flattened_line_14-augustus-gene-2.270-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.270&CDS=1-1242
85	OG0000085	YFL059W, YMR096W, YNL333W	augustus_masked-flattened_line_28-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.21&CDS=1-930
86	OG0000086	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_2-processed-gene-6.225-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.225&CDS=1-675
87	OG0000087	YFR004W, YLR073C	augustus_masked-flattened_line_0-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.31&CDS=1-1275, augustus_masked-flattened_line_6-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.106&CDS=1-930
88	OG0000088	YFR038W, YOR304W	augustus_masked-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.6&CDS=1-3054, augustus_masked-flattened_line_0-processed-gene-6.282-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.282&CDS=1-1947
89	OG0000089	YGL073W, YOR140W	augustus_masked-flattened_line_24-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.73&CDS=1-1476, snap_masked-flattened_line_0-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.98&CDS=1-2718
90	OG0000090	YGL116W, YGR225W	augustus_masked-flattened_line_0-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.164&CDS=1-1308, augustus_masked-flattened_line_10-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.179&CDS=1-1419
91	OG0000091	YGL181W, YIL044C	augustus_masked-flattened_line_18-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.90&CDS=1-1305, augustus_masked-flattened_line_6-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.100&CDS=1-1455
92	OG0000092	YGL203C, YMR297W	augustus_masked-flattened_line_46-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.14&CDS=1-4503, augustus_masked-flattened_line_6-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.97&CDS=1-1650
93	OG0000093	YGR087C, YLR044C, YLR134W	maker-flattened_line_58-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.135&CDS=1-1689
94	OG0000094	YGR189C	augustus_masked-flattened_line_34-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.157&CDS=1-1230, augustus_masked-flattened_line_4-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.14&CDS=1-960, snap_masked-flattened_line_24-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.37&CDS=1-1149
95	OG0000095	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_6-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.47&CDS=1-1011
96	OG0000096	YGR273C, YMR295C	augustus_masked-flattened_line_40-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.49&CDS=1-624, augustus_masked-flattened_line_90-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.21&CDS=1-885
97	OG0000097	YHR023W, YOR326W	augustus_masked-flattened_line_2-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.70&CDS=1-7092, augustus_masked-flattened_line_48-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.5&CDS=1-4701
98	OG0000098	YHR078W	snap_masked-flattened_line_18-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.160&CDS=1-735, snap_masked-flattened_line_334-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_334-processed-gene-0.5&CDS=1-867, snap_masked-flattened_line_356-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_356-processed-gene-0.1&CDS=1-930
99	OG0000099	YHR216W, YLR432W, YML056C	maker-flattened_line_64-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.37&CDS=1-2709
100	OG0000100	YIL009W, YMR246W, YOR317W	augustus_masked-flattened_line_22-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.78&CDS=1-2118
101	OG0000101	YIL078W, YKL194C	augustus_masked-flattened_line_2-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.67&CDS=1-1233, augustus_masked-flattened_line_20-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.236&CDS=1-2127
102	OG0000102	YIL085C, YNL029C	augustus_masked-flattened_line_36-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.39&CDS=1-1431, augustus_masked-flattened_line_54-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.155&CDS=1-1488
103	OG0000103	YIL120W, YIL121W, YNL065W	augustus_masked-flattened_line_60-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.121&CDS=1-1569
104	OG0000104	YIR013C, YLR013W, YPL021W	augustus_masked-flattened_line_44-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.197&CDS=1-1479
105	OG0000105	YJL050W, YLR398C	augustus_masked-flattened_line_20-processed-gene-1.256-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.256&CDS=1-3231, augustus_masked-flattened_line_4-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.18&CDS=1-6813
106	OG0000106	YJL079C, YKR013W	augustus_masked-flattened_line_6-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.73&CDS=1-795, augustus_masked-flattened_line_80-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.38&CDS=1-1278
107	OG0000107	YJL095W, YLR362W	augustus_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.62&CDS=1-3435, augustus_masked-flattened_line_76-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.43&CDS=1-1851
108	OG0000108	YJL102W, YLR069C	augustus_masked-flattened_line_0-processed-gene-6.364-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.364&CDS=1-2199, augustus_masked-flattened_line_22-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.193&CDS=1-2223
109	OG0000109	YJL158C, YJL160C, YKL164C	augustus_masked-flattened_line_24-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.108&CDS=1-951
110	OG0000110	YJL200C, YLR304C	augustus_masked-flattened_line_10-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.139&CDS=1-2358, augustus_masked-flattened_line_58-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.60&CDS=1-2349
111	OG0000111	YJR005W, YKL135C	augustus_masked-flattened_line_38-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.71&CDS=1-2046, augustus_masked-flattened_line_4-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.75&CDS=1-2130
112	OG0000112	YJR149W	augustus_masked-flattened_line_20-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.213&CDS=1-2061, augustus_masked-flattened_line_6-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.39&CDS=1-993, snap_masked-flattened_line_6-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.26&CDS=1-1020
113	OG0000113	YKL005C, YPL181W	augustus_masked-flattened_line_4-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.105&CDS=1-2373, snap_masked-flattened_line_2-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.112&CDS=1-1362
114	OG0000114	YKL188C, YPL147W	augustus_masked-flattened_line_4-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.40&CDS=1-2172, maker-flattened_line_8-augustus-gene-4.94-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.94&CDS=1-5532
115	OG0000115	YKL209C	augustus_masked-flattened_line_26-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.25&CDS=1-3870, augustus_masked-flattened_line_38-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.86&CDS=1-3855, augustus_masked-flattened_line_92-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.0&CDS=1-3876
116	OG0000116	YKL217W	augustus_masked-flattened_line_144-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.2&CDS=1-1494, augustus_masked-flattened_line_146-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.4&CDS=1-1494, augustus_masked-flattened_line_28-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.102&CDS=1-1497
117	OG0000117	YKR039W	augustus_masked-flattened_line_0-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.45&CDS=1-1767, augustus_masked-flattened_line_42-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.158&CDS=1-1767, maker-flattened_line_6-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.0&CDS=1-3108
118	OG0000118	YLR090W, YNL064C	augustus_masked-flattened_line_2-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.121&CDS=1-1227, augustus_masked-flattened_line_78-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.32&CDS=1-1413
119	OG0000119	YLR144C	augustus_masked-flattened_line_20-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.66&CDS=1-2205, augustus_masked-flattened_line_26-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.35&CDS=1-2268, augustus_masked-flattened_line_28-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.63&CDS=1-4197
120	OG0000120	YLR307W, YLR308W	augustus_masked-flattened_line_18-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.87&CDS=1-1080, snap_masked-flattened_line_6-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.122&CDS=1-921
121	OG0000121	YML116W, YMR279C, YOR378W	augustus_masked-flattened_line_0-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.37&CDS=1-1623
122	OG0000122	YMR287C, YOL021C	augustus_masked-flattened_line_2-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.152&CDS=1-2748, augustus_masked-flattened_line_56-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.77&CDS=1-2868
123	OG0000123	YNL131W	augustus_masked-flattened_line_200-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.5&CDS=1-378, augustus_masked-flattened_line_556-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_556-processed-gene-0.2&CDS=1-378, augustus_masked-flattened_line_78-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.28&CDS=1-102
124	OG0000124	YNR027W	genemark-flattened_line_216-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.4&CDS=1-612, genemark-flattened_line_4-processed-gene-5.64-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.64&CDS=1-612, snap_masked-flattened_line_94-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.23&CDS=1-330
125	OG0000125	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_34-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.167&CDS=1-1542
126	OG0000126	YOL062C, YPL259C	augustus_masked-flattened_line_0-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.35&CDS=1-1506, augustus_masked-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.67&CDS=1-1287
127	OG0000127	YOR051C	augustus_masked-flattened_line_206-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.1&CDS=1-435, augustus_masked-flattened_line_24-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.130&CDS=1-636, augustus_masked-flattened_line_560-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_560-processed-gene-0.1&CDS=1-435
128	OG0000128	YPR105C	augustus_masked-flattened_line_292-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_292-processed-gene-0.3&CDS=1-156, augustus_masked-flattened_line_304-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_304-processed-gene-0.3&CDS=1-156, augustus_masked-flattened_line_36-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.7&CDS=1-2325
129	OG0000129	YAL007C, YOR016C	augustus_masked-flattened_line_4-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.8&CDS=1-609
130	OG0000130	YAL015C, YOL043C	augustus_masked-flattened_line_68-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.51&CDS=1-861
131	OG0000131	YAL017W, YOL045W	augustus_masked-flattened_line_42-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.99&CDS=1-3135
132	OG0000132	YAL034C, YOR338W	augustus_masked-flattened_line_2-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.125&CDS=1-1287
133	OG0000133	YAL062W, YOR375C	maker-flattened_line_2-augustus-gene-0.123-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.123&CDS=1-1677
134	OG0000134	YBL002W, YDR224C	augustus_masked-flattened_line_72-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.67&CDS=1-402
135	OG0000135	YBL009W, YGL021W	augustus_masked-flattened_line_16-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.57&CDS=1-2319
136	OG0000136	YBL011W	augustus_masked-flattened_line_104-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.22&CDS=1-1839, augustus_masked-flattened_line_106-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.21&CDS=1-1839
137	OG0000137	YBL019W	augustus_masked-flattened_line_134-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.7&CDS=1-1446, genemark-flattened_line_126-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.2&CDS=1-1446
138	OG0000138	YBL027W, YBR084C-A	maker-flattened_line_6-augustus-gene-0.95-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.95&CDS=1-1623
