	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035667_Kurtzmaniella_cleridarum
58	OG0000058	YHR206W, YOR140W	augustus_masked-flattened_line_354-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_354-processed-gene-0.16&CDS=1-2355, snap_masked-flattened_line_140-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.61&CDS=1-1626, snap_masked-flattened_line_26-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.110&CDS=1-2085
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-flattened_line_42-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.36&CDS=1-3903, snap_masked-flattened_line_88-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.50&CDS=1-3117
60	OG0000060	YIR013C, YLR013W	augustus_masked-flattened_line_0-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.105&CDS=1-1053, augustus_masked-flattened_line_148-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.13&CDS=1-1050, snap_masked-flattened_line_78-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.68&CDS=1-768
61	OG0000061	YJL034W, YLL024C	snap_masked-flattened_line_478-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_478-processed-gene-0.0&CDS=1-1926, snap_masked-flattened_line_6-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.139&CDS=1-1935, snap_masked-flattened_line_6-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.153&CDS=1-2037
62	OG0000062	YJL042W, YOR227W, YPL137C	snap_masked-flattened_line_64-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.83&CDS=1-3960, snap_masked-flattened_line_84-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.99&CDS=1-3918
63	OG0000063	YJL089W, YMR280C	augustus_masked-flattened_line_168-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.57&CDS=1-2928, snap_masked-flattened_line_224-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.0&CDS=1-3363, snap_masked-flattened_line_246-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_246-processed-gene-0.2&CDS=1-1464
64	OG0000064	YJL116C, YKR042W, YNL066W	augustus_masked-flattened_line_476-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_476-processed-gene-0.2&CDS=1-1338, snap_masked-flattened_line_344-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_344-processed-gene-0.8&CDS=1-1089
65	OG0000065	YJL158C, YJL160C, YKL164C	maker-flattened_line_132-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.24&CDS=1-774, snap_masked-flattened_line_88-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.48&CDS=1-1176
66	OG0000066	YJL172W, YOL153C	genemark-flattened_line_12-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.42&CDS=1-1743, snap_masked-flattened_line_122-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.61&CDS=1-1743, snap_masked-flattened_line_228-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_228-processed-gene-0.23&CDS=1-1752
67	OG0000067	YKL128C	augustus_masked-flattened_line_82-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.79&CDS=1-1023, snap_masked-flattened_line_122-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.70&CDS=1-942, snap_masked-flattened_line_168-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.6&CDS=1-978, snap_masked-flattened_line_246-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_246-processed-gene-0.0&CDS=1-921
68	OG0000068	YLR034C, YOL122C	augustus_masked-flattened_line_182-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.53&CDS=1-1374, snap_masked-flattened_line_18-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.68&CDS=1-2082, snap_masked-flattened_line_50-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.86&CDS=1-1569
69	OG0000069	YLR144C, YNR067C	maker-flattened_line_12-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.192&CDS=1-2574, snap_masked-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.102&CDS=1-2319, snap_masked-flattened_line_66-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.128&CDS=1-3729
70	OG0000070	YLR155C, YLR157C, YLR158C, YLR160C	snap_masked-flattened_line_90-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.44&CDS=1-1155
71	OG0000071	YML072C, YNL087W, YOR086C	maker-flattened_line_132-snap-gene-0.26-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.26&CDS=1-3549, maker-flattened_line_30-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.1&CDS=1-4833
72	OG0000072	YMR006C, YMR008C, YOL011W	snap_masked-flattened_line_168-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.11&CDS=1-2355, snap_masked-flattened_line_24-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.136&CDS=1-1929
73	OG0000073	YMR169C, YMR170C, YOR374W	maker-flattened_line_28-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.0&CDS=1-1929, snap_masked-flattened_line_410-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_410-processed-gene-0.13&CDS=1-1500
74	OG0000074	YNL183C, YOR267C	augustus_masked-flattened_line_132-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.21&CDS=1-1578, augustus_masked-flattened_line_404-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_404-processed-gene-0.12&CDS=1-2265, snap_masked-flattened_line_76-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.56&CDS=1-2055
75	OG0000075	Q0105, Q0110, Q0115, Q0120	augustus_masked-flattened_line_236-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.20&CDS=1-687
76	OG0000076	YAL023C, YGR199W	snap_masked-flattened_line_110-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.27&CDS=1-2280, snap_masked-flattened_line_246-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_246-processed-gene-0.8&CDS=1-2274
77	OG0000077	YAL054C, YLR153C	snap_masked-flattened_line_262-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.25&CDS=1-2016, snap_masked-flattened_line_482-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_482-processed-gene-0.7&CDS=1-2034
78	OG0000078	YAL067C, YGR065C	snap_masked-flattened_line_144-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.12&CDS=1-1710, snap_masked-flattened_line_24-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.153&CDS=1-1779
79	OG0000079	YAR002C-A, YGL002W, YHR110W	snap_masked-flattened_line_94-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.0&CDS=1-669
80	OG0000080	YAR035W, YER024W	augustus_masked-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.23&CDS=1-2499, snap_masked-flattened_line_30-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.9&CDS=1-2214
81	OG0000081	YBL002W, YDR224C	augustus_masked-flattened_line_248-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_248-processed-gene-0.45&CDS=1-387, snap_masked-flattened_line_134-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.35&CDS=1-387
82	OG0000082	YBL003C, YDR225W	snap_masked-flattened_line_134-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.45&CDS=1-393, snap_masked-flattened_line_248-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_248-processed-gene-0.5&CDS=1-390
83	OG0000083	YBL011W, YKR067W	snap_masked-flattened_line_78-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.48&CDS=1-2064, snap_masked-flattened_line_94-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.10&CDS=1-2322
84	OG0000084	YBL032W, YBR233W	maker-flattened_line_66-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.2&CDS=1-1518, snap_masked-flattened_line_54-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.51&CDS=1-1155
85	OG0000085	YBL052C, YOR244W	snap_masked-flattened_line_176-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.4&CDS=1-2121, snap_masked-flattened_line_76-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.76&CDS=1-1557
86	OG0000086	YBL054W, YER088C	snap_masked-flattened_line_176-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.11&CDS=1-1683, snap_masked-flattened_line_216-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_216-processed-gene-0.8&CDS=1-1398
87	OG0000087	YBL089W, YER119C	augustus_masked-flattened_line_406-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_406-processed-gene-0.14&CDS=1-1260, snap_masked-flattened_line_320-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.19&CDS=1-1440
88	OG0000088	YBL103C, YOL067C	snap_masked-flattened_line_156-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.33&CDS=1-798, snap_masked-flattened_line_48-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.127&CDS=1-1635
89	OG0000089	YBR002C, YMR101C	snap_masked-flattened_line_116-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.78&CDS=1-975, snap_masked-flattened_line_22-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.135&CDS=1-921
90	OG0000090	YBR009C, YNL030W	snap_masked-flattened_line_110-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.46&CDS=1-309, snap_masked-flattened_line_218-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_218-processed-gene-0.30&CDS=1-309
91	OG0000091	YBR010W, YNL031C	snap_masked-flattened_line_14-processed-gene-0.252-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.252&CDS=1-408, snap_masked-flattened_line_482-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_482-processed-gene-0.4&CDS=1-408
92	OG0000092	YBR025C, YHL014C	snap_masked-flattened_line_26-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.88&CDS=1-1332, snap_masked-flattened_line_62-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.49&CDS=1-1185
93	OG0000093	YBR033W, YKL038W	augustus_masked-flattened_line_8-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.41&CDS=1-2838, snap_masked-flattened_line_330-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_330-processed-gene-0.29&CDS=1-2676
94	OG0000094	YBR073W, YGL163C	augustus_masked-flattened_line_194-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.57&CDS=1-2547, augustus_masked-flattened_line_6-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.17&CDS=1-2400
95	OG0000095	YBR151W, YML050W	snap_masked-flattened_line_134-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.39&CDS=1-921, snap_masked-flattened_line_356-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_356-processed-gene-0.6&CDS=1-870
96	OG0000096	YBR239C, YJL103C	genemark-flattened_line_148-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.44&CDS=1-1650, genemark-flattened_line_86-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.55&CDS=1-1599
97	OG0000097	YBR249C, YDR035W	maker-flattened_line_4-snap-gene-1.188-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.188&CDS=1-1116, snap_masked-flattened_line_14-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.178&CDS=1-1098
98	OG0000098	YBR263W, YLR058C	snap_masked-flattened_line_102-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.3&CDS=1-1470, snap_masked-flattened_line_192-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.41&CDS=1-1410
99	OG0000099	YBR291C, YFR045W	augustus_masked-flattened_line_18-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.162&CDS=1-1950, snap_masked-flattened_line_148-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.33&CDS=1-1206
100	OG0000100	YCL064C, YIL167W	snap_masked-flattened_line_186-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.2&CDS=1-993, snap_masked-flattened_line_6-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.109&CDS=1-1074
101	OG0000101	YCR045C, YEL060C	snap_masked-flattened_line_174-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.36&CDS=1-1206, snap_masked-flattened_line_178-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.52&CDS=1-1629
102	OG0000102	YCR102C, YLR460C, YNL134C	maker-flattened_line_14-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.0&CDS=1-2184
103	OG0000103	YDL020C	maker-flattened_line_160-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_160-augustus-gene-0.0&CDS=1-2613, snap_masked-flattened_line_110-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.44&CDS=1-1548, snap_masked-flattened_line_160-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.31&CDS=1-1449
104	OG0000104	YDL056W, YLR182W	snap_masked-flattened_line_156-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.50&CDS=1-2331, snap_masked-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.63&CDS=1-2862
105	OG0000105	YDL113C, YDR425W	augustus_masked-flattened_line_212-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_212-processed-gene-0.18&CDS=1-1869, snap_masked-flattened_line_6-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.146&CDS=1-1899
106	OG0000106	YDL138W, YDL194W	snap_masked-flattened_line_138-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.15&CDS=1-1578, snap_masked-flattened_line_196-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_196-processed-gene-0.25&CDS=1-2061
107	OG0000107	YDL174C	snap_masked-flattened_line_386-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_386-processed-gene-0.8&CDS=1-1866, snap_masked-flattened_line_82-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.39&CDS=1-1761, snap_masked-flattened_line_98-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.3&CDS=1-1662
108	OG0000108	YDL216C, YFR004W	snap_masked-flattened_line_154-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.49&CDS=1-1392, snap_masked-flattened_line_52-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.81&CDS=1-936
109	OG0000109	YDL246C, YJR159W, YLR070C	maker-flattened_line_210-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_210-augustus-gene-0.73&CDS=1-1590
110	OG0000110	YDR011W, YOR153W	snap_masked-flattened_line_14-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.179&CDS=1-4485, snap_masked-flattened_line_18-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.33&CDS=1-4386
111	OG0000111	YDR037W, YNL073W	snap_masked-flattened_line_42-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.86&CDS=1-1611, snap_masked-flattened_line_92-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.72&CDS=1-1743
112	OG0000112	YDR243C, YNL112W	maker-flattened_line_86-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.3&CDS=1-1644, snap_masked-flattened_line_380-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_380-processed-gene-0.8&CDS=1-1734
113	OG0000113	YDR256C, YGR088W	augustus_masked-flattened_line_38-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.132&CDS=1-1638, snap_masked-flattened_line_380-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_380-processed-gene-0.12&CDS=1-1461
114	OG0000114	YDR276C, YDR525W-A, YJL151C	genemark-flattened_line_88-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.5&CDS=1-501
115	OG0000115	YDR391C, YOR012W, YOR013W	snap_masked-flattened_line_64-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.100&CDS=1-582
116	OG0000116	YDR395W, YJR132W	snap_masked-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.56&CDS=1-3039, snap_masked-flattened_line_314-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.10&CDS=1-3132
117	OG0000117	YDR471W, YHR010W	genemark-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.16&CDS=1-3492, snap_masked-flattened_line_500-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_500-processed-gene-0.1&CDS=1-2544
118	OG0000118	YDR505C, YLR177W	maker-flattened_line_156-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_156-snap-gene-0.85&CDS=1-1953, snap_masked-flattened_line_86-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.113&CDS=1-1992
119	OG0000119	YDR541C, YOL151W	snap_masked-flattened_line_226-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.52&CDS=1-1002, snap_masked-flattened_line_418-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_418-processed-gene-0.20&CDS=1-1014
120	OG0000120	YEL036C, YML115C	snap_masked-flattened_line_334-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_334-processed-gene-0.16&CDS=1-1329, snap_masked-flattened_line_56-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.74&CDS=1-1479
121	OG0000121	YEL047C, YJR051W	snap_masked-flattened_line_40-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.122&CDS=1-1455, snap_masked-flattened_line_6-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.145&CDS=1-1902
122	OG0000122	YEL065W	snap_masked-flattened_line_16-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.117&CDS=1-1917, snap_masked-flattened_line_270-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_270-processed-gene-0.27&CDS=1-1968, snap_masked-flattened_line_60-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.108&CDS=1-1971
123	OG0000123	YER017C, YMR089C	snap_masked-flattened_line_108-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.54&CDS=1-2322, snap_masked-flattened_line_160-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.46&CDS=1-2748
124	OG0000124	YER047C, YPR173C	snap_masked-flattened_line_216-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_216-processed-gene-0.9&CDS=1-2295, snap_masked-flattened_line_274-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_274-processed-gene-0.7&CDS=1-1290
125	OG0000125	YER048C, YIR004W	maker-flattened_line_216-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_216-augustus-gene-0.49&CDS=1-1551, snap_masked-flattened_line_244-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_244-processed-gene-0.8&CDS=1-1473
126	OG0000126	YER056C-A, YIL052C	augustus_masked-flattened_line_64-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.14&CDS=1-543, snap_masked-flattened_line_268-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_268-processed-gene-0.29&CDS=1-372
