	OrthologID	Botrytis_cinerea	Saccharomyces_cerevisiae
2044	OG0002044	XP_001561389.1	YNL168C
2045	OG0002045	XP_001561393.1	YBR171W
2046	OG0002046	XP_001561397.2	YLR271W
2047	OG0002047	XP_001561401.1	YOL010W
2048	OG0002048	XP_001561403.1	YER172C
2049	OG0002049	XP_001561406.1	YNL115C
2050	OG0002050	XP_001561407.1	YHR075C
2051	OG0002051	XP_001561419.1	YKL125W
2052	OG0002052	XP_001561421.1	YEL003W
2053	OG0002053	XP_001561423.1	YJR085C
2054	OG0002054	XP_001561438.2	YDR243C
2055	OG0002055	XP_001561439.2	YGR076C
2056	OG0002056	XP_024545911.1	YJR008W
2057	OG0002057	XP_024545913.1	YER086W
2058	OG0002058	XP_024545914.1	YOR118W
2059	OG0002059	XP_024545921.1	YNL201C
2060	OG0002060	XP_024545922.1	YPL227C
2061	OG0002061	XP_024545923.1	YOR122C
2062	OG0002062	XP_024545925.1	YML054C
2063	OG0002063	XP_024545926.1	YBR086C
2064	OG0002064	XP_024545928.1	YPL231W
2065	OG0002065	XP_024545931.1	YMR292W
2066	OG0002066	XP_024545932.1	YDR320C-A
2067	OG0002067	XP_024545933.1	YNL059C
2068	OG0002068	XP_024545935.1	YPR155C
2069	OG0002069	XP_024545943.1	YML059C
2070	OG0002070	XP_024545951.1	YHR074W
2071	OG0002071	XP_024545953.1	YMR035W
2072	OG0002072	XP_024545954.1	YBR187W
2073	OG0002073	XP_024545959.1	YOR251C
2074	OG0002074	XP_024545960.1	YDL008W
2075	OG0002075	XP_024545979.1	YMR060C
2076	OG0002076	XP_024546008.1	YBL098W
2077	OG0002077	XP_024546027.1	YKR016W
2078	OG0002078	XP_024546037.1	YDR198C
2079	OG0002079	XP_024546045.1	YGR112W
2080	OG0002080	XP_024546050.1	YBR260C
2081	OG0002081	XP_024546051.1	YCR081W
2082	OG0002082	XP_024546054.1	YBR185C
2083	OG0002083	XP_024546058.1	YOR249C
2084	OG0002084	XP_024546061.1	YNL243W
2085	OG0002085	XP_024546065.1	YBR192W
2086	OG0002086	XP_024546066.1	YOR357C
2087	OG0002087	XP_024546068.1	YLR246W
2088	OG0002088	XP_024546074.1	YAL011W
2089	OG0002089	XP_024546094.1	YDR266C
2090	OG0002090	XP_024546095.1	YIL142W
2091	OG0002091	XP_024546102.1	YDR414C
2092	OG0002092	XP_024546103.1	YDR265W
2093	OG0002093	XP_024546104.1	YOR245C
2094	OG0002094	XP_024546107.1	YPL155C
2095	OG0002095	XP_024546117.1	YDR084C
2096	OG0002096	XP_024546119.1	YMR225C
2097	OG0002097	XP_024546120.1	YBR011C
2098	OG0002098	XP_024546124.1	YPL109C
2099	OG0002099	XP_024546154.1	YGR094W
2100	OG0002100	XP_024546171.1	YKL035W
2101	OG0002101	XP_024546182.1	YBL061C
2102	OG0002102	XP_024546202.1	YOL054W
2103	OG0002103	XP_024546205.1	YIL166C
2104	OG0002104	XP_024546225.1	YMR063W
2105	OG0002105	XP_024546258.1	YLR459W
2106	OG0002106	XP_024546263.1	YNL026W
2107	OG0002107	XP_024546274.1	YFL003C
2108	OG0002108	XP_024546286.1	YGL183C
2109	OG0002109	XP_024546287.1	YGL045W
2110	OG0002110	XP_024546290.1	YLR143W
2111	OG0002111	XP_024546291.1	YER130C
2112	OG0002112	XP_024546294.1	YPL157W
2113	OG0002113	XP_024546295.1	YDR517W
2114	OG0002114	XP_024546296.1	YOR103C
2115	OG0002115	XP_024546297.1	YBL059C-A
2116	OG0002116	XP_024546310.1	YJR068W
2117	OG0002117	XP_024546314.1	YFL022C
2118	OG0002118	XP_024546323.1	YJR025C
2119	OG0002119	XP_024546326.1	YJR109C
2120	OG0002120	XP_024546333.1	YLR218C
2121	OG0002121	XP_024546359.1	YDR379C-A
2122	OG0002122	XP_024546361.1	YPL115C
2123	OG0002123	XP_024546362.1	YMR190C
2124	OG0002124	XP_024546366.1	YKR039W
2125	OG0002125	XP_024546371.1	YIL007C
2126	OG0002126	XP_024546381.1	YEL029C
2127	OG0002127	XP_024546382.1	YBR252W
2128	OG0002128	XP_024546386.1	YDR524C
2129	OG0002129	XP_024546391.1	YIR002C
2130	OG0002130	XP_024546396.1	YJR124C
2131	OG0002131	XP_024546397.1	YIR023W
2132	OG0002132	XP_024546404.1	YCR087C-A
2133	OG0002133	XP_024546408.1	YLR318W
2134	OG0002134	XP_024546438.1	YPL098C
2135	OG0002135	XP_024546440.1	YKL209C
2136	OG0002136	XP_024546441.1	YGR187C
2137	OG0002137	XP_024546464.1	YLR151C
2138	OG0002138	XP_024546497.1	YJL094C
2139	OG0002139	XP_024546500.1	YFL037W
2140	OG0002140	XP_024546517.1	YNL027W
2141	OG0002141	XP_024546521.1	YDR408C
2142	OG0002142	XP_024546526.1	YOR209C
2143	OG0002143	XP_024546537.1	YJR013W
2144	OG0002144	XP_024546541.1	YBR296C
2145	OG0002145	XP_024546542.1	YMR001C
2146	OG0002146	XP_024546548.1	YNL297C
2147	OG0002147	XP_024546549.1	YBR249C
2148	OG0002148	XP_024546554.1	YGR127W
2149	OG0002149	XP_024546564.1	YPL122C
2150	OG0002150	XP_024546573.1	YLR241W
2151	OG0002151	XP_024546582.1	YPR037C
2152	OG0002152	XP_024546589.1	YDR090C
2153	OG0002153	XP_024546590.1	YER094C
2154	OG0002154	XP_024546591.1	YKR066C
2155	OG0002155	XP_024546602.1	YDR378C
2156	OG0002156	XP_024546604.1	YLR305C
2157	OG0002157	XP_024546616.1	YER029C
2158	OG0002158	XP_024546619.1	YNL241C
2159	OG0002159	XP_024546620.1	YGR105W
2160	OG0002160	XP_024546621.1	YAL019W
2161	OG0002161	XP_024546631.1	YFL034W
2162	OG0002162	XP_024546636.1	YDR330W
2163	OG0002163	XP_024546637.1	YDR523C
2164	OG0002164	XP_024546643.1	YGL206C
2165	OG0002165	XP_024546644.1	YBR218C
2166	OG0002166	XP_024546649.1	YML010W
2167	OG0002167	XP_024546689.1	YHR111W
2168	OG0002168	XP_024546695.1	YLR208W
2169	OG0002169	XP_024546698.1	YBL097W
2170	OG0002170	XP_024546708.1	YEL009C
2171	OG0002171	XP_024546718.1	YIL075C
2172	OG0002172	XP_024546753.1	YKL203C
2173	OG0002173	XP_024546791.1	YKL103C
2174	OG0002174	XP_024546794.1	YBR228W
2175	OG0002175	XP_024546832.1	YLR105C
2176	OG0002176	XP_024546835.1	YHR072W
2177	OG0002177	XP_024546841.1	YIL047C
2178	OG0002178	XP_024546858.1	YBL047C
2179	OG0002179	XP_024546865.1	YNL246W
2180	OG0002180	XP_024546868.1	YKL067W
2181	OG0002181	XP_024546869.1	YBR229C
2182	OG0002182	XP_024546891.1	YBL040C
2183	OG0002183	XP_024546894.1	YDL167C
2184	OG0002184	XP_024546908.1	YLR433C
2185	OG0002185	XP_024546926.1	YGR061C
2186	OG0002186	XP_024546931.1	YPR097W
2187	OG0002187	XP_024546940.1	YJR143C
2188	OG0002188	XP_024546943.1	YJL121C
2189	OG0002189	XP_024546951.1	YDR488C
2190	OG0002190	XP_024546956.1	YDR228C
2191	OG0002191	XP_024546957.1	YNL015W
2192	OG0002192	XP_024546959.1	YEL053C
2193	OG0002193	XP_024546960.1	YPR190C
2194	OG0002194	XP_024546963.1	YLL001W
2195	OG0002195	XP_024546969.1	YNR001C
2196	OG0002196	XP_024546970.1	YNL251C
2197	OG0002197	XP_024546976.1	YKL089W
2198	OG0002198	XP_024546977.1	YNL072W
2199	OG0002199	XP_024546982.1	YNL321W
2200	OG0002200	XP_024546993.1	YOR306C
2201	OG0002201	XP_024547001.1	YOL052C
2202	OG0002202	XP_024547007.1	YHR099W
2203	OG0002203	XP_024547012.1	YGL237C
2204	OG0002204	XP_024547013.1	YPL092W
2205	OG0002205	XP_024547015.1	YLR166C
2206	OG0002206	XP_024547016.1	YDL193W
2207	OG0002207	XP_024547019.1	YHR070W
2208	OG0002208	XP_024547021.1	YBL026W
2209	OG0002209	XP_024547025.1	YDR382W
2210	OG0002210	XP_024547028.1	YAL013W
2211	OG0002211	XP_024547032.1	YKL151C
2212	OG0002212	XP_024547044.1	YEL046C
2213	OG0002213	XP_024547048.1	YDR021W
2214	OG0002214	XP_024547054.1	YER154W
2215	OG0002215	XP_024547056.1	YGL018C
2216	OG0002216	XP_024547061.1	YPR178W
2217	OG0002217	XP_024547064.1	YER126C
2218	OG0002218	XP_024547068.1	YCR034W
2219	OG0002219	XP_024547083.1	YNL219C
2220	OG0002220	XP_024547096.1	YKL052C
2221	OG0002221	XP_024547104.1	YHR029C
2222	OG0002222	XP_024547109.1	YPL127C
2223	OG0002223	XP_024547110.1	YDR208W
2224	OG0002224	XP_024547112.1	YKL113C
2225	OG0002225	XP_024547120.1	YJL004C
2226	OG0002226	XP_024547126.1	YCR024C
2227	OG0002227	XP_024547128.1	YHR098C
2228	OG0002228	XP_024547129.1	YLR115W
2229	OG0002229	XP_024547133.1	YLR272C
2230	OG0002230	XP_024547134.1	YGR029W
2231	OG0002231	XP_024547137.1	YPR051W
2232	OG0002232	XP_024547165.1	YKL119C
2233	OG0002233	XP_024547166.1	YFR027W
2234	OG0002234	XP_024547169.1	YLR186W
2235	OG0002235	XP_024547182.1	YDL125C
2236	OG0002236	XP_024547183.1	YLR380W
2237	OG0002237	XP_024547184.1	YGR113W
2238	OG0002238	XP_024547185.1	YLR074C
2239	OG0002239	XP_024547186.1	YLR304C
2240	OG0002240	XP_024547187.1	YPL246C
2241	OG0002241	XP_024547188.1	YLR088W
2242	OG0002242	XP_024547190.1	YGR001C
2243	OG0002243	XP_024547192.1	YMR223W
2244	OG0002244	XP_024547193.1	YCR061W
2245	OG0002245	XP_024547196.1	YLR167W
2246	OG0002246	XP_024547203.1	YLR086W
2247	OG0002247	XP_024547208.1	YOR124C
2248	OG0002248	XP_024547214.1	YOR273C
2249	OG0002249	XP_024547217.1	YLR386W
2250	OG0002250	XP_024547218.1	YLR336C
2251	OG0002251	XP_024547219.1	YDL092W
2252	OG0002252	XP_024547222.1	YLR383W
2253	OG0002253	XP_024547224.1	YGR090W
2254	OG0002254	XP_024547227.1	YOR197W
2255	OG0002255	XP_024547230.1	YGL232W
2256	OG0002256	XP_024547231.1	YJL095W
2257	OG0002257	XP_024547233.1	YER026C
2258	OG0002258	XP_024547234.1	YIL108W
2259	OG0002259	XP_024547243.1	YNL227C
2260	OG0002260	XP_024547244.1	YNL224C
2261	OG0002261	XP_024547245.1	YDR148C
2262	OG0002262	XP_024547253.1	YMR296C
2263	OG0002263	XP_024547254.1	YLR342W
2264	OG0002264	XP_024547255.1	YFL044C
2265	OG0002265	XP_024547258.1	YDR080W
2266	OG0002266	XP_024547263.1	YJL111W
2267	OG0002267	XP_024547300.1	YHL004W
2268	OG0002268	XP_024547304.1	YNL172W
2269	OG0002269	XP_024547305.1	YGR054W
2270	OG0002270	XP_024547315.1	YKL053C-A
2271	OG0002271	XP_024547316.1	YGR216C
2272	OG0002272	XP_024547322.1	YDR372C
2273	OG0002273	XP_024547323.1	YKL192C
2274	OG0002274	XP_024547330.1	YCR017C
2275	OG0002275	XP_024547332.1	YIR007W
2276	OG0002276	XP_024547337.1	YKL135C
2277	OG0002277	XP_024547339.1	YGL221C
2278	OG0002278	XP_024547342.1	YPL016W
2279	OG0002279	XP_024547344.1	YDR335W
2280	OG0002280	XP_024547346.1	YBR126C
2281	OG0002281	XP_024547351.1	YBR291C
2282	OG0002282	XP_024547352.1	YLR200W
2283	OG0002283	XP_024547353.1	YPR173C
2284	OG0002284	XP_024547354.1	YLR197W
2285	OG0002285	XP_024547360.1	YMR079W
2286	OG0002286	XP_024547361.1	YGR078C
2287	OG0002287	XP_024547363.1	YLL035W
2288	OG0002288	XP_024547369.1	YDR394W
2289	OG0002289	XP_024547371.1	YOL090W
2290	OG0002290	XP_024547372.1	YOL075C
2291	OG0002291	XP_024547402.1	YLR016C
2292	OG0002292	XP_024547407.1	YOL023W
2293	OG0002293	XP_024547410.1	YMR061W
2294	OG0002294	XP_024547411.1	YJL115W
2295	OG0002295	XP_024547443.1	YPL175W
2296	OG0002296	XP_024547463.1	YGR245C
2297	OG0002297	XP_024547537.1	YPL045W
2298	OG0002298	XP_024547541.1	YMR283C
2299	OG0002299	XP_024547555.1	YOR149C
2300	OG0002300	XP_024547571.1	YNL275W
2301	OG0002301	XP_024547583.1	YGL238W
2302	OG0002302	XP_024547585.1	YLR176C
2303	OG0002303	XP_024547589.1	YCR008W
2304	OG0002304	XP_024547590.1	YNL113W
2305	OG0002305	XP_024547591.1	YCR063W
2306	OG0002306	XP_024547593.1	YDR329C
2307	OG0002307	XP_024547604.1	YLR148W
2308	OG0002308	XP_024547605.1	YLR362W
2309	OG0002309	XP_024547608.1	YHR067W
2310	OG0002310	XP_024547609.1	YBR143C
2311	OG0002311	XP_024547613.1	YCL004W
2312	OG0002312	XP_024547616.1	YDR283C
2313	OG0002313	XP_024547618.1	YLR378C
2314	OG0002314	XP_024547625.1	YNL007C
2315	OG0002315	XP_024547628.1	YNL298W
2316	OG0002316	XP_024547629.1	YBR121C
2317	OG0002317	XP_024547646.1	YNL273W
2318	OG0002318	XP_024547652.1	YDL153C
2319	OG0002319	XP_024547653.1	YGL151W
2320	OG0002320	XP_024547664.1	YLR382C
2321	OG0002321	XP_024547665.1	YLR354C
2322	OG0002322	XP_024547684.1	YMR302C
2323	OG0002323	XP_024547690.1	YHR023W
2324	OG0002324	XP_024547699.1	YBR151W
2325	OG0002325	XP_024547713.1	YMR210W
2326	OG0002326	XP_024547717.1	YMR274C
2327	OG0002327	XP_024547745.1	YGL141W
2328	OG0002328	XP_024547746.1	YER165W
2329	OG0002329	XP_024547759.1	YDR336W
2330	OG0002330	XP_024547761.1	YGL092W
2331	OG0002331	XP_024547772.1	YLR100W
2332	OG0002332	XP_024547774.1	YJL213W
2333	OG0002333	XP_024547779.1	YLR144C
2334	OG0002334	XP_024547780.1	YBR282W
2335	OG0002335	XP_024547787.1	YGL016W
2336	OG0002336	XP_024547788.1	YMR096W
2337	OG0002337	XP_024547789.1	YBR201W
2338	OG0002338	XP_024547814.1	YFL024C
2339	OG0002339	XP_024547815.1	YDR257C
2340	OG0002340	XP_024547817.1	YJR069C
2341	OG0002341	XP_024547819.1	YOR291W
2342	OG0002342	XP_024547824.1	YGR031W
2343	OG0002343	XP_024547828.1	YHR128W
2344	OG0002344	XP_024547830.1	YCR027C
2345	OG0002345	XP_024547831.1	YDR023W
2346	OG0002346	XP_024547832.1	YDR268W
2347	OG0002347	XP_024547833.1	YDR041W
2348	OG0002348	XP_024547834.1	YLR051C
2349	OG0002349	XP_024547837.1	YGL233W
2350	OG0002350	XP_024547839.1	YDL090C
2351	OG0002351	XP_024547841.1	YHL010C
2352	OG0002352	XP_024547842.1	YDL055C
2353	OG0002353	XP_024547845.1	YFL007W
2354	OG0002354	XP_024547846.1	YBR004C
2355	OG0002355	XP_024547851.1	YGL159W
2356	OG0002356	XP_024547853.1	YEL021W
2357	OG0002357	XP_024547856.1	YLL024C
2358	OG0002358	XP_024547874.1	YER093C
2359	OG0002359	XP_024547881.1	YJR035W
2360	OG0002360	XP_024547886.1	YBR166C
2361	OG0002361	XP_024547889.1	YPL002C
2362	OG0002362	XP_024547894.1	YLL013C
2363	OG0002363	XP_024547901.1	YNL112W
2364	OG0002364	XP_024547913.1	YOR187W
2365	OG0002365	XP_024547925.1	YEL007W
2366	OG0002366	XP_024547926.1	YDL142C
2367	OG0002367	XP_024547927.1	YJR135W-A
2368	OG0002368	XP_024547929.1	YGL236C
2369	OG0002369	XP_024547935.1	YLR281C
2370	OG0002370	XP_024547939.1	YDL215C
2371	OG0002371	XP_024547942.1	YPR010C
2372	OG0002372	XP_024547951.1	YJL212C
2373	OG0002373	XP_024547953.1	YML042W
2374	OG0002374	XP_024547954.1	YDL051W
2375	OG0002375	XP_024547955.1	YCR019W
2376	OG0002376	XP_024547956.1	YNL138W
2377	OG0002377	XP_024547971.1	YGL198W
2378	OG0002378	XP_024547974.1	YGR037C
2379	OG0002379	XP_024547975.1	YBR223C
2380	OG0002380	XP_024547981.1	YDR291W
2381	OG0002381	XP_024547982.1	YDR400W
2382	OG0002382	XP_024548000.1	YGR003W
2383	OG0002383	XP_024548001.1	YNL310C
2384	OG0002384	XP_024548002.1	YBL004W
2385	OG0002385	XP_024548010.1	YDL104C
2386	OG0002386	XP_024548036.1	YER159C
2387	OG0002387	XP_024548048.1	YGL119W
2388	OG0002388	XP_024548050.1	YGR123C
2389	OG0002389	XP_024548066.1	YDL077C
2390	OG0002390	XP_024548068.1	YBR115C
2391	OG0002391	XP_024548073.1	YAR007C
2392	OG0002392	XP_024548092.1	YIR001C
2393	OG0002393	XP_024548095.1	YFR007W
2394	OG0002394	XP_024548110.1	YER015W
2395	OG0002395	XP_024548151.1	YLR253W
2396	OG0002396	XP_024548153.1	YER142C
2397	OG0002397	XP_024548161.1	YIL090W
2398	OG0002398	XP_024548162.1	YOR021C
2399	OG0002399	XP_024548163.1	YGR007W
2400	OG0002400	XP_024548164.1	YPL059W
2401	OG0002401	XP_024548167.1	YLR291C
2402	OG0002402	XP_024548168.1	YHR004C
2403	OG0002403	XP_024548169.1	YIL033C
2404	OG0002404	XP_024548174.1	YBR058C
2405	OG0002405	XP_024548175.1	YGL078C
2406	OG0002406	XP_024548179.1	YMR156C
2407	OG0002407	XP_024548182.1	YNL206C
2408	OG0002408	XP_024548183.1	YOR036W
2409	OG0002409	XP_024548191.1	YHR018C
2410	OG0002410	XP_024548193.1	YKL087C
2411	OG0002411	XP_024548197.1	YJL050W
2412	OG0002412	XP_024548210.1	YNL032W
2413	OG0002413	XP_024548211.1	YBR070C
2414	OG0002414	XP_024548212.1	YIL093C
2415	OG0002415	XP_024548254.1	YLR384C
2416	OG0002416	XP_024548262.1	YOR201C
2417	OG0002417	XP_024548272.1	YJL046W
2418	OG0002418	XP_024548275.1	YEL064C
2419	OG0002419	XP_024548277.1	YKL218C
2420	OG0002420	XP_024548284.1	YBR043C
2421	OG0002421	XP_024548299.1	YJR002W
2422	OG0002422	XP_024548301.1	YKR082W
2423	OG0002423	XP_024548302.1	YNL154C
2424	OG0002424	XP_024548310.1	YBL013W
2425	OG0002425	XP_024548313.1	YGL245W
2426	OG0002426	XP_024548320.1	YDL185W
2427	OG0002427	XP_024548321.1	YCL039W
2428	OG0002428	XP_024548324.1	YKR001C
2429	OG0002429	XP_024548329.1	YPL259C
2430	OG0002430	XP_024548331.1	YHL020C
2431	OG0002431	XP_024548337.1	YPR088C
2432	OG0002432	XP_024548343.1	YOR207C
2433	OG0002433	XP_024548344.1	YGL014W
2434	OG0002434	XP_024548345.1	YML123C
2435	OG0002435	XP_024548348.1	YOL001W
2436	OG0002436	XP_024548349.1	YEL004W
2437	OG0002437	XP_024548365.1	YLR289W
2438	OG0002438	XP_024548366.1	YPL260W
2439	OG0002439	XP_024548371.1	YJL200C
2440	OG0002440	XP_024548375.1	YIR011C
2441	OG0002441	XP_024548379.1	YIL103W
2442	OG0002442	XP_024548383.1	YDL076C
2443	OG0002443	XP_024548385.1	YJL031C
2444	OG0002444	XP_024548416.1	YLR422W
2445	OG0002445	XP_024548420.1	YPL249C
2446	OG0002446	XP_024548424.1	YER099C
2447	OG0002447	XP_024548428.1	YKL188C
2448	OG0002448	XP_024548429.1	YJL155C
2449	OG0002449	XP_024548434.1	YJL024C
2450	OG0002450	XP_024548438.1	YOR112W
2451	OG0002451	XP_024548444.1	YDR006C
2452	OG0002452	XP_024548453.1	YLR420W
2453	OG0002453	XP_024548459.1	YOR131C
2454	OG0002454	XP_024548467.1	YKR043C
2455	OG0002455	XP_024548468.1	YNL024C
2456	OG0002456	XP_024548470.1	YGL213C
2457	OG0002457	XP_024548493.1	YPL164C
2458	OG0002458	XP_024548496.1	YGR234W
2459	OG0002459	XP_024548521.1	YOR275C
2460	OG0002460	XP_024548525.1	YNL048W
2461	OG0002461	XP_024548530.1	YDR254W
2462	OG0002462	XP_024548549.1	YFR005C
2463	OG0002463	XP_024548550.1	YER012W
2464	OG0002464	XP_024548553.1	YNL209W
2465	OG0002465	XP_024548554.1	YHR038W
2466	OG0002466	XP_024548557.1	YDR270W
2467	OG0002467	XP_024548565.1	YPL125W
2468	OG0002468	XP_024548585.1	YER146W
2469	OG0002469	XP_024548608.1	YPR113W
2470	OG0002470	XP_024548610.1	YDL086W
2471	OG0002471	XP_024548623.1	YAR003W
2472	OG0002472	XP_024548629.1	YHR104W
2473	OG0002473	XP_024548630.1	YKL193C
2474	OG0002474	XP_024548636.1	YLR019W
2475	OG0002475	XP_024548638.1	YNL035C
2476	OG0002476	XP_024548642.1	YOR111W
2477	OG0002477	XP_024548652.1	YGR252W
2478	OG0002478	XP_024548669.1	YOR269W
2479	OG0002479	XP_024548670.1	YLR045C
2480	OG0002480	XP_024548676.1	YDL072C
2481	OG0002481	XP_024548679.1	YEL062W
2482	OG0002482	XP_024548683.1	YLR403W
2483	OG0002483	XP_024548694.1	YFR004W
2484	OG0002484	XP_024548697.1	YHR134W
2485	OG0002485	XP_024548699.1	YJL029C
2486	OG0002486	XP_024548712.1	YPL268W
2487	OG0002487	XP_024548716.1	YJL014W
2488	OG0002488	XP_024548723.1	YOR335C
2489	OG0002489	XP_024548725.1	YAL002W
2490	OG0002490	XP_024548727.1	YNL222W
2491	OG0002491	XP_024548740.1	YKL110C
2492	OG0002492	XP_024548752.1	YGR281W
2493	OG0002493	XP_024548754.1	YBL037W
2494	OG0002494	XP_024548758.1	YLR247C
2495	OG0002495	XP_024548759.1	YKL019W
2496	OG0002496	XP_024548762.1	YPR024W
2497	OG0002497	XP_024548770.1	YJR006W
2498	OG0002498	XP_024548771.1	YBR235W
2499	OG0002499	XP_024548772.1	YOL005C
2500	OG0002500	XP_024548775.1	YBR182C
2501	OG0002501	XP_024548776.1	YGR274C
2502	OG0002502	XP_024548777.1	YGL196W
2503	OG0002503	XP_024548788.1	YGR024C
2504	OG0002504	XP_024548805.1	YOL073C
2505	OG0002505	XP_024548806.1	YBR083W
2506	OG0002506	XP_024548807.1	YDR424C
2507	OG0002507	XP_024548819.1	YBL029C-A
2508	OG0002508	XP_024548820.1	YHL016C
2509	OG0002509	XP_024548823.1	YDR262W
2510	OG0002510	XP_024548834.1	YOL146W
2511	OG0002511	XP_024548857.1	YBR162C
2512	OG0002512	XP_024548861.1	YHR062C
2513	OG0002513	XP_024548866.1	YNL250W
2514	OG0002514	XP_024548869.1	YOL061W
2515	OG0002515	XP_024548870.1	YAL024C
2516	OG0002516	XP_024548877.1	YBR080C
2517	OG0002517	XP_024548880.1	YOR311C
2518	OG0002518	XP_024548881.1	YDR337W
2519	OG0002519	XP_024548884.1	YDR430C
2520	OG0002520	XP_024548892.1	YOR270C
2521	OG0002521	XP_024548917.1	YOR188W
2522	OG0002522	XP_024548920.1	YLR097C
2523	OG0002523	XP_024548936.1	YML103C
2524	OG0002524	XP_024548939.1	YHR005C
2525	OG0002525	XP_024548940.1	YCL057C-A
2526	OG0002526	XP_024548987.1	YNL132W
2527	OG0002527	XP_024548989.1	YDR182W
2528	OG0002528	XP_024549012.1	YGL216W
2529	OG0002529	XP_024549013.1	YML036W
2530	OG0002530	XP_024549035.1	YPL242C
2531	OG0002531	XP_024549065.1	YHR064C
2532	OG0002532	XP_024549080.1	YML102W
2533	OG0002533	XP_024549087.1	YGR258C
2534	OG0002534	XP_024549094.1	YBR247C
2535	OG0002535	XP_024549098.1	YKL181W
2536	OG0002536	XP_024549118.1	YMR073C
2537	OG0002537	XP_024549119.1	YMR158W
2538	OG0002538	XP_024549121.1	YPL183C
2539	OG0002539	XP_024549123.1	YJL057C
2540	OG0002540	XP_024549148.1	YPR048W
2541	OG0002541	XP_024549151.1	YDR531W
2542	OG0002542	XP_024549161.1	YDR306C
2543	OG0002543	XP_024549163.1	YKR070W
2544	OG0002544	XP_024549164.1	YNL287W
2545	OG0002545	XP_024549177.1	YFR019W
2546	OG0002546	XP_024549180.1	YCR011C
2547	OG0002547	XP_024549188.1	YDL147W
2548	OG0002548	XP_024549199.1	YML081C-A
2549	OG0002549	XP_024549244.1	YGR058W
2550	OG0002550	XP_024549245.1	YER163C
2551	OG0002551	XP_024549249.1	YJL102W
2552	OG0002552	XP_024549256.1	YPL076W
2553	OG0002553	XP_024549277.1	YJL163C
2554	OG0002554	XP_024549278.1	YOR176W
2555	OG0002555	XP_024549315.1	YIL118W
2556	OG0002556	XP_024549340.1	YCR098C
2557	OG0002557	XP_024549345.1	YPL166W
2558	OG0002558	XP_024549364.1	YLR409C
2559	OG0002559	XP_024549372.1	YBR193C
2560	OG0002560	XP_024549383.1	YCR092C
2561	OG0002561	XP_024549393.1	YCR023C
2562	OG0002562	XP_024549406.1	YPR066W
2563	OG0002563	XP_024549407.1	YGR099W
2564	OG0002564	XP_024549412.1	YCL043C
2565	OG0002565	XP_024549416.1	YDR141C
2566	OG0002566	XP_024549424.1	YML060W
2567	OG0002567	XP_024549425.1	YLR084C
2568	OG0002568	XP_024549429.1	YBR233W
2569	OG0002569	XP_024549430.1	YBR007C
2570	OG0002570	XP_024549431.1	YAL042W
2571	OG0002571	XP_024549437.1	YMR218C
2572	OG0002572	XP_024549451.1	YPR062W
2573	OG0002573	XP_024549452.1	YDR047W
2574	OG0002574	XP_024549454.1	YDR165W
2575	OG0002575	XP_024549455.1	YDR032C
2576	OG0002576	XP_024549456.1	YGL131C
2577	OG0002577	XP_024549463.1	YKL017C
2578	OG0002578	XP_024549473.1	YFL047W
2579	OG0002579	XP_024549478.1	YOL098C
2580	OG0002580	XP_024549479.1	YHR119W
2581	OG0002581	XP_024549486.1	YOR378W
2582	OG0002582	XP_024549487.1	YOR380W
2583	OG0002583	XP_024549489.1	YBR114W
2584	OG0002584	XP_024549491.1	YNR046W
2585	OG0002585	XP_024549502.1	YDR142C
2586	OG0002586	XP_024549513.1	YLR103C
2587	OG0002587	XP_024549516.1	YOR100C
2588	OG0002588	XP_024549518.1	YBL024W
2589	OG0002589	XP_024549519.1	YBR154C
2590	OG0002590	XP_024549527.1	YOR349W
2591	OG0002591	XP_024549533.1	YBR110W
2592	OG0002592	XP_024549534.1	YDR205W
2593	OG0002593	XP_024549538.1	YOR174W
2594	OG0002594	XP_024549566.1	YDR145W
2595	OG0002595	XP_024549570.1	YPL195W
2596	OG0002596	XP_024549578.1	YGR055W
2597	OG0002597	XP_024549581.1	YGL180W
2598	OG0002598	XP_024549582.1	YLR438W
2599	OG0002599	XP_024549583.1	YGL142C
2600	OG0002600	XP_024549584.1	YMR013C
2601	OG0002601	XP_024549590.1	YNL081C
2602	OG0002602	XP_024549597.1	YLR286C
2603	OG0002603	XP_024549623.1	YDR484W
2604	OG0002604	XP_024549641.1	YBL034C
2605	OG0002605	XP_024549648.1	YHR151C
2606	OG0002606	XP_024549658.1	YJL100W
2607	OG0002607	XP_024549659.1	YOR215C
2608	OG0002608	XP_024549665.1	YPL093W
2609	OG0002609	XP_024549666.1	YER143W
2610	OG0002610	XP_024549680.1	YOR079C
2611	OG0002611	XP_024549687.1	YCR033W
2612	OG0002612	XP_024549706.1	YDR437W
2613	OG0002613	XP_024549707.1	YBR106W
2614	OG0002614	XP_024549713.1	YPR105C
2615	OG0002615	XP_024549717.1	YDR028C
2616	OG0002616	XP_024549721.1	YML038C
2617	OG0002617	XP_024549722.1	YGL252C
2618	OG0002618	XP_024549733.1	YKL022C
2619	OG0002619	XP_024549749.1	YGR053C
2620	OG0002620	XP_024549750.1	YFL038C
2621	OG0002621	XP_024549757.1	YIL116W
2622	OG0002622	XP_024549773.1	YNL123W
2623	OG0002623	XP_024549777.1	YIL101C
2624	OG0002624	XP_024549780.1	YDR373W
2625	OG0002625	XP_024549782.1	YDR305C
