	OrthologID	Lachancea_thermotolerans	Saccharomyces_cerevisiae
77	OG0000077	augustus_masked-CU928169-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.97&CDS=1-3873, maker-CU928171-snap-gene-16.57-mRNA-1_1&gene=maker-CU928171-snap-gene-16.57&CDS=1-2376	YDR326C, YFL042C
78	OG0000078	augustus_masked-CU928169-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.118&CDS=1-10038, augustus_masked-CU928170-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-15.142&CDS=1-8331	YGR100W, YLR454W
79	OG0000079	augustus_masked-CU928169-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.37&CDS=1-1044, augustus_masked-CU928171-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-13.95&CDS=1-1053	YMR303C, YOL086C
80	OG0000080	maker-CU928169-augustus-gene-5.65-mRNA-1_1&gene=maker-CU928169-augustus-gene-5.65&CDS=1-1578, snap_masked-CU928180-processed-gene-3.146-mRNA-1_1&gene=snap_masked-CU928180-processed-gene-3.146&CDS=1-1107	YLL036C, YPL201C
81	OG0000081	augustus_masked-CU928169-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.116&CDS=1-2118, augustus_masked-CU928170-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-14.0&CDS=1-2088	YBL011W, YKR067W
82	OG0000082	augustus_masked-CU928171-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.30&CDS=1-1200, maker-CU928169-snap-gene-7.138-mRNA-1_1&gene=maker-CU928169-snap-gene-7.138&CDS=1-2406	YHR179W, YPL171C
83	OG0000083	augustus_masked-CU928169-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.6&CDS=1-4560, augustus_masked-CU928171-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.108&CDS=1-5652	YDR420W, YGR014W
84	OG0000084	augustus_masked-CU928169-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.18&CDS=1-1509, snap_masked-CU928180-processed-gene-5.138-mRNA-1_1&gene=snap_masked-CU928180-processed-gene-5.138&CDS=1-792	YIR013C, YLR013W
85	OG0000085	augustus_masked-CU928169-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-10.153&CDS=1-1239, augustus_masked-CU928171-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-6.136&CDS=1-1161	YBR205W, YOR099W
86	OG0000086	augustus_masked-CU928170-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-0.56&CDS=1-630, augustus_masked-CU928180-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-13.86&CDS=1-630	YGL258W, YOR387C
87	OG0000087	snap_masked-CU928170-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-0.81&CDS=1-249	YCL067C, YCR039C, YCR096C
88	OG0000088	augustus_masked-CU928170-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-2.22&CDS=1-1665, augustus_masked-CU928170-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-2.4&CDS=1-1704	YEL063C, YNL268W
89	OG0000089	augustus_masked-CU928171-processed-gene-14.55-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-14.55&CDS=1-1827, genemark-CU928170-processed-gene-3.10-mRNA-1_1&gene=genemark-CU928170-processed-gene-3.10&CDS=1-1686	YBR015C, YJL186W
90	OG0000090	augustus_masked-CU928170-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-3.48&CDS=1-1023	YDR541C, YGL157W, YOL151W
91	OG0000091	augustus_masked-CU928170-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-4.74&CDS=1-1782, augustus_masked-CU928171-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-11.3&CDS=1-1920	YDR131C, YJL149W
92	OG0000092	genemark-CU928170-processed-gene-5.45-mRNA-1_1&gene=genemark-CU928170-processed-gene-5.45&CDS=1-1710	YOL055C, YPL258C, YPR121W
93	OG0000093	augustus_masked-CU928170-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-6.46&CDS=1-2187, augustus_masked-CU928171-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-10.48&CDS=1-1740	YDR144C, YLR120C
94	OG0000094	augustus_masked-CU928170-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-7.109&CDS=1-3276	YDR038C, YDR039C, YDR040C
95	OG0000095	augustus_masked-CU928170-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-7.116&CDS=1-1758	YLR237W, YOR071C, YOR192C
96	OG0000096	augustus_masked-CU928170-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.74&CDS=1-573, augustus_masked-CU928171-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-7.110&CDS=1-573	YGL147C, YNL067W
97	OG0000097	augustus_masked-CU928170-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-15.148&CDS=1-1548, genemark-CU928171-processed-gene-5.69-mRNA-1_1&gene=genemark-CU928171-processed-gene-5.69&CDS=1-1566	YHR050W, YOL122C
98	OG0000098	augustus_masked-CU928180-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-8.54&CDS=1-1380, genemark-CU928171-processed-gene-1.59-mRNA-1_1&gene=genemark-CU928171-processed-gene-1.59&CDS=1-921	YGL035C, YGL209W
99	OG0000099	genemark-CU928171-processed-gene-6.73-mRNA-1_1&gene=genemark-CU928171-processed-gene-6.73&CDS=1-1650, maker-CU928171-augustus-gene-9.1-mRNA-1_1&gene=maker-CU928171-augustus-gene-9.1&CDS=1-2781	YLR152C, YOR092W
100	OG0000100	augustus_masked-CU928171-processed-gene-14.60-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-14.60&CDS=1-408, augustus_masked-CU928171-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-9.118&CDS=1-408	YBR010W, YNL031C
101	OG0000101	augustus_masked-CU928171-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-14.78&CDS=1-309, augustus_masked-CU928171-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-9.115&CDS=1-309	YBR009C, YNL030W
102	OG0000102	augustus_masked-CU928171-processed-gene-16.2-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-16.2&CDS=1-1407, augustus_masked-CU928180-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-8.72&CDS=1-1479	YBR263W, YLR058C
103	OG0000103	augustus_masked-CU928180-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-5.0&CDS=1-3318, snap_masked-CU928180-processed-gene-13.129-mRNA-1_1&gene=snap_masked-CU928180-processed-gene-13.129&CDS=1-3063	YBR245C, YOR304W
104	OG0000104	snap_masked-CU928165-processed-gene-0.18-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-0.18&CDS=1-3864	YDL037C, YIR019C
105	OG0000105	maker-CU928165-snap-gene-1.164-mRNA-1_1&gene=maker-CU928165-snap-gene-1.164&CDS=1-987	YNL301C, YOL120C
106	OG0000106	augustus_masked-CU928165-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-1.35&CDS=1-1872, genemark-CU928168-processed-gene-0.65-mRNA-1_1&gene=genemark-CU928168-processed-gene-0.65&CDS=1-1452	YOL119C
107	OG0000107	augustus_masked-CU928165-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-1.41&CDS=1-1845, augustus_masked-CU928171-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-8.46&CDS=1-1872	YEL065W
108	OG0000108	augustus_masked-CU928165-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-1.46&CDS=1-1575	YBR020W, YDR009W
109	OG0000109	augustus_masked-CU928165-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-2.129&CDS=1-2160, augustus_masked-CU928169-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-13.25&CDS=1-1623	YKR034W
110	OG0000110	augustus_masked-CU928165-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-3.99&CDS=1-1296	YER054C, YIL045W
111	OG0000111	maker-CU928165-augustus-gene-3.177-mRNA-1_1&gene=maker-CU928165-augustus-gene-3.177&CDS=1-369	YER056C-A, YIL052C
112	OG0000112	genemark-CU928165-processed-gene-3.20-mRNA-1_1&gene=genemark-CU928165-processed-gene-3.20&CDS=1-1488	YER059W, YIL050W
113	OG0000113	maker-CU928165-snap-gene-3.183-mRNA-1_1&gene=maker-CU928165-snap-gene-3.183&CDS=1-1425	YER062C, YIL053W
114	OG0000114	augustus_masked-CU928165-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.0&CDS=1-2637, maker-CU928168-augustus-gene-8.4-mRNA-1_1&gene=maker-CU928168-augustus-gene-8.4&CDS=1-3939	YER070W
115	OG0000115	augustus_masked-CU928165-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.11&CDS=1-1410	YER081W, YIL074C
116	OG0000116	augustus_masked-CU928165-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-4.22&CDS=1-2265	YMR199W, YPL256C
117	OG0000117	snap_masked-CU928165-processed-gene-5.40-mRNA-1_1&gene=snap_masked-CU928165-processed-gene-5.40&CDS=1-3465	YCR089W, YLR110C
118	OG0000118	augustus_masked-CU928165-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.144&CDS=1-1176, augustus_masked-CU928167-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-0.17&CDS=1-1128	YGL255W
119	OG0000119	augustus_masked-CU928165-processed-gene-5.184-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-5.184&CDS=1-1245, augustus_masked-CU928169-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.78&CDS=1-1245	YGL196W
120	OG0000120	augustus_masked-CU928166-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.76&CDS=1-1344, augustus_masked-CU928171-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-16.51&CDS=1-1404	YER152C
121	OG0000121	augustus_masked-CU928166-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.90&CDS=1-1302, augustus_masked-CU928168-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.104&CDS=1-1302	YLR438W
122	OG0000122	augustus_masked-CU928166-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.78&CDS=1-774, augustus_masked-CU928171-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-10.47&CDS=1-771	YLR126C
123	OG0000123	augustus_masked-CU928166-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.100&CDS=1-1614, augustus_masked-CU928167-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-0.2&CDS=1-1647	YLL055W
124	OG0000124	augustus_masked-CU928166-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.85&CDS=1-1026	YOR390W, YPL279C
125	OG0000125	augustus_masked-CU928166-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.8&CDS=1-309	YGR209C, YLR043C
126	OG0000126	augustus_masked-CU928166-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.33&CDS=1-2835, augustus_masked-CU928169-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-12.84&CDS=1-2820	YBR084W
127	OG0000127	augustus_masked-CU928166-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-1.42&CDS=1-858, genemark-CU928180-processed-gene-8.100-mRNA-1_1&gene=genemark-CU928180-processed-gene-8.100&CDS=1-867	YHR209W
128	OG0000128	augustus_masked-CU928167-processed-gene-8.284-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-8.284&CDS=1-1425, snap_masked-CU928166-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CU928166-processed-gene-3.24&CDS=1-1566	YOR377W
129	OG0000129	augustus_masked-CU928166-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-3.96&CDS=1-663	YMR042W, YMR043W
130	OG0000130	genemark-CU928166-processed-gene-3.81-mRNA-1_1&gene=genemark-CU928166-processed-gene-3.81&CDS=1-2112	YKL072W, YMR053C
131	OG0000131	augustus_masked-CU928166-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-3.106&CDS=1-2058	YGR241C, YHR161C
132	OG0000132	augustus_masked-CU928166-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-4.77&CDS=1-1770	YHR123W, YNL130C
133	OG0000133	augustus_masked-CU928166-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-5.77&CDS=1-1035	YHR139C, YNL160W
134	OG0000134	maker-CU928166-augustus-gene-5.65-mRNA-1_1&gene=maker-CU928166-augustus-gene-5.65&CDS=1-318	YHR141C, YNL162W
135	OG0000135	augustus_masked-CU928166-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-5.88&CDS=1-2676	YHR146W, YNL173C
136	OG0000136	augustus_masked-CU928166-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-6.58&CDS=1-3717	YDL222C, YNL194C
137	OG0000137	augustus_masked-CU928166-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-6.80&CDS=1-1839	YDL229W, YNL209W
138	OG0000138	maker-CU928166-augustus-gene-7.156-mRNA-1_1&gene=maker-CU928166-augustus-gene-7.156&CDS=1-1803	YGR254W, YHR174W
139	OG0000139	augustus_masked-CU928166-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.96&CDS=1-2460, snap_masked-CU928169-processed-gene-5.77-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.77&CDS=1-2331	YER184C
140	OG0000140	augustus_masked-CU928166-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.110&CDS=1-1215	YGR279C, YMR305C
141	OG0000141	augustus_masked-CU928166-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.113&CDS=1-3834, augustus_masked-CU928169-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.94&CDS=1-3834	YKL215C
142	OG0000142	augustus_masked-CU928166-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.115&CDS=1-1728, augustus_masked-CU928169-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.89&CDS=1-1689	YBR296C
143	OG0000143	augustus_masked-CU928166-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.117&CDS=1-4644, augustus_masked-CU928166-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-7.119&CDS=1-3774, snap_masked-CU928168-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-0.15&CDS=1-3774	
144	OG0000144	genemark-CU928167-processed-gene-0.49-mRNA-1_1&gene=genemark-CU928167-processed-gene-0.49&CDS=1-1107, snap_masked-CU928169-processed-gene-14.140-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-14.140&CDS=1-1143	YGL256W
145	OG0000145	augustus_masked-CU928167-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-1.28&CDS=1-2034	YGR221C, YHR149C
146	OG0000146	maker-CU928167-augustus-gene-2.0-mRNA-1_1&gene=maker-CU928167-augustus-gene-2.0&CDS=1-753	YGR214W, YLR048W
147	OG0000147	augustus_masked-CU928167-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-2.137&CDS=1-2325	YJR059W, YKL198C
148	OG0000148	maker-CU928167-augustus-gene-2.1-mRNA-1_1&gene=maker-CU928167-augustus-gene-2.1&CDS=1-1785	YEL047C, YJR051W
149	OG0000149	maker-CU928167-augustus-gene-3.149-mRNA-1_1&gene=maker-CU928167-augustus-gene-3.149&CDS=1-3159	YEL041W, YJR049C
150	OG0000150	augustus_masked-CU928167-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-3.7&CDS=1-471	YEL034W, YJR047C
151	OG0000151	augustus_masked-CU928167-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-3.19&CDS=1-2649	YML111W, YMR275C
152	OG0000152	augustus_masked-CU928167-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-3.46&CDS=1-804, snap_masked-CU928171-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-3.35&CDS=1-897	YGL117W
153	OG0000153	augustus_masked-CU928167-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-4.8&CDS=1-1116	YMR253C, YPL264C
154	OG0000154	augustus_masked-CU928167-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-4.39&CDS=1-11184	YBL106C, YPR032W
155	OG0000155	maker-CU928167-augustus-gene-5.2-mRNA-1_1&gene=maker-CU928167-augustus-gene-5.2&CDS=1-2136	YBL089W, YER119C
156	OG0000156	augustus_masked-CU928167-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-5.90&CDS=1-603	YBL072C, YER102W
157	OG0000157	augustus_masked-CU928167-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-5.71&CDS=1-1572	YBL069W, YER101C
158	OG0000158	augustus_masked-CU928167-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-5.92&CDS=1-2142	YBL067C, YER098W
159	OG0000159	augustus_masked-CU928167-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-6.96&CDS=1-468	YBR048W, YDR025W
160	OG0000160	augustus_masked-CU928167-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-6.85&CDS=1-1797	YLL061W, YPL274W
161	OG0000161	augustus_masked-CU928167-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-7.115&CDS=1-1317	YNL283C, YOL105C
162	OG0000162	snap_masked-CU928167-processed-gene-8.75-mRNA-1_1&gene=snap_masked-CU928167-processed-gene-8.75&CDS=1-2598	YBR150C, YOL089C
163	OG0000163	snap_masked-CU928167-processed-gene-8.80-mRNA-1_1&gene=snap_masked-CU928167-processed-gene-8.80&CDS=1-201	YLR264W, YOR167C
164	OG0000164	augustus_masked-CU928168-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-0.48&CDS=1-1677, augustus_masked-CU928169-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-14.0&CDS=1-4635	YKR039W
165	OG0000165	augustus_masked-CU928168-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-0.36&CDS=1-1386	YAL062W, YOR375C
166	OG0000166	snap_masked-CU928168-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-0.11&CDS=1-2460	YAL056W, YOR371C
167	OG0000167	augustus_masked-CU928168-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-1.56&CDS=1-3243	YAL038W, YOR347C
168	OG0000168	augustus_masked-CU928168-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-3.53&CDS=1-2175	YJL099W, YKR027W
169	OG0000169	augustus_masked-CU928168-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-3.80&CDS=1-3288	YGL049C, YGR162W
170	OG0000170	augustus_masked-CU928168-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-4.104&CDS=1-885	YFL059W, YNL333W
171	OG0000171	maker-CU928168-augustus-gene-5.105-mRNA-1_1&gene=maker-CU928168-augustus-gene-5.105&CDS=1-4035	YKL091C, YMR079W
172	OG0000172	augustus_masked-CU928168-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-5.72&CDS=1-414	YHL001W, YKL006W
173	OG0000173	maker-CU928168-augustus-gene-5.107-mRNA-1_1&gene=maker-CU928168-augustus-gene-5.107&CDS=1-4383	YHR003C, YKL027W
174	OG0000174	augustus_masked-CU928168-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-7.68&CDS=1-1908	YNL098C, YOR101W
175	OG0000175	augustus_masked-CU928168-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-7.75&CDS=1-2589	YNL108C, YOR110W
176	OG0000176	augustus_masked-CU928168-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-8.104&CDS=1-525	YOR226C, YPL135W
177	OG0000177	augustus_masked-CU928168-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-8.85&CDS=1-1347	YOR229W, YOR230W
178	OG0000178	maker-CU928168-snap-gene-8.1-mRNA-1_1&gene=maker-CU928168-snap-gene-8.1&CDS=1-4404	YOR233W, YPL141C
179	OG0000179	augustus_masked-CU928168-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-8.106&CDS=1-321	YOR234C, YPL143W
180	OG0000180	augustus_masked-CU928168-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-9.123&CDS=1-1251	YOR237W, YPL145C
181	OG0000181	augustus_masked-CU928168-processed-gene-9.173-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-9.173&CDS=1-2682	YOR256C, YPL176C
182	OG0000182	maker-CU928168-augustus-gene-10.85-mRNA-1_1&gene=maker-CU928168-augustus-gene-10.85&CDS=1-318	YMR230W, YOR293W
183	OG0000183	augustus_masked-CU928168-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-12.124&CDS=1-342	YDL075W, YLR406C
184	OG0000184	augustus_masked-CU928168-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-12.112&CDS=1-2079	YKL187C, YLR413W
185	OG0000185	augustus_masked-CU928168-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-12.116&CDS=1-1659, augustus_masked-CU928169-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-14.38&CDS=1-1611	YJR152W
186	OG0000186	maker-CU928168-augustus-gene-13.47-mRNA-1_1&gene=maker-CU928168-augustus-gene-13.47&CDS=1-1566	YLR432W, YML056C
187	OG0000187	augustus_masked-CU928168-processed-gene-14.79-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.79&CDS=1-783	YHR203C, YJR145C
188	OG0000188	augustus_masked-CU928168-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.91&CDS=1-2712, augustus_masked-CU928171-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-10.58&CDS=1-12807	YJR126C
189	OG0000189	augustus_masked-CU928169-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.75&CDS=1-1545, augustus_masked-CU928171-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-11.11&CDS=1-1593	YLR098C
190	OG0000190	augustus_masked-CU928169-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.95&CDS=1-1602, augustus_masked-CU928180-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-8.67&CDS=1-1647	YBR008C
