	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035640_Yamadazyma_philogaea
35	OG0000035	YBR015C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.130&CDS=1-1659, augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.149&CDS=1-1968, augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.131&CDS=1-1731, augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-0.22&CDS=1-1716
36	OG0000036	YBR038W, YNL192W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.12&CDS=1-3180, augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.144&CDS=1-2985, snap_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.77&CDS=1-3201
37	OG0000037	YBR089C-A, YDL002C, YPR052C	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.11&CDS=1-3354, snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-3.93&CDS=1-270
38	OG0000038	YBR118W, YKR084C, YPR080W	maker-NODE_9_length_359155_cov_29.4677_ID_17-snap-gene-2.265-mRNA-1_1&gene=maker-NODE_9_length_359155_cov_29.4677_ID_17-snap-gene-2.265&CDS=1-1884, snap_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.25&CDS=1-1374
39	OG0000039	YBR207W, YER145C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.163&CDS=1-1155, augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.94&CDS=1-1206, maker-NODE_44_length_50087_cov_30.39_ID_87-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_44_length_50087_cov_30.39_ID_87-augustus-gene-0.0&CDS=1-2793
40	OG0000040	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.51&CDS=1-2301
41	OG0000041	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.173&CDS=1-4122, genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.84&CDS=1-4125
42	OG0000042	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.21&CDS=1-2400, augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.149&CDS=1-2571
43	OG0000043	YDL056W, YLR182W	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.139&CDS=1-2217, genemark-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-1.58&CDS=1-2526, genemark-NODE_38_length_76161_cov_28.3671_ID_75-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_38_length_76161_cov_28.3671_ID_75-processed-gene-0.27&CDS=1-2892
44	OG0000044	YDL138W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.14&CDS=1-1611, augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.149&CDS=1-2037, augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.130&CDS=1-1611, augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.23&CDS=1-1575
45	OG0000045	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.212&CDS=1-2328, augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.86&CDS=1-2922
46	OG0000046	YDR380W, YLR044C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.10&CDS=1-1770, genemark-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.101&CDS=1-1827, maker-NODE_15_length_274748_cov_30.1148_ID_29-augustus-gene-1.10-mRNA-1_1&gene=maker-NODE_15_length_274748_cov_30.1148_ID_29-augustus-gene-1.10&CDS=1-3453
47	OG0000047	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.15&CDS=1-2847, augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.127&CDS=1-2526
48	OG0000048	YGL073W, YOR140W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.109&CDS=1-1653, augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.61&CDS=1-1944, maker-NODE_8_length_359490_cov_28.9294_ID_15-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_8_length_359490_cov_28.9294_ID_15-snap-gene-0.5&CDS=1-1818
49	OG0000049	YGR200C, YOL087C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.88&CDS=1-1281, genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.53&CDS=1-3024, genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.34&CDS=1-3003
50	OG0000050	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.94&CDS=1-3489, augustus_masked-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.110&CDS=1-3048
51	OG0000051	YIL170W, YJL219W, YOL156W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.104&CDS=1-1647, augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.13&CDS=1-1707
52	OG0000052	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.67&CDS=1-3945, genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.20&CDS=1-3582
53	OG0000053	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-5.116&CDS=1-1182, augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.150&CDS=1-1179
54	OG0000054	YJR019C, YOL075C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.106&CDS=1-1032, augustus_masked-NODE_51_length_12590_cov_53.2333_ID_101-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_51_length_12590_cov_53.2333_ID_101-processed-gene-0.14&CDS=1-954, maker-NODE_4_length_571300_cov_30.7617_ID_7-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_4_length_571300_cov_30.7617_ID_7-snap-gene-1.0&CDS=1-5760
55	OG0000055	YJR139C, YLR300W, YOR190W	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.226&CDS=1-2931, augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.163&CDS=1-1239
56	OG0000056	YKL046C, YMR238W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.72&CDS=1-1365, augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.151&CDS=1-3072, augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.122&CDS=1-1419
57	OG0000057	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
58	OG0000058	YKL222C, YLR266C, YOR162C, YOR172W	genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.150&CDS=1-3123
59	OG0000059	YLR034C, YOL122C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.57&CDS=1-1542, augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.15&CDS=1-1773, genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.72&CDS=1-1575
60	OG0000060	YLR144C, YNR067C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.102&CDS=1-2316, augustus_masked-NODE_38_length_76161_cov_28.3671_ID_75-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_38_length_76161_cov_28.3671_ID_75-processed-gene-0.61&CDS=1-3267, genemark-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.45&CDS=1-1998
61	OG0000061	YLR343W, YMR307W	augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-1.127&CDS=1-1623, augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.60&CDS=1-1617, augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.5&CDS=1-1665
62	OG0000062	YML116W, YMR279C, YOR378W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.137&CDS=1-1497, augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.139&CDS=1-1521
63	OG0000063	YOL119C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.124&CDS=1-1470, maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-9.1-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-9.1&CDS=1-3744, snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.97&CDS=1-1362, snap_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.7&CDS=1-1419
64	OG0000064	YAL054C, YLR153C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.11&CDS=1-2004, maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-9.6-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-9.6&CDS=1-2403
65	OG0000065	YAR002C-A, YGL002W, YHR110W	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.61&CDS=1-693
66	OG0000066	YAR035W, YER024W	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.65&CDS=1-2526, augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-2.73&CDS=1-2199
67	OG0000067	YBL052C, YOR244W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-7.60&CDS=1-2118, augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.135&CDS=1-1506
68	OG0000068	YBR009C, YNL030W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.13&CDS=1-309, augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.8&CDS=1-309
69	OG0000069	YBR010W, YNL031C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.29&CDS=1-408, augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.36&CDS=1-408
70	OG0000070	YBR073W, YGL163C	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.88&CDS=1-2463, augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.42&CDS=1-2553
71	OG0000071	YBR078W, YDR055W	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.107&CDS=1-1254, maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-2.113-mRNA-1_1&gene=maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-2.113&CDS=1-1266
72	OG0000072	YBR132C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.114&CDS=1-1674, maker-NODE_2_length_752566_cov_29.4242_ID_3-snap-gene-6.1-mRNA-1_1&gene=maker-NODE_2_length_752566_cov_29.4242_ID_3-snap-gene-6.1&CDS=1-3345, snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.37&CDS=1-1767
73	OG0000073	YBR139W, YMR297W	genemark-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.14&CDS=1-1608, genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.53&CDS=1-1617
74	OG0000074	YBR160W, YPL031C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.35&CDS=1-4215, maker-NODE_11_length_320613_cov_31.9964_ID_21-snap-gene-2.209-mRNA-1_1&gene=maker-NODE_11_length_320613_cov_31.9964_ID_21-snap-gene-2.209&CDS=1-2496
75	OG0000075	YBR239C, YJL103C	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.21&CDS=1-1458, maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-1.140-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-1.140&CDS=1-1665
76	OG0000076	YBR241C, YOR005C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.6&CDS=1-4218, genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.22&CDS=1-1446
77	OG0000077	YBR249C, YDR035W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.11&CDS=1-1098, maker-NODE_14_length_296638_cov_28.971_ID_27-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_14_length_296638_cov_28.971_ID_27-snap-gene-1.5&CDS=1-1119
78	OG0000078	YBR293W, YDL060W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.74&CDS=1-1692, augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.72&CDS=1-10716
79	OG0000079	YCL035C, YDR513W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.76&CDS=1-312, maker-NODE_14_length_296638_cov_28.971_ID_27-augustus-gene-1.264-mRNA-1_1&gene=maker-NODE_14_length_296638_cov_28.971_ID_27-augustus-gene-1.264&CDS=1-348
80	OG0000080	YCL036W, YDR514C	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.58&CDS=1-846, snap_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.172&CDS=1-798
81	OG0000081	YCL039W, YKL021C	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.53&CDS=1-1224, augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.112&CDS=1-2322
82	OG0000082	YCR002C, YGR059W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.64&CDS=1-1011, genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.103&CDS=1-1485
83	OG0000083	YCR010C, YNR002C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.1&CDS=1-774, genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.136&CDS=1-774
84	OG0000084	YCR065W, YIL131C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-5.102&CDS=1-1845, augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.44&CDS=1-1965
85	OG0000085	YCR094W, YNL323W, YNR048W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.121&CDS=1-1254
86	OG0000086	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.132&CDS=1-1095
87	OG0000087	YCR105W, YMR318C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.108&CDS=1-1059, augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.92&CDS=1-1095
88	OG0000088	YDL020C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.15&CDS=1-1506, augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.60&CDS=1-2235, maker-NODE_7_length_373803_cov_30.4817_ID_13-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_373803_cov_30.4817_ID_13-snap-gene-1.0&CDS=1-2076
