	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
65	OG0000065	YBR073W, YGL163C	augustus_masked-flattened_line_114-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.40&CDS=1-2541, augustus_masked-flattened_line_22-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.176&CDS=1-2784
66	OG0000066	YBR078W, YDR055W	augustus_masked-flattened_line_0-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.99&CDS=1-1215, augustus_masked-flattened_line_54-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.103&CDS=1-1269
67	OG0000067	YBR150C, YOL089C	augustus_masked-flattened_line_2-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.115&CDS=1-2400, augustus_masked-flattened_line_2-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.116&CDS=1-2343
68	OG0000068	YBR160W, YKL139W	augustus_masked-flattened_line_122-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.43&CDS=1-1920, maker-flattened_line_26-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.113&CDS=1-927
69	OG0000069	YBR212W, YHR086W	augustus_masked-flattened_line_22-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.80&CDS=1-1683, augustus_masked-flattened_line_34-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.130&CDS=1-2085
70	OG0000070	YBR237W, YNL112W	augustus_masked-flattened_line_112-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.5&CDS=1-2772, maker-flattened_line_218-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_218-augustus-gene-0.33&CDS=1-1668
71	OG0000071	YBR239C, YJL103C	augustus_masked-flattened_line_126-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.3&CDS=1-1521, snap_masked-flattened_line_0-processed-gene-3.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.97&CDS=1-1689
72	OG0000072	YBR249C, YDR035W	augustus_masked-flattened_line_26-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.77&CDS=1-1098, augustus_masked-flattened_line_44-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.176&CDS=1-1119
73	OG0000073	YBR263W, YLR058C	augustus_masked-flattened_line_36-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.231&CDS=1-1410, augustus_masked-flattened_line_74-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.2&CDS=1-1467
74	OG0000074	YBR283C, YLR378C	augustus_masked-flattened_line_174-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.2&CDS=1-1470, augustus_masked-flattened_line_6-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.129&CDS=1-1434
75	OG0000075	YBR298C, YDL247W, YJR160C	augustus_masked-flattened_line_16-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.0&CDS=1-1725
76	OG0000076	YCL027W, YER114C	augustus_masked-flattened_line_36-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.212&CDS=1-1200, augustus_masked-flattened_line_4-processed-gene-2.254-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.254&CDS=1-2658
77	OG0000077	YCL057W	augustus_masked-flattened_line_48-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.81&CDS=1-2118, augustus_masked-flattened_line_60-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.78&CDS=1-2055, snap_masked-flattened_line_44-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.16&CDS=1-2043
78	OG0000078	YCL064C, YIL167W	augustus_masked-flattened_line_102-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.34&CDS=1-1011, augustus_masked-flattened_line_2-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.157&CDS=1-1092
79	OG0000079	YCR034W, YLR372W	augustus_masked-flattened_line_118-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.113&CDS=1-978, augustus_masked-flattened_line_294-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_294-processed-gene-0.1&CDS=1-999
80	OG0000080	YCR045C, YEL060C	augustus_masked-flattened_line_110-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.16&CDS=1-1713, augustus_masked-flattened_line_96-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.40&CDS=1-1134
81	OG0000081	YDL002C, YDR174W	augustus_masked-flattened_line_42-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.95&CDS=1-1017, augustus_masked-flattened_line_6-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.114&CDS=1-1266
82	OG0000082	YDL134C, YNR032W	augustus_masked-flattened_line_38-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.206&CDS=1-1017, augustus_masked-flattened_line_6-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.4&CDS=1-1044
83	OG0000083	YDL138W, YDL194W	augustus_masked-flattened_line_150-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.52&CDS=1-2169, augustus_masked-flattened_line_28-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.65&CDS=1-1578
84	OG0000084	YDR011W, YOR153W	augustus_masked-flattened_line_22-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.166&CDS=1-4398, augustus_masked-flattened_line_58-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.118&CDS=1-4542
85	OG0000085	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_230-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.3&CDS=1-3252
86	OG0000086	YDR093W, YER166W	augustus_masked-flattened_line_42-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.104&CDS=1-4521, augustus_masked-flattened_line_60-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.60&CDS=1-4713
87	OG0000087	YDR125C, YLR099C	augustus_masked-flattened_line_50-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.8&CDS=1-1446, augustus_masked-flattened_line_82-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.58&CDS=1-1476
88	OG0000088	YDR134C, YLR110C	augustus_masked-flattened_line_16-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.86&CDS=1-1479, genemark-flattened_line_92-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.90&CDS=1-1116
89	OG0000089	YDR135C	augustus_masked-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.10&CDS=1-4479, augustus_masked-flattened_line_20-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.72&CDS=1-4653, augustus_masked-flattened_line_28-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.79&CDS=1-4863
90	OG0000090	YDR155C, YDR304C	augustus_masked-flattened_line_160-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.11&CDS=1-636, augustus_masked-flattened_line_20-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.97&CDS=1-486
91	OG0000091	YDR207C	augustus_masked-flattened_line_54-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.88&CDS=1-732, maker-flattened_line_20-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.67&CDS=1-1569, snap_masked-flattened_line_52-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.143&CDS=1-1527
92	OG0000092	YDR338C, YHR032W	augustus_masked-flattened_line_44-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.147&CDS=1-1818, augustus_masked-flattened_line_86-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.95&CDS=1-1743
93	OG0000093	YDR368W, YOR120W	augustus_masked-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.98&CDS=1-888, augustus_masked-flattened_line_22-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.198&CDS=1-867
94	OG0000094	YDR395W, YJR132W	augustus_masked-flattened_line_0-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.106&CDS=1-3021, augustus_masked-flattened_line_138-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.2&CDS=1-3102
95	OG0000095	YDR398W, YHR196W	augustus_masked-flattened_line_138-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.0&CDS=1-1911, augustus_masked-flattened_line_176-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.59&CDS=1-1956
96	OG0000096	YDR463W, YHR006W	augustus_masked-flattened_line_118-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.108&CDS=1-1476, augustus_masked-flattened_line_118-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.86&CDS=1-1284
97	OG0000097	YER047C, YPR173C	augustus_masked-flattened_line_14-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.30&CDS=1-1296, augustus_masked-flattened_line_6-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.91&CDS=1-2376
98	OG0000098	YER048C, YIR004W	augustus_masked-flattened_line_16-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.124&CDS=1-1695, augustus_masked-flattened_line_6-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.127&CDS=1-1467
99	OG0000099	YER130C, YKL062W	augustus_masked-flattened_line_14-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.52&CDS=1-2343, augustus_masked-flattened_line_72-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.1&CDS=1-1899
100	OG0000100	YER172C, YGR271W	augustus_masked-flattened_line_158-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.43&CDS=1-5784, maker-flattened_line_74-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.0&CDS=1-9366
101	OG0000101	YFL050C, YOL130W	augustus_masked-flattened_line_0-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.68&CDS=1-1803, augustus_masked-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.73&CDS=1-2151
102	OG0000102	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_132-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.79&CDS=1-777
103	OG0000103	YFR004W, YHL024W	augustus_masked-flattened_line_116-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.25&CDS=1-2766, augustus_masked-flattened_line_18-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.197&CDS=1-939
104	OG0000104	YFR031C-A, YIL018W	augustus_masked-flattened_line_52-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.43&CDS=1-762, maker-flattened_line_6-augustus-gene-2.159-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.159&CDS=1-1344
105	OG0000105	YGL003C, YGL116W	augustus_masked-flattened_line_0-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.66&CDS=1-1671, augustus_masked-flattened_line_44-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.151&CDS=1-1734
106	OG0000106	YGL038C, YJR075W	augustus_masked-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.69&CDS=1-1182, genemark-flattened_line_136-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.52&CDS=1-1152
107	OG0000107	YGL049C, YGR162W	genemark-flattened_line_6-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.60&CDS=1-3096, snap_masked-flattened_line_12-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.42&CDS=1-2289
108	OG0000108	YGL194C, YPR068C	augustus_masked-flattened_line_72-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.22&CDS=1-1344, augustus_masked-flattened_line_84-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.50&CDS=1-1140
109	OG0000109	YGL205W	augustus_masked-flattened_line_162-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.53&CDS=1-2139, augustus_masked-flattened_line_192-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.6&CDS=1-2109, maker-flattened_line_192-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_192-snap-gene-0.29&CDS=1-2175
110	OG0000110	YGL247W, YHR036W	augustus_masked-flattened_line_106-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.113&CDS=1-1365, augustus_masked-flattened_line_32-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.62&CDS=1-1152
111	OG0000111	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_130-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.0&CDS=1-828
112	OG0000112	YGR240C, YMR205C	augustus_masked-flattened_line_12-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.19&CDS=1-2844, genemark-flattened_line_52-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.87&CDS=1-2949
113	OG0000113	YHL007C, YNL298W	augustus_masked-flattened_line_186-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.49&CDS=1-3594, snap_masked-flattened_line_8-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.32&CDS=1-2292
114	OG0000114	YHL019C, YPL259C	augustus_masked-flattened_line_36-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.189&CDS=1-1329, augustus_masked-flattened_line_44-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.143&CDS=1-1908
115	OG0000115	YHL033C, YLL045C	genemark-flattened_line_52-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.113&CDS=1-798, genemark-flattened_line_6-processed-gene-2.185-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.185&CDS=1-804
116	OG0000116	YHL036W, YLL048C	augustus_masked-flattened_line_44-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.183&CDS=1-1605, maker-flattened_line_52-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.55&CDS=1-6489
117	OG0000117	YHR023W, YOR326W	augustus_masked-flattened_line_114-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.54&CDS=1-4653, genemark-flattened_line_178-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_178-processed-gene-0.13&CDS=1-5787
118	OG0000118	YHR031C, YML061C	augustus_masked-flattened_line_14-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.2&CDS=1-2667, genemark-flattened_line_58-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.65&CDS=1-2070
119	OG0000119	YHR050W, YLR034C	augustus_masked-flattened_line_2-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.182&CDS=1-1926, augustus_masked-flattened_line_44-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.139&CDS=1-1602
120	OG0000120	YHR203C, YJR145C	augustus_masked-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.103&CDS=1-2178, maker-flattened_line_116-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.71&CDS=1-2550
121	OG0000121	YHR216W, YLR432W, YML056C	augustus_masked-flattened_line_224-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_224-processed-gene-0.9&CDS=1-3837
122	OG0000122	YIL035C, YOR061W	augustus_masked-flattened_line_144-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.10&CDS=1-984, augustus_masked-flattened_line_46-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.3&CDS=1-984
123	OG0000123	YIL126W, YOR290C	augustus_masked-flattened_line_32-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.1&CDS=1-3864, augustus_masked-flattened_line_64-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.109&CDS=1-4761
124	OG0000124	YIR013C, YLR013W	augustus_masked-flattened_line_22-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.181&CDS=1-621, augustus_masked-flattened_line_6-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.6&CDS=1-942
125	OG0000125	YJL081C, YPR034W	augustus_masked-flattened_line_148-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.62&CDS=1-1413, augustus_masked-flattened_line_56-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.1&CDS=1-1392
126	OG0000126	YJL095W, YLR362W	augustus_masked-flattened_line_122-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.50&CDS=1-2121, augustus_masked-flattened_line_82-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.52&CDS=1-4710
127	OG0000127	YJL098W, YKR028W	augustus_masked-flattened_line_152-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.53&CDS=1-2850, augustus_masked-flattened_line_82-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.53&CDS=1-2916
128	OG0000128	YJL134W, YKR053C	augustus_masked-flattened_line_116-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.22&CDS=1-378, augustus_masked-flattened_line_265-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_265-processed-gene-0.20&CDS=1-2421
129	OG0000129	YJL155C, YOL136C	augustus_masked-flattened_line_253-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.29&CDS=1-912, augustus_masked-flattened_line_30-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.125&CDS=1-1362
130	OG0000130	YJL172W, YOL153C	augustus_masked-flattened_line_26-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.99&CDS=1-1707, genemark-flattened_line_92-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.110&CDS=1-1692
131	OG0000131	YKL005C, YPL181W	augustus_masked-flattened_line_136-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.26&CDS=1-2166, augustus_masked-flattened_line_142-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.61&CDS=1-1218
132	OG0000132	YKL124W, YMR171C	augustus_masked-flattened_line_42-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.99&CDS=1-1188, genemark-flattened_line_92-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.117&CDS=1-1104
