	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034636_Ogataea_nitratoaversa
48	OG0000048	YMR303C, YOL086C	augustus_masked-flattened_line_138-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.18&CDS=1-1047, augustus_masked-flattened_line_158-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.27&CDS=1-1107, augustus_masked-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.101&CDS=1-1044
49	OG0000049	YAL023C, YGR199W	augustus_masked-flattened_line_26-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.60&CDS=1-2307, genemark-flattened_line_18-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.60&CDS=1-2328
50	OG0000050	YAL054C, YLR153C	augustus_masked-flattened_line_34-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.89&CDS=1-2013, augustus_masked-flattened_line_50-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.104&CDS=1-2028
51	OG0000051	YAR035W, YER024W	augustus_masked-flattened_line_144-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.22&CDS=1-2253, augustus_masked-flattened_line_44-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.103&CDS=1-2358
52	OG0000052	YBL002W, YDR224C	augustus_masked-flattened_line_0-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.112&CDS=1-393, augustus_masked-flattened_line_94-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.50&CDS=1-393
53	OG0000053	YBL011W, YKR067W	augustus_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.66&CDS=1-2052, augustus_masked-flattened_line_8-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.101&CDS=1-2205
54	OG0000054	YBL052C, YOR244W	augustus_masked-flattened_line_44-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.122&CDS=1-1416, augustus_masked-flattened_line_68-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.23&CDS=1-2448
55	OG0000055	YBL063W, YEL061C	augustus_masked-flattened_line_2-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.95&CDS=1-3357, augustus_masked-flattened_line_40-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.137&CDS=1-2754
56	OG0000056	YBR002C, YMR101C	augustus_masked-flattened_line_132-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.30&CDS=1-918, augustus_masked-flattened_line_38-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.62&CDS=1-873
57	OG0000057	YBR009C, YNL030W	augustus_masked-flattened_line_140-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.32&CDS=1-309, augustus_masked-flattened_line_46-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.143&CDS=1-309
58	OG0000058	YBR010W, YNL031C	augustus_masked-flattened_line_140-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.45&CDS=1-408, augustus_masked-flattened_line_46-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.104&CDS=1-408
59	OG0000059	YBR025C, YHL014C	augustus_masked-flattened_line_0-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.138&CDS=1-1254, augustus_masked-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.91&CDS=1-1185
60	OG0000060	YBR114W, YLR278C	genemark-flattened_line_28-processed-gene-1.175-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.175&CDS=1-2700, maker-flattened_line_6-snap-gene-2.154-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.154&CDS=1-7191
61	OG0000061	YBR118W, YPR080W	augustus_masked-flattened_line_172-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.25&CDS=1-1380, augustus_masked-flattened_line_46-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.139&CDS=1-1380
62	OG0000062	YBR139W, YMR297W	augustus_masked-flattened_line_0-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.94&CDS=1-1674, augustus_masked-flattened_line_64-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.102&CDS=1-1668
63	OG0000063	YBR151W, YML050W	augustus_masked-flattened_line_52-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.31&CDS=1-912, genemark-flattened_line_60-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.187&CDS=1-969
64	OG0000064	YBR207W, YER145C	augustus_masked-flattened_line_4-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.41&CDS=1-1182, augustus_masked-flattened_line_88-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.56&CDS=1-1239
65	OG0000065	YBR237W, YNL112W	augustus_masked-flattened_line_0-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.42&CDS=1-3021, maker-flattened_line_50-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.4&CDS=1-1593
66	OG0000066	YBR238C, YGL107C	augustus_masked-flattened_line_24-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.84&CDS=1-1860, maker-flattened_line_4-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.101&CDS=1-3897
67	OG0000067	YBR245C, YOR304W	augustus_masked-flattened_line_24-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.118&CDS=1-3219, augustus_masked-flattened_line_34-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.148&CDS=1-3219
68	OG0000068	YBR263W, YLR058C	augustus_masked-flattened_line_110-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.18&CDS=1-1413, augustus_masked-flattened_line_68-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.22&CDS=1-1476
69	OG0000069	YBR283C, YLR378C	augustus_masked-flattened_line_4-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.75&CDS=1-1464, snap_masked-flattened_line_38-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.142&CDS=1-1431
70	OG0000070	YCL037C, YDR515W	augustus_masked-flattened_line_26-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.49&CDS=1-1941, augustus_masked-flattened_line_293-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_293-processed-gene-0.0&CDS=1-1677
71	OG0000071	YCL067C, YCR039C, YCR096C	snap_masked-flattened_line_192-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.11&CDS=1-867
72	OG0000072	YCR010C, YNR002C	augustus_masked-flattened_line_108-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.44&CDS=1-816, genemark-flattened_line_216-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.14&CDS=1-849
73	OG0000073	YCR102C, YLR460C, YNL134C	augustus_masked-flattened_line_260-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_260-processed-gene-0.2&CDS=1-1143
74	OG0000074	YDL066W, YLR174W	augustus_masked-flattened_line_46-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.103&CDS=1-1245, genemark-flattened_line_6-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.101&CDS=1-1350
75	OG0000075	YDL091C, YML013W	augustus_masked-flattened_line_106-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.18&CDS=1-1698, augustus_masked-flattened_line_46-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.95&CDS=1-1692
76	OG0000076	YDL144C	augustus_masked-flattened_line_166-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.21&CDS=1-1011, augustus_masked-flattened_line_74-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.150&CDS=1-1032, augustus_masked-flattened_line_96-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.70&CDS=1-1059
77	OG0000077	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_132-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.23&CDS=1-3240
78	OG0000078	YDR125C, YLR099C	augustus_masked-flattened_line_108-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.55&CDS=1-1416, snap_masked-flattened_line_52-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.153&CDS=1-1374
79	OG0000079	YDR135C, YLL015W	augustus_masked-flattened_line_4-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.102&CDS=1-4683, genemark-flattened_line_154-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.44&CDS=1-4902
80	OG0000080	YDR144C, YLR120C, YLR121C	augustus_masked-flattened_line_52-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.5&CDS=1-1965
81	OG0000081	YDR162C, YMR032W	augustus_masked-flattened_line_0-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.62&CDS=1-1059, maker-flattened_line_14-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.36&CDS=1-1881
82	OG0000082	YDR178W, YLR164W	augustus_masked-flattened_line_110-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.22&CDS=1-495, augustus_masked-flattened_line_4-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.86&CDS=1-582
83	OG0000083	YDR235W, YML046W	augustus_masked-flattened_line_30-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.46&CDS=1-1968, augustus_masked-flattened_line_66-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.28&CDS=1-1641
84	OG0000084	YDR395W, YJR132W	augustus_masked-flattened_line_14-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.67&CDS=1-3120, maker-flattened_line_64-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.76&CDS=1-5511
85	OG0000085	YDR466W, YDR490C	augustus_masked-flattened_line_6-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.22&CDS=1-2877, maker-flattened_line_24-snap-gene-0.99-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.99&CDS=1-4122
86	OG0000086	YEL066W, YPR193C	augustus_masked-flattened_line_2-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.64&CDS=1-495, augustus_masked-flattened_line_46-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.100&CDS=1-483
87	OG0000087	YER017C, YMR089C	augustus_masked-flattened_line_56-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.100&CDS=1-2202, augustus_masked-flattened_line_8-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.118&CDS=1-2754
88	OG0000088	YER028C, YGL209W	genemark-flattened_line_98-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.26&CDS=1-1896, maker-flattened_line_150-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_150-snap-gene-0.0&CDS=1-1392
89	OG0000089	YER056C, YER060W, YER060W-A	maker-flattened_line_12-snap-gene-1.128-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.128&CDS=1-3060
90	OG0000090	YER111C, YLR182W	augustus_masked-flattened_line_68-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.13&CDS=1-2346, maker-flattened_line_160-augustus-gene-0.14-mRNA-1_1&gene=maker-flattened_line_160-augustus-gene-0.14&CDS=1-3486
91	OG0000091	YER130C, YKL062W, YMR037C	augustus_masked-flattened_line_126-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.33&CDS=1-4167
92	OG0000092	YFL059W, YMR096W, YNL333W	augustus_masked-flattened_line_58-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.19&CDS=1-915
93	OG0000093	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_58-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.57&CDS=1-786
94	OG0000094	YFR031C-A, YIL018W	augustus_masked-flattened_line_26-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.27&CDS=1-765, augustus_masked-flattened_line_78-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.72&CDS=1-765
95	OG0000095	YGL194C, YPR068C	augustus_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.93&CDS=1-1398, augustus_masked-flattened_line_40-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.120&CDS=1-1290
96	OG0000096	YGR032W	augustus_masked-flattened_line_180-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.11&CDS=1-5496, augustus_masked-flattened_line_22-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.82&CDS=1-5655, maker-flattened_line_58-augustus-gene-0.196-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.196&CDS=1-5451
97	OG0000097	YGR052W, YHR082C	augustus_masked-flattened_line_10-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.108&CDS=1-2844, augustus_masked-flattened_line_66-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.72&CDS=1-1536
98	OG0000098	YGR059W, YHR107C	augustus_masked-flattened_line_4-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.98&CDS=1-1503, maker-flattened_line_102-augustus-gene-0.143-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.143&CDS=1-1191
99	OG0000099	YGR086C, YPL004C	maker-flattened_line_24-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.2&CDS=1-912, maker-flattened_line_40-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.78&CDS=1-936
100	OG0000100	YGR184C, YLR024C	augustus_masked-flattened_line_34-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.162&CDS=1-5718, augustus_masked-flattened_line_34-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.189&CDS=1-5454
101	OG0000101	YGR197C, YJR015W	augustus_masked-flattened_line_190-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.9&CDS=1-1575, augustus_masked-flattened_line_86-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.122&CDS=1-1620
102	OG0000102	YGR240C, YMR205C	augustus_masked-flattened_line_54-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.180&CDS=1-3018, augustus_masked-flattened_line_8-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.142&CDS=1-2895
103	OG0000103	YHL016C	augustus_masked-flattened_line_134-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.50&CDS=1-2007, augustus_masked-flattened_line_16-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.118&CDS=1-1974, augustus_masked-flattened_line_6-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.58&CDS=1-1989
104	OG0000104	YHL019C, YPL259C	augustus_masked-flattened_line_100-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.63&CDS=1-2046, augustus_masked-flattened_line_152-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.2&CDS=1-1383
105	OG0000105	YHL033C, YLL045C	snap_masked-flattened_line_26-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.159&CDS=1-876, snap_masked-flattened_line_78-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.43&CDS=1-804
106	OG0000106	YHL039W, YPL208W	augustus_masked-flattened_line_172-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.23&CDS=1-1767, augustus_masked-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.83&CDS=1-1842
107	OG0000107	YHR023W, YOR326W	augustus_masked-flattened_line_14-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.46&CDS=1-4656, maker-flattened_line_56-snap-gene-0.75-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.75&CDS=1-4992
108	OG0000108	YHR028C, YOR219C	augustus_masked-flattened_line_104-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.112&CDS=1-2697, augustus_masked-flattened_line_46-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.120&CDS=1-2505
109	OG0000109	YHR031C, YML061C	augustus_masked-flattened_line_134-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.64&CDS=1-2175, genemark-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.16&CDS=1-2919
110	OG0000110	YIL002C, YOR109W	augustus_masked-flattened_line_90-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.101&CDS=1-3396, maker-flattened_line_96-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.105&CDS=1-2997
111	OG0000111	YIL038C, YPR072W	augustus_masked-flattened_line_28-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.88&CDS=1-2058, maker-flattened_line_16-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.69&CDS=1-3771
112	OG0000112	YIL095W, YNL020C	augustus_masked-flattened_line_6-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.12&CDS=1-2553, maker-flattened_line_18-augustus-gene-0.112-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.112&CDS=1-2712
113	OG0000113	YIL151C, YKR096W	augustus_masked-flattened_line_40-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.109&CDS=1-1179, maker-flattened_line_84-snap-gene-0.138-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.138&CDS=1-8073
114	OG0000114	YIL159W, YNL271C	augustus_masked-flattened_line_40-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.155&CDS=1-4947, augustus_masked-flattened_line_68-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.12&CDS=1-5571
115	OG0000115	YIR013C, YLR013W	maker-flattened_line_0-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.111&CDS=1-1584, snap_masked-flattened_line_305-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_305-processed-gene-0.2&CDS=1-1686
116	OG0000116	YJL081C, YPR034W	augustus_masked-flattened_line_36-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.84&CDS=1-1524, augustus_masked-flattened_line_6-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.20&CDS=1-1248
117	OG0000117	YJL158C, YJL160C	augustus_masked-flattened_line_16-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.36&CDS=1-1296, genemark-flattened_line_214-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.16&CDS=1-1029
118	OG0000118	YJR005W, YKL135C	augustus_masked-flattened_line_8-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.107&CDS=1-2151, augustus_masked-flattened_line_88-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.92&CDS=1-2052
