	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034932_Kuraishia_ogatae
32	OG0000032	YOL119C, YOR306C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.105&CDS=1-1545, genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.137&CDS=1-1764, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.49-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.49&CDS=1-1938, genemark-NODE_48_length_22106_cov_17.6401_ID_95-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_48_length_22106_cov_17.6401_ID_95-processed-gene-0.11&CDS=1-1737
33	OG0000033	YPL088W	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.25&CDS=1-1041, genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-2.67&CDS=1-1041, genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.85&CDS=1-1056, genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.162&CDS=1-1050, maker-NODE_1_length_1514969_cov_12.2952_ID_1-snap-gene-13.84-mRNA-1_1&gene=maker-NODE_1_length_1514969_cov_12.2952_ID_1-snap-gene-13.84&CDS=1-2019
34	OG0000034	YAL053W, YGL139W, YPL221W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-2.54&CDS=1-2541, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.24-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.24&CDS=1-2316
35	OG0000035	YBL068W, YER099C, YHL011C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.128&CDS=1-960, genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.103&CDS=1-1053
36	OG0000036	YBL089W, YER119C, YIL088C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.158&CDS=1-1377, genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.124-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.124&CDS=1-1473
37	OG0000037	YBR177C, YMR210W, YPL095C	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-1.55&CDS=1-1356, genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.23&CDS=1-1395
38	OG0000038	YBR278W, YER159C, YJL065C	genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-0.47&CDS=1-312, genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.155&CDS=1-792
39	OG0000039	YBR293W, YMR088C	genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.55&CDS=1-1767, genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.87&CDS=1-1845, genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-3.73&CDS=1-1770
40	OG0000040	YBR298C, YDL247W, YJR160C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.107&CDS=1-1704, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.40&CDS=1-1698
41	OG0000041	YCR028C	genemark-NODE_33_length_158598_cov_17.8103_ID_65-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_33_length_158598_cov_17.8103_ID_65-processed-gene-0.95&CDS=1-1503, genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.36&CDS=1-1623, genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.141-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.141&CDS=1-1563, snap_masked-NODE_40_length_56860_cov_21.16_ID_79-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_40_length_56860_cov_21.16_ID_79-processed-gene-0.5&CDS=1-1626
42	OG0000042	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.91&CDS=1-2703, genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.63&CDS=1-2700
43	OG0000043	YCR065W, YIL131C, YNL068C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.13&CDS=1-2151, genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-0.83&CDS=1-1980
44	OG0000044	YCR094W, YNL323W, YNR048W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.89&CDS=1-1242, genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.86&CDS=1-1215
45	OG0000045	YDL056W, YLR182W	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-0.75&CDS=1-3009, genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.62-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.62&CDS=1-2406, maker-NODE_22_length_275689_cov_11.6014_ID_43-snap-gene-1.202-mRNA-1_1&gene=maker-NODE_22_length_275689_cov_11.6014_ID_43-snap-gene-1.202&CDS=1-2403
46	OG0000046	YDL072C, YKL065C, YMR040W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.123&CDS=1-612, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-3.67&CDS=1-612
47	OG0000047	YDL078C, YKL085W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.82&CDS=1-1023, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.24-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.24&CDS=1-999, genemark-NODE_33_length_158598_cov_17.8103_ID_65-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_33_length_158598_cov_17.8103_ID_65-processed-gene-0.78&CDS=1-1047
48	OG0000048	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.93&CDS=1-1029
49	OG0000049	YDR021W, YJL138C, YKR059W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.122&CDS=1-1188, maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-13.81-mRNA-1_1&gene=maker-NODE_1_length_1514969_cov_12.2952_ID_1-augustus-gene-13.81&CDS=1-1482
50	OG0000050	YDR028C, YKR075C, YOR062C	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.56&CDS=1-939, genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.33&CDS=1-3363
51	OG0000051	YDR034C	genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.52&CDS=1-2223, genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.8&CDS=1-2514, maker-NODE_6_length_592426_cov_11.8006_ID_11-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_6_length_592426_cov_11.8006_ID_11-snap-gene-1.0&CDS=1-3531, snap_masked-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.73&CDS=1-2451
52	OG0000052	YDR216W, YJR127C, YML081W	genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-1.109&CDS=1-3930, genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-9.71-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-9.71&CDS=1-3963
53	OG0000053	YDR276C, YDR525W-A, YJL151C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.102&CDS=1-171, genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.38&CDS=1-474
54	OG0000054	YDR385W, YKL173W, YOR133W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-1.71&CDS=1-3054, snap_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.73&CDS=1-2526
55	OG0000055	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.41-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.41&CDS=1-744
56	OG0000056	YDR541C, YGL039W, YGL157W, YOL151W	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.10&CDS=1-1002
57	OG0000057	YER001W, YGL257C, YIL014W, YNR059W	maker-NODE_29_length_218192_cov_12.6781_ID_57-augustus-gene-1.129-mRNA-1_1&gene=maker-NODE_29_length_218192_cov_12.6781_ID_57-augustus-gene-1.129&CDS=1-2871
58	OG0000058	YER045C, YIL036W, YNL167C	augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.51&CDS=1-1656, genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.64&CDS=1-2037
59	OG0000059	YER133W, YML016C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.15-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.15&CDS=1-987, genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-4.36&CDS=1-1875, genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-3.69&CDS=1-1791
60	OG0000060	YFR022W, YGR068C, YOR018W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.108&CDS=1-3309, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.31&CDS=1-2307
61	OG0000061	YGL092W, YKL068W, YMR047C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.129&CDS=1-3057, genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.82&CDS=1-4260
62	OG0000062	YGR067C, YMR182C, YPL230W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.17&CDS=1-1410, genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-0.49&CDS=1-4593
63	OG0000063	YHR206W, YOR140W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.12&CDS=1-3519, genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.197-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.197&CDS=1-1509, genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.97&CDS=1-3171
64	OG0000064	YIL107C, YOL136C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.47&CDS=1-1374, genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.1&CDS=1-2562, genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.45-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.45&CDS=1-2643
65	OG0000065	YIL130W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.30&CDS=1-3312, genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.69&CDS=1-3036, genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.97&CDS=1-3570, snap_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-3.16&CDS=1-3741
66	OG0000066	YJL042W, YOR227W, YPL137C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.19-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.19&CDS=1-4182, genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.111&CDS=1-4179
67	OG0000067	YJL212C, YPR194C	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-2.102&CDS=1-2613, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.57&CDS=1-2409, genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.39&CDS=1-2448
68	OG0000068	YKL088W, YKR072C, YOR054C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.4&CDS=1-1965, genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.52&CDS=1-1920
69	OG0000069	YKR039W	genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-2.77&CDS=1-1758, genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.181&CDS=1-1740, genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.37&CDS=1-1749, genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.7&CDS=1-1740
70	OG0000070	YML072C, YNL087W, YOR086C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-3.27&CDS=1-3561, maker-NODE_22_length_275689_cov_11.6014_ID_43-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_22_length_275689_cov_11.6014_ID_43-augustus-gene-1.2&CDS=1-5754
71	OG0000071	YMR006C, YMR008C, YOL011W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.14&CDS=1-1974, genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.139&CDS=1-1959
72	OG0000072	YMR318C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-0.75&CDS=1-1095, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.113-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.113&CDS=1-1074, genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-1.86&CDS=1-1071, genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.42&CDS=1-1077
73	OG0000073	YOL055C, YPL258C, YPR121W	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.15&CDS=1-1791, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.124-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.124&CDS=1-1671
74	OG0000074	YAL023C, YGR199W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-2.5-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-2.5&CDS=1-2349, genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.60&CDS=1-2292
75	OG0000075	YAL054C, YLR153C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.43-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.43&CDS=1-2013, genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.158&CDS=1-2001
76	OG0000076	YAR035W, YER024W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.75&CDS=1-2250, genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-0.19&CDS=1-2529
77	OG0000077	YBL002W, YDR224C	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.77&CDS=1-396, genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.137&CDS=1-396
78	OG0000078	YBL003C, YDR225W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.55&CDS=1-393, genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.165&CDS=1-393
79	OG0000079	YBL011W, YKR067W	augustus_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.91&CDS=1-2337, genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.107&CDS=1-2217
80	OG0000080	YBL016W, YGR040W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.98&CDS=1-1062, genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.77&CDS=1-1062
81	OG0000081	YBL032W, YBR233W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-3.56&CDS=1-1107, genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.23-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.23&CDS=1-1551
82	OG0000082	YBL063W, YEL061C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.31&CDS=1-3198, genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.100&CDS=1-3222
83	OG0000083	YBR002C, YMR101C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.86&CDS=1-825, genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.18&CDS=1-957
84	OG0000084	YBR021W, YIR028W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.49-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.49&CDS=1-1758, maker-NODE_20_length_328297_cov_11.5211_ID_39-snap-gene-2.113-mRNA-1_1&gene=maker-NODE_20_length_328297_cov_11.5211_ID_39-snap-gene-2.113&CDS=1-2601
