	OrthologID	Ashbya_aceri	Saccharomyces_cerevisiae
69	OG0000069	augustus_masked-CP006023.1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-4.105&CDS=1-2328, genemark-CP006022.1-processed-gene-2.76-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-2.76&CDS=1-2361	YJL200C, YLR304C
70	OG0000070	augustus_masked-CP006022.1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-2.116&CDS=1-1053, genemark-CP006022.1-processed-gene-3.84-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-3.84&CDS=1-1035	YCR034W, YLR372W
71	OG0000071	augustus_masked-CP006024.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-2.141&CDS=1-840, genemark-CP006022.1-processed-gene-3.82-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-3.82&CDS=1-807	YDL049C, YJL174W
72	OG0000072	genemark-CP006024.1-processed-gene-11.150-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-11.150&CDS=1-1977, snap_masked-CP006022.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-3.112&CDS=1-1542	YGR068C, YOR018W
73	OG0000073	genemark-CP006022.1-processed-gene-3.92-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-3.92&CDS=1-1680, genemark-CP006024.1-processed-gene-10.5-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-10.5&CDS=1-1170	YGR059W, YHR107C
74	OG0000074	augustus_masked-CP006026.1-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-13.24&CDS=1-3864, maker-CP006022.1-augustus-gene-3.7-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-3.7&CDS=1-4338	YIL126W, YOR290C
75	OG0000075	genemark-CP006025.1-processed-gene-5.69-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.69&CDS=1-3234, snap_masked-CP006022.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-4.97&CDS=1-3075	YBR245C, YOR304W
76	OG0000076	genemark-CP006023.1-processed-gene-9.120-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.120&CDS=1-2061, maker-CP006022.1-augustus-gene-5.3-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-5.3&CDS=1-3252	YBL011W, YKR067W
77	OG0000077	genemark-CP006022.1-processed-gene-5.67-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.67&CDS=1-1167, genemark-CP006025.1-processed-gene-3.60-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.60&CDS=1-1173	YGL035C, YMR182C
78	OG0000078	augustus_masked-CP006022.1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-7.26&CDS=1-2985, genemark-CP006022.1-processed-gene-6.88-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-6.88&CDS=1-2178	YDR466W, YDR490C
79	OG0000079	genemark-CP006022.1-processed-gene-9.68-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-9.68&CDS=1-2172, maker-CP006024.1-snap-gene-7.0-mRNA-1_1&gene=maker-CP006024.1-snap-gene-7.0&CDS=1-2478	YIL078W, YKL194C
80	OG0000080	genemark-CP006022.1-processed-gene-11.33-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-11.33&CDS=1-2460, genemark-CP006022.1-processed-gene-11.51-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-11.51&CDS=1-2637	YHR028C, YOR219C
81	OG0000081	augustus_masked-CP006022.1-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-12.17&CDS=1-2436	YOR229W, YOR230W, YPL139C
82	OG0000082	augustus_masked-CP006022.1-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-12.28&CDS=1-2496, snap_masked-CP006022.1-processed-gene-13.257-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-13.257&CDS=1-2193	YBL052C, YOR244W
83	OG0000083	genemark-CP006022.1-processed-gene-13.188-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-13.188&CDS=1-1407, snap_masked-CP006024.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-2.58&CDS=1-1179	YBR263W, YLR058C
84	OG0000084	genemark-CP006022.1-processed-gene-13.153-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-13.153&CDS=1-1128, genemark-CP006025.1-processed-gene-7.1-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.1&CDS=1-1137	YFL039C, YHR129C
85	OG0000085	augustus_masked-CP006022.1-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-13.85&CDS=1-7800, genemark-CP006023.1-processed-gene-7.87-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.87&CDS=1-1878	YLR069C, YMR058W
86	OG0000086	genemark-CP006023.1-processed-gene-0.132-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-0.132&CDS=1-1230, genemark-CP006026.1-processed-gene-14.114-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-14.114&CDS=1-1413	YNL064C, YNL077W
87	OG0000087	genemark-CP006023.1-processed-gene-1.81-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-1.81&CDS=1-309, genemark-CP006024.1-processed-gene-5.102-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-5.102&CDS=1-309	YBR009C, YNL030W
88	OG0000088	augustus_masked-CP006023.1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-2.156&CDS=1-3588, genemark-CP006023.1-processed-gene-3.125-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.125&CDS=1-1509	YOL119C, YOR306C
89	OG0000089	snap_masked-CP006023.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-2.27&CDS=1-1995, snap_masked-CP006026.1-processed-gene-11.86-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-11.86&CDS=1-279	YGR221C, YHR149C
90	OG0000090	genemark-CP006023.1-processed-gene-3.136-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.136&CDS=1-1533	YER056C, YER060W, YER060W-A
91	OG0000091	genemark-CP006023.1-processed-gene-4.4-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.4&CDS=1-1413, genemark-CP006025.1-processed-gene-6.22-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.22&CDS=1-1647	YER123W, YHR135C
92	OG0000092	augustus_masked-CP006023.1-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.43&CDS=1-1119, snap_masked-CP006023.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-4.67&CDS=1-1011	YAL018C, YOL048C
93	OG0000093	augustus_masked-CP006023.1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.26&CDS=1-2634, genemark-CP006024.1-processed-gene-11.152-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-11.152&CDS=1-2517	YMR054W, YOR270C
94	OG0000094	genemark-CP006023.1-processed-gene-7.118-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.118&CDS=1-1197, genemark-CP006023.1-processed-gene-9.178-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.178&CDS=1-1197	YHR179W, YPL171C
95	OG0000095	genemark-CP006026.1-processed-gene-8.97-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-8.97&CDS=1-1836, snap_masked-CP006023.1-processed-gene-9.33-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.33&CDS=1-2109	YLR098C, YOR337W
96	OG0000096	genemark-CP006023.1-processed-gene-9.205-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.205&CDS=1-2913, snap_masked-CP006023.1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.106&CDS=1-2421	YAL051W, YOR363C
97	OG0000097	genemark-CP006023.1-processed-gene-9.162-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.162&CDS=1-2082, genemark-CP006026.1-processed-gene-3.143-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-3.143&CDS=1-2061	YAL054C, YLR153C
98	OG0000098	genemark-CP006024.1-processed-gene-1.77-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-1.77&CDS=1-2961, genemark-CP006025.1-processed-gene-2.75-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-2.75&CDS=1-2874	YGR240C, YMR205C
99	OG0000099	genemark-CP006024.1-processed-gene-3.79-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-3.79&CDS=1-2052, genemark-CP006024.1-processed-gene-9.90-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-9.90&CDS=1-1524	YCR008W, YKL168C
100	OG0000100	augustus_masked-CP006024.1-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-3.21&CDS=1-744, genemark-CP006024.1-processed-gene-3.68-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-3.68&CDS=1-573, genemark-CP006024.1-processed-gene-3.86-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-3.86&CDS=1-1065	YJL158C
101	OG0000101	genemark-CP006024.1-processed-gene-5.96-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-5.96&CDS=1-393, genemark-CP006026.1-processed-gene-10.70-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-10.70&CDS=1-393	YBL003C, YDR225W
102	OG0000102	genemark-CP006025.1-processed-gene-0.13-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-0.13&CDS=1-1128, maker-CP006024.1-snap-gene-5.165-mRNA-1_1&gene=maker-CP006024.1-snap-gene-5.165&CDS=1-1125	YHR208W, YJR148W
103	OG0000103	augustus_masked-CP006024.1-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-5.135&CDS=1-1569, genemark-CP006026.1-processed-gene-0.81-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-0.81&CDS=1-1689	YBR139W, YMR297W
104	OG0000104	genemark-CP006024.1-processed-gene-10.22-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-10.22&CDS=1-2727, genemark-CP006024.1-processed-gene-6.22-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-6.22&CDS=1-2628	YMR266W, YOL084W
105	OG0000105	augustus_masked-CP006025.1-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.110&CDS=1-2901, genemark-CP006024.1-processed-gene-6.40-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-6.40&CDS=1-2328	YDL126C, YLR397C
106	OG0000106	genemark-CP006024.1-processed-gene-8.55-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-8.55&CDS=1-2319, genemark-CP006024.1-processed-gene-9.111-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-9.111&CDS=1-2079	YHR031C, YML061C
107	OG0000107	genemark-CP006025.1-processed-gene-12.1-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.1&CDS=1-2817, snap_masked-CP006024.1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-8.129&CDS=1-4683	YBR084W, YGR204W
108	OG0000108	genemark-CP006024.1-processed-gene-9.85-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-9.85&CDS=1-948	YOL055C, YPL258C, YPR121W
109	OG0000109	augustus_masked-CP006026.1-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-7.134&CDS=1-3111, snap_masked-CP006024.1-processed-gene-11.111-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-11.111&CDS=1-4989	YDR420W, YGR014W
110	OG0000110	genemark-CP006025.1-processed-gene-0.31-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-0.31&CDS=1-1632	YLR237W, YOR071C, YOR192C
111	OG0000111	genemark-CP006025.1-processed-gene-0.11-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-0.11&CDS=1-1446, snap_masked-CP006025.1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.95&CDS=1-1338	YHR206W, YOR140W
112	OG0000112	genemark-CP006025.1-processed-gene-12.37-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.37&CDS=1-1095, genemark-CP006025.1-processed-gene-6.14-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.14&CDS=1-1077	YBL016W, YGR040W
113	OG0000113	genemark-CP006025.1-processed-gene-7.34-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.34&CDS=1-1110	YCR102C, YLR460C, YNL134C
114	OG0000114	genemark-CP006025.1-processed-gene-12.53-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.53&CDS=1-1764, genemark-CP006025.1-processed-gene-9.0-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.0&CDS=1-1674	YOR348C, YPL265W
115	OG0000115	augustus_masked-CP006026.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-CP006026.1-processed-gene-0.6&CDS=1-4230, genemark-CP006026.1-processed-gene-7.70-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-7.70&CDS=1-4476	YDR135C, YGR281W
116	OG0000116	genemark-CP006026.1-processed-gene-1.88-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-1.88&CDS=1-921	YLL052C, YLL053C, YPR192W
117	OG0000117	genemark-CP006026.1-processed-gene-2.52-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-2.52&CDS=1-2580, genemark-CP006026.1-processed-gene-3.136-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-3.136&CDS=1-4161	YDR164C, YNR067C
118	OG0000118	genemark-CP006026.1-processed-gene-3.107-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-3.107&CDS=1-669, genemark-CP006026.1-processed-gene-3.108-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-3.108&CDS=1-5820	YDR141C, YLR118C
119	OG0000119	genemark-CP006026.1-processed-gene-4.92-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-4.92&CDS=1-3288	YDR038C, YDR039C, YDR040C
120	OG0000120	genemark-CP006026.1-processed-gene-14.186-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-14.186&CDS=1-540, genemark-CP006026.1-processed-gene-5.147-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-5.147&CDS=1-1122	YKL032C, YMR072W
121	OG0000121	genemark-CP006020.1-processed-gene-1.73-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-1.73&CDS=1-867	YHR043C, YHR044C
122	OG0000122	genemark-CP006020.1-processed-gene-1.79-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-1.79&CDS=1-2367	YOR256C, YPL176C
123	OG0000123	snap_masked-CP006020.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-CP006020.1-processed-gene-2.74&CDS=1-1020	YPL159C, YPR151C
124	OG0000124	genemark-CP006020.1-processed-gene-2.12-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-2.12&CDS=1-1689, genemark-CP006025.1-processed-gene-12.10-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-12.10&CDS=1-1692	YLR044C
125	OG0000125	genemark-CP006020.1-processed-gene-2.22-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-2.22&CDS=1-1326	YDR312W, YHR066W
126	OG0000126	augustus_masked-CP006020.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-CP006020.1-processed-gene-3.13&CDS=1-1989, maker-CP006024.1-augustus-gene-6.136-mRNA-1_1&gene=maker-CP006024.1-augustus-gene-6.136&CDS=1-1524	YDL066W
127	OG0000127	snap_masked-CP006020.1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CP006020.1-processed-gene-3.126&CDS=1-1563	YCL011C, YNL004W
128	OG0000128	genemark-CP006020.1-processed-gene-4.9-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-4.9&CDS=1-1131, genemark-CP006025.1-processed-gene-1.108-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-1.108&CDS=1-1215	YPR065W
129	OG0000129	genemark-CP006020.1-processed-gene-5.96-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-5.96&CDS=1-1212	YGR109C, YPR120C
130	OG0000130	augustus_masked-CP006020.1-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-CP006020.1-processed-gene-5.154&CDS=1-435	YGR118W, YPR132W
131	OG0000131	genemark-CP006020.1-processed-gene-6.57-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-6.57&CDS=1-495	YDR418W, YEL054C
132	OG0000132	maker-CP006020.1-augustus-gene-6.151-mRNA-1_1&gene=maker-CP006020.1-augustus-gene-6.151&CDS=1-2178	YBR214W, YGL056C
133	OG0000133	augustus_masked-CP006020.1-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-CP006020.1-processed-gene-6.137&CDS=1-1842	YBR216C, YGL060W
134	OG0000134	snap_masked-CP006020.1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-CP006020.1-processed-gene-6.42&CDS=1-285	YGL089C, YPL187W
135	OG0000135	genemark-CP006020.1-processed-gene-7.89-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-7.89&CDS=1-1098, snap_masked-CP006026.1-processed-gene-9.82-mRNA-1_1&gene=snap_masked-CP006026.1-processed-gene-9.82&CDS=1-1140	YER145C
136	OG0000136	genemark-CP006020.1-processed-gene-7.91-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-7.91&CDS=1-1014	YGL162W, YPR009W
137	OG0000137	snap_masked-CP006020.1-processed-gene-7.54-mRNA-1_1&gene=snap_masked-CP006020.1-processed-gene-7.54&CDS=1-1059	YGR023W, YLR332W
138	OG0000138	genemark-CP006020.1-processed-gene-7.135-mRNA-1_1&gene=genemark-CP006020.1-processed-gene-7.135&CDS=1-522	YGR085C, YPR102C
139	OG0000139	genemark-CP006021.1-processed-gene-0.21-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-0.21&CDS=1-801, genemark-CP006022.1-processed-gene-3.97-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-3.97&CDS=1-801	YMR226C
140	OG0000140	genemark-CP006021.1-processed-gene-1.80-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-1.80&CDS=1-1269	YDL222C, YNL194C
141	OG0000141	snap_masked-CP006021.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-CP006021.1-processed-gene-1.42&CDS=1-6654	YHR146W, YNL173C
142	OG0000142	augustus_masked-CP006021.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-CP006021.1-processed-gene-1.120&CDS=1-1008	YLL062C, YPL273W
143	OG0000143	genemark-CP006022.1-processed-gene-5.74-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.74&CDS=1-1737, snap_masked-CP006021.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-CP006021.1-processed-gene-2.48&CDS=1-1803	YMR284W
144	OG0000144	genemark-CP006021.1-processed-gene-2.131-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-2.131&CDS=1-468	YBR048W, YDR025W
145	OG0000145	genemark-CP006021.1-processed-gene-3.118-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-3.118&CDS=1-1704	YKL127W, YMR105C
146	OG0000146	snap_masked-CP006021.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-CP006021.1-processed-gene-3.69&CDS=1-2184	YKL121W, YMR102C
147	OG0000147	genemark-CP006021.1-processed-gene-4.81-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-4.81&CDS=1-414	YHL001W, YKL006W
148	OG0000148	genemark-CP006021.1-processed-gene-4.99-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-4.99&CDS=1-324	YGR027C, YLR333C
149	OG0000149	genemark-CP006021.1-processed-gene-4.103-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-4.103&CDS=1-1461	YHL017W, YKL039W
150	OG0000150	genemark-CP006021.1-processed-gene-5.107-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-5.107&CDS=1-564	YKL065C, YMR040W
151	OG0000151	maker-CP006021.1-augustus-gene-5.1-mRNA-1_1&gene=maker-CP006021.1-augustus-gene-5.1&CDS=1-4062	YMR042W, YMR043W
152	OG0000152	genemark-CP006021.1-processed-gene-6.24-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-6.24&CDS=1-891	YFL059W, YNL333W
153	OG0000153	genemark-CP006021.1-processed-gene-7.64-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-7.64&CDS=1-1359, maker-CP006021.1-snap-gene-7.140-mRNA-1_1&gene=maker-CP006021.1-snap-gene-7.140&CDS=1-2712	YJR117W
154	OG0000154	genemark-CP006021.1-processed-gene-7.76-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-7.76&CDS=1-627, genemark-CP006022.1-processed-gene-5.94-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.94&CDS=1-621	YPR165W
155	OG0000155	genemark-CP006021.1-processed-gene-8.30-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-8.30&CDS=1-1347	YBR177C, YPL095C
156	OG0000156	augustus_masked-CP006021.1-processed-gene-9.178-mRNA-1_1&gene=augustus_masked-CP006021.1-processed-gene-9.178&CDS=1-2502	YAL030W, YOR327C
157	OG0000157	genemark-CP006021.1-processed-gene-9.19-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-9.19&CDS=1-2229	YBL067C, YER098W
158	OG0000158	genemark-CP006021.1-processed-gene-9.49-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-9.49&CDS=1-954	YBL068W, YER099C
159	OG0000159	augustus_masked-CP006021.1-processed-gene-9.190-mRNA-1_1&gene=augustus_masked-CP006021.1-processed-gene-9.190&CDS=1-1410	YBL069W, YER101C
160	OG0000160	genemark-CP006021.1-processed-gene-9.21-mRNA-1_1&gene=genemark-CP006021.1-processed-gene-9.21&CDS=1-600	YBL072C, YER102W
161	OG0000161	snap_masked-CP006022.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-0.109&CDS=1-789	YCL066W, YCR040W
162	OG0000162	genemark-CP006022.1-processed-gene-0.64-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-0.64&CDS=1-555, genemark-CP006022.1-processed-gene-2.51-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-2.51&CDS=1-2346	YJL204C
163	OG0000163	snap_masked-CP006022.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-0.94&CDS=1-648	YCL051W, YDR528W
164	OG0000164	genemark-CP006022.1-processed-gene-0.74-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-0.74&CDS=1-954	YCL050C, YDR530C
165	OG0000165	genemark-CP006022.1-processed-gene-0.57-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-0.57&CDS=1-1359	YCL036W, YDR514C
166	OG0000166	genemark-CP006022.1-processed-gene-0.83-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-0.83&CDS=1-333	YCL035C, YDR513W
167	OG0000167	augustus_masked-CP006022.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-1.15&CDS=1-264	YDR500C, YLR185W
168	OG0000168	augustus_masked-CP006022.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-1.38&CDS=1-1668, genemark-CP006022.1-processed-gene-1.68-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-1.68&CDS=1-1686	YNL268W
169	OG0000169	snap_masked-CP006022.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-2.25&CDS=1-3603	YHR155W, YNL257C
170	OG0000170	genemark-CP006022.1-processed-gene-2.58-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-2.58&CDS=1-4260	YCL068C, YCR038C
171	OG0000171	augustus_masked-CP006022.1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-3.23&CDS=1-2319	YGR071C, YLR373C
172	OG0000172	genemark-CP006022.1-processed-gene-3.94-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-3.94&CDS=1-315	YMR230W, YOR293W
173	OG0000173	genemark-CP006022.1-processed-gene-4.128-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.128&CDS=1-1497, genemark-CP006026.1-processed-gene-10.61-mRNA-1_1&gene=genemark-CP006026.1-processed-gene-10.61&CDS=1-1455	YGL202W
174	OG0000174	genemark-CP006022.1-processed-gene-4.158-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-4.158&CDS=1-2433	YMR237W, YOR299W
175	OG0000175	augustus_masked-CP006022.1-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-4.19&CDS=1-6261	YFL023W, YLR054C
176	OG0000176	snap_masked-CP006022.1-processed-gene-4.86-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-4.86&CDS=1-258	YGR008C, YLR327C
177	OG0000177	augustus_masked-CP006022.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-CP006022.1-processed-gene-5.31&CDS=1-2073	YBL009W, YGL021W
178	OG0000178	genemark-CP006022.1-processed-gene-5.64-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-5.64&CDS=1-465	YGL031C, YGR148C
179	OG0000179	snap_masked-CP006022.1-processed-gene-6.128-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-6.128&CDS=1-3219	YJR061W, YKL201C
180	OG0000180	maker-CP006022.1-augustus-gene-6.3-mRNA-1_1&gene=maker-CP006022.1-augustus-gene-6.3&CDS=1-408	YDR471W, YHR010W
181	OG0000181	snap_masked-CP006022.1-processed-gene-7.54-mRNA-1_1&gene=snap_masked-CP006022.1-processed-gene-7.54&CDS=1-2322	YJR059W, YKL198C
182	OG0000182	genemark-CP006022.1-processed-gene-7.136-mRNA-1_1&gene=genemark-CP006022.1-processed-gene-7.136&CDS=1-1395	YEL047C, YJR051W
