	OrthologID	Candida_arabinofermentans	Saccharomyces_cerevisiae
44	OG0000044	augustus_masked-scaffold_10-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.101&CDS=1-2709, genemark-scaffold_14-processed-gene-2.48-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.48&CDS=1-2394, maker-scaffold_28-snap-gene-0.75-mRNA-1_1&gene=maker-scaffold_28-snap-gene-0.75&CDS=1-9987	YJR061W, YKL201C
45	OG0000045	augustus_masked-scaffold_11-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.50&CDS=1-3138, augustus_masked-scaffold_4-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.134&CDS=1-3573, snap_masked-scaffold_2-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.101&CDS=1-3069	YBR038W, YNL192W
46	OG0000046	augustus_masked-scaffold_13-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.37&CDS=1-1668, augustus_masked-scaffold_4-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.34&CDS=1-1722, augustus_masked-scaffold_5-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.35&CDS=1-1620, maker-scaffold_5-snap-gene-1.52-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.52&CDS=1-3345	YDR242W
47	OG0000047	augustus_masked-scaffold_14-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-2.133&CDS=1-1047, augustus_masked-scaffold_2-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.118&CDS=1-1107, augustus_masked-scaffold_4-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.11&CDS=1-1044	YMR303C, YOL086C
48	OG0000048	augustus_masked-scaffold_3-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.98&CDS=1-2463, snap_masked-scaffold_14-processed-gene-2.59-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.59&CDS=1-2601	YCR037C, YJL198W, YNR013C
49	OG0000049	augustus_masked-scaffold_15-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.98&CDS=1-2994, maker-scaffold_5-snap-gene-7.116-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.116&CDS=1-3531	YDR385W, YKL173W, YOR133W
50	OG0000050	augustus_masked-scaffold_15-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-2.59&CDS=1-1938, maker-scaffold_2-augustus-gene-11.104-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.104&CDS=1-777	YGR136W, YMR032W, YPR154W
51	OG0000051	augustus_masked-scaffold_15-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-2.78&CDS=1-531, augustus_masked-scaffold_30-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scaffold_30-processed-gene-0.44&CDS=1-540, augustus_masked-scaffold_5-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.73&CDS=1-603	YER067W, YIL057C
52	OG0000052	genemark-scaffold_18-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.128&CDS=1-1167, snap_masked-scaffold_16-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-0.16&CDS=1-240, snap_masked-scaffold_4-processed-gene-9.126-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.126&CDS=1-477, snap_masked-scaffold_4-processed-gene-9.129-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.129&CDS=1-648	YCL074W
53	OG0000053	augustus_masked-scaffold_16-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.60&CDS=1-846, augustus_masked-scaffold_2-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.93&CDS=1-876, augustus_masked-scaffold_5-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.53&CDS=1-807	YCR010C, YNR002C
54	OG0000054	augustus_masked-scaffold_16-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.19&CDS=1-4002, augustus_masked-scaffold_3-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.11&CDS=1-3294	YGL092W, YKL068W, YMR047C
55	OG0000055	augustus_masked-scaffold_16-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.24&CDS=1-1416, augustus_masked-scaffold_8-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.132&CDS=1-1263, maker-scaffold_2-snap-gene-9.109-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.109&CDS=1-1401	YHL028W, YOR008C
56	OG0000056	augustus_masked-scaffold_7-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.40&CDS=1-2817, maker-scaffold_16-augustus-gene-1.200-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-1.200&CDS=1-3996	YHR047C, YIL137C, YKL157W
57	OG0000057	augustus_masked-scaffold_17-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.86&CDS=1-2124, genemark-scaffold_6-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.88&CDS=1-2049	YKL220C, YNR060W, YOR381W
58	OG0000058	augustus_masked-scaffold_18-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.93&CDS=1-1749, maker-scaffold_28-augustus-gene-0.85-mRNA-1_1&gene=maker-scaffold_28-augustus-gene-0.85&CDS=1-1806	YIR013C, YLR013W, YPL021W
59	OG0000059	augustus_masked-scaffold_19-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.89&CDS=1-1509, augustus_masked-scaffold_6-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.103&CDS=1-2361, augustus_masked-scaffold_6-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.104&CDS=1-2211	YGR197C, YJR015W
60	OG0000060	augustus_masked-scaffold_19-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.124&CDS=1-2310, augustus_masked-scaffold_21-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scaffold_21-processed-gene-0.40&CDS=1-891, augustus_masked-scaffold_3-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.94&CDS=1-873	YDR090C, YER163C
61	OG0000061	augustus_masked-scaffold_2-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.16&CDS=1-6090, maker-scaffold_5-augustus-gene-4.91-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-4.91&CDS=1-927	YGL027C, YHL033C, YLL045C
62	OG0000062	augustus_masked-scaffold_6-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.40&CDS=1-2904, genemark-scaffold_2-processed-gene-7.78-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.78&CDS=1-789	YDR028C, YKR075C, YOR062C
63	OG0000063	augustus_masked-scaffold_2-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.39&CDS=1-1377, augustus_masked-scaffold_33-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_33-processed-gene-0.112&CDS=1-1428	YBR177C, YMR210W, YPL095C
64	OG0000064	augustus_masked-scaffold_2-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.56&CDS=1-1707, augustus_masked-scaffold_31-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_31-processed-gene-0.36&CDS=1-1692, augustus_masked-scaffold_9-processed-gene-3.234-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.234&CDS=1-1782, snap_masked-scaffold_22-processed-gene-0.146-mRNA-1_1&gene=snap_masked-scaffold_22-processed-gene-0.146&CDS=1-1692	YBR132C
65	OG0000065	augustus_masked-scaffold_2-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.59&CDS=1-4728, augustus_masked-scaffold_30-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_30-processed-gene-0.36&CDS=1-2394, snap_masked-scaffold_25-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_25-processed-gene-0.93&CDS=1-969	YAR035W, YER024W
66	OG0000066	augustus_masked-scaffold_2-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.72&CDS=1-1869, maker-scaffold_2-snap-gene-12.145-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.145&CDS=1-1626	YER028C, YGL035C, YGL209W
67	OG0000067	maker-scaffold_2-snap-gene-12.148-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.148&CDS=1-4956	YBR298C, YDL247W, YGR289C, YJR160C
68	OG0000068	augustus_masked-scaffold_3-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.48&CDS=1-4101, genemark-scaffold_2-processed-gene-12.238-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.238&CDS=1-4077	YJL042W, YOR227W, YPL137C
69	OG0000069	augustus_masked-scaffold_20-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.37&CDS=1-936	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
70	OG0000070	augustus_masked-scaffold_5-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.103&CDS=1-975, maker-scaffold_20-snap-gene-0.167-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.167&CDS=1-3462	YER175C, YHR209W, YLR347C
71	OG0000071	augustus_masked-scaffold_20-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.70&CDS=1-1188, maker-scaffold_4-augustus-gene-5.102-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.102&CDS=1-1428	YDR021W, YJL138C, YKR059W
72	OG0000072	maker-scaffold_23-snap-gene-0.130-mRNA-1_1&gene=maker-scaffold_23-snap-gene-0.130&CDS=1-1275, maker-scaffold_3-augustus-gene-9.182-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-9.182&CDS=1-2217	YIL084C, YIL085C, YNL029C
73	OG0000073	augustus_masked-scaffold_8-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.89&CDS=1-1308, maker-scaffold_24-augustus-gene-0.73-mRNA-1_1&gene=maker-scaffold_24-augustus-gene-0.73&CDS=1-5274	YCR094W, YNL323W, YPL092W
74	OG0000074	augustus_masked-scaffold_24-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scaffold_24-processed-gene-0.133&CDS=1-1029	YDL244W, YFL058W, YJR156C, YNL332W
75	OG0000075	augustus_masked-scaffold_3-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.85&CDS=1-2955, maker-scaffold_4-snap-gene-9.62-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.62&CDS=1-8217	YJL108C, YOR204W, YPL119C
76	OG0000076	augustus_masked-scaffold_3-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.24&CDS=1-2427, augustus_masked-scaffold_3-processed-gene-9.227-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.227&CDS=1-2574	YML111W, YMR275C, YNR069C
77	OG0000077	augustus_masked-scaffold_6-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.33&CDS=1-4377, maker-scaffold_3-snap-gene-6.157-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.157&CDS=1-3222	YIL002C, YNL106C, YOR109W
78	OG0000078	augustus_masked-scaffold_31-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scaffold_31-processed-gene-0.45&CDS=1-708	YDR533C, YMR322C, YOR391C, YPL280W
79	OG0000079	augustus_masked-scaffold_5-processed-gene-8.252-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.252&CDS=1-1383, maker-scaffold_5-snap-gene-7.117-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.117&CDS=1-1080	YBL056W, YBR125C, YER089C
80	OG0000080	augustus_masked-scaffold_7-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.91&CDS=1-2169, augustus_masked-scaffold_8-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.30&CDS=1-2994	YGL257C, YIL014W, YNR059W
81	OG0000081	genemark-scaffold_1-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.122&CDS=1-1128, maker-scaffold_6-snap-gene-1.94-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.94&CDS=1-1731	YFL039C, YHR128W
82	OG0000082	augustus_masked-scaffold_1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.89&CDS=1-819, augustus_masked-scaffold_1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.71&CDS=1-921	YJR116W, YPR114W
83	OG0000083	augustus_masked-scaffold_1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.86&CDS=1-1173, augustus_masked-scaffold_2-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.12&CDS=1-2691	YHR107C, YLR314C
84	OG0000084	augustus_masked-scaffold_1-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.91&CDS=1-5037, augustus_masked-scaffold_6-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.93&CDS=1-3003	YGL066W, YOR032C
85	OG0000085	augustus_masked-scaffold_1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.97&CDS=1-1236, augustus_masked-scaffold_5-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.89&CDS=1-1131	YBR207W, YER145C
86	OG0000086	augustus_masked-scaffold_1-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.133&CDS=1-1656, augustus_masked-scaffold_1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.82&CDS=1-1635, augustus_masked-scaffold_30-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scaffold_30-processed-gene-0.49&CDS=1-1854	YMR145C
87	OG0000087	augustus_masked-scaffold_1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.117&CDS=1-1326, augustus_masked-scaffold_5-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.15&CDS=1-1653	YDR463W, YHR006W
88	OG0000088	augustus_masked-scaffold_1-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.142&CDS=1-2079, augustus_masked-scaffold_3-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.52&CDS=1-1350	YBL089W, YER119C
89	OG0000089	augustus_masked-scaffold_1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.75&CDS=1-2130, augustus_masked-scaffold_3-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.3&CDS=1-2151	YJR005W, YKL135C
90	OG0000090	augustus_masked-scaffold_4-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.0&CDS=1-927, genemark-scaffold_1-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.36&CDS=1-978, maker-scaffold_30-snap-gene-0.58-mRNA-1_1&gene=maker-scaffold_30-snap-gene-0.58&CDS=1-390	YDL124W
91	OG0000091	augustus_masked-scaffold_4-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.3&CDS=1-2655, genemark-scaffold_1-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.14&CDS=1-1533	YGR052W, YHR082C
92	OG0000092	augustus_masked-scaffold_1-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.92&CDS=1-1671, genemark-scaffold_11-processed-gene-2.198-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.198&CDS=1-1968	YDR235W, YML046W
93	OG0000093	augustus_masked-scaffold_10-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-3.44&CDS=1-5664, augustus_masked-scaffold_35-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.66&CDS=1-5409, maker-scaffold_1-augustus-gene-8.86-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.86&CDS=1-5412	YLR342W
94	OG0000094	augustus_masked-scaffold_1-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.32&CDS=1-906	YFL059W, YMR096W, YNL333W
95	OG0000095	augustus_masked-scaffold_1-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.16&CDS=1-771	YFL060C, YMR095C, YNL334C
96	OG0000096	genemark-scaffold_1-processed-gene-9.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.55&CDS=1-351, maker-scaffold_6-augustus-gene-5.84-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.84&CDS=1-351	YER056C-A, YIL052C
97	OG0000097	augustus_masked-scaffold_27-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.72&CDS=1-1230, maker-scaffold_1-augustus-gene-9.105-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.105&CDS=1-2421	YNR041C, YOR049C
98	OG0000098	augustus_masked-scaffold_1-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.140&CDS=1-651, augustus_masked-scaffold_12-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.26&CDS=1-645, augustus_masked-scaffold_5-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.116&CDS=1-660	YGR201C
99	OG0000099	augustus_masked-scaffold_1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.26&CDS=1-5922, augustus_masked-scaffold_2-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.59&CDS=1-6477	YER172C, YGR271W
100	OG0000100	augustus_masked-scaffold_1-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.87&CDS=1-1557, maker-scaffold_6-snap-gene-5.42-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.42&CDS=1-2076	YER054C, YIL045W
101	OG0000101	augustus_masked-scaffold_1-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.104&CDS=1-981	YLL062C, YMR321C, YPL273W
102	OG0000102	maker-scaffold_1-augustus-gene-11.45-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.45&CDS=1-7059, maker-scaffold_8-augustus-gene-4.76-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.76&CDS=1-11007	YGR100W, YLR454W
103	OG0000103	augustus_masked-scaffold_1-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.80&CDS=1-2901, maker-scaffold_5-augustus-gene-6.36-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.36&CDS=1-1587	YBR237W, YNL112W
104	OG0000104	augustus_masked-scaffold_1-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.86&CDS=1-2457	YDR144C, YLR120C, YLR121C
105	OG0000105	augustus_masked-scaffold_1-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.74&CDS=1-2541, genemark-scaffold_3-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.56&CDS=1-2217	YOR275C, YPL084W
106	OG0000106	augustus_masked-scaffold_1-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.11&CDS=1-309, augustus_masked-scaffold_3-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.49&CDS=1-309	YBR009C, YNL030W
107	OG0000107	augustus_masked-scaffold_27-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.56&CDS=1-1281, maker-scaffold_10-augustus-gene-0.83-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.83&CDS=1-1677	YLR300W, YOR190W
108	OG0000108	augustus_masked-scaffold_10-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.6&CDS=1-2232, augustus_masked-scaffold_5-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.47&CDS=1-2319	YJR059W, YKL198C
109	OG0000109	augustus_masked-scaffold_10-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.44&CDS=1-1824, augustus_masked-scaffold_2-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.4&CDS=1-1806	YCL037C, YDR515W
110	OG0000110	augustus_masked-scaffold_10-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-2.48&CDS=1-3264, augustus_masked-scaffold_6-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.5&CDS=1-3096	YGL112C, YPL208W
111	OG0000111	genemark-scaffold_10-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.16&CDS=1-2565, genemark-scaffold_8-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.18&CDS=1-2745	YER017C, YMR089C
112	OG0000112	augustus_masked-scaffold_10-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-3.1&CDS=1-3018, genemark-scaffold_3-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.86&CDS=1-2874	YGR240C, YMR205C
113	OG0000113	augustus_masked-scaffold_10-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-3.18&CDS=1-4104, maker-scaffold_26-augustus-gene-0.62-mRNA-1_1&gene=maker-scaffold_26-augustus-gene-0.62&CDS=1-3627	YDR477W, YKL101W
114	OG0000114	augustus_masked-scaffold_11-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.45&CDS=1-1827, snap_masked-scaffold_6-processed-gene-4.46-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.46&CDS=1-1809	YNL095C, YOR092W
115	OG0000115	augustus_masked-scaffold_11-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.48&CDS=1-1713, maker-scaffold_11-augustus-gene-1.74-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-1.74&CDS=1-2316	YLR433C, YML057W
116	OG0000116	augustus_masked-scaffold_11-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.2&CDS=1-6072, augustus_masked-scaffold_2-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.34&CDS=1-1995, augustus_masked-scaffold_8-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.1&CDS=1-1992	YHR020W
117	OG0000117	augustus_masked-scaffold_15-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.112&CDS=1-4203, genemark-scaffold_11-processed-gene-2.181-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.181&CDS=1-3198	YBR227C, YLR138W
118	OG0000118	augustus_masked-scaffold_6-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.19&CDS=1-3231, genemark-scaffold_11-processed-gene-2.193-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.193&CDS=1-819	YDR352W, YPL157W
119	OG0000119	genemark-scaffold_12-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.49&CDS=1-2139, genemark-scaffold_9-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.17&CDS=1-2769	YHR031C, YML061C
120	OG0000120	augustus_masked-scaffold_12-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.54&CDS=1-2811, genemark-scaffold_8-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.119&CDS=1-3324	YBR150C, YOL089C
121	OG0000121	augustus_masked-scaffold_5-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.70&CDS=1-507, snap_masked-scaffold_12-processed-gene-2.199-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.199&CDS=1-582	YDR178W, YLR164W
122	OG0000122	augustus_masked-scaffold_12-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.90&CDS=1-981, augustus_masked-scaffold_3-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.78&CDS=1-2268	YEL007W, YHR177W
