	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035022_Candida_emberorum
35	OG0000035	YBR062C, YDR143C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.90&CDS=1-1203, genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.69-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.69&CDS=1-1437, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.24&CDS=1-585
36	OG0000036	YBR139W, YMR297W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.4&CDS=1-1692, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.100&CDS=1-1647, genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.110-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.110&CDS=1-1653
37	OG0000037	YBR150C, YOL089C	snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.35-mRNA-1_1&gene=snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.35&CDS=1-3387, snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.36&CDS=1-2805, snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.37&CDS=1-2634
38	OG0000038	YBR177C, YMR210W, YPL095C	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.70&CDS=1-1224, maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-4.136-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-4.136&CDS=1-1575
39	OG0000039	YCL048W, YDR522C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.47&CDS=1-1713, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.104&CDS=1-2997, snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.48&CDS=1-1806
40	OG0000040	YCR037C, YJL198W, YNR013C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.86&CDS=1-2550, genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.96&CDS=1-2838
41	OG0000041	YCR094W, YNL323W, YNR048W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.89&CDS=1-1323, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.27-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.27&CDS=1-1197
42	OG0000042	YCR102C, YLR460C, YNL134C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.110-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.110&CDS=1-1104, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.74&CDS=1-1101
43	OG0000043	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.47&CDS=1-1014
44	OG0000044	YDR038C, YDR039C, YDR040C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-7.62-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-7.62&CDS=1-3255, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.82&CDS=1-4110
45	OG0000045	YDR207C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.138&CDS=1-1692, genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.21&CDS=1-1047, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.41&CDS=1-603, genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.82&CDS=1-1002
46	OG0000046	YDR326C, YFL042C, YHR080C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.101&CDS=1-2451, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.128-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.128&CDS=1-3045
47	OG0000047	YDR415C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.44&CDS=1-1164, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.22&CDS=1-1323, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.39-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.39&CDS=1-1197, maker-NODE_7_length_860677_cov_18.1149_ID_13-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_7_length_860677_cov_18.1149_ID_13-snap-gene-2.2&CDS=1-3591
48	OG0000048	YDR466W, YDR471W, YHR010W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.75&CDS=1-2751, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.34-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.34&CDS=1-3504
49	OG0000049	YDR533C, YMR322C, YOR391C, YPL280W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.78&CDS=1-705
50	OG0000050	YER133W, YML016C	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.82&CDS=1-2487, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.9-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.9&CDS=1-1689, maker-NODE_15_length_426850_cov_21.9543_ID_29-snap-gene-3.223-mRNA-1_1&gene=maker-NODE_15_length_426850_cov_21.9543_ID_29-snap-gene-3.223&CDS=1-1191
51	OG0000051	YFR032C, YIR001C	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.30&CDS=1-516, genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.131&CDS=1-882, genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.134-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.134&CDS=1-588
52	OG0000052	YGR087C, YLR044C, YLR134W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.142&CDS=1-1695, genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-0.87&CDS=1-1725
53	OG0000053	YGR197C, YJR015W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.115&CDS=1-1596, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.99&CDS=1-1719, genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.9&CDS=1-1458
54	OG0000054	YIL002C, YNL106C, YOR109W	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.72&CDS=1-3099, genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.35&CDS=1-3354
55	OG0000055	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.139&CDS=1-3756, genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.33&CDS=1-3867
56	OG0000056	YJL079C, YKR013W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.105-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.105&CDS=1-729, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.140-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.140&CDS=1-939, genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.37&CDS=1-975
57	OG0000057	YKL106W, YLR027C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.37&CDS=1-1200, genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.101&CDS=1-1302, genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.187-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.187&CDS=1-1263
58	OG0000058	YKL128C, YOR004W	augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.89&CDS=1-1881, genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.134&CDS=1-951, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.29&CDS=1-978
59	OG0000059	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
60	OG0000060	YKL222C, YLR266C, YOR162C, YOR172W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.47&CDS=1-3177
61	OG0000061	YML072C, YNL087W, YOR086C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.9-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.9&CDS=1-3615, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.84-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.84&CDS=1-4722
62	OG0000062	YPR194C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.63&CDS=1-2679, genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.144&CDS=1-2781, maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-1.1&CDS=1-5478, maker-NODE_6_length_870134_cov_17.5615_ID_11-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_6_length_870134_cov_17.5615_ID_11-snap-gene-0.97&CDS=1-5295
63	OG0000063	YAL054C, YLR153C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.60-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.60&CDS=1-2010, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.42&CDS=1-2037
64	OG0000064	YAR035W, YER024W	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.67&CDS=1-2499, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.66-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.66&CDS=1-2190
65	OG0000065	YBL002W, YDR224C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.47&CDS=1-396, genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.43&CDS=1-396
66	OG0000066	YBL052C, YOR244W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.17&CDS=1-2295, genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.73&CDS=1-1482
67	OG0000067	YBR002C, YMR101C	augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.14&CDS=1-996, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.10-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.10&CDS=1-921
68	OG0000068	YBR004C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.39&CDS=1-1167, genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.121&CDS=1-1359, maker-NODE_7_length_860677_cov_18.1149_ID_13-augustus-gene-2.60-mRNA-1_1&gene=maker-NODE_7_length_860677_cov_18.1149_ID_13-augustus-gene-2.60&CDS=1-2313
69	OG0000069	YBR009C, YNL030W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.40-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.40&CDS=1-309, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.39&CDS=1-309
70	OG0000070	YBR025C, YHL014C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.17&CDS=1-1188, genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.8-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.8&CDS=1-1188
71	OG0000071	YBR073W, YGL163C	genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.25&CDS=1-2667, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.106&CDS=1-2463
72	OG0000072	YBR078W, YDR055W	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.82&CDS=1-1272, genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-1.67&CDS=1-1236
73	OG0000073	YBR160W, YKL139W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.28&CDS=1-930, genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.74&CDS=1-1929
74	OG0000074	YBR237W, YNL112W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.16&CDS=1-2586, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.10&CDS=1-1632
75	OG0000075	YBR239C, YJL103C	augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.63&CDS=1-1569, genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-8.46-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-8.46&CDS=1-1575
76	OG0000076	YBR249C, YDR035W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.32-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.32&CDS=1-1095, maker-NODE_11_length_491709_cov_15.873_ID_21-snap-gene-1.38-mRNA-1_1&gene=maker-NODE_11_length_491709_cov_15.873_ID_21-snap-gene-1.38&CDS=1-1113
77	OG0000077	YCL036W, YDR514C	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.17&CDS=1-861, snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.64&CDS=1-1005
78	OG0000078	YCL039W, YKL021C	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.64&CDS=1-1317, genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.43&CDS=1-2133
79	OG0000079	YCL064C, YIL167W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.0&CDS=1-993, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.60-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.60&CDS=1-1047
80	OG0000080	YCR010C, YNR002C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.107-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.107&CDS=1-801, snap_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.66&CDS=1-801
81	OG0000081	YCR027C, YOR101W	augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.174-mRNA-1_1&gene=augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.174&CDS=1-546, genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.42&CDS=1-747
82	OG0000082	YCR083W, YGR209C, YLR043C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.96&CDS=1-429
83	OG0000083	YDL042C, YOL068C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.25&CDS=1-1548, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.74&CDS=1-1635
84	OG0000084	YDL066W, YLR174W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.54&CDS=1-1224, genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-0.95&CDS=1-1293
85	OG0000085	YDL091C, YML013W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.20&CDS=1-1335, genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.69&CDS=1-1644
86	OG0000086	YDL113C, YDR425W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.15&CDS=1-1863, genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.59-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.59&CDS=1-1923
87	OG0000087	YDL132W, YGR003W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.2&CDS=1-2310, genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.50-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.50&CDS=1-2553
88	OG0000088	YDL134C, YNR032W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.51&CDS=1-1038, genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.63&CDS=1-1140
89	OG0000089	YDL138W, YDL194W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.115-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.115&CDS=1-1581, snap_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.52-mRNA-1_1&gene=snap_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.52&CDS=1-2280
90	OG0000090	YDL145C, YEL040W	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.132&CDS=1-1359, maker-NODE_3_length_1003618_cov_17.3652_ID_5-snap-gene-1.109-mRNA-1_1&gene=maker-NODE_3_length_1003618_cov_17.3652_ID_5-snap-gene-1.109&CDS=1-4935
91	OG0000091	YDL246C, YJR159W, YLR070C	maker-NODE_16_length_412327_cov_20.647_ID_31-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_16_length_412327_cov_20.647_ID_31-augustus-gene-0.46&CDS=1-1578
92	OG0000092	YDR034C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.9-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.9&CDS=1-1926, snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.65-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.65&CDS=1-3063, snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-8.68&CDS=1-1986
