	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
26	OG0000026	YNL202W	snap_masked-flattened_line_127-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.66&CDS=1-876, snap_masked-flattened_line_6-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.54&CDS=1-864, snap_masked-flattened_line_6-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.29&CDS=1-864, snap_masked-flattened_line_65-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.63&CDS=1-867, snap_masked-flattened_line_9-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.56&CDS=1-873
27	OG0000027	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-flattened_line_4-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.104&CDS=1-2469
28	OG0000028	YBR072W, YDR171W	snap_masked-flattened_line_157-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.15&CDS=1-444, snap_masked-flattened_line_157-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.2&CDS=1-480, snap_masked-flattened_line_93-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.111&CDS=1-393
29	OG0000029	YBR207W, YER145C	snap_masked-flattened_line_151-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.29&CDS=1-1194, snap_masked-flattened_line_21-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.131&CDS=1-1215, snap_masked-flattened_line_95-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.143&CDS=1-1254
30	OG0000030	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-flattened_line_15-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.0&CDS=1-1587
31	OG0000031	YCL073C, YEL065W, YHL040C, YHL047C, YKR106W	
32	OG0000032	YCR075C	genemark-flattened_line_133-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.65&CDS=1-714, genemark-flattened_line_2-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.25&CDS=1-813, genemark-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.25&CDS=1-834, genemark-flattened_line_6-processed-gene-2.160-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.160&CDS=1-834
33	OG0000033	YDL106C, YDR451C, YML027W	snap_masked-flattened_line_107-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.99&CDS=1-1284, snap_masked-flattened_line_217-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_217-processed-gene-0.24&CDS=1-1377
34	OG0000034	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_169-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.40&CDS=1-3147, snap_masked-flattened_line_21-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.157&CDS=1-3231
35	OG0000035	YDR242W	snap_masked-flattened_line_2-processed-gene-3.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.23&CDS=1-1656, snap_masked-flattened_line_243-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_243-processed-gene-0.30&CDS=1-1614, snap_masked-flattened_line_4-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.110&CDS=1-1623, snap_masked-flattened_line_65-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.76&CDS=1-1626
36	OG0000036	YGR044C	snap_masked-flattened_line_263-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_263-processed-gene-0.20&CDS=1-1083, snap_masked-flattened_line_369-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_369-processed-gene-0.17&CDS=1-765, snap_masked-flattened_line_83-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.1&CDS=1-1035, snap_masked-flattened_line_85-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.41&CDS=1-615
37	OG0000037	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-flattened_line_259-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_259-processed-gene-0.12&CDS=1-2022
38	OG0000038	YGR212W	augustus_masked-flattened_line_2-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.164&CDS=1-1383, augustus_masked-flattened_line_59-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.79&CDS=1-1308, snap_masked-flattened_line_25-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.75&CDS=1-1320, snap_masked-flattened_line_41-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.37&CDS=1-1320
39	OG0000039	YIL166C	snap_masked-flattened_line_0-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.44&CDS=1-1665, snap_masked-flattened_line_181-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.20&CDS=1-1626, snap_masked-flattened_line_213-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_213-processed-gene-0.26&CDS=1-1629, snap_masked-flattened_line_49-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.145&CDS=1-1731
40	OG0000040	YJL172W, YOL153C	snap_masked-flattened_line_2-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.24&CDS=1-1734, snap_masked-flattened_line_315-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_315-processed-gene-0.3&CDS=1-1740, snap_masked-flattened_line_71-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.168&CDS=1-1740
41	OG0000041	YKL055C	snap_masked-flattened_line_141-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.49&CDS=1-756, snap_masked-flattened_line_169-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.46&CDS=1-741, snap_masked-flattened_line_189-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.42&CDS=1-744, snap_masked-flattened_line_9-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.18&CDS=1-813
42	OG0000042	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
43	OG0000043	YLR093C, YOR327C	snap_masked-flattened_line_159-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.66&CDS=1-336, snap_masked-flattened_line_183-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.26&CDS=1-678, snap_masked-flattened_line_201-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.1&CDS=1-342
44	OG0000044	YLR144C, YNR067C	genemark-flattened_line_303-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_303-processed-gene-0.2&CDS=1-2265, genemark-flattened_line_99-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.20&CDS=1-2364, snap_masked-flattened_line_299-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_299-processed-gene-0.21&CDS=1-2763
45	OG0000045	YLR380W	augustus_masked-flattened_line_205-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_205-processed-gene-0.46&CDS=1-1392, snap_masked-flattened_line_193-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.39&CDS=1-1143, snap_masked-flattened_line_33-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.26&CDS=1-1200, snap_masked-flattened_line_9-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.26&CDS=1-1224
46	OG0000046	YML116W, YMR279C, YOR378W	genemark-flattened_line_173-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.29&CDS=1-1575, snap_masked-flattened_line_19-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.52&CDS=1-1656
47	OG0000047	YMR110C	snap_masked-flattened_line_183-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.32&CDS=1-1542, snap_masked-flattened_line_2-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.42&CDS=1-1563, snap_masked-flattened_line_201-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.24&CDS=1-1599, snap_masked-flattened_line_265-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_265-processed-gene-0.45&CDS=1-1563
48	OG0000048	YMR183C, YPL232W	snap_masked-flattened_line_193-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.63&CDS=1-1185, snap_masked-flattened_line_35-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.57&CDS=1-969, snap_masked-flattened_line_75-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.74&CDS=1-864
49	OG0000049	YAL051W, YCR106W, YOR363C	augustus_masked-flattened_line_57-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.15&CDS=1-2346
50	OG0000050	YBL056W, YER089C	snap_masked-flattened_line_6-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.0&CDS=1-1248, snap_masked-flattened_line_6-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.45&CDS=1-1248
51	OG0000051	YBL068W-A, YBL069W, YER101C	augustus_masked-flattened_line_59-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.27&CDS=1-1239
52	OG0000052	YBR009C, YNL030W	snap_masked-flattened_line_29-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.51&CDS=1-309, snap_masked-flattened_line_71-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.184&CDS=1-309
53	OG0000053	YBR150C, YOL089C	snap_masked-flattened_line_17-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.150&CDS=1-2436, snap_masked-flattened_line_175-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.56&CDS=1-2487
54	OG0000054	YBR242W, YGL101W	maker-flattened_line_49-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-0.83&CDS=1-645, snap_masked-flattened_line_175-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.64&CDS=1-651
55	OG0000055	YCL001W-A, YCL001W-B, YNL001W	snap_masked-flattened_line_0-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.52&CDS=1-1212
56	OG0000056	YCL011C, YNL004W	snap_masked-flattened_line_6-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.34&CDS=1-1260, snap_masked-flattened_line_6-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.65&CDS=1-1260
57	OG0000057	YDL056W, YLR182W	snap_masked-flattened_line_149-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.73&CDS=1-2127, snap_masked-flattened_line_63-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.120&CDS=1-1893
58	OG0000058	YDL138W, YDL194W	augustus_masked-flattened_line_279-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_279-processed-gene-0.29&CDS=1-1548, snap_masked-flattened_line_15-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.24&CDS=1-1542
59	OG0000059	YDL246C, YJR159W	snap_masked-flattened_line_6-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.33&CDS=1-1068, snap_masked-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.55&CDS=1-1068
60	OG0000060	YDR034C	genemark-flattened_line_149-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.25&CDS=1-2202, snap_masked-flattened_line_41-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.40&CDS=1-789, snap_masked-flattened_line_87-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.56&CDS=1-1377
61	OG0000061	YDR107C, YLR083C	snap_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.61&CDS=1-1920, snap_masked-flattened_line_6-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.22&CDS=1-1920
62	OG0000062	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_11-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.94&CDS=1-1608
63	OG0000063	YDR174W	augustus_masked-flattened_line_71-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.72&CDS=1-825, snap_masked-flattened_line_41-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.24&CDS=1-723, snap_masked-flattened_line_61-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.67&CDS=1-771
64	OG0000064	YDR263C, YOR033C	snap_masked-flattened_line_6-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.45&CDS=1-1602, snap_masked-flattened_line_6-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.38&CDS=1-1602
65	OG0000065	YER027C, YGL208W	snap_masked-flattened_line_6-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.42&CDS=1-1140, snap_masked-flattened_line_6-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.41&CDS=1-1140
66	OG0000066	YER042W	genemark-flattened_line_23-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.51&CDS=1-591, genemark-flattened_line_263-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_263-processed-gene-0.51&CDS=1-594, snap_masked-flattened_line_183-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.23&CDS=1-558
67	OG0000067	YER056C, YER060W, YER060W-A	snap_masked-flattened_line_7-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.71&CDS=1-1533
68	OG0000068	YFL025C	snap_masked-flattened_line_35-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.4&CDS=1-2565, snap_masked-flattened_line_39-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.64&CDS=1-2952, snap_masked-flattened_line_7-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.65&CDS=1-2859
69	OG0000069	YFL050C, YOL130W	snap_masked-flattened_line_159-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.70&CDS=1-1380, snap_masked-flattened_line_65-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.119&CDS=1-1812
70	OG0000070	YFL059W, YMR096W, YNL333W	snap_masked-flattened_line_61-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.104&CDS=1-897
71	OG0000071	YFL060C, YMR095C, YNL334C	snap_masked-flattened_line_107-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.123&CDS=1-720
72	OG0000072	YGL082W, YPL191C	snap_masked-flattened_line_6-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.43&CDS=1-1692, snap_masked-flattened_line_6-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.40&CDS=1-1692
73	OG0000073	YGL139W, YPL221W	snap_masked-flattened_line_23-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.168&CDS=1-2301, snap_masked-flattened_line_45-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.52&CDS=1-2157
74	OG0000074	YGL227W, YMR135C	augustus_masked-flattened_line_331-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_331-processed-gene-0.4&CDS=1-1605, snap_masked-flattened_line_123-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.27&CDS=1-678
75	OG0000075	YGR087C, YLR044C, YLR134W	snap_masked-flattened_line_13-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.79&CDS=1-1788
76	OG0000076	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_29-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.71&CDS=1-1014
77	OG0000077	YGR197C, YJR015W	snap_masked-flattened_line_2-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.121&CDS=1-993, snap_masked-flattened_line_21-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.139&CDS=1-1341
78	OG0000078	YHR146W, YNL173C	snap_masked-flattened_line_121-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.82&CDS=1-1725, snap_masked-flattened_line_39-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.74&CDS=1-2103
79	OG0000079	YIL031W, YPL020C	augustus_masked-flattened_line_23-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.104&CDS=1-2046, snap_masked-flattened_line_17-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.163&CDS=1-3153
80	OG0000080	YIR033W, YKL020C	snap_masked-flattened_line_0-processed-gene-7.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.31&CDS=1-3513, snap_masked-flattened_line_21-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.152&CDS=1-2670
81	OG0000081	YJL044C, YOR070C	augustus_masked-flattened_line_61-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.32&CDS=1-1704, snap_masked-flattened_line_0-processed-gene-6.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.66&CDS=1-1470
82	OG0000082	YJR119C, YMR176W	maker-flattened_line_19-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.54&CDS=1-4320, maker-flattened_line_45-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-1.2&CDS=1-1971
83	OG0000083	YKL081W, YPL048W	snap_masked-flattened_line_0-processed-gene-7.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.52&CDS=1-1209, snap_masked-flattened_line_61-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.100&CDS=1-1203
84	OG0000084	YKL088W, YKR072C	snap_masked-flattened_line_29-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.88&CDS=1-1428, snap_masked-flattened_line_4-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.116&CDS=1-837
85	OG0000085	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_71-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.116&CDS=1-1038
86	OG0000086	YLR256W	snap_masked-flattened_line_2-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.115&CDS=1-2487, snap_masked-flattened_line_2-processed-gene-4.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.85&CDS=1-3366, snap_masked-flattened_line_219-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_219-processed-gene-0.37&CDS=1-1722
87	OG0000087	YLR430W	snap_masked-flattened_line_211-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_211-processed-gene-0.5&CDS=1-2454, snap_masked-flattened_line_227-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_227-processed-gene-0.3&CDS=1-2223, snap_masked-flattened_line_63-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.97&CDS=1-2229
88	OG0000088	YMR006C, YMR008C, YOL011W	snap_masked-flattened_line_53-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.80&CDS=1-1917
89	OG0000089	YMR169C, YMR170C	snap_masked-flattened_line_117-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.54&CDS=1-1575, snap_masked-flattened_line_39-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.45&CDS=1-1488
90	OG0000090	YMR316W, YNL165W, YOR385W	snap_masked-flattened_line_7-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.61&CDS=1-837
91	OG0000091	YNL200C	augustus_masked-flattened_line_301-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_301-processed-gene-0.16&CDS=1-444, augustus_masked-flattened_line_802-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_802-processed-gene-0.2&CDS=1-390, maker-flattened_line_97-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.51&CDS=1-486
