	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035652_Torulaspora_maleeae
45	OG0000045	YBR009C, YNL030W	augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-7.91&CDS=1-309, genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-1.22&CDS=1-309
46	OG0000046	YBR015C, YCR030C	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-7.7&CDS=1-4149, maker-NODE_1_length_1102252_cov_58.3912_ID_1431-augustus-gene-7.3-mRNA-1_1&gene=maker-NODE_1_length_1102252_cov_58.3912_ID_1431-augustus-gene-7.3&CDS=1-2544
47	OG0000047	YBR025C, YHL014C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.128-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.128&CDS=1-1179, maker-NODE_2_length_1019301_cov_58.9423_ID_1327-augustus-gene-8.2-mRNA-1_1&gene=maker-NODE_2_length_1019301_cov_58.9423_ID_1327-augustus-gene-8.2&CDS=1-2112
48	OG0000048	YBR038W, YNL192W	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.129-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.129&CDS=1-2859, genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-1.108&CDS=1-4620
49	OG0000049	YBR059C, YNL020C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.145-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.145&CDS=1-3210, genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-1.16&CDS=1-1938
50	OG0000050	YBR200W, YIL039W	augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.124&CDS=1-5352, augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-1.79&CDS=1-7191
51	OG0000051	YBR245C, YOR304W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.9&CDS=1-3189, snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.75&CDS=1-3150
52	OG0000052	YBR248C, YDR035W	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.166-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.166&CDS=1-1119, maker-NODE_7_length_482624_cov_60.8826_ID_1816-snap-gene-3.330-mRNA-1_1&gene=maker-NODE_7_length_482624_cov_60.8826_ID_1816-snap-gene-3.330&CDS=1-2721
53	OG0000053	YBR263W, YLR058C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.8&CDS=1-1407, genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-3.139&CDS=1-1494
54	OG0000054	YBR264C, YKR014C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-3.116&CDS=1-612, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.17&CDS=1-651
55	OG0000055	YCR004C, YDR032C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.106-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-6.106&CDS=1-597, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.102&CDS=1-729
56	OG0000056	YCR037C, YNR013C	augustus_masked-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.42&CDS=1-2655, genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.107&CDS=1-2592
57	OG0000057	YCR102C, YLR460C, YNL134C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.54&CDS=1-1098
58	OG0000058	YDL047W, YDR075W	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.121-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.121&CDS=1-933, maker-NODE_7_length_482624_cov_60.8826_ID_1816-augustus-gene-3.116-mRNA-1_1&gene=maker-NODE_7_length_482624_cov_60.8826_ID_1816-augustus-gene-3.116&CDS=1-1884
59	OG0000059	YDL131W, YDL182W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.1&CDS=1-1485, genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.106&CDS=1-1179
60	OG0000060	YDL178W, YEL071W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.8&CDS=1-1605, genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.77&CDS=1-1488
61	OG0000061	YDL243C, YJR155W, YNL331C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-0.116&CDS=1-1140
62	OG0000062	YDL245C, YEL069C, YJR158W, YNR072W	
63	OG0000063	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.89&CDS=1-4146
64	OG0000064	YDR131C, YJL149W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.136&CDS=1-1749, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.38&CDS=1-1581
65	OG0000065	YDR135C, YLL015W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.133&CDS=1-4599, genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.98-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.98&CDS=1-4626
66	OG0000066	YDR155C, YDR304C, YHR057C	maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-2.1&CDS=1-1521
67	OG0000067	YDR164C, YNR067C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.29&CDS=1-4371, snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.20&CDS=1-3003
68	OG0000068	YDR258C, YLL026W	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.109&CDS=1-3531, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.160-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.160&CDS=1-2409
69	OG0000069	YDR261C, YOR191W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-7.91&CDS=1-5724, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.162-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.162&CDS=1-1611
70	OG0000070	YDR368W, YOR120W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.73-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.73&CDS=1-933, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-1.51&CDS=1-933
71	OG0000071	YDR420W, YGR014W	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-4.177-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-4.177&CDS=1-3492, snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.97&CDS=1-4203
72	OG0000072	YDR507C, YKL101W	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.114&CDS=1-3711, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-0.13&CDS=1-4101
73	OG0000073	YEL036C, YMR278W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-1.28&CDS=1-3423, maker-NODE_11_length_317607_cov_55.1254_ID_1952-augustus-gene-2.120-mRNA-1_1&gene=maker-NODE_11_length_317607_cov_55.1254_ID_1952-augustus-gene-2.120&CDS=1-1566
74	OG0000074	YER017C, YMR089C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.56&CDS=1-2469, snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.56&CDS=1-2217
75	OG0000075	YER123W, YNL154C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-1.183&CDS=1-1488, maker-NODE_16_length_214003_cov_71.8808_ID_2032-snap-gene-1.191-mRNA-1_1&gene=maker-NODE_16_length_214003_cov_71.8808_ID_2032-snap-gene-1.191&CDS=1-1665
76	OG0000076	YER172C, YGR271W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.110-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.110&CDS=1-6462, genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-4.165-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-4.165&CDS=1-5871
77	OG0000077	YER175C, YHR209W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.232-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.232&CDS=1-855, genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.108&CDS=1-876
78	OG0000078	YFL039C, YHR129C	augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.36&CDS=1-1125, genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.47&CDS=1-1143
79	OG0000079	YFL053W, YML070W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.110&CDS=1-1764, maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-6.85-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-6.85&CDS=1-6045
80	OG0000080	YFL060C, YMR095C, YNL334C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.60&CDS=1-624
81	OG0000081	YFR040W, YJL095W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.43&CDS=1-8631, genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-10.150-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-10.150&CDS=1-2709
82	OG0000082	YGL077C, YOR386W	augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-0.58&CDS=1-3903, maker-NODE_6_length_541168_cov_59.8263_ID_1634-augustus-gene-3.52-mRNA-1_1&gene=maker-NODE_6_length_541168_cov_59.8263_ID_1634-augustus-gene-3.52&CDS=1-3168
83	OG0000083	YGR155W, YJL063C	genemark-NODE_17_length_187938_cov_73.6788_ID_2166-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_17_length_187938_cov_73.6788_ID_2166-processed-gene-0.38&CDS=1-1491, maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-1.59-mRNA-1_1&gene=maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-1.59&CDS=1-1839
84	OG0000084	YGR224W, YPR198W	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.188&CDS=1-1893, maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-0.81&CDS=1-2748
85	OG0000085	YGR240C, YMR205C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-3.42&CDS=1-2949, genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.110&CDS=1-2874
86	OG0000086	YGR249W, YOR140W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.15&CDS=1-2178, genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-3.26&CDS=1-1308
87	OG0000087	YHL007C, YNL298W	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-1.120&CDS=1-2547, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.3&CDS=1-2685
88	OG0000088	YHR023W, YOR326W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.49&CDS=1-4800, genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.4&CDS=1-5550
89	OG0000089	YHR027C, YOR219C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.35&CDS=1-2643, maker-NODE_2_length_1019301_cov_58.9423_ID_1327-augustus-gene-2.123-mRNA-1_1&gene=maker-NODE_2_length_1019301_cov_58.9423_ID_1327-augustus-gene-2.123&CDS=1-5763
90	OG0000090	YHR107C, YLR314C	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.111&CDS=1-5151, genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-0.102&CDS=1-1230
91	OG0000091	YHR194W, YOR147W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.75&CDS=1-1623, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.19-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.19&CDS=1-1776
92	OG0000092	YHR216W, YLR432W, YML056C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-5.21-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-5.21&CDS=1-1563
93	OG0000093	YIL015W, YLR120C	augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.135&CDS=1-2067, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.99-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.99&CDS=1-1611
94	OG0000094	YIL035C, YOR061W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.52-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.52&CDS=1-1017, maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-2.12-mRNA-1_1&gene=maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-2.12&CDS=1-1908
95	OG0000095	YIL078W, YKL194C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-1.10&CDS=1-2184, maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-0.53-mRNA-1_1&gene=maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-0.53&CDS=1-2319
96	OG0000096	YIL126W, YOR290C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.112&CDS=1-4422, genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-2.227-mRNA-1_1&gene=genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-2.227&CDS=1-3939
97	OG0000097	YIL130W, YJL206C	genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.22&CDS=1-1743, genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-2.225-mRNA-1_1&gene=genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-2.225&CDS=1-2574
98	OG0000098	YIL159W, YNL271C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-0.94&CDS=1-5637, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.230-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.230&CDS=1-4965
99	OG0000099	YIL166C	augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-0.63&CDS=1-1707, genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.109&CDS=1-504, snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-0.70&CDS=1-1713
100	OG0000100	YJL130C, YJR109C	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.181&CDS=1-7758, genemark-NODE_20_length_85425_cov_54.9917_ID_2514-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_20_length_85425_cov_54.9917_ID_2514-processed-gene-0.29&CDS=1-3339
101	OG0000101	YJL200C, YLR305C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-6.97&CDS=1-8010, genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-0.24&CDS=1-2364
102	OG0000102	YJR130C, YLL058W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.60-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-6.60&CDS=1-1992, genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-0.82&CDS=1-1665
103	OG0000103	YKL046C, YMR238W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-8.125-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-8.125&CDS=1-1344, maker-NODE_7_length_482624_cov_60.8826_ID_1816-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_7_length_482624_cov_60.8826_ID_1816-augustus-gene-2.47&CDS=1-2490
104	OG0000104	YKL080W, YPL048W	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.117&CDS=1-4407, snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.96&CDS=1-1257
105	OG0000105	YKR001C, YLL001W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.12&CDS=1-2349, genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.34&CDS=1-2085
106	OG0000106	YLR146C, YPR069C	augustus_masked-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_398456_cov_55.0791_ID_1860-processed-gene-1.23&CDS=1-2193, genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.134-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.134&CDS=1-903
107	OG0000107	YLR152C, YOR092W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-0.36&CDS=1-1764, maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-6.93-mRNA-1_1&gene=maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-6.93&CDS=1-2718
