	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
69	OG0000069	YFR037C, YJL176C	-processed-gene-1.9-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.9&CDS=1-2001, -snap-gene-0.26-mRNA-1_1&gene=maker-gi|736520272|emb|CBXB010000124.1|-snap-gene-0.26&CDS=1-2718
70	OG0000070	YFR057W, YLR098C, YOR337W	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-0.26&CDS=1-5640
71	OG0000071	YGL003C, YGL116W	-augustus-gene-0.46-mRNA-1_1&gene=maker-gi|736520305|emb|CBXB010000091.1|-augustus-gene-0.46&CDS=1-2016, -processed-gene-1.64-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.64&CDS=1-1569
72	OG0000072	YGL215W	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|736520218|emb|CBXB010000164.1|-processed-gene-0.8&CDS=1-1536, -processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-1.49&CDS=1-2868, -processed-gene-1.95-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.95&CDS=1-759
73	OG0000073	YGL227W, YMR171C	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|736520314|emb|CBXB010000082.1|-processed-gene-0.12&CDS=1-3813, -processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|736520396|emb|CBXB010000027.1|-processed-gene-0.89&CDS=1-2073
74	OG0000074	YGR087C, YLR044C, YLR134W	-augustus-gene-0.139-mRNA-1_1&gene=maker-gi|736520290|emb|CBXB010000106.1|-augustus-gene-0.139&CDS=1-1698
75	OG0000075	YGR192C, YJL052W, YJR009C	-snap-gene-0.73-mRNA-1_1&gene=maker-gi|736520345|emb|CBXB010000056.1|-snap-gene-0.73&CDS=1-1011
76	OG0000076	YGR203W, YPR200C	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.71&CDS=1-423, -snap-gene-2.113-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-2.113&CDS=1-405
77	OG0000077	YGR260W	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-0.11&CDS=1-1542, -processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.61&CDS=1-1581, -processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|736520413|emb|CBXB010000017.1|-processed-gene-0.83&CDS=1-1560
78	OG0000078	YHR030C, YPR054W	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.81&CDS=1-1581, -snap-gene-0.12-mRNA-1_1&gene=maker-gi|736520282|emb|CBXB010000114.1|-snap-gene-0.12&CDS=1-1173
79	OG0000079	YHR031C, YML061C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-0.51&CDS=1-2160, -snap-gene-1.99-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-snap-gene-1.99&CDS=1-2610
80	OG0000080	YHR077C	-processed-gene-0.0-mRNA-1_1&gene=snap_masked-gi|736520168|emb|CBXB010000209.1|-processed-gene-0.0&CDS=1-615, -processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|736520263|emb|CBXB010000133.1|-processed-gene-0.15&CDS=1-198, -processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.28&CDS=1-3549
81	OG0000081	YHR098C, YIL109C	-processed-gene-1.109-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.109&CDS=1-2706, -processed-gene-1.3-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.3&CDS=1-2934
82	OG0000082	YHR179W, YPL171C	-processed-gene-0.134-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-0.134&CDS=1-1131, -processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.45&CDS=1-1155
83	OG0000083	YIL126W, YOR290C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520215|emb|CBXB010000166.1|-processed-gene-0.45&CDS=1-4680, -snap-gene-1.67-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-1.67&CDS=1-5076
84	OG0000084	YIR013C, YLR013W, YMR136W	-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.170&CDS=1-1752
85	OG0000085	YIR031C, YNL117W	-processed-gene-1.104-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.104&CDS=1-1626, -processed-gene-1.77-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.77&CDS=1-1683
86	OG0000086	YJL092W, YOL095C	-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.141&CDS=1-2208, -processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.68&CDS=1-3924
87	OG0000087	YJL095W, YLR362W	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.62&CDS=1-3039, -snap-gene-0.24-mRNA-1_1&gene=maker-gi|736520330|emb|CBXB010000066.1|-snap-gene-0.24&CDS=1-6558
88	OG0000088	YJL110C, YKR034W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.40&CDS=1-2610, -processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|736520348|emb|CBXB010000054.1|-processed-gene-0.41&CDS=1-2088
89	OG0000089	YJR005W, YKL135C	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|736520420|emb|CBXB010000014.1|-snap-gene-0.1&CDS=1-2607, -snap-gene-0.130-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-snap-gene-0.130&CDS=1-2202
90	OG0000090	YJR076C	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|736520305|emb|CBXB010000091.1|-processed-gene-0.23&CDS=1-1275, -processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|736520396|emb|CBXB010000027.1|-processed-gene-0.66&CDS=1-1581, -snap-gene-0.1-mRNA-1_1&gene=maker-gi|736520368|emb|CBXB010000045.1|-snap-gene-0.1&CDS=1-1341
91	OG0000091	YJR119C, YMR176W	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|736520426|emb|CBXB010000010.1|-processed-gene-0.26&CDS=1-2928, -snap-gene-0.97-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-0.97&CDS=1-2598
92	OG0000092	YKL043W	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|736520351|emb|CBXB010000053.1|-processed-gene-0.16&CDS=1-2079, -processed-gene-1.152-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.152&CDS=1-1872, -processed-gene-1.96-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.96&CDS=1-2001
93	OG0000093	YKL081W, YPL048W	-processed-gene-0.110-mRNA-1_1&gene=snap_masked-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.110&CDS=1-1224, -processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-2.62&CDS=1-1221
94	OG0000094	YKL188C, YPL147W	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|736520333|emb|CBXB010000063.1|-processed-gene-0.55&CDS=1-2415, -processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|736520396|emb|CBXB010000027.1|-processed-gene-0.78&CDS=1-2541
95	OG0000095	YLL062C, YMR321C, YPL273W	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-0.14&CDS=1-1005
96	OG0000096	YLR090W, YNL064C	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-2.76&CDS=1-1224, -snap-gene-5.2-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-5.2&CDS=1-1287
97	OG0000097	YLR284C, YOR180C	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-0.25&CDS=1-858, -processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520248|emb|CBXB010000143.1|-processed-gene-0.39&CDS=1-861
98	OG0000098	YLR300W, YOR190W	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520269|emb|CBXB010000127.1|-processed-gene-0.45&CDS=1-1344, -processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|736520271|emb|CBXB010000125.1|-processed-gene-0.65&CDS=1-1302
99	OG0000099	YML097C, YPL070W	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|736520389|emb|CBXB010000032.1|-processed-gene-0.108&CDS=1-1674, -processed-gene-0.118-mRNA-1_1&gene=augustus_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.118&CDS=1-2478
100	OG0000100	YMR073C, YNL111C	-snap-gene-0.2-mRNA-1_1&gene=maker-gi|736520219|emb|CBXB010000163.1|-snap-gene-0.2&CDS=1-855, -snap-gene-0.86-mRNA-1_1&gene=maker-gi|736520212|emb|CBXB010000169.1|-snap-gene-0.86&CDS=1-303
101	OG0000101	YMR234W	-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.168&CDS=1-441, -processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|736520262|emb|CBXB010000134.1|-processed-gene-0.7&CDS=1-696, -processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-0.70&CDS=1-738
102	OG0000102	YMR316W, YNL165W, YOR385W	-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-gi|736520323|emb|CBXB010000073.1|-processed-gene-0.141&CDS=1-1734
103	OG0000103	YNL095C, YOR092W	-augustus-gene-0.76-mRNA-1_1&gene=maker-gi|736520371|emb|CBXB010000043.1|-augustus-gene-0.76&CDS=1-1713, -processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-0.69&CDS=1-1986
104	OG0000104	YOL055C, YPL258C, YPR121W	-processed-gene-0.88-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.88&CDS=1-1617
105	OG0000105	YOL119C	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.100&CDS=1-1569, -processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|736520254|emb|CBXB010000140.1|-processed-gene-0.66&CDS=1-1740, -snap-gene-0.117-mRNA-1_1&gene=maker-gi|736520392|emb|CBXB010000030.1|-snap-gene-0.117&CDS=1-2949
106	OG0000106	Q0045, Q0065, Q0070	-snap-gene-0.4-mRNA-1_1&gene=maker-gi|736520440|emb|CBXB010000002.1|-snap-gene-0.4&CDS=1-552
107	OG0000107		-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|736519993|emb|CBXB010000331.1|-processed-gene-0.1&CDS=1-1194, -processed-gene-0.123-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.123&CDS=1-1167, -processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|736520022|emb|CBXB010000314.1|-processed-gene-0.4&CDS=1-432, -processed-gene-0.5-mRNA-1_1&gene=snap_masked-gi|736520152|emb|CBXB010000222.1|-processed-gene-0.5&CDS=1-1932
108	OG0000108		-processed-gene-0.215-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.215&CDS=1-2652, -processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|736520239|emb|CBXB010000149.1|-processed-gene-0.67&CDS=1-3579, -processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.71&CDS=1-2211, -snap-gene-0.162-mRNA-1_1&gene=maker-gi|736520385|emb|CBXB010000034.1|-snap-gene-0.162&CDS=1-3561
109	OG0000109	YAL007C, YOR016C	-augustus-gene-0.6-mRNA-1_1&gene=maker-gi|736520272|emb|CBXB010000124.1|-augustus-gene-0.6&CDS=1-627
110	OG0000110	YAL015C, YOL043C	-processed-gene-0.187-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.187&CDS=1-1248
111	OG0000111	YAL017W, YOL045W	-snap-gene-0.9-mRNA-1_1&gene=maker-gi|736520441|emb|CBXB010000001.1|-snap-gene-0.9&CDS=1-4281
112	OG0000112	YAL030W, YOR327C	-processed-gene-1.197-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.197&CDS=1-303
113	OG0000113	YAL034C, YOR338W	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.86&CDS=1-1470
114	OG0000114	YAL040C	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.27&CDS=1-1347, -processed-gene-1.79-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.79&CDS=1-2082
115	OG0000115	YAL060W, YAL061W	-processed-gene-1.207-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.207&CDS=1-1215
116	OG0000116	YAR002C-A, YGL002W	-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.2&CDS=1-651
117	OG0000117	YAR042W, YDL019C	-processed-gene-2.82-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-2.82&CDS=1-3678
118	OG0000118	YBL002W, YDR224C	-processed-gene-1.42-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.42&CDS=1-423
119	OG0000119	YBL003C, YDR225W	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.11&CDS=1-414
120	OG0000120	YBL009W, YGL021W	-processed-gene-0.116-mRNA-1_1&gene=snap_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.116&CDS=1-4338
121	OG0000121	YBL027W, YBR084C-A	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.30&CDS=1-618
122	OG0000122	YBL043W, YJR115W	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|736520405|emb|CBXB010000021.1|-processed-gene-0.61&CDS=1-837
123	OG0000123	YBL056W, YER089C	-snap-gene-0.240-mRNA-1_1&gene=maker-gi|736520373|emb|CBXB010000042.1|-snap-gene-0.240&CDS=1-1413
124	OG0000124	YBL067C, YER098W	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-1.62&CDS=1-2814
125	OG0000125	YBL072C, YER102W	-processed-gene-0.223-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.223&CDS=1-600
126	OG0000126	YBL079W, YER105C	-snap-gene-0.241-mRNA-1_1&gene=maker-gi|736520373|emb|CBXB010000042.1|-snap-gene-0.241&CDS=1-4062
127	OG0000127	YBL085W, YER114C	-snap-gene-1.13-mRNA-1_1&gene=maker-gi|736520422|emb|CBXB010000012.1|-snap-gene-1.13&CDS=1-3285
128	OG0000128	YBL087C, YER117W	-processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|736520170|emb|CBXB010000208.1|-processed-gene-0.7&CDS=1-411
129	OG0000129	YBL089W, YER119C	-snap-gene-0.61-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-0.61&CDS=1-1485
130	OG0000130	YBL091C-A, YER120W	-snap-gene-0.63-mRNA-1_1&gene=maker-gi|736520250|emb|CBXB010000142.1|-snap-gene-0.63&CDS=1-897
131	OG0000131	YBL095W	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.105&CDS=1-888, -processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.61&CDS=1-735
132	OG0000132	YBL106C, YPR032W	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.11&CDS=1-2943
133	OG0000133	YBR002C	-snap-gene-0.66-mRNA-1_1&gene=maker-gi|736520384|emb|CBXB010000035.1|-snap-gene-0.66&CDS=1-825, -snap-gene-0.73-mRNA-1_1&gene=maker-gi|736520297|emb|CBXB010000099.1|-snap-gene-0.73&CDS=1-987
134	OG0000134	YBR005W, YDR003W	-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-gi|736520306|emb|CBXB010000090.1|-processed-gene-0.67&CDS=1-729
135	OG0000135	YBR007C	-processed-gene-0.143-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-0.143&CDS=1-1863, -processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.49&CDS=1-3249
136	OG0000136	YBR009C, YNL030W	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|736520313|emb|CBXB010000083.1|-processed-gene-0.37&CDS=1-309
137	OG0000137	YBR014C, YDL010W	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-1.51&CDS=1-777
138	OG0000138	YBR020W, YDR009W	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|736520401|emb|CBXB010000024.1|-processed-gene-0.18&CDS=1-1869
139	OG0000139	YBR021W, YIR028W	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-0.44&CDS=1-1683
140	OG0000140	YBR031W, YDR012W	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.77&CDS=1-1050
141	OG0000141	YBR033W, YKL038W	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|736520304|emb|CBXB010000092.1|-processed-gene-0.8&CDS=1-3183
142	OG0000142	YBR042C, YDR018C	-processed-gene-0.185-mRNA-1_1&gene=genemark-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.185&CDS=1-1320
143	OG0000143	YBR048W, YDR025W	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.12&CDS=1-468
144	OG0000144	YBR066C, YDR043C	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-1.57&CDS=1-1257
145	OG0000145	YBR082C, YDR059C	-processed-gene-1.133-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-1.133&CDS=1-441
146	OG0000146	YBR089C-A, YPR052C	-processed-gene-1.147-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-1.147&CDS=1-309
147	OG0000147	YBR104W, YPR058W	-snap-gene-0.59-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-0.59&CDS=1-915
148	OG0000148	YBR105C, YGR066C	-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-0.73&CDS=1-1344
149	OG0000149	YBR112C	-processed-gene-1.87-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.87&CDS=1-2079, -processed-gene-1.92-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.92&CDS=1-3852
150	OG0000150	YBR132C	-processed-gene-0.19-mRNA-1_1&gene=snap_masked-gi|736520222|emb|CBXB010000160.1|-processed-gene-0.19&CDS=1-1761, -processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|736520262|emb|CBXB010000134.1|-processed-gene-0.28&CDS=1-1749
151	OG0000151	YBR140C, YOL081W	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|736520333|emb|CBXB010000063.1|-processed-gene-0.46&CDS=1-8787
152	OG0000152	YBR147W, YOL092W	-snap-gene-0.56-mRNA-1_1&gene=maker-gi|736520252|emb|CBXB010000141.1|-snap-gene-0.56&CDS=1-1002
153	OG0000153	YBR161W, YPL057C	-processed-gene-0.1-mRNA-1_1&gene=snap_masked-gi|736520213|emb|CBXB010000168.1|-processed-gene-0.1&CDS=1-1680
154	OG0000154	YBR169C, YPL106C	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|736520306|emb|CBXB010000090.1|-processed-gene-0.22&CDS=1-2106
155	OG0000155	YBR172C, YPL105C	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.58&CDS=1-3711
156	OG0000156	YBR181C, YPL090C	-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.111&CDS=1-735
157	OG0000157	YBR182C, YPL089C	-augustus-gene-1.5-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-augustus-gene-1.5&CDS=1-3015
158	OG0000158	YBR183W, YPL087W	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-2.1&CDS=1-897
159	OG0000159	YBR191W, YPL079W	-snap-gene-5.5-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-5.5&CDS=1-507
160	OG0000160	YBR199W	-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.30&CDS=1-1569, -processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.6&CDS=1-1134
161	OG0000161	YBR214W, YGL056C	-processed-gene-0.126-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.126&CDS=1-1473
162	OG0000162	YBR216C, YGL060W	-processed-gene-0.143-mRNA-1_1&gene=snap_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.143&CDS=1-2544
163	OG0000163	YBR239C	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|736520294|emb|CBXB010000102.1|-processed-gene-0.29&CDS=1-1878, -snap-gene-1.204-mRNA-1_1&gene=maker-gi|736520387|emb|CBXB010000033.1|-snap-gene-1.204&CDS=1-1689
164	OG0000164	YBR240C	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520263|emb|CBXB010000133.1|-processed-gene-0.21&CDS=1-2256, -snap-gene-3.103-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-snap-gene-3.103&CDS=1-2880
165	OG0000165	YBR241C, YGL104C	-snap-gene-1.216-mRNA-1_1&gene=maker-gi|736520387|emb|CBXB010000033.1|-snap-gene-1.216&CDS=1-1467
166	OG0000166	YBR242W, YGL101W	-processed-gene-1.176-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.176&CDS=1-717
167	OG0000167	YBR273C, YJL048C	-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-gi|736520290|emb|CBXB010000106.1|-processed-gene-0.107&CDS=1-1917
168	OG0000168	YBR280C	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.62&CDS=1-1872, -processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.68&CDS=1-2148
169	OG0000169	YBR294W, YLR092W	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-1.57&CDS=1-2643
170	OG0000170	YCL011C, YNL004W	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.63&CDS=1-1269
171	OG0000171	YCL035C, YDR513W	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.77&CDS=1-336
172	OG0000172	YCL036W, YDR514C	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-0.8&CDS=1-897
173	OG0000173	YCL037C, YDR515W	-processed-gene-2.93-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.93&CDS=1-2181
174	OG0000174	YCL040W, YDR516C	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520270|emb|CBXB010000126.1|-processed-gene-0.12&CDS=1-1425
175	OG0000175	YCL050C, YDR530C	-processed-gene-2.110-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.110&CDS=1-1029
176	OG0000176	YCL057W	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|736520402|emb|CBXB010000023.1|-processed-gene-0.56&CDS=1-2166, -snap-gene-2.2-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-2.2&CDS=1-1179
177	OG0000177	YCL064C, YIL167W	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520275|emb|CBXB010000121.1|-snap-gene-0.5&CDS=1-1149
178	OG0000178	YCL066W, YCR040W	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-1.65&CDS=1-873
179	OG0000179	YCR026C, YEL016C	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.74&CDS=1-2244
180	OG0000180	YCR031C, YJL191W	-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-0.49&CDS=1-432
181	OG0000181	YCR045C	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520399|emb|CBXB010000025.1|-processed-gene-0.36&CDS=1-1158, -processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-1.62&CDS=1-1380
182	OG0000182	YCR048W, YNR019W	-snap-gene-0.160-mRNA-1_1&gene=maker-gi|736520385|emb|CBXB010000034.1|-snap-gene-0.160&CDS=1-1647
183	OG0000183	YCR067C, YNR026C	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|736520344|emb|CBXB010000057.1|-processed-gene-0.88&CDS=1-3327
184	OG0000184	YCR073C, YNR031C	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|736520392|emb|CBXB010000030.1|-processed-gene-0.68&CDS=1-4170
