	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034632_Candida_athensensis
40	OG0000040	YCL040W, YDR516C, YLR446W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.167-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.167&CDS=1-1608, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.198-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.198&CDS=1-1407
41	OG0000041	YCL064C, YIL167W, YML020W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.152-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.152&CDS=1-1071, maker-NODE_9_length_677365_cov_14.4922_ID_17-augustus-gene-5.97-mRNA-1_1&gene=maker-NODE_9_length_677365_cov_14.4922_ID_17-augustus-gene-5.97&CDS=1-3573
42	OG0000042	YCR037C, YJL198W, YNR013C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.31&CDS=1-2472, genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.67&CDS=1-2823
43	OG0000043	YDL078C, YKL085W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.80-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.80&CDS=1-1047, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.109-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.109&CDS=1-1008, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.137-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.137&CDS=1-996
44	OG0000044	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.210-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.210&CDS=1-1011
45	OG0000045	YDR223W, YLR223C, YPL181W	augustus_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.18&CDS=1-4242, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.107&CDS=1-1107
46	OG0000046	YDR243C, YMR155W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.48-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.48&CDS=1-1323, snap_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.121&CDS=1-1419, snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.2&CDS=1-3057
47	OG0000047	YDR326C, YFL042C, YHR080C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.66-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.66&CDS=1-2208, snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.87&CDS=1-2670
48	OG0000048	YDR385W, YKL173W, YOR133W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.182-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.182&CDS=1-2889, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-3.35&CDS=1-2526
49	OG0000049	YER015W, YPL235W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.79&CDS=1-9402, augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.42&CDS=1-5532, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.97-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.97&CDS=1-2142
50	OG0000050	YER045C, YIL036W, YNL167C	augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.53&CDS=1-1749, genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.36&CDS=1-939
51	OG0000051	YER048C, YNL045W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.71&CDS=1-3372, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.56-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.56&CDS=1-2307, maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-1.44-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-1.44&CDS=1-1614
52	OG0000052	YER056C, YER060W, YER060W-A	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.105-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.105&CDS=1-1536, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.173-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.173&CDS=1-1539
53	OG0000053	YER133W, YML016C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.129-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.129&CDS=1-1626, genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.12&CDS=1-1716, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.21&CDS=1-1188
54	OG0000054	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.17&CDS=1-2580, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.103-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.103&CDS=1-2283
55	OG0000055	YGR187C, YJL172W, YOL153C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.153&CDS=1-3672, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.79&CDS=1-1698
56	OG0000056	YGR197C, YJR015W, YJR132W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.34-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.34&CDS=1-1500, maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-13.100-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-13.100&CDS=1-5190
57	OG0000057	YGR212W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.185-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.185&CDS=1-1413, snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.3&CDS=1-1422, snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.53&CDS=1-828, snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.54&CDS=1-1467
58	OG0000058	YHL009C, YPR199C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.83&CDS=1-1596, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.79&CDS=1-951, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.14&CDS=1-948
59	OG0000059	YHR032W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.100-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.100&CDS=1-1473, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.11&CDS=1-1410, maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-2.68-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-2.68&CDS=1-2289, maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.116-mRNA-1_1&gene=maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.116&CDS=1-3096
60	OG0000060	YHR206W, YOR140W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.80-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.80&CDS=1-1458, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.88&CDS=1-1746, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-4.43&CDS=1-1848
61	OG0000061	YIL002C, YNL106C, YOR109W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.142-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.142&CDS=1-3762, maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-2.2&CDS=1-4077
62	OG0000062	YIL095W, YNL020C, YNL313C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.150&CDS=1-5094, genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.249-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.249&CDS=1-2001
63	OG0000063	YIL117C, YIL118W, YNL058C	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.119&CDS=1-1431, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.94&CDS=1-843
64	OG0000064	YJL042W, YOR227W, YPL137C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.86&CDS=1-3627, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.41&CDS=1-3843
65	OG0000065	YKL128C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.250-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.250&CDS=1-822, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.86-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.86&CDS=1-912, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.10-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.10&CDS=1-981, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.137&CDS=1-996
66	OG0000066	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
67	OG0000067	YLR144C, YNR067C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.151&CDS=1-5343, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-0.123&CDS=1-2115, genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.106&CDS=1-3213
68	OG0000068	YML072C, YNL087W, YOR086C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.33&CDS=1-5136, maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-1.111-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-1.111&CDS=1-4806
69	OG0000069	Q0105, Q0110, Q0115, Q0120	maker-NODE_15_length_20106_cov_491.133_ID_29-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_20106_cov_491.133_ID_29-snap-gene-0.1&CDS=1-594
70	OG0000070		genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.57-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.57&CDS=1-1974, genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.103&CDS=1-2589, genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.106&CDS=1-6417, snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.25&CDS=1-2277, snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.3&CDS=1-2124
71	OG0000071	YAL005C, YLL024C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.24&CDS=1-1938, maker-NODE_11_length_252262_cov_15.7886_ID_21-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_11_length_252262_cov_15.7886_ID_21-snap-gene-0.4&CDS=1-2691
72	OG0000072	YAL023C, YGR199W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.34&CDS=1-2697, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.12-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.12&CDS=1-2301
73	OG0000073	YAL054C, YLR153C	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.0&CDS=1-2025, genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.20&CDS=1-2010
74	OG0000074	YAR035W, YER024W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.36&CDS=1-2301, maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-3.50-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-3.50&CDS=1-3906
75	OG0000075	YBL002W, YDR224C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-9.21-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-9.21&CDS=1-387, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.53&CDS=1-387
76	OG0000076	YBL042C, YBR021W, YIR028W	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.291-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.291&CDS=1-3147
77	OG0000077	YBL052C, YOR244W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.89-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.89&CDS=1-1860, maker-NODE_9_length_677365_cov_14.4922_ID_17-snap-gene-4.122-mRNA-1_1&gene=maker-NODE_9_length_677365_cov_14.4922_ID_17-snap-gene-4.122&CDS=1-2718
78	OG0000078	YBR002C, YMR101C	augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.293-mRNA-1_1&gene=augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.293&CDS=1-759, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.10-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.10&CDS=1-936
79	OG0000079	YBR009C, YNL030W	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.3&CDS=1-309, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-3.39&CDS=1-309
80	OG0000080	YBR025C, YHL014C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.152-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.152&CDS=1-1188, snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.38&CDS=1-1200
81	OG0000081	YBR073W, YGL163C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.79-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.79&CDS=1-2205, maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-0.132-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-0.132&CDS=1-4212
82	OG0000082	YBR078W, YDR055W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.63&CDS=1-1230, snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.20&CDS=1-1278
83	OG0000083	YBR139W, YMR297W	genemark-NODE_13_length_49352_cov_18.0191_ID_25-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_13_length_49352_cov_18.0191_ID_25-processed-gene-0.54&CDS=1-1647, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.117-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.117&CDS=1-1626
84	OG0000084	YBR298C, YDL247W, YJR160C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.105-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.105&CDS=1-1737
85	OG0000085	YCL010C, YFR032C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.33-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.33&CDS=1-939, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.90&CDS=1-1860
86	OG0000086	YCR065W, YIL131C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.39-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.39&CDS=1-1929, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.22-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.22&CDS=1-1620
87	OG0000087	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.30&CDS=1-1953
88	OG0000088	YDL020C	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.5&CDS=1-1209, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.94-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.94&CDS=1-1308, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.95-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.95&CDS=1-1389
89	OG0000089	YDL137W, YDL192W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.108&CDS=1-537, snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.49&CDS=1-543
90	OG0000090	YDL138W, YDL194W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.131-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.131&CDS=1-1923, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.189-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.189&CDS=1-1578
91	OG0000091	YDL174C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.62&CDS=1-2127, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.70-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.70&CDS=1-1662, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.135-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.135&CDS=1-1713
92	OG0000092	YDL246C, YJR159W, YLR070C	maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-2.66-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-2.66&CDS=1-1533
93	OG0000093	YDR032C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.109&CDS=1-603, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.138&CDS=1-837, snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.54&CDS=1-603
94	OG0000094	YDR037W, YNL073W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.90-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.90&CDS=1-1758, genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.99-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.99&CDS=1-1629
95	OG0000095	YDR038C, YDR039C, YDR040C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.214-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.214&CDS=1-3255
96	OG0000096	YDR109C, YNL249C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.34-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.34&CDS=1-1581, genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.49&CDS=1-2205
97	OG0000097	YDR134C, YLR110C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.112-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.112&CDS=1-714, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.77-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.77&CDS=1-1119
