	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
24	OG0000024	YKL139W, YPL031C, YPR161C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.0&CDS=1-1566, augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.30&CDS=1-1842, augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.30&CDS=1-1020
25	OG0000025	YLR098C, YNR063W	augustus_masked-NODE_127_length_8190_cov_42.9813_ID_25088-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_127_length_8190_cov_42.9813_ID_25088-processed-gene-0.6&CDS=1-1917, snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.155&CDS=1-2049, snap_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.133&CDS=1-1968, snap_masked-NODE_66_length_51463_cov_41.9441_ID_17365-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_66_length_51463_cov_41.9441_ID_17365-processed-gene-0.63&CDS=1-1887
26	OG0000026	YML111W, YMR275C, YNR069C	snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.46&CDS=1-1833, snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.48&CDS=1-2118, snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.49&CDS=1-2220
27	OG0000027	YMR303C, YOL086C	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.29&CDS=1-1125, augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.110&CDS=1-1056, augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_64_length_52425_cov_41.8268_ID_17105-processed-gene-0.85&CDS=1-1131, augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.228&CDS=1-1068
28	OG0000028	Q0105, Q0110, Q0115, Q0120	maker-NODE_146_length_3576_cov_2.06773_ID_26320-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_146_length_3576_cov_2.06773_ID_26320-snap-gene-0.3&CDS=1-618, maker-NODE_47_length_84776_cov_763.785_ID_16979-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_47_length_84776_cov_763.785_ID_16979-snap-gene-0.66&CDS=1-387
29	OG0000029	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.87&CDS=1-4590
30	OG0000030	YBL056W, YBR125C, YER089C	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.30&CDS=1-1389, augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.59&CDS=1-1212
31	OG0000031	YBL068W, YER099C, YOL061W	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.79&CDS=1-1026, augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.109&CDS=1-1173
32	OG0000032	YBL089W, YER119C, YIL088C	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.18&CDS=1-1377, augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.291-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.291&CDS=1-1329
33	OG0000033	YBR089C-A, YDL002C, YPR052C	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.5&CDS=1-312, augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.201&CDS=1-1350
34	OG0000034	YBR164C, YMR138W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.148&CDS=1-558, augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.39&CDS=1-549, augustus_masked-NODE_81_length_33103_cov_48.0835_ID_19643-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_81_length_33103_cov_48.0835_ID_19643-processed-gene-0.4&CDS=1-555
35	OG0000035	YBR177C, YMR210W, YPL095C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.93&CDS=1-1380, augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.238&CDS=1-1437
36	OG0000036	YBR293W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.21&CDS=1-1593, augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.61&CDS=1-1596, maker-NODE_40_length_110026_cov_40.4293_ID_13392-augustus-gene-0.158-mRNA-1_1&gene=maker-NODE_40_length_110026_cov_40.4293_ID_13392-augustus-gene-0.158&CDS=1-3555, maker-NODE_63_length_53522_cov_42.0536_ID_17017-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_63_length_53522_cov_42.0536_ID_17017-augustus-gene-0.42&CDS=1-3306
37	OG0000037	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.20&CDS=1-1620
38	OG0000038	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.54&CDS=1-3660, augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.158&CDS=1-3774
39	OG0000039	YDL127W, YDL179W, YNL289W	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.213&CDS=1-1032, augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.11&CDS=1-1050
40	OG0000040	YDL144C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.15&CDS=1-1017, augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.130&CDS=1-1029, augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.131&CDS=1-1032, genemark-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.7&CDS=1-1050
41	OG0000041	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.119&CDS=1-1026
42	OG0000042	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.29&CDS=1-1188, augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.3&CDS=1-1209
43	OG0000043	YDR043C, YGL209W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.11&CDS=1-1314, augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.3&CDS=1-1266, snap_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.111&CDS=1-399
44	OG0000044	YDR135C, YLL015W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.204&CDS=1-4677, genemark-NODE_76_length_36934_cov_41.298_ID_24505-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_76_length_36934_cov_41.298_ID_24505-processed-gene-0.16&CDS=1-4695, snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.108&CDS=1-4137
45	OG0000045	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.119&CDS=1-2190, maker-NODE_3_length_400669_cov_39.5315_ID_28686-augustus-gene-1.43-mRNA-1_1&gene=maker-NODE_3_length_400669_cov_39.5315_ID_28686-augustus-gene-1.43&CDS=1-2169
46	OG0000046	YDR155C, YDR304C	augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.233&CDS=1-648, augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.250&CDS=1-537, maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-1.101&CDS=1-483
47	OG0000047	YDR338C, YHR032W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.130&CDS=1-1815, augustus_masked-NODE_96_length_21983_cov_48.1862_ID_21514-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_96_length_21983_cov_48.1862_ID_21514-processed-gene-0.21&CDS=1-1482, snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.0&CDS=1-1917
48	OG0000048	YDR379W, YOR127W, YPL115C	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.217&CDS=1-3492, snap_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.49&CDS=1-3474
49	OG0000049	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_48_length_80061_cov_41.2643_ID_15622-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_48_length_80061_cov_41.2643_ID_15622-processed-gene-0.30&CDS=1-2976, maker-NODE_25_length_163307_cov_38.207_ID_16192-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_25_length_163307_cov_38.207_ID_16192-snap-gene-0.83&CDS=1-3447
50	OG0000050	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.148&CDS=1-684
51	OG0000051	YER045C, YIL036W, YNL167C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.8&CDS=1-1932, augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-2.176&CDS=1-1386
52	OG0000052	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.132&CDS=1-3219, snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.9&CDS=1-3930
53	OG0000053	YGL201C, YOR348C	augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.40&CDS=1-1725, augustus_masked-NODE_86_length_26690_cov_49.833_ID_32455-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_86_length_26690_cov_49.833_ID_32455-processed-gene-0.19&CDS=1-1722, maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.64-mRNA-1_1&gene=maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.64&CDS=1-4698
54	OG0000054	YGL257C, YNR059W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.25&CDS=1-2694, augustus_masked-NODE_73_length_42262_cov_39.958_ID_18242-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_73_length_42262_cov_39.958_ID_18242-processed-gene-0.4&CDS=1-2946, augustus_masked-NODE_77_length_36252_cov_38.4183_ID_19329-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_77_length_36252_cov_38.4183_ID_19329-processed-gene-0.10&CDS=1-1914
55	OG0000055	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_895_length_421_cov_0.83_ID_35752-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_895_length_421_cov_0.83_ID_35752-processed-gene-0.2&CDS=1-417
56	OG0000056	YGR169C, YOL066C	augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.31&CDS=1-1128, augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.80&CDS=1-1758, augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.36&CDS=1-1095
57	OG0000057	YGR281W, YKR104W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.3&CDS=1-4221, augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.117&CDS=1-4242, augustus_masked-NODE_356_length_683_cov_73.3683_ID_56697-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_356_length_683_cov_73.3683_ID_56697-processed-gene-0.0&CDS=1-678
58	OG0000058	YHR179W, YPL171C	augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.38&CDS=1-1200, augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.39&CDS=1-1101, snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.11&CDS=1-1161
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.179&CDS=1-3303, augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.287-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.287&CDS=1-2913
60	OG0000060	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.119&CDS=1-3747, augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.8&CDS=1-3651
61	OG0000061	YJL158C, YJL160C	augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.164&CDS=1-897, augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.108&CDS=1-906, augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.109&CDS=1-1005
62	OG0000062	YKL221W, YNL125C	augustus_masked-NODE_129_length_7833_cov_50.0253_ID_25250-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_129_length_7833_cov_50.0253_ID_25250-processed-gene-0.5&CDS=1-1488, augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.6&CDS=1-1527, augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.219&CDS=1-1788
63	OG0000063	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_929_length_416_cov_0.776271_ID_35820-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_929_length_416_cov_0.776271_ID_35820-processed-gene-0.2&CDS=1-414
64	OG0000064	YKR034W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.181&CDS=1-2049, genemark-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.9&CDS=1-2298, snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.58&CDS=1-1017, snap_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.104&CDS=1-2016
65	OG0000065	YLL012W, YLR020C	augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.105&CDS=1-1314, augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.106&CDS=1-1350, augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.54&CDS=1-1152
66	OG0000066	YLL057C	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.119&CDS=1-1203, augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.140&CDS=1-1200, augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.141&CDS=1-1191, snap_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.42&CDS=1-1167
67	OG0000067	YML072C, YNL087W, YOR086C	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.111&CDS=1-3486, augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-0.94&CDS=1-4236
68	OG0000068	YMR168C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.4&CDS=1-2661, augustus_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.103&CDS=1-2196, genemark-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-1.67&CDS=1-2130, maker-NODE_18_length_210819_cov_39.5738_ID_14898-augustus-gene-1.93-mRNA-1_1&gene=maker-NODE_18_length_210819_cov_39.5738_ID_14898-augustus-gene-1.93&CDS=1-1170
69	OG0000069	YNL095C, YOR092W	augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.224&CDS=1-1659, augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.25&CDS=1-1680, snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.35&CDS=1-1533
